OrthoGroups	Sce_genes	Kma_genes	Yli_genes
OG0002156	YPL088W	KLMA_40148	YALI1_C17782g
OG0002157	YDR120C	KLMA_40150	YALI1_E36098g
OG0002158	YDR121W	KLMA_40151	YALI1_A05473g
OG0002159	YLR093C	KLMA_40152	YALI1_B05420g
OG0002160	YLR097C	KLMA_40157	YALI1_E38443g
OG0002163	YDR126W	KLMA_40160	YALI1_B02533g
OG0002164	YDR127W	KLMA_40161	YALI1_F16984g
OG0002165	YDR128W	KLMA_40162	YALI1_A19675g
OG0002166	YLR100W	KLMA_40163	YALI1_B22820g
OG0002167	YDR129C	KLMA_40164	YALI1_B22793g
OG0002168	YLR103C	KLMA_40166	YALI1_B08438g
OG0002170	YLR105C	KLMA_40167	YALI1_B09333g
OG0002171	YLR106C	KLMA_40168	YALI1_B11200g
OG0002172	YLR107W	KLMA_40169	YALI1_B10145g
OG0002173	YLR109W	KLMA_40173	YALI1_E30028g
OG0002174	YLR113W	KLMA_40175	YALI1_E30073g
OG0002175	YLR272C	KLMA_40177	YALI1_F09518g
OG0002176	YOR176W	KLMA_40178	YALI1_F25924g
OG0002177	YOR175C	KLMA_40179	YALI1_F25951g
OG0002178	YOR174W	KLMA_40180	YALI1_F01849g
OG0002179	YLR268W	KLMA_40183	YALI1_D27762g
OG0002180	YOR163W	KLMA_40184	YALI1_A04817g
OG0002181	YOR164C	KLMA_40185	YALI1_D17493g
OG0002182	YOR165W	KLMA_40186	YALI1_F01897g
OG0002183	YOR166C	KLMA_40188	YALI1_D00264g
OG0002184	YOR168W	KLMA_40191	YALI1_C04882g
OG0002185	YLR262C	KLMA_40193	YALI1_B28830g
OG0002186	YGR019W	KLMA_40198	YALI1_E21915g
OG0002187	YER134C	KLMA_40199	YALI1_B11167g
OG0002189	YLR234W	KLMA_40206	YALI1_F29727g
OG0002190	YDR205W	KLMA_40207	YALI1_C25560g
OG0002191	YNL200C	KLMA_40208	YALI1_B30039g
OG0002192	YNL193W	KLMA_40216	YALI1_C18750g
OG0002193	YBR146W	KLMA_40221	YALI1_B08193g
OG0002194	YOL086W-A	KLMA_40222	YALI1_B08186g
OG0002195	YOL087C	KLMA_40223	YALI1_D08251g
OG0002196	YBR154C	KLMA_40224	YALI1_D08285g
OG0002197	YBR153W	KLMA_40225	YALI1_D08339g
OG0002198	YBR152W	KLMA_40226	YALI1_D08402g
OG0002199	YJL109C	KLMA_40228	YALI1_E34933g
OG0002200	YKR030W	KLMA_40229	YALI1_E34857g
OG0002201	YKR031C	KLMA_40231	YALI1_E22633g
OG0002202	YKR035W-A	KLMA_40233	YALI1_C14169g
OG0002203	YJL111W	KLMA_40234	YALI1_C29052g
OG0002204	YJL112W	KLMA_40235	YALI1_C31281g
OG0002205	YKR037C	KLMA_40236	YALI1_F21381g
OG0002206	YKR038C	KLMA_40237	YALI1_C06695g
OG0002207	YDR337W	KLMA_40239	YALI1_C33314g
OG0002208	YHR089C	KLMA_40240	YALI1_C33098g
OG0002209	YDR336W	KLMA_40241	YALI1_C33071g
OG0002210	YDR335W	KLMA_40242	YALI1_D05538g
OG0002211	YHR088W	KLMA_40243	YALI1_F28453g
OG0002212	YHR087W	KLMA_40247	YALI1_A10857g
OG0002213	YDR334W	KLMA_40248	YALI1_D06311g
OG0002214	YKL160W	KLMA_40252	YALI1_E12711g
OG0002215	YHR051W	KLMA_40253	YALI1_E12730g
OG0002216	YJR014W	KLMA_40255	YALI1_D08783g
OG0002217	YGR198W	KLMA_40256	YALI1_A22073g
OG0002218	YGR200C	KLMA_40258	YALI1_C32253g
OG0002219	YJR016C	KLMA_40259	YALI1_C32276g
OG0002220	YHR099W	KLMA_40261	YALI1_C02831g
OG0002221	YHR098C	KLMA_40263	YALI1_E17069g
OG0002222	YDR347W	KLMA_40265	YALI1_B26235g
OG0002223	YGL037C	KLMA_40268	YALI1_A22129g
OG0002224	YLL019C	KLMA_40270	YALI1_C06106g
OG0002225	YGL172W	KLMA_40273	YALI1_C31989g
OG0002226	YGL173C	KLMA_40274	YALI1_C31971g
OG0002227	YGL174W	KLMA_40275	YALI1_C32706g
OG0002228	YGL175C	KLMA_40276	YALI1_C32737g
OG0002229	YDL043C	KLMA_40278	YALI1_D33978g
OG0002231	YJL014W	KLMA_40283	YALI1_D26114g
OG0002232	YGR188C	KLMA_40284	YALI1_B30066g
OG0002233	YJL012C	KLMA_40285	YALI1_C15359g
OG0002234	YJL011C	KLMA_40286	YALI1_D26142g
OG0002235	YLR170C	KLMA_40289	YALI1_D36137g
OG0002236	YLR172C	KLMA_40290	YALI1_F22908g
OG0002237	YLR173W	KLMA_40291	YALI1_C14273g
OG0002238	YLR251W	KLMA_40294	YALI1_C32823g
OG0002239	YLR253W	KLMA_40295	YALI1_B02642g
OG0002240	YGL159W	KLMA_40296	YALI1_C03272g
OG0002241	YGL160W	KLMA_40298	YALI1_F24332g
OG0002242	YKL069W	KLMA_40301	YALI1_F32534g
OG0002243	YMR049C	KLMA_40302	YALI1_E31351g
OG0002244	YMR048W	KLMA_40303	YALI1_E15211g
OG0002246	YMR041C	KLMA_40310	YALI1_F38466g
OG0002247	YMR039C	KLMA_40311	YALI1_E34205g
OG0002248	YKL064W	KLMA_40312	YALI1_B07134g
OG0002249	YMR038C	KLMA_40313	YALI1_F38526g
OG0002250	YMR036C	KLMA_40317	YALI1_C08600g
OG0002251	YMR035W	KLMA_40318	YALI1_B14658g
OG0002252	YOL098C	KLMA_40320	YALI1_D19134g
OG0002253	YPL006W	KLMA_40322	YALI1_C28716g
OG0002254	YPL007C	KLMA_40323	YALI1_E04229g
OG0002255	YPL008W	KLMA_40324	YALI1_C32633g
OG0002256	YPL014W	KLMA_40326	YALI1_E12103g
OG0002257	YPL013C	KLMA_40327	YALI1_E12067g
OG0002258	YPL012W	KLMA_40328	YALI1_E08828g
OG0002259	YPL011C	KLMA_40329	YALI1_F17706g
OG0002260	YPL010W	KLMA_40330	YALI1_F17709g
OG0002261	YPL009C	KLMA_40331	YALI1_F17756g
OG0002262	YCR077C	KLMA_40332	YALI1_E23348g
OG0002263	YCR075C	KLMA_40336	YALI1_C21664g
OG0002264	YIL047C	KLMA_40337	YALI1_F19500g
OG0002265	YER055C	KLMA_40338	YALI1_C06626g
OG0002266	YIL046W	KLMA_40339	YALI1_B13355g
OG0002267	YIL044C	KLMA_40340	YALI1_F19126g
OG0002268	YER052C	KLMA_40342	YALI1_D14532g
OG0002269	YIL043C	KLMA_40343	YALI1_D06380g
OG0002270	YER051W	KLMA_40344	YALI1_E35759g
OG0002271	YIL031W	KLMA_40345	YALI1_D26721g
OG0002272	YIL027C	KLMA_40349	YALI1_E04349g
OG0002273	YIL026C	KLMA_40350	YALI1_F25792g
OG0002274	YHR134W	KLMA_40353	YALI1_F36259g
OG0002275	YHR132C	KLMA_40356	YALI1_B17695g
OG0002276	YPL060W	KLMA_40360	YALI1_D24751g
OG0002277	YBR207W	KLMA_40361	YALI1_A05031g
OG0002278	YKL025C	KLMA_40363	YALI1_C19981g
OG0002279	YKL024C	KLMA_40365	YALI1_F12969g
OG0002280	YKL022C	KLMA_40367	YALI1_B20242g
OG0002281	YIR034C	KLMA_40368	YALI1_B20289g
OG0002282	YKL021C	KLMA_40369	YALI1_F17004g
OG0002283	YNL076W	KLMA_40374	YALI1_D31083g
OG0002284	YNL075W	KLMA_40375	YALI1_D30922g
OG0002285	YMR020W	KLMA_40378	YALI1_B30275g
OG0002286	YMR021C	KLMA_40379	YALI1_E37419g
OG0002287	YMR022W	KLMA_40380	YALI1_B27307g
OG0002288	YKL047W	KLMA_40382	YALI1_E05538g
OG0002289	YMR023C	KLMA_40384	YALI1_B24218g
OG0002290	YMR024W	KLMA_40385	YALI1_D22704g
OG0002291	YMR026C	KLMA_40387	YALI1_D35190g
OG0002292	YKL060C	KLMA_40388	YALI1_E30886g
OG0002293	YOL125W	KLMA_40390	YALI1_E32096g
OG0002294	YNL305C	KLMA_40392	YALI1_B07284g
OG0002295	YOL127W	KLMA_40393	YALI1_F32792g
OG0002296	YNL306W	KLMA_40394	YALI1_E17171g
OG0002297	YOL129W	KLMA_40396	YALI1_D26559g
OG0002298	YNL308C	KLMA_40397	YALI1_D00996g
OG0002299	YNL312W	KLMA_40398	YALI1_F05979g
OG0002300	YNL310C	KLMA_40401	YALI1_F05936g
OG0002302	YIL070C	KLMA_40407	YALI1_A06434g
OG0002303	YER078C	KLMA_40410	YALI1_B26715g
OG0002304	YER079W	KLMA_40412	YALI1_F38869g
OG0002305	YER080W	KLMA_40413	YALI1_D21120g
OG0002306	YOR266W	KLMA_40414	YALI1_C20097g
OG0002307	YOR269W	KLMA_40416	YALI1_B01552g
OG0002308	YMR208W	KLMA_40418	YALI1_B21004g
OG0002309	YOR271C	KLMA_40419	YALI1_B21030g
OG0002310	YOR272W	KLMA_40422	YALI1_B16194g
OG0002311	YMR211W	KLMA_40425	YALI1_E12962g
OG0002312	YOR274W	KLMA_40426	YALI1_D22768g
OG0002313	YOR275C	KLMA_40427	YALI1_D25419g
OG0002314	YMR212C	KLMA_40428	YALI1_D25330g
OG0002315	YMR213W	KLMA_40429	YALI1_D25370g
OG0002316	YHR169W	KLMA_40430	YALI1_E03163g
OG0002317	YHR170W	KLMA_40432	YALI1_F11493g
OG0002318	YHR171W	KLMA_40433	YALI1_C28147g
OG0002319	YGR252W	KLMA_40434	YALI1_E03416g
OG0002320	YGR253C	KLMA_40435	YALI1_E03439g
OG0002321	YGL012W	KLMA_40436	YALI1_D24361g
OG0002322	YLR447C	KLMA_40440	YALI1_F21690g
OG0002323	YML071C	KLMA_40441	YALI1_F21698g
OG0002324	YML076C	KLMA_40447	YALI1_E13579g
OG0002325	YML077W	KLMA_40448	YALI1_B13917g
OG0002326	YJR125C	KLMA_40449	YALI1_D16609g
OG0002327	YLR407W	KLMA_40450	YALI1_B15275g
OG0002328	YDL076C	KLMA_40451	YALI1_B15237g
OG0002329	YLR405W	KLMA_40453	YALI1_E30943g
OG0002330	YDL074C	KLMA_40454	YALI1_B12847g
OG0002331	YLR403W	KLMA_40457	YALI1_F15218g
OG0002332	YLR401C	KLMA_40458	YALI1_E30942g
OG0002333	YDL072C	KLMA_40459	YALI1_E30914g
OG0002334	YLR399C	KLMA_40460	YALI1_E24391g
OG0002335	YEL004W	KLMA_40462	YALI1_E28736g
OG0002336	YLR397C	KLMA_40465	YALI1_E08021g
OG0002337	YLR396C	KLMA_40466	YALI1_F06262g
OG0002338	YLR395C	KLMA_40468	YALI1_F06236g
OG0002339	YPR183W	KLMA_40471	YALI1_D08050g
OG0002340	YPR184W	KLMA_40472	YALI1_A20063g
OG0002341	YPR185W	KLMA_40473	YALI1_F04848g
OG0002342	YPR186C	KLMA_40474	YALI1_F07699g
OG0002343	YPR187W	KLMA_40475	YALI1_F07675g
OG0002344	YPR188C	KLMA_40476	YALI1_F17025g
OG0002345	YPR189W	KLMA_40477	YALI1_F00307g
OG0002346	YPR190C	KLMA_40478	YALI1_F12033g
OG0002347	YPR191W	KLMA_40479	YALI1_F12013g
OG0002348	YHR205W	KLMA_40480	YALI1_D17770g
OG0002349	YHR204W	KLMA_40481	YALI1_D16047g
OG0002350	YHR202W	KLMA_40483	YALI1_D16864g
OG0002351	YJR144W	KLMA_40485	YALI1_E07040g
OG0002352	YJR143C	KLMA_40486	YALI1_E07121g
OG0002353	YJR142W	KLMA_40487	YALI1_E15321g
OG0002354	YHR201C	KLMA_40488	YALI1_D14423g
OG0002355	YJR141W	KLMA_40489	YALI1_D14400g
OG0002356	YJR140C	KLMA_40490	YALI1_D14391g
OG0002357	YJR139C	KLMA_40491	YALI1_D01188g
OG0002358	YJR138W	KLMA_40492	YALI1_D01123g
OG0002359	YHR200W	KLMA_40493	YALI1_D04772g
OG0002360	YJR137C	KLMA_40494	YALI1_D14058g
OG0002361	YJR135W-A	KLMA_40498	YALI1_D14424g
OG0002362	YHR197W	KLMA_40500	YALI1_F27017g
OG0002363	YJR134C	KLMA_40501	YALI1_A09467g
OG0002364	YJR133W	KLMA_40502	YALI1_E19958g
OG0002365	YJR132W	KLMA_40504	YALI1_E19508g
OG0002366	YHR194W	KLMA_40505	YALI1_E01657g
OG0002367	YHR192W	KLMA_40507	YALI1_A10510g
OG0002368	YHR191C	KLMA_40508	YALI1_E05972g
OG0002369	YJR131W	KLMA_40509	YALI1_D21424g
OG0002370	YIR029W	KLMA_40512	YALI1_D22906g
OG0002371	YJR129C	KLMA_40513	YALI1_C07613g
OG0002372	YML080W	KLMA_40516	YALI1_B28017g
OG0002373	YLR408C	KLMA_40520	YALI1_B15307g
OG0002374	YDL077C	KLMA_40521	YALI1_B15310g
OG0002375	YLR409C	KLMA_40522	YALI1_B17908g
OG0002376	YLR410W	KLMA_40523	YALI1_B17927g
OG0002377	YKL181W	KLMA_40524	YALI1_B18012g
OG0002378	YKL182W	KLMA_40526	YALI1_B19844g
OG0002379	YKL183W	KLMA_40527	YALI1_E22859g
OG0002380	YKL185W	KLMA_40529	YALI1_E19757g
OG0002381	YKL186C	KLMA_40530	YALI1_B14804g
OG0002383	YLR414C	KLMA_40532	YALI1_B09993g
OG0002384	YKL188C	KLMA_40533	YALI1_D05320g
OG0002385	YLR417W	KLMA_40534	YALI1_D01317g
OG0002386	YKL189W	KLMA_40535	YALI1_D01345g
OG0002387	YPL206C	KLMA_40537	YALI1_F11605g
OG0002388	YGL065C	KLMA_40539	YALI1_E37764g
OG0002389	YPL209C	KLMA_40543	YALI1_E40782g
OG0002390	YGL064C	KLMA_40544	YALI1_E40754g
OG0002391	YPL210C	KLMA_40545	YALI1_E40718g
OG0002392	YPL211W	KLMA_40546	YALI1_E40691g
OG0002393	YPL212C	KLMA_40547	YALI1_C17932g
OG0002394	YGL129C	KLMA_40548	YALI1_C19005g
OG0002395	YGL130W	KLMA_40549	YALI1_E03535g
OG0002396	YGL131C	KLMA_40550	YALI1_E35888g
OG0002397	YPL213W	KLMA_40551	YALI1_E35934g
OG0002398	YPL214C	KLMA_40552	YALI1_C22186g
OG0002399	YPL215W	KLMA_40553	YALI1_C25367g
OG0002400	YPL217C	KLMA_40555	YALI1_C30181g
OG0002401	YPL218W	KLMA_40556	YALI1_C30130g
OG0002403	YGL136C	KLMA_40559	YALI1_E37895g
OG0002404	YGL137W	KLMA_40560	YALI1_C30119g
OG0002405	YPL222W	KLMA_40565	YALI1_F20426g
OG0002406	YDR457W	KLMA_40567	YALI1_B07983g
OG0002407	YML032C	KLMA_40568	YALI1_F03735g
OG0002408	YML031W	KLMA_40569	YALI1_F03722g
OG0002409	YDR456W	KLMA_40570	YALI1_F03529g
OG0002410	YDR454C	KLMA_40571	YALI1_C23511g
OG0002411	YML030W	KLMA_40572	YALI1_C23526g
OG0002412	YDR452W	KLMA_40575	YALI1_B21194g
OG0002413	YML025C	KLMA_40578	YALI1_E24343g
OG0002414	YDR449C	KLMA_40579	YALI1_F19192g
OG0002415	YDR448W	KLMA_40580	YALI1_F19244g
OG0002416	YDR443C	KLMA_40585	YALI1_D11592g
OG0002417	YML022W	KLMA_40587	YALI1_D07451g
OG0002418	YDR440W	KLMA_40588	YALI1_E26872g
OG0002419	YML021C	KLMA_40589	YALI1_D05222g
OG0002420	YML020W	KLMA_40590	YALI1_D13816g
OG0002421	YML018C	KLMA_40593	YALI1_E26971g
OG0002422	YDR437W	KLMA_40595	YALI1_E21026g
OG0002423	YDR435C	KLMA_40597	YALI1_D16009g
OG0002424	YML015C	KLMA_40598	YALI1_E21147g
OG0002425	YDR434W	KLMA_40599	YALI1_D15937g
OG0002426	YML014W	KLMA_40600	YALI1_D15974g
OG0002427	YDR432W	KLMA_40602	YALI1_D07162g
OG0002428	YDR430C	KLMA_40603	YALI1_F28537g
OG0002429	YML012W	KLMA_40604	YALI1_E26205g
OG0002430	YML010W	KLMA_40606	YALI1_C16204g
OG0002431	YML009C	KLMA_40607	YALI1_C21634g
OG0002432	YDR429C	KLMA_40608	YALI1_E04613g
OG0002433	YDR427W	KLMA_40609	YALI1_E08545g
OG0002435	YGL211W	KLMA_40612	YALI1_D21565g
OG0002436	YER029C	KLMA_40616	YALI1_D17410g
OG0002437	YGL120C	KLMA_40619	YALI1_B20521g
OG0002438	YGL119W	KLMA_40620	YALI1_B20527g
OG0002439	YGR144W	KLMA_40625	YALI1_A09553g
OG0002440	YOR368W	KLMA_50007	YALI1_F09282g
OG0002441	YOR369C	KLMA_50008	YALI1_F09230g
OG0002443	YOR373W	KLMA_50011	YALI1_F08944g
OG0002444	YAL058W	KLMA_50013	YALI1_B17493g
OG0002446	YPL110C	KLMA_50022	YALI1_E38859g
OG0002447	YPL111W	KLMA_50024	YALI1_E08937g
OG0002448	YOR194C	KLMA_50026	YALI1_C14774g
OG0002449	YPL113C	KLMA_50028	YALI1_E23555g
OG0002450	YPL115C	KLMA_50030	YALI1_E09082g
OG0002451	YOR196C	KLMA_50031	YALI1_E13472g
OG0002452	YPL116W	KLMA_50033	YALI1_A21913g
OG0002453	YOR197W	KLMA_50034	YALI1_F06076g
OG0002454	YOR198C	KLMA_50035	YALI1_F06035g
OG0002455	YPL117C	KLMA_50036	YALI1_F06018g
OG0002456	YOR201C	KLMA_50037	YALI1_F35656g
OG0002457	YOR202W	KLMA_50038	YALI1_E40305g
OG0002458	YPL118W	KLMA_50039	YALI1_B19713g
OG0002459	YPL122C	KLMA_50042	YALI1_F37742g
OG0002460	YOR207C	KLMA_50043	YALI1_B21208g
OG0002461	YOR206W	KLMA_50045	YALI1_D14893g
OG0002462	YPL120W	KLMA_50047	YALI1_D14840g
OG0002463	YJL049W	KLMA_50055	YALI1_D12646g
OG0002464	YJL050W	KLMA_50057	YALI1_D15214g
OG0002465	YJL053W	KLMA_50060	YALI1_D30843g
OG0002466	YJL054W	KLMA_50061	YALI1_D32070g
OG0002468	YJL057C	KLMA_50063	YALI1_F34497g
OG0002469	YJL059W	KLMA_50065	YALI1_F37986g
OG0002470	YJL060W	KLMA_50067	YALI1_E34072g
OG0002471	YBR269C	KLMA_50068	YALI1_A02499g
OG0002472	YBR268W	KLMA_50070	YALI1_F24126g
OG0002473	YJL062W	KLMA_50071	YALI1_D34684g
OG0002474	YBR265W	KLMA_50073	YALI1_B22883g
OG0002475	YJL062W-A	KLMA_50074	YALI1_A05220g
OG0002476	YJL063C	KLMA_50075	YALI1_B22908g
OG0002477	YBR276C	KLMA_50077	YALI1_B05762g
OG0002478	YJL066C	KLMA_50079	YALI1_F03481g
OG0002479	YBR279W	KLMA_50081	YALI1_E25999g
OG0002480	YJL068C	KLMA_50082	YALI1_C28479g
OG0002481	YBR280C	KLMA_50083	YALI1_E15583g
OG0002482	YBR281C	KLMA_50084	YALI1_F09405g
OG0002483	YJL069C	KLMA_50085	YALI1_F39108g
OG0002484	YBR282W	KLMA_50086	YALI1_A03278g
OG0002485	YBR261C	KLMA_50089	YALI1_A00801g
OG0002486	YBR260C	KLMA_50090	YALI1_A02615g
OG0002487	YBR258C	KLMA_50093	YALI1_B27570g
OG0002488	YBR257W	KLMA_50094	YALI1_C04996g
OG0002489	YJL046W	KLMA_50095	YALI1_C04991g
OG0002490	YFR029W	KLMA_50096	YALI1_D03278g
OG0002491	YOR340C	KLMA_50099	YALI1_F09265g
OG0002492	YAL034W-A	KLMA_50100	YALI1_F09211g
OG0002493	YOR336W	KLMA_50103	YALI1_C17848g
OG0002494	YOR335C	KLMA_50104	YALI1_B05571g
OG0002495	YAL033W	KLMA_50105	YALI1_B06487g
OG0002496	YAL032C	KLMA_50106	YALI1_C16395g
OG0002497	YOR332W	KLMA_50109	YALI1_F20965g
OG0002498	YOR330C	KLMA_50110	YALI1_F25852g
OG0002499	YOR329C	KLMA_50111	YALI1_E14003g
OG0002500	YOR326W	KLMA_50113	YALI1_E00510g
OG0002502	YOR323C	KLMA_50117	YALI1_E35815g
OG0002503	YAL026C	KLMA_50118	YALI1_E41057g
OG0002504	YAL025C	KLMA_50119	YALI1_C10730g
OG0002505	YAL024C	KLMA_50120	YALI1_E41206g
OG0002506	YOR322C	KLMA_50122	YALI1_E00280g
OG0002507	YDR214W	KLMA_50124	YALI1_B20802g
OG0002508	YDR212W	KLMA_50126	YALI1_B20730g
OG0002509	YDR211W	KLMA_50128	YALI1_B20589g
OG0002510	YDR208W	KLMA_50129	YALI1_F30903g
OG0002511	YMR063W	KLMA_50130	YALI1_E39886g
OG0002512	YLR290C	KLMA_50131	YALI1_E32754g
OG0002513	YLR292C	KLMA_50133	YALI1_D06251g
OG0002514	YGR145W	KLMA_50140	YALI1_A22157g
OG0002515	YGR163W	KLMA_50141	YALI1_D12996g
OG0002516	YGL048C	KLMA_50143	YALI1_D21167g
OG0002517	YGL047W	KLMA_50144	YALI1_E39395g
OG0002518	YGL020C	KLMA_50145	YALI1_E24797g
OG0002519	YGL019W	KLMA_50146	YALI1_E24793g
OG0002520	YGL018C	KLMA_50147	YALI1_D00231g
OG0002521	YGL017W	KLMA_50148	YALI1_E04688g
OG0002522	YGL016W	KLMA_50149	YALI1_E35329g
OG0002523	YBL008W	KLMA_50152	YALI1_E24886g
OG0002524	YGL009C	KLMA_50154	YALI1_B02345g
OG0002525	YBL007C	KLMA_50155	YALI1_A06672g
OG0002526	YGL010W	KLMA_50156	YALI1_E41610g
OG0002527	YGL011C	KLMA_50157	YALI1_C07770g
OG0002528	YML069W	KLMA_50162	YALI1_D33229g
OG0002529	YML068W	KLMA_50163	YALI1_C28879g
OG0002530	YML067C	KLMA_50165	YALI1_A17720g
OG0002531	YML064C	KLMA_50169	YALI1_D03990g
OG0002532	YLR440C	KLMA_50172	YALI1_B17105g
OG0002533	YML060W	KLMA_50174	YALI1_B17039g
OG0002534	YLR439W	KLMA_50175	YALI1_B14680g
OG0002536	YML059C	KLMA_50177	YALI1_B14733g
OG0002537	YLR438W	KLMA_50178	YALI1_C05908g
OG0002538	YLR435W	KLMA_50181	YALI1_E18514g
OG0002539	YOR151C	KLMA_50187	YALI1_D04680g
OG0002540	YDR405W	KLMA_50188	YALI1_E15274g
OG0002541	YGR037C	KLMA_50190	YALI1_E27279g
OG0002542	YLR347C	KLMA_50191	YALI1_D15114g
OG0002543	YGR036C	KLMA_50192	YALI1_D26639g
OG0002544	YLR345W	KLMA_50193	YALI1_D26610g
OG0002545	YGR033C	KLMA_50195	YALI1_D00754g
OG0002547	YLR340W	KLMA_50200	YALI1_B18707g
OG0002549	YLR337C	KLMA_50203	YALI1_D34621g
OG0002550	YGR029W	KLMA_50206	YALI1_D34258g
OG0002551	YGR028W	KLMA_50207	YALI1_C32771g
OG0002552	YLR336C	KLMA_50208	YALI1_D20164g
OG0002553	YGR026W	KLMA_50211	YALI1_D00273g
OG0002554	YGR024C	KLMA_50212	YALI1_E12223g
OG0002555	YPR010C	KLMA_50214	YALI1_E12244g
OG0002556	YKL095W	KLMA_50216	YALI1_B23176g
OG0002557	YKL094W	KLMA_50217	YALI1_C20224g
OG0002558	YMR080C	KLMA_50219	YALI1_D30941g
OG0002559	YKL092C	KLMA_50220	YALI1_D30999g
OG0002560	YMR079W	KLMA_50221	YALI1_D05633g
OG0002562	YKL197C	KLMA_50223	YALI1_C21682g
OG0002563	YJR058C	KLMA_50225	YALI1_B05690g
OG0002564	YJR057W	KLMA_50226	YALI1_C18590g
OG0002565	YFR028C	KLMA_50227	YALI1_E19201g
OG0002566	YFR027W	KLMA_50228	YALI1_E14824g
OG0002567	YDR020C	KLMA_50229	YALI1_F03974g
OG0002568	YDR019C	KLMA_50231	YALI1_F04082g
OG0002569	YBR043C	KLMA_50233	YALI1_F04185g
OG0002570	YBR042C	KLMA_50234	YALI1_F04157g
OG0002571	YBR041W	KLMA_50235	YALI1_E19172g
OG0002572	YBR040W	KLMA_50236	YALI1_A13962g
OG0002573	YBR039W	KLMA_50237	YALI1_F04110g
OG0002574	YDR017C	KLMA_50238	YALI1_F18897g
OG0002575	YDR016C	KLMA_50239	YALI1_B18205g
OG0002576	YBR035C	KLMA_50241	YALI1_D17482g
OG0002577	YDR013W	KLMA_50243	YALI1_A09524g
OG0002578	YBR034C	KLMA_50244	YALI1_E21983g
OG0002579	YBR030W	KLMA_50246	YALI1_B11648g
OG0002580	YKL167C	KLMA_50247	YALI1_F23399g
OG0002581	YKL165C	KLMA_50250	YALI1_F27343g
OG0002582	YJL156C	KLMA_50257	YALI1_E05329g
OG0002583	YJL155C	KLMA_50258	YALI1_E20885g
OG0002584	YJL154C	KLMA_50259	YALI1_E20677g
OG0002585	YKR066C	KLMA_50260	YALI1_F27211g
OG0002586	YJL187C	KLMA_50261	YALI1_F02697g
OG0002587	YCR032W	KLMA_50266	YALI1_E05180g
OG0002588	YOL097C	KLMA_50269	YALI1_B12010g
OG0002589	YDR487C	KLMA_50270	YALI1_B12042g
OG0002590	YLR370C	KLMA_50273	YALI1_B26451g
OG0002591	YGR063C	KLMA_50280	YALI1_F17907g
OG0002592	YGR062C	KLMA_50281	YALI1_F17930g
OG0002593	YLR363W-A	KLMA_50282	YALI1_F37540g
OG0002594	YGR061C	KLMA_50283	YALI1_F37559g
OG0002595	YGR060W	KLMA_50284	YALI1_F14958g
OG0002597	YOR292C	KLMA_50289	YALI1_B07210g
OG0002598	YOR291W	KLMA_50290	YALI1_D30058g
OG0002599	YMR229C	KLMA_50291	YALI1_E35580g
OG0002600	YMR228W	KLMA_50293	YALI1_B02931g
OG0002601	YMR227C	KLMA_50294	YALI1_B01644g
OG0002602	YMR226C	KLMA_50296	YALI1_C09773g
OG0002603	YER086W	KLMA_50297	YALI1_D03047g
OG0002604	YLR191W	KLMA_50299	YALI1_C07451g
OG0002605	YLR192C	KLMA_50302	YALI1_F37890g
OG0002606	YDL173W	KLMA_50303	YALI1_F29691g
OG0002607	YDL171C	KLMA_50304	YALI1_B26112g
OG0002608	YDL170W	KLMA_50305	YALI1_D25813g
OG0002609	YLR193C	KLMA_50306	YALI1_C28166g
OG0002610	YLR195C	KLMA_50308	YALI1_E01614g
OG0002611	YLR196W	KLMA_50309	YALI1_E01623g
OG0002612	YLR197W	KLMA_50311	YALI1_D21076g
OG0002613	YLR200W	KLMA_50313	YALI1_D21031g
OG0002614	YLR201C	KLMA_50314	YALI1_F34675g
OG0002615	YDL168W	KLMA_50315	YALI1_F13170g
OG0002616	YDL167C	KLMA_50316	YALI1_F28897g
OG0002617	YDL166C	KLMA_50317	YALI1_B29895g
OG0002618	YDL165W	KLMA_50318	YALI1_B29905g
OG0002619	YLR203C	KLMA_50319	YALI1_E38491g
OG0002620	YLR205C	KLMA_50321	YALI1_D33552g
OG0002621	YDL164C	KLMA_50322	YALI1_F01696g
OG0002622	YMR193W	KLMA_50325	YALI1_B10552g
OG0002623	YPL249C	KLMA_50326	YALI1_F24079g
OG0002624	YMR190C	KLMA_50331	YALI1_F39603g
OG0002625	YAL067C	KLMA_50332	YALI1_F18152g
OG0002626	YMR189W	KLMA_50333	YALI1_A09694g
OG0002627	YPL247C	KLMA_50334	YALI1_F39550g
OG0002628	YMR188C	KLMA_50336	YALI1_C10492g
OG0002629	YPL246C	KLMA_50337	YALI1_B27280g
OG0002630	YPL244C	KLMA_50339	YALI1_E27113g
OG0002631	YPL243W	KLMA_50340	YALI1_C26138g
OG0002632	YPL242C	KLMA_50342	YALI1_B06028g
OG0002633	YHR074W	KLMA_50347	YALI1_A21156g
OG0002634	YHR075C	KLMA_50348	YALI1_A21120g
OG0002635	YDR322W	KLMA_50350	YALI1_E38113g
OG0002636	YDR322C-A	KLMA_50351	YALI1_E38131g
OG0002637	YHR076W	KLMA_50352	YALI1_E32445g
OG0002638	YHR077C	KLMA_50353	YALI1_E29330g
OG0002639	YDR323C	KLMA_50354	YALI1_E25826g
OG0002640	YHR078W	KLMA_50355	YALI1_B21466g
