Orthogroup	gene	Stratum	type
OG0000022	P25596	4	Root
OG0000460	Q12680	5	Root
OG0003547	P53551	4	Root
OG0003451	P30777	4	Root
OG0003339	Q06636	4	Root
OG0001970	P23797	4	Root
OG0002573	Q07830	4	Root
OG0004236	P40956	3	Root
OG0000934	P48566	4	Root
OG0001401	P47122	5	Root
OG0002424	Q08726	4	Root
OG0002428	Q07845	4	Root
OG0000005	P38715	5	Root
OG0003492	Q04697	3	Root
OG0000993	P38625	5	Root
OG0000391	Q12344	4	Root
OG0000952	P33734	5	Root
OG0000216	Q04344	5	Root
OG0001452	P38922	4	Root
OG0000388	Q04178	5	Root
OG0003102	Q12347	4	Root
OG0000107	P32478	4	Root
OG0002292	P10961	4	Root
OG0005776	Q04429	1	Root
OG0000806	Q12398	4	Root
OG0005799	P47175	1	Root
OG0000224	P48570	5	Root
OG0001203	Q06674	3	Root
OG0000928	P00815	5	Root
OG0000260	P19807	4	Root
OG0001859	Q05164	1	Root
OG0001817	Q06592	5	Root
OG0002336	Q12692	4	Root
OG0003896	P51979	4	Root
OG0003512	P32339	4	Root
OG0003494	P20050	4	Root
OG0001042	Q05549	5	Root
OG0000201	Q08732	4	Root
OG0000068	P34244	5	Root
OG0000248	P32363	5	Root
OG0002221	Q04080	4	Root
OG0002238	P38211	4	Root
OG0001749	P32479	4	Root
OG0002403	P40545	4	Root
OG0000328	P12683	5	Root
OG0000031	P53389	4	Root
OG0003369	P36078	4	Root
OG0001959	P48362	4	Root
OG0005858	P0CY11	2	Root
OG0000173	P37292	5	Root
OG0003326	P36125	4	Root
OG0000142	P32784	5	Root
OG0000632	P32835	4	Root
OG0004477	P42950	2	Root
OG0000523	Q00055	5	Root
OG0002172	P49018	4	Root
OG0001680	P47088	4	Root
OG0003626	Q04082	4	Root
OG0006556	P36014	1	Root
OG0000041	Q12068	4	Root
OG0004725	P39996	2	Root
OG0000095	P41921	5	Root
OG0004227	P32645	2	Root
OG0001312	P53901	4	Root
OG0001214	P11986	5	Root
OG0000417	P00817	5	Root
OG0006555	Q08416	1	Root
OG0001439	Q99312	4	Root
OG0001650	Q06142	4	Root
OG0001508	P32581	4	Root
OG0000608	P00724	5	Root
OG0000252	P40559	4	Root
OG0001207	P13902	4	Root
OG0002267	P19158	4	Root
OG0002265	P53067	4	Root
OG0004406	Q03694	2	Root
OG0004714	P38954	2	Root
OG0004760	P47046	2	Root
OG0001240	P25605	5	Root
OG0000023	Q08295	5	Root
OG0002602	P40069	4	Root
OG0004733	P32488	2	Root
OG0001129	P09064	5	Root
OG0001438	P25038	5	Root
OG0004125	P40576	2	Root
OG0004296	Q12072	2	Root
OG0003387	P38803	4	Root
OG0002381	P32361	4	Root
OG0003158	P25626	5	Root
OG0003570	Q06704	4	Root
OG0000371	Q05533	5	Root
OG0001574	Q04772	4	Root
OG0003923	Q08118	2	Root
OG0000259	Q07821	5	Root
OG0000395	Q06667	4	Root
OG0004231	P21190	2	Root
OG0003932	P41833	3	Root
OG0000579	P53941	5	Root
OG0001657	Q01448	4	Root
OG0000076	P15992	5	Root
OG0000008	P22202	5	Root
OG0000458	P53686	5	Root
OG0000034	P06775	4	Root
OG0003751	P0CY07	2	Root
OG0002249	Q03973	4	Root
OG0004702	Q03213	2	Root
OG0002919	Q02959	4	Root
OG0000091	P40480	4	Root
OG0000326	Q04432	4	Root
OG0005819	Q08969	1	Root
OG0001635	P24814	4	Root
OG0001005	P40582	4	Root
OG0001303	Q03532	4	Root
OG0005790	Q01766	1	Root
OG0002640	P38635	5	Root
OG0002003	P53119	4	Root
OG0001727	P50079	4	Root
OG0001989	P38790	4	Root
OG0005822	Q6Q5K6	1	Root
OG0006544	Q05827	1	Root
OG0001432	P38753	4	Root
OG0003722	P53187	4	Root
OG0001914	P0CY13	3	Root
OG0005172	P09932	2	Root
OG0000008	P0CS90	5	Root
OG0002594	P32464	4	Root
OG0003291	P22943	4	Root
OG0000008	P10592	5	Root
OG0000913	P53685	4	Root
OG0000009	P53631	5	Root
OG0000009	P32466	5	Root
OG0001506	Q08109	4	Root
OG0004388	Q05905	2	Root
OG0004217	P69852	2	Root
OG0004751	Q9URQ5	2	Root
OG0004129	P53892	2	Root
OG0001189	P29295	4	Root
OG0000199	P33416	5	Root
OG0005838	Q12134	1	Root
OG0002194	Q6Q546	4	Root
OG0000881	P48353	4	Root
OG0000664	P32485	4	Root
OG0003717	Q12214	3	Root
OG0000209	P53096	5	Root
OG0004681	Q99332	2	Root
OG0002550	Q99383	4	Root
OG0001387	Q05787	4	Root
OG0001529	P47125	4	Root
OG0001323	P39730	5	Root
OG0004695	Q08561	2	Root
OG0001308	Q02821	4	Root
OG0000023	P40884	5	Root
OG0003701	P39520	3	Root
OG0000862	P39935	4	Root
OG0000502	P39522	5	Root
OG0002212	P38217	4	Root
OG0001820	P40499	4	Root
OG0000336	P41939	4	Root
OG0002736	P43579	4	Root
OG0002822	P32899	4	Root
OG0003470	P25642	4	Root
OG0003144	P34167	4	Root
OG0001418	P32337	4	Root
OG0002145	P53115	4	Root
OG0004450	P46958	2	Root
OG0003753	P47155	4	Root
OG0001090	P06168	5	Root
OG0000407	P15108	5	Root
OG0000009	P43581	5	Root
OG0000009	P39004	5	Root
OG0004464	P38284	2	Root
OG0001069	Q9P305	4	Root
OG0004335	P43596	2	Root
OG0004814	Q03824	2	Root
OG0003059	P47042	4	Root
OG0003448	P32351	4	Root
OG0002625	P46972	4	Root
OG0001080	Q04213	4	Root
OG0004753	P26798	2	Root
OG0000638	P17709	4	Root
OG0004723	P42833	2	Root
OG0002473	P28834	4	Root
OG0001198	P32481	5	Root
OG0001800	P38431	4	Root
OG0000390	P23301	5	Root
OG0000054	P10081	5	Root
OG0001581	P07260	4	Root
OG0001586	P38912	5	Root
OG0003840	P40154	4	Root
OG0001049	P41734	4	Root
OG0000454	P47124	4	Root
OG0004020	P40325	4	Root
OG0000568	P40051	4	Root
OG0000875	P20459	5	Root
OG0000365	P32617	4	Root
OG0003957	P38348	3	Root
OG0003538	P53687	4	Root
OG0000009	P38695	5	Root
OG0004367	P40060	2	Root
OG0000876	P07172	5	Root
OG0001807	Q99181	4	Root
OG0000009	P32467	5	Root
OG0000008	Q05931	5	Root
OG0000573	P04807	4	Root
OG0000009	P40885	5	Root
OG0005827	Q04329	1	Root
OG0004370	Q12345	2	Root
OG0000356	P25619	4	Root
OG0000326	Q08992	4	Root
OG0000326	Q08914	4	Root
OG0001910	P53688	4	Root
OG0002913	Q12520	4	Root
OG0001638	P40985	4	Root
OG0001430	P28241	5	Root
OG0000336	P21954	4	Root
OG0001404	P19882	5	Root
OG0000765	P32589	4	Root
OG0000009	P54854	5	Root
OG0001086	Q12522	5	Root
OG0007646	Q12385	1	Root
OG0000580	P32643	4	Root
OG0002910	P53840	4	Root
OG0001522	P35180	4	Root
OG0000750	P32356	4	Root
OG0002150	Q12400	4	Root
OG0001105	Q12463	5	Root
OG0003304	Q12383	4	Root
OG0001050	P33753	5	Root
OG0003500	Q07527	3	Root
OG0003554	P53874	3	Root
OG0003226	P54730	4	Root
OG0000970	P38349	4	Root
OG0004778	P36137	2	Root
OG0002884	P40554	4	Root
OG0001764	Q12220	4	Root
OG0000656	P40362	4	Root
OG0002988	Q12339	4	Root
OG0004247	P33122	2	Root
OG0002816	Q04235	4	Root
OG0002447	P52491	4	Root
OG0001688	P21734	4	Root
OG0000671	P39967	4	Root
OG0000840	P32571	4	Root
OG0002564	Q03327	4	Root
OG0000584	P28274	5	Root
OG0005767	P36026	1	Root
OG0004364	Q07963	2	Root
OG0003513	Q04511	4	Root
OG0001318	P47108	4	Root
OG0000386	P34247	4	Root
OG0001871	Q08960	5	Root
OG0000304	P43123	4	Root
OG0002189	P52490	4	Root
OG0001668	P41834	4	Root
OG0002112	P34223	4	Root
OG0002068	Q12229	4	Root
OG0000103	P32837	4	Root
OG0001327	Q03010	2	Root
OG0002522	P0CF17	4	Root
OG0001577	Q99344	5	Root
OG0002364	P22515	4	Root
OG0001394	P15731	4	Root
OG0000857	Q02159	4	Root
OG0001991	P28263	4	Root
OG0003630	P29340	4	Root
OG0001276	P19812	4	Root
OG0002300	P53250	4	Root
OG0001190	P38152	4	Root
OG0003620	Q08282	4	Root
OG0002949	Q02863	4	Root
OG0002953	P25037	4	Root
OG0002937	P43593	4	Root
OG0002207	Q01476	4	Root
OG0004149	P40453	2	Root
OG0000716	P32861	4	Root
OG0004349	Q04228	2	Root
OG0000006	P38067	5	Root
OG0000405	Q08562	4	Root
OG0003532	P39001	4	Root
OG0001353	Q12151	4	Root
OG0001247	P35200	4	Root
OG0003336	Q06525	2	Root
OG0003445	P36164	4	Root
OG0001458	P16649	4	Root
OG0001095	P06785	5	Root
OG0001690	P54860	4	Root
OG0000050	P22803	5	Root
OG0000050	P25372	5	Root
OG0001954	Q07381	4	Root
OG0001816	Q03280	4	Root
OG0000607	P13099	5	Root
OG0002701	P36029	4	Root
OG0000501	P38426	4	Root
OG0002700	P53738	4	Root
OG0000147	P28584	5	Root
OG0003123	P54837	4	Root
OG0000048	Q08422	5	Root
OG0000878	Q05024	4	Root
OG0002591	Q12094	4	Root
OG0001975	P38237	4	Root
OG0003584	P38319	4	Root
OG0000822	P35127	4	Root
OG0002987	P50102	4	Root
OG0001391	P50101	4	Root
OG0001427	P39538	4	Root
OG0001583	P38342	4	Root
OG0001526	P33296	4	Root
OG0002986	P50623	4	Root
OG0000811	P00937	5	Root
OG0003099	Q99394	4	Root
OG0004221	P47168	2	Root
OG0002489	Q03860	4	Root
OG0000718	P34760	5	Root
OG0005488	Q3E790	2	Root
OG0002131	P36096	4	Root
OG0001145	P20049	5	Root
OG0000790	P38820	5	Root
OG0002525	P52488	4	Root
OG0002911	P06104	4	Root
OG0003370	P14682	4	Root
OG0003801	P0CG63	4	Root
OG0000394	Q01477	4	Root
OG0000364	P33202	4	Root
OG0001932	P08067	4	Root
OG0002177	P53044	4	Root
OG0003266	P38334	4	Root
OG0001505	P46944	4	Root
OG0002529	P25040	4	Root
OG0001012	P38962	4	Root
OG0002495	Q06672	4	Root
OG0000815	P38254	5	Root
OG0002532	P36097	4	Root
OG0002963	Q04767	4	Root
OG0001390	P53177	5	Root
OG0000434	P26370	4	Root
OG0000722	Q04305	4	Root
OG0001813	P40055	4	Root
OG0003249	Q02931	4	Root
OG0001859	P0CX18	1	Root
OG0000231	P32610	5	Root
OG0001172	P31412	4	Root
OG0000938	P04840	4	Root
OG0003416	Q06682	4	Root
OG0004124	P32772	2	Root
OG0002025	P25386	4	Root
OG0001333	Q04177	4	Root
OG0000085	P0CX57	2	Root
OG0002961	Q02724	4	Root
OG0001631	P40537	4	Root
OG0002944	P42945	4	Root
OG0003539	P38749	4	Root
OG0005489	P40017	2	Root
OG0002468	P40157	4	Root
OG0002901	Q05946	4	Root
OG0002501	Q04500	4	Root
OG0002460	Q02354	4	Root
OG0003738	P53276	3	Root
OG0000080	P21373	5	Root
OG0002091	P35194	4	Root
OG0002331	P32366	4	Root
OG0000002	Q04301	5	Root
OG0001496	P22203	5	Root
OG0000178	P39547	1	Root
OG0004416	Q08926	2	Root
OG0003454	Q05776	4	Root
OG0004713	Q04411	2	Root
OG0004111	Q03714	2	Root
OG0002868	P53950	4	Root
OG0000123	P23642	4	Root
OG0004763	P40574	2	Root
OG0000184	P25515	4	Root
OG0000166	Q99385	5	Root
OG0002216	P38293	4	Root
OG0002945	Q12208	4	Root
OG0003516	P53146	3	Root
OG0007644	P32630	1	Root
OG0008238	Q03935	1	Root
OG0001516	P16140	5	Root
OG0003364	Q04179	4	Root
OG0000160	P36135	4	Root
OG0004337	P38882	2	Root
OG0002087	P53254	4	Root
OG0004298	Q12241	2	Root
OG0002253	Q07468	4	Root
OG0002200	Q06708	4	Root
OG0002732	P32912	4	Root
OG0008239	P39563	NA	Root
OG0001699	P41807	4	Root
OG0001419	P12887	5	Root
OG0002339	Q12063	4	Root
OG0000171	P23202	4	Root
OG0001490	P27515	5	Root
OG0003746	P40917	4	Root
OG0006579	Q06596	2	Root
OG0003029	P46683	4	Root
OG0001525	P34241	4	Root
OG0000310	P18562	5	Root
OG0002126	P40498	4	Root
OG0002997	Q06078	4	Root
OG0002099	Q06679	4	Root
OG0008240	O13511	1	Root
OG0002397	P09880	4	Root
OG0002898	P00912	5	Root
OG0000648	Q08579	2	Root
OG0001642	P53220	4	Root
OG0001930	P32897	4	Root
OG0005167	P27654	2	Root
OG0004312	P33891	2	Root
OG0000004	P53322	5	Root
OG0000975	Q00764	5	Root
OG0001841	Q03660	4	Root
OG0000775	P32802	4	Root
OG0001906	P38238	4	Root
OG0002478	Q12009	4	Root
OG0000096	P40310	5	Root
OG0000089	P53099	5	Root
OG0000003	P53283	5	Root
OG0002915	Q08693	3	Root
OG0003101	P49957	4	Root
OG0001588	Q08686	4	Root
OG0003142	P47045	4	Root
OG0004486	Q12513	3	Root
OG0002323	P49334	4	Root
OG0002943	P38288	4	Root
OG0002523	P40032	4	Root
OG0002139	P53257	4	Root
OG0002582	Q12116	4	Root
OG0002904	Q03496	4	Root
OG0000870	P00899	5	Root
OG0001296	P32773	4	Root
OG0003564	P34219	3	Root
OG0005490	P80967	2	Root
OG0002101	P04786	4	Root
OG0000842	P06786	5	Root
OG0000294	Q07824	4	Root
OG0002763	Q12239	4	Root
OG0003273	Q08687	4	Root
OG0000996	Q06177	4	Root
OG0004187	Q02721	2	Root
OG0001791	P23644	4	Root
OG0003018	Q12272	5	Root
OG0001369	P46959	5	Root
OG0000452	P29509	5	Root
OG0001951	Q03337	4	Root
OG0000946	P07285	5	Root
OG0000480	P00931	5	Root
OG0005491	O13539	2	Root
OG0003311	O74700	4	Root
OG0002307	P39515	4	Root
OG0002393	P38811	4	Root
OG0004205	P38290	2	Root
OG0002402	Q12059	4	Root
OG0007663	P43604	1	Root
OG0006890	Q8TGK6	NA	Root
OG0002724	Q08182	4	Root
OG0003709	P53058	4	Root
OG0000085	Q12085	2	Root
OG0000085	Q12485	2	Root
OG0004431	P53209	2	Root
OG0000727	Q02767	4	Root
OG0001457	P39111	5	Root
OG0004166	P53262	2	Root
OG0000038	Q12141	1	Root
OG0000085	P0CX67	2	Root
OG0005804	Q2V2P6	1	Root
OG0003502	P53210	4	Root
OG0001100	P53212	5	Root
OG0003137	P34110	4	Root
OG0001850	Q06263	4	Root
OG0001170	P17255	5	Root
OG0002827	Q06685	4	Root
OG0002565	P22219	4	Root
OG0002132	Q08924	4	Root
OG0000507	P38838	4	Root
OG0002010	P38959	4	Root
OG0001677	P22543	4	Root
OG0004216	P36116	2	Root
OG0002809	P38739	4	Root
OG0001327	Q12206	2	Root
OG0001551	P42826	5	Root
OG0000820	P33418	4	Root
OG0003654	P53853	4	Root
OG0002061	P54787	4	Root
OG0002562	Q07878	4	Root
OG0002081	P40046	4	Root
OG0003496	P34231	2	Root
OG0001225	P43582	4	Root
OG0002892	P40489	4	Root
OG0000387	P32563	5	Root
OG0007636	P53229	1	Root
OG0000530	P47161	4	Root
OG0004107	Q03433	2	Root
OG0005147	Q05919	2	Root
OG0004461	P40080	2	Root
OG0004246	P40463	2	Root
OG0001886	P38329	4	Root
OG0005815	Q05934	1	Root
OG0004262	P53185	2	Root
OG0002805	P52917	4	Root
OG0002498	Q03308	4	Root
OG0002607	Q04338	4	Root
OG0003632	P37370	4	Root
OG0001922	P47075	4	Root
OG0000616	P36114	4	Root
OG0001135	P40151	5	Root
OG0001762	P30822	4	Root
OG0001822	P12611	4	Root
OG0000025	Q07993	5	Root
OG0003750	Q03388	3	Root
OG0001482	Q08831	4	Root
OG0000559	P32319	4	Root
OG0000559	P40890	4	Root
OG0000835	P43585	4	Root
OG0000329	Q02792	4	Root
OG0004273	P53241	2	Root
OG0004683	Q12045	2	Root
OG0008241	Q8TGT9	1	Root
OG0006572	Q3E744	1	Root
OG0003417	P20795	4	Root
OG0002417	P38932	4	Root
OG0000787	P53285	4	Root
OG0002812	Q12016	4	Root
OG0002466	P39702	4	Root
OG0000760	P34761	4	Root
OG0002860	P53832	4	Root
OG0004488	Q3E7B6	4	Root
OG0001907	P23968	4	Root
OG0005784	P53222	1	Root
OG0002486	P32341	4	Root
OG0000115	P36017	4	Root
OG0001732	P47142	4	Root
OG0001493	Q06696	4	Root
OG0005492	Q03631	2	Root
OG0002546	P36015	4	Root
OG0007657	P38194	1	Root
OG0003057	P41806	4	Root
OG0004728	P38784	2	Root
OG0000038	Q12316	1	Root
OG0003916	P53217	3	Root
OG0001597	P38759	5	Root
OG0002146	P40343	4	Root
OG0002335	P39904	4	Root
OG0004157	P25591	2	Root
OG0002239	P39968	4	Root
OG0004350	P40003	2	Root
OG0000002	P36172	5	Root
OG0003732	P48836	4	Root
OG0001580	P53076	4	Root
OG0001649	Q06385	4	Root
OG0001902	P42839	4	Root
OG0000038	Q12269	1	Root
OG0001442	P21576	4	Root
OG0002451	P36095	4	Root
OG0002442	Q92331	4	Root
OG0000939	P40522	3	Root
OG0003933	P40547	4	Root
OG0006545	P43600	1	Root
OG0004170	P53208	2	Root
OG0003048	Q04272	4	Root
OG0001559	Q12071	4	Root
OG0002844	P47111	4	Root
OG0003467	Q03390	4	Root
OG0002181	P47061	4	Root
OG0003007	P32913	4	Root
OG0002236	P41814	4	Root
OG0003462	Q03784	4	Root
OG0002160	P40061	4	Root
OG0004297	Q03533	2	Root
OG0000010	P39077	5	Root
OG0003501	P38141	4	Root
OG0000309	Q08749	4	Root
OG0003452	Q12199	4	Root
OG0002873	P33890	1	Root
OG0001865	Q12328	4	Root
OG0003970	Q3E764	4	Root
OG0000749	P07213	4	Root
OG0004402	P33448	2	Root
OG0000597	P32600	4	Root
OG0002646	P40340	4	Root
OG0000010	P40413	5	Root
OG0002556	P38987	4	Root
OG0003697	Q12308	4	Root
OG0000429	Q07748	5	Root
OG0002245	P53215	4	Root
OG0004008	P35202	4	Root
OG0004207	P40462	2	Root
OG0003781	P53507	4	Root
OG0000801	P36165	5	Root
OG0002074	Q02776	4	Root
OG0002785	P57744	4	Root
OG0002030	Q03525	4	Root
OG0002114	P16120	4	Root
OG0001413	P87108	4	Root
OG0004146	P32830	2	Root
OG0005831	P40552	1	Root
OG0002873	Q12218	1	Root
OG0002058	P53299	4	Root
OG0003026	Q03322	4	Root
OG0000073	P41338	5	Root
OG0002118	Q08144	4	Root
OG0002281	Q12049	4	Root
OG0000416	P23254	5	Root
OG0001994	P36142	4	Root
OG0001431	P89886	5	Root
OG0002598	Q12000	4	Root
OG0003586	P34224	3	Root
OG0000693	P38256	4	Root
OG0007668	P38215	1	Root
OG0003611	Q8J0M4	4	Root
OG0000038	P25383	1	Root
OG0008242	Q2V2Q3	1	Root
OG0000038	Q12260	1	Root
OG0005143	P38338	2	Root
OG0003515	P38201	3	Root
OG0004210	P32788	2	Root
OG0000038	P25384	1	Root
OG0005493	P25361	2	Root
OG0000976	Q04408	4	Root
OG0001507	P34225	4	Root
OG0004928	Q3E776	3	Root
OG0000070	Q3E7Y5	2	Root
OG0000070	Q3E7Y4	2	Root
OG0000070	Q7M4S9	2	Root
OG0005164	P0C268	2	Root
OG0005823	P38306	1	Root
OG0006891	P38354	2	Root
OG0007645	P38223	1	Root
OG0004343	Q3E830	2	Root
OG0003723	P25352	2	Root
OG0006563	P38299	1	Root
OG0002226	P38177	4	Root
OG0005856	P25577	1	Root
OG0002704	P38315	3	Root
OG0001528	P38235	5	Root
OG0002831	P38081	5	Root
OG0003634	P42937	4	Root
OG0005808	Q12121	1	Root
OG0002644	P38318	4	Root
OG0004427	P38321	2	Root
OG0004546	P25565	3	Root
OG0000276	P25616	4	Root
OG0003202	P25617	4	Root
OG0004345	Q07541	2	Root
OG0005494	P36131	2	Root
OG0000143	P08458	4	Root
OG0002971	P35184	4	Root
OG0001669	P38687	4	Root
OG0000903	P25379	4	Root
OG0002960	P06784	4	Root
OG0003087	P38869	4	Root
OG0004355	Q06707	2	Root
OG0003493	Q12286	2	Root
OG0001348	P15179	5	Root
OG0000167	P00359	5	Root
OG0001373	P17649	4	Root
OG0000945	P28789	5	Root
OG0000723	P33893	5	Root
OG0002072	P11353	4	Root
OG0001202	P48015	5	Root
OG0002600	P28007	4	Root
OG0000251	P40569	4	Root
OG0002290	P38011	4	Root
OG0003893	Q08622	3	Root
OG0000622	P38812	4	Root
OG0000615	P38263	4	Root
OG0005780	Q03833	1	Root
OG0001363	P12709	5	Root
OG0002069	P15442	4	Root
OG0004346	P07261	2	Root
OG0000005	P14065	5	Root
OG0005850	Q04839	1	Root
OG0000202	P37020	5	Root
OG0001138	P38817	4	Root
OG0003461	P25569	4	Root
OG0002185	P39958	4	Root
OG0000709	P38988	4	Root
OG0004340	P53849	2	Root
OG0004158	Q12418	2	Root
OG0000069	P18494	4	Root
OG0001073	Q12438	4	Root
OG0001074	P38138	4	Root
OG0002479	Q04924	4	Root
OG0002448	P39722	4	Root
OG0001805	P40208	4	Root
OG0000837	Q04458	5	Root
OG0003058	P38682	4	Root
OG0001007	P17695	4	Root
OG0000169	P39726	5	Root
OG0001726	Q06625	5	Root
OG0000382	P38301	5	Root
OG0000274	P25346	4	Root
OG0001663	Q12125	4	Root
OG0004202	P39732	2	Root
OG0001091	P49095	5	Root
OG0002244	P41818	4	Root
OG0001634	Q12434	4	Root
OG0004793	P40056	2	Root
OG0002950	Q12060	4	Root
OG0002438	P32288	4	Root
OG0001874	Q02979	4	Root
OG0001852	P53192	4	Root
OG0006115	P53171	2	Root
OG0000965	Q12154	5	Root
OG0000068	Q12263	5	Root
OG0004459	P38229	2	Root
OG0002662	P47011	5	Root
OG0001572	P32775	5	Root
OG0001662	P25574	4	Root
OG0000987	Q12396	4	Root
OG0003078	Q03071	4	Root
OG0003583	Q12431	4	Root
OG0001641	P53861	4	Root
OG0002153	P32803	4	Root
OG0001381	P32352	4	Root
OG0001709	Q08822	4	Root
OG0003460	P38748	4	Root
OG0001152	P12385	5	Root
OG0003371	P27882	4	Root
OG0002985	Q12284	4	Root
OG0000381	P38819	4	Root
OG0002333	Q03018	4	Root
OG0002493	Q12480	5	Root
OG0002288	P38913	4	Root
OG0000720	P25087	5	Root
OG0001194	P38604	4	Root
OG0001550	P43613	5	Root
OG0000230	P0CX10	5	Root
OG0002094	Q12361	4	Root
OG0003728	P17261	4	Root
OG0003455	P38071	4	Root
OG0001206	P09201	5	Root
OG0002964	Q06551	4	Root
OG0000747	P53173	4	Root
OG0000887	P22696	5	Root
OG0001623	Q04410	4	Root
OG0000874	P54781	5	Root
OG0002480	P32476	4	Root
OG0002706	P24521	4	Root
OG0000104	P38767	5	Root
OG0004114	P38289	2	Root
OG0002046	P19658	4	Root
OG0000000	P35731	5	Root
OG0002190	Q04660	4	Root
OG0006892	P62651	2	Root
OG0001639	P40030	4	Root
OG0005159	Q03661	2	Root
OG0000302	Q06344	4	Root
OG0000244	P52911	4	Root
OG0002875	P38261	4	Root
OG0001917	P32497	4	Root
OG0003890	P42835	2	Root
OG0001134	P32462	4	Root
OG0000230	P42222	5	Root
OG0000267	P53918	4	Root
OG0003531	Q06340	3	Root
OG0000339	P40456	4	Root
OG0004354	Q03096	2	Root
OG0004181	P43592	2	Root
OG0003236	Q05040	4	Root
OG0001094	P36039	4	Root
OG0000753	Q12518	4	Root
OG0000381	Q05359	4	Root
OG0001345	P25340	4	Root
OG0001848	P18414	4	Root
OG0001524	P38140	4	Root
OG0001315	Q03103	4	Root
OG0000055	P05453	5	Root
OG0000774	Q12450	4	Root
OG0005811	Q08119	1	Root
OG0000348	P53839	5	Root
OG0004152	P40557	2	Root
OG0003601	P41912	4	Root
OG0001717	P53337	4	Root
OG0000230	P0CX11	5	Root
OG0001169	Q08650	4	Root
OG0001040	Q12086	4	Root
OG0004387	Q03063	2	Root
OG0003240	P53970	4	Root
OG0002059	P12754	4	Root
OG0000710	Q04651	4	Root
OG0002042	Q08649	4	Root
OG0002848	P53743	4	Root
OG0006580	P17214	1	Root
OG0004436	P39715	2	Root
OG0002205	P40217	4	Root
OG0002513	P36053	4	Root
OG0000702	Q05050	4	Root
OG0004281	P40540	2	Root
OG0004238	Q06673	2	Root
OG0000066	P38728	2	Root
OG0000120	Q99252	4	Root
OG0002234	Q05874	4	Root
OG0003434	Q04067	4	Root
OG0001760	Q06706	4	Root
OG0000194	P53753	4	Root
OG0003443	P38736	4	Root
OG0004358	Q12403	2	Root
OG0001720	P42935	4	Root
OG0002465	Q02884	4	Root
OG0000230	P00924	5	Root
OG0003449	P47160	4	Root
OG0005820	P53246	1	Root
OG0001936	P43572	4	Root
OG0002108	P38333	4	Root
OG0004473	Q99234	2	Root
OG0001547	Q12382	5	Root
OG0002414	P39517	4	Root
OG0000025	P35497	5	Root
OG0000305	P25453	5	Root
OG0002351	Q04217	4	Root
OG0003082	Q04216	4	Root
OG0000095	P09624	5	Root
OG0000221	P32768	2	Root
OG0001543	P40099	5	Root
OG0000170	P40088	5	Root
OG0003347	Q06623	4	Root
OG0001210	P08417	5	Root
OG0001148	P31380	4	Root
OG0003125	P43557	4	Root
OG0000013	P32791	4	Root
OG0000013	Q12473	4	Root
OG0004151	P38777	2	Root
OG0000428	Q99369	4	Root
OG0000933	P53973	5	Root
OG0004743	Q06629	2	Root
OG0000214	P38993	5	Root
OG0000547	Q12180	4	Root
OG0002405	P42837	4	Root
OG0000777	P32599	4	Root
OG0000838	P40466	4	Root
OG0002899	P08640	4	Root
OG0002129	Q08968	4	Root
OG0005495	P36141	2	Root
OG0002694	P22007	4	Root
OG0004456	O13329	2	Root
OG0000830	P53848	5	Root
OG0003004	Q08023	4	Root
OG0007647	A0A023PZB3	1	Root
OG0000158	P38866	4	Root
OG0002889	Q02207	4	Root
OG0000644	P53739	4	Root
OG0002109	P36088	5	Root
OG0006575	Q08906	1	Root
OG0004310	P40020	2	Root
OG0000679	Q06205	4	Root
OG0002237	P40464	4	Root
OG0000142	P32785	5	Root
OG0001215	P15646	5	Root
OG0000089	P17064	5	Root
OG0000355	Q08911	4	Root
OG0003317	P39521	4	Root
OG0000164	P39719	4	Root
OG0000221	P36170	2	Root
OG0001521	Q02883	4	Root
OG0000124	P53889	5	Root
OG0000373	Q07651	4	Root
OG0003841	P40008	4	Root
OG0001471	P29704	4	Root
OG0003553	P40988	4	Root
OG0003974	Q08907	2	Root
OG0001377	P40491	4	Root
OG0000783	Q03034	5	Root
OG0003716	P0CE41	3	Root
OG0000164	Q08967	4	Root
OG0001712	P38260	4	Root
OG0001659	P45976	4	Root
OG0001622	Q12341	4	Root
OG0003929	P21268	3	Root
OG0004263	P46671	2	Root
OG0000577	P07149	4	Root
OG0001347	P39676	5	Root
OG0003976	P38224	3	Root
OG0003382	P40546	4	Root
OG0000619	Q06001	4	Root
OG0002862	Q03254	4	Root
OG0000461	P25621	4	Root
OG0000298	P53971	4	Root
OG0000588	P19097	4	Root
OG0000520	P25333	4	Root
OG0001681	P34756	4	Root
OG0001343	P32771	4	Root
OG0001213	P53199	5	Root
OG0002375	Q12452	4	Root
OG0001553	P42940	5	Root
OG0006565	P32474	1	Root
OG0003262	Q08421	4	Root
OG0000226	P32604	4	Root
OG0004400	Q12283	2	Root
OG0001590	P38137	5	Root
OG0000299	P25358	4	Root
OG0002894	P38874	4	Root
OG0000022	Q08299	4	Root
OG0004176	Q03769	2	Root
OG0001890	Q99382	4	Root
OG0001216	P32353	4	Root
OG0000089	P40039	5	Root
OG0001371	Q05498	5	Root
OG0000782	Q08913	4	Root
OG0000144	P32472	5	Root
OG0000795	P39984	4	Root
OG0000221	P39712	2	Root
OG0002494	P38225	4	Root
OG0001168	Q12178	5	Root
OG0002991	P41546	4	Root
OG0003491	P38970	2	Root
OG0000471	P07262	5	Root
OG0002917	Q06143	4	Root
OG0003708	Q08496	4	Root
