Orthogroup	A_s288c	A.niger	F.veneatum	S.pombe
OG0000010	P25608, P53912, P54007	tr|A2QDU2|A2QDU2_ASPNC, tr|A2QGX9|A2QGX9_ASPNC, tr|A2QIR8|A2QIR8_ASPNC, tr|A2QM86|A2QM86_ASPNC, tr|A2QQU5|A2QQU5_ASPNC, tr|A2QQV3|A2QQV3_ASPNC, tr|A2QW89|A2QW89_ASPNC, tr|A2QWS3|A2QWS3_ASPNC, tr|A2QWU0|A2QWU0_ASPNC, tr|A2QYU3|A2QYU3_ASPNC, tr|A2QZV3|A2QZV3_ASPNC, tr|A2R148|A2R148_ASPNC, tr|A2R1Z0|A2R1Z0_ASPNC, tr|A2R2U0|A2R2U0_ASPNC, tr|A2R8G1|A2R8G1_ASPNC, tr|A2R9U4|A2R9U4_ASPNC	tr|A0A2L2SNW7|A0A2L2SNW7_9HYPO, tr|A0A2L2SPN8|A0A2L2SPN8_9HYPO, tr|A0A2L2TQT3|A0A2L2TQT3_9HYPO, tr|A0A2L2TUM8|A0A2L2TUM8_9HYPO, tr|A0A2L2U138|A0A2L2U138_9HYPO, tr|A0A2L2U2P3|A0A2L2U2P3_9HYPO	sp|Q9P7F4|YKK1_SCHPO
OG0000011	P22580	tr|A2QAR8|A2QAR8_ASPNC, tr|A2QBK2|A2QBK2_ASPNC, tr|A2QH78|A2QH78_ASPNC, tr|A2QT67|A2QT67_ASPNC, tr|A2QUA9|A2QUA9_ASPNC, tr|A2QVX6|A2QVX6_ASPNC, tr|A2QXG7|A2QXG7_ASPNC, tr|A2QYF2|A2QYF2_ASPNC, tr|A2R2G6|A2R2G6_ASPNC, tr|A2R4G0|A2R4G0_ASPNC, tr|A2R8K8|A2R8K8_ASPNC, tr|A5AB47|A5AB47_ASPNC	tr|A0A2L2SR89|A0A2L2SR89_9HYPO, tr|A0A2L2SYY3|A0A2L2SYY3_9HYPO, tr|A0A2L2SZJ4|A0A2L2SZJ4_9HYPO, tr|A0A2L2T2Z6|A0A2L2T2Z6_9HYPO, tr|A0A2L2T3F1|A0A2L2T3F1_9HYPO, tr|A0A2L2T750|A0A2L2T750_9HYPO, tr|A0A2L2TDK1|A0A2L2TDK1_9HYPO, tr|A0A2L2TLY9|A0A2L2TLY9_9HYPO, tr|A0A2L2TPE1|A0A2L2TPE1_9HYPO, tr|A0A2L2U0H3|A0A2L2U0H3_9HYPO	sp|O59805|YJV7_SCHPO, sp|Q8TFF9|YP23_SCHPO
OG0000012		tr|A2Q8X7|A2Q8X7_ASPNC	tr|A0A2L2SPS2|A0A2L2SPS2_9HYPO, tr|A0A2L2SV61|A0A2L2SV61_9HYPO, tr|A0A2L2SVV2|A0A2L2SVV2_9HYPO, tr|A0A2L2SZ54|A0A2L2SZ54_9HYPO, tr|A0A2L2SZ70|A0A2L2SZ70_9HYPO, tr|A0A2L2SZG2|A0A2L2SZG2_9HYPO, tr|A0A2L2T208|A0A2L2T208_9HYPO, tr|A0A2L2T3Y4|A0A2L2T3Y4_9HYPO, tr|A0A2L2TAR3|A0A2L2TAR3_9HYPO, tr|A0A2L2TEA0|A0A2L2TEA0_9HYPO, tr|A0A2L2TG46|A0A2L2TG46_9HYPO, tr|A0A2L2THG0|A0A2L2THG0_9HYPO, tr|A0A2L2THL8|A0A2L2THL8_9HYPO, tr|A0A2L2THS0|A0A2L2THS0_9HYPO, tr|A0A2L2TK34|A0A2L2TK34_9HYPO, tr|A0A2L2TKQ9|A0A2L2TKQ9_9HYPO, tr|A0A2L2TM21|A0A2L2TM21_9HYPO, tr|A0A2L2TMH5|A0A2L2TMH5_9HYPO, tr|A0A2L2TP34|A0A2L2TP34_9HYPO, tr|A0A2L2TRA1|A0A2L2TRA1_9HYPO, tr|A0A2L2TYZ1|A0A2L2TYZ1_9HYPO, tr|A0A2L2TZY6|A0A2L2TZY6_9HYPO, tr|A0A2L2TZZ5|A0A2L2TZZ5_9HYPO	
OG0000013		tr|A2QCX7|A2QCX7_ASPNC, tr|A2QSB5|A2QSB5_ASPNC, tr|A2QVE8|A2QVE8_ASPNC, tr|A2QVM8|A2QVM8_ASPNC, tr|A2QXF8|A2QXF8_ASPNC, tr|A2QXK1|A2QXK1_ASPNC, tr|A2R299|A2R299_ASPNC, tr|A2R5P9|A2R5P9_ASPNC, tr|A2RAC7|A2RAC7_ASPNC	tr|A0A2L2STY3|A0A2L2STY3_9HYPO, tr|A0A2L2SXL9|A0A2L2SXL9_9HYPO, tr|A0A2L2SZI3|A0A2L2SZI3_9HYPO, tr|A0A2L2SZN4|A0A2L2SZN4_9HYPO, tr|A0A2L2T1W6|A0A2L2T1W6_9HYPO, tr|A0A2L2T3N9|A0A2L2T3N9_9HYPO, tr|A0A2L2T747|A0A2L2T747_9HYPO, tr|A0A2L2TLZ1|A0A2L2TLZ1_9HYPO, tr|A0A2L2TPB8|A0A2L2TPB8_9HYPO, tr|A0A2L2TWD3|A0A2L2TWD3_9HYPO, tr|A0A2L2TXZ4|A0A2L2TXZ4_9HYPO, tr|A0A2L2TZF3|A0A2L2TZF3_9HYPO, tr|A0A2L2TZH9|A0A2L2TZH9_9HYPO, tr|A0A2L2U147|A0A2L2U147_9HYPO	
OG0000014	P00175	tr|A2Q7T6|A2Q7T6_ASPNC, tr|A2QBA3|A2QBA3_ASPNC, tr|A2QIA6|A2QIA6_ASPNC, tr|A2QJX1|A2QJX1_ASPNC, tr|A2QW16|A2QW16_ASPNC, tr|A2QZX1|A2QZX1_ASPNC, tr|A2R0D9|A2R0D9_ASPNC, tr|A2R0X2|A2R0X2_ASPNC, tr|A2R2X1|A2R2X1_ASPNC, tr|A5AAJ7|A5AAJ7_ASPNC	tr|A0A2L2T6L8|A0A2L2T6L8_9HYPO, tr|A0A2L2TB66|A0A2L2TB66_9HYPO, tr|A0A2L2TDG9|A0A2L2TDG9_9HYPO, tr|A0A2L2TEH5|A0A2L2TEH5_9HYPO, tr|A0A2L2TJW1|A0A2L2TJW1_9HYPO, tr|A0A2L2TQV5|A0A2L2TQV5_9HYPO, tr|A0A2L2TRF6|A0A2L2TRF6_9HYPO, tr|A0A2L2TTW1|A0A2L2TTW1_9HYPO, tr|A0A2L2TVN1|A0A2L2TVN1_9HYPO, tr|A0A2L2TWI1|A0A2L2TWI1_9HYPO, tr|A0A2L2U1M4|A0A2L2U1M4_9HYPO	sp|Q9HDX2|YKN3_SCHPO
OG0000015	P32568, P33302, P51533, P53756, Q04182	tr|A2QAQ5|A2QAQ5_ASPNC, tr|A2QKW5|A2QKW5_ASPNC, tr|A2QM91|A2QM91_ASPNC, tr|A2QQQ1|A2QQQ1_ASPNC, tr|A2QR22|A2QR22_ASPNC, tr|A2QT53|A2QT53_ASPNC, tr|A2R253|A2R253_ASPNC, tr|A2R573|A2R573_ASPNC	tr|A0A2L2SR95|A0A2L2SR95_9HYPO, tr|A0A2L2SU49|A0A2L2SU49_9HYPO, tr|A0A2L2SX74|A0A2L2SX74_9HYPO, tr|A0A2L2TLN2|A0A2L2TLN2_9HYPO, tr|A0A2L2TMJ1|A0A2L2TMJ1_9HYPO, tr|A0A2L2TQW3|A0A2L2TQW3_9HYPO, tr|A0A2L2TZN4|A0A2L2TZN4_9HYPO, tr|A0A2L2U5A3|A0A2L2U5A3_9HYPO	sp|P41820|BFR1_SCHPO
OG0000016		tr|A2QB62|A2QB62_ASPNC, tr|A2QCN0|A2QCN0_ASPNC, tr|A2QF40|A2QF40_ASPNC, tr|A2QIM9|A2QIM9_ASPNC, tr|A2QKQ8|A2QKQ8_ASPNC, tr|A2QQ69|A2QQ69_ASPNC, tr|A2QWC9|A2QWC9_ASPNC, tr|A2QXJ6|A2QXJ6_ASPNC, tr|A2QYV2|A2QYV2_ASPNC, tr|A2R1Z9|A2R1Z9_ASPNC	tr|A0A2L2SPH8|A0A2L2SPH8_9HYPO, tr|A0A2L2SZ10|A0A2L2SZ10_9HYPO, tr|A0A2L2T076|A0A2L2T076_9HYPO, tr|A0A2L2T5K0|A0A2L2T5K0_9HYPO, tr|A0A2L2TFL1|A0A2L2TFL1_9HYPO, tr|A0A2L2TGV2|A0A2L2TGV2_9HYPO, tr|A0A2L2TI95|A0A2L2TI95_9HYPO, tr|A0A2L2TIM6|A0A2L2TIM6_9HYPO, tr|A0A2L2TXD6|A0A2L2TXD6_9HYPO, tr|A0A2L2U1I6|A0A2L2U1I6_9HYPO, tr|A0A2L2U2Q5|A0A2L2U2Q5_9HYPO	
OG0000017		tr|A2QAD2|A2QAD2_ASPNC, tr|A2QEJ8|A2QEJ8_ASPNC, tr|A2QV49|A2QV49_ASPNC, tr|A2QW68|A2QW68_ASPNC, tr|A2QYW9|A2QYW9_ASPNC, tr|A2QZ11|A2QZ11_ASPNC, tr|A2R6S0|A2R6S0_ASPNC	tr|A0A2L2SPY5|A0A2L2SPY5_9HYPO, tr|A0A2L2SV96|A0A2L2SV96_9HYPO, tr|A0A2L2SWB1|A0A2L2SWB1_9HYPO, tr|A0A2L2SY56|A0A2L2SY56_9HYPO, tr|A0A2L2SZH8|A0A2L2SZH8_9HYPO, tr|A0A2L2T3E1|A0A2L2T3E1_9HYPO, tr|A0A2L2T6U6|A0A2L2T6U6_9HYPO, tr|A0A2L2TDS1|A0A2L2TDS1_9HYPO, tr|A0A2L2TIB1|A0A2L2TIB1_9HYPO, tr|A0A2L2TII6|A0A2L2TII6_9HYPO, tr|A0A2L2TQ42|A0A2L2TQ42_9HYPO, tr|A0A2L2TVX0|A0A2L2TVX0_9HYPO, tr|A0A2L2U0P4|A0A2L2U0P4_9HYPO	
OG0000018		tr|A2Q7J1|A2Q7J1_ASPNC, tr|A2Q811|A2Q811_ASPNC, tr|A2QH71|A2QH71_ASPNC, tr|A2R3X8|A2R3X8_ASPNC, tr|A2R7V0|A2R7V0_ASPNC, tr|E2PSY2|E2PSY2_ASPNC	tr|A0A2L2SUQ2|A0A2L2SUQ2_9HYPO, tr|A0A2L2SUX5|A0A2L2SUX5_9HYPO, tr|A0A2L2SWS4|A0A2L2SWS4_9HYPO, tr|A0A2L2SXE0|A0A2L2SXE0_9HYPO, tr|A0A2L2SZ17|A0A2L2SZ17_9HYPO, tr|A0A2L2T1F0|A0A2L2T1F0_9HYPO, tr|A0A2L2T284|A0A2L2T284_9HYPO, tr|A0A2L2T7L1|A0A2L2T7L1_9HYPO, tr|A0A2L2T8A3|A0A2L2T8A3_9HYPO, tr|A0A2L2TPU7|A0A2L2TPU7_9HYPO, tr|A0A2L2TUD9|A0A2L2TUD9_9HYPO, tr|A0A2L2TVP5|A0A2L2TVP5_9HYPO, tr|A0A2L2TX52|A0A2L2TX52_9HYPO, tr|A0A2L2TXD1|A0A2L2TXD1_9HYPO	
OG0000019	Q08651	tr|A2QR41|A2QR41_ASPNC, tr|A2QYL9|A2QYL9_ASPNC, tr|A2QYM1|A2QYM1_ASPNC, tr|A2R090|A2R090_ASPNC, tr|A2R6G5|A2R6G5_ASPNC, tr|A2R739|A2R739_ASPNC, tr|A2R9B8|A2R9B8_ASPNC	tr|A0A2L2SX26|A0A2L2SX26_9HYPO, tr|A0A2L2T424|A0A2L2T424_9HYPO, tr|A0A2L2T895|A0A2L2T895_9HYPO, tr|A0A2L2TBT2|A0A2L2TBT2_9HYPO, tr|A0A2L2TE47|A0A2L2TE47_9HYPO, tr|A0A2L2TEN8|A0A2L2TEN8_9HYPO, tr|A0A2L2THF0|A0A2L2THF0_9HYPO, tr|A0A2L2TLC8|A0A2L2TLC8_9HYPO, tr|A0A2L2TRN3|A0A2L2TRN3_9HYPO, tr|A0A2L2TZ31|A0A2L2TZ31_9HYPO	sp|O74959|YJCD_SCHPO
OG0000020	P36023	tr|A2QHA9|A2QHA9_ASPNC, tr|A2QJX7|A2QJX7_ASPNC, tr|A2QKW0|A2QKW0_ASPNC, tr|A2QPF1|A2QPF1_ASPNC, tr|A2QR42|A2QR42_ASPNC, tr|A2QTR9|A2QTR9_ASPNC, tr|A2R452|A2R452_ASPNC, tr|A2R6W2|A2R6W2_ASPNC, tr|A2R8K4|A2R8K4_ASPNC	tr|A0A2L2SS57|A0A2L2SS57_9HYPO, tr|A0A2L2SX07|A0A2L2SX07_9HYPO, tr|A0A2L2SZE1|A0A2L2SZE1_9HYPO, tr|A0A2L2T4I8|A0A2L2T4I8_9HYPO, tr|A0A2L2TJX0|A0A2L2TJX0_9HYPO, tr|A0A2L2TP02|A0A2L2TP02_9HYPO, tr|A0A2L2TPY6|A0A2L2TPY6_9HYPO, tr|A0A2L2TZ81|A0A2L2TZ81_9HYPO	sp|Q09922|YAKB_SCHPO
OG0000021	P06775, P19145	tr|A2R1D6|A2R1D6_ASPNC	tr|A0A2L2SUM1|A0A2L2SUM1_9HYPO, tr|A0A2L2SW75|A0A2L2SW75_9HYPO, tr|A0A2L2SX20|A0A2L2SX20_9HYPO, tr|A0A2L2SZJ3|A0A2L2SZJ3_9HYPO, tr|A0A2L2T3X8|A0A2L2T3X8_9HYPO, tr|A0A2L2TAM6|A0A2L2TAM6_9HYPO, tr|A0A2L2TD84|A0A2L2TD84_9HYPO, tr|A0A2L2TDX1|A0A2L2TDX1_9HYPO, tr|A0A2L2U0J7|A0A2L2U0J7_9HYPO, tr|A0A2L2U4Q5|A0A2L2U4Q5_9HYPO	sp|B5BP45|YP51_SCHPO, sp|Q9HDV2|YHE1_SCHPO, sp|Q9P5N2|AAT1_SCHPO, sp|Q9P5N4|YH81_SCHPO, sp|Q9P768|YI26_SCHPO, sp|Q9URZ4|CAT1_SCHPO
OG0000022	Q08417	tr|A2QDB1|A2QDB1_ASPNC, tr|A2QKR0|A2QKR0_ASPNC, tr|A2QLF9|A2QLF9_ASPNC, tr|A2QSC8|A2QSC8_ASPNC, tr|A2QTD3|A2QTD3_ASPNC	tr|A0A2L2SMX0|A0A2L2SMX0_9HYPO, tr|A0A2L2SRJ1|A0A2L2SRJ1_9HYPO, tr|A0A2L2STT5|A0A2L2STT5_9HYPO, tr|A0A2L2SZN7|A0A2L2SZN7_9HYPO, tr|A0A2L2T7T8|A0A2L2T7T8_9HYPO, tr|A0A2L2T8H2|A0A2L2T8H2_9HYPO, tr|A0A2L2TAG8|A0A2L2TAG8_9HYPO, tr|A0A2L2TER4|A0A2L2TER4_9HYPO, tr|A0A2L2TG06|A0A2L2TG06_9HYPO, tr|A0A2L2TKX3|A0A2L2TKX3_9HYPO, tr|A0A2L2TQS3|A0A2L2TQS3_9HYPO, tr|A0A2L2TYW4|A0A2L2TYW4_9HYPO	sp|O13780|YEO2_SCHPO
OG0000023	P13181, P23585, P32465, P32466, P32467, P38695, P39003, P39004, P40885, P40886, P43581, P54862	tr|A2QCH0|A2QCH0_ASPNC, tr|A2QG79|A2QG79_ASPNC, tr|A2QKT1|A2QKT1_ASPNC	tr|A0A2L2SXK1|A0A2L2SXK1_9HYPO, tr|A0A2L2T152|A0A2L2T152_9HYPO, tr|A0A2L2U0F7|A0A2L2U0F7_9HYPO	
OG0000024		tr|A2QYR8|A2QYR8_ASPNC, tr|A2R6H6|A2R6H6_ASPNC, tr|A2RAL0|A2RAL0_ASPNC	tr|A0A2L2SMK2|A0A2L2SMK2_9HYPO, tr|A0A2L2SSI2|A0A2L2SSI2_9HYPO, tr|A0A2L2SXY7|A0A2L2SXY7_9HYPO, tr|A0A2L2SXZ1|A0A2L2SXZ1_9HYPO, tr|A0A2L2T250|A0A2L2T250_9HYPO, tr|A0A2L2T6L4|A0A2L2T6L4_9HYPO, tr|A0A2L2TEX1|A0A2L2TEX1_9HYPO, tr|A0A2L2TH46|A0A2L2TH46_9HYPO, tr|A0A2L2THI8|A0A2L2THI8_9HYPO, tr|A0A2L2TU62|A0A2L2TU62_9HYPO, tr|A0A2L2TX13|A0A2L2TX13_9HYPO, tr|A0A2L2TXK4|A0A2L2TXK4_9HYPO	sp|O59746|YN2B_SCHPO, sp|Q1MTM9|YFN1_SCHPO, sp|Q9HDX1|YKN4_SCHPO
OG0000025	P12630, P32329, P40583, P53379, Q12303	tr|A2Q7E3|A2Q7E3_ASPNC, tr|A2QXJ2|A2QXJ2_ASPNC, tr|A2R1R2|A2R1R2_ASPNC, tr|E2PT33|E2PT33_ASPNC	tr|A0A2L2SRX6|A0A2L2SRX6_9HYPO, tr|A0A2L2SXE5|A0A2L2SXE5_9HYPO, tr|A0A2L2TN86|A0A2L2TN86_9HYPO, tr|A0A2L2TNW1|A0A2L2TNW1_9HYPO, tr|A0A2L2TP65|A0A2L2TP65_9HYPO, tr|A0A2L2TT76|A0A2L2TT76_9HYPO, tr|A0A2L2TZQ8|A0A2L2TZQ8_9HYPO	sp|O59774|YPS1_SCHPO, sp|P32834|SXA1_SCHPO
OG0000026		tr|A2QFD9|A2QFD9_ASPNC, tr|A2QFY7|A2QFY7_ASPNC, tr|A2QGJ9|A2QGJ9_ASPNC, tr|A2QZM9|A2QZM9_ASPNC, tr|A2R1H5|A2R1H5_ASPNC, tr|E2PSU1|E2PSU1_ASPNC	tr|A0A2L2SV42|A0A2L2SV42_9HYPO, tr|A0A2L2SWX1|A0A2L2SWX1_9HYPO, tr|A0A2L2T3Q9|A0A2L2T3Q9_9HYPO, tr|A0A2L2T3U6|A0A2L2T3U6_9HYPO, tr|A0A2L2TE95|A0A2L2TE95_9HYPO, tr|A0A2L2TEF0|A0A2L2TEF0_9HYPO, tr|A0A2L2TFJ5|A0A2L2TFJ5_9HYPO, tr|A0A2L2TGR0|A0A2L2TGR0_9HYPO, tr|A0A2L2TRP6|A0A2L2TRP6_9HYPO, tr|A0A2L2TX27|A0A2L2TX27_9HYPO	sp|O74395|STR1_SCHPO, sp|O94607|STR2_SCHPO
OG0000027	P0CD99, P0CE00, P38156, P53048	tr|A2QCA1|A2QCA1_ASPNC	tr|A0A2L2STK2|A0A2L2STK2_9HYPO, tr|A0A2L2SUU5|A0A2L2SUU5_9HYPO, tr|A0A2L2SZK9|A0A2L2SZK9_9HYPO, tr|A0A2L2T0V8|A0A2L2T0V8_9HYPO, tr|A0A2L2T463|A0A2L2T463_9HYPO, tr|A0A2L2TDR8|A0A2L2TDR8_9HYPO, tr|A0A2L2TK12|A0A2L2TK12_9HYPO, tr|A0A2L2TLR1|A0A2L2TLR1_9HYPO, tr|A0A2L2TMR1|A0A2L2TMR1_9HYPO, tr|A0A2L2TND3|A0A2L2TND3_9HYPO, tr|A0A2L2TVY4|A0A2L2TVY4_9HYPO, tr|A0A2L2TZG5|A0A2L2TZG5_9HYPO, tr|D2JM00|D2JM00_9HYPO	
OG0000028	P14065, Q12458	tr|A2QBD7|A2QBD7_ASPNC, tr|A2QI89|A2QI89_ASPNC, tr|A2QKC0|A2QKC0_ASPNC, tr|A2QL02|A2QL02_ASPNC, tr|A2QQ75|A2QQ75_ASPNC, tr|A2QQ97|A2QQ97_ASPNC, tr|A2QVE5|A2QVE5_ASPNC, tr|A2R6Z3|A2R6Z3_ASPNC, tr|A2R7U3|A2R7U3_ASPNC	tr|A0A2L2SZQ3|A0A2L2SZQ3_9HYPO, tr|A0A2L2TBJ3|A0A2L2TBJ3_9HYPO, tr|A0A2L2TP61|A0A2L2TP61_9HYPO, tr|A0A2L2TQ25|A0A2L2TQ25_9HYPO	sp|O42888|YBN4_SCHPO, sp|Q10494|YDG7_SCHPO
OG0000029	P23202	tr|A2QDC2|A2QDC2_ASPNC, tr|A2QEQ0|A2QEQ0_ASPNC, tr|A2QLP9|A2QLP9_ASPNC, tr|A2QMJ4|A2QMJ4_ASPNC, tr|A2QP52|A2QP52_ASPNC, tr|A2QQ34|A2QQ34_ASPNC, tr|A2QRY3|A2QRY3_ASPNC, tr|A2RAC9|A2RAC9_ASPNC, tr|A5AB60|A5AB60_ASPNC	tr|A0A2L2SRD2|A0A2L2SRD2_9HYPO, tr|A0A2L2SV76|A0A2L2SV76_9HYPO, tr|A0A2L2T4E2|A0A2L2T4E2_9HYPO, tr|A0A2L2TEW3|A0A2L2TEW3_9HYPO, tr|A0A2L2TK97|A0A2L2TK97_9HYPO	sp|O59827|GST2_SCHPO, sp|Q9Y7Q2|GST1_SCHPO
OG0000030	P43634, P47988	tr|A2QVW5|A2QVW5_ASPNC, tr|A2QYQ6|A2QYQ6_ASPNC, tr|A2R0S2|A2R0S2_ASPNC, tr|A2R123|A2R123_ASPNC, tr|A2R2L8|A2R2L8_ASPNC, tr|A2R6T2|A2R6T2_ASPNC	tr|A0A2L2SML8|A0A2L2SML8_9HYPO, tr|A0A2L2SUR7|A0A2L2SUR7_9HYPO, tr|A0A2L2TAK2|A0A2L2TAK2_9HYPO, tr|A0A2L2TCB1|A0A2L2TCB1_9HYPO, tr|A0A2L2TR55|A0A2L2TR55_9HYPO	sp|G2TRN9|YAOB_SCHPO, sp|O74541|YCV2_SCHPO, sp|O74915|YJ74_SCHPO, sp|Q9P6I9|YHDD_SCHPO
OG0000031	P38082, Q03125, Q12132	tr|A2Q9X2|A2Q9X2_ASPNC, tr|A2QFM0|A2QFM0_ASPNC, tr|A2QJ96|A2QJ96_ASPNC, tr|A2QQD3|A2QQD3_ASPNC, tr|A2QZI7|A2QZI7_ASPNC, tr|A2QZK8|A2QZK8_ASPNC, tr|A2R8R9|A2R8R9_ASPNC, tr|A5ABA0|A5ABA0_ASPNC	tr|A0A2L2SW76|A0A2L2SW76_9HYPO, tr|A0A2L2T5F8|A0A2L2T5F8_9HYPO, tr|A0A2L2TXC9|A0A2L2TXC9_9HYPO, tr|A0A2L2TYR8|A0A2L2TYR8_9HYPO, tr|A0A2L2TZY7|A0A2L2TZY7_9HYPO	sp|Q10096|YAOH_SCHPO
OG0000032	P39105, Q03674, Q08108	tr|A2QF42|A2QF42_ASPNC, tr|A2QII0|A2QII0_ASPNC, tr|A2QKQ5|A2QKQ5_ASPNC, tr|A2QT90|A2QT90_ASPNC, tr|E2PT14|E2PT14_ASPNC	tr|A0A2L2SWX5|A0A2L2SWX5_9HYPO, tr|A0A2L2T474|A0A2L2T474_9HYPO, tr|A0A2L2TCN5|A0A2L2TCN5_9HYPO, tr|A0A2L2TD38|A0A2L2TD38_9HYPO, tr|A0A2L2U1U5|A0A2L2U1U5_9HYPO	sp|O13857|PLB2_SCHPO, sp|P0CU02|PLB4_SCHPO, sp|P0CU03|PLB7_SCHPO, sp|Q9Y7N6|PLB5_SCHPO
OG0000033		tr|A2Q7T3|A2Q7T3_ASPNC, tr|A2QWV2|A2QWV2_ASPNC, tr|A2R3X6|A2R3X6_ASPNC	tr|A0A2L2STG3|A0A2L2STG3_9HYPO, tr|A0A2L2T574|A0A2L2T574_9HYPO, tr|A0A2L2T700|A0A2L2T700_9HYPO, tr|A0A2L2T8P9|A0A2L2T8P9_9HYPO, tr|A0A2L2T963|A0A2L2T963_9HYPO, tr|A0A2L2TB07|A0A2L2TB07_9HYPO, tr|A0A2L2TD61|A0A2L2TD61_9HYPO, tr|A0A2L2TH84|A0A2L2TH84_9HYPO, tr|A0A2L2THZ1|A0A2L2THZ1_9HYPO, tr|A0A2L2TKM2|A0A2L2TKM2_9HYPO, tr|A0A2L2TPZ3|A0A2L2TPZ3_9HYPO, tr|A0A2L2TUQ1|A0A2L2TUQ1_9HYPO, tr|A0A2L2TYL8|A0A2L2TYL8_9HYPO, tr|A0A2L2U0I3|A0A2L2U0I3_9HYPO	
OG0000034	Q12405	tr|A2Q9E7|A2Q9E7_ASPNC, tr|A2Q9E8|A2Q9E8_ASPNC, tr|A2QKY7|A2QKY7_ASPNC, tr|A2QLZ7|A2QLZ7_ASPNC, tr|A2QLZ8|A2QLZ8_ASPNC, tr|A2QM29|A2QM29_ASPNC, tr|A2QM30|A2QM30_ASPNC, tr|A2QMD0|A2QMD0_ASPNC, tr|A2QMD1|A2QMD1_ASPNC, tr|A2QW57|A2QW57_ASPNC, tr|A2QX90|A2QX90_ASPNC, tr|A2R4C3|A2R4C3_ASPNC, tr|A2R9U8|A2R9U8_ASPNC, tr|A2RBJ7|A2RBJ7_ASPNC	tr|A0A2L2SU82|A0A2L2SU82_9HYPO	
OG0000035	P28625	tr|A2QFN2|A2QFN2_ASPNC, tr|A2QW77|A2QW77_ASPNC, tr|A2QX61|A2QX61_ASPNC, tr|A2QXC4|A2QXC4_ASPNC, tr|A2R4B1|A2R4B1_ASPNC, tr|A2R4D0|A2R4D0_ASPNC, tr|A2R6L3|A2R6L3_ASPNC, tr|A2R6Y4|A2R6Y4_ASPNC, tr|A2R886|A2R886_ASPNC	tr|A0A2L2T4A7|A0A2L2T4A7_9HYPO, tr|A0A2L2T7S4|A0A2L2T7S4_9HYPO, tr|A0A2L2TI92|A0A2L2TI92_9HYPO, tr|A0A2L2TQA3|A0A2L2TQA3_9HYPO, tr|A0A2L2TT39|A0A2L2TT39_9HYPO	sp|O42909|YBI2_SCHPO
OG0000036	P32791, P36033, P53746, Q08905, Q08908, Q12473	tr|A2R084|A2R084_ASPNC, tr|A2R1R7|A2R1R7_ASPNC, tr|A2R5T6|A2R5T6_ASPNC, tr|A2R6T0|A2R6T0_ASPNC, tr|A5ABF7|A5ABF7_ASPNC	tr|A0A2L2T5D7|A0A2L2T5D7_9HYPO, tr|A0A2L2T7A5|A0A2L2T7A5_9HYPO, tr|A0A2L2TMJ8|A0A2L2TMJ8_9HYPO, tr|A0A2L2TRY3|A0A2L2TRY3_9HYPO, tr|A0A2L2TUT7|A0A2L2TUT7_9HYPO	
OG0000037	P36091, Q05031	tr|A2Q936|A2Q936_ASPNC, tr|A2QC87|A2QC87_ASPNC, tr|A2QFT8|A2QFT8_ASPNC, tr|A2QL91|A2QL91_ASPNC, tr|A2R397|A2R397_ASPNC, tr|A2R8R5|A2R8R5_ASPNC, tr|E2PT42|E2PT42_ASPNC	tr|A0A2L2SNH2|A0A2L2SNH2_9HYPO, tr|A0A2L2T8Z0|A0A2L2T8Z0_9HYPO, tr|A0A2L2TH49|A0A2L2TH49_9HYPO, tr|A0A2L2TJL4|A0A2L2TJL4_9HYPO	sp|O74556|YCZ2_SCHPO, sp|Q9P6I3|YHG7_SCHPO, sp|Q9P6I4|YHG6_SCHPO
OG0000038	Q06702, Q06703	tr|A2QF73|A2QF73_ASPNC, tr|A2QJH6|A2QJH6_ASPNC, tr|A2QVC6|A2QVC6_ASPNC, tr|A2QZC8|A2QZC8_ASPNC	tr|A0A2L2SMK7|A0A2L2SMK7_9HYPO, tr|A0A2L2SMQ0|A0A2L2SMQ0_9HYPO, tr|A0A2L2SVP4|A0A2L2SVP4_9HYPO, tr|A0A2L2SWH3|A0A2L2SWH3_9HYPO, tr|A0A2L2TBP1|A0A2L2TBP1_9HYPO, tr|A0A2L2TC69|A0A2L2TC69_9HYPO, tr|A0A2L2TFN5|A0A2L2TFN5_9HYPO, tr|A0A2L2TH61|A0A2L2TH61_9HYPO, tr|A0A2L2TUQ3|A0A2L2TUQ3_9HYPO, tr|A0A2L2U447|A0A2L2U447_9HYPO	
OG0000039	Q12173, Q7LHG5, Q99219, Q99315	tr|A2QL04|A2QL04_ASPNC		sp|P0CT34|TF21_SCHPO, sp|P0CT35|TF22_SCHPO, sp|P0CT36|TF23_SCHPO, sp|P0CT37|TF24_SCHPO, sp|P0CT38|TF25_SCHPO, sp|P0CT39|TF26_SCHPO, sp|P0CT40|TF29_SCHPO, sp|P0CT41|TF212_SCHPO, sp|P0CT42|TF27_SCHPO, sp|P0CT43|TF28_SCHPO, sp|Q9UR07|TF211_SCHPO
