Orthogroup	DMKU3-1042	W29	s288c
OG0003225	tr|W0TFF0|W0TFF0_KLUMD	tr|A0A1D8N4B6|A0A1D8N4B6_YARLL	sp|P17255|VATA_YEAST
OG0003226	tr|W0TEV5|W0TEV5_KLUMD	tr|A0A1D8NDR1|A0A1D8NDR1_YARLL	sp|Q08023|FMP25_YEAST
OG0003227	tr|W0TDH5|W0TDH5_KLUMD	tr|A0A1D8NMW7|A0A1D8NMW7_YARLL	sp|P38691|KSP1_YEAST
OG0003228	tr|W0T7N2|W0T7N2_KLUMD	tr|A0A1D8NGS2|A0A1D8NGS2_YARLL	sp|P14063|RM31_YEAST
OG0003229	tr|W0T602|W0T602_KLUMD	tr|A0A1D8NQF6|A0A1D8NQF6_YARLL	sp|Q12404|MPD1_YEAST
OG0003230	tr|W0T7U6|W0T7U6_KLUMD	tr|A0A1D8N5E9|A0A1D8N5E9_YARLL	sp|Q03212|EAR1_YEAST
OG0003231	tr|W0TCT5|W0TCT5_KLUMD	tr|A0A1D8N7K9|A0A1D8N7K9_YARLL	sp|P53397|OGG1_YEAST
OG0003232	tr|W0T3Y2|W0T3Y2_KLUMD	tr|A0A1D8NPP4|A0A1D8NPP4_YARLL	sp|Q03557|GATA_YEAST
OG0003233	tr|W0TJ31|W0TJ31_KLUMD	tr|A0A1H6PX35|A0A1H6PX35_YARLL	sp|Q08176|MIM1_YEAST
OG0003234	tr|W0TCX1|W0TCX1_KLUMD	tr|A0A1D8NEI5|A0A1D8NEI5_YARLL	sp|P25043|PSB2_YEAST
OG0003235	tr|W0T8H4|W0T8H4_KLUMD	tr|A0A1D8NJG8|A0A1D8NJG8_YARLL	sp|P36039|EMC3_YEAST
OG0003236	tr|W0TDR1|W0TDR1_KLUMD	tr|A0A1D8N4U7|A0A1D8N4U7_YARLL	sp|P10507|MPPB_YEAST
OG0003237	tr|W0TG23|W0TG23_KLUMD	tr|A0A1D8NQE3|A0A1D8NQE3_YARLL	sp|P32897|TIM23_YEAST
OG0003238	tr|W0T9A8|W0T9A8_KLUMD	tr|A0A1H6PVM1|A0A1H6PVM1_YARLL	sp|P0CD91|AQY1_YEAST
OG0003239	tr|W0TF09|W0TF09_KLUMD	tr|A0A1D8NF38|A0A1D8NF38_YARLL	sp|P13259|PCY1_YEAST
OG0003240	tr|W0TFW8|W0TFW8_KLUMD	tr|A0A1D8NIW7|A0A1D8NIW7_YARLL	sp|P39940|RSP5_YEAST
OG0003241	tr|W0TEQ6|W0TEQ6_KLUMD	tr|A0A1D8NAW7|A0A1D8NAW7_YARLL	sp|Q06511|RRP15_YEAST
OG0003242	tr|W0TF32|W0TF32_KLUMD	tr|A0A1H6PZ86|A0A1H6PZ86_YARLL	sp|P36532|RM37_YEAST
OG0003243	tr|W0THG9|W0THG9_KLUMD	tr|A0A1H6Q6V1|A0A1H6Q6V1_YARLL	sp|P35719|MRP8_YEAST
OG0003244	tr|W0TGJ2|W0TGJ2_KLUMD	tr|A0A1D8NBM5|A0A1D8NBM5_YARLL	sp|P38064|RM16_YEAST
OG0003245	tr|W0TD93|W0TD93_KLUMD	tr|A0A1D8N3E7|A0A1D8N3E7_YARLL	sp|P40395|RIC1_YEAST
OG0003246	tr|W0T3Y5|W0T3Y5_KLUMD	tr|A0A1D8NHL0|A0A1D8NHL0_YARLL	sp|P47139|YJ68_YEAST
OG0003247	tr|W0TGF3|W0TGF3_KLUMD	tr|A0A1D8NBZ1|A0A1D8NBZ1_YARLL	sp|P49573|CTR1_YEAST
OG0003248	tr|W0TB30|W0TB30_KLUMD	tr|A0A1D8NC21|A0A1D8NC21_YARLL	sp|P42943|TCPH_YEAST
OG0003249	tr|W0TC75|W0TC75_KLUMD	tr|A0A1H6PUQ1|A0A1H6PUQ1_YARLL	sp|Q06679|UTP4_YEAST
OG0003250	tr|W0T3A6|W0T3A6_KLUMD	tr|A0A1D8NQ42|A0A1D8NQ42_YARLL	sp|P53170|PDK2_YEAST
OG0003251	tr|W0TDZ4|W0TDZ4_KLUMD	tr|A0A1D8NJS4|A0A1D8NJS4_YARLL	sp|P38361|PHO89_YEAST
OG0003252	tr|W0THH0|W0THH0_KLUMD	tr|A0A1D8NJD6|A0A1D8NJD6_YARLL	sp|P32843|YME2_YEAST
OG0003253	tr|W0THX8|W0THX8_KLUMD	tr|A0A1D8NE61|A0A1D8NE61_YARLL	sp|Q07533|CYK3_YEAST
OG0003254	tr|W0TEF6|W0TEF6_KLUMD	tr|A0A1D8N6R7|A0A1D8N6R7_YARLL	sp|P25502|PUT3_YEAST
OG0003255	tr|W0TEG8|W0TEG8_KLUMD	tr|A0A1H6PM79|A0A1H6PM79_YARLL	sp|P20435|RPAB2_YEAST
OG0003256	tr|W0T3S4|W0T3S4_KLUMD	tr|A0A1D8N8W1|A0A1D8N8W1_YARLL	sp|Q06409|YL422_YEAST
OG0003257	tr|W0TJ21|W0TJ21_KLUMD	tr|A0A1D8N5A7|A0A1D8N5A7_YARLL	sp|P40013|BIM1_YEAST
OG0003258	tr|W0T817|W0T817_KLUMD	tr|A0A1H6PWJ9|A0A1H6PWJ9_YARLL	sp|Q06436|MAG2_YEAST
OG0003259	tr|W0TD76|W0TD76_KLUMD	tr|A0A1D8NEV2|A0A1D8NEV2_YARLL	sp|P15625|SYFA_YEAST
OG0003260	tr|W0TC81|W0TC81_KLUMD	tr|A0A1H6Q7D2|A0A1H6Q7D2_YARLL	sp|P53869|MRX7_YEAST
OG0003261	tr|W0T9H7|W0T9H7_KLUMD	tr|A0A1D8N7Y6|A0A1D8N7Y6_YARLL	sp|P15442|GCN2_YEAST
OG0003262	tr|W0TAW2|W0TAW2_KLUMD	tr|A0A1D8NLB1|A0A1D8NLB1_YARLL	sp|P39524|ATC3_YEAST
OG0003263	tr|W0TA27|W0TA27_KLUMD	tr|A0A1D8N9L8|A0A1D8N9L8_YARLL	sp|P38925|SMF1_YEAST
OG0003264	tr|W0TCV9|W0TCV9_KLUMD	tr|A0A1H6PY34|A0A1H6PY34_YARLL	sp|Q07688|YPD1_YEAST
OG0003265	tr|W0T5K6|W0T5K6_KLUMD	tr|A0A1H6Q4M7|A0A1H6Q4M7_YARLL	sp|Q03532|HAS1_YEAST
OG0003266	tr|W0TBJ0|W0TBJ0_KLUMD	tr|A0A1D8N5G7|A0A1D8N5G7_YARLL	sp|Q03897|WDR59_YEAST
OG0003267	tr|W0T530|W0T530_KLUMD	tr|A0A1H6PT75|A0A1H6PT75_YARLL	sp|P48236|YG3L_YEAST
OG0003268	tr|W0TFI3|W0TFI3_KLUMD	tr|A0A1H6Q4R1|A0A1H6Q4R1_YARLL	sp|P04050|RPB1_YEAST
OG0003269	tr|W0TDT1|W0TDT1_KLUMD	tr|A0A1H6Q2C4|A0A1H6Q2C4_YARLL	sp|Q06538|CSC1_YEAST
OG0003270	tr|W0T436|W0T436_KLUMD	tr|A0A1H6PKB0|A0A1H6PKB0_YARLL	sp|P25618|CWH43_YEAST
OG0003271	tr|W0TA94|W0TA94_KLUMD	tr|A0A1H6PQ51|A0A1H6PQ51_YARLL	sp|P35202|THI80_YEAST
OG0003272	tr|W0TBP1|W0TBP1_KLUMD	tr|A0A1D8NGA9|A0A1D8NGA9_YARLL	sp|P08004|CHS1_YEAST
OG0003273	tr|W0THS8|W0THS8_KLUMD	tr|A0A1D8NJH3|A0A1D8NJH3_YARLL	sp|P23797|GPI12_YEAST
OG0003274	tr|W0T8C3|W0T8C3_KLUMD	tr|A0A1D8NGR7|A0A1D8NGR7_YARLL	sp|Q03153|ATP25_YEAST
OG0003275	tr|W0TEV9|W0TEV9_KLUMD	tr|A0A1H6Q3U7|A0A1H6Q3U7_YARLL	sp|P15873|PCNA_YEAST
OG0003276	tr|W0TEQ3|W0TEQ3_KLUMD	tr|A0A1D8NLM4|A0A1D8NLM4_YARLL	sp|Q04121|NHX1_YEAST
OG0003277	tr|W0T5X5|W0T5X5_KLUMD	tr|A0A1D8N6N5|A0A1D8N6N5_YARLL	sp|P38705|SYSM_YEAST
OG0003278	tr|W0T343|W0T343_KLUMD	tr|A0A1D8NKR4|A0A1D8NKR4_YARLL	sp|Q12296|MAM3_YEAST
OG0003279	tr|W0TFP1|W0TFP1_KLUMD	tr|A0A1D8NPB3|A0A1D8NPB3_YARLL	sp|P00431|CCPR_YEAST
OG0003280	tr|W0TFF8|W0TFF8_KLUMD	tr|Q6L8K6|Q6L8K6_YARLL	sp|P13902|INO4_YEAST
OG0003281	tr|W0TGE1|W0TGE1_KLUMD	tr|A0A1H6PZ24|A0A1H6PZ24_YARLL	sp|P33297|PRS6A_YEAST
OG0003282	tr|W0TCS7|W0TCS7_KLUMD	tr|A0A1H6PID9|A0A1H6PID9_YARLL	sp|P47177|2NDP_YEAST
OG0003283	tr|W0TDW2|W0TDW2_KLUMD	tr|A0A1H6PKT6|A0A1H6PKT6_YARLL	sp|P53538|SSU72_YEAST
OG0003284	tr|W0T5Q0|W0T5Q0_KLUMD	tr|A0A1D8NHP9|A0A1D8NHP9_YARLL	sp|P0C5N3|YG41A_YEAST
OG0003285	tr|W0TCC3|W0TCC3_KLUMD	tr|A0A1D8NHH7|A0A1D8NHH7_YARLL	sp|P00812|ARGI_YEAST
OG0003286	tr|W0T6W9|W0T6W9_KLUMD	tr|A0A1D8NN76|A0A1D8NN76_YARLL	sp|P32902|RT04_YEAST
OG0003287	tr|W0T8I8|W0T8I8_KLUMD	tr|A0A1D8NG13|A0A1D8NG13_YARLL	sp|P49956|CTF18_YEAST
OG0003288	tr|W0THV6|W0THV6_KLUMD	tr|A0A1D8N9S6|A0A1D8N9S6_YARLL	sp|P38840|ARO9_YEAST
OG0003289	tr|W0TCS2|W0TCS2_KLUMD	tr|A0A1H6PQU2|A0A1H6PQU2_YARLL	sp|Q06543|GPN3_YEAST
OG0003290	tr|W0T8Z7|W0T8Z7_KLUMD	tr|A0A1H6PP31|A0A1H6PP31_YARLL	sp|P26793|FEN1_YEAST
OG0003291	tr|W0T850|W0T850_KLUMD	tr|A0A1D8N936|A0A1D8N936_YARLL	sp|P32657|CHD1_YEAST
OG0003292	tr|W0T9X2|W0T9X2_KLUMD	tr|A0A1D8NLY5|A0A1D8NLY5_YARLL	sp|P26754|RFA2_YEAST
OG0003293	tr|W0TEG5|W0TEG5_KLUMD	tr|A0A1D8NQK9|A0A1D8NQK9_YARLL	sp|P39525|CEM1_YEAST
OG0003294	tr|W0TE18|W0TE18_KLUMD	tr|A0A1D8NH84|A0A1D8NH84_YARLL	sp|P43556|RGD2_YEAST
OG0003295	tr|W0TD91|W0TD91_KLUMD	tr|A0A1H6PXR3|A0A1H6PXR3_YARLL	sp|P38748|ETP1_YEAST
OG0003296	tr|W0TB00|W0TB00_KLUMD	tr|A0A1D8NPH0|A0A1D8NPH0_YARLL	sp|P40107|GMT1_YEAST
OG0003297	tr|W0T8D4|W0T8D4_KLUMD	tr|A0A1D8NBK3|A0A1D8NBK3_YARLL	sp|P0CS90|HSP77_YEAST
OG0003298	tr|W0TES6|W0TES6_KLUMD	tr|A0A1H6PIA5|A0A1H6PIA5_YARLL	sp|P11745|RNA1_YEAST
OG0003299	tr|W0T6D2|W0T6D2_KLUMD	tr|A0A1D8N468|A0A1D8N468_YARLL	sp|P39988|BUD16_YEAST
OG0003300	tr|W0T5B8|W0T5B8_KLUMD	tr|A0A1D8NHD7|A0A1D8NHD7_YARLL	sp|P34244|HSL1_YEAST
OG0003301	tr|W0TF06|W0TF06_KLUMD	tr|A0A1D8NE85|A0A1D8NE85_YARLL	sp|P39744|NOC2_YEAST
OG0003302	tr|W0T935|W0T935_KLUMD	tr|A0A1D8N6V0|A0A1D8N6V0_YARLL	sp|P32863|RAD54_YEAST
OG0003303	tr|W0T6E4|W0T6E4_KLUMD	tr|A0A1H6PXY3|A0A1H6PXY3_YARLL	sp|P53877|IPI3_YEAST
OG0003304	tr|W0T3W1|W0T3W1_KLUMD	tr|A0A1D8N5U0|A0A1D8N5U0_YARLL	sp|P33339|TFC4_YEAST
OG0003305	tr|W0TEI3|W0TEI3_KLUMD	tr|A0A1D8NM94|A0A1D8NM94_YARLL	sp|P25627|BUD23_YEAST
OG0003306	tr|W0T3Z7|W0T3Z7_KLUMD	tr|A0A1D8NL76|A0A1D8NL76_YARLL	sp|Q3E731|COX19_YEAST
OG0003307	tr|W0T7I6|W0T7I6_KLUMD	tr|A0A1D8NAI8|A0A1D8NAI8_YARLL	sp|Q04018|YM79_YEAST
OG0003308	tr|W0TE44|W0TE44_KLUMD	tr|A0A1D8NNI7|A0A1D8NNI7_YARLL	sp|P40529|AGE2_YEAST
OG0003309	tr|W0TAR6|W0TAR6_KLUMD	tr|A0A1H6PUJ3|A0A1H6PUJ3_YARLL	sp|P53875|RM19_YEAST
OG0003310	tr|W0T5R2|W0T5R2_KLUMD	tr|A0A1D8NAP3|A0A1D8NAP3_YARLL	sp|Q02863|UBP16_YEAST
OG0003311	tr|W0TA30|W0TA30_KLUMD	tr|A0A1D8NHW1|A0A1D8NHW1_YARLL	sp|P38779|CIC1_YEAST
OG0003312	tr|W0TDV3|W0TDV3_KLUMD	tr|A0A1D8N8K3|A0A1D8N8K3_YARLL	sp|P10662|RT01_YEAST
OG0003313	tr|W0TKK2|W0TKK2_KLUMD	tr|A0A1H6Q6N1|A0A1H6Q6N1_YARLL	sp|P42839|VNX1_YEAST
OG0003314	tr|W0TEA2|W0TEA2_KLUMD	tr|A0A1D8N975|A0A1D8N975_YARLL	sp|Q05580|HEL2_YEAST
OG0003315	tr|W0T9G8|W0T9G8_KLUMD	tr|A0A1H6PQE1|A0A1H6PQE1_YARLL	sp|P53012|SCS3_YEAST
OG0003316	tr|W0TEB6|W0TEB6_KLUMD	tr|A0A1D8NMH9|A0A1D8NMH9_YARLL	sp|Q06682|UBX5_YEAST
OG0003317	tr|W0T9V4|W0T9V4_KLUMD	tr|A0A1D8N5Y4|A0A1D8N5Y4_YARLL	sp|Q06839|YP097_YEAST
OG0003318	tr|W0T750|W0T750_KLUMD	tr|A0A1H6Q958|A0A1H6Q958_YARLL	sp|Q92317|NCB2_YEAST
OG0003319	tr|W0TFB5|W0TFB5_KLUMD	tr|A0A1D8N6G3|A0A1D8N6G3_YARLL	sp|Q12143|NSL1_YEAST
OG0003320	tr|W0T6T6|W0T6T6_KLUMD	tr|A0A1D8NP76|A0A1D8NP76_YARLL	sp|P38428|CUE1_YEAST
OG0003321	tr|W0T7Y7|W0T7Y7_KLUMD	tr|A0A1H6Q6B8|A0A1H6Q6B8_YARLL	sp|Q06338|BCP1_YEAST
OG0003322	tr|W0T6Z0|W0T6Z0_KLUMD	tr|A0A1H6Q0R2|A0A1H6Q0R2_YARLL	sp|P46943|GUF1_YEAST
OG0003323	tr|W0TD28|W0TD28_KLUMD	tr|A0A1H6Q1M0|A0A1H6Q1M0_YARLL	sp|P47039|BNA3_YEAST
OG0003324	tr|W0TEZ1|W0TEZ1_KLUMD	tr|A0A1D8N870|A0A1D8N870_YARLL	sp|Q12209|FRE8_YEAST
OG0003325	tr|W0T774|W0T774_KLUMD	tr|A0A1D8NP15|A0A1D8NP15_YARLL	sp|Q07834|YL032_YEAST
OG0003326	tr|W0TFJ7|W0TFJ7_KLUMD	tr|A0A1D8NQR7|A0A1D8NQR7_YARLL	sp|P53266|SHY1_YEAST
OG0003327	tr|W0T7Y6|W0T7Y6_KLUMD	tr|A0A1D8NH17|A0A1D8NH17_YARLL	sp|Q06636|GPI11_YEAST
OG0003328	tr|W0T318|W0T318_KLUMD	tr|A0A1D8NNB8|A0A1D8NNB8_YARLL	sp|Q12400|TRM10_YEAST
OG0003329	tr|W0TC52|W0TC52_KLUMD	tr|A0A1H6PZS8|A0A1H6PZS8_YARLL	sp|P12385|ERF1_YEAST
OG0003330	tr|W0T764|W0T764_KLUMD	tr|A0A1D8N846|A0A1D8N846_YARLL	sp|P47141|RT26_YEAST
OG0003331	tr|W0TEI0|W0TEI0_KLUMD	tr|A0A1D8N9C6|A0A1D8N9C6_YARLL	sp|P53730|ALG12_YEAST
OG0003332	tr|W0TEK5|W0TEK5_KLUMD	tr|A0A1D8NGU1|A0A1D8NGU1_YARLL	sp|P35209|SPT21_YEAST
OG0003333	tr|W0T8K6|W0T8K6_KLUMD	tr|A0A1D8N5P1|A0A1D8N5P1_YARLL	sp|P20448|DBP4_YEAST
OG0003334	tr|W0THX5|W0THX5_KLUMD	tr|A0A1H6PP69|A0A1H6PP69_YARLL	sp|P33296|UBC6_YEAST
OG0003335	tr|W0T401|W0T401_KLUMD	tr|A0A1D8NFZ0|A0A1D8NFZ0_YARLL	sp|P32457|CDC3_YEAST
OG0003336	tr|W0T5Y2|W0T5Y2_KLUMD	tr|A0A1D8NIK7|A0A1D8NIK7_YARLL	sp|P10127|ADH4_YEAST
OG0003337	tr|W0TB96|W0TB96_KLUMD	tr|A0A1D8N497|A0A1D8N497_YARLL	sp|Q12488|PSF1_YEAST
OG0003338	tr|W0T3H5|W0T3H5_KLUMD	tr|A0A1D8NEB0|A0A1D8NEB0_YARLL	sp|P00560|PGK_YEAST
OG0003339	tr|W0TDY5|W0TDY5_KLUMD	tr|A0A1D8N9M9|A0A1D8N9M9_YARLL	sp|P32350|KNS1_YEAST
OG0003340	tr|W0TG34|W0TG34_KLUMD	tr|A0A1D8NQ08|A0A1D8NQ08_YARLL	sp|Q01976|ADPP_YEAST
OG0003341	tr|W0TI00|W0TI00_KLUMD	tr|A0A1D8ND33|A0A1D8ND33_YARLL	sp|P40499|ICE2_YEAST
OG0003342	tr|W0TFA7|W0TFA7_KLUMD	tr|A0A1H6PQA6|A0A1H6PQA6_YARLL	sp|P53250|TWF1_YEAST
OG0003343	tr|W0TAJ8|W0TAJ8_KLUMD	tr|A0A1D8N7C5|A0A1D8N7C5_YARLL	sp|P49167|RL38_YEAST
OG0003344	tr|W0TFA9|W0TFA9_KLUMD	tr|A0A1H6PKR4|A0A1H6PKR4_YARLL	sp|P25808|SPB4_YEAST
OG0003345	tr|W0TI94|W0TI94_KLUMD	tr|A0A1D8N878|A0A1D8N878_YARLL	sp|Q00816|REG1_YEAST
OG0003346	tr|W0T7X9|W0T7X9_KLUMD	tr|A0A1H6QBM9|A0A1H6QBM9_YARLL	sp|Q06631|BFR2_YEAST
OG0003347	tr|W0TDH3|W0TDH3_KLUMD	tr|A0A1H6PZL1|A0A1H6PZL1_YARLL	sp|P22434|PDE1_YEAST
OG0003348	tr|W0T2U8|W0T2U8_KLUMD	tr|A0A1H6Q374|A0A1H6Q374_YARLL	sp|P53120|YGO0_YEAST
OG0003349	tr|W0TBD9|W0TBD9_KLUMD	tr|A0A1H6PVQ0|A0A1H6PVQ0_YARLL	sp|Q06563|SYM1_YEAST
OG0003350	tr|W0TFG5|W0TFG5_KLUMD	tr|A0A1D8N9F2|A0A1D8N9F2_YARLL	sp|Q06188|YL455_YEAST
OG0003351	tr|W0T514|W0T514_KLUMD	tr|A0A1D8NLN8|A0A1D8NLN8_YARLL	sp|Q12099|FAL1_YEAST
OG0003352	tr|W0TFL5|W0TFL5_KLUMD	tr|A0A1H6PNJ1|A0A1H6PNJ1_YARLL	sp|P40505|SDS3_YEAST
OG0003353	tr|W0TEA7|W0TEA7_KLUMD	tr|A0A1H6PXT3|A0A1H6PXT3_YARLL	sp|Q12398|HMS1_YEAST
OG0003354	tr|W0TFA6|W0TFA6_KLUMD	tr|A0A1H6PX01|A0A1H6PX01_YARLL	sp|P39730|IF2P_YEAST
OG0003355	tr|W0TAS3|W0TAS3_KLUMD	tr|A0A1D8NHB1|A0A1D8NHB1_YARLL	sp|P46971|PMT4_YEAST
OG0003356	tr|W0TJ06|W0TJ06_KLUMD	tr|A0A1D8N5M7|A0A1D8N5M7_YARLL	sp|Q01454|CTF4_YEAST
OG0003357	tr|W0T8X0|W0T8X0_KLUMD	tr|A0A1D8NBI4|A0A1D8NBI4_YARLL	sp|P36527|RM28_YEAST
OG0003358	tr|W0TJ88|W0TJ88_KLUMD	tr|A0A1D8NCZ4|A0A1D8NCZ4_YARLL	sp|Q02804|ARL3_YEAST
OG0003359	tr|W0THI3|W0THI3_KLUMD	tr|A0A1H6PX92|A0A1H6PX92_YARLL	sp|Q08750|MUM3_YEAST
OG0003360	tr|W0T989|W0T989_KLUMD	tr|A0A1H6PY23|A0A1H6PY23_YARLL	sp|Q08649|ESA1_YEAST
OG0003361	tr|W0T946|W0T946_KLUMD	tr|A0A1H6PHR8|A0A1H6PHR8_YARLL	sp|P32623|CRH2_YEAST
OG0003362	tr|W0T7Y3|W0T7Y3_KLUMD	tr|A0A1D8N9L3|A0A1D8N9L3_YARLL	sp|P38737|ECM29_YEAST
OG0003363	tr|W0TGN2|W0TGN2_KLUMD	tr|A0A1D8NKD0|A0A1D8NKD0_YARLL	sp|P53063|DXO_YEAST
OG0003364	tr|W0TAD7|W0TAD7_KLUMD	tr|A0A1H6PSX2|A0A1H6PSX2_YARLL	sp|P53070|MTO1_YEAST
OG0003365	tr|W0TFN2|W0TFN2_KLUMD	tr|A0A1H6PPC9|A0A1H6PPC9_YARLL	sp|Q08921|TCO89_YEAST
OG0003366	tr|W0TED2|W0TED2_KLUMD	tr|A0A1H6Q0Y3|A0A1H6Q0Y3_YARLL	sp|P32379|PSA5_YEAST
OG0003367	tr|W0TGK8|W0TGK8_KLUMD	tr|A0A1H6Q0J6|A0A1H6Q0J6_YARLL	sp|Q3E756|YB029_YEAST
OG0003368	tr|W0TA75|W0TA75_KLUMD	tr|A0A1D8N9U9|A0A1D8N9U9_YARLL	sp|P47163|EFM3_YEAST
OG0003369	tr|W0T8T6|W0T8T6_KLUMD	tr|A0A1D8NPV5|A0A1D8NPV5_YARLL	sp|P00931|TRP_YEAST
OG0003370	tr|W0TBT1|W0TBT1_KLUMD	tr|A0A1H6QAB3|A0A1H6QAB3_YARLL	sp|Q06142|IMB1_YEAST
OG0003371	tr|W0T6F6|W0T6F6_KLUMD	tr|A0A1D8NQE8|A0A1D8NQE8_YARLL	sp|Q12500|AVL9_YEAST
OG0003372	tr|W0TCV6|W0TCV6_KLUMD	tr|A0A1H6PL18|A0A1H6PL18_YARLL	sp|P15019|TAL1_YEAST
OG0003373	tr|W0TJX5|W0TJX5_KLUMD	tr|A0A1D8N4A5|A0A1D8N4A5_YARLL	sp|P53633|PRA1_YEAST
OG0003374	tr|W0T6K0|W0T6K0_KLUMD	tr|A0A1H6PUP1|A0A1H6PUP1_YARLL	sp|P38297|FZO1_YEAST
OG0003375	tr|W0TI46|W0TI46_KLUMD	tr|S5TMP4|S5TMP4_YARLL	sp|P00401|COX1_YEAST
OG0003376	tr|W0TGZ8|W0TGZ8_KLUMD	tr|A0A1D8N7T9|A0A1D8N7T9_YARLL	sp|P22696|ESS1_YEAST
OG0003377	tr|W0T8Y5|W0T8Y5_KLUMD	tr|A0A1D8N7C0|A0A1D8N7C0_YARLL	sp|Q07959|IZH3_YEAST
OG0003378	tr|W0T4A9|W0T4A9_KLUMD	tr|A0A1H6PU97|A0A1H6PU97_YARLL	sp|P56508|SNA2_YEAST
OG0003379	tr|W0TA81|W0TA81_KLUMD	tr|A0A1D8NEB8|A0A1D8NEB8_YARLL	sp|P09457|ATPO_YEAST
OG0003380	tr|W0TCH6|W0TCH6_KLUMD	tr|A0A1D8NI60|A0A1D8NI60_YARLL	sp|P47173|YJ9J_YEAST
OG0003381	tr|W0TFM5|W0TFM5_KLUMD	tr|A0A1D8ND43|A0A1D8ND43_YARLL	sp|P40498|UTP25_YEAST
OG0003382	tr|W0TA24|W0TA24_KLUMD	tr|A0A1D8NBS9|A0A1D8NBS9_YARLL	sp|P25559|DCC1_YEAST
OG0003383	tr|W0TB17|W0TB17_KLUMD	tr|A0A1D8NCU9|A0A1D8NCU9_YARLL	sp|P53064|RTF1_YEAST
OG0003384	tr|W0T403|W0T403_KLUMD	tr|A0A1D8NCQ9|A0A1D8NCQ9_YARLL	sp|P40099|FTHC_YEAST
OG0003385	tr|W0TEM8|W0TEM8_KLUMD	tr|A0A1H6PV12|A0A1H6PV12_YARLL	sp|Q07716|AIM6_YEAST
OG0003386	tr|W0T729|W0T729_KLUMD	tr|A0A1D8N6Z2|A0A1D8N6Z2_YARLL	sp|Q03673|AIM34_YEAST
OG0003387	tr|W0TC58|W0TC58_KLUMD	tr|A0A1D8NMP6|A0A1D8NMP6_YARLL	sp|Q03941|CAB5_YEAST
OG0003388	tr|W0TEJ5|W0TEJ5_KLUMD	tr|A0A1D8NA25|A0A1D8NA25_YARLL	sp|P38090|AGP2_YEAST
OG0003389	tr|W0T706|W0T706_KLUMD	tr|A0A1H6Q0Z4|A0A1H6Q0Z4_YARLL	sp|P42949|TIM16_YEAST
OG0003390	tr|W0THP2|W0THP2_KLUMD	tr|A0A1D8NKH6|A0A1D8NKH6_YARLL	sp|P53152|MMS2_YEAST
OG0003391	tr|W0TIY9|W0TIY9_KLUMD	tr|A0A1D8N6X6|A0A1D8N6X6_YARLL	sp|P18408|MET16_YEAST
OG0003392	tr|W0T7A5|W0T7A5_KLUMD	tr|A0A1D8N8Z9|A0A1D8N8Z9_YARLL	sp|P40992|RRN7_YEAST
OG0003393	tr|W0T6E0|W0T6E0_KLUMD	tr|A0A1D8N3K1|A0A1D8N3K1_YARLL	sp|P39992|YEC3_YEAST
OG0003394	tr|W0T8T9|W0T8T9_KLUMD	tr|A0A1H6PXS6|A0A1H6PXS6_YARLL	sp|P05150|OTC_YEAST
OG0003395	tr|W0T302|W0T302_KLUMD	tr|A0A1D8N802|A0A1D8N802_YARLL	sp|P27680|COQ3_YEAST
OG0003396	tr|W0TEP1|W0TEP1_KLUMD	tr|A0A1H6PY20|A0A1H6PY20_YARLL	sp|P53584|YTP1_YEAST
OG0003397	tr|W0TBY9|W0TBY9_KLUMD		sp|Q01649|CIK1_YEAST, sp|Q12045|VIK1_YEAST
OG0003398	tr|W0THK4|W0THK4_KLUMD	tr|A0A1D8NPV6|A0A1D8NPV6_YARLL	sp|P36096|TUL1_YEAST
OG0003399	tr|W0T4M7|W0T4M7_KLUMD	tr|A0A1D8NLP3|A0A1D8NLP3_YARLL	sp|P47111|VPS55_YEAST
OG0003400	tr|W0TCA8|W0TCA8_KLUMD	tr|A0A1H6Q3L5|A0A1H6Q3L5_YARLL	sp|P40005|PFD2_YEAST
OG0003401	tr|W0TB27|W0TB27_KLUMD	tr|A0A1H6PSI9|A0A1H6PSI9_YARLL	sp|P16639|ATE1_YEAST
OG0003402	tr|W0TGV0|W0TGV0_KLUMD	tr|A0A1D8NHD3|A0A1D8NHD3_YARLL	sp|P07702|LYS2_YEAST
OG0003403	tr|W0T7G0|W0T7G0_KLUMD	tr|A0A1D8N6W7|A0A1D8N6W7_YARLL	sp|P32769|HBS1_YEAST
OG0003404	tr|W0T4P9|W0T4P9_KLUMD	tr|A0A1D8N604|A0A1D8N604_YARLL	sp|P38308|CS111_YEAST
OG0003405	tr|W0T3W4|W0T3W4_KLUMD	tr|A0A1D8NFF1|A0A1D8NFF1_YARLL	sp|P07276|RAD2_YEAST
OG0003406	tr|W0T6H9|W0T6H9_KLUMD	tr|A0A1H6PHI0|A0A1H6PHI0_YARLL	sp|Q03406|SLD5_YEAST
OG0003407	tr|W0T8W7|W0T8W7_KLUMD	tr|A0A1D8N9V8|A0A1D8N9V8_YARLL	sp|P09950|HEM1_YEAST
OG0003408	tr|W0TF26|W0TF26_KLUMD	tr|A0A1H6Q161|A0A1H6Q161_YARLL	sp|Q06683|IRC3_YEAST
OG0003409	tr|W0TA96|W0TA96_KLUMD	tr|A0A1D8NFI3|A0A1D8NFI3_YARLL	sp|P47076|RPC9_YEAST
