uniprotID_CENPK	GeneName_CENPK	uniprotID_S288c	GeneName_S288C	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
N1P7W2	CENPK1137D_3810	Q07653	YDL223C	6.646176943	6.687917377	6.668259596	6.884068774	6.917032206	6.901095036	6.806021031	6.846654217	6.82175891	6.892599329	6.932675126	6.902142337
N1NY70	CENPK1137D_2029	Q12118	YOR007C	6.662579829	6.665156744	6.718463162	6.818043556	6.811987409	6.850864451	6.761726214	6.790494482	6.795872419	6.879040779	6.909701801	6.91612505
N1P4Z2	CENPK1137D_3501	P39966	YER089C	7.187537204	7.212781643	7.340818222	7.033395276	7.086815775	7.098358399	7.158492655	7.235283908	7.303758597	7.062277858	7.094390751	7.174143223
N1P6Y6	CENPK1137D_4074	P37304	YDR251W	6.786782803	6.879884018	6.793132225	6.590406292	6.609500246	6.525622764	6.563055211	6.620195732	6.506041444	6.635582871	6.69268492	6.699583124
N1NZ79	CENPK1137D_483	P13186	YLR096W	6.156044468	6.13637302	6.18980049	6.056522464	6.059593529	6.092730964	6.20578094	6.158099336	6.178834979	6.228762488	6.23428178	6.243761753
N1P6R7	CENPK1137D_4692	P12385	YBR143C	7.668641373	7.686230255	7.74911111	7.691849955	7.695668928	7.733427443	7.733591816	7.763344123	7.778495612	7.845489928	7.858607021	7.8790898
N1P4Z8	CENPK1137D_4042	Q12009	YDL201W	6.498672036	6.512116112	6.513375156	6.344079468	6.337261505	6.377666571	6.688013363	6.660744822	6.64311653	6.493429361	6.484620386	6.48593613
N1P5Q8	CENPK1137D_4302	Q03362	YDR476C	6.378821803	6.471623969	6.494217645	6.360601611	6.339295037	6.352088389	6.471770484	6.397797675	6.3866693	6.646608545	6.608554997	6.614821285
N1P0W1	CENPK1137D_5144	P40477	YIL115C	6.748382608	6.740423289	6.741173507	6.861251232	6.832956703	6.803691777	6.855053532	6.7642134	6.776013704	6.702552103	6.616993141	6.610504824
N1P2V6	CENPK1137D_5438	P16603	YHR042W	7.388330453	7.419279057	7.428456181	7.226321005	7.250636586	7.242294251	7.23702304	7.249075536	7.327699536	7.323917905	7.347036668	7.381065483
N1P0R3	CENPK1137D_1178	P36006	YKL129C	6.496086304	6.50662088	6.564503257	6.798388595	6.799391611	6.83143614	6.619860629	6.607631226	6.583088595	6.532012964	6.536140442	6.590974386
N1PAF0	CENPK1137D_4008	Q12443	YDL204W	7.319478597	7.278971415	7.292842913	7.291262615	7.3241712	7.298858473	7.470394822	7.517693483	7.456511797	7.251358888	7.278989327	7.146181865
N1NWL9	CENPK1137D_1898	Q08972	YPL226W	6.816995142	6.84689778	6.879135551	7.060810652	7.055925255	7.087193714	7.024001814	7.032155875	7.00033557	6.955444475	6.989370269	6.986420957
N1P243	CENPK1137D_872	P39929	YLR025W	6.71884259	6.668595194	6.737694567	6.95830872	6.899836724	6.911767139	6.867425457	6.839286351	6.785314631	6.809495558	6.795787767	6.757402733
N1P209	CENPK1137D_5173	P40502	YIL087C	7.064929957	7.089118647	7.058484699	7.136374621	7.184305639	7.103024102	7.036509615	7.056433195	7.101621762	6.905791013	6.799887148	6.804525568
N1P3L3	CENPK1137D_3051	Q3E757	YGR085C	8.192567449	8.171222888	8.277313969	8.225082793	8.206145654	8.244431049	8.442109133	8.428142134	8.418451744	8.344872315	8.349285464	8.365976992
N1NZB5	CENPK1137D_2539	P53909	YNL141W	6.790167106	6.804488025	6.80373477	6.691457163	6.570651201	6.661589469	6.995768673	6.909746898	6.962211242	6.817690743	6.655214004	6.661259927
N1P634	CENPK1137D_3170	P07245	YGR204W	6.664593376	6.647529077	6.572735909	6.712335196	6.639479555	6.61438251	6.597069464	6.506183	6.488153537	6.60958565	6.524331017	6.542863154
N1P3Y7	CENPK1137D_3171	P42938	YGR205W	6.879801917	6.980083323	7.010005751	7.159123998	7.203968871	7.228654035	7.014274908	7.059414226	7.041381558	6.798573985	6.847776917	6.828750057
N1P873	CENPK1137D_4559	P38069	YBR015C	6.660596409	6.703922423	6.639266574	6.437028522	6.559015687	6.566761642	6.636821881	6.613715004	6.697802666	6.360033925	6.399041353	6.500840906
N1P7Z8	CENPK1137D_4469	P00815	YCL030C	7.890765216	7.897153446	7.88981527	7.656402401	7.670891035	7.661105113	7.708435091	7.687909918	7.727535439	7.674435604	7.665701332	7.678813329
N1P215	CENPK1137D_5183	P40510	YIL074C	7.658664237	7.656830466	7.588722936	7.474546645	7.565738938	7.497499853	7.351103207	7.408693112	7.420306266	7.54434977	7.550428478	7.51110013
N1P463	CENPK1137D_5037	Q01852	YIL022W	7.202784511	7.266711178	7.255947528	7.345982322	7.346316962	7.333150039	7.316105	7.307972364	7.301965182	7.33679871	7.34243651	7.323338642
N1NVV7	CENPK1137D_2236	Q12044	YOR220W	6.759681877	6.824553178	6.791696979	6.923289527	6.919110603	6.880236883	6.83220759	6.792350831	6.786442474	6.713230928	6.668906734	6.580311577
N1NVG6	CENPK1137D_1581	P24784	YPL119C	6.430387397	6.333330706	6.241294765	6.562428682	6.634827764	6.548169544	6.356489128	6.313053828	6.222378114	6.085880278	6.121970641	6.155981684
N1P689	CENPK1137D_4502	P25618	YCR017C	6.748783365	6.798483159	6.848224885	6.765110891	6.875830943	6.847737615	6.783443623	6.816158366	6.916763061	6.986541903	7.032028965	7.082394745
N1PAM8	CENPK1137D_4398	Q12434	YDL135C	6.423846066	6.394491345	6.35787618	6.469306684	6.506256981	6.532524381	6.297741051	6.348095037	6.282591897	6.217385262	6.278067508	6.281361248
N1PA02	CENPK1137D_3268	P33892	YGL195W	6.544276508	6.601206604	6.586469618	6.511670085	6.545777894	6.490274819	6.599967229	6.636302855	6.612937764	6.713306684	6.749339399	6.739784748
N1PAJ3	CENPK1137D_4223	P33298	YDR394W	6.566080015	6.557995023	6.624437905	6.72367041	6.726601985	6.812346422	6.822879395	6.806478469	6.787574366	6.784637352	6.814958482	6.816518512
N1P4E4	CENPK1137D_3817	P40327	YDL007W	7.763700573	7.817913835	7.859552213	7.880050971	7.860224809	7.901031121	7.873556112	7.89638465	7.940494606	7.951472933	7.959168509	8.003965664
N1P3B6	CENPK1137D_5446	P38777	YHR049W	7.169207068	7.255723901	7.594013984	7.456326548	7.491125955	7.591406492	7.553728516	7.621670453	7.58842487	7.967847079	8.005555504	7.968799764
N1NXZ5	CENPK1137D_2780	P38636	YNL259C	6.636334635	6.780391269	6.661192271	7.020013822	7.126868264	7.010418419	6.867642328	6.996413841	6.885564309	6.391327433	6.520910388	6.368108496
N1P5A3	CENPK1137D_3524	P40070	YER112W	7.025583714	7.113249826	7.200553153	7.250527394	7.288081843	7.351568404	7.222844326	7.274051408	7.316157363	7.316871741	7.351824254	7.38303391
N1P0U1	CENPK1137D_377	P12683	YML075C	6.973790291	7.000703472	6.83082254	6.936912061	6.888868903	6.891877433	6.749585344	6.869103578	6.843787566	6.546944417	6.575380236	6.694282397
N1P9F6	CENPK1137D_5275	P18562	YHR128W	6.810128355	6.839467977	6.859969253	7.122108704	7.122143044	7.149587385	6.915047322	6.93368133	6.914684986	6.991406293	7.013776915	7.011461104
N1P996	CENPK1137D_5115	P39076	YIL142W	7.223556638	7.224234628	7.09284363	7.218514652	7.173699269	7.103078109	7.136169084	7.062990493	7.048394709	7.257454522	7.218992482	7.162043685
N1NW70	CENPK1137D_1875	P14020	YPR183W	7.426915271	7.497732862	7.5891937	7.457266697	7.538877598	7.530251864	7.530187086	7.632140179	7.610686272	7.553715809	7.633698073	7.674529675
N1P449	CENPK1137D_5017	P38626	YIL043C	6.894714606	6.923782354	6.809726664	6.57334931	6.587170448	6.610482552	6.751641672	6.818094158	6.753757598	6.780353242	6.796603531	6.81888851
N1PAL4	CENPK1137D_4328	P51402	YDR500C	7.592938503	7.52652531	7.475414939	7.379012775	7.381131737	7.403987079	7.561986341	7.546865136	7.499354345	7.563520462	7.547114845	7.541544367
N1P068	CENPK1137D_62	Q05050	YMR031C	6.412224364	6.404033211	6.396343633	6.558966042	6.545295894	6.540016494	6.623018752	6.616473286	6.594818628	6.383819401	6.380800283	6.36285944
N1P6Z8	CENPK1137D_3480	P40046	YER072W	6.738233853	6.749917737	6.82364032	6.730767708	6.767253461	6.693485556	6.613663172	6.615325768	6.614787166	6.920733116	6.813373688	6.866508727
N1P3V0	CENPK1137D_2357	P10964	YOR341W	6.625984084	6.648194318	6.690758253	6.632200718	6.625480176	6.664453464	6.748827863	6.76404266	6.778888048	6.705871861	6.717545595	6.763188606
N1NWJ3	CENPK1137D_2105	Q12466	YOR086C	6.584418465	6.601991534	6.552112787	6.477700775	6.563462166	6.532450237	6.531269333	6.537382184	6.493568853	6.311459683	6.293932391	6.402625391
N1P3F6	CENPK1137D_2227	P22139	YOR210W	8.338654954	8.289999179	8.391007402	8.328919883	8.343786393	8.277385968	8.403950469	8.41940081	8.380503848	8.559136551	8.610401528	8.559881144
N1P473	CENPK1137D_3762	P50623	YDL064W	6.761420511	6.655143284	6.732129372	6.985647721	6.890949881	6.970367096	6.865184698	6.827280116	6.788577314	6.699342102	6.784388494	6.725048668
N1P3N2	CENPK1137D_3071	P53261	YGR103W	6.788615882	6.790090643	6.87810705	6.83743181	6.751557452	6.776734771	6.851821114	6.828105086	6.877827407	6.965111248	6.969181659	6.983415072
N1NYM9	CENPK1137D_709	P05317	YLR340W	8.940587358	8.915361705	8.95908938	8.921604427	8.930255824	8.981094091	9.029135369	9.054070244	9.050561088	9.029988314	9.060826419	9.084396387
N1P029	CENPK1137D_1339	P00044	YJR048W	7.964444007	7.97209352	7.748945665	7.81040174	7.76512803	7.59511632	7.697113696	7.604678661	7.601603393	7.919741463	7.832895581	7.781369783
N1PAT0	CENPK1137D_4658	Q01976	YBR111C	6.749693349	6.704992469	6.786124526	6.877060788	6.831583035	6.903362596	6.850161135	6.8397407	6.762719426	6.660327453	6.686284823	6.643630545
N1P0Z5	CENPK1137D_1086			6.750906922	6.797965787	6.668976711	6.689905069	6.681202806	6.579426493	6.636881658	6.634128221	6.572167113	6.482108728	6.429131107	6.322393188
N1P6Z3	CENPK1137D_3475	P40043	YER067W	6.653843061	6.590634898	6.534690446	6.947221977	6.998449405	6.910303532	6.534702389	6.535237692	6.554851193	6.415873511	6.264592552	6.023393297
N1NWZ8	CENPK1137D_2801	Q01532	YNL239W	7.029104316	7.017440099	7.001689817	7.07646766	7.051920878	7.061617431	7.121555211	7.110522252	7.072439777	6.847763608	6.84615581	6.830290973
N1PAC5	CENPK1137D_3883	P05756	YDR064W	8.790222829	8.828158355	8.83936259	8.725520094	8.729803161	8.738294419	8.881311402	8.87158582	8.888330944	8.846972294	8.841655772	8.871691776
N1P597	CENPK1137D_10	P50109	YML017W	6.903782538	7.020042343	7.003674254	7.19663417	7.17103791	7.222383928	7.12124845	7.159656396	7.068899086	7.036829267	7.069013243	7.030014031
N1P5G5	CENPK1137D_3589	P32642	YER174C	6.40753058	6.470230552	6.385211878	6.477622866	6.497479113	6.411057126	6.285904837	6.250512834	6.083147504	6.542923034	6.501006628	6.556517661
N1NY41	CENPK1137D_1989	Q08193	YOL030W	7.168465276	7.245647921	7.387745657	7.207626742	7.267296579	7.339875705	7.243218049	7.303452721	7.272675254	7.501269999	7.534249087	7.539500313
N1P9X7	CENPK1137D_3143	P53297	YGR178C	6.710659914	6.692054002	6.717127924	7.018700981	6.979647833	7.005546271	6.880861621	6.887245032	6.789631258	6.876819218	6.886648291	6.857209332
N1NXI5	CENPK1137D_2600	P17536	YNL079C	6.773790893	6.727283851	6.668908794	6.949208082	6.880038054	6.84153842	6.768173432	6.72961322	6.645882647	6.679642157	6.669802033	6.595897296
N1PAI5	CENPK1137D_4183	Q06336	YDR358W	6.386656367	6.391432137	6.46595253	6.556003412	6.562660534	6.574603237	6.437815898	6.503736932	6.401368626	6.24508766	6.344118365	6.29452935
N1P8T3	CENPK1137D_4814	Q3E776	YBR255C-A	6.658773353	6.787813372	6.766582975	6.834120367	6.818313817	6.808655437	6.761306224	6.770014716	6.803875613	6.47804623	6.420815732	6.534988714
N1P9C9	CENPK1137D_5195	P40518	YIL062C	6.423855723	6.529467015	6.573719165	6.679713835	6.727006128	6.749082923	6.587703123	6.609807964	6.593737924	6.571670128	6.604157158	6.600491012
N1P542	CENPK1137D_3556	P40087	YER143W	7.384752327	7.389848681	7.467563225	7.511338849	7.445714873	7.442309509	7.407249816	7.413635837	7.452169446	7.295466264	7.251018422	7.347599738
N1PA43	CENPK1137D_3473	P28240	YER065C	6.829676608	6.648771468	6.655386935	6.768612347	6.817053536	6.696770318	6.534227732	6.503027556	6.387895933	6.551183164	6.602573456	6.521295998
N1P3L8	CENPK1137D_1397	P38627	YJR103W	6.717682513	6.786828994	6.896677298	6.991435972	7.019558511	7.024280411	6.830658079	6.908671622	6.940900731	6.745395995	6.817158484	6.843950402
N1P1I3	CENPK1137D_1321	P47096	YJR025C	7.575594243	7.556390595	7.532474241	7.45551599	7.498598949	7.430335274	7.48483639	7.465627391	7.499469588	7.324768709	7.300104522	7.247553961
N1P1F9	CENPK1137D_1478	P32604	YJL155C	6.563469001	6.66446533	6.701209516	6.801619877	6.83220908	6.858642916	6.690046438	6.729364826	6.785901724	6.600972654	6.616420371	6.669666937
N1P363	CENPK1137D_5401	P38758	YHR009C	6.985061598	6.943133006	6.974261124	7.134350706	7.19858017	7.158813496	6.974919432	7.013654212	6.930809186	6.909367616	7.018404417	6.974387311
N1P726	CENPK1137D_675	Q05905	YLR301W	7.477410501	7.50188893	7.480699003	7.546683686	7.550875525	7.551034768	7.468766532	7.46089435	7.456569833	7.365993352	7.352385548	7.321848523
N1PA85	CENPK1137D_3683	P32481	YER025W	7.519384252	7.549531268	7.541017828	7.552859108	7.469229594	7.515573174	7.531670438	7.478770216	7.482744423	7.662008889	7.608619882	7.6022376
N1P234	CENPK1137D_1742	P38431	YPR041W	7.230413694	7.230758513	7.329264553	7.170046227	7.190867576	7.212057858	7.216976722	7.253242416	7.300280133	7.371499	7.428610775	7.438010905
N1NX56	CENPK1137D_2420	Q12109	YOL097C	6.702566675	6.755673237	6.687033942	6.612272491	6.649831143	6.580744818	6.658621933	6.617023401	6.575520569	6.56222473	6.543481789	6.498526945
N1P0Y4	CENPK1137D_427	P51998	YML025C	6.790407197	6.848670839	6.821124045	6.756705641	6.798471066	6.770064254	6.676030305	6.693359902	6.724545409	6.875303251	6.884910394	6.866105361
N1NYR8	CENPK1137D_308	P28239	YMR267W	6.961348547	6.97599304	7.019270428	7.103699404	7.051221538	7.112304536	7.070820228	7.032458805	6.969123679	6.971661645	6.963500519	6.92624741
N1PAC0	CENPK1137D_3858	P15180	YDR037W	6.614929768	6.565061949	6.426331992	6.4976412	6.375104356	6.276566108	6.456411907	6.328955769	6.272921513	6.538299313	6.358599334	6.274620056
N1P984	CENPK1137D_4460	P25567	YCL037C	6.593465511	6.683175136	6.704573796	6.799956895	6.834876866	6.858052876	6.878245277	6.839308506	6.861622389	6.78526991	6.860760221	6.844920697
N1NZS0	CENPK1137D_748	Q06705	YLR380W	6.948504384	6.988727629	6.9662676	7.020224407	7.011913928	7.0161288	7.029935877	7.070825639	7.046590624	7.10898084	7.145784913	7.156840351
N1P1R8	CENPK1137D_5068	P40564	YIR004W	6.310408487	6.437298212	6.421098561	6.260794766	6.357496225	6.412118175	6.398356198	6.443262183	6.480338653	6.523889321	6.660147082	6.661351218
N1P7S3	CENPK1137D_3775	P33333	YDL052C	6.939002524	6.921200066	7.061749343	7.074306877	7.085588746	7.09397274	6.996049167	7.008359815	7.035419991	7.129323272	7.174120059	7.200120461
N1P9L9	CENPK1137D_5430	P38768	YHR034C	6.853496585	6.79892781	6.872026035	6.977918225	6.975655839	7.001818305	6.829324753	6.838804368	6.791250074	6.750998004	6.801530868	6.775947573
N1P3G4	CENPK1137D_3006	P31787	YGR037C	7.312473473	7.278179177	7.219821582	7.307649773	7.263820687	7.210178059	7.344045071	7.311801661	7.241060775	6.864667819	6.83251584	6.757781272
N1NWV1	CENPK1137D_2063	P12611	YOR043W	6.658675444	6.626826662	6.722600197	6.600666033	6.673521413	6.748060348	6.71551429	6.714030483	6.770134736	6.489821062	6.541859649	6.565277538
N1P1Y6	CENPK1137D_812	P33442	YLR441C	8.466505018	8.521428494	8.589482621	8.521033504	8.574223036	8.592135273	8.605129974	8.647021501	8.690200082	8.584830153	8.623349088	8.636792426
N1NYT8	CENPK1137D_161	P39685	YMR129W	6.325032971	6.365081783	6.458074284	6.464726432	6.419635044	6.488250454	6.464461765	6.452556441	6.485750075	6.547338185	6.563293433	6.652471792
N1NYW0	CENPK1137D_348	P32843	YMR302C	7.121557453	7.237110644	7.24309299	7.144615818	7.181170196	7.204807135	7.169649692	7.204771618	7.20546426	6.988000337	7.079872147	7.099379599
N1P8A6	CENPK1137D_4599	P38174	YBL091C	6.719462471	6.737675688	6.699367835	6.603866057	6.59711384	6.477218479	6.481800963	6.428665798	6.530294526	6.489768048	6.466562229	6.470263451
N1P212	CENPK1137D_1727	P48016	YPR026W	6.375686406	6.458016924	6.536782211	6.723229492	6.767981922	6.815733517	6.476254172	6.514990521	6.57945647	6.488818413	6.530982803	6.586277995
N1NZ24	CENPK1137D_276	Q05027	YMR236W	6.727765145	6.741976256	6.78836681	6.887117972	6.8638154	6.886357082	6.82308288	6.874594274	6.854068376	6.908483938	6.970019514	6.970692363
N1P9R0	CENPK1137D_2908	P43636	YGL065C	6.325606847	6.421135565	6.46079353	6.486591495	6.495376454	6.496566524	6.490951281	6.534063933	6.510506666	6.582115638	6.622264518	6.646483974
N1P3V9	CENPK1137D_3652	P40005	YEL003W	7.114039084	7.06969164	7.119349166	7.00897102	7.065088436	7.038073868	6.948080269	6.978317062	6.959709892	7.064028575	7.101354075	7.031622821
N1P3I5	CENPK1137D_3522	P40069	YER110C	6.941907989	6.973524604	6.930629116	6.835342121	6.84846085	6.835318846	6.912940637	6.903179714	6.923301734	6.992569478	6.974588669	7.00359465
N1NWC7	CENPK1137D_1980	Q01855	YOL040C	6.914151927	6.837479175	6.881051014	6.965333942	6.796981454	6.773454256	7.045433186	6.983240808	6.962251432	7.036615664	6.913593839	6.953140665
N1NYK8	CENPK1137D_233	Q04338	YMR197C	7.327071307	7.403737786	7.432032192	7.286911456	7.375622244	7.345398506	7.283475719	7.343430684	7.40836472	7.126896218	7.156742581	7.203881656
N1NWM8	CENPK1137D_2616	P25491	YNL064C	7.513096343	7.469489686	7.491768872	7.803662159	7.763133191	7.784148903	7.7240753	7.693236932	7.674397922	7.836540747	7.824455081	7.822590152
N1NWM6	CENPK1137D_1913	Q12211	YPL212C	6.71210203	6.748674386	6.792536121	6.727913852	6.683687832	6.738762884	6.807018856	6.814629728	6.767543917	6.617016778	6.576793203	6.60922228
N1NXY7	CENPK1137D_1914	Q08962	YPL211W	7.056445376	7.09466636	7.091413293	6.883838972	6.941008161	6.906488251	6.940475658	6.970895658	7.025494663	7.122119487	7.146932376	7.158426434
N1P7L5	CENPK1137D_4977	P32471	YAL003W	8.872820933	8.836414092	8.899090821	8.982534816	8.940715856	8.935588191	8.826843907	8.865065423	8.948081523	8.999360944	9.053667109	9.059980448
N1NZI4	CENPK1137D_2619	P40991	YNL061W	6.419140463	6.477222683	6.561184472	6.3492958	6.385268012	6.408157684	6.402918582	6.484948155	6.574584638	6.496058961	6.559846679	6.621290518
N1NWM3	CENPK1137D_2150	Q12486	YOR131C	6.720417494	6.738567568	6.782314345	6.928736987	6.880193907	6.869806548	6.661020942	6.661727021	6.644779741	6.661986255	6.555736071	6.576730029
N1P9K1	CENPK1137D_5390	P38755	YHR001W	6.191492108	6.289367007	6.39033348	6.299218169	6.331818017	6.403249688	6.385643747	6.440974193	6.474986872	6.435737446	6.484950941	6.515234313
N1NZN0	CENPK1137D_708	P37370	YLR337C	7.103495332	7.064648609	7.208519435	7.246058278	7.293335914	7.278815411	7.218256339	7.250727548	7.248411052	7.104640356	7.126807504	7.131039644
N1P5H9	CENPK1137D_120	Q04304	YMR090W	7.327681302	7.343294481	7.323518811	7.362096039	7.375435454	7.352639052	7.608485041	7.624260676	7.578457528	7.514810364	7.517105925	7.444083195
N1NVP2	CENPK1137D_1961	P41911	YOL059W	7.012585411	6.934644377	6.963053519	7.154465692	7.10963108	7.129306638	7.025275798	7.022589583	6.938907876	6.963241627	6.962792023	6.91347062
N1P9C1	CENPK1137D_4560	P38216	YBR016W	7.001578123	7.002751728	6.99724689	7.309137295	7.248143357	7.309960441	7.04889447	7.052634938	7.017467149	6.948868226	6.930808257	6.976037013
N1P8J9	CENPK1137D_4806	P32449	YBR249C	7.700582652	7.500686701	7.572328503	7.550844821	7.597990471	7.62643262	7.444383941	7.493101403	7.672226923	6.995830087	7.256501069	7.155373596
N1P551	CENPK1137D_3459	P00498	YER055C	6.878601392	6.860093889	6.847799785	6.765410844	6.744590118	6.73696524	6.978480195	6.961332081	6.91905447	6.683238568	6.672662763	6.648379537
N1P0I3	CENPK1137D_242	P16862	YMR205C	6.447999893	6.440348691	6.463043368	6.72853371	6.687161341	6.716810618	6.666711938	6.648256444	6.622975484	6.796085999	6.792499539	6.78852638
N1NZF3	CENPK1137D_598	P47818	YLR220W	6.512321149	6.693586116	6.842124281	6.82308185	6.903408241	6.986091827	6.702131719	6.83505889	6.799674804	6.956905369	7.057360508	7.117104995
N1P1B4	CENPK1137D_577	Q12460	YLR197W	7.864499014	7.880538028	7.855429937	7.757290919	7.772766641	7.743249116	7.839927939	7.824127011	7.817856496	7.766863367	7.753091146	7.735047215
N1P357	CENPK1137D_3362	P15625	YFL022C	6.874325443	6.88368375	6.875717463	6.843677663	6.92363004	6.84623715	6.59060584	6.688319052	6.728031333	6.953908557	7.026493721	7.012322182
N1P806	CENPK1137D_4591	P38230	YBR046C	6.646223721	6.774246006	6.73114192	6.689891594	6.636228575	6.621876209	6.711031393	6.732971575	6.622877163	6.513190425	6.504032456	6.478652298
N1NWW4	CENPK1137D_2285	P32563	YOR270C	7.14802488	7.185406591	7.20944511	7.308749153	7.307577764	7.331277294	7.259408866	7.273699074	7.270911067	7.224359532	7.166554615	7.202550773
N1P4F8	CENPK1137D_5167	P40496	YIL093C	6.856483727	6.852013041	6.885474816	6.794723825	6.792257131	6.768384035	6.835445251	6.875369836	6.832291977	6.951746326	6.961722024	6.888549608
N1NW43	CENPK1137D_1810	P46683	YPL239W	7.092166044	7.020567677	7.149963405	7.172918935	7.174011453	7.278355741	7.088909805	7.165730221	7.139442399	7.226159012	7.335780943	7.325349758
N1P1B3	CENPK1137D_1246	P47044	YJL055W	6.761802675	6.772289767	6.802578903	6.827066943	6.819836254	6.770929884	6.63381457	6.624780034	6.644950454	6.72900764	6.742817796	6.739769898
N1P7F4	CENPK1137D_4321	Q03430	YDR494W	6.877751539	6.956665392	6.977520287	6.838710912	6.846919857	6.845218414	6.941396383	6.966533503	6.958481956	6.956972443	7.015515883	6.979115636
N1P374	CENPK1137D_3382	P43586	YFR001W	7.158977462	7.186517636	7.174425732	7.155926662	7.201999254	7.18414237	7.146382257	7.158455033	7.210438063	7.028991391	7.053592577	7.055613648
N1P3W9	CENPK1137D_3034	P53073	YGL231C	6.582506357	6.590350678	6.819632542	6.693417822	6.64875729	6.807560124	6.821753913	6.890260042	6.905329363	6.765248516	6.794665553	6.884646816
N1P6R8	CENPK1137D_3385	P43587	YFR003C	6.320449383	6.413387665	6.460157215	6.352121834	6.363227451	6.422943913	6.312772932	6.402171278	6.490339977	6.100961955	6.152298315	6.202802705
N1NZU9	CENPK1137D_1234	P40364	YJL066C	6.499386871	6.678373945	6.598239573	6.5881572	6.744775582	6.665292028	6.328232968	6.46193607	6.408592217	6.38106329	6.489974543	6.413794371
N1NXG4	CENPK1137D_2328	Q12499	YOR310C	7.471155013	7.448424312	7.4281066	7.564593627	7.501883633	7.524333634	7.599251192	7.573581045	7.473912043	7.38882921	7.388800492	7.331152721
N1P4V9	CENPK1137D_3997	P28789	YDL205C	6.717305469	6.692394641	6.822201165	6.680219704	6.66672826	6.54797173	6.734114395	6.738408532	6.682834005	6.932176682	6.972428754	6.991432884
N1P7Z5	CENPK1137D_4464	P25373	YCL035C	7.940261221	7.986104572	7.918999692	8.11800063	8.148445382	8.083666614	7.950905484	7.983197968	7.923476006	7.5360735	7.564445467	7.481285642
N1NXF0	CENPK1137D_184	P28625	YMR152W	6.761455056	6.843967066	6.871907031	7.00970031	7.063753255	7.087821304	6.95036805	7.011907811	6.940700019	6.651235707	6.75157167	6.734879215
N1P1V6	CENPK1137D_5118	P40414	YIL138C	6.588675673	6.536715489	6.51822621	6.945188253	6.883050528	6.867545832	6.635735117	6.589572154	6.540842918	6.664778357	6.630822941	6.595909266
N1P6F4	CENPK1137D_4577	P38061	YBL092W	7.917692667	7.884551561	7.881434453	7.676924818	7.769097079	7.70315364	7.803855264	7.880505849	7.909933511	7.797947005	7.808402225	7.851863346
N1P4S4	CENPK1137D_3324	P19955	YFR049W	6.534148338	6.520318097	6.666958025	6.83115629	6.789571777	6.831913671	6.709022581	6.73855449	6.632957156	6.872729572	6.926216571	6.894341066
N1P9B7	CENPK1137D_4550	P38067	YBR006W	7.024092911	7.023131886	6.969244464	7.186482809	7.118405875	7.13375776	7.12231958	7.066151544	6.987571998	6.890275658	6.847425238	6.854717935
N1PA24	CENPK1137D_3378	P43585	YFL004W	6.754132678	6.77498225	6.870046682	6.725010425	6.797685429	6.746780453	6.967824429	6.952981637	6.926248531	6.888845974	6.918086595	6.935560592
N1P5R3	CENPK1137D_3020	P53235	YGR054W	6.897814241	6.921196516	6.901206522	6.741768524	6.894340354	6.831846873	6.692412584	6.740096934	6.671416868	6.788423013	6.787678076	6.696757973
N1P164	CENPK1137D_5279	Q9P305	YHR132W-A	6.233458097	6.284830612	6.406289615	6.606834781	6.625876478	6.707841889	6.49699508	6.576896798	6.478965332	6.184509449	6.262515097	6.08694981
N1P9N9	CENPK1137D_4850	P38152	YBR291C	7.213798938	7.281148704	7.326351688	7.170216081	7.191164505	7.221702774	7.159833058	7.215907107	7.251019293	7.274518131	7.294328976	7.355324563
N1P8D4	CENPK1137D_4634	P38250	YBR086C	7.27082604	7.247668393	7.304163703	7.456510147	7.423954261	7.477393043	7.436051853	7.419680987	7.434834108	7.33441771	7.334060569	7.378671172
N1P4A0	CENPK1137D_3169	P42937	YGR203W	6.843934118	6.828457948	6.771099702	6.938677497	6.895522807	6.835295496	6.999605765	6.962124715	6.856845032	6.649803739	6.6157092	6.522595188
N1P711	CENPK1137D_4186	P17255	YDL185W	7.506939665	7.514099064	7.554005143	7.689002453	7.580175754	7.640357439	7.527411462	7.494053966	7.433970788	7.475183765	7.459748185	7.414525744
N1P9E6	CENPK1137D_5245	P38812	YHR100C	6.664416518	6.767649135	6.901355358	6.780602985	6.923229448	6.960782953	6.641390541	6.756426925	6.859644197	6.853341067	6.946060516	7.042292905
N1P0W9	CENPK1137D_412	P32796	YML042W	7.251490647	7.26307576	7.253446363	7.47963061	7.476915411	7.470600672	7.327046679	7.325746833	7.293340892	7.317204845	7.332811672	7.308237192
N1P9B2	CENPK1137D_5155	P40485	YIL105C	6.881514126	7.021650402	7.051218583	7.119740484	7.19599804	7.228555415	7.016480053	7.115037452	7.112277038	7.169140626	7.248735742	7.263857391
N1P4C5	CENPK1137D_5122	P40463	YIL135C	6.570718475	6.511490631	6.605675924	6.502595336	6.479873514	6.580247868	6.602707544	6.623413167	6.707505035	6.706962577	6.72792408	6.738941699
N1P6D0	CENPK1137D_3951	P08566	YDR127W	7.759113377	7.787400112	7.7754352	7.615429791	7.653084764	7.652547251	7.572446892	7.5638612	7.628628106	7.687476287	7.64129898	7.666262494
