W29_NCBI	CLIB122_UNIPROT	CLIB122_NCBI	standard_A	standard_B	standard_C	standard_D	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	low_pH_D
YALI1_E04590g	Q6C748	YALI0E03806g1_1	0	0	1	2	1	0	0	2	1	0	2
YALI1_F04594g	Q6C321	YALI0F03300g1_1	0	1	0	0	0	0	2	1	2	0	1
YALI1_C23504g	Q6CBR0	YALI0C16412g1_1	0	0	1	0	0	1	1	2	1	1	0
YALI1_C30287g	Q6CB48	YALI0C21956g1_1	0	0	1	0	0	0	2	1	0	0	3
YALI1_E01286g	Q6C7H1	YALI0E00880g1_1	3	5	5	4	7	7	6	4	6	6	4
YALI1_E17355g	Q6C5X5	YALI0E14322g1_1	2	4	6	2	4	6	7	4	4	5	3
YALI1_D11343g	Q6C9S0	YALI0D08844g1_1	4	3	5	10	5	9	7	3	8	3	4
YALI1_D03663g	Q6CAG8	YALI0D02871g1_1	2	5	6	4	4	4	8	6	8	6	6
YALI1_B27777g	Q6CDT5	YALI0B21340g1_1	7	6	6	3	4	8	8	5	4	3	5
YALI1_B20527g	Q6CEH1	YALI0B15664g1_1	6	2	3	4	4	5	4	2	4	2	2
YALI1_E08114g	Q6C6S1	YALI0E06765g1_1	6	6	5	9	5	4	7	7	7	7	11
YALI1_F12422g	Q6C2D1	YALI0F08877g1_1	4	1	3	1	1	3	3	5	2	3	5
YALI1_E17171g	Q6C5Y2	YALI0E14124g1_1	1	1	1	1	1	0	1	0	3	2	2
YALI1_E25675g	Q6C524	YALI0E21648g1_1	1	1	1	1	0	0	2	0	2	5	0
YALI1_D26610g	Q6C8B6	YALI0D21010g1_1	2	0	6	5	2	1	2	2	3	2	2
YALI1_C25829g	Q6CBH9	YALI0C18623g1_1	1	2	1	1	3	2	3	1	2	3	2
YALI1_B02415g	Q6CG27	YALI0B01408g1_1	2	3	1	1	3	3	1	4	2	4	3
YALI1_E16164g	Q6C620	YALI0E13211g1_1	0	0	1	1	1	1	2	1	1	0	0
YALI1_E41057g	Q6C3I4	YALI0E34551g1_1	1	1	2	3	4	2	2	0	1	3	1
YALI1_B26749g	Q6CDX6	YALI0B20438g1_1	0	1	5	1	2	3	3	2	1	1	1
YALI1_F35542g	Q6C045	YALI0F27885g1_1	3	4	4	6	3	2	5	3	1	2	4
YALI1_E05576g	Q6C715	YALI0E04576g1_1	4	5	4	4	3	2	5	2	2	4	2
YALI1_F31822g	Q6C0I3	YALI0F24431g1_1	0	0	0	3	1	0	2	0	1	0	0
YALI1_E40785g	Q6C3J1	YALI0E34397g1_1	1	0	0	0	0	2	1	1	2	0	0
YALI1_D01123g	Q6CAP3	YALI0D01067g1_1	0	0	1	0	2	0	1	1	0	0	2
YALI1_F30703g	Q6C0M4	YALI0F23441g1_1	0	1	0	2	2	0	1	0	1	0	0
YALI1_C17238g	Q6CC57	YALI0C12276g1_1	1	3	2	5	4	5	5	3	4	3	3
YALI1_C31918g	Q6CAZ6	YALI0C23122g1_1	2	5	0	4	2	4	6	5	5	3	5
YALI1_E04575g	Q6C749	YALI0E03784g1_1	3	1	5	2	3	4	5	4	1	2	2
YALI1_A10934g	Q6CHA1	YALI0A10879g1_1	3	3	3	2	2	3	7	3	2	3	1
YALI1_A21265g	Q6CGD5	YALI0A20207g1_1	4	4	2	5	3	2	5	5	5	4	7
YALI1_F03215g	B5RSK5	YALI0F02046g1_1	3	2	3	4	5	6	4	4	4	3	4
YALI1_F10633g	F2Z6C7	YALI0F07260g1_1	1	2	3	1	4	3	3	5	2	2	1
YALI1_F15265g	Q6C222	YALI0F11517g1_1	1	1	1	2	2	1	2	3	3	2	2
YALI1_E33527g	Q6C4A8	YALI0E28371g1_1	1	1	0	3	3	2	0	1	4	2	3
YALI1_D09785g	Q6C9X5	YALI0D07568g1_1	3	2	3	2	1	1	3	1	1	1	2
YALI1_C04672g	Q6CD60	YALI0C03520g1_1	1	1	0	1	0	2	1	5	1	0	1
YALI1_E11323g	Q6C6I9	YALI0E09174g1_1	2	1	0	2	0	0	4	1	0	1	0
YALI1_E24513g	Q6C565	YALI0E20669g1_1	0	1	3	1	1	1	2	0	0	1	1
YALI1_C16621g	Q6CC71	YALI0C11880g1_1	3	5	4	2	5	5	6	4	2	4	4
YALI1_F31001g	Q6C0L7	YALI0F23595g1_1	3	2	5	0	4	3	6	4	4	2	3
YALI1_B12042g	Q6CF99	YALI0B08965g1_1	0	0	0	1	0	1	2	0	2	0	0
YALI1_F39001g	Q6BZS2	YALI0F31317g1_1	1	0	2	2	0	3	3	5	2	2	1
YALI1_F13579g	Q6C281	YALI0F10032g1_1	0	6	6	6	3	3	2	4	5	4	3
YALI1_C30514g	Q6CB38	YALI0C22165g1_1	3	5	4	4	4	0	4	3	5	7	3
YALI1_F39645g	Q6BZP4	YALI0F32021g1_1	2	2	1	2	1	1	1	1	3	2	3
YALI1_A08729g	Q6CHH1	YALI0A09020g1_1	1	2	2	2	1	1	2	1	0	2	0
YALI1_D09534g	Q6C9Y0	YALI0D07458g1_1	1	1	0	1	1	1	2	1	2	3	1
YALI1_A01864g	B5RSJ5	YALI0A01452g1_1	0	0	2	1	0	3	2	1	0	0	2
YALI1_D10623g	Q6C9U5	YALI0D08294g1_1	0	1	1	1	1	1	3	0	1	1	1
YALI1_E19826g	Q6C5N2	YALI0E16621g1_1	1	2	0	0	0	2	3	2	1	0	0
YALI1_E35082g	Q6C450	YALI0E29667g1_1	4	5	4	7	7	4	3	0	5	5	3
YALI1_E08828g	Q6C6P9	YALI0E07425g1_1	3	5	9	4	5	6	6	2	6	4	3
YALI1_D20768g	Q6C8U8	YALI0D16863g1_1	3	4	3	6	6	3	9	2	9	3	3
YALI1_E17069g	Q6C5Y6	YALI0E14036g1_1	2	2	5	0	4	4	2	4	3	4	4
YALI1_F21778g	Q6C1H1	YALI0F16313g1_1	4	2	2	2	2	0	2	1	4	1	0
YALI1_C10492g	Q6CCN7	YALI0C07887g1_1	5	5	5	7	3	3	5	8	6	4	4
YALI1_F27834g	Q6C0X5	YALI0F20966g1_1	4	2	1	2	5	3	3	0	4	5	0
YALI1_A22440g	Q6CG81	YALI0A21417g1_1	1	4	1	2	3	2	5	3	1	2	2
YALI1_C30255g	Q6CB49	YALI0C21934g1_1	5	5	4	6	5	3	5	3	3	4	3
YALI1_E31351g	Q6C4I9	YALI0E26389g1_1	4	3	3	4	2	3	4	5	4	5	5
YALI1_E23610g	Q6C5A4	YALI0E19701g1_1	4	4	2	4	3	2	4	6	3	5	5
YALI1_D24649g	Q6C8I1	YALI0D19426g1_1	4	5	4	2	4	2	3	2	3	2	2
YALI1_D02087g	Q6CAL1	YALI0D01804g1_1	1	3	2	2	2	2	1	1	4	3	4
YALI1_E34494g	Q6C472	YALI0E29205g1_1	1	0	1	3	3	2	2	0	4	0	1
YALI1_E02317g	Q6C7D2	YALI0E01782g1_1	2	2	2	0	5	0	3	0	4	2	0
YALI1_E24886g	Q6C553	YALI0E20933g1_1	5	5	4	2	3	3	1	2	1	7	3
YALI1_D32070g	Q6C7Y5	YALI0D24343g1_1	3	0	4	3	3	2	2	5	3	5	2
YALI1_F28274g	Q6C0V4	YALI0F21406g1_1	2	2	2	0	3	0	2	1	1	1	0
YALI1_C30614g	Q6CB35	YALI0C22231g1_1	1	1	1	3	1	1	3	0	2	1	0
YALI1_D35394g	Q6C7M7	YALI0D26840g1_1	1	3	1	2	2	2	2	5	4	2	1
YALI1_E11674g	O43108	YALI0E09471g1_1	3	7	5	4	6	6	4	3	5	4	2
YALI1_C04281g	Q6CD73	YALI0C03201g1_1	0	0	0	2	0	1	1	2	2	1	0
YALI1_B25734g	Q6CE09	YALI0B19624g1_1	2	2	0	1	2	0	0	1	0	1	0
YALI1_D08429g	Q6CA20	YALI0D06589g1_1	0	0	0	2	0	2	0	3	0	0	2
YALI1_B05483g	Q6CFT3	YALI0B04092g1_1	4	3	6	4	4	9	4	5	4	3	3
YALI1_E07535g	Q6C6U0	YALI0E06347g1_1	4	2	1	4	5	3	4	4	4	5	4
YALI1_B07549g	Q6CFM9	YALI0B05522g1_1	3	2	4	3	6	3	5	3	4	3	3
YALI1_F28633g	Q6C0U5	YALI0F21681g1_1	2	2	4	4	2	2	2	3	4	4	3
YALI1_F26574g	Q6C120	YALI0F19910g1_1	2	3	2	5	2	3	1	3	5	4	2
YALI1_E07984g	Q6C6S7	YALI0E06633g1_1	3	4	1	2	4	2	2	1	3	2	0
YALI1_A06361g	Q6CHP7	YALI0A06655g1_1	0	1	4	1	2	3	3	3	1	3	3
YALI1_B11519g	Q6CFB7	YALI0B08514g1_1	0	1	1	0	1	1	2	1	0	2	0
YALI1_F04690g	Q6C318	YALI0F03366g1_1	0	0	2	2	0	1	0	0	1	2	1
YALI1_F37481g	Q6BZY4	YALI0F29931g1_1	2	1	0	1	1	0	0	1	0	2	1
YALI1_D24918g	Q6C8H3	YALI0D19602g1_1	1	0	3	0	1	0	0	0	2	1	1
YALI1_F24635g	Q6C182	YALI0F18480g1_1	0	0	2	0	0	4	0	1	1	0	1
YALI1_B20130g	Q6CEI9	YALI0B15290g1_1	1	2	1	0	0	0	1	0	1	2	1
YALI1_F26860g	Q6C110	YALI0F20196g1_1	1	0	1	0	1	1	2	1	1	1	0
YALI1_F37248g	B5RSM3	YALI0F29678g1_1	3	3	2	3	3	0	2	3	4	3	2
YALI1_E00437g	Q6C7K1	YALI0E00154g1_1	4	1	1	2	3	1	1	1	1	1	1
YALI1_E27406g	Q6C4W1	YALI0E23265g1_1	4	2	6	6	4	4	5	3	3	2	4
YALI1_A21720g	Q6CGB3	YALI0A20702g1_1	2	3	3	4	4	6	3	3	2	3	3
YALI1_D02362g	Q6CAK0	YALI0D02101g1_1	4	4	5	5	4	5	8	3	3	6	3
YALI1_F15708g	Q6C206	YALI0F11869g1_1	4	1	4	5	3	6	7	3	4	3	6
YALI1_D18014g	Q6C927	YALI0D14784g1_1	1	1	2	3	2	0	4	1	1	2	0
YALI1_A19974g	Q6CGI5	YALI0A19030g1_1	1	2	2	2	2	1	3	0	2	1	1
YALI1_B06704g	Q6CFQ4	YALI0B04840g1_1	2	2	2	1	2	1	3	0	1	2	1
YALI1_E34367g	F2Z673	YALI0E29095g1_1	2	0	2	3	3	0	3	1	0	0	3
YALI1_E05709g	Q6C705	YALI0E04785g1_1	1	1	2	1	0	1	2	1	0	0	1
YALI1_E19314g	Q6C5Q5	YALI0E16126g1_1	1	0	4	0	0	0	3	0	1	1	0
YALI1_D20758g	Q6C8U9	YALI0D16841g1_1	0	0	0	2	1	1	1	0	1	3	1
YALI1_E24894g	Q6C552	YALI0E20955g1_1	0	0	0	2	1	0	2	0	1	1	3
YALI1_C17820g	Q6CC42	YALI0C12639g1_1	1	2	1	1	1	1	1	1	0	1	0
YALI1_D13450g	Q6C9J3	YALI0D10769g1_1	1	2	1	0	1	0	0	0	1	1	0
YALI1_B12917g	Q6CF76	YALI0B09603g1_1	0	2	1	1	0	0	1	0	2	0	0
YALI1_B10582g	Q6CFD5	YALI0B08096g1_1	3	3	3	3	3	2	0	2	2	3	2
YALI1_F21362g	Q6C1I9	YALI0F15873g1_1	2	2	4	5	4	3	8	1	4	7	3
YALI1_C30399g	Q6CB43	YALI0C22066g1_1	1	1	6	4	3	3	4	0	5	2	1
YALI1_E01623g	Q6C7G1	YALI0E01100g1_1	2	0	2	3	1	2	4	2	2	3	5
YALI1_E16919g	Q6C5Z2	YALI0E13904g1_1	0	0	1	4	1	0	2	2	2	3	1
YALI1_B16735g			2	5	4	3	5	6	5	2	6	3	6
YALI1_C17411g	Q6CC56	YALI0C12342g1_1	1	3	5	3	3	4	7	5	3	5	3
YALI1_E28490g	Q6C4T1	YALI0E23969g1_1	0	2	3	3	4	3	2	2	5	3	3
YALI1_A04561g	Q6CHW0	YALI0A04345g1_1	2	3	4	4	3	5	1	1	3	2	2
YALI1_C07816g	Q6CCW0	YALI0C06083g1_1	6	3	2	2	3	3	3	2	3	2	1
YALI1_E12244g	Q6C6G0	YALI0E09845g1_1	2	2	3	6	2	4	3	2	0	2	4
YALI1_D04901g	Q6CAD1	YALI0D03916g1_1	2	2	3	3	2	2	1	2	1	4	5
YALI1_F12080g	Q6C2E1	YALI0F08657g1_1	2	4	3	1	2	2	1	2	4	2	4
YALI1_C12845g	Q6CCH9	YALI0C09232g1_1	2	2	3	2	3	4	4	3	2	3	2
YALI1_E19371g	Q6C5Q1	YALI0E16214g1_1	3	6	6	3	1	5	3	4	3	6	5
YALI1_F09289g	Q6C2P3	YALI0F06226g1_1	3	2	6	2	2	7	6	4	2	4	6
YALI1_E09128g		YALI0E07623g1_1	2	4	5	5	2	2	4	4	2	4	1
YALI1_D32594g	Q6C7X2	YALI0D24629g1_1	2	1	2	3	4	2	4	3	1	2	3
YALI1_E23578g			0	2	4	3	3	3	4	2	1	1	4
YALI1_D28842g	Q6C854	YALI0D22594g1_1	2	3	2	2	1	1	2	1	3	4	2
YALI1_E29481g	Q6C4P9	YALI0E24673g1_1	4	2	1	3	2	0	2	0	2	3	2
YALI1_D27780g	Q6C879	YALI0D21978g1_1	2	0	4	2	2	3	2	0	3	1	1
YALI1_F30641g	F2Z6C2	YALI0F23375g1_1	1	1	3	0	2	3	2	1	2	1	4
YALI1_E07657g	Q6C6T6	YALI0E06435g1_1	2	1	3	2	2	1	4	0	4	1	0
YALI1_F31568g	Q6C0J4	YALI0F24145g1_1	0	1	1	1	0	3	2	0	2	2	1
YALI1_B23440g	Q6CE68	YALI0B18150g1_1	1	0	1	1	3	2	0	1	1	2	1
YALI1_B22549g	Q6CEA0	YALI0B17336g1_1	0	1	0	2	3	2	0	3	2	0	0
YALI1_D35356g	Q6C7M8	YALI0D26818g1_1	1	0	1	1	1	2	2	2	0	1	2
YALI1_F05781g	Q6C2Z4	YALI0F03883g1_1	0	1	3	1	1	1	3	0	0	2	1
YALI1_C29854g	Q6CB64	YALI0C21582g1_1	1	0	2	1	2	3	0	1	0	0	2
YALI1_F33951g	Q6C0A1	YALI0F26521g1_1	0	0	2	2	0	2	3	2	0	1	0
YALI1_E29512g	Q6C4P8	YALI0E24695g1_1	4	3	5	5	5	1	2	2	6	4	2
YALI1_A10907g	Q6CHA2	YALI0A10813g1_1	2	3	4	5	4	4	5	3	4	2	2
YALI1_B06447g	Q6CFQ7	YALI0B04708g1_1	2	2	4	1	1	3	2	4	3	2	4
YALI1_D13686g	Q6C9I6	YALI0D10923g1_1	2	2	1	2	3	2	3	1	1	1	3
YALI1_B06847g	Q6CFP9	YALI0B04950g1_1	1	2	2	2	2	2	4	1	4	1	0
YALI1_E11370g	Q6C6I6	YALI0E09240g1_1	1	2	2	2	0	4	4	2	2	1	1
YALI1_F02758g	Q6C387	YALI0F01771g1_1	1	1	0	3	3	0	3	0	2	2	0
YALI1_C33270g	Q6CAU6	YALI0C24233g1_1	1	2	0	2	3	0	3	0	2	2	0
YALI1_E24360g	Q6C572	YALI0E20515g1_1	2	1	1	1	2	2	2	0	2	0	2
YALI1_A05091g	Q6CHU2	YALI0A04961g1_1	1	1	2	1	2	2	2	0	2	1	1
YALI1_E09750g	Q6C6N0	YALI0E08030g1_1	0	2	4	3	3	2	1	0	3	2	0
YALI1_D11354g	Q6C9R9	YALI0D08866g1_1	0	1	2	2	1	2	4	2	1	1	2
YALI1_E17258g	Q6C5X7	YALI0E14234g1_1	4	3	4	2	5	2	5	3	2	2	3
YALI1_C25244g	Q6CBK2	YALI0C18073g1_1	4	4	6	1	2	5	4	4	0	3	3
YALI1_D19039g	Q6C8Z7	YALI0D15532g1_1	2	3	4	2	3	3	5	2	2	4	1
YALI1_E02007g	Q6C7E6	YALI0E01452g1_1	2	4	1	1	5	3	2	3	2	4	2
YALI1_F24708g	Q6C179	YALI0F18546g1_1	1	1	2	2	2	2	2	1	1	2	0
YALI1_F19635g	Q6C1N7	YALI0F14707g1_1	0	0	1	0	1	0	0	1	0	2	0
YALI1_C23359g	Q6CBR3	YALI0C16346g1_1	0	1	0	0	0	0	1	1	2	0	0
YALI1_B13699g	Q6CF55	YALI0B10153g1_1	0	0	0	1	0	0	1	0	2	1	0
YALI1_D15296g	Q6C9C7	YALI0D12254g1_1	1	0	0	0	1	0	0	0	0	1	2
YALI1_B21855g	Q6CEC2	YALI0B16808g1_1	2	2	4	2	3	3	4	3	0	3	2
YALI1_C03988g	Q6CD82	YALI0C02959g1_1	2	2	1	3	4	2	4	2	3	3	2
YALI1_F29765g	Q874C0	YALI0F22539g1_1	2	2	2	3	3	4	2	0	3	3	1
YALI1_D19365g	Q6C8Y4	YALI0D15840g1_1	0	2	2	2	2	2	4	3	0	2	3
YALI1_D22157g	Q6C8Q2	YALI0D17886g1_1	2	2	3	1	3	2	3	2	1	1	2
YALI1_E10712g	Q6C6K6	YALI0E08822g1_1	1	2	2	1	2	2	4	3	0	2	3
YALI1_C21603g	Q6CBV0	YALI0C15290g1_1	2	2	3	2	2	1	2	1	2	1	1
YALI1_A07267g	Q6CHL3	YALI0A07689g1_1	1	1	2	2	0	2	0	0	1	1	2
YALI1_B01813g	Q6CG41	YALI0B01056g1_1	3	0	2	1	0	1	1	1	1	1	1
YALI1_E21053g	Q6C5I7	YALI0E17743g1_1	1	2	0	0	1	0	0	0	3	1	0
YALI1_B28511g	Q6CDR2	YALI0B21912g1_1	0	1	2	1	0	0	1	0	0	2	1
YALI1_E02372g	Q6C7C9	YALI0E01848g1_1	1	1	1	0	0	1	0	0	2	0	2
YALI1_F34472g	Q6C079	YALI0F27093g1_1	1	0	0	0	1	1	0	1	0	2	0
YALI1_C03735g	Q6CD93	YALI0C02651g1_1	1	0	0	0	2	0	0	0	1	2	0
YALI1_F31866g	Q6C0I0	YALI0F24497g1_1	1	0	1	1	0	0	2	0	0	1	0
YALI1_C08065g	Q6CCV4	YALI0C06215g1_1	1	0	0	2	0	0	2	1	0	0	0
YALI1_F09017g	B5RSK9	YALI0F06061g1_1	3	3	3	5	2	2	4	3	2	2	2
YALI1_D19306g			3	1	4	1	1	3	4	4	3	3	4
YALI1_B21966g	Q6CEB9	YALI0B16874g1_1	4	1	2	2	2	2	4	0	7	3	4
YALI1_B29528g	Q6CDN3	YALI0B22616g1_1	2	2	2	3	2	4	2	3	4	4	3
YALI1_D05956g	Q6CA95	YALI0D04785g1_1	1	1	3	1	0	1	1	0	1	3	1
YALI1_F32167g	Q6C0G9	YALI0F24783g1_1	0	2	3	1	3	2	2	3	2	4	1
YALI1_F16478g	Q6C1Y6	YALI0F12331g1_1	1	2	1	2	2	1	1	0	1	2	0
YALI1_B18311g	F2Z6H3	YALI0B13816g1_1	1	1	1	1	1	1	1	1	3	2	1
YALI1_D14915g	Q6C9D6	YALI0D12056g1_1	1	1	1	1	1	1	1	2	1	1	3
YALI1_D07124g	Q6CA66	YALI0D05511g1_1	3	4	0	0	3	0	0	1	1	2	0
YALI1_D30941g	Q6C803	YALI0D23881g1_1	1	0	2	1	1	2	0	2	2	1	2
YALI1_E40467g	Q6C3K3	YALI0E34111g1_1	2	3	2	4	1	1	6	0	3	2	2
YALI1_D28890g	Q6C853	YALI0D22616g1_1	3	3	6	3	5	2	3	3	3	0	4
YALI1_E09082g	Q6C6P3	YALI0E07601g1_1	1	2	2	4	1	1	2	1	4	1	0
YALI1_C25301g	Q6CBJ9	YALI0C18139g1_1	2	2	2	1	2	3	1	2	5	0	4
YALI1_B30039g	Q6CDL0	YALI0B23122g1_1	3	3	1	4	3	1	2	0	3	4	0
YALI1_F14290g	Q6C260	YALI0F10615g1_1	2	2	2	1	2	1	2	1	2	0	1
YALI1_C09696g	Q6CCR1	YALI0C07304g1_1	1	1	4	1	3	1	1	0	2	1	1
YALI1_D14462g	B5FVE7	YALI0D11627g1_1	1	2	1	0	1	2	2	2	3	2	0
YALI1_D30058g	Q6C829	YALI0D23265g1_1	0	0	2	2	3	2	0	2	3	2	0
YALI1_A21043g	Q6CGE6	YALI0A19976g1_1	3	2	0	2	2	0	3	0	2	2	0
YALI1_B20777g	Q6CEG5	YALI0B15818g1_1	0	2	1	1	3	1	1	1	1	3	2
YALI1_B05520g	Q6CFT1	YALI0B04136g1_1	0	1	0	0	0	2	0	0	0	0	1
YALI1_F33819g	Q6C0A5	YALI0F26433g1_1	0	0	1	0	0	0	2	1	0	0	0
YALI1_A06721g	Q6CHM9	YALI0A07062g1_1	0	0	0	1	0	0	2	0	0	0	1
YALI1_B19962g	Q6CEJ6	YALI0B15147g1_1	0	0	5	2	2	2	3	3	1	3	4
YALI1_D27748g	Q6C881	YALI0D21934g1_1	3	0	4	4	0	3	4	3	0	2	2
YALI1_E30400g	Q6C4M1	YALI0E25652g1_1	0	1	2	2	2	2	2	1	2	3	2
YALI1_F31672g	Q6C0J1	YALI0F24255g1_1	3	3	4	4	2	2	3	3	4	4	2
YALI1_C05857g	Q6CD23		1	0	1	0	0	2	1	1	1	1	1
YALI1_C21639g	Q6CBU8	YALI0C15334g1_1	0	2	1	1	1	1	1	0	2	0	0
YALI1_C33406g	Q6CAU0	(YALI0C24354g1_1-YALI0C24354g2_1)	0	0	2	2	0	1	2	0	0	0	2
YALI1_E22576g	Q6C5E1	YALI0E18832g1_1	0	1	1	2	1	1	1	0	1	1	0
YALI1_B04974g	Q6CFU9	YALI0B03520g1_1	0	0	2	2	0	1	2	0	1	0	1
YALI1_D12750g	Q6C9L9	YALI0D10065g1_1	1	1	3	3	2	2	3	2	2	3	5
YALI1_F23719g		YALI0F17864g1_1	1	2	0	1	2	1	1	3	2	2	0
YALI1_E16950g	Q6C5Z1	YALI0E13926g1_1	1	1	1	1	2	1	1	2	2	1	2
YALI1_F06262g	Q6C2Y2	YALI0F04125g1_1	1	1	4	1	1	1	2	1	1	1	1
YALI1_E35843g		YALI0E30525g1_1	3	1	1	1	3	1	3	2	2	3	2
YALI1_F09563g	Q6C2N2	YALI0F06446g1_1	2	1	4	2	2	0	5	0	3	3	0
YALI1_D07427g	Q6CA54	YALI0D05775g1_1	2	4	6	2	1	2	4	1	4	4	3
YALI1_F23024g	Q6C1D4	YALI0F17270g1_1	2	3	3	4	2	3	2	3	3	4	4
YALI1_A21746g	Q6CGB2	YALI0A20724g1_1	0	5	2	4	2	2	5	1	4	2	1
YALI1_F36760g	Q6C003	YALI0F29183g1_1	3	3	3	0	3	1	2	1	4	5	2
YALI1_B27837g	Q6CDT3	YALI0B21384g1_1	4	3	1	2	4	3	1	1	3	3	0
YALI1_D04772g	Q6CAD4	YALI0D03762g1_1	1	0	3	3	1	3	4	5	2	0	3
YALI1_E13514g	Q6C6C3	YALI0E10637g1_1	2	2	1	0	3	0	3	0	2	2	1
YALI1_D00848g	Q6CAQ5	YALI0D00803g1_1	1	3	1	0	3	2	1	1	1	1	2
YALI1_D17410g	Q6C948	YALI0D14102g1_1	3	1	0	1	0	1	1	1	1	0	1
YALI1_E30234g	Q6C4M6	YALI0E25223g1_1	0	1	1	1	1	0	1	0	2	1	2
YALI1_F28453g	Q6C0V2	YALI0F21483g1_1	0	2	1	2	0	1	1	0	2	1	0
YALI1_E07471g	Q6C6U5	YALI0E06149g1_1	1	2	2	0	2	0	0	0	0	1	2
YALI1_C23989g	Q6CBP2	YALI0C16819g1_1	2	0	0	0	1	1	1	0	2	0	0
YALI1_D21023g	Q6C8T8	YALI0D17072g1_1	2	0	0	0	2	1	0	2	0	0	0
YALI1_E21312g	Q6C5H7	YALI0E17963g1_1	0	0	0	2	1	1	1	0	1	0	1
YALI1_B13723g	Q6CF54	YALI0B10175g1_1	2	1	1	0	1	2	2	1	1	1	1
YALI1_E38308g	Q6C3T1	YALI0E32351g1_1	1	2	0	1	3	1	1	2	1	1	0
YALI1_E01649g	Q6C7G0	YALI0E01122g1_1	0	0	2	2	3	1	1	2	0	0	2
YALI1_D30922g	Q6C804	YALI0D23859g1_1	2	0	0	2	1	1	3	1	1	0	2
YALI1_C06414g	Q6CD05	YALI0C04928g1_1	1	0	1	2	1	1	3	1	1	1	1
YALI1_B18347g	F2Z5W7	YALI0B13838g1_1	1	0	4	0	0	1	1	1	1	2	1
YALI1_E35753g	Q6C424	YALI0E30371g1_1	2	1	1	1	1	1	0	1	1	2	1
YALI1_F02238g	Q6C3A2	YALI0F01430g1_1	1	0	2	2	2	0	0	2	2	1	0
YALI1_C32253g	Q6CAY3	YALI0C23386g1_1	0	0	1	2	0	1	3	0	0	3	0
YALI1_E08440g	Q6C6R0	YALI0E07095g1_1	1	0	1	3	0	2	2	1	1	0	1
YALI1_D17593g	Q6C940	YALI0D14454g1_1	1	0	1	1	1	2	1	1	2	1	1
YALI1_B21774g	Q6CEC7	YALI0B16698g1_1	2	0	1	0	1	2	1	2	1	1	1
YALI1_F22908g	Q6C1E0	YALI0F17138g1_1	1	0	2	2	0	0	4	0	3	0	0
YALI1_B03335g	Q6CFZ4	YALI0B02244g1_1	0	1	0	4	1	0	3	0	3	0	0
YALI1_A03964g	Q6CHX5	YALI0A03773g1_1	0	0	2	0	0	1	1	0	1	0	0
YALI1_B21714g	Q6CEC9	YALI0B16654g1_1	1	0	0	0	0	0	2	0	1	1	0
YALI1_A20902g	Q6CGF3	YALI0A19822g1_1	0	0	1	0	0	2	0	2	0	0	0
YALI1_F09803g	Q6C2M3	YALI0F06644g1_1	1	0	1	0	0	0	2	0	1	0	0
YALI1_E34942g	Q6C456	YALI0E29535g1_1	0	0	0	2	1	0	1	0	1	0	0
YALI1_F29937g	Q6C0P9	YALI0F22737g1_1	0	0	0	1	0	0	2	1	1	0	0
YALI1_D15902g	Q6C9A4	YALI0D12727g1_1	0	0	1	0	0	2	0	1	0	0	1
YALI1_C18948t			0	1	0	0	1	1	0	0	0	2	0
YALI1_D16672g	Q6C973	YALI0D13486g1_1	0	0	0	1	0	0	2	2	0	0	0
YALI1_E16820g	Q6C5Z5	YALI0E13794g1_1	0	0	1	0	0	0	2	0	0	1	1
YALI1_D12342g	Q6C9N3	YALI0D09757g1_1	0	0	0	2	0	0	2	0	1	0	0
YALI1_E27196g	Q6C4X1	YALI0E23045g1_1	1	1	2	1	1	2	2	2	3	2	1
YALI1_C31243g			2	2	3	1	2	2	1	0	2	2	1
YALI1_E00746g	Q6C7J2	YALI0E00396g1_1	1	0	0	1	1	0	1	2	0	0	2
YALI1_E34621g	Q6C468	YALI0E29293g1_1	1	0	0	1	0	0	2	2	1	1	0
YALI1_E05309g	Q6C724	YALI0E04378g1_1	1	1	0	0	0	2	0	1	1	2	0
YALI1_F35591g	Q6C043	YALI0F27929g1_1	1	1	3	2	3	1	4	1	2	2	3
YALI1_E13287g	Q6C6D1	YALI0E10461g1_1	2	1	3	3	2	2	4	2	3	2	0
YALI1_E12987g	Q6C6D8	YALI0E10307g1_1	2	3	1	1	2	1	5	2	1	4	2
YALI1_F27237g	Q6C0Z5	YALI0F20526g1_1	1	1	2	2	0	0	5	0	1	0	3
YALI1_B19390g	Q6CEL3	YALI0B14773g1_1	1	0	2	1	1	1	3	2	1	1	2
YALI1_B28830g	Q6CDQ3	YALI0B22154g1_1	0	2	2	2	2	3	0	2	4	1	2
YALI1_F38339g	Q6BZV0	YALI0F30701g1_1	2	2	1	1	2	3	2	2	2	2	2
YALI1_C30086g	B5FVD3	YALI0C21789g1_1	1	0	1	4	0	1	4	3	2	3	1
YALI1_D03865g	Q6CAG1	YALI0D03069g1_1	3	1	3	2	1	2	2	1	2	2	1
YALI1_B15655g	Q6CEY6	YALI0B11836g1_1	2	2	1	2	3	2	1	1	1	1	2
YALI1_E31075g	Q6C4J6	YALI0E26235g1_1	0	1	1	3	1	2	3	1	2	1	3
YALI1_F15449g	Q6C214	YALI0F11693g1_1	2	1	4	0	1	2	4	1	2	2	1
