GeneName_CENPK	GeneName_S288C	uniprotID_S288c	Standard_A	Standard_B	Standard_C	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	OsmoticStress_A	OsmoticStress_B	OsmoticStress_C	ec_number	Protein_name
CENPK1137D_756	YLR387C	Q06709	0	0.637893707	0.389495494	0.178768635	0	0	0.389495494	0.178768635	0	0	0.178768635	0.178768635		Cytoplasmic 60S subunit biogenesis factor REH1 - REH1
CENPK1137D_3842	YDL219W	Q07648	0.467799268	0.467799268	0.467799268	0.467799268	0	0	0.467799268	0	0.467799268	0.467799268	0.467799268	1.15443469	3.1.1.96; 3.1.1.-	D-aminoacyl-tRNA deacylase - DTD1
CENPK1137D_5154	YIL106W	P40484	0	0.165914401	0.165914401	0.165914401	0.165914401	0.359356391	0.165914401	0	0	0.359356391	0.359356391	0.359356391		DBF2 kinase activator protein MOB1 - MOB1
CENPK1137D_4122	YDR299W	Q06631	0.092600861	0.193776642	0	0.092600861	0.092600861	0	0.092600861	0.092600861	0.092600861	0.42510267	0.092600861	0		Protein BFR2 - BFR2
CENPK1137D_2937	YGL035C	P27705	0	0.154781985	0	0.154781985	0	0	0.154781985	0	0.154781985	0.333521432	0.333521432	0.333521432		Regulatory protein MIG1 - MIG1
CENPK1137D_1011	YKR002W	P29468	0	0.14504757	0	0.225279857	0.070068956	0	0	0.070068956	0	0.070068956	0	0.225279857	2.7.7.19	Poly(A) polymerase - PAP1
CENPK1137D_2150	YOR131C	Q12486	0.232846739	0.519911083	0.232846739	1.3101297	0.873817423	0	0.519911083	0	0	0.232846739	0	0	3.-.-.-	Putative uncharacterized hydrolase YOR131C - YOR131C
CENPK1137D_3799	YDL224C	Q07655	0.258925412	0.258925412	0.258925412	0.122018454	0.122018454	0.122018454	0	0.258925412	0	0.122018454	0.122018454	0.122018454		Protein WHI4 - WHI4
CENPK1137D_1490	YJL141C	P14680	0.082636734	0.082636734	0.172102298	0.172102298	0.172102298	0.172102298	0	0	0.082636734	0	0	0	2.7.12.1	Dual specificity protein kinase YAK1 - YAK1
CENPK1137D_1486	YJL146W	P46958	0.14504757	0.501310729	0.14504757	0.311133937	0.14504757	0	0.14504757	0.311133937	0.14504757	0.14504757	0	0.14504757		IME2-dependent-signaling protein - IDS2
CENPK1137D_2434	YOL083W	Q12292	0	0	0.291549665	0.467799268	0.136463666	0.467799268	0.291549665	0.291549665	0	0	0.136463666	0		Autophagy-related protein 34 - ATG34
CENPK1137D_2513	YNL166C	P53890	0.122018454	0.122018454	0.258925412	0.122018454	0.122018454	0.122018454	0	0.122018454	0.122018454	0.122018454	0.122018454	0		Bud neck protein 5 - BNI5
CENPK1137D_419	YML034W	Q03707	0.068000433	0.068000433	0	0	0.140624924	0	0.140624924	0.140624924	0	0.218187912	0	0.068000433		Inner nuclear membrane protein SRC1 - SRC1
CENPK1137D_1896	YPL228W	O13297	0.089022962	0	0.291549665	0	0.089022962	0	0.185971012	0.089022962	0.089022962	0.185971012	0	0.185971012	3.1.3.33	mRNA-capping enzyme subunit beta - CET1
CENPK1137D_3974	YDR152W	Q03768	0	0	0	0.77827941	0	1.371373706	1.371373706	0.333521432	0	0	0.77827941	0.77827941		Protein GIR2 - GIR2
CENPK1137D_373	YML127W	Q03124	0	0.100694171	0.211527659	0.100694171	0	0	0.211527659	0.100694171	0.100694171	0.100694171	0.100694171	0.211527659		Chromatin structure-remodeling complex subunit RSC9 - RSC9
CENPK1137D_4886	YBL037W	P38065	0	0	0.044402552	0.090776692	0.044402552	0	0	0	0.090776692	0	0	0.090776692		AP-2 complex subunit alpha - APL3
CENPK1137D_5076	YIR012W	P35184	0.291549665	0	0	0.291549665	0	0.291549665	0.291549665	0.291549665	0	0.668100537	0.291549665	0.668100537		Ribosome assembly protein SQT1 - SQT1
CENPK1137D_1191	YKL114C	P22936	0.389495494	0	0.178768635	0.178768635	0.178768635	0.178768635	0.178768635	0.178768635	0	0.178768635	0.389495494	0.389495494	4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase 1 - APN1
CENPK1137D_4597	YBR053C	P38235	0.311133937	0.311133937	0.14504757	0	0.14504757	0.14504757	0.311133937	0.14504757	0	0.14504757	0.14504757	0.14504757		Uncharacterized protein YBR053C - YBR053C
CENPK1137D_1739	YPR036W-A	Q3E752		0	0		0		0	0	0	0	0	0		Uncharacterized protein YPR036W-A - YPR036W-A
CENPK1137D_1368	YJR075W	P47124	0	0	0	0	0.178768635	0	0.389495494	0.178768635	0.389495494	0.178768635	0.389495494	0.389495494	2.4.-.-	Putative glycosyltransferase HOC1 - HOC1
CENPK1137D_1793	YPR098C	Q06089	0	2.16227766	2.16227766	0	9	9	0	2.16227766	9	2.16227766	2.16227766	9		Uncharacterized mitochondrial outer membrane protein YPR098C - YPR098C
CENPK1137D_4549	YBR005W	P38212	0	0.258925412	0.258925412	0.258925412	0.584893192	0.258925412	0.584893192	0.584893192	0	0	0	0		Protein RCR1 - RCR1
CENPK1137D_441	YLR055C	P38915	0	0	0	0.211527659	0	0.100694171	0.100694171	0.100694171	0.211527659	0.211527659	0	0.100694171		Transcription factor SPT8 - SPT8
CENPK1137D_483	YLR096W	P13186	0	0	0.094499799	0.046183444	0.046183444	0	0.046183444	0	0.046183444	0.14504757	0.094499799	0	2.7.11.1	Serine/threonine-protein kinase KIN2 - KIN2
CENPK1137D_4250	YDR422C	P32578	0.085711119	0.085711119	0.178768635	0.085711119	0.178768635	0	0	0	0.085711119	0.178768635	0	0.279802214		SNF1 protein kinase subunit beta-1 - SIP1
CENPK1137D_1232	YJL069C	P40362	0.14504757	0.311133937	0.14504757	0	0	0	0.14504757	0.311133937	0	0.14504757	0.14504757	0.311133937		U3 small nucleolar RNA-associated protein 18 - UTP18
CENPK1137D_1806	YPR113W	P06197	0	0.291549665	0	0.291549665	0	0	0.291549665	0	0	0.291549665	0.291549665	0	2.7.8.11	CDP-diacylglycerol--inositol 3-phosphatidyltransferase - PIS1
CENPK1137D_558	YLR179C	Q06252	0.333521432	0.333521432	0.333521432	0.77827941	0.77827941	0.77827941	0.333521432	0.333521432	0	0.333521432	0.333521432	0		Uncharacterized protein YLR179C - YLR179C
CENPK1137D_651	YLL028W	Q07824	0.291549665	0.291549665	0.291549665	0	0.291549665	0	0.668100537	0.668100537	0.668100537	0	0	0		Polyamine transporter 1 - TPO1
CENPK1137D_1942	YPL184C	Q08925	0	0.105295141	0.105295141	0	0.105295141	0.221677349	0.105295141	0.221677349	0.221677349	0	0.105295141	0.221677349		RNA-binding protein MRN1 - MRN1
CENPK1137D_580	YLR201C	Q05779	0	0	0.258925412	0.258925412	0.258925412	0	0	0	0	0	0.258925412	0.258925412		"Ubiquinone biosynthesis protein COQ9, mitochondrial - COQ9"
CENPK1137D_1463	YJL171C	P46992	0	0	0	0.291549665	0	0.291549665	0.668100537	0.291549665	0	0.668100537	0	0.291549665		Cell wall protein YJL171C - YJL171C
CENPK1137D_4516	YCR021C	P25619	0.467799268	2.16227766	0.467799268	0.467799268	1.15443469	0.467799268	0.467799268	0.467799268	0.467799268	0	0	0		30 kDa heat shock protein - HSP30
CENPK1137D_1137	YKL173W	P36048	0	0.094499799	0.046183444	0.094499799	0.14504757	0	0.094499799	0	0.046183444	0.046183444	0	0.046183444		Pre-mRNA-splicing factor SNU114 - SNU114
CENPK1137D_2199	YOR181W	Q12446	0	0	0.274274986	0	0.128837892	0.274274986	0.274274986	0.128837892	0.274274986	0	0	0		Proline-rich protein LAS17 - LAS17
CENPK1137D_1375	YJR083C	P47129	0	0	0.14504757	0.14504757	0.14504757	0.14504757	0.14504757	0.14504757	0.311133937	0.14504757	0.14504757	0.311133937		Assembly-complementing factor 4 - ACF4
CENPK1137D_3168	YGR202C	P13259	0.14504757	0	0	0	0.14504757	0.14504757	0.14504757	0	0.14504757	0	0.311133937	0.14504757	2.7.7.15	Choline-phosphate cytidylyltransferase - PCT1
CENPK1137D_5245	YHR100C	P38812	0.258925412	0.258925412	0.584893192	0.584893192	0.584893192	0	0	0	0.258925412	0.258925412	0.258925412	0.584893192	3.1.3.27	"Phosphatidylglycerophosphatase GEP4, mitochondrial - GEP4"
CENPK1137D_988	YKL018W	P36104	0	0	0.359356391	0.165914401	0.359356391	0.165914401	0.165914401	0	0.165914401	0	0.584893192	0.165914401		COMPASS component SWD2 - SWD2
CENPK1137D_2992	YGR021W	P53212	0	0.232846739	0.232846739	0.232846739	0.232846739	0	0.519911083	0.232846739	0	0.232846739	0.232846739	0.232846739		Probable transcriptional regulatory protein HAH1 - YGR021W
CENPK1137D_2472	YNL212W	P40157	0	0	0.140624924	0	0	0.068000433	0	0	0.068000433	0	0	0.218187912		Vacuolar import and degradation protein 27 - VID27
CENPK1137D_682	YLR309C	Q06704	0.05021108	0	0.05021108	0.05021108	0.158323286	0	0	0.05021108	0.102943312	0.102943312	0.05021108	0.05021108		Golgin IMH1 - IMH1
CENPK1137D_2510	YNL169C	P39006	0.291549665	0	0.291549665	0	0	0	0.136463666	0.291549665	0.136463666	0.291549665	0	0	4.1.1.65	"Phosphatidylserine decarboxylase proenzyme 1, mitochondrial - PSD1"
CENPK1137D_2605	YNL074C	P32047	0.154781985	0	0.333521432	0.154781985	0.333521432	0.154781985	0.154781985	0.154781985	0.333521432	0	0	0		Protein MLF3 - MLF3
CENPK1137D_290	YML094W	Q04493	0	0	0	0.232846739	0	0	0.519911083	0	0	0.519911083	0.519911083	0.232846739		Prefoldin subunit 5 - GIM5
CENPK1137D_5442	YHR045W	P38775	0	0.122018454	0	0	0	0	0.258925412	0.122018454	0	0	0.258925412	0.412537545		Putative uncharacterized protein YHR045W - YHR045W
CENPK1137D_1517	YJL112W	P47025	0.089022962	0.089022962	0.089022962	0	0	0.089022962	0.185971012	0.089022962	0.089022962	0.185971012	0.185971012	0		Mitochondrial division protein 1 - MDV1
CENPK1137D_3623	YEL032W	P24279	0.05021108	0	0.102943312	0	0.05021108	0	0.05021108	0.05021108	0.05021108	0	0	0	3.6.4.12	DNA replication licensing factor MCM3 - MCM3
CENPK1137D_4831	YBR273C	P38349	0	0.274274986	0.623776739	0	0.623776739	0	0	0	0.274274986	0	0	0		UBX domain-containing protein 7 - UBX7
CENPK1137D_911	YKL091C	P33324	0	0.14504757	0.14504757	0.14504757	0.14504757	0.311133937	0.14504757	0.311133937	0	0	0	0.311133937		CRAL-TRIO domain-containing protein YKL091C - YKL091C
CENPK1137D_5169	YIL091C	P40498	0.068000433	0.140624924	0.068000433	0.068000433	0.068000433	0.068000433	0.068000433	0.068000433	0	0.068000433	0.068000433	0.068000433		U3 small nucleolar RNA-associated protein 25 - UTP25
CENPK1137D_3572	YEL052W	P32317	0	0.389495494	0.245197085	0.245197085	0.115883993	0.115883993	0.115883993	0.245197085	0	0	0.115883993	0		Protein AFG1 - AFG1
CENPK1137D_147	YMR115W	Q04472	0	0.258925412	0.258925412	0.122018454	0	0	0.258925412	0.258925412	0	0.122018454	0.412537545	0		Mitochondrial inner membrane i-AAA protease supercomplex subunit MGR3 - MGR3
CENPK1137D_1057	YKR049C	P36141	0	0.930697729	0.389495494	0.389495494	0.389495494	0.389495494	0.389495494	0.389495494	0.930697729	0.389495494	0	0.389495494	1.-.-.-	"Putative redox protein FMP46, mitochondrial - FMP46"
CENPK1137D_3334	YFL047W	P43556	0	0.068000433	0.068000433	0.068000433	0.068000433	0	0.068000433	0	0.068000433	0.068000433	0.068000433	0.068000433		Rho-GTPase-activating protein RGD2 - RGD2
CENPK1137D_5287	YHR139C	P13130	0.584893192	1.511886432	1.511886432	1.511886432	0.584893192	0.584893192	2.981071706	0	0.584893192	0	0	0		Sporulation-specific wall maturation protein - SPS100
CENPK1137D_1276	YJL024C	P47064	0	0	1.511886432	0	0.584893192	0.584893192	0.584893192	0.584893192	0.584893192	0.584893192	0.584893192	0.584893192		AP-3 complex subunit sigma - APS3
CENPK1137D_4737	YBR185C	P38300	0.193776642	0.193776642	0.193776642	0	0.42510267	0	0	0	0	0.42510267	0.193776642	0.193776642		"Inner membrane mitoribosome receptor MBA1, mitochondrial - MBA1"
CENPK1137D_3881	YDR062W	P40970	0	0	0	0	0.115883993	0.115883993	0	0.115883993	0.115883993	0	0.115883993	0.245197085	2.3.1.50	Serine palmitoyltransferase 2 - LCB2
CENPK1137D_30	YMR002W	Q03667	0	99	99	99	0	0	99	0	0	9	9	0		Mitochondrial intermembrane space cysteine motif-containing protein MIX17 - MIX17
CENPK1137D_4752	YBR200W	P29366	0.105295141	0.105295141	0	0.105295141	0.221677349	0	0.105295141	0	0	0.105295141	0.221677349	0.105295141		Bud emergence protein 1 - BEM1
CENPK1137D_46	YML117W	Q03735	0	0.070068956	0.14504757	0.070068956	0	0.070068956	0.070068956	0	0.14504757	0.070068956	0	0.070068956		RNA-binding protein NAB6 - NAB6
CENPK1137D_5374	YHL013C	P38747	0	0.389495494	0.178768635	0.389495494	0	0.178768635	0.178768635	0.178768635	0	0.178768635	0.389495494	0		OTU domain-containing protein 2 - OTU2
CENPK1137D_4344	YDR517W	Q04410	0.258925412	0.584893192	0	0	0.258925412	0.584893192	0.258925412	0	0.584893192	0.258925412	0	0		GRASP65 homolog protein 1 - GRH1
CENPK1137D_5194	YIL063C	P40517	0.311133937	0.311133937	0	0.14504757	0.501310729	0	0.14504757	0.14504757	0.14504757	0.14504757	0	0		Ran-specific GTPase-activating protein 2 - YRB2
CENPK1137D_1173	YKL134C	P35999	0	0	0	0	0	0	0	0	0	0.211527659	0.376857165	0.211527659	3.4.24.59	Mitochondrial intermediate peptidase - OCT1
CENPK1137D_397	YML058W	Q04964	0.77827941	0	0.77827941	2.16227766	4.623413252	2.16227766	0.77827941	0.77827941	0.77827941	0	0	0		Ribonucleotide reductase inhibitor protein SML1 - SML1
CENPK1137D_1247	YJL054W	P47045	0	0.105295141	0	0	0	0.105295141	0.105295141	0.105295141	0.105295141	0.105295141	0.105295141	0.221677349		Mitochondrial import inner membrane translocase subunit TIM54 - TIM54
CENPK1137D_1725	YPR023C	Q12432	0	0.232846739	0	0.232846739	0	0	0.232846739	0.110336318	0	0.232846739	0.110336318	0.110336318		Chromatin modification-related protein EAF3 - EAF3
CENPK1137D_5127	YIL130W	P40467	0.128837892	0	0	0	0.128837892	0.062467831	0	0	0.128837892	0	0.128837892	0.062467831		Activator of stress genes 1 - ASG1
CENPK1137D_162	YMR130W	Q04223	0.14504757	0.311133937	0.14504757	0	0.501310729	0	0.14504757	0	0	0.14504757	0.14504757	0.14504757		Uncharacterized protein YMR130W - YMR130W
CENPK1137D_1919	YPL206C	Q08959	0	0	0	0.165914401	0	0	0.165914401	0.165914401	0	0.359356391	0.165914401	0	3.1.4.-	Phosphatidylglycerol phospholipase C - PGC1
CENPK1137D_3088	YGR121C	P40260	0.584893192	0.584893192	0.584893192	1.511886432	0	0	1.511886432	1.511886432	0.584893192	0.584893192	0	0.584893192		Ammonium transporter MEP1 - MEP1
CENPK1137D_5201	YHR059W	P38783	9	9	0	0	9	0	0	9	0	9	0	9		"Protein FYV4, mitochondrial - FYV4"
CENPK1137D_3611	YEL044W	P32617	0.333521432	0.333521432	0.333521432	0.333521432	0.77827941	0	0	0.333521432	0.77827941	0.333521432	0.77827941	0		Chromatin-remodeling complex subunit IES6 - IES6
CENPK1137D_2130	YOR112W	Q12453	0	0.066050499	0.066050499	0.136463666	0	0.136463666	0	0.291549665	0.066050499	0.066050499	0	0		Cytoplasmic export protein 1 - CEX1
CENPK1137D_2103	YOR085W	P48439	0	0.333521432	0	0.333521432	0.333521432	0	0.333521432	0.333521432	0	0.333521432	0.333521432	0.333521432	2.4.99.18	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3 - OST3
CENPK1137D_1102	YKL191W	P32461	0	0.333521432	0.154781985	0.333521432	0	0	0.333521432	0.154781985	0	0.333521432	0.154781985	0	2.5.1.108	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 - DPH2
CENPK1137D_1603	YPL097W	P48527	0	0	0.232846739	0.110336318	0.110336318	0.110336318	0	0.110336318	0.232846739	0	0	0.232846739	6.1.1.1	"Tyrosine--tRNA ligase, mitochondrial - MSY1"
CENPK1137D_301	YML093W	Q04500	0.066050499	0	0.211527659	0.066050499	0.066050499	0	0.066050499	0	0.136463666	0.066050499	0.066050499	0.066050499		U3 small nucleolar RNA-associated protein 14 - UTP14
CENPK1137D_5199	YHR057C	P23285	0.291549665	0.291549665	0.668100537	0	0	0	2.593813664	0.291549665	0.668100537	0	0	0	5.2.1.8	Peptidyl-prolyl cis-trans isomerase B - CPR2
CENPK1137D_4335	YDR507C	Q12263	0	0.041974625	0.085711119	0	0.085711119	0.041974625	0	0.085711119	0	0.085711119	0	0.041974625	2.7.11.1	Serine/threonine-protein kinase GIN4 - GIN4
CENPK1137D_3696	YDL128W	Q99385	0.584893192	1.511886432	0.584893192	0.584893192	0.584893192	0	0	0.584893192	0	0.584893192	0.584893192	0.584893192		Vacuolar calcium ion transporter - VCX1
CENPK1137D_5056	YIL007C	P40555	0	0.258925412	0.258925412	0.258925412	0	0.584893192	0.258925412	0.258925412	0.258925412	0	0.258925412	0		Probable 26S proteasome regulatory subunit p27 - NAS2
CENPK1137D_421	YML031W	P32500	0	0	0.110336318	0	0.110336318	0.110336318	0.232846739	0	0	0	0.110336318	0		Nucleoporin NDC1 - NDC1
CENPK1137D_3568	YER154W	P39952	0	0	0	0.584893192	0	0	0.258925412	0.584893192	0	0.258925412	0.995262315	0.258925412		Mitochondrial inner membrane protein OXA1 - OXA1
CENPK1137D_726	YLR357W	Q06488	0	0.115883993	0.056354104	0.115883993	0.056354104	0	0	0	0.178768635	0	0	0		Chromatin structure-remodeling complex subunit RSC2 - RSC2
CENPK1137D_846	YLR002C	Q07896	0	0.193776642	0.092600861	0.092600861	0.092600861	0	0.193776642	0	0.092600861	0.092600861	0.092600861	0.092600861		Nucleolar complex-associated protein 3 - NOC3
CENPK1137D_2538	YNL313C	P42842	0.113042193	0.113042193	0	0.113042193	0	0	0	0	0.055008148	0.055008148	0.055008148	0.113042193		Essential for maintenance of the cell wall protein 1 - EMW1
CENPK1137D_3882	YDR063W	Q12156	0.584893192	0.584893192	2.981071706	0	0.584893192	0.584893192	0	0.584893192	0.584893192	0	0.584893192	0.584893192		Protein AIM7 - AIM7
CENPK1137D_5264	YHR117W	P38825	0	0.089022962	0.089022962	0.185971012	0.185971012	0	0.089022962	0.185971012	0	0.089022962	0	0.089022962		Protein TOM71 - TOM71
CENPK1137D_2155	YOR138C	Q12242	0	0	0.122018454	0	0.122018454	0.122018454	0	0.122018454	0	0.122018454	0.122018454	0.122018454		UBA domain-containing protein RUP1 - RUP1
CENPK1137D_894	YKL107W	P34251	0	0.291549665	0.136463666	0.136463666	0.668100537	0	0.291549665	0.136463666	0.136463666	0	0	0	1.-.-.-	Uncharacterized oxidoreductase YKL107W - YKL107W
CENPK1137D_3609	YEL046C	P37303	0	0.438449888	0.274274986	0	0	0	0.128837892	0	0	0.274274986	0.274274986	0.274274986	4.1.2.48	Low specificity L-threonine aldolase - GLY1
CENPK1137D_1480			0	0	0	0	0	0	0	0	0	0.136463666	0.467799268	0.668100537		specific  Uncharacterized protein
CENPK1137D_1714	YPR011C	Q12251	0	0	0.291549665	0	0	0.291549665	0.291549665	0.467799268	0	0.136463666	0	0		Uncharacterized mitochondrial carrier YPR011C - YPR011C
CENPK1137D_4417	YCR067C	P25365	0	0	0.074607828	0.074607828	0.154781985	0.154781985	0.074607828	0.154781985	0	0	0	0		Putative guanine nucleotide-exchange factor SED4 - SED4
CENPK1137D_3518	YER105C	P40064	0	0.039798418	0.039798418	0.039798418	0	0	0.081180751	0.039798418	0.039798418	0.081180751	0.081180751	0		Nucleoporin NUP157 - NUP157
CENPK1137D_2702	YNR026C	P11655	0.165914401	0	0	0	0.359356391	0	0	0	0.165914401	0	0.165914401	0.165914401		Guanine nucleotide-exchange factor SEC12 - SEC12
CENPK1137D_5101	YIR035C	P40579	0.258925412	0.258925412	0	0.258925412	0.258925412	0	0.258925412	0	0.258925412	0.584893192	0	0.584893192	1.-.-.-	Uncharacterized oxidoreductase YIR035C - YIR035C
CENPK1137D_666	YLR291C	P32502	0	0.333521432	0.154781985	0.154781985	0.154781985	0	0.154781985	0.333521432	0.154781985	0.154781985	0.154781985	0		Translation initiation factor eIF-2B subunit beta - GCD7
CENPK1137D_1805	YPR112C	Q06106	0.052500285	0.052500285	0.107756851	0	0	0	0	0	0.052500285	0.165914401	0.107756851	0		Multiple RNA-binding domain-containing protein 1 - MRD1
CENPK1137D_4547	YBR003W	P18900	0	0.245197085	0.245197085	0	0	0.115883993	0	0.115883993	0.115883993	0	0	0.115883993	2.5.1.-	"Hexaprenyl pyrophosphate synthase, mitochondrial - COQ1"
CENPK1137D_3911	YDR087C	P35178	0.193776642	0.193776642	0.42510267	0	0.193776642	0	0	0	0.193776642	0.193776642	0.193776642	0.193776642		Ribosomal RNA-processing protein 1 - RRP1
CENPK1137D_2192	YOR175C	Q08548	0	0.110336318	0.110336318	0.110336318	0.110336318	0	0.110336318	0.110336318	0.232846739	0.110336318	0	0	2.3.1.23; 2.3.1.51	Lysophospholipid acyltransferase - ALE1
CENPK1137D_743	YLR373C	Q05934	0	0	0.100694171	0.211527659	0.100694171	0	0.100694171	0.211527659	0.100694171	0.100694171	0.211527659	0		Vacuolar import and degradation protein 22 - VID22
CENPK1137D_3468	YER061C	P39525	0.154781985	0.154781985	0.154781985	0.333521432	0.333521432	0.154781985	0	0	0	0.333521432	0	0	2.3.1.41	3-oxoacyl-[acyl-carrier-protein] synthase homolog - CEM1
CENPK1137D_3531	YER118C	P40073	0.77827941	0.77827941	2.16227766	0	0.77827941	0	0	0	0.77827941	0	0.77827941	2.16227766		High osmolarity signaling protein SHO1 - SHO1
CENPK1137D_5032	YIL027C	P40540	0	0	0	2.16227766	0.77827941	0.77827941	0.77827941	0.77827941	0	0.77827941	0.77827941	0.77827941		ER membrane protein complex subunit 5 - EMC5
CENPK1137D_3558	YER145C	P40088	0	0	0	0	0	0	1.15443469	0	0	0.668100537	0.668100537	1.782559402		Plasma membrane iron permease - FTR1
CENPK1137D_3493	YER083C	P40056	0	0.42510267	0.42510267	0	0.193776642	0	0	0	0	0	0.193776642	0.42510267		Golgi to ER traffic protein 2 - GET2
CENPK1137D_4412	YCR060W	P25638	3.641588834	1.15443469	0	3.641588834	1.15443469	1.15443469	1.15443469	0	0	0	0	3.641588834		TPR repeat-containing protein associated with Hsp90 - TAH1
CENPK1137D_2151	YOR132W	P32913	0	0	0.14504757	0	0.311133937	0	0.501310729	0.14504757	0.14504757	0.311133937	0	0		Vacuolar protein sorting-associated protein 17 - VPS17
CENPK1137D_1192	YKL113C	P26793	0	0.178768635	0.178768635	0.178768635	0	0	0.178768635	0.178768635	0	0.178768635	0.178768635	0.389495494	3.1.-.-	Flap endonuclease 1 - RAD27
CENPK1137D_3514	YER101C	P39945	0	0	0.274274986	0.274274986	0.438449888	0.128837892	0	0.128837892	0.128837892	0.128837892	0	0		Protein AST2 - AST2
CENPK1137D_5072	YIR008C	P10363	0.136463666	0.136463666	0.136463666	0.136463666	0.291549665	0	0.136463666	0	0.291549665	0.136463666	0	0.136463666	2.7.7.-	DNA primase small subunit - PRI1
CENPK1137D_3526	YER114C	P39969	0	0.118872212	0.05776756	0.118872212	0	0.05776756	0.05776756	0.118872212	0.05776756	0	0	0		Protein BOI2 - BOI2
CENPK1137D_2704	YNL297C	P48563	0	0	0.106923601	0	0.034441374	0	0.070068956	0	0.034441374	0.070068956	0.070068956	0		Protein MON2 - MON2
CENPK1137D_1017	YKR007W	Q02205	0	0.333521432	0.333521432	0.77827941	0.333521432	0.333521432	0	0.333521432	0.333521432	0	0	0.333521432		Protein MEH1 - MEH1
CENPK1137D_4635	YBR087W	P38251	0.291549665	0.136463666	0	0.136463666	0	0	0	0.136463666	0	0.291549665	0.291549665	0.291549665		Replication factor C subunit 5 - RFC5
CENPK1137D_445	YLR059C	P54964	0	0	0.165914401	0.165914401	0	0	0.584893192	0	0	0	0	0.165914401	3.1.-.-	"Oligoribonuclease, mitochondrial - REX2"
CENPK1137D_1787	YPR091C	Q06833	0	0.062467831	0.062467831	0.062467831	0.128837892	0	0.199353946	0.062467831	0	0	0.062467831	0		Uncharacterized PH domain-containing protein YPR091C - YPR091C
CENPK1137D_3870	YDR051C	Q99288	0.154781985	0.539926526	0	0	0	0	0.333521432	0.154781985	0.333521432	0.333521432	0	0	3.1.3.-	Broad-range acid phosphatase DET1 - DET1
CENPK1137D_4685	YBR137W	P38276	0.930697729	0.389495494	0.389495494	0.389495494	0.389495494	0.389495494	0.389495494	0.389495494	0	0.389495494	0	0.389495494		UPF0303 protein YBR137W - YBR137W
CENPK1137D_2973	YGR002C	P53201	0	0.085711119	0	0.279802214	0.178768635	0	0.085711119	0.085711119	0.279802214	0	0	0		SWR1-complex protein 4 - SWC4
CENPK1137D_2706	YNR029C	P53729	0	0	0	0.122018454	0	0.258925412	0.122018454	0	0.412537545	0.258925412	0	0		Uncharacterized protein YNR029C - YNR029C
CENPK1137D_4289	YDR462W	P36527	0	0.668100537	0.668100537	0.291549665	0.291549665	0	0	0.291549665	0.291549665	0.291549665	0.291549665	0		"54S ribosomal protein L28, mitochondrial - MRPL28"
CENPK1137D_590	YLR212C	P53378	0	0.584893192	0	0.258925412	0.258925412	0	0.584893192	0.258925412	0.258925412	0	0	0		Tubulin gamma chain - TUB4
CENPK1137D_3614	YEL042W	P32621	0.467799268	0.291549665	0	0	0	0	0.291549665	0.291549665	0	0.291549665	0	0	3.6.1.42	Guanosine-diphosphatase - GDA1
CENPK1137D_505	YLR118C	Q12354	0.584893192	0.584893192	0.584893192	0	0	0	0	0.584893192	0.584893192	1.511886432	0.584893192	1.511886432	3.1.2.-	Acyl-protein thioesterase 1 - YLR118C
CENPK1137D_2427	YOL090W	P25847	0	0.055008148	0.113042193	0.055008148	0.113042193	0	0	0	0.055008148	0.113042193	0	0.113042193		DNA mismatch repair protein MSH2 - MSH2
CENPK1137D_2780	YNL259C	P38636	0	0	0	30.6227766	9	9	2.16227766	30.6227766	0	0	0	0		Metal homeostasis factor ATX1 - ATX1
CENPK1137D_5215	YHR072W	P38604	0.096478196	0	0.096478196	0	0	0	0	0	0	0	0.202264435	0	5.4.99.7	Lanosterol synthase - ERG7
CENPK1137D_2011	YOL010W	Q08096	0	0.122018454	0.122018454	0.122018454	0.122018454	0	0.258925412	0	0.258925412	0.122018454	0	0.122018454		'RNA 3''-terminal phosphate cyclase-like protein - RCL1'
CENPK1137D_1263	YJL039C	P47054	0	0.066050499	0.066050499	0	0.066050499	0	0.032497215	0.066050499	0	0	0.032497215	0.032497215		Nucleoporin NUP192 - NUP192
CENPK1137D_2720	YNR040W	P53736	0	0.258925412	0	0.584893192	0.258925412	0.258925412	0.258925412	0.258925412	0	0.258925412	0.258925412	0		Uncharacterized protein YNR040W - YNR040W
CENPK1137D_5332	YHR181W	P38869	0	0.389495494	0.389495494	0	0.389495494	0	0.930697729	0.930697729	0	0.389495494	0.389495494	0		Protein SVP26 - SVP26
CENPK1137D_1286	YJL010C	P47077	0	0.072267222	0	0	0.072267222	0	0	0.072267222	0	0.149756995	0.072267222	0		Nucleolar protein 9 - NOP9
CENPK1137D_2075	YOR056C	Q08444	0	0	0.14504757	0	0.14504757	0	0	0	0.14504757	0.311133937	0.14504757	0.14504757	3.1.-.-	20S-pre-rRNA D-site endonuclease NOB1 - NOB1
CENPK1137D_5043	YIL016W	P40548	0	0	0	0.333521432	0	0.333521432	0.333521432	0.333521432	0	0.77827941	0.333521432	0		HSP70 co-chaperone SNL1 - SNL1
