genes DMKU	genes CBS6556
KLMA_50083	KMXK_0E00920
KLMA_40486	KMXK_0D05090
KLMA_40114	KMXK_0D01370
KLMA_30596	KMXK_0C05960
KLMA_20746	KMXK_0B07600
KLMA_50088	KMXK_0E00970
KLMA_30601	KMXK_0C06010
KLMA_40491	KMXK_0D05140
KLMA_40119	
KLMA_30606	KMXK_0C06060
KLMA_20751	KMXK_0B07640
KLMA_50093	KMXK_0E01020
KLMA_40124	KMXK_0D01480
KLMA_40496	KMXK_0D05200
KLMA_20756	KMXK_0B07690
KLMA_40129	
KLMA_50098	KMXK_0E01070
KLMA_40501	KMXK_0D05250
KLMA_30616	KMXK_0C06150
KLMA_40506	KMXK_0D05310
KLMA_40134	KMXK_0D01580
KLMA_20761	KMXK_0B07750
KLMA_50103	KMXK_0E01120
KLMA_30621	KMXK_0C06200
KLMA_40511	KMXK_0D05360
KLMA_40139	KMXK_0D01630
KLMA_20766	KMXK_0B07790
KLMA_50108	KMXK_0E01170
KLMA_30626	KMXK_0C06250
KLMA_40516	KMXK_0D05420
KLMA_40144	KMXK_0D01680
KLMA_20771	KMXK_0B07840
KLMA_50113	KMXK_0E01220
KLMA_30631	KMXK_0C06300
KLMA_40521	KMXK_0D05470
KLMA_40149	
KLMA_20776	KMXK_0B07890
KLMA_40526	KMXK_0D05520
KLMA_30636	KMXK_0C06350
KLMA_50118	KMXK_0E01260
KLMA_40154	KMXK_0D01780
KLMA_20781	KMXK_0B07940
KLMA_40531	KMXK_0D05580
KLMA_30641	KMXK_0C06400
KLMA_50123	KMXK_0E01310
KLMA_40159	KMXK_0D01840
KLMA_40536	KMXK_0D05630
KLMA_20786	KMXK_0B07980
KLMA_30646	KMXK_0C06450
KLMA_40164	KMXK_0D01910
KLMA_50128	KMXK_0E01360
KLMA_40541	KMXK_0D05680
KLMA_20791	KMXK_0B08040
KLMA_30651	KMXK_0C06500
KLMA_40169	KMXK_0D01970
KLMA_40546	KMXK_0D05730
KLMA_20796	KMXK_0B08090
KLMA_30656	KMXK_0C06550
KLMA_40174	KMXK_0D02020
KLMA_40551	KMXK_0D05780
KLMA_20801	KMXK_0B08140
KLMA_30661	KMXK_0C06600
KLMA_40179	KMXK_0D02070
KLMA_40556	KMXK_0D05830
KLMA_30666	KMXK_0C06650
KLMA_20806	KMXK_0B08200
KLMA_40184	KMXK_0D02120
KLMA_40561	KMXK_0D05880
KLMA_30671	KMXK_0C06700
KLMA_20811	KMXK_0B08260
KLMA_50133	KMXK_0E01410
KLMA_40566	
KLMA_40189	KMXK_0D02170
KLMA_30676	KMXK_0C06780
KLMA_20816	KMXK_0B08310
KLMA_40571	KMXK_0D06000
KLMA_40194	KMXK_0D02210
KLMA_30681	KMXK_0C06860
KLMA_40576	KMXK_0D06050
KLMA_20821	KMXK_0B08360
KLMA_40199	KMXK_0D02240
KLMA_30686	KMXK_0C06920
KLMA_40581	KMXK_0D06100
KLMA_20826	KMXK_0B08410
KLMA_40204	KMXK_0D02280
KLMA_30691	KMXK_0C06970
KLMA_40586	KMXK_0D06160
KLMA_30696	KMXK_0C07030
KLMA_40209	KMXK_0D02330
KLMA_40591	KMXK_0D06210
KLMA_40214	
KLMA_30701	KMXK_0C07090
KLMA_40596	KMXK_0D06270
KLMA_30706	KMXK_0C07140
KLMA_50138	KMXK_0E01450
KLMA_40601	KMXK_0D06320
KLMA_40224	KMXK_0D02470
KLMA_30711	KMXK_0C07180
KLMA_50143	KMXK_0E01500
KLMA_40606	KMXK_0D06370
KLMA_30716	KMXK_0C07230
KLMA_40229	KMXK_0D02520
KLMA_50148	KMXK_0E01550
KLMA_40611	KMXK_0D06430
KLMA_30721	KMXK_0C07280
KLMA_40234	KMXK_0D02570
KLMA_40616	KMXK_0D06490
KLMA_30726	KMXK_0C07320
KLMA_50158	KMXK_0E01630
KLMA_40239	KMXK_0D02620
KLMA_40621	KMXK_0D06540
KLMA_50163	KMXK_0E01680
KLMA_40002	KMXK_0D00160
KLMA_40244	
KLMA_50168	KMXK_0E01730
KLMA_40626	KMXK_0D06590
KLMA_40007	KMXK_0D00210
KLMA_50173	KMXK_0E01790
KLMA_40249	KMXK_0D02730
KLMA_30001 KLMA_50001	KMXK_0F00110
	KMXK_0G04340
KLMA_40012	
KLMA_50178	KMXK_0E01840
KLMA_40254	KMXK_0D02780
KLMA_50006	KMXK_0E00130
KLMA_40017	KMXK_0D00310
KLMA_50183	
KLMA_40259	KMXK_0D02830
KLMA_20836	KMXK_0D00120
KLMA_50188	KMXK_0E01930
KLMA_50011	KMXK_0E00180
KLMA_40022	KMXK_0D00360
KLMA_50193	KMXK_0E01980
KLMA_40027	KMXK_0D00410
KLMA_50016	KMXK_0E00220
KLMA_30009	KMXK_0C00110
KLMA_50198	
KLMA_40032	KMXK_0D00470
KLMA_50021	KMXK_0E00270
KLMA_30014	KMXK_0C00160
KLMA_50203	KMXK_0E02090
KLMA_40037	KMXK_0D00510
KLMA_30019	KMXK_0C00210
KLMA_50208	KMXK_0E02120
KLMA_50026	KMXK_0E00320
KLMA_40264	
KLMA_40042	KMXK_0D00560
KLMA_30024	KMXK_0C00260
KLMA_50031	KMXK_0E00360
KLMA_40047	KMXK_0D00600
KLMA_50218	KMXK_0E02220
KLMA_30029	KMXK_0C00310
KLMA_50036	KMXK_0E00420
KLMA_50223	KMXK_0E02270
KLMA_40052	
KLMA_30034	KMXK_0C00360
KLMA_30039	KMXK_0C00410
KLMA_50228	KMXK_0E02310
KLMA_50041	KMXK_0E00470
KLMA_40057	KMXK_0D00710
KLMA_30044	KMXK_0C00470
KLMA_50233	KMXK_0E02360
KLMA_40062	
KLMA_50046	KMXK_0E00520
KLMA_30049	KMXK_0C00520
KLMA_50238	KMXK_0E02410
KLMA_40067	KMXK_0D00810
KLMA_50051	KMXK_0E00570
KLMA_30054	
KLMA_50243	KMXK_0E02460
KLMA_40072	KMXK_0D00860
KLMA_30059	KMXK_0C00630
KLMA_50056	KMXK_0E00620
KLMA_50248	KMXK_0E02510
KLMA_40077	KMXK_0D00910
KLMA_30064	KMXK_0C00680
KLMA_50253	KMXK_0E02560
KLMA_50061	KMXK_0E00670
KLMA_30069	
KLMA_50258	KMXK_0E02610
KLMA_40082	KMXK_0D00980
KLMA_50066	KMXK_0E00730
KLMA_30074	KMXK_0C00800
KLMA_40269	KMXK_0D02930
KLMA_40087	KMXK_0D01050
KLMA_50071	KMXK_0E00790
KLMA_50268	KMXK_0E02710
KLMA_40274	KMXK_0D02980
KLMA_30079	KMXK_0C00850
KLMA_40092	
KLMA_50273	KMXK_0E02760
KLMA_50076	KMXK_0E00850
KLMA_40097	KMXK_0D01180
KLMA_50278	KMXK_0E02820
KLMA_30089	KMXK_0C00950
KLMA_50081	KMXK_0E00900
KLMA_40279	
KLMA_40102	KMXK_0D01240
KLMA_50283	KMXK_0E02870
KLMA_30094	KMXK_0C01010
KLMA_40284	KMXK_0D03070
KLMA_50086	KMXK_0E00950
KLMA_50288	KMXK_0E02930
KLMA_40107	KMXK_0D01290
KLMA_30099	KMXK_0C01060
KLMA_40289	KMXK_0D03120
KLMA_50091	KMXK_0E01000
KLMA_50293	KMXK_0E02980
KLMA_40112	KMXK_0D01350
KLMA_40294	KMXK_0D03170
KLMA_30109	KMXK_0C01150
KLMA_50298	KMXK_0E03030
KLMA_50096	KMXK_0E01050
KLMA_40117	KMXK_0D01390
KLMA_30114	KMXK_0C01200
KLMA_50303	KMXK_0E03080
KLMA_50101	KMXK_0E01100
KLMA_40122	KMXK_0D01450
KLMA_40304	KMXK_0D03250
KLMA_30119	KMXK_0C01230
KLMA_50308	KMXK_0E03130
KLMA_50106	KMXK_0E01150
KLMA_40309	KMXK_0D03300
KLMA_40127	KMXK_0D01510
KLMA_50313	KMXK_0E03180
KLMA_30124	KMXK_0C01280
KLMA_50111	KMXK_0E01200
KLMA_40314	KMXK_0D03350
KLMA_40132	KMXK_0D01560
KLMA_50318	KMXK_0E03230
KLMA_30129	KMXK_0C01320
KLMA_40319	KMXK_0D03400
KLMA_40137	KMXK_0D01610
KLMA_30134	KMXK_0C01350
KLMA_50323	KMXK_0E03270
KLMA_40324	KMXK_0D03450
KLMA_50121	KMXK_0E01290
KLMA_40142	KMXK_0D01660
KLMA_50328	KMXK_0E03320
KLMA_30139	KMXK_0C01400
KLMA_50126	KMXK_0E01340
KLMA_40329	KMXK_0D03500
KLMA_40147	KMXK_0D01710
KLMA_50333	KMXK_0E03370
KLMA_30144	KMXK_0C01450
KLMA_40334	KMXK_0D03560
KLMA_50131	KMXK_0E01390
KLMA_50338	KMXK_0E03420
KLMA_40152	KMXK_0D01760
KLMA_30149	KMXK_0C01510
KLMA_40339	KMXK_0D03610
KLMA_30154	KMXK_0C01570
KLMA_50343	KMXK_0E03470
KLMA_40157	KMXK_0D01820
KLMA_40344	KMXK_0D03680
KLMA_50348	KMXK_0E03520
KLMA_30159	KMXK_0C01620
KLMA_40349	KMXK_0D03730
KLMA_40162	KMXK_0D01890
KLMA_50353	KMXK_0E03580
KLMA_30164	KMXK_0C01670
KLMA_40354	KMXK_0D03780
KLMA_40167	KMXK_0D01950
KLMA_10229 KLMA_50136	KMXK_0E01440
KLMA_50358	KMXK_0E03630
KLMA_40359	KMXK_0D03830
KLMA_40172	KMXK_0D02000
KLMA_50363	KMXK_0E03680
KLMA_30174	KMXK_0C01760
KLMA_40364	KMXK_0D03880
KLMA_40177	KMXK_0D02050
KLMA_30179	KMXK_0C01810
KLMA_50368	
KLMA_40369	KMXK_0D03930
KLMA_40182	KMXK_0D02100
KLMA_50373	KMXK_0E03780
KLMA_30184	KMXK_0C01860
KLMA_40374	KMXK_0D03980
KLMA_30189	KMXK_0C01910
KLMA_50378	KMXK_0E03830
KLMA_40379	KMXK_0D04020
KLMA_40187	KMXK_0D02150
KLMA_30194	KMXK_0C01960
KLMA_40384	KMXK_0D04070
KLMA_50383	KMXK_0E03880
KLMA_40192	
KLMA_30199	KMXK_0C02010
KLMA_40389	
KLMA_50388	KMXK_0E03930
KLMA_30204	KMXK_0C02060
KLMA_40394	KMXK_0D04160
KLMA_50393	KMXK_0E03990
KLMA_40202	KMXK_0D02270
KLMA_30209	KMXK_0C02110
KLMA_40399	KMXK_0D04210
KLMA_50398	KMXK_0E04040
KLMA_40207	KMXK_0D02310
KLMA_40404	KMXK_0D04260
KLMA_30214	KMXK_0C02150
KLMA_50403	KMXK_0E04080
KLMA_40212	KMXK_0D02360
KLMA_40409	KMXK_0D04320
KLMA_50141	KMXK_0E01480
KLMA_30219	KMXK_0C02190
KLMA_50408	KMXK_0E04120
KLMA_40414	KMXK_0D04370
KLMA_50146	KMXK_0E01530
KLMA_40217	KMXK_0D02410
KLMA_30224	KMXK_0C02240
KLMA_50413	KMXK_0E04170
KLMA_40419	KMXK_0D04430
KLMA_50151	KMXK_0E01570
KLMA_30229	KMXK_0C02290
KLMA_40222	KMXK_0D02450
KLMA_50418	KMXK_0E04220
KLMA_40424	KMXK_0D04460
KLMA_50156	KMXK_0E01610
KLMA_40227	KMXK_0D02500
KLMA_30234	KMXK_0C02340
KLMA_40299 KLMA_50423	
KLMA_50161	KMXK_0E01660
KLMA_40429	KMXK_0D04510
KLMA_30239	
KLMA_40232	KMXK_0D02550
KLMA_50428	
KLMA_50166	KMXK_0E01710
KLMA_40434	KMXK_0D04560
KLMA_30244	KMXK_0C02450
KLMA_40237	KMXK_0D02600
KLMA_50171	KMXK_0E01770
KLMA_50433	KMXK_0E04340
KLMA_40439	
KLMA_30249	KMXK_0C02500
KLMA_40242	KMXK_0D02650
KLMA_50176	
KLMA_50438	KMXK_0E04390
KLMA_40444	KMXK_0D04660
KLMA_30254	KMXK_0C02550
KLMA_40247	KMXK_0D02710
KLMA_50181	KMXK_0E01870
KLMA_50443	KMXK_0E04440
KLMA_40449	KMXK_0D04710
KLMA_30259	KMXK_0C02590
KLMA_50186	KMXK_0E01910
KLMA_40252	KMXK_0D02760
KLMA_50448	KMXK_0E04490
KLMA_40454	KMXK_0D04760
KLMA_50191	KMXK_0E01960
KLMA_30264	KMXK_0C02640
KLMA_40257	KMXK_0D02810
KLMA_50196	KMXK_0E02010
KLMA_40459	KMXK_0D04820
KLMA_50453	KMXK_0E04540
KLMA_30269	KMXK_0C02680
KLMA_50201	KMXK_0E02070
KLMA_30274	KMXK_0C02730
KLMA_50458	KMXK_0E04600
KLMA_40464	KMXK_0D04870
KLMA_50206	KMXK_0E02100
KLMA_30279	KMXK_0C02770
KLMA_50463	KMXK_0E04650
KLMA_40469	KMXK_0D04920
KLMA_50211	KMXK_0E02150
KLMA_30284	KMXK_0C02820
KLMA_40474	KMXK_0D04970
KLMA_50468	KMXK_0E04700
KLMA_40262	KMXK_0D02860
KLMA_50216	KMXK_0E02200
KLMA_30289	KMXK_0C02860
KLMA_40479	KMXK_0D05020
KLMA_50221	KMXK_0E02250
KLMA_50473	KMXK_0E04750
KLMA_30294	KMXK_0C02900
KLMA_50226	KMXK_0E02290
KLMA_40484	KMXK_0D05070
KLMA_50478	KMXK_0E04820
KLMA_30299	KMXK_0C02950
KLMA_50231	KMXK_0E02340
KLMA_40489	KMXK_0D05120
KLMA_50483	KMXK_0E04870
KLMA_50236	KMXK_0E02390
KLMA_40494	KMXK_0D05180
KLMA_50488	KMXK_0E04920
KLMA_30309	KMXK_0C03040
KLMA_50241	KMXK_0E02440
KLMA_40499	KMXK_0D05230
KLMA_50493	KMXK_0E04970
KLMA_50246	KMXK_0E02490
KLMA_30314	KMXK_0C03070
KLMA_40504	KMXK_0D05280
KLMA_50498	KMXK_0E05030
KLMA_50251	KMXK_0E02540
KLMA_30319	KMXK_0C03120
KLMA_40509	KMXK_0D05340
KLMA_50503	KMXK_0E05070
KLMA_50256	KMXK_0E02590
KLMA_30324	KMXK_0C03180
KLMA_40514	KMXK_0D05390
KLMA_50508	KMXK_0E05120
KLMA_50261	KMXK_0E02640
KLMA_30329	KMXK_0C03230
KLMA_40519	KMXK_0D05450
KLMA_50513	KMXK_0E05170
KLMA_50266	KMXK_0E02690
KLMA_30334	KMXK_0C03280
KLMA_40524	KMXK_0D05500
KLMA_40267	KMXK_0D02910
KLMA_50518	KMXK_0E05220
KLMA_50271	KMXK_0E02740
KLMA_40272	KMXK_0D02960
KLMA_40529	KMXK_0D05550
KLMA_30339	KMXK_0C03330
KLMA_50523	KMXK_0E05270
KLMA_50276	KMXK_0E02790
KLMA_40277	
KLMA_30344	KMXK_0C03380
KLMA_40534	KMXK_0D05610
KLMA_50281	KMXK_0E02850
KLMA_50528	KMXK_0E05320
KLMA_40282	KMXK_0D03050
KLMA_30349	KMXK_0C03430
KLMA_40539	KMXK_0D05660
KLMA_50286	KMXK_0E02900
KLMA_40287	KMXK_0D03100
KLMA_50533	KMXK_0E05360
KLMA_30354	KMXK_0C03480
KLMA_50291	KMXK_0E02960
KLMA_40544	KMXK_0D05710
KLMA_40292	KMXK_0D03150
KLMA_50296	KMXK_0E03010
KLMA_30359	KMXK_0C03530
KLMA_40549	KMXK_0D05760
KLMA_40297	KMXK_0D03200
KLMA_50301	KMXK_0E03060
KLMA_40554	KMXK_0D05810
KLMA_30364	KMXK_0C03580
KLMA_40302	KMXK_0D03230
KLMA_50306	KMXK_0E03110
KLMA_40307	KMXK_0D03280
KLMA_50548	KMXK_0E05450
KLMA_40559	KMXK_0D05860
KLMA_30369	KMXK_0C03630
KLMA_50311	KMXK_0E03160
KLMA_40312	KMXK_0D03330
KLMA_50553	KMXK_0E05500
KLMA_30374	KMXK_0C03690
KLMA_40564	KMXK_0D05920
KLMA_40317	KMXK_0D03380
KLMA_50316	KMXK_0E03210
KLMA_50558	KMXK_0E05550
KLMA_30379	KMXK_0C03740
KLMA_40569	KMXK_0D05980
KLMA_40322	KMXK_0D03430
KLMA_50321	KMXK_0E03250
KLMA_30384	KMXK_0C03810
KLMA_50563	KMXK_0E05590
KLMA_40327	KMXK_0D03480
KLMA_40574	KMXK_0D06030
KLMA_50326	KMXK_0E03300
KLMA_40332	KMXK_0D03530
KLMA_30389	KMXK_0C03860
KLMA_50568	KMXK_0E05640
KLMA_40579	KMXK_0D06080
KLMA_50331	KMXK_0E03350
KLMA_40337	KMXK_0D03590
KLMA_30394	KMXK_0C03910
KLMA_50573	KMXK_0E05690
KLMA_40584	KMXK_0D06140
KLMA_50336	KMXK_0E03400
KLMA_40342	KMXK_0D03660
KLMA_30399	KMXK_0C03960
KLMA_50578	KMXK_0E05740
KLMA_40589	KMXK_0D06190
KLMA_50341	KMXK_0E03450
KLMA_40347	KMXK_0D03710
KLMA_30404	KMXK_0C04010
KLMA_40352	KMXK_0D03760
KLMA_40594	KMXK_0D06250
KLMA_50583	KMXK_0E05790
KLMA_50346	
KLMA_30409	KMXK_0C04060
KLMA_40357	KMXK_0D03810
KLMA_40599	KMXK_0D06300
KLMA_50351	KMXK_0E03560
KLMA_50588	KMXK_0E05840
KLMA_40362	KMXK_0D03860
KLMA_30414	
KLMA_40604	KMXK_0D06350
KLMA_50356	KMXK_0E03610
KLMA_40609	KMXK_0D06400
KLMA_30419	KMXK_0C04160
KLMA_40367	KMXK_0D03910
KLMA_50361	KMXK_0E03660
KLMA_50598	
KLMA_30424	KMXK_0C04210
KLMA_40614	KMXK_0D06460
KLMA_40372	KMXK_0D03960
KLMA_50366	KMXK_0E03710
KLMA_50603	KMXK_0E05990
KLMA_40377	
KLMA_40619	KMXK_0D06520
KLMA_30429	KMXK_0C04260
KLMA_50371	KMXK_0E03760
KLMA_50608	KMXK_0E06040
KLMA_40382	KMXK_0D04050
KLMA_40624	KMXK_0D06570
KLMA_50376	KMXK_0E03810
KLMA_30434	KMXK_0C04310
KLMA_40387	KMXK_0D04100
KLMA_50613	KMXK_0E06090
KLMA_40629	
KLMA_50381	KMXK_0E03860
KLMA_30439	KMXK_0C04360
KLMA_40392	KMXK_0D04140
KLMA_50618	KMXK_0E06140
KLMA_30008 KLMA_50004	
KLMA_50386	KMXK_0E03910
KLMA_40397	KMXK_0D04190
KLMA_30444	KMXK_0C04420
KLMA_50623	KMXK_0E06190
KLMA_50391	KMXK_0E03970
KLMA_50009	KMXK_0E00160
KLMA_40402	KMXK_0D04240
KLMA_30449	KMXK_0C04470
KLMA_50396	KMXK_0E04020
KLMA_50628	KMXK_0E06240
KLMA_50014	KMXK_0E00210
KLMA_40407	KMXK_0D04300
KLMA_30454	KMXK_0C04520
KLMA_40412	KMXK_0D04350
KLMA_50019	KMXK_0E00250
KLMA_30459	KMXK_0C04570
KLMA_50406	KMXK_0E04100
KLMA_40417	KMXK_0D04410
KLMA_50024	KMXK_0E00300
KLMA_30464	KMXK_0C04620
KLMA_40422	KMXK_0D04440
KLMA_50411	KMXK_0E04150
KLMA_30469	KMXK_0C04670
KLMA_40427	KMXK_0D04490
KLMA_50633	KMXK_0E06280
KLMA_50034	KMXK_0E00400
KLMA_50416	KMXK_0E04200
KLMA_40432	KMXK_0D04540
KLMA_50039	KMXK_0E00450
KLMA_30474	KMXK_0C04720
KLMA_40437	KMXK_0D04590
KLMA_50044	KMXK_0E00500
KLMA_50426	KMXK_0E04270
KLMA_30479	KMXK_0C04770
KLMA_40442	KMXK_0D04640
KLMA_50049	KMXK_0E00550
KLMA_30484	KMXK_0C04810
KLMA_50431	KMXK_0E04320
KLMA_40447	KMXK_0D04690
KLMA_50436	KMXK_0E04370
KLMA_30489	KMXK_0C04860
KLMA_50054	KMXK_0E00600
KLMA_40452	
KLMA_50441	KMXK_0E04420
KLMA_50059	KMXK_0E00650
KLMA_40457	KMXK_0D04800
KLMA_60001	KMXK_0F05840
KLMA_50446	KMXK_0E04470
KLMA_50064	KMXK_0E00710
KLMA_40462	KMXK_0D04850
KLMA_60006	KMXK_0F05760
KLMA_50451	KMXK_0E04520
KLMA_50069	KMXK_0E00770
KLMA_40467	
KLMA_30494	KMXK_0C04910
KLMA_60011	KMXK_0F05700
KLMA_50456	KMXK_0E04580
KLMA_50074	KMXK_0E00820
KLMA_40472	KMXK_0D04950
KLMA_60016	KMXK_0F05650
KLMA_50461	KMXK_0E04630
KLMA_50079	KMXK_0E00880
KLMA_40477	KMXK_0D05000
KLMA_60021	KMXK_0F05590
KLMA_50466	KMXK_0E04680
KLMA_50084	KMXK_0E00930
KLMA_40482	KMXK_0D05050
KLMA_60026	KMXK_0F05540
KLMA_50471	KMXK_0E04730
KLMA_40487	KMXK_0D05100
KLMA_50089	KMXK_0E00980
KLMA_60031	KMXK_0F05490
KLMA_50476	KMXK_0E04800
KLMA_30499	KMXK_0C04960
KLMA_40492	KMXK_0D05150
KLMA_50094	KMXK_0E01030
KLMA_60036	KMXK_0F05430
KLMA_50481	KMXK_0E04850
KLMA_30504	KMXK_0C05000
KLMA_40497	KMXK_0D05210
KLMA_50099	KMXK_0E01080
KLMA_60041	KMXK_0F05380
KLMA_50486	KMXK_0E04900
KLMA_30509	KMXK_0C05050
KLMA_40502	KMXK_0D05260
KLMA_60046	KMXK_0F05320
KLMA_50104	KMXK_0E01130
KLMA_30514	KMXK_0C05090
KLMA_50491	KMXK_0E04950
KLMA_60051	KMXK_0F05260
KLMA_40507	KMXK_0D05320
KLMA_50109	KMXK_0E01180
KLMA_30519	KMXK_0C05140
KLMA_50496	KMXK_0E05000
KLMA_60056	KMXK_0F05210
KLMA_40512	KMXK_0D05370
KLMA_50114	KMXK_0E01230
KLMA_30524	KMXK_0C05180
KLMA_60061	KMXK_0F05150
KLMA_50501	KMXK_0E05050
KLMA_40517	KMXK_0D05430
KLMA_50119	KMXK_0E01270
KLMA_30529	KMXK_0C05220
KLMA_60066	KMXK_0F05100
KLMA_50506	KMXK_0E05100
KLMA_40522	KMXK_0D05480
KLMA_50124	KMXK_0E01320
KLMA_30534	KMXK_0C05270
KLMA_60071	KMXK_0F05040
KLMA_40527	KMXK_0D05530
KLMA_50511	KMXK_0E05150
KLMA_50129	KMXK_0E01370
KLMA_30539	KMXK_0C05340
KLMA_60076	KMXK_0F04990
KLMA_40532	KMXK_0D05590
KLMA_50516	KMXK_0E05200
KLMA_30544	KMXK_0C05400
KLMA_60081	KMXK_0F04950
KLMA_50521	KMXK_0E05250
KLMA_40537	KMXK_0D05640
KLMA_30549	KMXK_0C05450
KLMA_60086	KMXK_0F04900
KLMA_50526	KMXK_0E05300
KLMA_40542	KMXK_0D05690
KLMA_30554	KMXK_0C05510
KLMA_60091	KMXK_0F04850
KLMA_40547	KMXK_0D05740
KLMA_50531	KMXK_0E05350
KLMA_30559	KMXK_0C05580
KLMA_60096	KMXK_0F04800
KLMA_40552	KMXK_0D05790
KLMA_50536	KMXK_0E05390
KLMA_30564	KMXK_0C05630
KLMA_60101	KMXK_0F04730
KLMA_40557	KMXK_0D05840
KLMA_50541 KLMA_50545	
KLMA_30569	KMXK_0C05690
KLMA_60106	KMXK_0F04680
KLMA_40562	KMXK_0D05890
KLMA_50546	KMXK_0E05430
KLMA_30574	KMXK_0C05740
KLMA_60111	KMXK_0F04630
KLMA_40567	KMXK_0D05960
KLMA_50551	KMXK_0E05480
KLMA_50139	KMXK_0E01460
KLMA_30579	KMXK_0C05790
KLMA_60116	KMXK_0F04580
KLMA_40572	KMXK_0D06010
KLMA_50556	KMXK_0E05530
KLMA_50144	KMXK_0E01510
KLMA_30584	KMXK_0C05840
KLMA_60121	KMXK_0F04510
KLMA_40577	KMXK_0D06060
KLMA_50561	KMXK_0E05570
KLMA_50149	KMXK_0E01560
KLMA_30589	KMXK_0C05890
KLMA_60126	KMXK_0F04450
KLMA_40582	KMXK_0D06110
KLMA_50154	KMXK_0E01590
KLMA_50566	KMXK_0E05620
KLMA_30594	KMXK_0C05940
KLMA_60131	KMXK_0F04370
KLMA_50159	KMXK_0E01640
KLMA_40587	KMXK_0D06170
KLMA_50571	KMXK_0E05670
KLMA_30599	KMXK_0C05990
KLMA_60136	KMXK_0F04320
KLMA_50164	KMXK_0E01690
KLMA_40592	KMXK_0D06220
KLMA_30604	KMXK_0C06040
KLMA_50576	KMXK_0E05720
KLMA_60141	KMXK_0F04270
KLMA_50169	KMXK_0E01740
KLMA_30609	KMXK_0C06090
KLMA_40597	KMXK_0D06280
KLMA_50581	KMXK_0E05770
KLMA_60146	KMXK_0F04220
KLMA_50174	KMXK_0E01800
KLMA_30614	KMXK_0C06130
KLMA_40602	KMXK_0D06330
KLMA_60151	KMXK_0F04170
KLMA_50586	KMXK_0E05820
KLMA_50179	KMXK_0E01850
KLMA_30619	KMXK_0C06180
KLMA_60156	
KLMA_40607	KMXK_0D06380
KLMA_50591	KMXK_0E05870
KLMA_50184	
KLMA_30624	KMXK_0C06230
KLMA_60161	KMXK_0F04070
KLMA_40612	KMXK_0D06440
KLMA_50596	KMXK_0E05910
KLMA_50189	KMXK_0E01940
KLMA_30629	KMXK_0C06280
KLMA_60166	KMXK_0F04020
KLMA_40617	KMXK_0D06500
KLMA_50601	KMXK_0E05960
KLMA_50194	
KLMA_30634	KMXK_0C06330
KLMA_60171	KMXK_0F03970
KLMA_40622	KMXK_0D06550
KLMA_50606	KMXK_0E06020
KLMA_50199	KMXK_0E02050
KLMA_30639	KMXK_0C06380
KLMA_60176	KMXK_0F03930
KLMA_40627	KMXK_0D06600
KLMA_50611	KMXK_0E06070
KLMA_30644	KMXK_0C06430
KLMA_60181	KMXK_0F03880
KLMA_50209	KMXK_0E02130
KLMA_50616	KMXK_0E06120
KLMA_30649	KMXK_0C06480
KLMA_50007	KMXK_0E00140
KLMA_60186	KMXK_0F03830
KLMA_50214	KMXK_0E02180
KLMA_50621	KMXK_0E06170
KLMA_30654	KMXK_0C06530
KLMA_60191	KMXK_0F03790
KLMA_50012	KMXK_0E00190
KLMA_50219	KMXK_0E02230
KLMA_50626	KMXK_0E06220
KLMA_30659	KMXK_0C06580
KLMA_60196	
KLMA_50017	KMXK_0E00230
KLMA_30664	KMXK_0C06630
KLMA_50631	KMXK_0E06260
KLMA_50229	KMXK_0E02320
KLMA_50022	KMXK_0E00280
KLMA_30669	KMXK_0C06680
KLMA_50234	KMXK_0E02370
KLMA_60206	KMXK_0F03650
KLMA_50027	KMXK_0E00330
KLMA_30674	KMXK_0C06740
KLMA_50239	KMXK_0E02420
KLMA_50032	KMXK_0E00380
KLMA_50244	KMXK_0E02470
KLMA_30679	KMXK_0C06840
KLMA_50037	KMXK_0E00430
KLMA_50249	KMXK_0E02520
KLMA_30684	KMXK_0C06890
KLMA_60221	KMXK_0F03530
KLMA_50254	KMXK_0E02570
KLMA_50042	KMXK_0E00480
KLMA_30689	KMXK_0C06950
KLMA_60226	KMXK_0F03480
KLMA_50259	KMXK_0E02620
KLMA_30694	KMXK_0C07010
KLMA_50047	KMXK_0E00530
KLMA_50264	KMXK_0E02670
KLMA_60231	KMXK_0F03430
KLMA_30699	KMXK_0C07070
KLMA_50052	KMXK_0E00580
KLMA_50269	KMXK_0E02720
KLMA_60236	KMXK_0F03380
KLMA_30704	KMXK_0C07120
KLMA_50274	KMXK_0E02770
KLMA_50057	KMXK_0E00630
KLMA_60241	KMXK_0F03330
KLMA_50279	KMXK_0E02830
KLMA_30709	KMXK_0C07160
KLMA_50062	KMXK_0E00690
KLMA_60246	KMXK_0F03280
KLMA_50284	KMXK_0E02880
KLMA_30714	KMXK_0C07210
KLMA_50067	KMXK_0E00750
KLMA_60251	KMXK_0F03230
KLMA_50289	KMXK_0E02940
KLMA_30719	KMXK_0C07260
KLMA_50072	KMXK_0E00800
KLMA_50294	KMXK_0E02990
KLMA_60256	KMXK_0F03190
KLMA_50077	KMXK_0E00860
KLMA_50299	KMXK_0E03040
KLMA_30724	KMXK_0C07310
KLMA_60261	KMXK_0F03140
KLMA_50304	KMXK_0E03090
KLMA_50082	KMXK_0E00910
KLMA_30729	
