Orthogroup	CLIB122 Uniprot	Combined W29 annotations
OG0004603	Q6C7E3	YALI1_E02102g
OG0004604	Q6C0P6	YALI1_F30004g
OG0004605	Q6C0T9	YALI1_F28868g
OG0004606	Q6C1V7	YALI1_F17491g
OG0004607	Q6C2V4	YALI1_F07429g
OG0004608	Q6C6Z7	YALI1_E05907g
OG0004609	Q6CE33	YALI1_B24672g
OG0004610	Q6CHK6	YALI1_A07381g
OG0004611	Q6C680	YALI1_E14555g
OG0004612	Q6C9A5	YALI1_D15897g
OG0004613	Q6C9H4	YALI1_D14097g
OG0004614	Q6CFH8	YALI1_B08898g
OG0004615	Q6C256	YALI1_F14368g
OG0004616	Q6CDR3	YALI1_B28499g
OG0004617	Q6C5J0	YALI1_E20963g
OG0004618	Q6CCS5	YALI1_C09285g
OG0004619	F2Z6J4	YALI1_A08781g
OG0004620	Q6CG34	YALI1_B02149g
OG0004621	Q6CCY4	YALI1_C07109g
OG0004622	Q6C4A8	YALI1_E33527g
OG0004623	Q6CAN6	YALI1_D01378g
OG0004624	Q6C041	YALI1_F35610g
OG0004625	Q6CH82	YALI1_A11415g
OG0004626	Q6C2K9	YALI1_F10253g
OG0004627	Q6CGC0	YALI1_A21594g
OG0004628	Q6C403	YALI1_E36334g
OG0004629	Q6CDB6	YALI1_C02624g
OG0004630	Q6C2P6	YALI1_F09230g
OG0004631	Q6CD36	YALI1_C05423g
OG0004632	Q6C8M1	YALI1_D23224g
OG0004633	Q6C5V8	YALI1_E17754g
OG0004634	Q6C8I6	YALI1_D24508g
OG0004635	Q6CHF3	YALI1_A09325g
OG0004636	Q6CCX1	YALI1_C07519g
OG0004637	Q6CB38	YALI1_C30514g
OG0004638	Q6C3R6	YALI1_E38701g
OG0004639	Q6C3H9	YALI1_E41185g
OG0004640	Q6C2A1	YALI1_F13079g
OG0004641	Q6CHC5	YALI1_A10143g
OG0004642	Q6C7R2	YALI1_D34487g
OG0004643	Q6C9E1	YALI1_D14805g
OG0004644	Q6C7A5	YALI1_E02996g
OG0004645	B5FVE7	YALI1_D14462g
OG0004646	Q6CAD9	YALI1_D04636g
OG0004647	Q6C631	YALI1_E15889g
OG0004648	Q6C1R5	YALI1_F18947g
OG0004649	Q6C3X4	YALI1_E37095g
OG0004650	Q6CAZ7	YALI1_C31900g
OG0004651	Q6C9F3	YALI1_D14489g
OG0004652	Q6CHU0	YALI1_A05143g
OG0004653	Q6C714	YALI1_E05584g
OG0004654	Q6CDR4	YALI1_B28472g
OG0004655	Q6C7F8	YALI1_E01689g
OG0004656	Q6CB75	YALI1_C29447g
OG0004657	Q6CC02	YALI1_C19529g
OG0004658	Q6CGD4	YALI1_A21283g
OG0004659	Q6CA18	YALI1_D08460g
OG0004660	Q6BZP3	YALI1_F39665g
OG0004661	Q6CI07	YALI1_A03210g
OG0004662	Q6CDI9	YALI1_C00164g
OG0004663	Q6CDR2	YALI1_B28511g
OG0004664	Q6CD25	YALI1_C05813g
OG0004665	Q6CEE2	YALI1_B21323g
OG0004666	Q6C0V9	YALI1_F28144g
OG0004667	Q6C9C8	YALI1_D15245g
OG0004668	Q6C459	YALI1_E34870g
OG0004669	Q6C3Y1	YALI1_E36887g
OG0004670	F2Z675	YALI1_E05329g
OG0004671	Q6CD48	YALI1_C05022g
OG0004672	Q6CFW3	YALI1_B04523g
OG0004673	Q6C286	YALI1_F13452g
OG0004674	Q6C3V8	YALI1_E37749g
OG0004675	Q6C4R2	YALI1_E29046g
OG0004676	Q6CH97	YALI1_A11079g
OG0004677	Q6CHQ8	YALI1_A05947g
OG0004678	Q6C1D7	YALI1_F22957g
OG0004679	Q6C3G8	YALI1_E41569g
OG0004680	Q6C9W4	YALI1_D10067g
OG0004681	Q6C5C6	YALI1_E22961g
OG0004682	Q6CD82	YALI1_C03988g
OG0004683	Q6C734	YALI1_E04909g
OG0004684	Q6C2H9	YALI1_F11093g
OG0004685	Q6C2I7	YALI1_F10928g
OG0004686	Q6CE32	YALI1_B24758g
OG0004687	Q6CE62	YALI1_B23708g
OG0004688	Q6CH46	YALI1_A12688g
OG0004689	Q6CH12	YALI1_A13994g
OG0004690	Q6C8K8	YALI1_D23753g
OG0004691	Q6CFX4	YALI1_B04228g
OG0004692	Q6C284	YALI1_F13505g
OG0004693	Q6CFG9	YALI1_B09132g
OG0004694	Q6C5H0	YALI1_E21513g
OG0004695	Q6C1W0	YALI1_F17383g
OG0004696	Q6CBV1	YALI1_C21578g
OG0004697	Q6CBX7	YALI1_C20329g
OG0004698	Q6CHD9	YALI1_A09741g
OG0004699	Q6C267	YALI1_F14107g
OG0004700	Q6CH36	YALI1_A13041g
OG0004701	Q6C2R1	YALI1_F08650g
OG0004702	Q6CBT8	YALI1_C22322g
OG0004703	Q6CDH6	YALI1_C00550g
OG0004704	Q6C9W9	YALI1_D09964g
OG0004705	Q6CCE3	YALI1_C14169g
OG0004706	Q6C5J8	YALI1_E20729g
OG0004707	Q6CD60	YALI1_C04672g
OG0004708	Q6CBK7	YALI1_C25080g
OG0004709	Q6C800	YALI1_D31155g
OG0004710	Q6C8N1	YALI1_D22906g
OG0004711	Q6C4H4	YALI1_E31717g
OG0004712	Q6CI40	YALI1_A02394g
OG0004713	Q6C642	YALI1_E15559g
OG0004714	Q6CA03	YALI1_D08910g
OG0004715	B5FVC3	YALI1_C14228g
OG0004716	W0TYQ5	YALI1_A20247g
OG0004717	Q6C4S7	YALI1_E28631g
OG0004718	Q6CCW9	YALI1_C07562g
OG0004719	Q6CEM1	YALI1_B19205g
OG0004720	Q6C533	YALI1_E25490g
OG0004721	Q6C595	YALI1_E23854g
OG0004722	Q6CDM4	YALI1_B29753g
OG0004723	Q6CFB8	YALI1_B11495g
OG0004724	Q6CFP0	YALI1_B07271g
OG0004725	Q6C299	YALI1_F13097g
OG0004726	Q6CAA6	YALI1_D05594g
OG0004727	Q6C6E9	YALI1_E12668g
OG0004728	Q6C552	YALI1_E24894g
OG0004729	Q6CB74	YALI1_C29506g
OG0004730	Q6C5P1	YALI1_E19647g
OG0004731	Q6C9P0	YALI1_D12147g
OG0004732	Q6C6K9	YALI1_E10492g
OG0004733	Q6BZT7	YALI1_F38629g
OG0004734	Q6CF74	YALI1_B12993g
OG0004735	Q6C6X2	YALI1_E06484g
OG0004736	Q6C124	YALI1_F26367g
OG0004737	Q6C0S4	YALI1_F29317g
OG0004738	Q6C149	YALI1_F25650g
OG0004739	Q6C989	YALI1_D16173g
OG0004740	Q6C0B4	YALI1_F33681g
OG0004741	Q6CA95	YALI1_D05956g
OG0004742	Q6C9F7	YALI1_D14424g
OG0004743	Q6C9N3	YALI1_D12342g
OG0004744	Q6CEI6	YALI1_B20192g
OG0004745	Q6CG73	YALI1_B00242g
OG0004746	Q6C988	YALI1_D16206g
OG0004747	Q6CDW3	YALI1_B27102g
OG0004748	W0TYP2	YALI1_B14826g
OG0004749	Q6C8D8	YALI1_D26006g
OG0004750	Q6C8H9	YALI1_D24718g
OG0004751	Q6C9X7	YALI1_D09667g
OG0004752	Q6C5B1	YALI1_E23472g
OG0004753	Q6C6P0	YALI1_E09329g
OG0004754	Q6CG74	YALI1_B00214g
OG0004755	Q6C2P0	YALI1_F09345g
OG0004756	Q6C886	YALI1_D27599g
OG0004757	Q6C2V7	YALI1_F07376g
OG0004758	Q6C037	YALI1_F35746g
OG0004759	Q6C510	YALI1_E25995g
OG0004760	Q6CGT1	YALI1_A16461g
OG0004761	Q6C9Y0	YALI1_D09534g
OG0004762	B5FVD8	YALI1_D06233g
OG0004763	Q6C1Q3	YALI1_F19180g
OG0004764	Q6C837	YALI1_D29728g
OG0004765	Q6CD64	YALI1_C04553g
OG0004766	Q6C2A4	YALI1_F13039g
OG0004767	Q6CCL5	YALI1_C11521g
OG0004768	Q6C7Y7	YALI1_D32002g
OG0004769	Q6C808	YALI1_D30826g
OG0004770	Q6C5Y7	YALI1_E17065g
OG0004771	Q6CFR8	YALI1_B05971g
OG0004772	Q6CAA9	YALI1_D05450g
OG0004773	W0TYM4	YALI1_E27041g
OG0004774	Q6C801	YALI1_D31083g
OG0004775	Q6C5P7	YALI1_E19494g
OG0004776	W0TYP8	YALI1_B12427g
OG0004777	Q6C0N0	YALI1_F30520g
OG0004778	Q6CAS1	YALI1_D00449g
OG0004779	Q6CET3	YALI1_B17493g
OG0004780	Q6CC86	YALI1_C16183g
OG0004781	Q6C123	YALI1_F26399g
OG0004782	Q6C3P9	YALI1_E39248g
OG0004783	Q6CGP6	YALI1_A17583g
OG0004784	Q6CHC9	YALI1_A10022g
OG0004785	Q6CEU1	YALI1_B17112g
OG0004786	Q6CHX1	YALI1_A04109g
OG0004787	Q6CD34	YALI1_C05554g
OG0004788	Q6CBL6	YALI1_C24850g
OG0004789	Q6C8U5	YALI1_D20885g
OG0004790	Q6CHZ7	YALI1_A03422g
OG0004791	Q6C8E4	YALI1_D25744g
OG0004792	Q6CAB1	YALI1_D05414g
OG0004793	Q6CGX7	YALI1_A15105g
OG0004794	Q6C461	YALI1_E34798g
OG0004795	Q6CDU4	YALI1_B27564g
OG0004796	Q6C1J2	YALI1_F21279g
OG0004797	Q6C5L6	YALI1_E20229g
OG0004798	Q6C639	YALI1_E15629g
OG0004799	Q6C8E1	YALI1_D25851g
OG0004800	Q6CBJ5	YALI1_C25367g
OG0004801	Q6C154	YALI1_F25556g
OG0004802	Q6C6Z3	YALI1_E05975g
OG0004803	Q6C9F4	YALI1_D14477g
OG0004804	Q6CEG9	YALI1_B20589g
OG0004805	Q6CAV5	YALI1_C33086g
OG0004806	Q6CFF1	YALI1_B09993g
OG0004807	Q6CCY3	YALI1_C07117g
OG0004808	Q6CC29	YALI1_C18209g
OG0004809	Q6C0J8	YALI1_F31482g
OG0004810	Q6C1Y0	YALI1_F16717g
OG0004811	Q6CGR5	YALI1_A17085g
OG0004812	Q6C856	YALI1_D28726g
OG0004813	Q6CDR9	YALI1_B28357g
OG0004814	Q6C532	YALI1_E25518g
OG0004815	Q6C598	YALI1_E23790g
OG0004816	Q6CEQ3	YALI1_B18451g
OG0004817	Q6C8S7	YALI1_D21256g
OG0004818	Q6C7H3	YALI1_E01235g
OG0004819	Q6C1T3	YALI1_F18122g
OG0004820	Q6C4T5	YALI1_E28213g
OG0004821	Q6C916	YALI1_D18408g
OG0004822	W0TYM8	YALI1_E40251g
OG0004823	Q6C1B9	YALI1_F23399g
OG0004824	Q6C1G1	YALI1_F22171g
OG0004825	Q6CCR1	YALI1_C09696g
OG0004826	Q6C9Q3	YALI1_D11666g
OG0004827	Q6CCT2	YALI1_C09033g
OG0004828	Q6C3D4	YALI1_F01020g
OG0004829	Q6C7X0	YALI1_D32619g
OG0004830	Q6CEU7	YALI1_B16968g
OG0004831	Q6CF91	YALI1_B12295g
OG0004832	Q6C0J3	YALI1_F31587g
OG0004833	Q6C5L8	YALI1_E20192g
OG0004834	Q6CGV5	YALI1_A15813g
OG0004835	Q6CBG7	YALI1_C26146g
OG0004836	Q6CDY6	YALI1_B26430g
OG0004837	Q6C006	YALI1_F36710g
OG0004838	Q6C551	YALI1_E24922g
OG0004839	Q6CFN9	YALI1_B07284g
OG0004840	Q6CDU5	YALI1_B27534g
OG0004841	Q6CAH0	YALI1_D03604g
OG0004842	Q6CEP8	YALI1_B18572g
OG0004843	Q6C580	YALI1_E24128g
OG0004844	Q6C489	YALI1_E34116g
OG0004845	B5FVH9	YALI1_E18184g
OG0004846	Q6C5Z1	YALI1_E16950g
OG0004847	Q6C8Q9	YALI1_D21702g
OG0004848	Q6CHS5	YALI1_A05491g
OG0004849	Q6CEX2	YALI1_B16068g
OG0004850	Q6CG21	YALI1_B02506g
OG0004851	Q6C0F4	YALI1_F32512g
OG0004852	Q6C582	YALI1_E24078g
OG0004853	Q6C796	YALI1_E03220g
OG0004854	Q6CD22	YALI1_C05880g
OG0004855	Q6C732	YALI1_E05074g
OG0004856	Q6C6L9	YALI1_E10210g
OG0004857	Q6CB02	YALI1_C31759g
OG0004858	Q6CI73	YALI1_A01298g
OG0004859	Q6C287	YALI1_F13446g
OG0004860	Q6C222	YALI1_F15265g
OG0004861	Q6C8I7	YALI1_D24425g
OG0004862	Q6C5Z5	YALI1_E16820g
OG0004863	Q6C3Z1	YALI1_E36641g
OG0004864	Q6CEZ8	YALI1_B15307g
OG0004865	Q6C8W8	YALI1_D20118g
OG0004866	Q6CGW8	YALI1_A15497g
OG0004867	Q6C906	YALI1_D18727g
OG0004868	Q6C2P3	YALI1_F09289g
OG0004869	Q6CB99	YALI1_C28817g
OG0004870	Q6C8L4	YALI1_D23575g
OG0004871	Q6CGX0	YALI1_A15461g
OG0004872	Q6CHA4	YALI1_A10883g
OG0004873	Q6C3H5	YALI1_E41315g
OG0004874	F7UI83	YALI1_M00110g
OG0004875	Q6C956	YALI1_D17181g
OG0004876	Q6C7D5	YALI1_E02265g
OG0004877	Q6CAU1	YALI1_C33354g
OG0004878	Q6C6V9	YALI1_E07019g
OG0004879	Q6CBT5	YALI1_C22592g
OG0004880	Q6C5A4	YALI1_E23610g
OG0004881	Q6BZS4	YALI1_F38986g
OG0004882	Q6C3H3	YALI1_E41393g
OG0004883	Q6C1E9	YALI1_F22674g
OG0004884	Q6C5B6	YALI1_E23292g
OG0004885	Q6C8J8	YALI1_D24127g
OG0004886	Q6C110	YALI1_F26860g
OG0004887	Q6C0F3	YALI1_F32534g
OG0004888	Q6CHW1	YALI1_A04533g
OG0004889	Q6CI50	YALI1_A02075g
OG0004890	Q6C5C3	YALI1_E23038g
OG0004891	Q6C9I1	YALI1_D13816g
OG0004892	Q6C9V1	YALI1_D10424g
OG0004893	Q6C184	YALI1_F24469g
OG0004894	Q6CG55	YALI1_B01030g
OG0004895	Q6CG79	YALI1_A22496g
OG0004896	Q6CIA2	YALI1_A00309g
OG0004897	Q6C782	YALI1_E03553g
OG0004898	Q6C2W6	YALI1_F06956g
OG0004899	Q6C3P8	YALI1_E39284g
OG0004900	Q6C2Z1	YALI1_F05936g
OG0004901	Q6BZX6	YALI1_F37714g
OG0004902	Q6C9H1	YALI1_D14156g
OG0004903	Q6CA50	YALI1_D07549g
OG0004904	Q6CC34	YALI1_C18011g
OG0004905	Q6CBV8	YALI1_C21353g
OG0004906	Q6C943	YALI1_D17524g
OG0004907	Q6CAH7	YALI1_D03278g
OG0004908	Q6C5D2	YALI1_E22840g
OG0004909	Q6C4X4	YALI1_E27144g
OG0004910	Q6C8M5	YALI1_D23128g
OG0004911	Q6CGR6	YALI1_A16988g
OG0004912	W0TYM2	YALI1_E11215g
OG0004913	Q6C8Z5	YALI1_D19087g
OG0004914	Q6CA62	YALI1_D07209g
OG0004915	Q6CCC7	YALI1_C14884g
OG0004916	Q6CEJ9	YALI1_B19880g
OG0004917	Q6C713	YALI1_E05599g
OG0004918	Q6C955	YALI1_D17206g
OG0004919	Q6CI33	YALI1_A02552g
OG0004920	Q6CFX0	YALI1_B04321g
OG0004921	Q6CDA0	YALI1_C03513g
OG0004922	Q6C971	YALI1_D16709g
OG0004923	Q6CEZ0	YALI1_B15560g
OG0004924	Q6CDT6	YALI1_B27723g
OG0004925	Q6C4C5	YALI1_E32946g
OG0004926	Q6C3Q7	YALI1_E39083g
OG0004927	Q6C3Q3	YALI1_E39210g
OG0004928	Q6C6J6	YALI1_E11083g
OG0004929	Q6CEB6	YALI1_B22055g
OG0004930	B5RSM5	YALI1_F37540g
OG0004931	Q6C0L9	YALI1_F30877g
OG0004932	Q6C9D6	YALI1_D14915g
OG0004933	Q6C405	YALI1_E36206g
OG0004934	Q6C2W8	YALI1_F06896g
OG0004935	Q6CA82	YALI1_D06638g
OG0004936	Q6C0I3	YALI1_F31822g
OG0004937	Q6CD87	YALI1_C03914g
OG0004938	Q6C2X3	YALI1_F06708g
OG0004939	Q6C8V8	YALI1_D20457g
OG0004940	Q6CI18	YALI1_A02998g
OG0004941	Q6CI48	YALI1_A02096g
OG0004942	Q6C260	YALI1_F14290g
OG0004943	Q6CI87	YALI1_A00801g
OG0004944	Q6CI39	YALI1_A02426g
OG0004945	Q6C564	YALI1_E24532g
OG0004946	Q6C4Y3	YALI1_E26900g
OG0004947	Q6C9P7	YALI1_D11937g
OG0004948	Q6CI85	YALI1_A00867g
OG0004949	Q6C326	YALI1_F04433g
OG0004950	Q6C588	YALI1_E23961g
OG0004951	Q6CFM7	YALI1_B07598g
OG0004952	Q6C9Y3	YALI1_D09453g
OG0004953	Q6CC90	YALI1_C16080g
OG0004954	Q6C536	YALI1_E25443g
OG0004955	Q6C1V8	YALI1_F17472g
OG0004956	Q6C4Y6	YALI1_E26860g
OG0004957	Q6C5H2	YALI1_E21443g
OG0004958	Q6C472	YALI1_E34494g
OG0004959	Q6C0G6	YALI1_F32251g
OG0004960	Q6CAH4	YALI1_D03412g
OG0004961	Q6C040	YALI1_F35656g
OG0004962	Q6CED2	YALI1_B21618g
OG0004963	Q6C6I7	YALI1_E11351g
OG0004964	Q6CC38	YALI1_C17947g
OG0004965	Q6CDM2	YALI1_B29785g
OG0004966	Q6CDJ2	YALI1_C00116g
OG0004967	Q6CFF8	YALI1_B09497g
OG0004968	Q6C8R0	YALI1_D21667g
OG0004969	Q6C682	YALI1_E14505g
OG0004970	Q6C9I9	YALI1_D13574g
OG0004971	Q6C3H6	YALI1_E41276g
OG0004972	Q6C1C2	YALI1_F23364g
OG0004973	Q6CG33	YALI1_B02177g
OG0004974	Q6C463	YALI1_E34745g
OG0004975	Q6CGN6	YALI1_A17927g
OG0004976	Q6C0C0	YALI1_F33445g
OG0004977	Q6C4N0	YALI1_E30053g
OG0004978	Q6CHA0	YALI1_A10966g
OG0004979	Q6C9S5	YALI1_D11203g
OG0004980	Q6CGQ1	YALI1_A17486g
OG0004981	Q6CBW6	YALI1_C20793g
OG0004982	Q6CEK1	YALI1_B19774g
OG0004983	Q6C0Q9	YALI1_F29751g
OG0004984	Q6C4P2	YALI1_E29642g
OG0004985	Q6C7Z8	YALI1_D31274g
OG0004986	Q6C823	YALI1_D30256g
OG0004987	Q6C826	YALI1_D30196g
OG0004988	Q6C1H6	YALI1_F21647g
OG0004989	Q6CEL7	YALI1_B19323g
OG0004990	Q6C0R1	YALI1_F29704g
OG0004991	Q6C2T5	YALI1_F07907g
OG0004992	Q6CHY5	YALI1_A03757g
OG0004993	Q6C8L6	YALI1_D23377g
OG0004994	Q6C6Z4	YALI1_E05972g
OG0004995	Q6C9Q6	YALI1_D11623g
OG0004996	Q6CAN1	YALI1_D01515g
OG0004997	Q6CIA4	YALI1_A00241g
OG0004998	Q6C1I7	YALI1_F21396g
OG0004999	Q6C4F6	YALI1_E32152g
OG0005000	Q6C1M1	YALI1_F20123g
OG0005001	Q6C3K4	YALI1_E40442g
OG0005002	Q6CHZ6	YALI1_A03442g
OG0005003	Q6C150	YALI1_F25649g
OG0005004	Q6CEG2	YALI1_B20835g
OG0005005	Q6C340	YALI1_F04082g
OG0005006	Q6C3A8	YALI1_F01981g
OG0005007	Q6CBA8	YALI1_C28551g
OG0005008	Q6CGQ5	YALI1_A17419g
OG0005009	Q6C119	YALI1_F26612g
OG0005010	B5FVB3	YALI1_B15733g
OG0005011	F2Z5Y4	YALI1_C03349g
OG0005012	Q6C495	YALI1_E33934g
OG0005013	Q6C0X6	YALI1_F27812g
OG0005014	Q6C3W2	YALI1_E37484g
OG0005015	Q6CF89	YALI1_B12375g
OG0005016	Q6C206	YALI1_F15708g
OG0005017	Q6CES4	YALI1_B17838g
OG0005018	Q6CHJ5	YALI1_A07768g
OG0005019	Q6C0N9	YALI1_F30289g
OG0005020	Q6CHX3	YALI1_A04022g
OG0005021	Q6C131	YALI1_F26127g
OG0005022	Q6C1M5	YALI1_F20010g
OG0005023	Q6C3E7	YALI1_F00430g
OG0005024	Q6C8S4	YALI1_D21408g
OG0005025	Q6CHV2	YALI1_A04815g
OG0005026	Q6C436	YALI1_E35440g
OG0005027	Q6CA98	YALI1_D05822g
OG0005028	Q6CGP5	YALI1_A17622g
OG0005029	Q6C5V6	YALI1_E17786g
OG0005030	Q6C465	YALI1_E34708g
OG0005031	Q6C5E6	YALI1_E22414g
OG0005032	Q6CBD8	YALI1_C27073g
OG0005033	Q6C6T8	YALI1_E07578g
OG0005034	Q6C9U3	YALI1_D10693g
OG0005035	Q6C028	YALI1_F35983g
OG0005036	Q6C4M0	YALI1_E30431g
OG0005037	Q6C1A7	YALI1_F23719g
OG0005038	Q6C5P8	YALI1_E19483g
OG0005039	Q6C6S1	YALI1_E08114g
OG0005040	Q6C767	YALI1_E04007g
OG0005041	Q6CFY3	YALI1_B03963g
OG0005042	Q6C9C9	YALI1_D15214g
OG0005043	Q6CAZ9	YALI1_C31848g
OG0005044	Q6C5M1	YALI1_E20125g
OG0005045	Q6CBJ2	YALI1_C25452g
OG0005046	Q6C934	YALI1_D17829g
OG0005047	Q6C8I5	YALI1_D24546g
OG0005048	Q6C1J5	YALI1_F21210g
OG0005049	Q6CDL4	YALI1_B29972g
OG0005050	Q6C3S8	YALI1_E38389g
OG0005051	Q6C8D0	YALI1_D26218g
OG0005052	Q6CD30	YALI1_C05649g
OG0005053	Q6CAU7	YALI1_C33254g
OG0005054	Q6C2S1	YALI1_F08363g
OG0005055	Q6C0X5	YALI1_F27834g
OG0005056	Q6CEF1	YALI1_B21104g
OG0005057	Q6C330	YALI1_F04264g
OG0005058	Q6C4N4	YALI1_E29930g
OG0005059	Q6CAQ5	YALI1_D00848g
OG0005060	Q6CCH5	YALI1_C13000g
OG0005061	Q6CBW1	YALI1_C21234g
OG0005062	Q6C3D1	YALI1_F01132g
OG0005063	Q6C2M0	YALI1_F09856g
OG0005064	Q6C7N7	YALI1_D35148g
OG0005065	Q6CH78	YALI1_A11612g
OG0005066	Q6C1U6	YALI1_F17756g
OG0005067	Q6CDV5	YALI1_B27293g
OG0005068	Q6C9X4	YALI1_D09790g
OG0005069	Q6C9I2	YALI1_D13790g
OG0005070	Q6CEP6	YALI1_B18613g
OG0005071	Q6CFF4	YALI1_B09807g
OG0005072	Q6C292	YALI1_F13339g
OG0005073	Q6C592	YALI1_E23912g
OG0005074	Q6CA83	YALI1_D06572g
OG0005075	Q6CC33	YALI1_C18073g
OG0005076	Q6C335	YALI1_F04185g
OG0005077	Q6C4S2	YALI1_E28779g
OG0005078	Q6CCN1	YALI1_C10730g
OG0005079	Q6CF58	YALI1_B13614g
OG0005080	Q6CCQ7	YALI1_C09851g
OG0005081	Q6CE73	YALI1_B23338g
OG0005082	Q6C2L3	YALI1_F10150g
OG0005083	Q6CE03	YALI1_B25833g
OG0005084	Q6C861	YALI1_D28518g
OG0005085	Q6C743	YALI1_E04706g
OG0005086	Q6C128	YALI1_F26186g
OG0005087	Q6C624	YALI1_E16068g
OG0005088	Q6C4H8	YALI1_E31646g
OG0005089	Q6C8L1	YALI1_D23688g
OG0005090	Q6CHF4	YALI1_A09218g
OG0005091	Q6C6H3	YALI1_E11835g
OG0005092	Q6C3L8	YALI1_E40032g
OG0005093	Q6CA99	YALI1_D05817g
OG0005094	Q6C157	YALI1_F25485g
OG0005095	Q6CCZ4	YALI1_C06716g
OG0005096	Q6C121	YALI1_F26519g
OG0005097	Q6CHR1	YALI1_A05884g
OG0005098	Q6C1T9	YALI1_F17953g
OG0005099	Q6CEF2	YALI1_B21088g
OG0005100	Q6C8X3	YALI1_D19980g
OG0005101	Q6C6Y1	YALI1_E06212g
OG0005102	Q6CAH8	YALI1_D03245g
OG0005103	Q6CD50	YALI1_C04991g
OG0005104	Q6CDY5	YALI1_B26451g
OG0005105	Q6C6T9	YALI1_E07571g
OG0005106	Q6C944	YALI1_D17507g
OG0005107	Q6CD41	YALI1_C05264g
OG0005108	Q6C4H3	YALI1_E31724g
OG0005109	B5FVG5	YALI1_E38512g
OG0005110	Q6CI84	YALI1_A00947g
OG0005111	Q6C008	YALI1_F36610g
OG0005112	Q6CCJ8	YALI1_C12007g
OG0005113	Q6C2J5	YALI1_F10713g
OG0005114	Q6C219	YALI1_F15334g
OG0005115	Q6CE57	YALI1_B23879g
OG0005116	Q6C4R4	YALI1_E28999g
OG0005117	Q6C616	YALI1_E16300g
OG0005118	Q6C6S7	YALI1_E07984g
OG0005119	Q6CA32	YALI1_D08125g
OG0005120	Q6CE98	YALI1_B22598g
OG0005121	Q6C4B2	YALI1_E33400g
OG0005122	Q6CFH9	YALI1_B08885g
OG0005123	Q6C6C5	YALI1_E13495g
OG0005124	Q6C7D8	YALI1_E02203g
OG0005125	Q6CEE8	YALI1_B21155g
OG0005126	Q6CCD0	YALI1_C14818g
OG0005127	Q6CGR2	YALI1_A17177g
OG0005128	Q6C0J0	YALI1_F31687g
OG0005129	Q6CAY9	YALI1_C32079g
OG0005130	Q6CBC6	YALI1_C27996g
OG0005131	Q6C5N0	YALI1_E19871g
OG0005132	Q6CFQ5	YALI1_B06489g
OG0005133	Q6C8Y8	YALI1_D19306g
OG0005134	Q6C8G1	YALI1_D25250g
OG0005135	Q6CA09	YALI1_D08749g
OG0005136	Q6CB77	YALI1_C29382g
OG0005137	Q6C690	YALI1_E14316g
OG0005138	Q6C4G0	YALI1_E32054g
OG0005139	Q6C0K8	YALI1_F31283g
OG0005140	Q6C3M7	YALI1_E39796g
OG0005141	Q6C460	YALI1_E34857g
OG0005142	Q6C3Z6	YALI1_E36494g
OG0005143	Q6C3U6	YALI1_E37982g
OG0005144	Q6CDD2	YALI1_C01965g
OG0005145	Q6C2I5	YALI1_F10971g
OG0005146	Q6C8E6	YALI1_D25664g
OG0005147	Q6C291	YALI1_F13366g
OG0005148	Q6CDD1	YALI1_C02053g
OG0005149	Q6CDA2	YALI1_C03461g
OG0005150	Q6C939	YALI1_D17620g
OG0005151	Q6C7P8	YALI1_D34893g
OG0005152	Q6CB42	YALI1_C30440g
OG0005153	Q6CHA6	YALI1_A10827g
OG0005154	Q6CGL6	YALI1_A18805g
OG0005155	Q6CFA7	YALI1_B11878g
OG0005156	Q6C7B8	YALI1_E02616g
OG0005157	Q6C4A6	YALI1_E33570g
OG0005158	Q6CDM5	YALI1_B29742g
OG0005159	Q6CFS2	YALI1_B05832g
OG0005160	Q6C3F1	YALI1_F00288g
OG0005161	Q6CE99	YALI1_B22561g
OG0005162	Q6CFJ1	YALI1_B08580g
OG0005163	Q6C5J9	YALI1_E20709g
OG0005164	Q6C0L3	YALI1_F31126g
OG0005165	Q6C408	YALI1_E36116g
OG0005166	Q6CB55	YALI1_C30119g
OG0005167	Q6C2N8	YALI1_F09405g
OG0005168	Q6C8I3	YALI1_D24626g
OG0005169	Q6CBF9	YALI1_C26580g
OG0005170	Q6CCP8	YALI1_C10173g
OG0005171	Q6C2N4	YALI1_F09518g
OG0005172	Q6C2C4	YALI1_F12616g
OG0005173	B5RSM0	YALI1_F28459g
OG0005174	Q6CAQ7	YALI1_D00798g
OG0005175	Q6C4A4	YALI1_E33633g
OG0005176	Q6C7B6	YALI1_E02648g
OG0005177	Q6C5L4	YALI1_E20279g
OG0005178	Q6C7N5	YALI1_D35210g
OG0005179	Q6C078	YALI1_F34497g
OG0005180	F2Z6D3	YALI1_B29548g
OG0005181	Q6C8A1	YALI1_D27068g
OG0005182	Q6C421	YALI1_E35815g
OG0005183	Q6CI59	YALI1_A01842g
OG0005184	Q6CAX7	YALI1_C32461g
OG0005185	Q6CFL2	YALI1_B07957g
OG0005186	F2Z6G8	YALI1_A09190g
OG0005187	Q6CDT7	YALI1_B27689g
OG0005188	Q6CEY5	YALI1_B15670g
OG0005189	Q6C7L8	YALI1_D35635g
OG0005190	Q6C1L8	YALI1_F20233g
OG0005191	Q6CF30	YALI1_B14382g
OG0005192	Q6CB03	YALI1_C31684g
OG0005193	Q6CEG7	YALI1_B20730g
OG0005194	Q6C245	YALI1_F14625g
