Orthogroup	S.cerevisiae	L.starkeyi	T.caseinolytica	Y.lipo-CLIB122
OG0003122	P39742		Tortispora_caseinolytica@Seq_3672	tr|Q6CA90|Q6CA90_YARLI
OG0003123	P38164		Tortispora_caseinolytica@Seq_1143	tr|Q6C8L0|Q6C8L0_YARLI
OG0003124	P07560	tr|A0A1E3QB79|A0A1E3QB79_LIPST		sp|P41924|RYL1_YARLI
OG0003125	P21801	tr|A0A1E3Q0M3|A0A1E3Q0M3_LIPST		tr|Q6C823|Q6C823_YARLI
OG0003126	Q12529	tr|A0A1E3QA92|A0A1E3QA92_LIPST	Tortispora_caseinolytica@Seq_3146	
OG0003127	Q06168	tr|A0A1E3PWU1|A0A1E3PWU1_LIPST		sp|Q6C9N2|SFH1_YARLI
OG0003128	P38889	tr|A0A1E3QCZ6|A0A1E3QCZ6_LIPST		tr|Q6C937|Q6C937_YARLI
OG0003129	P39073	tr|A0A1E3PXG1|A0A1E3PXG1_LIPST		sp|Q6CCB0|SSN3_YARLI
OG0003130	P11972	tr|A0A1E3Q5Z1|A0A1E3Q5Z1_LIPST		tr|Q6C8P6|Q6C8P6_YARLI
OG0003131	Q02793	tr|A0A1E3QAX1|A0A1E3QAX1_LIPST		tr|Q6CBB4|Q6CBB4_YARLI
OG0003132	P09937	tr|A0A1E3QDH8|A0A1E3QDH8_LIPST		tr|Q6C0J3|Q6C0J3_YARLI
OG0003133	P18410	tr|A0A1E3PV81|A0A1E3PV81_LIPST		tr|Q6CAG0|Q6CAG0_YARLI
OG0003134	P12954	tr|A0A1E3PZP9|A0A1E3PZP9_LIPST		tr|Q6C4F2|Q6C4F2_YARLI
OG0003135	P38985	tr|A0A1E3QFT7|A0A1E3QFT7_LIPST		tr|Q6C0K0|Q6C0K0_YARLI
OG0003136	P13856	tr|A0A1E3PZK8|A0A1E3PZK8_LIPST		tr|Q6C0N5|Q6C0N5_YARLI
OG0003137	P32607	tr|A0A1E3QBR0|A0A1E3QBR0_LIPST		tr|Q6C201|Q6C201_YARLI
OG0003138	P40561	tr|A0A1E3Q5N2|A0A1E3Q5N2_LIPST		tr|Q6C5N8|Q6C5N8_YARLI
OG0003139	Q03919	tr|A0A1E3Q649|A0A1E3Q649_LIPST		tr|B5RSL8|B5RSL8_YARLI
OG0003140	P17558	tr|A0A1E3QFM5|A0A1E3QFM5_LIPST	Tortispora_caseinolytica@Seq_1147	
OG0003141	Q04172	tr|A0A1E3QCH7|A0A1E3QCH7_LIPST		sp|Q6C7F7|SHE9_YARLI
OG0003142	P32774	tr|A0A1E3Q1E5|A0A1E3Q1E5_LIPST		tr|Q6C0S4|Q6C0S4_YARLI
OG0003143	Q06163		Tortispora_caseinolytica@Seq_4430	tr|Q6C9D0|Q6C9D0_YARLI
OG0003144	Q04372	tr|A0A1E3Q0Q9|A0A1E3Q0Q9_LIPST		tr|Q6CHE3|Q6CHE3_YARLI
OG0003145	P41544	tr|A0A1E3Q3H6|A0A1E3Q3H6_LIPST		tr|Q6CE45|Q6CE45_YARLI
OG0003146	P47008	tr|A0A1E3Q9D5|A0A1E3Q9D5_LIPST		sp|Q6C9R9|SFH5_YARLI
OG0003147	P53266	tr|A0A1E3QAS3|A0A1E3QAS3_LIPST	Tortispora_caseinolytica@Seq_3696	
OG0003148	Q06563	tr|A0A1E3QGK2|A0A1E3QGK2_LIPST		sp|Q6CAW5|SYM1_YARLI
OG0003149	Q12004	tr|A0A1E3Q155|A0A1E3Q155_LIPST		sp|Q6CD24|TFB4_YARLI
OG0003150	P32318	tr|A0A1E3Q0A3|A0A1E3Q0A3_LIPST		sp|Q3V7I4|THI4_YARLI
OG0003151	P40087		Tortispora_caseinolytica@Seq_2161	sp|Q6CFI3|DDI1_YARLI
OG0003152	Q05871, Q08558		Tortispora_caseinolytica@Seq_1356	
OG0003153	Q06686	tr|A0A1E3Q5J3|A0A1E3Q5J3_LIPST	Tortispora_caseinolytica@Seq_3698	
OG0003154	P38116	tr|A0A1E3Q675|A0A1E3Q675_LIPST		tr|Q6BZT6|Q6BZT6_YARLI
OG0003155	P00830	tr|A0A1E3PXA8|A0A1E3PXA8_LIPST		tr|Q6CFT7|Q6CFT7_YARLI
OG0003156	Q04749	tr|A0A1E3QD47|A0A1E3QD47_LIPST		tr|Q6C887|Q6C887_YARLI
OG0003157	Q12226	tr|A0A1E3Q034|A0A1E3Q034_LIPST		tr|Q6C6T8|Q6C6T8_YARLI
OG0003158	Q03630	tr|A0A1E3Q629|A0A1E3Q629_LIPST		tr|Q6CF47|Q6CF47_YARLI
OG0003159	P30902	tr|A0A1E3Q1V0|A0A1E3Q1V0_LIPST		tr|Q6CFH9|Q6CFH9_YARLI
OG0003160	P38772		Tortispora_caseinolytica@Seq_1223	tr|Q6C696|Q6C696_YARLI
OG0003161	P22804	tr|A0A1E3QBA8|A0A1E3QBA8_LIPST		tr|Q6C0F2|Q6C0F2_YARLI
OG0003162	P39960	tr|A0A1E3Q5D3|A0A1E3Q5D3_LIPST		tr|Q6BZP3|Q6BZP3_YARLI
OG0003163	P06182	tr|A0A1E3Q7P4|A0A1E3Q7P4_LIPST		tr|Q6CC34|Q6CC34_YARLI
OG0003164	P40987		Tortispora_caseinolytica@Seq_776	tr|Q6CCJ9|Q6CCJ9_YARLI
OG0003165	P46946	tr|A0A1E3Q493|A0A1E3Q493_LIPST		tr|Q6CAW9|Q6CAW9_YARLI
OG0003166	Q05779		Tortispora_caseinolytica@Seq_4356	tr|Q6C071|Q6C071_YARLI
OG0003167	P49017	tr|A0A1E3QES0|A0A1E3QES0_LIPST		tr|Q6CBJ6|Q6CBJ6_YARLI
OG0003168	Q01519	tr|A0A1E3Q3G2|A0A1E3Q3G2_LIPST		tr|Q6C5M8|Q6C5M8_YARLI
OG0003169	P38636	tr|A0A1E3PZF6|A0A1E3PZF6_LIPST		tr|B5FVB6|B5FVB6_YARLI
OG0003170	Q06405	tr|A0A1E3QCT6|A0A1E3QCT6_LIPST		tr|Q6C9E6|Q6C9E6_YARLI
OG0003171	P25355		Tortispora_caseinolytica@Seq_3100	tr|Q6C9C3|Q6C9C3_YARLI
OG0003172	Q02770	tr|A0A1E3QFN4|A0A1E3QFN4_LIPST		sp|Q6CGK4|CWC27_YARLI
OG0003173	P40312	tr|A0A1E3Q3G0|A0A1E3Q3G0_LIPST		tr|Q6C9D3|Q6C9D3_YARLI
OG0003174	P53830	tr|A0A1E3Q1U5|A0A1E3Q1U5_LIPST		tr|Q6C3D3|Q6C3D3_YARLI
OG0003175	Q12046	tr|A0A1E3QB29|A0A1E3QB29_LIPST		sp|Q6C007|CWC2_YARLI
OG0003176	P46962	tr|A0A1E3QHH1|A0A1E3QHH1_LIPST		tr|Q6C602|Q6C602_YARLI
OG0003177	P53769	tr|A0A1E3Q9H0|A0A1E3Q9H0_LIPST		sp|Q6CB23|CWC24_YARLI
OG0003178	P21657	tr|A0A1E3Q239|A0A1E3Q239_LIPST		tr|Q6CAH2|Q6CAH2_YARLI
OG0003179	Q03690	tr|A0A1E3Q6I4|A0A1E3Q6I4_LIPST		sp|Q6CE38|CLU_YARLI
OG0003180	Q06632	tr|A0A1E3QAR1|A0A1E3QAR1_LIPST		sp|Q6C740|CFT1_YARLI
OG0003181	Q03705	tr|A0A1E3Q5M5|A0A1E3Q5M5_LIPST		sp|Q6C7C9|CG121_YARLI
OG0003182	P15703	tr|A0A1E3PZU1|A0A1E3PZU1_LIPST		tr|Q6CFU7|Q6CFU7_YARLI
OG0003183	P11433	tr|A0A1E3QG83|A0A1E3QG83_LIPST		tr|Q6CBW7|Q6CBW7_YARLI
OG0003184	P32562	tr|A0A1E3PVX0|A0A1E3PVX0_LIPST		tr|Q6C7R4|Q6C7R4_YARLI
OG0003185	Q3E835	tr|A0A1E3Q4F3|A0A1E3Q4F3_LIPST		tr|B5FVB2|B5FVB2_YARLI
OG0003186	Q06675	tr|A0A1E3Q039|A0A1E3Q039_LIPST		tr|Q6CAV1|Q6CAV1_YARLI
OG0003187	P38907	tr|A0A1E3PY31|A0A1E3PY31_LIPST		tr|Q6CHY4|Q6CHY4_YARLI
OG0003188	P39525	tr|A0A1E3Q5E1|A0A1E3Q5E1_LIPST		tr|Q6BZV1|Q6BZV1_YARLI
OG0003189	Q04549	tr|A0A1E3QFY1|A0A1E3QFY1_LIPST	Tortispora_caseinolytica@Seq_791	
OG0003190	Q00381	tr|A0A1E3PZ66|A0A1E3PZ66_LIPST		tr|Q6CFS6|Q6CFS6_YARLI
OG0003191	Q3E793	tr|A0A1E3Q416|A0A1E3Q416_LIPST		tr|Q6C7I5|Q6C7I5_YARLI
OG0003192	Q07457		Tortispora_caseinolytica@Seq_4021	sp|Q6CF78|BRE1_YARLI
OG0003193	P32451	tr|A0A1E3Q8K8|A0A1E3Q8K8_LIPST		tr|Q6C903|Q6C903_YARLI
OG0003194	P50084	tr|A0A1E3Q8W5|A0A1E3Q8W5_LIPST	Tortispora_caseinolytica@Seq_2625	
OG0003195	P39724	tr|A0A1E3QFF8|A0A1E3QFF8_LIPST		tr|Q6C1I0|Q6C1I0_YARLI
OG0003196	P41697	tr|A0A1E3Q5B8|A0A1E3Q5B8_LIPST		tr|Q6C4C4|Q6C4C4_YARLI
OG0003197	P37267		Tortispora_caseinolytica@Seq_831	sp|Q6C5S0|CBP4_YARLI
OG0003198	P21560		Tortispora_caseinolytica@Seq_2399	tr|Q6CBJ5|Q6CBJ5_YARLI
OG0003199	P06245	tr|A0A1E3Q4C2|A0A1E3Q4C2_LIPST		tr|Q6CCL9|Q6CCL9_YARLI
OG0003200	P40034	tr|A0A1E3QAZ4|A0A1E3QAZ4_LIPST		sp|Q6C423|JHD1_YARLI
OG0003201	P22209	tr|A0A1E3QBL2|A0A1E3QBL2_LIPST		tr|Q6C3K5|Q6C3K5_YARLI
OG0003202	Q04437	tr|A0A1E3Q6Y2|A0A1E3Q6Y2_LIPST		sp|Q6C7B9|KU80_YARLI
OG0003203	Q01919	tr|A0A1E3Q4U8|A0A1E3Q4U8_LIPST		tr|Q6CB57|Q6CB57_YARLI
OG0003204	Q06630		Tortispora_caseinolytica@Seq_4357	sp|Q6C5K2|MHR1_YARLI
OG0003205	P38691		Tortispora_caseinolytica@Seq_4397	tr|Q6C227|Q6C227_YARLI
OG0003206	P53086		Tortispora_caseinolytica@Seq_1748	tr|Q6C6P8|Q6C6P8_YARLI
OG0003207	P40081	tr|A0A1E3Q9D2|A0A1E3Q9D2_LIPST		tr|Q6CFC7|Q6CFC7_YARLI
OG0003208	P17260	tr|A0A1E3Q042|A0A1E3Q042_LIPST	Tortispora_caseinolytica@Seq_4216	
OG0003209	P38439	tr|A0A1E3Q2Y7|A0A1E3Q2Y7_LIPST		tr|W0TYN8|W0TYN8_YARLI
OG0003210	P47026	tr|A0A1E3Q8G9|A0A1E3Q8G9_LIPST		sp|Q6CAW6|GWT1_YARLI
OG0003211	P40857	tr|A0A1E3QFT1|A0A1E3QFT1_LIPST		tr|Q6C203|Q6C203_YARLI
OG0003212	P53154	tr|A0A1E3Q4N5|A0A1E3Q4N5_LIPST		tr|Q6C428|Q6C428_YARLI
OG0003213	P53193	tr|A0A1E3QCQ7|A0A1E3QCQ7_LIPST		tr|Q6CAT1|Q6CAT1_YARLI
OG0003214	Q12055	tr|A0A1E3Q3N5|A0A1E3Q3N5_LIPST		tr|Q6CDL8|Q6CDL8_YARLI
OG0003215	P40006	tr|A0A1E3Q7D2|A0A1E3Q7D2_LIPST		tr|Q6C5B4|Q6C5B4_YARLI
OG0003216	P06633	tr|A0A1E3QCM1|A0A1E3QCM1_LIPST		tr|Q6C3L0|Q6C3L0_YARLI
OG0003217	P46973	tr|A0A1E3Q9D6|A0A1E3Q9D6_LIPST		tr|Q6C2H0|Q6C2H0_YARLI
OG0003218	Q04934	tr|A0A1E3Q3M0|A0A1E3Q3M0_LIPST		tr|Q6CD71|Q6CD71_YARLI
OG0003219	P18963, P19158			tr|Q6CFF4|Q6CFF4_YARLI
OG0003220	P21374	tr|A0A1E3PZL3|A0A1E3PZL3_LIPST		sp|Q6C9I7|ISY1_YARLI
OG0003221	P40106, P41277	tr|A0A1E3QFU4|A0A1E3QFU4_LIPST		
OG0003222	Q12096	tr|A0A1E3Q1A7|A0A1E3Q1A7_LIPST	Tortispora_caseinolytica@Seq_1496	
OG0003223	Q03786	tr|A0A1E3Q7F4|A0A1E3Q7F4_LIPST		tr|Q6C2H6|Q6C2H6_YARLI
OG0003224	P53551	tr|A0A1E3QB60|A0A1E3QB60_LIPST		tr|Q6CEE5|Q6CEE5_YARLI
OG0003225	P40956	tr|A0A1E3Q7G0|A0A1E3Q7G0_LIPST	Tortispora_caseinolytica@Seq_2546	
OG0003226	Q04697	tr|A0A1E3Q5Y6|A0A1E3Q5Y6_LIPST		tr|Q6CAH4|Q6CAH4_YARLI
OG0003227	Q04344	tr|A0A1E3QD37|A0A1E3QD37_LIPST	Tortispora_caseinolytica@Seq_971	
OG0003228	Q12692	tr|A0A1E3QE21|A0A1E3QE21_LIPST		sp|Q6C341|H2AZ_YARLI
OG0003229	P32339		Tortispora_caseinolytica@Seq_4230	tr|Q6C7U4|Q6C7U4_YARLI
OG0003230	Q04080	tr|A0A1E3Q1L5|A0A1E3Q1L5_LIPST		tr|Q6C9A3|Q6C9A3_YARLI
OG0003231	P49018	tr|A0A1E3Q4N2|A0A1E3Q4N2_LIPST		tr|Q6C2I0|Q6C2I0_YARLI
OG0003232	P00724	tr|A0A1E3QGP8|A0A1E3QGP8_LIPST		tr|Q6C4H7|Q6C4H7_YARLI
OG0003233	P40069	tr|A0A1E3Q3L5|A0A1E3Q3L5_LIPST		tr|Q6C657|Q6C657_YARLI
OG0003234	Q06704		Tortispora_caseinolytica@Seq_1515	tr|Q6BZU3|Q6BZU3_YARLI
OG0003235	P53686	tr|A0A1E3Q5S8|A0A1E3Q5S8_LIPST	Tortispora_caseinolytica@Seq_2299	
OG0003236	P22943	tr|A0A1E3QEM2|A0A1E3QEM2_LIPST		tr|Q6C8D6|Q6C8D6_YARLI
OG0003237	P32899	tr|A0A1E3Q2V5|A0A1E3Q2V5_LIPST		tr|Q6C1C9|Q6C1C9_YARLI
OG0003238	P46972	tr|A0A1E3QFD8|A0A1E3QFD8_LIPST		tr|Q6CF21|Q6CF21_YARLI
OG0003239	P07260	tr|A0A1E3QEX4|A0A1E3QEX4_LIPST		tr|Q6C7Y7|Q6C7Y7_YARLI
OG0003240	P40325	tr|A0A1E3PZ51|A0A1E3PZ51_LIPST		tr|Q6C8P4|Q6C8P4_YARLI
OG0003241	P32617	tr|A0A1E3Q686|A0A1E3Q686_LIPST		tr|Q6C4L8|Q6C4L8_YARLI
OG0003242	Q12383	tr|A0A1E3QIJ1|A0A1E3QIJ1_LIPST		sp|Q6C4F8|TRM13_YARLI
OG0003243	P54730	tr|A0A1E3PV15|A0A1E3PV15_LIPST	Tortispora_caseinolytica@Seq_1810	
OG0003244	P21734		Tortispora_caseinolytica@Seq_586	tr|Q6C353|Q6C353_YARLI
OG0003245	P52490	tr|A0A1E3PUV0|A0A1E3PUV0_LIPST		tr|Q6CDH2|Q6CDH2_YARLI
OG0003246	Q05024, Q08747	tr|A0A1E3QFD7|A0A1E3QFD7_LIPST		
OG0003247	Q07381	tr|A0A1E3QDT3|A0A1E3QDT3_LIPST		tr|Q6CFA9|Q6CFA9_YARLI
OG0003248	Q08422	tr|A0A1E3QBM3|A0A1E3QBM3_LIPST		tr|Q6CI70|Q6CI70_YARLI
OG0003249	P38237	tr|A0A1E3QCK1|A0A1E3QCK1_LIPST		tr|Q6CEB0|Q6CEB0_YARLI
OG0003250	P50623	tr|A0A1E3Q365|A0A1E3Q365_LIPST		tr|Q6CDN2|Q6CDN2_YARLI
OG0003251	P0CG63	tr|A0A1E3PTU8|A0A1E3PTU8_LIPST		tr|Q6C5D4|Q6C5D4_YARLI
OG0003252	P33202	tr|A0A1E3QDM2|A0A1E3QDM2_LIPST		tr|Q6C6X9|Q6C6X9_YARLI
OG0003253	P38334	tr|A0A1E3Q3F0|A0A1E3Q3F0_LIPST		tr|Q6C760|Q6C760_YARLI
OG0003254	P38962	tr|A0A1E3QF27|A0A1E3QF27_LIPST		sp|Q6C7V5|TVP23_YARLI
OG0003255	Q06672	tr|A0A1E3Q1S4|A0A1E3Q1S4_LIPST		tr|Q6C5T0|Q6C5T0_YARLI
OG0003256	P36097	tr|A0A1E3QD87|A0A1E3QD87_LIPST		tr|Q6CE04|Q6CE04_YARLI
OG0003257	Q04305	tr|A0A1E3Q1V6|A0A1E3Q1V6_LIPST		tr|Q6C7D8|Q6C7D8_YARLI
OG0003258	Q02931		Tortispora_caseinolytica@Seq_3577	tr|Q6CFQ3|Q6CFQ3_YARLI
OG0003259	P42945	tr|A0A1E3Q966|A0A1E3Q966_LIPST		sp|Q6C457|UTP10_YARLI
OG0003260	Q05776	tr|A0A1E3PU37|A0A1E3PU37_LIPST		tr|Q6CBC2|Q6CBC2_YARLI
OG0003261	P25515	tr|A0A1E3Q5E7|A0A1E3Q5E7_LIPST		tr|Q6C0I1|Q6C0I1_YARLI
OG0003262	P40917	tr|A0A1E3Q9T3|A0A1E3Q9T3_LIPST		tr|Q6C9W7|Q6C9W7_YARLI
OG0003263	P00912	tr|A0A1E3QBQ0|A0A1E3QBQ0_LIPST		tr|F2Z5Z5|F2Z5Z5_YARLI
OG0003264	Q08687	tr|A0A1E3QAJ6|A0A1E3QAJ6_LIPST		tr|Q6C8G1|Q6C8G1_YARLI
OG0003265	P23643	tr|A0A1E3Q7R4|A0A1E3Q7R4_LIPST		tr|Q6C1E5|Q6C1E5_YARLI
OG0003266	P38959	tr|A0A1E3Q1F7|A0A1E3Q1F7_LIPST		tr|Q6C1B4|Q6C1B4_YARLI
OG0003267	P53853	tr|A0A1E3PYF8|A0A1E3PYF8_LIPST	Tortispora_caseinolytica@Seq_4162	
OG0003268	P37370	tr|A0A1E3PZL7|A0A1E3PZL7_LIPST		tr|Q6C7Q8|Q6C7Q8_YARLI
OG0003269	P47165	tr|A0A1E3PZ96|A0A1E3PZ96_LIPST		tr|Q6C5M6|Q6C5M6_YARLI
OG0003270	Q02792		Tortispora_caseinolytica@Seq_3031	sp|Q6C961|XRN2_YARLI
OG0003271	P38932	tr|A0A1E3QAZ9|A0A1E3QAZ9_LIPST		tr|Q6C465|Q6C465_YARLI
OG0003272	P47142	tr|A0A1E3QFD9|A0A1E3QFD9_LIPST		tr|Q6CEC3|Q6CEC3_YARLI
OG0003273	P47111	tr|A0A1E3QCF0|A0A1E3QCF0_LIPST		tr|Q6C364|Q6C364_YARLI
OG0003274	P35202	tr|A0A1E3PVV3|A0A1E3PVV3_LIPST		tr|Q6C536|Q6C536_YARLI
OG0003275	P42937	tr|A0A1E3QA41|A0A1E3QA41_LIPST	Tortispora_caseinolytica@Seq_4141	
OG0003276	P25617	tr|A0A1E3Q758|A0A1E3Q758_LIPST		tr|Q6C8I3|Q6C8I3_YARLI
OG0003277	P35184	tr|A0A1E3QD78|A0A1E3QD78_LIPST		tr|Q6CDC4|Q6CDC4_YARLI
OG0003278	P25379	tr|A0A1E3Q4H7|A0A1E3Q4H7_LIPST		tr|Q6C6D8|Q6C6D8_YARLI
OG0003279	P06784	tr|A0A1E3PWS6|A0A1E3PWS6_LIPST	Tortispora_caseinolytica@Seq_3772	
OG0003280	P38011		Tortispora_caseinolytica@Seq_4524	tr|Q6C592|Q6C592_YARLI
OG0003281	Q08622	tr|A0A1E3Q834|A0A1E3Q834_LIPST	Tortispora_caseinolytica@Seq_494	
OG0003282	Q12125	tr|A0A1E3QF04|A0A1E3QF04_LIPST		tr|Q6C945|Q6C945_YARLI
OG0003283	Q02979		Tortispora_caseinolytica@Seq_4507	tr|Q6C3R1|Q6C3R1_YARLI
OG0003284	P25574	tr|A0A1E3PY69|A0A1E3PY69_LIPST		tr|Q6C5W6|Q6C5W6_YARLI
OG0003285	Q12431	tr|A0A1E3QF18|A0A1E3QF18_LIPST		tr|Q6CG99|Q6CG99_YARLI
OG0003286	P53861	tr|A0A1E3QEV2|A0A1E3QEV2_LIPST		tr|Q6CBQ6|Q6CBQ6_YARLI
OG0003287	P32803	tr|A0A1E3Q279|A0A1E3Q279_LIPST		tr|Q6C3H2|Q6C3H2_YARLI
OG0003288	P12385		Tortispora_caseinolytica@Seq_1803	tr|Q6C356|Q6C356_YARLI
OG0003289	Q06551	tr|A0A1E3QBC8|A0A1E3QBC8_LIPST		sp|Q6C890|ERFB_YARLI
OG0003290	P36039		Tortispora_caseinolytica@Seq_2369	tr|Q6C523|Q6C523_YARLI
OG0003291	P16151	tr|A0A1E3Q3W8|A0A1E3Q3W8_LIPST		tr|Q6CCL6|Q6CCL6_YARLI
OG0003292	P41912	tr|A0A1E3QCS5|A0A1E3QCS5_LIPST		sp|P0C0R1|ERFD_YARLI
OG0003293	Q04651	tr|A0A1E3QAF2|A0A1E3QAF2_LIPST		tr|Q6CGP1|Q6CGP1_YARLI
OG0003294	Q04067	tr|A0A1E3Q427|A0A1E3Q427_LIPST		sp|Q6C747|EIF3G_YARLI
OG0003295	Q06623	tr|A0A1E3QDE1|A0A1E3QDE1_LIPST		tr|Q6C4B7|Q6C4B7_YARLI
OG0003296	P22007	tr|A0A1E3Q5L2|A0A1E3Q5L2_LIPST		tr|Q6C928|Q6C928_YARLI
OG0003297	P36088	tr|A0A1E3Q8P8|A0A1E3Q8P8_LIPST		tr|Q6C0F3|Q6C0F3_YARLI
OG0003298	P53889		Tortispora_caseinolytica@Seq_3426	tr|Q6CAZ6|Q6CAZ6_YARLI
OG0003299	P40008	tr|A0A1E3PYM9|A0A1E3PYM9_LIPST	Tortispora_caseinolytica@Seq_2375	
OG0003300	P40988	tr|A0A1E3Q6G3|A0A1E3Q6G3_LIPST, tr|A0A1E3Q7Z3|A0A1E3Q7Z3_LIPST		
OG0003301	P38224	tr|A0A1E3PYW1|A0A1E3PYW1_LIPST		tr|Q6CH13|Q6CH13_YARLI
OG0003302	P53917	tr|A0A1E3QFI3|A0A1E3QFI3_LIPST		tr|Q6CCF7|Q6CCF7_YARLI
OG0003303	P32472	tr|A0A1E3QCW6|A0A1E3QCW6_LIPST		sp|Q6CGG3|FKBP2_YARLI
OG0003304	P38225		Tortispora_caseinolytica@Seq_3322	tr|Q6C5Q8|Q6C5Q8_YARLI
OG0003305	P32525	tr|A0A1E3Q4F8|A0A1E3Q4F8_LIPST		tr|Q6CE28|Q6CE28_YARLI
OG0003306	Q12429	tr|A0A1E3Q5R5|A0A1E3Q5R5_LIPST		tr|Q6C1P4|Q6C1P4_YARLI
OG0003307	P38332	tr|A0A1E3Q694|A0A1E3Q694_LIPST		tr|Q6C766|Q6C766_YARLI
OG0003308	P53063	tr|A0A1E3QDG9|A0A1E3QDG9_LIPST		sp|Q6C4A3|DXO_YARLI
OG0003309	P40077	tr|A0A1E3Q561|A0A1E3Q561_LIPST		sp|Q6C9N0|DSE1_YARLI
OG0003310	Q04603	tr|A0A1E3Q242|A0A1E3Q242_LIPST		sp|Q6CHS6|DPB4_YARLI
OG0003311	P53255		Tortispora_caseinolytica@Seq_634	tr|Q6CDP5|Q6CDP5_YARLI
OG0003312	P38836		Tortispora_caseinolytica@Seq_1593	tr|Q6CES8|Q6CES8_YARLI
OG0003313	Q04089	tr|A0A1E3PZX8|A0A1E3PZX8_LIPST		sp|Q6C4Y5|DOT1_YARLI
OG0003314	P35195	tr|A0A1E3Q3C1|A0A1E3Q3C1_LIPST		tr|Q6C4I8|Q6C4I8_YARLI
OG0003315	P38347	tr|A0A1E3Q8Y2|A0A1E3Q8Y2_LIPST		tr|Q6CD51|Q6CD51_YARLI
OG0003316	P33317	tr|A0A1E3QD61|A0A1E3QD61_LIPST		sp|Q6C141|DUT_YARLI
OG0003317	P53073	tr|A0A1E3Q846|A0A1E3Q846_LIPST		tr|Q6CHC4|Q6CHC4_YARLI
OG0003318	P39998	tr|A0A1E3QFD0|A0A1E3QFD0_LIPST		tr|Q6C942|Q6C942_YARLI
OG0003319	Q05902		Tortispora_caseinolytica@Seq_3633	tr|Q6CC93|Q6CC93_YARLI
OG0003320	P32501	tr|A0A1E3QD38|A0A1E3QD38_LIPST		tr|Q6CEG9|Q6CEG9_YARLI
OG0003321	P43605	tr|A0A1E3Q7K2|A0A1E3Q7K2_LIPST		sp|Q6C668|ECO1_YARLI
OG0003322	Q12050	tr|A0A1E3QAI3|A0A1E3QAI3_LIPST		tr|Q6C871|Q6C871_YARLI
OG0003323	P01097		Tortispora_caseinolytica@Seq_3857	tr|Q6CCY1|Q6CCY1_YARLI
OG0003324	P22135	tr|A0A1E3QFN8|A0A1E3QFN8_LIPST		tr|Q6CBE8|Q6CBE8_YARLI
OG0003325	P53722		Tortispora_caseinolytica@Seq_770	sp|Q6C253|ATP23_YARLI
OG0003326	P61829	tr|A0A1E3PV94|A0A1E3PV94_LIPST		sp|Q37695|ATP9_YARLI
OG0003327	P22146		Tortispora_caseinolytica@Seq_1451	tr|Q6CA43|Q6CA43_YARLI
OG0003328	P38162	tr|A0A1E3QBJ5|A0A1E3QBJ5_LIPST		tr|Q6CCT8|Q6CCT8_YARLI
OG0003329	Q07684	tr|A0A1E3Q3B5|A0A1E3Q3B5_LIPST		tr|Q6CD03|Q6CD03_YARLI
OG0003330	Q12342	tr|A0A1E3Q0F6|A0A1E3Q0F6_LIPST		tr|Q6CB24|Q6CB24_YARLI
OG0003331	Q08045		Tortispora_caseinolytica@Seq_3812	sp|Q6CFG3|LCL2_YARLI
OG0003332	Q01846	tr|A0A1E3Q2Q0|A0A1E3Q2Q0_LIPST		tr|Q6C375|Q6C375_YARLI
OG0003333	Q06436	tr|A0A1E3Q2A5|A0A1E3Q2A5_LIPST		tr|Q6CGG7|Q6CGG7_YARLI
OG0003334	P41821	tr|A0A1E3QD08|A0A1E3QD08_LIPST		tr|Q6CI36|Q6CI36_YARLI
OG0003335	P34162	tr|A0A1E3PWJ9|A0A1E3PWJ9_LIPST		sp|Q6CAY6|MED20_YARLI
OG0003336	P23060	tr|A0A1E3QG10|A0A1E3QG10_LIPST		tr|Q6C666|Q6C666_YARLI
OG0003337	P40070	tr|A0A1E3Q403|A0A1E3Q403_LIPST		tr|Q6CGF6|Q6CGF6_YARLI
OG0003338	P47051	tr|A0A1E3Q4J4|A0A1E3Q4J4_LIPST		tr|Q6CD50|Q6CD50_YARLI
OG0003339	P40089	tr|A0A1E3Q2X0|A0A1E3Q2X0_LIPST		tr|Q6CEP6|Q6CEP6_YARLI
OG0003340	P40513	tr|A0A1E3QAL9|A0A1E3QAL9_LIPST		tr|Q6CHP2|Q6CHP2_YARLI
OG0003341	P40096	tr|A0A1E3PVY9|A0A1E3PVY9_LIPST		sp|Q6C6M5|DPB3_YARLI
OG0003342	P34234	tr|A0A1E3QEQ1|A0A1E3QEQ1_LIPST		tr|Q6C5D1|Q6C5D1_YARLI
OG0003343	Q12093	tr|A0A1E3PZC2|A0A1E3PZC2_LIPST		tr|Q6C0F9|Q6C0F9_YARLI
OG0003344	P38880	tr|A0A1E3QF64|A0A1E3QF64_LIPST		tr|Q6C7F9|Q6C7F9_YARLI
OG0003345	Q06580	tr|A0A1E3QEI8|A0A1E3QEI8_LIPST		tr|Q6C1X3|Q6C1X3_YARLI
OG0003346	P07884	tr|A0A1E3QC02|A0A1E3QC02_LIPST	Tortispora_caseinolytica@Seq_1901	
OG0003347	P40850		Tortispora_caseinolytica@Seq_3916	tr|Q6C735|Q6C735_YARLI
OG0003348	P32783	tr|A0A1E3Q420|A0A1E3Q420_LIPST		sp|Q6CC11|MCES_YARLI
OG0003349	Q92328	tr|A0A1E3Q6X7|A0A1E3Q6X7_LIPST		sp|Q6CI13|MDM12_YARLI
