Orthogroup	A.gossypii	K.marxianus	L.fermentati	s288c
OG0003889	tr|Q75AY4|Q75AY4_ASHGO	KMXK_0G01390	tr|A0A1G4MDE9|A0A1G4MDE9_LACFM	sp|P40495|LYS12_YEAST
OG0003890	tr|Q75AY3|Q75AY3_ASHGO	KMXK_0G01380	tr|A0A1G4MDK1|A0A1G4MDK1_LACFM	sp|P53971|FAP1_YEAST
OG0003891	tr|Q75AP9|Q75AP9_ASHGO	KMXK_0F05120	tr|A0A1G4MA98|A0A1G4MA98_LACFM	sp|P31334|RM09_YEAST
OG0003892	tr|Q75F21|Q75F21_ASHGO	KMXK_0C04440	tr|A0A1G4MHH3|A0A1G4MHH3_LACFM	sp|Q12083|MLH3_YEAST
OG0003893	tr|Q757P5|Q757P5_ASHGO	KMXK_0A03060	tr|A0A1G4MFD5|A0A1G4MFD5_LACFM	sp|P25040|TSR4_YEAST
OG0003894	tr|Q759W3|Q759W3_ASHGO	KMXK_0F04110	tr|A0A1G4MAI5|A0A1G4MAI5_LACFM	sp|P33203|PRP40_YEAST
OG0003895	tr|Q75CI7|Q75CI7_ASHGO	KMXK_0G04150	tr|A0A1G4MB78|A0A1G4MB78_LACFM	sp|P23900|FPS1_YEAST
OG0003896	tr|Q750E1|Q750E1_ASHGO	KMXK_0B03040	tr|A0A1G4MAQ7|A0A1G4MAQ7_LACFM	sp|Q04272|VPS20_YEAST
OG0003897	tr|Q754Z8|Q754Z8_ASHGO	KMXK_0F02030	tr|A0A1G4M9F5|A0A1G4M9F5_LACFM	sp|Q08932|RSA1_YEAST
OG0003898	tr|Q752W7|Q752W7_ASHGO	KMXK_0F01950	tr|A0A1G4MJW1|A0A1G4MJW1_LACFM	sp|P06777|RAD1_YEAST
OG0003899	tr|Q755C0|Q755C0_ASHGO	KMXK_0D05650	tr|A0A1G4M9A6|A0A1G4M9A6_LACFM	sp|P53165|SGF73_YEAST
OG0003900	tr|Q755D5|Q755D5_ASHGO	KMXK_0D05810	tr|A0A1G4M9D7|A0A1G4M9D7_LACFM	sp|P53125|ITC1_YEAST
OG0003901	tr|Q755U1|Q755U1_ASHGO	KMXK_0D03960	tr|A0A1G4ME03|A0A1G4ME03_LACFM	sp|P53940|APJ1_YEAST
OG0003902	tr|Q751Y4|Q751Y4_ASHGO	KMXK_0A07720	tr|A0A1G4MGP6|A0A1G4MGP6_LACFM	sp|Q06263|VTA1_YEAST
OG0003903	tr|D8FGB9|D8FGB9_ASHGO	KMXK_0F05310	tr|A0A1G4MAG3|A0A1G4MAG3_LACFM	sp|P50088|SPG1_YEAST
OG0003904	tr|Q758K2|Q758K2_ASHGO	KMXK_0A00840	tr|A0A1G4MIM8|A0A1G4MIM8_LACFM	sp|Q02864|YP071_YEAST
OG0003905	tr|Q75C53|Q75C53_ASHGO	KMXK_0B01040	tr|A0A1G4M6Q0|A0A1G4M6Q0_LACFM	sp|P36056|RT22_YEAST
OG0003906	tr|Q75B72|Q75B72_ASHGO	KMXK_0H03430	tr|A0A1G4MIP3|A0A1G4MIP3_LACFM	sp|P38250|IST2_YEAST
OG0003907	tr|Q74Z85|Q74Z85_ASHGO	KMXK_0D03100	tr|A0A1G4MDU2|A0A1G4MDU2_LACFM	sp|P53301|CRH1_YEAST
OG0003908	tr|Q758F3|Q758F3_ASHGO	KMXK_0A01800	tr|A0A1G4MKZ0|A0A1G4MKZ0_LACFM	sp|P23833|SCO1_YEAST
OG0003909	tr|Q757U6|Q757U6_ASHGO	KMXK_0F03000	tr|A0A1G4MCN9|A0A1G4MCN9_LACFM	sp|P38221|CDS1_YEAST
OG0003910	tr|Q74Z71|Q74Z71_ASHGO	KMXK_0A03520	tr|A0A1G4MDT1|A0A1G4MDT1_LACFM	sp|P51601|GCH1_YEAST
OG0003911	tr|Q75BQ9|Q75BQ9_ASHGO	KMXK_0B06080	tr|A0A1G4MEP2|A0A1G4MEP2_LACFM	sp|Q99222|AFI1_YEAST
OG0003912	tr|Q750F7|Q750F7_ASHGO	KMXK_0H04470	tr|A0A1G4M860|A0A1G4M860_LACFM	sp|P31115|PUS3_YEAST
OG0003913	tr|Q754I5|Q754I5_ASHGO	KMXK_0C01600	tr|A0A1G4MA53|A0A1G4MA53_LACFM	sp|P36123|SA190_YEAST
OG0003914	tr|Q75BC9|Q75BC9_ASHGO	KMXK_0C03770	tr|A0A1G4MB23|A0A1G4MB23_LACFM	sp|P53289|RTS3_YEAST
OG0003915	tr|Q755X0|Q755X0_ASHGO	KMXK_0H01100	tr|A0A1G4M8L3|A0A1G4M8L3_LACFM	sp|P24814|GRR1_YEAST
OG0003916	tr|Q75CC9|Q75CC9_ASHGO	KMXK_0A06030	tr|A0A1G4MCL8|A0A1G4MCL8_LACFM	sp|Q04712|RRN11_YEAST
OG0003917	tr|Q751G0|Q751G0_ASHGO	KMXK_0F01730	tr|A0A1G4MIB2|A0A1G4MIB2_LACFM	sp|Q12508|RMD5_YEAST
OG0003918	tr|Q75AU8|Q75AU8_ASHGO	KMXK_0H01620	tr|A0A1G4MIT7|A0A1G4MIT7_LACFM	sp|P21705|DAL82_YEAST
OG0003919	tr|Q750U7|Q750U7_ASHGO	KMXK_0E05260	tr|A0A1G4MJV6|A0A1G4MJV6_LACFM	sp|P89102|SEC5_YEAST
OG0003920	tr|Q752Z4|Q752Z4_ASHGO	KMXK_0E02790	tr|A0A1G4MDC6|A0A1G4MDC6_LACFM	sp|P53244|ART5_YEAST
OG0003921	tr|Q759A3|Q759A3_ASHGO	KMXK_0F03620	tr|A0A1G4MCH6|A0A1G4MCH6_LACFM	sp|P10964|RPA1_YEAST
OG0003922	tr|Q75ER8|Q75ER8_ASHGO	KMXK_0H03240	tr|A0A1G4MHZ7|A0A1G4MHZ7_LACFM	sp|Q08206|YO036_YEAST
OG0003923	tr|Q75A90|Q75A90_ASHGO	KMXK_0E04240	tr|A0A1G4MDL1|A0A1G4MDL1_LACFM	sp|P53253|NNF2_YEAST
OG0003924	tr|Q759J0|Q759J0_ASHGO	KMXK_0F01000	tr|A0A1G4M9G9|A0A1G4M9G9_LACFM	sp|P20095|PRP2_YEAST
OG0003925	tr|Q755Y6|Q755Y6_ASHGO	KMXK_0G02420	tr|A0A1G4MEU7|A0A1G4MEU7_LACFM	sp|P13382|DPOA_YEAST
OG0003926	tr|Q758M4|Q758M4_ASHGO	KMXK_0H02750	tr|A0A1G4ML78|A0A1G4ML78_LACFM	sp|Q06604|BSP1_YEAST
OG0003927	tr|Q75BE4|Q75BE4_ASHGO	KMXK_0B07240	tr|A0A1G4MBX5|A0A1G4MBX5_LACFM	sp|P16140|VATB_YEAST
OG0003928	tr|Q75C84|Q75C84_ASHGO	KMXK_0B06990	tr|A0A1G4M6X2|A0A1G4M6X2_LACFM	sp|Q07896|NOC3_YEAST
OG0003929	tr|Q751K6|Q751K6_ASHGO	KMXK_0H01090	tr|A0A1G4M8V9|A0A1G4M8V9_LACFM	sp|P47135|JSN1_YEAST
OG0003930	tr|Q754W1|Q754W1_ASHGO	KMXK_0B04260	tr|A0A1G4M9H3|A0A1G4M9H3_LACFM	sp|P38333|ENP1_YEAST
OG0003931	tr|Q75AK9|Q75AK9_ASHGO	KMXK_0D03610	tr|A0A1G4M7T7|A0A1G4M7T7_LACFM	sp|P39014|MET30_YEAST
OG0003932	tr|Q75B11|Q75B11_ASHGO	KMXK_0G01590	tr|A0A1G4MDW0|A0A1G4MDW0_LACFM	sp|P40485|SLM1_YEAST
OG0003933	tr|Q75BY6|Q75BY6_ASHGO	KMXK_0B02150	tr|A0A1G4MHY1|A0A1G4MHY1_LACFM	sp|Q08645|FOLE_YEAST
OG0003934	tr|Q75AJ1|Q75AJ1_ASHGO	KMXK_0H01750	tr|A0A1G4M7S3|A0A1G4M7S3_LACFM	sp|P34909|NOT4_YEAST
OG0003935	tr|Q759K6|Q759K6_ASHGO	KMXK_0B03990	tr|A0A1G4MAT3|A0A1G4MAT3_LACFM	sp|Q07508|LUC7_YEAST
OG0003936	tr|Q74ZK5|Q74ZK5_ASHGO	KMXK_0A00520	tr|A0A1G4MIN4|A0A1G4MIN4_LACFM	sp|P38125|DTR1_YEAST
OG0003937	tr|Q758E3|Q758E3_ASHGO	KMXK_0E00630	tr|A0A1G4MF83|A0A1G4MF83_LACFM	sp|P47047|MTR4_YEAST
OG0003938	tr|Q75AT0|Q75AT0_ASHGO	KMXK_0G02570	tr|A0A1G4MIV5|A0A1G4MIV5_LACFM	sp|Q99383|HRP1_YEAST
OG0003939	tr|Q752L1|Q752L1_ASHGO	KMXK_0E02990	tr|A0A1G4MDH5|A0A1G4MDH5_LACFM	sp|Q05021|TAF7_YEAST
OG0003940	tr|Q755U8|Q755U8_ASHGO	KMXK_0C03860	tr|A0A1G4MDN8|A0A1G4MDN8_LACFM	sp|P38927|REV7_YEAST
OG0003941	tr|Q75E23|Q75E23_ASHGO	KMXK_0D02410	tr|A0A1G4MJI3|A0A1G4MJI3_LACFM	sp|P08004|CHS1_YEAST
OG0003942	tr|Q75C49|Q75C49_ASHGO	KMXK_0B01000	tr|A0A1G4M6P9|A0A1G4M6P9_LACFM	sp|P08964|MYO1_YEAST
OG0003943	tr|Q753R3|Q753R3_ASHGO	KMXK_0A05710	tr|A0A1G4MGI0|A0A1G4MGI0_LACFM	sp|Q92317|NCB2_YEAST
OG0003944	tr|Q758U9|Q758U9_ASHGO	KMXK_0H02780	tr|A0A1G4ML81|A0A1G4ML81_LACFM	sp|P52917|VPS4_YEAST
OG0003945	tr|Q756I3|Q756I3_ASHGO	KMXK_0B00820	tr|A0A1G4MD59|A0A1G4MD59_LACFM	sp|P38429|SAP30_YEAST
OG0003946	tr|Q75CA8|Q75CA8_ASHGO	KMXK_0G00470	tr|A0A1G4MC59|A0A1G4MC59_LACFM	sp|Q12001|ALG6_YEAST
OG0003947	tr|Q75CI0|Q75CI0_ASHGO	KMXK_0A01660	tr|A0A1G4MBA2|A0A1G4MBA2_LACFM	sp|Q07872|ENT4_YEAST
OG0003948	tr|Q753F6|Q753F6_ASHGO	KMXK_0A01340	tr|A0A1G4M8Y3|A0A1G4M8Y3_LACFM	sp|P32628|RAD23_YEAST
OG0003949	tr|Q750C1|Q750C1_ASHGO	KMXK_0D01440	tr|A0A1G4MCP1|A0A1G4MCP1_LACFM	sp|P38238|TRM7_YEAST
OG0003950	tr|Q751H9|Q751H9_ASHGO	KMXK_0H01390	tr|A0A1G4M8N1|A0A1G4M8N1_LACFM	sp|P37366|CCL1_YEAST
OG0003951	tr|Q759K8|Q759K8_ASHGO	KMXK_0B03960	tr|A0A1G4MAJ3|A0A1G4MAJ3_LACFM	sp|Q02795|OSTD_YEAST
OG0003952	tr|Q75F94|Q75F94_ASHGO	KMXK_0C02280	tr|A0A1G4M6W5|A0A1G4M6W5_LACFM	sp|P41544|SYS1_YEAST
OG0003953	tr|Q75AR7|Q75AR7_ASHGO	KMXK_0F05320	tr|A0A1G4MAD3|A0A1G4MAD3_LACFM	sp|P50089|YG51_YEAST
OG0003954	tr|Q752G9|Q752G9_ASHGO	KMXK_0A06850	tr|A0A1G4MCF7|A0A1G4MCF7_LACFM	sp|Q12411|MPC70_YEAST
OG0003955	tr|Q757A8|Q757A8_ASHGO	KMXK_0A02130	tr|A0A1G4M6J5|A0A1G4M6J5_LACFM	sp|P07236|SYTM_YEAST
OG0003956	tr|Q75D96|Q75D96_ASHGO	KMXK_0B03310	tr|A0A1G4M6I8|A0A1G4M6I8_LACFM	sp|Q12507|SFG1_YEAST
OG0003957	tr|Q751Y1|Q751Y1_ASHGO	KMXK_0A07750	tr|A0A1G4MGK4|A0A1G4MGK4_LACFM	sp|P14306|CPYI_YEAST
OG0003958	tr|Q75EU1|Q75EU1_ASHGO	KMXK_0B04880	tr|A0A1G4MFQ7|A0A1G4MFQ7_LACFM	sp|P25604|STP22_YEAST
OG0003959	tr|Q750P2|Q750P2_ASHGO	KMXK_0E01360	tr|A0A1G4MJN0|A0A1G4MJN0_LACFM	sp|P32501|EI2BE_YEAST
OG0003960	tr|Q758H5|Q758H5_ASHGO	KMXK_0A05290	tr|A0A1G4MJ37|A0A1G4MJ37_LACFM	sp|P29056|TF3B_YEAST
OG0003961	tr|Q75DV1|Q75DV1_ASHGO	KMXK_0D05160	tr|A0A1G4M6D7|A0A1G4M6D7_LACFM	sp|P38886|RPN10_YEAST
OG0003962	tr|Q753X5|Q753X5_ASHGO	KMXK_0C01190	tr|A0A1G4M9Y6|A0A1G4M9Y6_LACFM	sp|Q04472|MGR3_YEAST
OG0003963	tr|Q75EA1|Q75EA1_ASHGO	KMXK_0B02840	tr|A0A1G4M9L0|A0A1G4M9L0_LACFM	sp|P38325|OM14_YEAST
OG0003964	tr|Q758I0|Q758I0_ASHGO	KMXK_0A05340	tr|A0A1G4MJ74|A0A1G4MJ74_LACFM	sp|P38859|DNA2_YEAST
OG0003965	tr|Q74Z09|Q74Z09_ASHGO	KMXK_0B06450	tr|A0A1G4MJ04|A0A1G4MJ04_LACFM	sp|P89105|CTR9_YEAST
OG0003966	tr|Q75F31|Q75F31_ASHGO	KMXK_0C04540	tr|A0A1G4MHL5|A0A1G4MHL5_LACFM	sp|P14906|SEC63_YEAST
OG0003967	tr|Q74Z57|Q74Z57_ASHGO	KMXK_0C03370	tr|A0A1G4M6L9|A0A1G4M6L9_LACFM	sp|Q06675|CENPO_YEAST
OG0003968	tr|Q759M4|Q759M4_ASHGO	KMXK_0D00690	tr|A0A1G4MAC3|A0A1G4MAC3_LACFM	sp|P32419|MDHP_YEAST
OG0003969	tr|Q75EU2|Q75EU2_ASHGO	KMXK_0B04900	tr|A0A1G4MF95|A0A1G4MF95_LACFM	sp|P33322|CBF5_YEAST
OG0003970	tr|Q754Y2|Q754Y2_ASHGO	KMXK_0F02050	tr|A0A1G4M9C6|A0A1G4M9C6_LACFM	sp|P53155|YGI2_YEAST
OG0003971	tr|Q75CK7|Q75CK7_ASHGO	KMXK_0A04170	tr|A0A1G4MA56|A0A1G4MA56_LACFM	sp|P06779|RAD7_YEAST
OG0003972	tr|Q75FA8|Q75FA8_ASHGO	KMXK_0A02290	tr|A0A1G4MKX2|A0A1G4MKX2_LACFM	sp|P06105|SC160_YEAST
OG0003973	tr|Q75AP0|Q75AP0_ASHGO	KMXK_0E04840	tr|A0A1G4MBD1|A0A1G4MBD1_LACFM	sp|Q01852|TIM44_YEAST
OG0003974	tr|Q753H1|Q753H1_ASHGO	KMXK_0G02820	tr|A0A1G4MCH2|A0A1G4MCH2_LACFM	sp|P23643|VPS3_YEAST
OG0003975	tr|Q750U6|Q750U6_ASHGO	KMXK_0E05270	tr|A0A1G4MK15|A0A1G4MK15_LACFM	sp|P43321|SMD3_YEAST
OG0003976	tr|Q753Y4|Q753Y4_ASHGO	KMXK_0B04500	tr|A0A1G4MB20|A0A1G4MB20_LACFM	sp|Q07844|RIX7_YEAST
OG0003977	tr|Q75B63|Q75B63_ASHGO	KMXK_0G01040	tr|A0A1G4MDA8|A0A1G4MDA8_LACFM	sp|Q07532|IWR1_YEAST
OG0003978	tr|Q756P5|Q756P5_ASHGO	KMXK_0A06510	tr|A0A1G4M8M9|A0A1G4M8M9_LACFM	sp|Q08232|YO073_YEAST
OG0003979	tr|Q75D13|Q75D13_ASHGO	KMXK_0G03520	tr|A0A1G4M7K5|A0A1G4M7K5_LACFM	sp|P00899|TRPE_YEAST
OG0003980	tr|Q752N4|Q752N4_ASHGO	KMXK_0B03430	tr|A0A1G4M6I9|A0A1G4M6I9_LACFM	sp|O14468|YO304_YEAST
OG0003981	tr|Q753K2|Q753K2_ASHGO	KMXK_0E04850	tr|A0A1G4MF26|A0A1G4MF26_LACFM	sp|P53278|YG3A_YEAST
OG0003982	tr|Q756W7|Q756W7_ASHGO	KMXK_0A02500	tr|A0A1G4MHV0|A0A1G4MHV0_LACFM	sp|P53437|RRN9_YEAST
OG0003983	tr|Q75AU3|Q75AU3_ASHGO	KMXK_0D04230	tr|A0A1G4MJ69|A0A1G4MJ69_LACFM	sp|P42844|ZIM17_YEAST
OG0003984	tr|Q75CF7|Q75CF7_ASHGO	KMXK_0F00870	tr|A0A1G4M7P2|A0A1G4M7P2_LACFM	sp|P40508|PUP1_YEAST
OG0003985	tr|Q75C83|Q75C83_ASHGO	KMXK_0B07020	tr|A0A1G4M712|A0A1G4M712_LACFM	sp|P47087|YJY2_YEAST
OG0003986	tr|Q754Y5|Q754Y5_ASHGO	KMXK_0B01550	tr|A0A1G4M8Z9|A0A1G4M8Z9_LACFM	sp|P36119|YK03_YEAST
OG0003987	tr|Q756N8|Q756N8_ASHGO	KMXK_0A06610	tr|A0A1G4M8P6|A0A1G4M8P6_LACFM	sp|P06243|CDC7_YEAST
OG0003988	tr|Q753U0|Q753U0_ASHGO	KMXK_0C06850	tr|A0A1G4MGC5|A0A1G4MGC5_LACFM	sp|P40026|KRE29_YEAST
OG0003989	tr|Q75DF7|Q75DF7_ASHGO	KMXK_0G02600	tr|A0A1G4MF53|A0A1G4MF53_LACFM	sp|Q04371|ARMT1_YEAST
OG0003990	tr|Q750H2|Q750H2_ASHGO	KMXK_0B02280	tr|A0A1G4M800|A0A1G4M800_LACFM	sp|Q02724|ULP1_YEAST
OG0003991	tr|Q752T3|Q752T3_ASHGO	KMXK_0C03200	tr|A0A1G4MB01|A0A1G4MB01_LACFM	sp|P53191|PIB2_YEAST
OG0003992	tr|Q759Z5|Q759Z5_ASHGO	KMXK_0F03790	tr|A0A1G4MJI5|A0A1G4MJI5_LACFM	sp|P36016|LHS1_YEAST
OG0003993	tr|Q75DU6|Q75DU6_ASHGO	KMXK_0D05230	tr|A0A1G4M6B7|A0A1G4M6B7_LACFM	sp|P47167|CENPK_YEAST
OG0003994	tr|Q751E2|Q751E2_ASHGO	KMXK_0B02650	tr|A0A1G4M960|A0A1G4M960_LACFM	sp|P37263|YC16_YEAST
OG0003995	tr|Q756F3|Q756F3_ASHGO	KMXK_0D05980	tr|A0A1G4MG07|A0A1G4MG07_LACFM	sp|P32500|NDC1_YEAST
OG0003996	tr|Q758J2|Q758J2_ASHGO	KMXK_0C05820	tr|A0A1G4MG47|A0A1G4MG47_LACFM	sp|P06782|SNF1_YEAST
OG0003997	tr|Q758R4|Q758R4_ASHGO	KMXK_0C01180	tr|A0A1G4MA99|A0A1G4MA99_LACFM	sp|Q04471|YM04_YEAST
OG0003998	tr|Q75AZ3|Q75AZ3_ASHGO	KMXK_0G01480	tr|A0A1G4MDK9|A0A1G4MDK9_LACFM	sp|P28834|IDH1_YEAST
OG0003999	tr|Q75D55|Q75D55_ASHGO	KMXK_0F01280	tr|A0A1G4MIQ4|A0A1G4MIQ4_LACFM	sp|P32263|P5CR_YEAST
OG0004000	tr|Q752U4|Q752U4_ASHGO	KMXK_0B00640	tr|A0A1G4MB84|A0A1G4MB84_LACFM	sp|P48236|YG3L_YEAST
OG0004001	tr|Q75B74|Q75B74_ASHGO	KMXK_0H03410	tr|A0A1G4MII7|A0A1G4MII7_LACFM	sp|P38065|AP2A_YEAST
OG0004002	tr|Q754F3|Q754F3_ASHGO	KMXK_0D03200	tr|A0A1G4MFP0|A0A1G4MFP0_LACFM	sp|P0CE41|HAP1_YEAST
OG0004003	tr|Q74Z41|Q74Z41_ASHGO	KMXK_0E03590	tr|A0A1G4MBG2|A0A1G4MBG2_LACFM	sp|P32609|PEP7_YEAST
OG0004004	tr|Q754K9|Q754K9_ASHGO	KMXK_0A02650	tr|A0A1G4MHW1|A0A1G4MHW1_LACFM	sp|P53911|EAF7_YEAST
OG0004005	tr|Q758I3|Q758I3_ASHGO	KMXK_0F04750	tr|A0A1G4MC44|A0A1G4MC44_LACFM	sp|Q12379|SWM1_YEAST
OG0004006	tr|Q755G7|Q755G7_ASHGO	KMXK_0B07330	tr|A0A1G4M978|A0A1G4M978_LACFM	sp|Q03233|ADD37_YEAST
OG0004007	tr|Q75B30|Q75B30_ASHGO	KMXK_0G01780	tr|A0A1G4MDN5|A0A1G4MDN5_LACFM	sp|P53946|ARP5_YEAST
OG0004008	tr|Q75DK8|Q75DK8_ASHGO	KMXK_0C00630	tr|A0A1G4MKQ2|A0A1G4MKQ2_LACFM	sp|P33202|UFD4_YEAST
OG0004009	tr|Q758G5|Q758G5_ASHGO	KMXK_0A04420	tr|A0A1G4ML54|A0A1G4ML54_LACFM	sp|P48564|MRX6_YEAST
OG0004010	tr|Q753F2|Q753F2_ASHGO	KMXK_0C02790	tr|A0A1G4M8N8|A0A1G4M8N8_LACFM	sp|P32621|GDA1_YEAST
OG0004011	tr|Q752I4|Q752I4_ASHGO	KMXK_0F01140	tr|A0A1G4MDC7|A0A1G4MDC7_LACFM	sp|P33399|LHP1_YEAST
OG0004012	tr|Q757E5|Q757E5_ASHGO	KMXK_0D04830	tr|A0A1G4MDH4|A0A1G4MDH4_LACFM	sp|P35817|BDF1_YEAST
OG0004013	tr|Q75CR0|Q75CR0_ASHGO	KMXK_0F05080	tr|A0A1G4MAR9|A0A1G4MAR9_LACFM	sp|P53305|RT27_YEAST
OG0004014	tr|Q75BD3|Q75BD3_ASHGO	KMXK_0G03130	tr|A0A1G4MBZ0|A0A1G4MBZ0_LACFM	sp|Q06810|OPY2_YEAST
OG0004015	tr|Q74Z90|Q74Z90_ASHGO	KMXK_0D03050	tr|A0A1G4MDZ3|A0A1G4MDZ3_LACFM	sp|P47072|YJB6_YEAST
OG0004016	tr|Q752A4|Q752A4_ASHGO	KMXK_0A07510	tr|A0A1G4MGM8|A0A1G4MGM8_LACFM	sp|P39981|AVT2_YEAST
OG0004017	tr|Q75E16|Q75E16_ASHGO	KMXK_0B07520	tr|A0A1G4MJC6|A0A1G4MJC6_LACFM	sp|P22211|NPR1_YEAST
OG0004018	tr|Q754Z4|Q754Z4_ASHGO	KMXK_0F02090	tr|A0A1G4M9D9|A0A1G4M9D9_LACFM	sp|P53009|SCY1_YEAST
OG0004019	tr|Q755J0|Q755J0_ASHGO	KMXK_0C03310	tr|A0A1G4M9J4|A0A1G4M9J4_LACFM	sp|Q04336|YM54_YEAST
OG0004020	tr|Q759P2|Q759P2_ASHGO	KMXK_0H03890	tr|A0A1G4MEL7|A0A1G4MEL7_LACFM	sp|Q12416|WHI5_YEAST
OG0004021	tr|Q756Z9|Q756Z9_ASHGO	KMXK_0A02230	tr|A0A1G4M6F3|A0A1G4M6F3_LACFM	sp|Q06440|CORO_YEAST
OG0004022	tr|Q759A7|Q759A7_ASHGO	KMXK_0F03570	tr|A0A1G4MBY4|A0A1G4MBY4_LACFM	sp|P33122|TYE7_YEAST
OG0004023	tr|E7FHY2|E7FHY2_ASHGO	KMXK_0E03910	tr|A0A1G4MI97|A0A1G4MI97_LACFM	sp|P40561|SGN1_YEAST
OG0004024	tr|Q752B1|Q752B1_ASHGO	KMXK_0A07440	tr|A0A1G4MGP0|A0A1G4MGP0_LACFM	sp|P53843|IST1_YEAST
OG0004025	tr|Q752K8|Q752K8_ASHGO	KMXK_0E02960	tr|A0A1G4MD95|A0A1G4MD95_LACFM	sp|Q05022|RRP5_YEAST
OG0004026	tr|Q75ER0|Q75ER0_ASHGO	KMXK_0H03160	tr|A0A1G4MEV5|A0A1G4MEV5_LACFM	sp|P22141|PSB4_YEAST
OG0004027	tr|Q752B3|Q752B3_ASHGO	KMXK_0A07420	tr|A0A1G4MGN6|A0A1G4MGN6_LACFM	sp|P53044|UFD1_YEAST
OG0004028	tr|Q753N0|Q753N0_ASHGO	KMXK_0H03820	tr|A0A1G4MEJ0|A0A1G4MEJ0_LACFM	sp|P40459|PANC_YEAST
OG0004029	tr|Q75B42|Q75B42_ASHGO	KMXK_0E00390	tr|A0A1G4MHP6|A0A1G4MHP6_LACFM	sp|Q02959|HOS3_YEAST
OG0004030	tr|Q75D83|Q75D83_ASHGO	KMXK_0A03470	tr|A0A1G4MED3|A0A1G4MED3_LACFM	sp|P36224|JNM1_YEAST
OG0004031	tr|Q752A9|Q752A9_ASHGO	KMXK_0A07460	tr|A0A1G4MGN5|A0A1G4MGN5_LACFM	sp|P39104|PIK1_YEAST
OG0004032	tr|Q75D85|Q75D85_ASHGO	KMXK_0A03490	tr|A0A1G4ME14|A0A1G4ME14_LACFM	sp|P40340|TBP7_YEAST
OG0004033	tr|Q75EE5|Q75EE5_ASHGO	KMXK_0C06650	tr|A0A1G4MG76|A0A1G4MG76_LACFM	sp|Q04049|POLH_YEAST
OG0004034	tr|Q753W2|Q753W2_ASHGO	KMXK_0D01020	tr|A0A1G4MAE9|A0A1G4MAE9_LACFM	sp|Q01590|SED5_YEAST
OG0004035	tr|Q75AZ7|Q75AZ7_ASHGO	KMXK_0G01520	tr|A0A1G4MDQ9|A0A1G4MDQ9_LACFM	sp|P40489|XBP1_YEAST
OG0004036	tr|Q75AK6|Q75AK6_ASHGO	KMXK_0H01920	tr|A0A1G4M806|A0A1G4M806_LACFM	sp|P40527|ATC7_YEAST
OG0004037	tr|Q74Z15|Q74Z15_ASHGO	KMXK_0G01220	tr|A0A1G4MDS2|A0A1G4MDS2_LACFM	sp|P53969|SAM50_YEAST
OG0004038	tr|Q753K3|Q753K3_ASHGO	KMXK_0B05230	tr|A0A1G4MEL9|A0A1G4MEL9_LACFM	sp|Q06523|YP148_YEAST
OG0004039	tr|Q759E3|Q759E3_ASHGO	KMXK_0A03600	tr|A0A1G4ME62|A0A1G4ME62_LACFM	sp|P49955|SF3B1_YEAST
OG0004040	tr|Q753J6|Q753J6_ASHGO	KMXK_0B05530	tr|A0A1G4MGE1|A0A1G4MGE1_LACFM	sp|P53280|CF130_YEAST
OG0004041	tr|Q750A8|Q750A8_ASHGO	KMXK_0D02020	tr|A0A1G4MK16|A0A1G4MK16_LACFM	sp|Q12127|CCW12_YEAST
OG0004042	tr|Q757V3|Q757V3_ASHGO	KMXK_0F02930	tr|A0A1G4MCT3|A0A1G4MCT3_LACFM	sp|Q12362|RIB2_YEAST
OG0004043	tr|Q756L6|Q756L6_ASHGO	KMXK_0A01590	tr|A0A1G4MEB9|A0A1G4MEB9_LACFM	sp|P32468|CDC12_YEAST
OG0004044	tr|Q758B4|Q758B4_ASHGO	KMXK_0E00840	tr|A0A1G4MFA3|A0A1G4MFA3_LACFM	sp|P22353|RM08_YEAST
OG0004045	tr|Q758L7|Q758L7_ASHGO	KMXK_0A00670	tr|A0A1G4MI95|A0A1G4MI95_LACFM	sp|P32333|MOT1_YEAST
OG0004046	tr|Q75E02|Q75E02_ASHGO	KMXK_0A02540	tr|A0A1G4MHB7|A0A1G4MHB7_LACFM	sp|P48510|DSK2_YEAST
OG0004047	tr|Q75AG4|Q75AG4_ASHGO	KMXK_0D02980	tr|A0A1G4MAX4|A0A1G4MAX4_LACFM	sp|P22147|XRN1_YEAST
OG0004048	tr|Q757M8|Q757M8_ASHGO	KMXK_0F04500	tr|A0A1G4M9Z4|A0A1G4M9Z4_LACFM	sp|P35194|UTP20_YEAST
OG0004049	tr|Q758Z1|Q758Z1_ASHGO	KMXK_0G02530	tr|A0A1G4MBY5|A0A1G4MBY5_LACFM	sp|P41913|GDS1_YEAST
OG0004050	tr|Q755Z3|Q755Z3_ASHGO	KMXK_0F00260	tr|A0A1G4MDY9|A0A1G4MDY9_LACFM	sp|P20967|ODO1_YEAST
OG0004051	tr|Q750R0|Q750R0_ASHGO	KMXK_0E05660	tr|A0A1G4MJX2|A0A1G4MJX2_LACFM	sp|P53688|HST4_YEAST
OG0004052	tr|Q753I7|Q753I7_ASHGO	KMXK_0B05620	tr|A0A1G4MGF2|A0A1G4MGF2_LACFM	sp|P53286|BTN2_YEAST
OG0004053	tr|Q759W6|Q759W6_ASHGO	KMXK_0F04060	tr|A0A1G4MAM8|A0A1G4MAM8_LACFM	sp|P36076|CAB3_YEAST
