genes	logFC	logCPM	PValue	FDR	Portein_names
YALI0_E03476g	0.86113343	10.15932095	0.097482321	0.219595046	weakly similar to uniprot|Q7RWQ3 Neurospora crassaNCU03554.1
YALI0_D09427g	0.861367203	7.6809954	0.111012008	0.239629271	weakly similar to uniprot|O74959Schizosaccharomyces pombe Hypothetical short chaindehydrogenase
YALI0_F00308g	0.862173433	2.392921554	0.011858501	0.060358772	some similarities with uniprot|O40947 Kaposi ssarcoma- associated herpesvirus ORF 73
YALI0_E17875g	0.862225275	6.101046543	0.015674541	0.071815958	weakly similar to uniprot|P31377 Saccharomycescerevisiae YAL014C STX8 Syntaxin 8 (SNARE protein relatedto mammalian syntaxin 8)
YALI0_D03641g	0.862483708	5.20519316	0.005696188	0.037789494	no similarity
YALI0_B08987g	0.864408175	7.221890337	0.007811633	0.046631641	highly similar to uniprot|O93996 Candida albicansConserved hypothetical protein (CTA1P)
YALI0_A20592g	0.8644475	5.803792528	0.044725611	0.135805713	no similarity
YALI0_D14630g	0.864844872	7.331490463	0.005113638	0.034919169	similar to uniprot|P51996 Saccharomyces cerevisiaeYGL210w YPT32 small GTP-binding protein essential forGolgi function
YALI0_A13673g	0.865113365	5.603670643	0.011255859	0.058520807	highly similar to uniprot|Q6CGE4 Yarrowialipolytica YALI0A20020g
YALI0_D15510g	0.865740088	8.503597609	0.047682794	0.141160646	weakly similar to uniprot|Q06651 Saccharomycescerevisiae YDR313c PIB1 phosphatidylinositol(3)-phosphatebinding protein
YALI0_C21065g	0.865842302	6.720677532	0.054203329	0.152206566	some similarities with uniprot|P47011 Saccharomycescerevisiae YJL137c GLG2 self-glucosylating initiator ofglycogen synthesis P2.283.f2.1
YALI0_D20152g	0.866431013	7.633105615	0.027248077	0.099381792	similar to uniprot|O93806 Candida albicansGlucosamine 6- phosphate N-acetyltransferase (EC 2.3.1.4)(Phosphoglucosamine transacetylase) (Phosphoglucosamineacetylase)
YALI0_B00308g	0.866442578	3.716181689	0.004335318	0.031561326	weakly similar to uniprot|P40084 Saccharomycescerevisiae YER139c
YALI0_F17974g	0.86819961	6.639075813	0.006948965	0.04312488	similar to uniprot|Q01532 Saccharomyces cerevisiaeYNL239w Cysteine proteinase 1 (EC 3.4.22.40) (Y3)(Bleomycin hydrolase) (BLM hydrolase)
YALI0_F11979g	0.868394475	7.227837853	0.013197501	0.064206637	some similarities with KLLA0E06479g Kluyveromyceslactis
YALI0_C14058g	0.869341418	5.13577803	0.039736504	0.125814953	similar to uniprot|Q12060 Saccharomyces cerevisiaeYPL254w HFI1 transcriptional coactivator
YALI0_F23991g	0.870837251	6.231167669	0.007452086	0.045340937	similar to uniprot|P43587 Saccharomyces cerevisiaeYFR003c and wi|NCU01670.1 Neurospora crassa NCU01670.1hypothetical protein
YALI0_D06391g	0.873094542	3.959586184	0.051648857	0.14826404	no similarity
YALI0_F12617g	0.873119909	8.822828919	0.015460021	0.071728924	some similarities with DEHA0E16269g Debaryomyceshansenii
YALI0_B21318g	0.873136067	8.059296008	0.071804751	0.182433464	similar to uniprot|Q6CHS1 Yarrowia lipolyticaYALI0A05665g
YALI0_E33429g	0.874124033	5.337946128	0.128863668	0.265642182	weakly similar to YG59_METJA uniprot|Q59053Methanococcus jannaschii Hypothetical ATP-binding proteinMJ1659
YALI0_F26785g	0.874415622	6.040723306	0.050091501	0.145915931	weakly similar to uniprot|P53078 Saccharomycescerevisiae YGL224c SDT1 nucleotidase
YALI0_C12408g	0.874645157	1.796377145	0.04209659	0.130413541	no similarity
YALI0_B22550g	0.875982946	6.945362497	0.008311788	0.048595079	similar to uniprot|Q9P3J2 Neurospora crassaNCU05419.1 related to hydroxymethylglutaryl-CoA lyase
YALI0_B10384g	0.87856196	6.74371182	0.040811928	0.128214651	no similarity
YALI0_F00704g	0.879308596	5.369635911	0.00301871	0.025940802	no similarity
YALI0_C01111g	0.880369033	8.398124831	0.026711011	0.09817269	similar to uniprot|P38145 Saccharomyces cerevisiaeYBR256C Riboflavin synthase alpha chain (EC 2.5.1.9)
YALI0_E21087g	0.880520834	7.299883381	0.012171976	0.061516874	some similarities with uniprot|P87049Schizosaccharomyces pombe G1/S-specific cyclin pas1
YALI0_A01452g	0.881054334	7.096283888	0.041039069	0.128760197	weakly similar to uniprot|P38841 hypotheticalprotein YHR138c - yeast (Saccharomyces cerevisiae)
YALI0_D19734g	0.881305543	7.184026295	0.004620491	0.032809278	similar to DEHA0D15510g Debaryomyces hansenii IPF3004.1
YALI0_F21241g	0.881884912	6.97375007	0.005101618	0.034887968	similar to uniprot|Q10167 Schizosaccharomyces pombeHypothetical protein C26A3.14c
YALI0_F09405g	0.882520176	7.920401109	0.063615702	0.168630331	
YALI0_F29359g	0.883198285	7.073427225	0.023756889	0.091828637	weakly similar to uniprot|Q99296 Saccharomycescerevisiae YLR149c unknown function
YALI0_F05456g	0.883343419	6.877759545	0.006073415	0.039534179	similar to uniprot|Q08826 Saccharomyces cerevisiaeYOR357c GRD19 putative golgi membrane protein-sortingprotein (nexin)
YALI0_A20966g	0.883661976	6.179828937	0.011676701	0.059967489	similar to ca|CA5143|IPF1020 Candida albicansIPF1020
YALI0_B08118g	0.884029198	9.220374105	0.066957817	0.174675004	weakly similar to KLLA0C06072g Kluyveromyceslactis
YALI0_C04796g	0.884499938	6.789861211	0.029058146	0.10322885	weakly similar to uniprot|P46996 Saccharomycescerevisiae YJL163c
YALI0_F00506g	0.88472703	10.57323587	0.007068232	0.043641471	highly similar to uniprot|P32288 Saccharomycescerevisiae YPR035w GLN1 glutamate--ammonia ligase andDEHA0G20317g Debaryomyces hansenii IPF 5106.1
YALI0_B04048g	0.884931947	5.490194514	0.02795511	0.100848185	similar to uniprot|P53843 Saccharomyces cerevisiaeYNL265C Hypothetical 34.5 kDa protein in PIK1-POL2intergenic region
YALI0_D00847g	0.886319146	6.336234725	0.015295671	0.071486018	similar to uniprot|Q8WZU7 Neurospora crassaConserved hypothetical protein
YALI0_F14531g	0.886630843	6.310422601	0.006256142	0.040312181	no similarity
YALI0_D11308g	0.886840351	7.107569278	0.049416309	0.144679248	similar to uniprot|P36059 Saccharomyces cerevisiaeYKL151c similarity to C.elegans hypothetical protein R107.2 and uniprot|O94347 Schizosaccharomyces pombe Conservedhypothetical protein
YALI0_F29337g	0.889432862	9.875004633	0.053212735	0.150652039	similar to uniprot|P23542 Saccharomyces cerevisiaeYLR027c AAT2 aspartate aminotransferase cytosolic andwi|NCU07941.1 Neurospora crassa
YALI0_B21692g	0.889514767	7.61629732	0.008759482	0.050290218	weakly similar to uniprot|Q9LFS7 Arabidopsisthaliana Hypothetical 38.2 kDa protein
YALI0_D25388g	0.889685069	8.040427504	0.01906131	0.080793808	similar to uniprot|P53104 Saccharomyces cerevisiaeYGL180w serine/threonine-protein kinase APG1 essential forautophagocytosis
YALI0_A16170g	0.890061582	6.859709531	0.000649969	0.009029495	no similarity
YALI0_A11121g	0.890320492	5.005535761	0.029192376	0.10362747	similar to uniprot|P53209 Saccharomyces cerevisiaeYGR016w weak similarity to M.jannaschii hypotheticalprotein MJ1317 singleton
YALI0_E04422g	0.891171765	10.05615594	0.051635202	0.14826404	similar to uniprot|Q6C5F8 Yarrowia lipolyticaYALI0E18458g
YALI0_B07073g	0.892206792	5.43479737	0.004526681	0.032388595	similar to uniprot|Q7SAR5 Neurospora crassaNCU06174.1 hypothetical protein
YALI0_D20262g	0.894229298	6.810555672	0.025251257	0.09488019	similar to uniprot|Q02896 Saccharomyces cerevisiaeYPL087w YDC1 alkaline dihydroceramidase
YALI0_C07524g	0.894417186	9.407529947	0.013009224	0.063751515	similar to uniprot|P32911 Saccharomyces cerevisiaeYNL244c SUI1 translation initiation factor 3 (eIF3)
YALI0_D14674g	0.894849354	0.870954448	0.028802191	0.102723415	weakly similar to uniprot|O74959Schizosaccharomyces pombe Hypothetical short chaindehydrogenase
YALI0_A11935g	0.895187526	3.80629695	0.037485545	0.120964276	no similarity
YALI0_A15059g	0.897236503	4.483420987	0.062302152	0.166312973	weakly similar to uniprot|Q9UST8Schizosaccharomyces pombe Ribonuclease H
YALI0_F17314g	0.897539314	10.31594375	0.020262727	0.083490707	similar to uniprot|P04840 Saccharomyces cerevisiaeYNL055c POR1 mitochondrial outer membrane porin
YALI0_E15246g	0.897577383	7.351252286	0.007305506	0.044651312	weakly similar to uniprot|O94060 Candida albicansHypothetical transmembrane protein
YALI0_F06259g	0.897678524	7.618004848	0.049152003	0.144311042	"weakly similar to uniprot|P39103 Saccharomycescerevisiae YML129C COX14 Mitochondrial membrane protein,involved in translational regulation of Cox1p and assemblyof cytochrome c oxidase (complex IV)"
YALI0_E23408g	0.898501092	6.556114393	0.008279785	0.048454743	similar to uniprot|P12868 Saccharomyces cerevisiaeYMR231w PEP5 vacuolar biogenesis protein
YALI0_D06083g	0.899066275	6.5998003	0.03279273	0.111524741	no similarity
YALI0_F15411g	0.89910062	2.134263929	0.130708818	0.267557726	similar to CA4398|CaZRT1 Candida albicans CaZRT1high-affinity zinc transport protein
YALI0_D17490g	0.899572375	8.650424361	0.040541821	0.127630878	similar to uniprot|P81450 Saccharomyces cerevisiaeYML081ca ATP18 gene for subunit i/j of the mitochondrialF1F0-ATP synthase
YALI0_D25322g	0.899900265	7.071487912	0.00271986	0.024085075	weakly similar to uniprot|O55125 Mus musculusNipSnap1 protein
YALI0_D07890g	0.900271028	7.270741572	0.00758018	0.045849111	highly similar to uniprot|Q8X0I8 Neurospora crassaProbable E2 ubiquitin-conjugating enzyme
YALI0_A02112g	0.900656421	6.71968839	0.001130762	0.013045759	similar to KLLA0F01639g Kluyveromyces lactis IPF1842.1
YALI0_D20878g	0.901367113	9.875303965	0.106885476	0.233467483	similar to uniprot|P32353 Saccharomyces cerevisiaeYLR056w ERG3 C-5 sterol desaturase singleton
YALI0_C24101g	0.902627323	10.95956482	0.013140295	0.064206637	highly similar to uniprot|P11154 Saccharomycescerevisiae YGL062w PYC1 pyruvate carboxylase 1
YALI0_E07810g	0.903505802	7.595611195	0.021963952	0.087638772	weakly similar to uniprot|Q890E1 Lactobacillusplantarum LP_0082 zinc-binding oxidoreductase
YALI0_D23067g	0.904608289	8.220237778	0.052152752	0.148863911	weakly similar to uniprot|Q96U78 Neurospora crassaHypothetical 49.4 kDa protein
YALI0_F25641g	0.904862107	6.240474776	0.021288775	0.085964073	weakly similar to uniprot|Q8DZ17 Streptococcusagalactiae putative homocysteine S-methyltransferase MmuM
YALI0_F20790g	0.904873577	7.80999925	0.010534561	0.055971784	"similar to uniprot|P05373 Saccharomyces cerevisiaeYGL040c HEM2 Delta-aminolevulinate dehydratase, ahomo-octameric enzyme, catalyzes the conversion ofdelta-aminolevulinic acid to porphobilinogen, the secondstep in the heme biosynthetic pathway"
YALI0_F03201g	0.906496435	10.20377658	0.036113105	0.118342283	similar to uniprot|P32799 Saccharomyces cerevisiaeYGL191w COX13 cytochrome-c oxidase chain VIa singleton
YALI0_F04972g	0.907708601	6.666844148	0.019279671	0.081207905	weakly similar to KLLA0B09108g Kluyveromyces lactisIPF 7279.1
YALI0_C19239g	0.910275434	2.264672323	0.12481487	0.25992626	weakly similar to uniprot|Q6C860 Yarrowialipolytica YALI0D22462g
YALI0_A09658g	0.910297081	7.360857162	0.005873814	0.038629416	weakly similar to uniprot|P07834 Saccharomycescerevisiae YFL009w CDC4 cell division control protein
YALI0_B11418g	0.910792423	7.468032473	0.030009531	0.105556174	similar to uniprot|P40566 Saccharomyces cerevisiaeYIR007w hypothetical protein
YALI0_F24167g	0.911243497	9.383445314	0.01804926	0.077892896	weakly similar to uniprot|P09937 Saccharomycescerevisiae YOR313c SPS4 sporulation-specific protein
YALI0_E33011g	0.911506705	6.579406177	0.175580711	0.324829679	weakly similar to uniprot|P45900 Bacillus subtilisYQAC_BACSU Hypothetical protein yqaC precursor
YALI0_C06798g	0.912932766	9.683077394	0.04363938	0.133767067	similar to uniprot|P32775 Saccharomyces cerevisiaeYEL011w GLC3 1 4-glucan branching enzyme (glycogenbranching enzyme)
YALI0_F17820g	0.914307497	12.16680787	0.005290717	0.03587404	highly similar to uniprot|P39708 Saccharomycescerevisiae YAL062w GDH3 NADP-glutamate dehydrogenase oruniprot|P07262 Saccharomyces cerevisiae YOR375c GDH1glutamate dehydrogenase (NADP+)
YALI0_B11242g	0.915702426	7.422811293	0.003938973	0.030048309	weakly similar to uniprot|Q09910Schizosaccharomyces pombe Hypothetical protein C30D11.11in chromosome I
YALI0_F12045g	0.916907169	6.439020453	0.05093946	0.147155827	no similarity
YALI0_B13332g	0.918761823	5.859049162	0.000157314	0.003355101	weakly similar to CA5609|IPF538 Candida albicansunknown function
YALI0_B08316g	0.918832448	6.047007052	0.049146885	0.144311042	weakly similar to DEHA0B15136g Debaryomyceshansenii
YALI0_E23111g	0.918882112	5.346162297	0.032611352	0.111095026	no similarity
YALI0_E24299g	0.919228443	7.006713093	0.011401156	0.058996923	weakly similar to uniprot|P53108 Saccharomycescerevisiae YGL161c
YALI0_B00660g	0.919394364	5.04894235	0.005066022	0.034829617	weakly similar to uniprot|Q12151 Saccharomycescerevisiae YDR213w UPC2 regulatory protein involved incontrol of sterol uptake
YALI0_A10879g	0.920348079	8.291509599	0.021786143	0.08710143	similar to uniprot|P52286 Saccharomyces cerevisiaeYDR328c SKP1 kinetochore protein complex CBF3 subunit Dsingleton
YALI0_A19360g	0.922065684	3.316217877	0.068029476	0.176620033	no similarity
YALI0_F25729g	0.922240902	9.955735418	0.013636256	0.065760195	weakly similar to uniprot|Q04740 Saccharomycescerevisiae YMR234w RNH1 ribonuclease H
YALI0_E28237g	0.923001783	7.532526775	0.046832231	0.139544846	similar to uniprot|Q05567 Saccharomyces cerevisiaeYDR294C
YALI0_D20834g	0.923387433	7.32296062	0.027482174	0.099736086	similar to KLLA0D12606g Kluyveromyces lactis IPF4552.1
YALI0_F10439g	0.923692464	5.897801979	0.06619348	0.173489358	no similarity
YALI0_D14300g	0.925159899	4.132275406	0.014836269	0.069769629	similar to uniprot|Q12303 Saccharomyces cerevisiaeYLR121c YPS3 GPI-anchored aspartyl protease 3 (yapsin 3)
YALI0_A00369g	0.925333132	1.85111848	0.006146019	0.039883283	weakly similar to uniprot|P38236 Saccharomycescerevisiae YBR057c MUM2: meiotic protein
YALI0_A15576g	0.92570577	7.805958026	0.00485034	0.033768399	similar to uniprot|Q07824 Saccharomyces cerevisiaeYLL028w TPO1 polyamine transport protein
YALI0_A03993g	0.925873392	2.114106572	0.036281225	0.118594377	no similarity
YALI0_C20823g	0.927144072	2.583131703	0.080392139	0.196344832	similar to uniprot|Q8WZL3 Yarrowia lipolytica Opt1protein
YALI0_D15488g	0.928197666	6.642848674	0.05152774	0.148140296	weakly similar to uniprot|O14091Schizosaccharomyces pombe General alpha-glucosidepermease
YALI0_E04598g	0.928229579	7.618627871	0.009721396	0.053627045	no similarity
YALI0_B12254g	0.930527652	0.31183391	0.086390784	0.204805369	weakly similar to DEHA0D18832g Debaryomyceshansenii IPF 2772.1
YALI0_D11814g	0.930752813	8.518038821	0.024651291	0.093751056	similar to uniprot|Q06405 Saccharomyces cerevisiaeYDR377w ATP17 ATP synthase complex subunit f
YALI0_D14564g	0.930821581	6.960512246	0.028463584	0.102074556	similar to uniprot|O42636 Neurospora crassa CIA30Complex I intermediate-associated protein 30 mitochondrialprecursor
YALI0_F19162g	0.930956876	9.03507426	0.148349819	0.291921894	no similarity
YALI0_D21208g	0.931181021	7.27127202	0.000520949	0.007752796	similar to uniprot|O74999 Schizosaccharomyces pombePutative DNA excision repair protein
YALI0_F07645g	0.931293138	5.391607475	0.008432413	0.049016435	no similarity
YALI0_B18502g	0.931460655	7.31992132	0.061521906	0.165075534	weakly similar to uniprot|Q9C0W5Schizosaccharomyces pombe Hypothetical 17.7 kDa protein
YALI0_D07568g	0.931980311	7.440158051	0.068244367	0.176762694	weakly similar to uniprot|P40502 Saccharomycescerevisiae YIL087c
YALI0_B22000g	0.932339331	6.333435549	0.015019444	0.070466904	no similarity
YALI0_D25036g	0.932428211	7.315572061	0.018187929	0.078186152	similar to uniprot|Q9Y7K7 Schizosaccharomyces pombeHypothetical protein
YALI0_E05247g	0.932596226	8.912562194	0.039886493	0.126157956	similar to uniprot|P32319 Saccharomyces cerevisiaeYBL017c PEP1 vacuolar protein sorting/targeting protein
YALI0_D11792g	0.933367709	4.188383164	0.068143432	0.176698005	similar to CA0750|IPF6284 Candida albicans IPF6284unknown function
YALI0_F01496g	0.93369809	9.046080599	0.01914458	0.080920253	similar to uniprot|P22803 Saccharomyces cerevisiaeYGR209c TRX2 thioredoxin II
YALI0_F13761g	0.935039131	6.500017336	0.031127871	0.108064313	highly similar to uniprot|Q6C6X1 Yarrowialipolytica YALI0E05577g
YALI0_F05148g	0.93579473	6.059268898	0.000894596	0.011407518	weakly similar to uniprot|Q9P6D Neurospora crassaNCU01763.1 hypothetical protein
YALI0_C05104g	0.935853275	6.186834393	0.025308225	0.094975151	weakly similar to uniprot|Q02771 Saccharomycescerevisiae YER058w PET117 cytochrome c oxidase assemblyfactor
YALI0_E17853g	0.935885245	6.39707428	0.013930072	0.066699169	some similarities with uniprot|Q8NIS5 Neurosporacrassa Related to traf5 protein
YALI0_B09251g	0.936963863	4.49541059	0.001129934	0.013045759	weakly similar to CA3585|CaIFT1 Candida albicansCaIFT1 unknown function
YALI0_B02464g	0.937087471	6.442037462	0.025131895	0.094843542	no similarity
YALI0_A16082g	0.937757047	3.214465667	0.011783343	0.060229292	weakly similar to uniprot|Q9UST8Schizosaccharomyces pombe Ribonuclease H
YALI0_C19382g	0.937895841	9.902520789	0.039307475	0.12537408	highly similar to uniprot|P23638 Saccharomycescerevisiae YGR135w PRE9 20S proteasome subunit Y13(alpha3) P7.1.f7.1
YALI0_F04015g	0.938319336	7.494355814	0.044918694	0.136172437	similar to uniprot|P15496 Saccharomyces cerevisiaeYPL117c IDI1 isopentenyl-diphosphate delta-isomerase
YALI0_E29865g	0.939180573	6.867804716	0.014674973	0.069280058	similar to uniprot|Q08952 Saccharomyces cerevisiaeYPL196W OXR1 Chromosome XVI
YALI0_F02277g	0.940360719	6.590123004	0.008768063	0.050291817	similar to wi|NCU06713.1 Neurospora crassaNCU06713. 1 hypothetical protein
YALI0_B19162g	0.940933736	6.518235704	0.004782549	0.033450228	similar to uniprot|O94021 Candida albicansHypothetical 48.1 kDa protein
YALI0_B15532g	0.941362527	0.557217945	0.020301279	0.083526775	no similarity
YALI0_E26004g	0.942790211	10.48523181	0.03143806	0.108625401	similar to uniprot|P14540 Saccharomyces cerevisiaeYKL060c FBA1 fructose-bisphosphate aldolase
YALI0_F20592g	0.942857761	7.055367694	0.011277798	0.058534379	similar to uniprot|P14904 Saccharomyces cerevisiaeYKL103c LAP4 aminopeptidase yscI precursor vacuolar
YALI0_E11627g	0.943162034	3.053266345	0.006917335	0.043060941	similar to uniprot|P28868 Candida albicans GPA1Guanine nucleotide-binding protein alpha subunit
YALI0_B10846g	0.943511879	4.273151792	0.012112416	0.061290646	similar to uniprot|P36033 Saccharomyces cerevisiaeYKL220c FRE2 ferric (and cupric) reductase
YALI0_F16918g	0.943638271	8.23742876	0.054823987	0.153361682	weakly similar to uniprot|P53304 Saccharomycescerevisiae hypothetical 54.5 kda protein YGR212w
YALI0_E11099g	0.944382257	9.460180247	0.013796365	0.066321096	uniprot|Q9C1T3 Yarrowia lipolytica Acetoacetyl-CoAthiolase (EC 2.3.1.9)
YALI0_B02332g	0.946124673	8.84702332	0.086439014	0.204836115	similar to uniprot|Q9P6E3 Neurospora crassaconserved hypothetical protein
YALI0_F19778g	0.948900989	7.514286585	0.001111505	0.012897295	some similarities with uniprot|P39743 Saccharomycescerevisiae YDR388w RVS167 reduced viability uponstarvation protein
YALI0_D14762g	0.950059292	8.368708662	0.030126824	0.105845807	similar to uniprot|P22007 Saccharomyces cerevisiaeYDL090c RAM1 protein farnesyltransferase beta subunit
YALI0_D12254g	0.950783649	7.10506682	0.036357298	0.118650946	similar to uniprot|Q6Q560 Saccharomyces cerevisiaeYER048W-A
YALI0_D06171g	0.951111761	6.873730459	0.007233779	0.044366483	no similarity
YALI0_C13178g	0.951886552	6.068193286	0.00434213	0.031572965	some similarities with uniprot|P33122 Saccharomycescerevisiae YOR344c TYE7 basic helix-loop-helixtranscription factor
YALI0_F22693g	0.952961977	8.727623673	0.082109663	0.199014899	no similarity
YALI0_E24277g	0.953142491	7.935557225	0.038702274	0.123965982	weakly similar to uniprot|Q8WZK9 Neurospora crassa
YALI0_C04587g	0.954223973	6.330699058	0.030657044	0.107025774	similar to uniprot|Q10156 Schizosaccharomyces pombeProtein kinase lkh1 (EC 2.7.1.37) (EC 2.7.1.112)
YALI0_C12232g	0.954844933	0.199886725	0.014525571	0.068789198	weakly similar to CA3686|IPF4890 Candida albicansunknown function
YALI0_E05621g	0.955154431	9.342336364	0.008475029	0.049216925	similar to uniprot|Q9URW6 Schizosaccharomyces pombeSPAPJ696.02 SH3 domain protein
YALI0_A02423g	0.955315997	1.142138827	0.159914729	0.305746059	uniprot|P41928 Yarrowia lipolytica MT2_YARLIMetallothionein-II (MT-II)
YALI0_A14905g	0.956468565	2.424906305	0.116504503	0.248387107	weakly similar to uniprot|Q6CBL4 Yarrowialipolytica YALI0C17589g
YALI0_B20768g	0.958810887	3.992326016	0.003435664	0.027820609	similar to DEHA0A00979g Debaryomyces hansenii IPF65.1
YALI0_B20174g	0.959408399	0.98701195	0.027423646	0.099702894	similar to uniprot|Q12303 Saccharomyces cerevisiaeYLR121c YPS3 GPI-anchored aspartyl protease 3 (yapsin 3)P8.5.f5.1
YALI0_D22022g	0.959498643	9.233737013	0.027387957	0.099632947	similar to uniprot|P78700 Kluyveromyces lactisATP16 ATP synthase delta chain mitochondrial precursor (EC3.6.3.14)
YALI0_E31797g	0.960166905	8.268819337	0.005648873	0.037599147	similar to uniprot|P43636 Saccharomyces cerevisiaeYGL065c ALG2 Glycosyltransferase
YALI0_F08459g	0.960690692	6.408619744	0.025073972	0.094743011	highly similar to uniprot|P38203 Saccharomycescerevisiae YBL026w SNP3 Sm-like
YALI0_C10472g	0.961457906	7.635481366	0.010380106	0.05549188	similar to uniprot|P32773 Saccharomyces cerevisiaeYOR194c TOA1 TFIIA subunit (transcription initiationfactor)
YALI0_E12081g	0.964257762	8.488311145	0.00709377	0.043724351	
YALI0_E31339g	0.96483069	7.972861958	0.002544099	0.023172342	weakly similar to uniprot|Q9P7E1Schizosaccharomyces pombe Zf-C3HC4 ring finger protein
YALI0_B04246g	0.965002314	6.54067878	0.028886395	0.10286965	highly similar to uniprot|Q00381 Saccharomycescerevisiae YJR058c APS2 AP-2 complex subunit sigma2subunit
YALI0_A08448g	0.965830268	8.909942495	0.053251777	0.150652039	similar to uniprot|P53860 Saccharomyces cerevisiaeYNL231c PDR16 protein involved in lipid biosynthesis andmultidrug resistance
YALI0_D08250g	0.966669748	7.32011266	0.000613458	0.008668454	similar to uniprot|Q871N8 Neurospora crassaNCU01449.1 hypothetical protein
YALI0_F07931g	0.967186242	6.070298268	0.033529611	0.112576971	weakly similar to uniprot|Q96XG1 Sulfolobustokodaii Putative senescence marker protein ST2555 geneand uniprot|P38235 Saccharomyces cerevisiae YBR053c
YALI0_A18161g	0.970200736	6.208246096	0.00107059	0.012640479	weakly similar to uniprot|O74919Schizosaccharomyces pombe Rna binding protein-putative premRNA splicing factor and to to uniprot|P38151Saccharomyces cerevisiae YBR233w PAB1-binding protein 2
YALI0_C21450g	0.971784523	7.771746214	0.010050224	0.054556333	similar to uniprot|P47085 Saccharomyces cerevisiaeYJR008w
YALI0_E14190g	0.972148963	10.60863476	0.027470144	0.099736086	
YALI0_A16291g	0.973457075	7.804656137	0.024386266	0.093270444	weakly similar to uniprot|Q06681 Saccharomycescerevisiae YDR326c
YALI0_D23419g	0.973936402	3.025607907	0.019239677	0.081163413	weakly similar to wi|NCU01901.1 Neurospora crassaNCU01901.1 hypothetical protein
YALI0_E09130g	0.974273516	7.753126958	0.035610676	0.117352482	no similarity
YALI0_D16709g	0.974919987	6.107477905	0.003372912	0.02767662	similar to uniprot|P36077 Saccharomyces cerevisiaeYKL086w
YALI0_C08635g	0.975723862	8.108226918	0.002225969	0.021193644	similar to uniprot|P87216 Schizosaccharomyces pombeVIP1 protein (P53 antigen homolog)
YALI0_C20977g	0.977095117	5.641839908	0.021947452	0.087630665	weakly similar to uniprot|Q6C189 Yarrowialipolytica YALI0F18326g
YALI0_C01507g	0.977140588	5.89781411	0.013167345	0.064206637	no similarity
YALI0_C14872g	0.980118083	3.10290244	0.00470777	0.033156933	weakly similar to DEHA0B02497g Debaryomyceshansenii IPF 9327.1 and ca|CA4834|IPF1217 Candida albicansor ca|IPF1216 Candida albicans
YALI0_E12463g	0.980605854	7.650140055	0.031063612	0.108009355	similar to uniprot|O74230 Candida sp.HA167 XDHXylitol dehydrogenase
YALI0_E19811g	0.985001547	6.555109763	0.02259711	0.089282908	some similarities with uniprot|Q872V6 Neurosporacrassa B2G14.140
YALI0_E24937g	0.985937365	7.968364138	0.019318	0.081312803	some similarities with uniprot|P38704 Saccharomycescerevisiae YHR006w SPT2 involved in pre-tRNA splicing
YALI0_B13772g	0.9863144	5.189464068	0.02281921	0.089807073	some similarities with uniprot|Q8X0G8 Neurosporacrassa Conserved hypothetical protein
YALI0_E30921g	0.993030845	5.005632998	0.000573047	0.008244528	weakly similar to uniprot|Q7SFY9 Neurospora crassaNCU03105.1 predicted protein (39797 - 38088)
YALI0_C05863g	0.993307847	4.881164163	0.035314351	0.116490415	no similarity
YALI0_D16599g	0.993539626	5.901652964	0.004985256	0.034352325	no similarity
YALI0_A09449g	0.994458468	1.699226566	0.015748921	0.072047743	uniprot|Q6H9Q0 Yarrowia lipolytica weakly similarto uniprot|P41734 Saccharomyces cerevisiae YOR126c EST2isoamyl acetate hydrolytic enzyme
YALI0_D13772g	0.995325125	5.524495032	0.025908012	0.096325356	no similarity
YALI0_E15752g	0.996270091	1.149975268	0.101449685	0.225837265	no similarity possibly noncoding
YALI0_C21043g	0.996430823	8.264521266	0.044976991	0.136280959	similar to uniprot|O14313 Schizosaccharomyces pombePeroxisomal membrane protein pmp20
YALI0_E33517g	0.99709604	10.02183694	0.065205349	0.171788271	highly similar to uniprot|P20967 Saccharomycescerevisiae YIL125w KGD1 2-oxoglutarate dehydrogenasecomplex E1 component singleton
YALI0_B02244g	0.998671256	7.488825809	0.012218921	0.061587577	similar to uniprot|Q04338 Saccharomyces cerevisiaeYMR197C Vesicle transport v-SNARE protein VTI1
YALI0_C03564g	0.998980093	3.777140287	0.004231115	0.031258937	no similarity
YALI0_E26169g	0.999524543	4.24167127	0.01559741	0.071807963	weakly similar to uniprot|P53846 Saccharomycescerevisiae YNL260c Hypothetical 23.3 kDa protein inORC5-ATX1 intergenic region
YALI0_D06347g	0.999660294	5.810865842	0.015640058	0.071807963	similar to uniprot|Q12042 Saccharomyces cerevisiaeYPL162C P2558 protein
YALI0_D08646g	0.99967142	5.38282665	0.00100105	0.012151028	no similarity
YALI0_D11748g	1.002452516	6.536435182	0.00402635	0.030374023	some similarities with uniprot|P33296 Saccharomycescerevisiae YER100w Ubiquitin-conjugating enzyme E2-28.4kDa (EC 6.3.2.19)
YALI0_E12551g	1.004440433	5.623001892	0.086345106	0.204805369	weakly similar to uniprot|P32791 Saccharomycescerevisiae YLR214w FRE1 ferric (and cupric) reductasetransmembrane component 1 [Precursor]
YALI0_B07403g	1.005680621	7.276876655	0.000694637	0.009497556	some similarities with uniprot|P38195 Saccharomycescerevisiae YBL043w ECM13 involved in cell wall structureof biosynthesis
YALI0_D24816g	1.006951411	11.18475942	0.218589123	0.376776983	no similarity
