Geneid,Std_1,Std_2,Std_3,Doc_1,Doc_2,Doc_3
YALI0_E34903g,408,462,508,654,863,774
YALI0_E34925g,28,16,2,2,2,0
YALI0_E34947g,3046,3203,1708,1848,2564,2712
YALI0_E34980g,0,0,0,0,0,0
YALI0_E35024g,1529,1850,5276,5112,6380,6639
YALI0_E35046g,29956,36902,9875,9158,8684,16038
YALI0_E35112g,53,53,81,68,82,90
YALI0_E35156g,472,746,954,379,1147,1288
YALI0_E35200g,134,82,6,6,2,2
YALI0_E35222g,0,0,0,0,0,0
YALI0_F00110g,37,62,17,21,20,18
YALI0_F00132g,1586,1429,1148,647,1130,1004
YALI0_F00154g,2741,2567,1296,784,596,504
YALI0_F00176g,2135,2231,2672,1499,2370,2383
YALI0_F00198g,2686,2606,1724,629,1450,1544
YALI0_F00220g,3881,4712,7429,5250,10493,13797
YALI0_F00242g,389,278,264,230,306,323
YALI0_F00264g,4586,4935,5309,6026,5798,4992
YALI0_F00286g,8979,10202,8856,3786,7428,8514
YALI0_F00308g,121,92,141,146,207,183
YALI0_F00330g,463,521,414,195,385,482
YALI0_F00352g,14,12,4,4,0,2
YALI0_F00374g,21,29,20,71,14,14
YALI0_F00396g,3691,4286,3869,1870,3666,4564
YALI0_F00418g,634,559,653,538,642,513
YALI0_F00440g,297,573,311,194,317,443
YALI0_F00462g,12929,11462,7645,8985,10887,10584
YALI0_F00484g,75186,72864,57116,36239,65386,74314
YALI0_F00506g,29100,33248,40877,47442,54408,55063
YALI0_F00528g,6617,4722,3869,4220,4307,4322
YALI0_F00550g,1042,1034,672,186,637,683
YALI0_F00572g,3993,4105,3080,2031,3157,3523
YALI0_F00594g,338,344,251,144,201,152
YALI0_F00616g,324,291,281,99,204,221
YALI0_F00638g,3952,4145,2612,1957,2381,2223
YALI0_F00660g,2495,2548,1478,618,990,1052
YALI0_F00682g,2894,4045,14487,12788,17453,21630
YALI0_F00704g,1159,944,720,992,1598,1728
YALI0_F00726g,49,49,28,22,18,19
YALI0_F00770g,2430,2222,1954,728,1651,2022
YALI0_F00792g,835,1164,1512,1052,892,844
YALI0_F00814g,320,363,549,716,516,383
YALI0_F00836g,6568,7589,7219,4251,6324,7461
YALI0_F00858g,1607,1560,1189,571,1063,1136
YALI0_F00880g,19234,17565,10415,10428,9492,10496
YALI0_F00902g,1917,1697,1232,1950,1530,1247
YALI0_F00924g,6831,8266,4903,4108,3531,2931
YALI0_F00946g,561,811,1570,1357,1942,2588
YALI0_F00968g,4278,5039,4056,1592,3228,4247
YALI0_F00990g,1140,1443,1430,327,997,1631
YALI0_F01012g,4950,4520,3472,3002,3772,3428
YALI0_F01034g,1825,1958,1566,1252,1042,848
YALI0_F01056g,1244,1284,1252,517,1274,1368
YALI0_F01078g,6,16,6,8,10,14
YALI0_F01100g,134,198,204,181,222,250
YALI0_F01122g,5904,5787,4668,1862,4435,4451
YALI0_F01144g,2037,2152,1502,1542,1435,1101
YALI0_F01166g,4635,5186,4106,2189,2834,2939
YALI0_F01188g,3008,2710,1892,2051,1522,1200
YALI0_F01210g,130,134,39,112,239,223
YALI0_F01232g,3539,3689,3761,2077,3560,3886
YALI0_F01254g,2659,1812,965,1033,1629,1490
YALI0_F01320g,225,192,57,36,42,55
YALI0_F01386g,32,25,14,4,9,8
YALI0_F01408g,159,387,2522,1405,2317,2643
YALI0_F01430g,2232,2899,1752,1418,1406,1072
YALI0_F01452g,2908,4386,12142,12770,15682,17165
YALI0_F01474g,601,837,1457,2749,1453,1074
YALI0_F01496g,8037,9635,17104,17518,18547,18802
YALI0_F01518g,3786,2660,574,211,405,689
YALI0_F01540g,710,777,393,148,307,306
YALI0_F01562g,1766,1374,1383,782,1896,2174
YALI0_F01584g,5811,4184,1210,708,893,788
YALI0_F01606g,10060,6299,2891,1092,1933,1963
YALI0_F01628g,9235,6887,1842,825,1218,1357
YALI0_F01650g,9768,7358,2555,1295,2234,2457
YALI0_F01672g,1090,1083,756,417,724,902
YALI0_F01694g,9005,11020,11958,5019,12452,16053
YALI0_F01716g,1169,1182,1757,495,1100,1290
YALI0_F01738g,3739,4236,4967,3041,5492,5987
YALI0_F01771g,9206,12910,23743,28417,20302,15570
YALI0_F01793g,7468,7551,5824,2532,5182,5988
YALI0_F01815g,4692,4626,2744,909,2191,2591
YALI0_F01837g,2217,2361,4655,3556,4595,4382
YALI0_F01859g,3054,3280,3492,2318,3438,3427
YALI0_F01881g,985,1052,1063,915,1108,955
YALI0_F01903g,4278,5044,3141,1210,2758,3394
YALI0_F01925g,3578,3594,1548,799,1256,1404
YALI0_F01947g,3385,3587,2274,920,1200,1106
YALI0_F01969g,2698,2625,2104,1544,1998,1975
YALI0_F01991g,1179,897,548,352,514,484
YALI0_F02013g,1814,1893,3010,2456,3099,3606
YALI0_F02035g,4129,4155,4416,1876,3355,3405
YALI0_F02046g,25621,28018,40245,41616,47687,50836
YALI0_F02057g,5771,4908,3443,1698,3146,4089
YALI0_F02079g,685,752,565,237,598,695
YALI0_F02101g,3238,3412,2588,1264,2127,2312
YALI0_F02123g,6536,7751,5797,3737,3886,4256
YALI0_F02145g,3822,4311,5011,4231,4665,4435
YALI0_F02167g,16075,17474,17923,18995,18629,17823
YALI0_F02189g,4210,4141,3226,1697,2496,2387
YALI0_F02211g,222,315,246,122,216,213
YALI0_F02233g,3351,4162,3982,2981,3281,2801
YALI0_F02255g,7815,12104,13790,10502,12988,14171
YALI0_F02277g,1369,1974,2994,3249,3415,3336
YALI0_F02299g,2416,3549,2159,828,1347,1382
YALI0_F02321g,2746,3063,3030,1388,2365,2345
YALI0_F02343g,32540,39070,24307,8340,12499,14805
YALI0_F02365g,5917,5706,2394,1402,1704,1650
YALI0_F02387g,3915,3936,2316,650,1798,1996
YALI0_F02409g,3544,3444,2884,1061,1713,1631
YALI0_F02431g,696,668,432,216,256,313
YALI0_F02453g,7405,7432,5305,4057,4605,3923
YALI0_F02475g,8937,11143,13544,8689,12824,11993
YALI0_F02497g,4926,4106,4461,3343,5939,6291
YALI0_F02563g,3971,4248,4309,5154,5132,4958
YALI0_F02585g,9679,10491,9607,7615,9912,9565
YALI0_F02607g,200,163,255,293,271,275
YALI0_F02629g,6832,7050,4769,3862,4211,3863
YALI0_F02651g,490,571,738,670,607,644
YALI0_F02673g,993,739,409,284,252,193
YALI0_F02695g,2150,2009,1636,1689,1495,1231
YALI0_F02717g,924,896,1021,1261,1089,935
YALI0_F02739g,1561,1552,2103,3990,3298,2963
YALI0_F02761g,759,802,582,425,509,478
YALI0_F02783g,1158,1218,1383,923,1444,1366
YALI0_F02805g,37083,34794,24740,17197,24188,26609
YALI0_F02827g,1455,1575,1301,1067,961,780
YALI0_F02849g,6304,4802,14886,6300,10016,10868
YALI0_F02871g,2255,3057,3005,2966,2839,2256
YALI0_F02893g,21336,27839,45937,36929,47136,44382
YALI0_F02915g,3247,3344,2305,1426,2196,2199
YALI0_F02937g,7912,10783,17725,12532,18100,15880
YALI0_F02959g,371,429,424,433,454,398
YALI0_F02981g,3655,4421,5185,4446,5652,4971
YALI0_F03003g,874,1042,842,474,749,728
YALI0_F03025g,1069,1043,673,585,541,413
YALI0_F03047g,3357,4076,3500,3020,3036,2830
YALI0_F03069g,1636,1838,1112,522,932,882
YALI0_F03113g,4356,6771,6017,2862,5645,6309
YALI0_F03135g,1757,2411,1588,875,1490,1470
YALI0_F03157g,2959,2901,791,394,577,632
YALI0_F03179g,72999,92063,127357,65965,123039,141594
YALI0_F03201g,16153,23531,38984,42228,41506,37111
YALI0_F03245g,2,5,4,2,2,5
YALI0_F03256g,13,25,17,20,21,17
YALI0_F03300g,4165,3676,2084,1386,1920,1905
YALI0_F03322g,1376,1314,1174,1077,916,768
YALI0_F03344g,1154,1202,1046,704,870,930
YALI0_F03366g,4179,4479,4228,1196,3457,4959
YALI0_F03388g,6383,7131,10037,4548,11331,16137
YALI0_F03410g,2544,3131,3431,1648,3435,3962
YALI0_F03432g,2672,3021,3759,2991,4999,5782
YALI0_F03454g,11425,12551,9707,4750,8895,9852
YALI0_F03476g,196,167,73,56,84,95
YALI0_F03498g,1208,1079,3644,4483,4584,4454
YALI0_F03520g,733,734,629,492,610,574
YALI0_F03542g,4178,4545,4606,3398,5391,5394
YALI0_F03567g,10816,15664,22050,22292,21448,19837
YALI0_F03575g,5540,6129,4579,1624,4565,6077
YALI0_F03597g,3620,3721,2896,2431,2504,2300
YALI0_F03619g,1057,957,152,91,133,140
YALI0_F03630g,1764,1323,107,250,197,166
YALI0_F03641g,420,460,342,179,254,299
YALI0_F03663g,101,121,50,14,50,87
YALI0_F03685g,214,205,35,8,6,14
YALI0_F03707g,595,703,523,353,428,290
YALI0_F03729g,88,48,52,26,38,27
YALI0_F03751g,52,47,20,9,0,6
YALI0_F03795g,2666,2497,1620,1136,2113,2142
YALI0_F03817g,4173,4656,3215,2949,2932,2536
YALI0_F03839g,9038,10001,9916,15162,11136,8660
YALI0_F03861g,930,1001,1367,1169,1478,1273
YALI0_F03883g,3655,4000,3047,1412,2572,2511
YALI0_F03905g,492,546,708,520,863,1037
YALI0_F03927g,1182,1174,1383,731,1260,1338
YALI0_F03949g,660,818,599,570,602,589
YALI0_F03971g,252,405,402,362,336,428
YALI0_F03993g,1762,1903,1275,956,989,991
YALI0_F04015g,3419,3993,4528,9434,4842,3609
YALI0_F04037g,7711,7681,3837,4844,2716,1808
YALI0_F04059g,8508,9763,7273,5818,7145,6881
YALI0_F04081g,5669,6398,6017,3069,5656,5704
YALI0_F04095g,23617,39830,63646,56889,77455,83691
YALI0_F04103g,6960,10221,19234,22282,20267,19736
YALI0_F04114g,4955,6772,12809,21082,14081,10589
YALI0_F04125g,2347,2225,1234,693,1049,1105
YALI0_F04147g,808,785,830,610,888,882
YALI0_F04169g,5332,9491,23858,6612,20154,23922
YALI0_F04191g,932,1219,5717,6359,7149,6133
YALI0_F04213g,2165,2750,4128,2593,3742,4145
YALI0_F04268g,2373,3337,7694,1743,6013,4763
YALI0_F04290g,2661,3640,1304,1410,1293,1274
YALI0_F04312g,1854,2091,1989,1238,1443,1273
YALI0_F04334g,4431,4541,3635,2708,3017,2812
YALI0_F04356g,3311,3033,1429,541,1323,1367
YALI0_F04378g,3476,4330,4871,3516,4693,4586
YALI0_F04400g,923,1093,1496,1289,1617,1496
YALI0_F04422g,5994,7193,7642,5917,8204,8018
YALI0_F04444g,7374,8054,3693,2844,3462,3703
YALI0_F04466g,851,910,990,1726,926,511
YALI0_F04532g,1787,1989,1305,1184,667,464
YALI0_F04543g,1018,1453,1469,1404,1450,1227
YALI0_F04554g,11178,14283,10793,8374,11868,10566
YALI0_F04576g,2206,2165,1525,1805,690,412
YALI0_F04598g,137,146,76,47,50,64
YALI0_F04620g,9224,10802,14814,11472,18472,18024
YALI0_F04642g,317,387,489,221,387,384
YALI0_F04664g,3959,3687,2323,1383,1916,1804
YALI0_F04686g,3155,3306,1826,571,1522,1863
YALI0_F04708g,4726,4750,2676,2035,2283,1826
YALI0_F04730g,14344,15491,13820,11008,13024,13733
YALI0_F04752g,703,655,1065,1070,1149,1146
YALI0_F04774g,5440,7340,12553,19024,13893,12369
YALI0_F04796g,685,802,987,563,792,660
YALI0_F04818g,4433,4200,2353,1386,2161,2397
YALI0_F04884g,3917,4055,1855,641,1432,1360
YALI0_F04906g,3444,2987,2145,964,2013,2261
YALI0_F04972g,1478,2089,3214,3885,3627,2842
YALI0_F05016g,2520,2425,2048,479,507,457
YALI0_F05038g,996,615,497,580,513,523
YALI0_F05060g,893,916,1230,981,1087,1121
YALI0_F05082g,4881,4903,3808,3696,3710,3092
YALI0_F05104g,2898,2574,2052,1496,2237,2587
YALI0_F05126g,6111,7270,2593,1377,2219,2581
YALI0_F05148g,1241,1512,1668,2370,2401,2114
YALI0_F05170g,3826,3263,1454,991,1312,1197
YALI0_F05192g,2270,2366,2710,3069,2936,2379
YALI0_F05214g,42730,65720,84479,74019,86509,82958
YALI0_F05236g,640,833,621,717,545,422
YALI0_F05258g,2809,2582,1680,1382,1646,1323
YALI0_F05280g,1616,1816,1115,867,952,797
YALI0_F05302g,1024,971,604,406,685,641
YALI0_F05324g,5894,6565,4647,1786,3617,4082
YALI0_F05346g,1470,2105,2457,1744,2174,2483
YALI0_F05390g,3032,2560,3807,1169,964,928
YALI0_F05412g,134,196,206,198,167,156
YALI0_F05434g,2121,1780,1193,508,559,547
YALI0_F05456g,2054,2460,3436,4189,4197,3594
YALI0_F05478g,1316,1348,906,542,651,618
YALI0_F05500g,2088,2558,2288,3543,2047,1710
YALI0_F05522g,43087,48676,36303,32761,27667,19947
YALI0_F05544g,25977,28633,18692,17272,14038,10473
YALI0_F05566g,3237,3416,2784,1732,2601,2556
YALI0_F05588g,2202,2264,1478,1436,1523,1382
YALI0_F05610g,2604,3375,3160,1549,2244,2266
YALI0_F05632g,4021,4744,3052,1584,2358,2180
YALI0_F05654g,12155,14693,18649,18104,20516,20587
YALI0_F05676g,54923,62819,48753,44191,36147,26465
YALI0_F05698g,1315,1308,851,598,682,695
YALI0_F05720g,7595,9631,16531,12190,16210,14871
YALI0_F05742g,304,304,399,382,495,517
YALI0_F05764g,2630,2736,2345,2179,2289,2496
YALI0_F05786g,581,565,828,370,826,1259
YALI0_F05803g,14206,15435,12421,12005,9460,7516
YALI0_F05808g,13148,14724,11290,14493,9373,7327
YALI0_F05830g,88,112,96,122,57,77
YALI0_F05852g,1622,1960,6123,1270,4766,3121
YALI0_F05874g,8958,7674,3771,2559,3676,4121
YALI0_F05896g,1572,1378,1205,486,1089,1253
YALI0_F05918g,6084,5385,3439,3420,4197,3935
YALI0_F05940g,8139,8065,11876,16593,23586,25372
YALI0_F05962g,9607,9072,24813,15147,33914,42681
YALI0_F05984g,2541,1397,715,601,814,845
YALI0_F06006g,1423,1245,1230,532,1314,1421
YALI0_F06028g,1656,1372,824,175,364,362
YALI0_F06050g,4799,5651,4844,3063,3152,3041
YALI0_F06061g,3325,4013,4623,5415,3617,3280
YALI0_F06072g,1554,1507,1536,857,1699,1847
YALI0_F06094g,3080,3172,3153,1727,2761,3270
YALI0_F06116g,3931,3775,3860,2353,4497,4979
YALI0_F06138g,542,633,425,251,204,166
YALI0_F06160g,20425,22755,17159,18364,11998,8259
YALI0_F06182g,3440,3552,2911,3462,2842,2172
YALI0_F06204g,174,178,225,185,248,174
YALI0_F06226g,2810,3520,8409,10845,11229,9651
YALI0_F06248g,1124,1161,617,300,529,507
YALI0_F06259g,2390,4207,6574,8178,6442,5179
YALI0_F06270g,678,636,592,694,590,602
YALI0_F06292g,1686,1679,1204,1839,1474,1157
YALI0_F06314g,7758,9151,11602,10620,11848,9862
YALI0_F06336g,2377,2031,864,342,525,674
YALI0_F06358g,4207,4618,5448,4795,6775,6271
YALI0_F06372g,2867,3028,2310,1825,2201,1918
YALI0_F06380g,10,0,2,0,0,2
YALI0_F06402g,2710,2487,1960,864,897,873
YALI0_F06424g,5200,6092,5281,2797,3841,3890
YALI0_F06446g,5500,5918,5682,2137,5998,7196
YALI0_F06468g,3269,3009,2552,1597,1791,1795
YALI0_F06490g,705,626,534,407,537,552
YALI0_F06512g,2180,2200,1541,1597,1573,1237
YALI0_F06534g,1094,1217,733,311,540,484
YALI0_F06556g,15,13,15,8,4,12
YALI0_F06578g,4314,7798,25753,13162,27283,33243
YALI0_F06600g,150,207,281,332,251,225
YALI0_F06622g,809,831,967,1376,1379,1049
YALI0_F06644g,889,961,933,1021,812,712
YALI0_F06666g,1293,1470,1147,647,1196,1274
YALI0_F06688g,2560,2971,3036,3488,2781,2569
YALI0_F06710g,734,812,1051,1168,1115,996
YALI0_F06732g,3377,4302,3646,3081,2685,1878
YALI0_F06754g,7268,8871,25575,18149,34550,38911
YALI0_F06776g,2812,2804,2608,1627,1953,1578
YALI0_F06791g,9977,10795,8077,1498,6301,10076
YALI0_F06820g,1947,2416,1919,1513,1433,1032
YALI0_F06826g,2891,3350,3263,5091,3692,3143
YALI0_F06842g,543,640,917,1065,889,812
YALI0_F06864g,4018,4166,4727,2752,5208,6159
YALI0_F06886g,66,94,127,81,130,121
YALI0_F06908g,48,38,43,37,51,49
YALI0_F06974g,341,330,89,92,86,63
YALI0_F07018g,1282,1634,2013,1210,1838,1680
YALI0_F07040g,335,371,360,346,478,638
YALI0_F07062g,5273,5749,12566,5869,12506,14485
YALI0_F07084g,7304,7357,6001,2207,5525,7435
YALI0_F07106g,297,379,504,433,460,522
YALI0_F07128g,1231,1186,660,318,228,191
YALI0_F07194g,810,787,1389,1850,2120,1822
YALI0_F07216g,2432,2676,3488,405,1322,1579
YALI0_F07238g,555,502,384,529,434,309
YALI0_F07260g,5206,6498,6691,8423,5804,4193
YALI0_F07315g,3470,3226,1886,1255,1566,1744
YALI0_F07337g,1935,2088,1218,1058,1034,856
YALI0_F07359g,3042,3121,3557,4595,4267,3500
YALI0_F07381g,2813,3007,2152,1634,1850,1954
YALI0_F07447g,625,516,378,457,466,362
YALI0_F07469g,5282,5692,6251,5413,6844,6479
YALI0_F07491g,918,958,1095,693,1080,1152
YALI0_F07513g,3209,4405,3414,1057,1792,1645
YALI0_F07535g,7925,6337,186,27,88,145
YALI0_F07557g,1545,1425,1212,724,656,518
YALI0_F07579g,1340,1526,1572,1836,1602,1430
YALI0_F07601g,2212,2599,1994,1308,1129,933
YALI0_F07623g,1147,1136,1143,1121,1215,1115
YALI0_F07645g,673,868,1233,1610,1479,1210
YALI0_F07667g,4045,3800,4834,7000,7452,7691
YALI0_F07689g,904,1783,3894,4361,3902,3285
YALI0_F07711g,27535,34419,42424,18505,39920,48266
YALI0_F07733g,3879,4248,4447,6617,4650,3813
YALI0_F07755g,1806,1736,1582,1311,1687,1374
YALI0_F07777g,625,566,423,279,560,775
YALI0_F07799g,308,287,241,163,171,173
YALI0_F07821g,1013,771,1204,3780,1559,854
YALI0_F07843g,4138,4122,3621,3053,3830,3756
YALI0_F07865g,1195,1392,1273,992,1266,1058
YALI0_F07887g,577,458,225,337,217,213
YALI0_F07909g,1565,1722,2207,3726,2151,1456
YALI0_F07931g,826,1182,2333,2613,2416,1912
YALI0_F07953g,976,1183,1198,1161,1448,1463
YALI0_F07975g,4623,4842,4815,5884,5680,5023
YALI0_F08019g,1087,1493,1933,1898,1948,1782
YALI0_F08041g,11,26,2,1,6,0
YALI0_F08063g,791,908,512,443,534,501
YALI0_F08085g,215,273,47,8,33,25
YALI0_F08107g,1730,1408,706,485,727,840
YALI0_F08129g,3321,1701,69,46,45,28
YALI0_F08151g,5112,4355,2745,1487,2548,2957
YALI0_F08165g,1618,1966,1870,576,897,772
YALI0_F08195g,10322,12932,22424,11996,21424,23601
YALI0_F08217g,1260,1286,1599,1543,2385,2279
YALI0_F08283g,13213,11147,10313,18864,15618,12838
YALI0_F08305g,12020,14538,10166,6951,10422,10706
YALI0_F08327g,18060,21802,11746,20574,13289,10891
YALI0_F08349g,3980,4683,4176,2748,4107,4187
YALI0_F08371g,9080,7739,3140,1172,2731,2754
YALI0_F08393g,18126,19654,13411,11188,10433,9009
YALI0_F08415g,3408,4922,13058,7281,15139,16565
YALI0_F08437g,20081,21794,17290,24937,15327,10905
YALI0_F08459g,1627,1726,2200,4200,2416,1919
YALI0_F08481g,2887,3234,2744,3884,2761,2249
YALI0_F08503g,1729,1875,1594,1230,1551,1534
YALI0_F08525g,913,1214,2185,2752,2731,2324
YALI0_F08569g,22471,24511,15677,13011,11405,10147
YALI0_F08591g,2385,3194,2461,1527,1962,1866
YALI0_F08613g,10134,13874,14982,6229,12087,14623
YALI0_F08635g,3571,3320,1797,1065,1662,1742
YALI0_F08657g,3845,3637,2155,1836,1893,1782
YALI0_F08679g,2817,2543,2101,1124,1088,897
YALI0_F08701g,8792,13044,13955,14951,12155,10123
YALI0_F08723g,7395,8263,8547,10041,8163,6148
YALI0_F08745g,30411,34666,29965,31125,23942,17847
YALI0_F08789g,2437,1955,1128,768,1073,1041
YALI0_F08811g,3167,2998,1300,738,1266,1527
YALI0_F08833g,6431,7507,4799,2384,4107,4530
YALI0_F08855g,1575,1582,1628,537,1641,2097
YALI0_F08877g,5287,7103,5627,4439,4161,3499
YALI0_F08899g,9937,15583,17897,8746,17066,18459
YALI0_F08921g,1856,1665,785,724,622,482
YALI0_F08943g,1144,1325,2484,2239,3841,5008
YALI0_F08965g,1892,1943,1815,2314,1469,1137
YALI0_F08987g,892,1211,2368,917,2534,3352
YALI0_F09009g,2030,3402,5870,4010,7227,8709
YALI0_F09031g,338,492,390,325,520,544
YALI0_F09053g,1368,2070,2635,957,1795,1987
YALI0_F09075g,1421,1353,972,713,972,1030
YALI0_F09097g,748,818,396,287,367,348
YALI0_F09119g,346,325,220,66,132,186
YALI0_F09141g,858,820,857,329,778,908
YALI0_F09163g,251,258,141,36,80,75
YALI0_F09185g,34048,36539,31299,18041,32434,35984
YALI0_F09229g,21978,25640,26087,25596,20385,18133
YALI0_F09251g,2809,3395,4501,4452,7560,10607
YALI0_F09273g,25333,30491,33952,25894,35805,36981
YALI0_F09295g,2412,1964,1107,2198,1106,883
YALI0_F09317g,291,272,303,133,244,229
YALI0_F09339g,3937,4468,3884,4017,3324,2884
YALI0_F09361g,239,251,213,165,192,190
YALI0_F09383g,2111,2120,1499,1751,1392,1075
YALI0_F09405g,4121,5236,7044,12058,6986,4788
YALI0_F09427g,824,990,1457,1620,1496,1099
YALI0_F09449g,1398,1258,1025,725,882,729
YALI0_F09471g,1825,2050,1658,2056,1701,1584
YALI0_F09493g,2230,2151,1522,801,1241,1268
YALI0_F09515g,218,263,396,806,390,244
YALI0_F09537g,894,1275,2498,4433,2842,2206
YALI0_F09559g,1021,1026,1439,797,1419,1488
YALI0_F09581g,1168,1018,951,302,434,419
YALI0_F09603g,3759,4478,7205,7800,9224,9441
YALI0_F09625g,817,702,1189,3142,1353,1072
YALI0_F09647g,183,211,78,95,57,47
YALI0_F09669g,11288,11598,17092,25819,15998,13570
YALI0_F09691g,380,253,123,38,68,100
YALI0_F09746g,9734,10739,9080,2635,7810,9759
YALI0_F09768g,1712,2146,2303,2687,1955,1460
YALI0_F09790g,68833,76109,84109,151062,99303,70968
YALI0_F09812g,4880,4410,1960,2496,2425,2167
YALI0_F09834g,11206,11462,8805,3603,8094,9857
YALI0_F09856g,4590,3596,1977,1099,1942,2106
YALI0_F09878g,1267,1092,976,794,956,904
YALI0_F09944g,59,50,7,4,4,4
YALI0_F09966g,15145,14352,14083,9257,13273,14844
YALI0_F09988g,1580,1907,2801,3037,2943,2864
YALI0_F10010g,3380,3785,4142,2531,4620,4771
YALI0_F10032g,4001,4735,3275,3008,2364,2022
YALI0_F10054g,2484,3415,3923,3281,2902,2825
YALI0_F10076g,3909,4776,3792,3142,2858,2354
YALI0_F10098g,16052,16511,13576,4355,11712,14510
YALI0_F10131g,4905,4868,3102,567,1306,1488
YALI0_F10153g,2652,2463,1783,1375,1744,1794
YALI0_F10175g,2251,2200,3370,3878,6202,7110
YALI0_F10197g,1459,1870,3181,2875,2779,2525
YALI0_F10219g,1863,2181,4795,16581,6683,3696
YALI0_F10241g,158,149,144,100,136,168
YALI0_F10285g,1102,1302,1268,1847,1194,805
YALI0_F10307g,372,472,461,346,424,424
YALI0_F10373g,541,676,421,133,362,536
YALI0_F10439g,1103,1182,1670,3199,1513,1155
YALI0_F10461g,811,764,775,291,314,301
YALI0_F10483g,282,333,449,376,446,336
YALI0_F10505g,799,677,770,1129,780,651
YALI0_F10527g,722,792,997,813,904,859
YALI0_F10541g,765,1038,1682,1724,2462,2274
YALI0_F10549g,141,180,221,311,336,305
YALI0_F10615g,1389,1903,681,431,389,353
YALI0_F10637g,10,8,1,3,2,4
YALI0_F10659g,10408,12624,12579,8852,13800,15063
YALI0_F10703g,7536,8421,7529,4585,6637,5931
YALI0_F10725g,3054,3420,2308,1598,1632,1491
YALI0_F10747g,2168,2194,1436,1514,1547,1376
YALI0_F10769g,1786,2361,2642,3561,2513,1908
YALI0_F10824g,90,122,62,37,57,69
YALI0_F10857g,11,5,4,10,11,89
YALI0_F10901g,103,65,52,16,31,61
YALI0_F10923g,3622,4274,4266,2107,3973,4372
YALI0_F10945g,2257,2429,877,291,468,448
YALI0_F11011g,2262,3085,5937,4288,7229,7847
YALI0_F11033g,4710,6092,5676,2497,4730,5196
YALI0_F11055g,14095,15789,11165,10642,8215,6657
YALI0_F11077g,1856,2559,9063,14771,13624,13470
YALI0_F11099g,2500,3195,4723,3586,3897,4436
YALI0_F11121g,7382,7233,3767,3636,3209,3234
YALI0_F11143g,4035,4496,5163,5386,5278,4678
YALI0_F11165g,2105,1997,2115,1684,2664,2583
YALI0_F11187g,315,407,434,341,308,282
YALI0_F11209g,77,71,53,21,36,52
YALI0_F11231g,11045,12931,9840,4655,7907,8602
YALI0_F11253g,3029,2452,2145,2225,2342,2492
YALI0_F11275g,1854,2806,608,558,438,481
YALI0_F11297g,4163,12226,45256,33051,40843,39865
YALI0_F11319g,3340,3670,2896,924,2337,3003
YALI0_F11341g,634,677,513,112,517,494
YALI0_F11363g,3914,5176,14552,22565,17102,16087
YALI0_F11385g,20825,23941,20462,7802,21731,28244
YALI0_F11407g,4898,5301,3288,5234,2322,1441
YALI0_F11429g,570,378,47,14,12,23
YALI0_F11473g,7811,8287,5703,4319,5276,5968
YALI0_F11487g,3888,4351,4727,5611,6139,6382
YALI0_F11517g,2979,2967,2600,1453,1970,1698
YALI0_F11539g,426,433,168,69,117,159
YALI0_F11561g,1329,1588,2020,2139,2526,2169
YALI0_F11583g,1822,1992,1698,2882,2282,2199
YALI0_F11605g,2450,3049,10969,21238,16892,14754
YALI0_F11616g,62,71,85,77,55,69
YALI0_F11627g,767,863,1611,4455,3628,3488
YALI0_F11649g,552,691,1073,1161,1091,953
YALI0_F11671g,1179,1533,2159,1033,2002,2166
YALI0_F11693g,3495,4262,4290,3195,4853,5190
YALI0_F11715g,12,24,17,16,7,12
YALI0_F11737g,149,217,197,113,98,141
YALI0_F11759g,17712,19284,19311,8974,12683,13219
YALI0_F11781g,1727,2015,2198,1796,2632,2552
YALI0_F11803g,3939,4817,7374,5885,12560,13359
YALI0_F11825g,3511,2809,482,177,196,145
YALI0_F11847g,10620,11672,9442,3788,8723,8719
YALI0_F11869g,7465,9439,8736,6710,7889,7184
YALI0_F11891g,3135,3462,2179,2079,1795,1311
YALI0_F11913g,75,69,85,102,81,72
YALI0_F11935g,2301,2690,4111,3574,3759,3730
YALI0_F11957g,1301,1523,1482,1509,1486,1264
YALI0_F11979g,2735,3053,4407,3057,5975,6728
YALI0_F12001g,1483,1835,2346,1706,2191,2194
YALI0_F12023g,411,497,389,546,275,176
YALI0_F12045g,1315,1709,2737,4112,2684,1869
YALI0_F12067g,2720,3313,2989,2576,3628,3937
YALI0_F12089g,1556,1400,734,328,496,474
YALI0_F12111g,13659,16636,17607,19032,21005,20721
YALI0_F12133g,1228,1371,1321,1192,1496,1390
YALI0_F12155g,23139,24935,21642,10506,21707,26107
YALI0_F12177g,1074,1356,1787,2147,1975,1801
YALI0_F12199g,1228,1460,1127,584,836,919
YALI0_F12221g,3898,3823,2613,1899,2566,2716
YALI0_F12243g,669,678,699,601,858,808
YALI0_F12287g,2551,3961,4302,2587,4939,6815
YALI0_F12331g,3409,4631,6426,2996,4394,4165
YALI0_F12353g,889,981,1177,679,1149,1149
YALI0_F12375g,3178,3003,2329,947,2427,3049
YALI0_F12397g,2695,2914,4178,3270,4296,4370
YALI0_F12463g,13452,17481,20655,13845,23303,28218
YALI0_F12507g,1798,2060,1743,1536,1424,1142
YALI0_F12529g,795,703,421,314,364,325
YALI0_F12551g,11230,11438,6849,3610,6449,7018
YALI0_F12573g,3465,4096,4573,1910,3546,3982
YALI0_F12595g,540,623,366,134,312,402
