# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "8" "-s" "2" "-p" "-t" "gene" "-g" "GENE" "-a" "Users/doughty/Desktop/Omics_Paper/CenPKGFF/Cen.PK113_7D.gff3" "-o" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/Cen.PKpairedStranded_STAR.txt" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP1re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP2re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP3re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs1re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs2re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs3re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH3_STARAligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP1re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP2re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP3re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs1re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs2re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs3re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH3_STARAligned.out.bam
CENPK1137D_1634	ENA|CM001537|CM001537.1	25033	26010	+	978	729	670	724	2376	2234	2035	582	870	950	407	499	630	2436	2336	2264	689	403	348
CENPK1137D_1744	ENA|CM001537|CM001537.1	26559	28112	-	1554	443	327	346	5477	5035	5287	7813	4131	5445	1123	1079	820	13863	9792	13105	1993	2192	2261
CENPK1137D_1854	ENA|CM001537|CM001537.1	30024	30212	+	189	5029	4615	4271	7676	9288	8647	3283	3716	3397	3399	3702	3369	7061	7709	7117	3200	3304	3223
CENPK1137D_1900	ENA|CM001537|CM001537.1	30331	32748	+	2418	1281	1226	1201	2713	3049	3040	1133	1157	1040	1145	1166	1138	2758	3071	2749	1080	957	910
CENPK1137D_1911	ENA|CM001537|CM001537.1	32958	34892	+	1935	250	254	203	440	476	457	239	239	242	207	194	200	417	479	455	192	179	169
CENPK1137D_1922	ENA|CM001537|CM001537.1	35181	37790	+	2610	529	578	590	1005	1125	1014	654	435	403	853	814	573	947	1042	1005	418	535	487
CENPK1137D_1933	ENA|CM001537|CM001537.1	38114	38743	+	630	339	333	318	622	698	684	318	272	224	302	302	230	547	577	548	231	282	278
CENPK1137D_1944	ENA|CM001537|CM001537.1	39069	40025	+	957	821	692	751	2024	1551	1737	563	696	621	476	501	484	1649	1756	1612	686	378	442
CENPK1137D_1525	ENA|CM001537|CM001537.1	40992	42818	+	1827	91	187	166	173	159	164	89	115	101	356	331	345	361	323	336	62	27	39
CENPK1137D_1536	ENA|CM001537|CM001537.1	43233	44294	-	1062	104	104	108	623	870	719	305	327	397	177	200	220	1003	798	1088	211	208	136
CENPK1137D_1547	ENA|CM001537|CM001537.1	44500	46455	-	1956	727	743	734	1583	1210	1371	700	545	495	722	698	491	1214	1275	1185	551	507	646
CENPK1137D_1558	ENA|CM001537|CM001537.1	47285	48751	+	1467	9013	8461	8600	15460	15791	16583	4925	5284	4906	4846	4436	4500	13281	14856	13571	5045	4494	4730
CENPK1137D_1569	ENA|CM001537|CM001537.1	49252	50907	+	1656	2512	2422	2525	3827	4119	4165	2026	2086	1952	2186	2223	2098	3754	4045	3803	1687	1652	1640
CENPK1137D_1580	ENA|CM001537|CM001537.1	51193	52620	-	1428	680	652	678	1475	1381	1395	691	628	631	639	653	628	1461	1557	1424	602	495	497
CENPK1137D_1591	ENA|CM001537|CM001537.1	53447	55102	-	1656	263	269	247	510	622	544	287	199	212	313	278	301	480	528	500	195	269	259
CENPK1137D_1602	ENA|CM001537|CM001537.1	63217	63798	+	582	147	146	161	478	569	549	258	230	209	261	244	241	535	493	604	134	219	205
CENPK1137D_1612	ENA|CM001537|CM001537.1	64915	66552	-	1638	1135	955	1023	1566	1556	1616	874	634	601	1268	1194	887	1303	1473	1225	631	806	877
CENPK1137D_1623	ENA|CM001537|CM001537.1	67663	68820	+	1158	292	286	262	590	537	559	384	225	214	424	365	198	490	541	481	224	319	330
CENPK1137D_1635	ENA|CM001537|CM001537.1	69423	70889	+	1467	593	586	601	1435	1276	1333	452	519	499	519	589	494	1250	1257	1165	485	365	406
CENPK1137D_1646	ENA|CM001537|CM001537.1	71001	72944	-	1944	223	239	214	560	599	620	256	232	205	309	318	264	565	620	546	212	209	230
CENPK1137D_1657	ENA|CM001537|CM001537.1	73301	73819	-	519	491	427	476	838	850	730	620	408	396	673	563	372	851	762	773	425	541	568
CENPK1137D_1668	ENA|CM001537|CM001537.1	74245	74655	-	411	429	452	419	1811	2567	1911	2082	1221	1558	1210	1245	874	3364	2785	3524	763	1305	1024
CENPK1137D_1679	ENA|CM001537|CM001537.1	75635	76175	-	541	5108	4321	4309	14485	12949	13025	2733	4465	4100	2470	2771	3667	12189	12660	11596	4503	2169	2382
CENPK1137D_1690	ENA|CM001537|CM001537.1	76604	79288	-	2685	506	464	480	1135	1087	1177	811	543	467	930	913	603	998	1108	1056	435	660	735
CENPK1137D_1701	ENA|CM001537|CM001537.1	79646	82291	-	2646	339	309	293	545	626	600	351	257	263	496	440	323	483	560	535	234	297	325
CENPK1137D_1712	ENA|CM001537|CM001537.1	82560	83423	-	864	251	196	195	706	867	807	364	304	343	356	386	341	721	718	711	325	298	308
CENPK1137D_1723	ENA|CM001537|CM001537.1	83523	84131	-	609	132	127	99	400	478	474	229	176	204	283	249	199	384	420	496	165	221	219
CENPK1137D_1733	ENA|CM001537|CM001537.1	84444	85232	-	789	517	449	480	1288	1202	1070	512	604	654	366	458	485	1335	1162	1150	609	401	427
CENPK1137D_1745	ENA|CM001537|CM001537.1	85521	86885	+	1365	240	180	220	454	396	455	142	159	130	161	141	168	358	425	364	160	93	108
CENPK1137D_1756	ENA|CM001537|CM001537.1	86949	87968	-	1020	770	711	764	1530	1432	1407	862	614	577	867	759	610	1401	1412	1404	558	655	633
CENPK1137D_1767	ENA|CM001537|CM001537.1	88452	90251	+	1800	2215	2249	2202	5203	4965	5118	1590	2065	1887	1420	1508	1628	4894	5150	4970	1711	1198	1133
CENPK1137D_1778	ENA|CM001537|CM001537.1	90557	95044	-	4488	1062	1072	1027	2260	2420	2230	1110	967	929	1206	1221	1065	2144	2453	2362	801	799	811
CENPK1137D_1789	ENA|CM001537|CM001537.1	95307	96193	-	887	160	133	165	468	477	472	223	185	159	211	171	150	407	419	423	144	168	178
CENPK1137D_1799	ENA|CM001537|CM001537.1	96431	98560	-	2130	9839	10781	10201	35738	48225	41168	16648	15497	14404	20901	19419	18082	37738	40762	38549	11653	16630	14295
CENPK1137D_1810	ENA|CM001537|CM001537.1	99419	100021	+	603	1131	1139	1187	1984	1913	1943	1456	771	719	1825	1591	946	1828	1842	1723	768	1090	1173
CENPK1137D_1821	ENA|CM001537|CM001537.1	100431	101288	+	858	2109	1949	1939	4697	4050	4443	920	1556	1395	791	976	1366	3970	4300	3893	1531	611	742
CENPK1137D_1832	ENA|CM001537|CM001537.1	101543	102637	-	1095	300	333	315	817	899	907	308	354	388	343	344	443	838	901	854	296	236	274
CENPK1137D_1843	ENA|CM001537|CM001537.1	103167	104582	+	1416	1338	1320	1325	3176	2935	3011	1058	1242	1169	1056	1189	1171	2846	3140	2772	1119	968	929
CENPK1137D_1855	ENA|CM001537|CM001537.1	104874	105368	-	495	622	607	548	1983	2130	2035	356	637	597	296	346	544	1900	1910	1785	567	255	246
CENPK1137D_1866	ENA|CM001537|CM001537.1	106100	106750	+	651	288	282	277	721	672	694	410	283	270	441	451	308	612	694	659	271	322	305
CENPK1137D_1877	ENA|CM001537|CM001537.1	107203	108075	+	873	1340	1218	1236	4261	4268	4080	2634	1745	1797	2466	2165	1527	4468	4549	4399	1573	1995	1993
CENPK1137D_1888	ENA|CM001537|CM001537.1	108580	114243	+	5664	7394	6121	5928	21735	24913	21546	5635	8020	8217	3897	4640	5556	23125	24479	24131	7448	4811	4365
CENPK1137D_1894	ENA|CM001537|CM001537.1	115240	116415	+	1176	610	509	570	2340	3349	3191	3317	1581	1727	3388	2805	1664	2951	3012	3219	1164	2808	2879
CENPK1137D_1895	ENA|CM001537|CM001537.1	116998	117615	+	618	747	693	694	1018	993	886	605	454	428	823	680	482	936	1009	892	391	571	551
CENPK1137D_1896	ENA|CM001537|CM001537.1	118310	119959	+	1650	763	736	740	1523	1467	1534	637	664	674	603	719	675	1432	1518	1435	617	419	501
CENPK1137D_1897	ENA|CM001537|CM001537.1	120091	121095	-	1005	491	481	450	1219	1117	1082	395	418	396	430	400	388	1038	1187	1049	441	289	322
CENPK1137D_1898	ENA|CM001537|CM001537.1	121695	125285	+	3591	2058	2057	2077	5827	4503	4785	1115	1736	1545	1289	1341	1600	4619	5025	4292	1873	896	904
CENPK1137D_1899	ENA|CM001537|CM001537.1	125934	126374	+	441	2142	1996	2018	5207	5848	5248	3322	2465	2509	2727	2943	2177	5383	5366	5137	2060	2621	2851
CENPK1137D_1901	ENA|CM001537|CM001537.1	126562	128016	-	1455	633	559	570	1345	1265	1365	504	506	513	587	574	527	1239	1381	1273	454	397	399
CENPK1137D_1902	ENA|CM001537|CM001537.1	128560	129066	-	507	7959	9479	6998	19711	33583	21865	24044	15519	18314	15721	16062	11010	31849	29142	33824	9674	20795	15634
CENPK1137D_1903	ENA|CM001537|CM001537.1	130090	132156	+	2067	1782	1646	1541	2955	4013	3573	2328	1743	1766	2648	2159	1839	3745	3917	3959	1155	1941	1852
CENPK1137D_1904	ENA|CM001537|CM001537.1	132968	135349	+	2382	2098	1819	1827	3869	3524	3569	961	1642	1545	1068	1232	1492	3827	3998	3822	1420	647	694
CENPK1137D_1905	ENA|CM001537|CM001537.1	136697	138175	+	1479	211	193	198	690	740	634	272	258	257	349	307	245	613	667	600	227	210	208
CENPK1137D_1906	ENA|CM001537|CM001537.1	138645	139355	+	711	1752	1644	1548	5448	5700	5484	811	1839	1825	582	835	1598	5116	5274	5124	1795	599	627
CENPK1137D_1907	ENA|CM001537|CM001537.1	139566	143117	-	3552	933	823	931	2506	1921	2020	1375	925	725	1317	1147	786	2002	2167	1849	882	914	1051
CENPK1137D_1908	ENA|CM001537|CM001537.1	143767	147066	+	3300	326	345	323	816	803	824	322	340	296	325	371	384	719	774	729	278	231	235
CENPK1137D_1909	ENA|CM001537|CM001537.1	147353	148360	+	1008	1593	1492	1393	2898	3110	3232	1249	1165	1084	1238	1103	949	2817	3010	2899	1014	1017	1087
CENPK1137D_1910	ENA|CM001537|CM001537.1	148506	150128	-	1623	462	457	458	1289	1335	1308	322	478	459	472	470	552	1249	1310	1185	420	298	330
CENPK1137D_1912	ENA|CM001537|CM001537.1	150551	151267	+	717	386	341	351	919	858	878	489	331	310	682	571	425	779	820	742	345	394	457
CENPK1137D_1913	ENA|CM001537|CM001537.1	151452	153086	-	1635	796	792	727	2506	2254	2004	976	974	960	728	731	662	2472	2389	2236	901	663	604
CENPK1137D_1914	ENA|CM001537|CM001537.1	153432	153977	+	546	864	747	746	1895	1481	1608	220	576	482	204	259	441	1488	1663	1386	569	130	182
CENPK1137D_1915	ENA|CM001537|CM001537.1	154227	156149	-	1923	1741	1806	1704	4340	4142	4268	1826	1641	1568	1652	1731	1580	3971	4297	3880	1436	1559	1415
CENPK1137D_1916	ENA|CM001537|CM001537.1	156427	157530	-	1104	151	160	160	314	312	310	181	128	117	216	193	151	273	297	270	141	126	168
CENPK1137D_1917	ENA|CM001537|CM001537.1	157779	159530	+	1752	354	365	366	1126	1034	1121	228	381	351	223	278	379	899	991	942	338	241	219
CENPK1137D_1918	ENA|CM001537|CM001537.1	159846	162169	+	2324	2306	2136	2242	3917	3443	3481	1628	1557	1251	1761	1827	1456	3490	3596	3172	1397	1255	1237
CENPK1137D_1919	ENA|CM001537|CM001537.1	162579	163544	-	966	1313	1334	1289	2789	2976	2937	1059	1239	1128	1230	1278	1370	2951	3225	2892	917	738	764
CENPK1137D_1920	ENA|CM001537|CM001537.1	164223	165707	+	1485	2065	1989	1956	4325	4391	4233	2947	1764	1637	3096	2826	1830	4140	4377	4099	1666	2302	2451
CENPK1137D_1921	ENA|CM001537|CM001537.1	166203	167345	+	1143	873	903	847	3829	4660	4331	1447	1571	1559	1605	1737	1796	3814	3963	4047	1399	1368	1390
CENPK1137D_1923	ENA|CM001537|CM001537.1	168035	169285	-	1251	477	495	441	1148	1070	1146	486	408	433	516	572	473	1070	1060	1064	393	347	396
CENPK1137D_1924	ENA|CM001537|CM001537.1	169717	171102	-	1386	2057	1970	2087	5062	5829	6134	3198	2664	2448	4352	3892	3135	5440	6617	5904	1877	2488	2542
CENPK1137D_1925	ENA|CM001537|CM001537.1	171431	171901	+	471	171	165	189	398	440	517	137	224	171	237	281	358	417	492	437	131	102	119
CENPK1137D_1926	ENA|CM001537|CM001537.1	171980	172702	-	723	467	462	472	1189	979	1078	494	425	383	388	402	392	1096	1062	983	442	339	391
CENPK1137D_1927	ENA|CM001537|CM001537.1	173481	174649	+	1169	2024	1880	1857	5860	5261	5272	1340	1715	1646	1211	1229	1449	4827	4928	4773	2054	1078	1107
CENPK1137D_1928	ENA|CM001537|CM001537.1	174990	175811	+	822	648	666	612	1613	1874	1843	871	793	715	856	837	757	1669	1825	1667	616	743	749
CENPK1137D_1929	ENA|CM001537|CM001537.1	176170	178968	+	2799	902	833	814	2279	2193	2216	1068	917	809	1244	1064	931	2038	2261	2118	698	863	946
CENPK1137D_1930	ENA|CM001537|CM001537.1	179224	181062	+	1839	242	232	242	546	596	540	436	278	275	516	449	312	559	558	538	266	357	356
CENPK1137D_1931	ENA|CM001537|CM001537.1	181350	182495	+	1146	900	864	876	1893	1793	1935	888	809	782	1284	1443	1039	1808	2014	1859	719	635	713
CENPK1137D_1932	ENA|CM001537|CM001537.1	182602	183003	-	402	5	3	4	25	25	26	16	7	7	13	12	7	21	20	29	11	10	8
CENPK1137D_1934	ENA|CM001537|CM001537.1	183544	184626	-	1083	270	320	279	931	953	964	255	391	371	293	286	351	939	947	905	294	213	209
CENPK1137D_1935	ENA|CM001537|CM001537.1	185264	187672	-	2409	2159	2166	2147	4404	5074	4352	3488	2059	1962	4349	3844	2562	4565	4810	4630	1813	3017	2805
CENPK1137D_1936	ENA|CM001537|CM001537.1	188254	188460	-	207	576	501	569	1426	1814	1555	600	597	617	619	634	637	1458	1550	1673	486	532	455
CENPK1137D_1937	ENA|CM001537|CM001537.1	189100	189498	+	399	6	7	8	12	10	9	3	4	2	3	1	2	5	5	8	2	2	2
CENPK1137D_1938	ENA|CM001537|CM001537.1	189760	190929	+	1170	43	27	34	113	133	130	43	45	36	67	84	78	104	100	97	30	41	37
CENPK1137D_1939	ENA|CM001537|CM001537.1	191352	192596	+	1245	942	900	878	2803	3001	2717	1634	1163	1198	1672	1741	1210	2825	2936	2844	1044	1293	1305
CENPK1137D_1940	ENA|CM001537|CM001537.1	193593	194027	+	435	10	14	12	195	167	142	72	66	36	542	431	261	95	173	76	68	130	111
CENPK1137D_1941	ENA|CM001537|CM001537.1	194394	195308	-	915	567	632	539	7899	11230	9610	5747	4042	3870	7101	6141	4429	7657	8363	8619	2895	6105	5517
CENPK1137D_1942	ENA|CM001537|CM001537.1	195832	197670	-	1839	736	682	651	1727	1807	1789	747	693	676	576	624	569	1611	1685	1686	631	621	650
CENPK1137D_1943	ENA|CM001537|CM001537.1	198977	199258	+	282	514	470	469	1122	1227	1180	437	457	429	442	436	441	1067	1112	1056	395	319	380
CENPK1137D_1945	ENA|CM001537|CM001537.1	199377	202418	-	3042	585	610	626	1635	1339	1333	500	582	541	487	512	506	1488	1512	1248	549	378	379
CENPK1137D_1946	ENA|CM001537|CM001537.1	203303	204823	+	1521	1901	1980	1882	3788	3681	3877	2706	1533	1413	3221	2696	1646	3268	3602	3330	1384	2272	2424
CENPK1137D_1947	ENA|CM001537|CM001537.1	205130	207529	+	2400	682	677	657	1377	1388	1404	782	631	616	902	842	748	1352	1410	1358	606	640	632
CENPK1137D_1948	ENA|CM001537|CM001537.1	208039	209688	+	1650	3137	3032	2990	5922	6286	6244	3946	2586	2628	3867	3773	2589	5979	6320	6182	1996	3236	3055
CENPK1137D_1949	ENA|CM001537|CM001537.1	212040	212666	+	627	803	745	771	1835	2038	1796	438	735	769	332	553	707	1819	1911	1819	682	367	374
CENPK1137D_1950	ENA|CM001537|CM001537.1	212922	213842	-	921	3149	3073	2935	5698	5895	5644	3019	1933	1879	3479	3066	2277	4621	4861	4438	2178	2953	2710
CENPK1137D_1951	ENA|CM001537|CM001537.1	215890	218241	-	2352	607	510	545	1524	1499	1511	837	645	646	939	874	687	1477	1647	1557	542	652	634
CENPK1137D_1952	ENA|CM001537|CM001537.1	218508	219972	+	1465	400	393	362	1054	948	978	366	380	381	293	352	350	920	970	955	378	262	284
CENPK1137D_1953	ENA|CM001537|CM001537.1	220051	222657	-	2607	298	340	309	809	912	912	504	316	334	637	574	450	771	803	802	320	402	430
CENPK1137D_1954	ENA|CM001537|CM001537.1	223027	223920	+	894	959	881	932	2196	2376	2351	991	867	807	974	841	769	2123	2243	2018	754	790	850
CENPK1137D_1526	ENA|CM001537|CM001537.1	224237	225592	-	1356	716	655	735	1840	1853	1926	647	604	621	635	692	619	1608	1756	1614	590	549	565
CENPK1137D_1527	ENA|CM001537|CM001537.1	226053	227255	-	1203	222	236	218	3450	4347	3674	877	766	875	405	387	332	1875	1804	1891	1310	1796	1612
CENPK1137D_1528	ENA|CM001537|CM001537.1	228198	228656	+	459	624	669	678	3042	3718	3247	3698	1787	1780	2618	2241	1331	4015	3636	3747	1342	2485	2311
CENPK1137D_1529	ENA|CM001537|CM001537.1	228923	230722	-	1800	949	790	814	2173	2071	2026	1124	781	775	1234	1134	844	1916	2011	1927	733	932	874
CENPK1137D_1530	ENA|CM001537|CM001537.1	231101	232393	+	1293	354	367	388	922	962	937	351	393	353	413	450	430	783	933	825	339	258	276
CENPK1137D_1531	ENA|CM001537|CM001537.1	232477	236991	-	4515	263	257	226	868	992	990	318	393	382	402	505	534	869	1034	892	284	249	265
CENPK1137D_1532	ENA|CM001537|CM001537.1	237222	237863	+	642	153	179	156	653	745	738	230	283	297	266	296	304	631	669	691	191	206	198
CENPK1137D_1533	ENA|CM001537|CM001537.1	239234	241381	-	2148	378	360	361	1216	1276	1188	528	462	482	705	742	569	1130	1149	1109	437	454	422
CENPK1137D_1534	ENA|CM001537|CM001537.1	241802	242584	-	783	1156	989	1069	1760	1814	1830	2188	821	895	1781	1515	809	1985	1806	1704	839	1651	1778
CENPK1137D_1535	ENA|CM001537|CM001537.1	243090	243911	-	822	423	449	367	1026	1062	1057	366	410	398	391	472	408	1002	1095	1073	336	276	290
CENPK1137D_1537	ENA|CM001537|CM001537.1	244203	246104	-	1902	707	759	783	1310	1360	1318	717	566	507	728	720	604	1314	1414	1334	466	447	523
CENPK1137D_1538	ENA|CM001537|CM001537.1	246874	250146	+	3273	2789	2466	2438	7106	6484	6282	2354	2425	2309	2550	2540	2645	6263	6524	6073	2439	1809	1893
CENPK1137D_1539	ENA|CM001537|CM001537.1	250791	251552	-	762	1187	1256	1125	2253	2303	2092	1265	1046	1089	1160	1278	1056	2385	2279	2288	942	873	881
CENPK1137D_1540	ENA|CM001537|CM001537.1	251918	254194	-	2277	526	660	575	1195	1225	1165	672	557	556	810	852	639	1032	1199	1079	535	603	564
CENPK1137D_1541	ENA|CM001537|CM001537.1	254698	255645	+	948	358	376	337	816	785	794	394	287	331	447	401	289	703	737	655	326	306	316
CENPK1137D_1542	ENA|CM001537|CM001537.1	255797	256651	-	855	1444	1320	1245	3697	3729	3883	1862	1777	1858	1992	2498	1947	4380	4316	4440	1277	1248	1364
CENPK1137D_1543	ENA|CM001537|CM001537.1	257100	259220	-	2121	403	384	364	862	817	793	338	332	336	417	376	318	794	811	775	280	295	321
CENPK1137D_1544	ENA|CM001537|CM001537.1	259598	260815	-	1218	4401	4079	3962	16313	19714	18164	6275	6405	6624	5542	6056	6121	16975	17360	17726	5336	5375	4981
CENPK1137D_1545	ENA|CM001537|CM001537.1	261629	264094	-	2466	269	246	250	729	636	700	391	301	265	525	448	316	653	748	677	251	314	300
CENPK1137D_1546	ENA|CM001537|CM001537.1	264930	266006	+	1077	471	437	418	978	1207	1036	466	511	462	594	577	639	1077	1076	1081	403	415	447
CENPK1137D_1548	ENA|CM001537|CM001537.1	266082	267437	-	1356	547	571	560	1023	1153	1125	435	482	417	544	493	434	1050	1108	1103	385	369	412
CENPK1137D_1549	ENA|CM001537|CM001537.1	268090	270795	+	2706	662	720	713	1756	1681	1778	653	725	664	849	864	784	1635	1739	1621	625	590	614
CENPK1137D_1550	ENA|CM001537|CM001537.1	271212	272096	+	885	472	480	454	1055	1122	1133	343	440	422	427	434	483	1112	1107	1102	392	275	297
CENPK1137D_1551	ENA|CM001537|CM001537.1	272196	272729	-	534	400	451	448	848	868	893	307	293	287	351	372	454	829	806	773	274	227	235
CENPK1137D_1552	ENA|CM001537|CM001537.1	273157	275769	+	2613	2123	2065	2149	5749	6935	6483	2770	2634	2457	3409	3395	2928	5475	6171	5898	2105	2669	2471
CENPK1137D_1553	ENA|CM001537|CM001537.1	276064	277431	-	1368	1069	1071	1112	2466	1797	1858	609	770	738	536	660	690	1876	2022	1707	844	379	480
CENPK1137D_1554	ENA|CM001537|CM001537.1	278297	279601	-	1305	3221	3189	3292	6980	6918	7024	2652	2537	2560	2519	2832	2553	6245	6597	6411	2273	2165	2080
CENPK1137D_1555	ENA|CM001537|CM001537.1	280382	280828	+	447	208	227	230	502	512	514	148	209	168	181	149	171	499	515	453	169	112	102
CENPK1137D_1556	ENA|CM001537|CM001537.1	282024	282872	+	849	3989	3684	3583	11435	10415	10422	5640	3516	3314	4698	3717	2668	9921	10239	9514	3456	4440	4448
CENPK1137D_1557	ENA|CM001537|CM001537.1	283366	285963	-	2598	1112	1273	1169	1719	1766	1678	1219	804	799	1743	1437	976	1639	1858	1700	623	1069	1047
CENPK1137D_1559	ENA|CM001537|CM001537.1	287416	288936	-	1521	498	487	499	1438	1501	1523	796	576	527	979	824	619	1210	1467	1328	490	724	691
CENPK1137D_1560	ENA|CM001537|CM001537.1	289571	290953	-	1383	788	839	835	1983	1933	1983	895	862	805	807	911	853	1822	2116	1938	720	624	631
CENPK1137D_1561	ENA|CM001537|CM001537.1	291268	292329	-	1062	389	394	384	928	945	965	613	461	405	770	598	440	919	953	913	366	497	499
CENPK1137D_1562	ENA|CM001537|CM001537.1	292719	296549	-	3831	824	880	803	2106	1861	1807	580	699	631	714	757	699	1711	1884	1652	690	528	513
CENPK1137D_1563	ENA|CM001537|CM001537.1	297455	297952	+	498	5037	4989	4933	12310	14735	12413	3645	4514	4912	4285	4876	5424	12134	11918	12628	4255	3177	2966
CENPK1137D_1564	ENA|CM001537|CM001537.1	298473	299405	-	933	2403	2080	2086	4015	4093	4394	1038	1823	1446	1189	1387	1696	3825	4382	3699	1444	760	907
CENPK1137D_1565	ENA|CM001537|CM001537.1	299790	301130	-	1341	391	436	400	995	1010	1114	336	381	374	499	481	500	872	1021	899	368	302	321
CENPK1137D_1566	ENA|CM001537|CM001537.1	301618	302520	+	903	391	376	411	1000	1071	1113	518	418	437	598	532	403	1045	1072	1061	353	387	367
CENPK1137D_1567	ENA|CM001537|CM001537.1	303023	303916	+	894	10470	9188	9067	25910	22715	22352	7760	8219	7355	6745	6603	6698	21506	22308	19969	8642	6396	6528
CENPK1137D_1568	ENA|CM001537|CM001537.1	304289	304960	+	672	3	3	8	30	28	26	4	7	6	42	47	51	16	14	12	10	9	6
CENPK1137D_1570	ENA|CM001537|CM001537.1	305200	306039	+	840	1238	1038	1080	2664	2573	2595	1355	1087	1076	1119	1226	981	2444	2506	2375	978	1055	1056
CENPK1137D_1571	ENA|CM001537|CM001537.1	306435	308123	-	1689	521	476	515	1110	1029	970	750	490	469	782	703	443	1030	1102	959	461	557	563
CENPK1137D_1572	ENA|CM001537|CM001537.1	308730	309506	-	777	1293	1155	1132	3743	3953	3672	1479	1525	1518	1466	1534	1452	3496	3729	3520	1375	1292	1334
CENPK1137D_1573	ENA|CM001537|CM001537.1	310112	312802	+	2691	1155	1049	978	2675	2142	2115	1153	837	767	1149	1023	838	2046	2249	1998	965	780	871
CENPK1137D_1574	ENA|CM001537|CM001537.1	313321	316419	+	3099	1142	1066	1117	2362	2314	2401	1158	964	935	1428	1295	1134	2285	2482	2317	819	838	922
CENPK1137D_1575	ENA|CM001537|CM001537.1	316688	317449	+	762	163	159	157	464	452	436	221	190	172	236	235	162	415	492	434	190	181	171
CENPK1137D_1576	ENA|CM001537|CM001537.1	317574	318878	-	1305	606	639	548	2789	3305	3333	1173	1137	1185	1521	1453	1456	2700	3012	2903	912	1077	1024
CENPK1137D_1577	ENA|CM001537|CM001537.1	319159	320700	-	1542	365	334	376	789	840	871	294	315	280	330	329	332	778	823	801	303	237	232
CENPK1137D_1578	ENA|CM001537|CM001537.1	320895	321563	-	669	0	1	2	5	4	2	5	0	2	5	1	2	9	7	6	0	2	6
