# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "GENE" "-a" "Users/doughty/Desktop/Omics_Paper/CenPKGFF/Cen.PK113_7D.gff3" "-o" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/Cen.PKpaired_STAR.txt" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP1re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP2re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP3re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs1re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs2re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs3re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH3_STARAligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP1re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP2re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP3re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs1re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs2re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs3re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH3_STARAligned.out.bam
CENPK1137D_2034	ENA|CM001536|CM001536.1	356422	357099	+	678	145	121	104	336	299	314	86	101	89	135	145	119	264	293	267	118	75	71
CENPK1137D_2035	ENA|CM001536|CM001536.1	357553	359826	+	2274	1413	1376	1342	3699	4007	3981	1727	1521	1530	1964	1889	1690	3773	4024	3823	1279	1404	1439
CENPK1137D_2036	ENA|CM001536|CM001536.1	360340	360963	-	624	893	810	761	1879	1718	1850	580	757	640	639	666	711	1740	1843	1733	613	445	448
CENPK1137D_2038	ENA|CM001536|CM001536.1	361291	363693	+	2403	607	590	615	1276	1282	1239	596	528	491	682	629	565	1165	1290	1157	488	471	535
CENPK1137D_2039	ENA|CM001536|CM001536.1	364248	366761	+	2514	485	475	467	1017	1190	1110	613	468	521	797	723	592	1057	1119	995	397	506	547
CENPK1137D_2040	ENA|CM001536|CM001536.1	368006	370198	+	2193	263	267	234	787	858	837	476	379	429	479	518	458	918	970	958	261	327	336
CENPK1137D_2041	ENA|CM001536|CM001536.1	370405	370725	-	321	5665	5600	5235	11730	14270	13009	3458	4692	4424	4309	4515	5453	11887	12558	11821	3785	2860	2904
CENPK1137D_2042	ENA|CM001536|CM001536.1	371568	371840	+	273	869	928	818	2392	2661	2703	784	1176	1010	713	1005	1091	2275	2544	2446	899	638	711
CENPK1137D_2043	ENA|CM001536|CM001536.1	372681	373322	-	642	1041	1083	991	2504	2059	2144	760	924	880	741	716	810	2217	2366	2105	819	475	586
CENPK1137D_2044	ENA|CM001536|CM001536.1	373593	375740	-	2148	460	428	420	916	922	951	333	328	327	417	426	424	839	902	814	297	293	272
CENPK1137D_2045	ENA|CM001536|CM001536.1	375895	377595	-	1701	1598	1525	1469	2273	2576	2253	2773	1486	1441	2991	2637	1475	2571	2603	2477	1165	2070	2074
CENPK1137D_2046	ENA|CM001536|CM001536.1	378102	379445	+	1344	785	800	760	1281	1284	1232	546	550	469	733	787	693	1207	1315	1208	506	465	415
CENPK1137D_2047	ENA|CM001536|CM001536.1	379664	380689	+	1026	420	378	381	1106	1071	1089	437	419	405	487	504	419	1037	1021	998	356	337	353
CENPK1137D_2049	ENA|CM001536|CM001536.1	380936	382705	+	1770	7931	8071	7710	23520	31136	25715	10662	11290	10915	12333	12794	13237	24828	26718	25362	9229	9970	8822
CENPK1137D_2050	ENA|CM001536|CM001536.1	383417	384208	-	792	451	498	459	622	1110	901	331	164	201	749	621	400	353	449	480	245	760	598
CENPK1137D_2051	ENA|CM001536|CM001536.1	386828	388687	+	1860	477	441	459	1253	1283	1324	702	537	491	762	871	579	1196	1325	1194	450	547	607
CENPK1137D_2052	ENA|CM001536|CM001536.1	389774	391078	-	1305	139	143	105	534	573	558	158	194	204	188	242	305	514	561	508	159	130	127
CENPK1137D_2053	ENA|CM001536|CM001536.1	392419	394527	-	2109	421	410	373	696	641	706	263	249	217	383	361	310	597	685	586	257	188	248
CENPK1137D_2054	ENA|CM001536|CM001536.1	394840	397089	-	2250	287	241	252	1378	1440	1381	667	608	691	519	505	525	1662	1593	1771	481	476	483
CENPK1137D_2055	ENA|CM001536|CM001536.1	397734	400103	-	2370	480	457	504	1460	1702	1592	788	726	747	733	811	678	1553	1663	1675	604	593	598
CENPK1137D_2056	ENA|CM001536|CM001536.1	400347	401213	+	867	1057	1019	1023	2782	3124	3053	2614	1295	1379	2090	1761	1078	3043	3114	3173	1029	2014	1956
CENPK1137D_2057	ENA|CM001536|CM001536.1	401554	402654	+	1101	748	725	802	1244	1405	1438	1148	589	524	1110	914	564	1181	1336	1233	448	896	913
CENPK1137D_2058	ENA|CM001536|CM001536.1	402760	405387	-	2628	540	451	497	1162	1112	1114	554	487	441	714	671	510	1028	1154	1119	400	520	514
CENPK1137D_2060	ENA|CM001536|CM001536.1	405767	406543	+	777	1141	1083	1118	3240	3255	3297	1039	1256	1266	1093	1338	1367	3117	3303	3064	1078	807	949
CENPK1137D_2061	ENA|CM001536|CM001536.1	407063	407920	+	858	839	786	787	1951	2198	2062	998	766	772	1176	1055	878	1735	1912	1935	639	886	901
CENPK1137D_2062	ENA|CM001536|CM001536.1	408424	409659	+	1236	1917	1827	1775	4313	4920	4506	2775	2041	2058	3205	2909	2070	4223	4535	4280	1806	2446	2377
CENPK1137D_2063	ENA|CM001536|CM001536.1	410870	412330	+	1461	968	882	948	2940	2956	2834	1518	1256	1206	1559	1532	1266	2799	2918	2721	1150	1164	1273
CENPK1137D_2064	ENA|CM001536|CM001536.1	413161	413478	+	318	200	191	185	576	695	656	704	340	427	570	537	344	798	745	833	250	420	420
CENPK1137D_2065	ENA|CM001536|CM001536.1	413850	414035	+	186	723	616	561	1476	1771	1582	384	578	571	323	356	583	1457	1575	1512	540	256	337
CENPK1137D_2066	ENA|CM001536|CM001536.1	414457	415905	-	1449	1423	1318	1337	3370	2999	3062	1007	1192	1072	1041	1140	1139	2896	3153	2829	1097	718	865
CENPK1137D_2067	ENA|CM001536|CM001536.1	416345	417679	-	1335	133	121	132	361	300	273	187	135	125	194	172	103	302	347	306	118	151	132
CENPK1137D_2068	ENA|CM001536|CM001536.1	418628	421648	-	3021	1042	1000	986	2351	2029	2066	1048	870	781	1248	1071	916	2006	2176	2014	819	799	854
CENPK1137D_2069	ENA|CM001536|CM001536.1	422666	423814	-	1149	265	217	209	598	591	601	329	221	255	290	321	243	572	541	611	239	227	212
CENPK1137D_2072	ENA|CM001536|CM001536.1	424844	426082	-	1239	745	725	693	1735	1406	1387	623	549	495	565	567	474	1324	1350	1277	586	448	451
CENPK1137D_2073	ENA|CM001536|CM001536.1	426768	427220	-	453	2216	2173	2069	5789	6736	6270	2882	2184	2163	3013	3084	2261	5117	5313	5334	1919	2894	2897
CENPK1137D_2074	ENA|CM001536|CM001536.1	427829	429853	-	2025	1500	1466	1457	2401	2753	2535	1704	1105	1030	2146	1981	1280	2362	2548	2373	955	1583	1489
CENPK1137D_2075	ENA|CM001536|CM001536.1	430231	431610	-	1380	1194	1090	1116	2335	2013	2062	1250	914	867	1144	1133	799	2057	2105	1919	892	826	930
CENPK1137D_2076	ENA|CM001536|CM001536.1	432170	433357	+	1188	914	839	843	1675	1788	1728	821	694	663	1017	919	838	1722	1729	1669	562	590	678
CENPK1137D_2077	ENA|CM001536|CM001536.1	433672	436329	-	2658	354	382	366	1283	1280	1284	479	513	470	469	480	461	1298	1307	1140	433	409	392
CENPK1137D_2078	ENA|CM001536|CM001536.1	438890	440242	-	1353	967	1058	1036	1917	2231	2242	1119	806	820	1021	981	783	1913	1965	1938	719	919	958
CENPK1137D_2079	ENA|CM001536|CM001536.1	440374	441147	-	774	167	183	169	318	355	329	290	147	166	306	294	162	260	324	335	120	185	232
CENPK1137D_2080	ENA|CM001536|CM001536.1	441518	442537	+	1020	1592	1557	1517	3939	3868	3950	1692	1544	1377	1783	1840	1415	3361	3744	3417	1301	1380	1407
CENPK1137D_2081	ENA|CM001536|CM001536.1	442709	443515	-	807	324	386	345	515	526	557	285	225	234	334	297	304	505	544	544	165	222	183
CENPK1137D_2083	ENA|CM001536|CM001536.1	444670	445833	+	1164	12773	10833	10952	42365	37852	37011	5497	11653	10562	4293	5714	9420	35691	36494	33049	12443	4227	4665
CENPK1137D_2084	ENA|CM001536|CM001536.1	446063	446722	-	660	623	612	626	1175	1192	1214	992	471	445	1308	1092	618	1133	1133	1145	419	728	777
CENPK1137D_2085	ENA|CM001536|CM001536.1	447423	448352	+	930	6575	6353	6583	14875	16031	15170	4774	6104	5988	4163	5116	5414	14401	15735	14430	5576	4196	4314
CENPK1137D_2086	ENA|CM001536|CM001536.1	449418	451307	+	1890	215	234	185	649	630	584	474	266	266	703	639	379	588	649	576	269	373	402
CENPK1137D_2087	ENA|CM001536|CM001536.1	451711	453444	-	1734	521	487	480	1474	1414	1362	356	531	485	339	394	477	1236	1384	1315	459	257	280
CENPK1137D_2088	ENA|CM001536|CM001536.1	453750	455777	+	2028	883	891	967	2119	2185	2314	987	910	855	1033	1097	931	1946	2205	2015	738	769	777
CENPK1137D_2089	ENA|CM001536|CM001536.1	455889	457802	-	1914	605	662	625	1682	1747	1744	1011	748	806	1137	963	722	1706	1805	1799	644	797	863
CENPK1137D_2090	ENA|CM001536|CM001536.1	459462	461075	-	1614	304	266	260	857	904	929	350	301	339	463	450	439	818	801	794	292	324	339
CENPK1137D_2091	ENA|CM001536|CM001536.1	464767	466539	+	1773	317	312	307	871	883	814	444	355	294	583	567	420	757	828	796	273	433	421
CENPK1137D_2092	ENA|CM001536|CM001536.1	466671	467585	-	915	496	446	490	945	996	998	546	461	405	536	550	395	956	926	887	419	453	484
CENPK1137D_2094	ENA|CM001536|CM001536.1	468209	469249	+	1041	665	700	647	1543	1554	1580	906	686	664	1160	1044	827	1510	1664	1459	560	693	730
CENPK1137D_2095	ENA|CM001536|CM001536.1	469374	471617	-	2244	516	466	469	1043	1099	1138	479	466	421	496	539	490	1014	1175	1037	339	331	334
CENPK1137D_2096	ENA|CM001536|CM001536.1	471896	472594	+	699	154	182	180	460	521	463	256	213	178	336	297	201	441	468	391	174	247	193
CENPK1137D_2097	ENA|CM001536|CM001536.1	472722	473366	+	645	644	619	652	1720	1479	1473	794	633	610	749	803	578	1490	1627	1408	665	591	564
CENPK1137D_2098	ENA|CM001536|CM001536.1	473472	474413	-	942	333	338	323	710	653	698	142	240	241	119	158	208	688	712	650	230	108	118
CENPK1137D_2099	ENA|CM001536|CM001536.1	474549	476789	+	2241	243	241	276	733	706	745	375	289	274	373	343	284	702	674	644	242	268	304
CENPK1137D_2100	ENA|CM001536|CM001536.1	476936	479185	-	2250	534	482	478	1219	1209	1235	763	526	512	1011	893	673	1184	1300	1206	473	691	654
CENPK1137D_2101	ENA|CM001536|CM001536.1	479559	480446	+	888	131	114	110	335	391	340	291	175	221	253	248	175	363	330	308	179	280	263
CENPK1137D_2102	ENA|CM001536|CM001536.1	480613	481776	+	1164	707	605	642	1801	2306	1921	892	862	968	1233	1255	1084	1813	1905	1856	902	968	1056
CENPK1137D_2103	ENA|CM001536|CM001536.1	482059	483111	+	1053	938	844	838	2305	2293	2307	805	935	824	796	796	826	2125	2241	2120	803	715	659
CENPK1137D_2105	ENA|CM001536|CM001536.1	483245	486805	-	3561	1263	1114	1131	3955	4496	4123	1668	1623	1607	1668	1552	1573	3985	4390	4290	1291	1451	1347
CENPK1137D_2106	ENA|CM001536|CM001536.1	487733	489760	+	2028	755	760	762	2457	2457	2491	734	951	893	708	718	834	2239	2561	2383	813	589	579
CENPK1137D_2107	ENA|CM001536|CM001536.1	490222	490854	-	633	1335	1298	1257	3160	3081	3168	3993	1310	1420	4331	3027	1322	3099	3226	3043	1219	3030	3020
CENPK1137D_2108	ENA|CM001536|CM001536.1	491168	492886	-	1719	845	846	814	2101	2372	2465	1313	959	973	1033	1051	789	2088	2288	2186	831	1246	1117
CENPK1137D_2109	ENA|CM001536|CM001536.1	493478	494515	+	1038	1328	1237	1290	2322	1819	1859	1554	886	858	1895	1610	886	1952	1931	1835	889	1197	1290
CENPK1137D_2110	ENA|CM001536|CM001536.1	495172	497013	+	1842	389	380	328	1248	1155	1189	376	351	338	355	366	335	917	957	940	389	342	333
CENPK1137D_2111	ENA|CM001536|CM001536.1	497551	502497	-	4947	706	700	664	1533	1659	1762	554	653	577	633	681	723	1500	1699	1546	522	414	415
CENPK1137D_2112	ENA|CM001536|CM001536.1	502840	503391	+	552	442	450	465	909	798	851	244	323	310	321	357	360	794	807	768	304	187	195
CENPK1137D_2113	ENA|CM001536|CM001536.1	503597	504373	-	777	843	761	817	1892	1489	1623	462	649	578	482	489	584	1671	1779	1580	677	288	340
CENPK1137D_2114	ENA|CM001536|CM001536.1	505839	506812	+	974	4626	4232	4106	16684	14459	14429	1591	4296	3838	1306	1805	3551	13962	14544	13073	4256	1210	1346
CENPK1137D_2116	ENA|CM001536|CM001536.1	507023	507550	-	528	274	293	249	657	764	780	671	354	285	870	666	334	596	633	649	287	563	543
CENPK1137D_2117	ENA|CM001536|CM001536.1	507993	511223	-	3231	1037	958	978	1987	1939	1863	1342	885	915	1614	1532	891	1893	1978	1826	833	1098	1115
CENPK1137D_2118	ENA|CM001536|CM001536.1	511870	513051	+	1182	1488	1272	1274	4322	4271	4234	1083	1604	1483	909	1074	1290	4127	4399	4026	1404	747	809
CENPK1137D_2119	ENA|CM001536|CM001536.1	513340	514323	-	984	803	782	715	936	1090	1118	537	481	506	1184	1152	1007	1107	1325	1248	330	376	389
CENPK1137D_2120	ENA|CM001536|CM001536.1	515306	516235	+	930	473	405	465	1283	992	1011	324	550	390	345	362	374	1167	1303	1116	446	221	269
CENPK1137D_2121	ENA|CM001536|CM001536.1	516511	516903	-	393	543	516	491	1267	1289	1272	529	537	484	585	591	503	1047	1205	1136	453	494	481
CENPK1137D_2122	ENA|CM001536|CM001536.1	517704	518552	+	849	453	463	481	1323	1251	1247	858	544	546	850	837	493	1260	1296	1174	467	634	619
CENPK1137D_2123	ENA|CM001536|CM001536.1	519183	520034	+	852	351	298	310	684	685	664	496	288	272	505	467	309	646	702	603	230	383	364
CENPK1137D_2124	ENA|CM001536|CM001536.1	521415	522344	+	930	95	118	142	365	374	314	125	95	102	178	170	109	227	233	224	114	147	145
CENPK1137D_2125	ENA|CM001536|CM001536.1	523107	524921	+	1815	831	747	750	2730	2197	2157	695	840	831	620	681	827	2486	2456	2327	828	481	498
CENPK1137D_2127	ENA|CM001536|CM001536.1	525358	528681	+	3324	617	533	588	1664	1644	1752	543	595	543	647	662	625	1580	1692	1562	603	458	560
CENPK1137D_2128	ENA|CM001536|CM001536.1	529021	530328	+	1308	428	387	400	1106	1072	1053	475	417	428	547	461	420	970	1027	1015	363	388	397
CENPK1137D_2129	ENA|CM001536|CM001536.1	530509	531207	+	699	222	222	214	620	617	626	228	281	245	317	314	290	533	640	550	204	214	240
CENPK1137D_2130	ENA|CM001536|CM001536.1	531588	533873	+	2286	696	650	655	1658	1667	1712	671	617	619	765	743	668	1525	1660	1561	576	517	525
CENPK1137D_2131	ENA|CM001536|CM001536.1	534155	536899	+	2745	842	856	869	2137	2372	2218	2224	1140	1154	2612	2156	1125	2473	2591	2466	836	1815	1742
CENPK1137D_2132	ENA|CM001536|CM001536.1	537650	538534	+	885	383	408	388	965	1048	995	446	434	419	398	464	395	1013	1027	1091	379	300	324
CENPK1137D_2133	ENA|CM001536|CM001536.1	538739	539545	-	807	658	633	604	1628	1532	1463	981	633	624	845	752	545	1430	1472	1390	559	696	764
CENPK1137D_2134	ENA|CM001536|CM001536.1	539843	544225	-	4383	1098	1129	1063	2600	2336	2464	747	889	825	780	846	839	2217	2563	2214	868	586	580
CENPK1137D_2135	ENA|CM001536|CM001536.1	545109	546413	+	1305	3873	3783	3779	8445	9116	8368	2451	3457	3389	2130	2570	3157	8287	8782	8156	3012	1913	1975
CENPK1137D_2136	ENA|CM001536|CM001536.1	546937	548640	+	1704	893	923	843	2359	2565	2426	1322	1069	953	1553	1393	1043	2257	2387	2282	939	1204	1227
CENPK1137D_2138	ENA|CM001536|CM001536.1	548872	550326	-	1455	668	695	683	1720	1726	1633	924	633	581	842	812	612	1502	1600	1562	577	687	757
CENPK1137D_2139	ENA|CM001536|CM001536.1	551191	552129	+	939	2681	2847	2528	9178	12860	11811	2232	3031	3304	1445	1736	2159	7271	7700	8330	3218	2640	2659
CENPK1137D_2140	ENA|CM001536|CM001536.1	552375	552964	-	590	3341	3182	3114	8632	9844	8883	2309	3075	3068	1885	2325	2669	8687	8980	8697	2578	1909	1926
CENPK1137D_2141	ENA|CM001536|CM001536.1	553253	554647	-	1395	1755	1746	1660	3741	3789	3660	3046	1711	1451	2942	2550	1471	3379	3773	3458	1306	2313	2417
CENPK1137D_2142	ENA|CM001536|CM001536.1	554901	558719	-	3819	1153	1022	1103	2448	2731	2703	913	1045	974	1158	1277	1185	2404	2741	2441	830	884	891
CENPK1137D_2143	ENA|CM001536|CM001536.1	559107	559808	-	702	329	323	316	894	1022	992	567	433	421	528	470	388	879	973	939	336	485	441
CENPK1137D_2144	ENA|CM001536|CM001536.1	560038	560754	-	717	397	362	389	899	967	878	338	391	389	300	387	445	976	960	960	374	207	238
CENPK1137D_2145	ENA|CM001536|CM001536.1	561246	564269	+	3024	708	654	681	1839	1771	1800	719	775	689	954	961	877	1650	1864	1654	700	530	589
CENPK1137D_2146	ENA|CM001536|CM001536.1	564552	566267	-	1716	3466	3347	3652	5769	4647	5045	1629	2197	2093	1415	1653	1877	4710	5083	4460	2182	1200	1450
CENPK1137D_2147	ENA|CM001536|CM001536.1	566953	569634	-	2682	493	481	469	918	872	901	338	308	339	400	478	417	785	856	798	344	287	288
CENPK1137D_2149	ENA|CM001536|CM001536.1	570005	570883	-	879	298	280	277	893	980	812	309	396	484	164	222	252	1034	909	1038	327	217	191
CENPK1137D_2150	ENA|CM001536|CM001536.1	572257	572913	-	657	495	432	452	1183	1125	1171	542	484	406	501	577	431	1131	1257	1190	367	404	377
CENPK1137D_2151	ENA|CM001536|CM001536.1	573250	574905	+	1656	590	534	495	1552	1741	1721	699	710	694	722	808	711	1563	1563	1554	607	578	605
CENPK1137D_2152	ENA|CM001536|CM001536.1	578320	579549	+	1230	152	153	122	760	927	831	448	413	424	370	419	384	921	874	959	234	339	314
CENPK1137D_2153	ENA|CM001536|CM001536.1	580006	581115	+	1110	6240	5519	5885	9517	8694	9741	2115	3061	2686	2486	2542	3000	7415	8462	7552	3026	1937	2259
CENPK1137D_2154	ENA|CM001536|CM001536.1	581564	583315	-	1752	305	280	291	869	815	903	381	353	341	386	396	325	799	892	818	348	267	302
CENPK1137D_2155	ENA|CM001536|CM001536.1	584060	586075	-	2016	1304	1296	1262	2685	2916	2742	1595	1074	1093	1630	1450	1059	2576	2623	2763	1004	1340	1381
CENPK1137D_2156	ENA|CM001536|CM001536.1	586732	589032	+	2301	474	420	442	1007	939	880	885	422	422	1012	781	456	907	1014	889	388	660	722
CENPK1137D_2157	ENA|CM001536|CM001536.1	589693	592338	-	2646	1330	1349	1346	2700	2716	2781	1347	1115	1127	1582	1495	1237	2654	2945	2729	1002	992	1073
CENPK1137D_2158	ENA|CM001536|CM001536.1	592808	593797	+	990	4837	4550	4586	15456	16865	16696	4192	5810	5879	3769	4068	4920	14887	15666	15554	5049	3331	3449
CENPK1137D_2160	ENA|CM001536|CM001536.1	601139	602098	-	960	293	280	276	877	711	764	169	291	248	156	211	221	643	789	700	300	128	149
CENPK1137D_2161	ENA|CM001536|CM001536.1	602473	604848	-	2376	428	464	489	888	774	735	457	339	319	451	429	326	716	824	760	291	261	309
CENPK1137D_2162	ENA|CM001536|CM001536.1	605103	605927	-	825	1899	1734	1726	4232	3409	3545	1978	1514	1339	2140	1816	1338	3532	3584	3303	1446	1398	1542
CENPK1137D_2163	ENA|CM001536|CM001536.1	606270	608231	+	1962	1395	1388	1446	2569	2688	2812	1230	1101	1025	1463	1398	1233	2567	2965	2769	899	889	993
CENPK1137D_2164	ENA|CM001536|CM001536.1	608396	608953	-	558	728	707	680	1049	1142	1097	603	524	451	632	641	550	1210	1202	1155	376	417	428
CENPK1137D_2165	ENA|CM001536|CM001536.1	609594	611144	-	1551	488	450	424	992	987	1024	382	379	362	399	407	414	848	956	962	352	326	374
CENPK1137D_2166	ENA|CM001536|CM001536.1	611755	612246	+	492	1042	935	977	2436	2537	2632	640	1027	903	649	666	908	2266	2683	2357	755	536	572
CENPK1137D_2167	ENA|CM001536|CM001536.1	612753	616427	-	3675	2359	2335	2309	5311	5336	5364	1768	2281	2021	1845	1990	2289	5158	5661	5230	1829	1280	1409
CENPK1137D_2168	ENA|CM001536|CM001536.1	617274	618044	-	771	308	350	348	1174	1429	1434	320	530	462	451	544	689	1168	1286	1235	418	290	304
CENPK1137D_2169	ENA|CM001536|CM001536.1	619596	624131	+	4536	1619	1482	1708	3368	3050	3246	1225	1550	1427	2068	2180	2249	4068	4266	3797	1114	800	782
CENPK1137D_2171	ENA|CM001536|CM001536.1	624485	626248	+	1764	459	510	474	1065	1099	973	580	432	402	633	604	431	967	1100	991	400	452	428
CENPK1137D_2172	ENA|CM001536|CM001536.1	626384	627736	-	1353	664	696	668	1821	2020	1894	761	781	788	651	709	661	1863	2012	1816	672	581	604
CENPK1137D_2173	ENA|CM001536|CM001536.1	628116	630299	-	2184	290	282	311	516	624	599	479	269	269	565	479	374	478	559	541	248	418	415
CENPK1137D_2174	ENA|CM001536|CM001536.1	630725	631510	-	786	1769	1686	1561	3198	3471	3174	1360	1761	1708	1150	1312	1463	3475	3350	3313	1605	1156	1071
CENPK1137D_2175	ENA|CM001536|CM001536.1	631923	632879	+	957	1210	1164	1310	2942	3079	3117	1294	1143	1182	1401	1432	1179	2782	3036	2874	1035	1083	1130
CENPK1137D_2176	ENA|CM001536|CM001536.1	633041	633325	-	285	450	413	368	841	792	886	815	442	354	877	739	428	803	860	794	364	558	628
CENPK1137D_2177	ENA|CM001536|CM001536.1	633598	636516	+	2919	453	474	494	1186	1102	1192	522	493	426	653	625	576	1082	1173	1045	449	431	452
CENPK1137D_2178	ENA|CM001536|CM001536.1	636698	638317	-	1620	4255	4024	3732	3712	5224	4324	804	1165	1340	798	957	1190	3264	3264	3528	1302	958	916
CENPK1137D_2179	ENA|CM001536|CM001536.1	639319	641751	-	2433	865	820	796	1802	1969	1931	727	786	816	1035	1086	1031	1885	1941	2019	625	643	632
CENPK1137D_2180	ENA|CM001536|CM001536.1	642500	643066	+	567	543	508	516	1366	1562	1429	864	629	591	916	796	536	1297	1362	1351	503	767	824
CENPK1137D_2183	ENA|CM001536|CM001536.1	643153	644091	-	939	548	537	577	1493	1499	1461	772	624	604	740	779	579	1409	1585	1448	563	624	592
CENPK1137D_2184	ENA|CM001536|CM001536.1	644325	646655	+	2331	1756	1713	1710	3673	3876	3743	1468	1491	1396	1488	1468	1422	3531	3939	3560	1275	1077	1128
CENPK1137D_2185	ENA|CM001536|CM001536.1	646885	648261	-	1377	488	513	489	1147	1142	1240	576	469	384	711	652	542	1038	1143	978	375	469	471
CENPK1137D_2186	ENA|CM001536|CM001536.1	648563	648766	-	204	3408	2749	2835	9017	8709	8656	2494	3008	2837	1989	1619	2257	7746	7565	7549	3186	2036	2186
CENPK1137D_2187	ENA|CM001536|CM001536.1	649062	651491	+	2430	1618	1597	1617	4612	4174	4140	945	1512	1342	1000	1301	1565	3729	3853	3487	1577	716	835
CENPK1137D_2188	ENA|CM001536|CM001536.1	651769	653640	-	1872	1085	1072	1011	2422	2514	2258	997	884	891	1074	1086	961	2253	2464	2285	822	810	795
CENPK1137D_2189	ENA|CM001536|CM001536.1	653966	656326	+	2361	323	333	318	749	772	779	326	344	280	412	400	357	707	686	685	267	290	273
CENPK1137D_2190	ENA|CM001536|CM001536.1	657017	658081	+	1065	1183	1098	1007	6146	8799	8069	3431	2820	2919	3220	3072	2755	6503	6597	6861	2249	3312	3197
CENPK1137D_2191	ENA|CM001536|CM001536.1	658503	659357	+	855	565	556	526	1291	1146	1244	454	494	419	453	493	512	1151	1278	1175	399	313	322
CENPK1137D_2192	ENA|CM001536|CM001536.1	659571	661430	-	1860	1083	1080	1038	3207	3496	3374	1246	1374	1304	1171	1236	1259	3184	3598	3178	1033	1031	1014
CENPK1137D_2194	ENA|CM001536|CM001536.1	662155	663336	+	1182	1108	1008	958	2413	2735	2636	962	983	967	754	846	847	2246	2395	2321	929	874	818
CENPK1137D_2195	ENA|CM001536|CM001536.1	665539	666933	-	1395	191	204	179	477	468	510	193	183	176	402	346	317	421	441	364	162	196	241
CENPK1137D_2196	ENA|CM001536|CM001536.1	667616	669997	-	2382	830	729	742	1826	2238	2256	1262	800	772	3113	2526	1649	1496	1839	1636	759	1554	1546
CENPK1137D_2197	ENA|CM001536|CM001536.1	671599	672165	-	567	369	353	360	704	688	683	190	284	243	204	218	247	660	622	627	242	157	169
