W29_NCBI	CLIB122_UNIPROT	CLIB122_NCBI	standard_A	standard_B	standard_C	standard_D	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	low_pH_D
YALI1_A17515g	Q6CGP9	YALI0A17424g1_1	6.608411168	6.420784073	6.573840778	6.230850044	6.201107726	6.538541749	6.293365668	6.432117569	6.51054374	6.43797608	6.406439345
YALI1_C25979g	P36966	YALI0C18689g1_1	6.872524067	6.839859419	6.822289151	6.82666162	6.732496146	6.877957573	6.776457001	6.907904218	6.753789314	6.841734585	6.84647089
YALI1_D34621g			NA	5.907175938	5.767804018	6.01828135	5.834284361	5.926022041	5.824338964	NA	5.850831017	5.868842972	6.147142843
YALI1_D26993g	Q6C8A4	YALI0D21362g1_1	6.280638572	6.370620643	6.502356065	6.329332174	6.33536038	6.505661166	6.458673992	6.508327529	6.356360809	6.347908592	6.593293816
YALI1_A03183g	Q6CI08	YALI0A02695g1_1	6.830480846	6.900622953	6.619812442	6.819532399	6.79348845	6.794259382	6.54161639	6.743154777	6.901082304	6.941888667	6.683820415
YALI1_C05386g	Q6CD37	YALI0C04092g1_1	7.363294971	7.356541333	6.962613152	7.432186864	7.33258266	6.887350091	6.964462836	6.803229184	7.475980624	7.292875962	7.061255533
YALI1_D33504g	Q6C7U5	YALI0D25256g1_1	7.049692278	7.200184052	7.132950061	7.14595867	7.273668492	7.295436016	7.123747491	6.10396483	7.168998198	7.292430451	7.207107975
YALI1_F33345g	Q6C0C4	YALI0F25905g1_1	6.86232979	6.743107545	7.116684828	6.634173195	6.671747344	7.266080886	7.20595801	7.45903548	6.820036625	6.643718565	7.45042949
YALI1_F09051g	Q6C2Q0	YALI0F06072g1_1	7.822169823	7.917729287	7.81153737	7.890830216	7.956847529	7.79772775	7.774882528	8.018335289	7.858654697	7.874856004	7.854943901
YALI1_C08017g	Q6CCV6	YALI0C06171g1_1	7.052610084	6.966246711	7.347507041	6.883417548	6.986823683	7.402882927	7.349283882	7.324041163	7.01629925	6.924681065	7.332388442
YALI1_E39295g	Q6C3P7	YALI0E33143g1_1	6.896714097	6.840071657	7.1093783	6.947697412	6.900538233	7.071358554	7.320582705	7.176218732	6.906854942	6.778847906	7.135483784
YALI1_E35753g	Q6C424	YALI0E30371g1_1	6.425348573	6.621396542	5.789141192	6.58735416	6.49312361	6.284451139	6.337317292	6.63967136	6.515208288	6.563931341	6.437062437
YALI1_F05089g	Q6C309	YALI0F03567g1_1	7.180430756	7.133686463	7.393495308	7.330172004	7.175119114	7.373316802	7.723049016	7.52218102	7.176850864	7.158418989	7.403810437
YALI1_C26017g	Q6CBH3	YALI0C18755g1_1	7.092370065	6.853459144	7.166394805	6.841148279	6.984008013	7.150419552	7.169428141	7.191258231	6.956750003	6.955515342	7.187911571
YALI1_A02833g	Q6CI24	YALI0A02354g1_1	6.678588413	6.659595114	6.302738417	6.587437841	6.715221202	6.402439315	6.386692958	6.087147392	6.622915956	6.627485066	6.187572746
YALI1_A12411g	Q6CH57	YALI0A12155g1_1	6.493267356	6.565671293	6.819136866	6.534538892	5.874935493	6.574357079	6.869287692	6.587661658	6.550666424	6.67048494	6.727004841
YALI1_E27697g	Q6C4V0	YALI0E23496g1_1	7.191498795	7.225701126	7.218676654	7.205157064	7.260839051	7.232338101	7.172377119	7.247562147	7.210360334	7.198464786	7.305098068
YALI1_B20153g	Q6CEI8	YALI0B15304g1_1	6.904781291	6.875720243	6.847350456	6.802714769	6.952993932	6.896409041	6.463351859	6.71101715	6.921722322	6.843546657	6.341418332
YALI1_F10671g	Q6C2J7	YALI0F07315g1_1	7.03439334	7.029078066	6.959140921	7.023638799	7.053361628	6.987334362	7.155430906	7.099723007	7.068124257	7.009710308	6.946182804
YALI1_C30022g	Q6CB57	YALI0C21758g1_1	6.545617279	6.546808345	6.241935903	6.691663083	6.767090207	6.258800787	6.174146096	6.537347642	6.211303487	6.36458209	6.423687403
YALI1_E29150g	Q6C4Q8	YALI0E24475g1_1	7.752667787	7.848325906	7.323695892	7.832356145	7.790566029	7.400147618	7.253416305	7.543856463	7.811488628	7.804854357	7.351894222
YALI1_B30146g	Q6CDK5	YALI0B23232g1_1	6.966477542	7.003185716	6.44873291	6.945922771	6.931736332	6.492084001	6.44682041	6.507801274	6.972839933	6.863302009	6.359431292
YALI1_F38882g	Q6BZS7	YALI0F31207g1_1	6.805634953	6.848069359	7.144374299	6.762342067	6.8721104	7.111321636	7.132113412	7.11245911	6.735189093	6.799388227	7.095334736
YALI1_E20626g	Q6C5K3	YALI0E17347g1_1	6.399775363	6.344766686	6.133508998	6.499019932	6.306106444	6.044154309	5.71047941	NA	6.528724302	7.038213114	5.581092699
YALI1_B14236g	Q6CF36	YALI0B10560g1_1	6.751893613	6.724979255	6.522125975	6.596495293	6.686425022	6.446231502	6.39999924	6.320192147	6.665455971	6.855248052	6.661302479
YALI1_C17848g	Q6CC41	YALI0C12661g1_1	6.670056434	6.591498	7.010910991	6.62541079	6.62855867	6.92110054	6.973068887	6.899397039	6.709519129	6.762563037	7.024197666
YALI1_E05929g	Q6C6Z6	YALI0E05027g1_1	7.990391456	8.105666129	7.705691295	8.058668669	8.067181192	7.999329607	7.955330002	8.033523832	8.111367795	8.053445647	8.00352008
YALI1_A20441g	Q6CGG8	YALI0A19492g1_1	6.992590688	7.405676965	NA	7.426642317	7.620710391	6.793481728	6.472865741	7.272988792	7.415891367	7.468195249	6.85313193
YALI1_D16981g	Q6C963	YALI0D13706g1_1	6.639037794	6.638708759	6.80395812	6.665320267	6.689525922	6.823026989	6.770143155	6.871280669	6.618250206	6.660219819	6.83858525
YALI1_C30205g	Q6CB51	YALI0C21890g1_1	7.085105612	7.010522936	6.928757695	7.21122346	6.863277982	7.001826005	7.107144548	7.034779626	7.239720552	7.040604892	7.027285661
YALI1_F08431g	Q6C2R9	YALI0F05676g1_1	7.251157509	7.221904147	7.628325335	7.275509251	7.215411791	7.605152516	7.586945166	7.710561281	7.306002115	7.302459894	7.685670614
YALI1_D01188g	Q6CAP2	YALI0D01089g1_1	7.128353281	7.238698332	6.437516946	7.204853256	7.222986452	6.573310189	6.254132183	6.621778222	7.078146116	7.080313233	6.490666945
YALI1_D07379g	Q6CA55	YALI0D05753g1_1	7.397115622	7.429031195	7.549231211	7.586415181	7.433758966	7.629947449	7.594505186	7.690669894	7.48804798	7.451296579	7.639483016
YALI1_F25254g	Q6C161	YALI0F18942g1_1	7.174930579	7.193413717	7.054720294	7.222357773	7.205353224	7.023752264	7.122928323	6.903566575	7.223090516	7.192559074	6.96174437
YALI1_B14418g	Q6CF29	YALI0B10758g1_1	7.560302284	7.629880684	6.032635447	7.686310444	7.501799613	5.744404541	6.367264107	NA	7.817667225	7.726452369	6.046915644
AOW08008.1			6.989307046	6.948269624	6.431847981	6.753799396	6.756687459	6.595218924	6.476843974	6.557492994	6.96007618	6.943794257	6.57684603
YALI1_D17355g	Q6C950	YALI0D14058g1_1	7.334671813	7.263691439	7.17594112	7.215061926	7.230632665	7.026498224	7.197702366	7.038374646	7.363718973	7.456498472	7.162656831
YALI1_E05767g	Q6C703	YALI0E04829g1_1	7.768076933	7.765851121	7.560789823	7.843082318	7.827564232	7.606176801	7.462166056	7.591039483	7.719313079	7.744361465	7.621825645
YALI1_D05956g	Q6CA95	YALI0D04785g1_1	6.93134524	6.888118472	7.063070146	6.915790272	6.932168703	7.014210798	7.08533676	7.0011865	6.853753786	6.847328482	7.059316367
YALI1_F13046g	Q6C2A3	YALI0F09471g1_1	7.386646054	7.445227558	7.19889274	7.339857172	7.37751167	7.060072432	7.288396623	6.961480656	7.401811799	7.363459264	7.174237787
YALI1_B07331g	Q6CFN7	YALI0B05346g1_1	6.826416823	6.869617252	7.217193977	6.748980205	6.745771293	6.812120878	6.785308888	6.615223953	6.98999091	6.909261221	7.034329535
YALI1_A17570g	Q6CGP7		7.105793757	7.225089741	7.03784421	7.503071412	7.303950686	7.130669183	7.537856335	7.349357238	7.403808316	7.26948009	7.320490871
YALI1_E06137g	Q6C6Y4	YALI0E05291g1_1	6.655040779	6.60432064	6.887888457	6.636542526	6.623368841	7.065953361	6.936230062	7.000203289	6.498583401	6.565377697	6.992130221
YALI1_F34127g	Q6C092	YALI0F26719g1_1	7.165501236	7.335914841	7.530361117	7.298155702	7.44911613	7.361283595	7.491980888	7.57371928	7.220487661	7.379694092	7.488013129
YALI1_F27574g	Q6C0Y6	YALI0F20724g1_1	6.620023679	6.553584044	6.701512116	6.662837912	6.657602399	6.653101555	6.691079862	6.722600051	6.564376357	6.612190622	6.589958134
YALI1_F17709g	Q6C1U7	YALI0F13255g1_1	6.725908728	6.832725367	6.240589564	6.934959259	6.7692542	6.474224996	6.553036154	6.766516733	6.918427413	6.866884388	6.577353676
YALI1_D30653g	Q6C811	YALI0D23705g1_1	7.838013194	7.733324916	8.065046602	7.738386397	7.640392125	8.017298904	7.916802869	8.042005212	7.826790958	7.826857137	8.165366852
YALI1_E06712g	Q6C6W5	YALI0E05709g1_1	7.104854064	6.929018417	7.216161199	6.998367077	7.040384097	7.14561032	7.04678785	7.149907194	6.742125244	6.971203669	7.049447317
YALI1_E17466g	Q6C5W9	YALI0E14465g1_1	7.161355072	7.083096407	7.438976155	7.117732432	7.082685052	7.438981739	7.478918285	7.43297197	7.177669587	7.168941212	7.413238087
YALI1_D17108g	Q6C959	YALI0D13794g1_1	7.610978844	7.652800608	7.421665832	7.690158788	7.525516591	7.346480467	7.528596663	7.230349518	7.752797288	7.587952018	7.438972388
YALI1_E01614g	Q6C7G2	YALI0E01078g1_1	6.94727411	6.95576828	7.266450962	6.960044393	6.94391891	7.193797682	7.335627132	7.124178468	7.107215558	6.902064158	7.14653645
YALI1_E27207g	P41924	YALI0E23067g1_1	6.857736022	6.689740147	6.76017049	6.441433314	6.635754149	6.551469518	6.705982132	5.770452901	6.77226198	6.736793567	6.559415471
YALI1_D10886g	Q6C9T6	YALI0D08492g1_1	6.768511562	6.655434141	6.524078281	6.743497122	6.780813036	6.190072554	6.45192662	6.214376728	6.895214801	6.76665496	6.560944303
YALI1_C06994g	B5FVC1	YALI0C05500g1_1	6.264306949	6.410758989	6.236159621	6.498181452	6.426670147	6.354812237	6.444725218	6.363100644	6.378251675	6.431012411	6.460251573
YALI1_E41148g	Q6C3I0	YALI0E34672g1_1	7.388467064	7.378437355	6.915930494	7.289387807	7.444779514	6.822096327	6.753892091	6.962025036	7.419411379	7.357077511	6.871804433
YALI1_C21946g	Q6CBU1	YALI0C15488g1_1	6.249031668	6.227998866	6.240850648	NA	6.188927153	6.353443291	6.006270143	6.729966955	6.315834417	6.047236955	6.248904039
YALI1_F12080g	Q6C2E1	YALI0F08657g1_1	6.747864229	6.724225934	6.935038424	6.647367452	6.781568323	6.920938419	6.851125536	6.874236583	6.712932304	6.696251379	6.917597988
YALI1_C31453g	F2Z617	YALI0C22770g1_1	NA	6.534088027	6.185357521	6.118557255	6.248578087	6.585563439	6.549729189	6.397478625	6.241343527	6.210764876	6.664240152
YALI1_D09964g	Q6C9W9	YALI0D07700g1_1	7.223173754	6.973824511	7.429149863	7.121365597	7.146297031	7.388247279	7.472307927	7.393378806	6.889130814	7.040288073	7.389026866
YALI1_F36742g	Q6C004	YALI0F29161g1_1	6.576850413	6.532948452	6.528302696	6.505821035	6.482151861	6.511269659	6.513794649	6.239835025	6.570589435	6.575496241	6.462620526
YALI1_A19459g	Q6CGK3	YALI0A18590g1_1	6.263924236	6.258822172	6.456788266	6.389432084	6.280297015	6.514413414	6.232144145	6.677875713	6.174893234	6.335091161	6.658694504
YALI1_A13454g	Q6CH25	YALI0A13387g1_1	7.20136473	7.13627105	7.225308026	7.165299632	7.188117595	7.212920034	7.208056181	7.214348121	7.094098029	7.06672108	7.246815711
YALI1_D30256g	Q6C823	YALI0D23397g1_1	7.025021362	7.175490399	7.26114205	7.422619818	7.167431409	7.264443798	7.659911193	7.466603954	7.345536483	7.150377447	7.298541934
YALI1_C26276g	Q6CBG4	YALI0C19085g1_1	6.601834057	6.65050792	6.573664527	6.911357203	6.608303572	6.534454289	6.945074634	6.498735336	6.732676878	6.594929209	6.510719194
YALI1_B19507g	Q6CEK9	YALI0B14861g1_1	7.120285477	6.838225409	6.958249047	6.946502183	6.714576284	6.783716221	7.055268013	7.037570867	6.782689321	6.808880016	7.024111885
YALI1_B01428g	Q6CG51	YALI0B00836g1_1	6.361785409	6.489378833	6.325216983	6.474383871	6.496984043	6.511769331	6.415289158	6.60309316	6.427348935	6.517202255	6.334753109
YALI1_D20050g	Q6C8X0	YALI0D16247g1_1	NA	6.641897497	5.980637594	6.75047795	6.417437506	6.528271082	6.611942694	6.525306573	6.305087845	6.065966188	6.504795341
YALI1_F23706g	Q6C1A8	YALI0F17842g1_1	7.421722233	7.382912221	7.156974071	7.373523604	7.360408019	7.059891802	7.173376882	7.126479495	7.42823074	7.452147164	7.001175636
YALI1_D30324g	Q6C820	YALI0D23463g1_1	6.627910822	6.563696092	6.971238318	6.666552553	6.624128507	6.964270651	6.989492108	6.741594415	6.670613044	6.61394351	7.036734988
YALI1_B12742g	Q6CF80	YALI0B09515g1_1	6.704755478	6.414741901	6.61644871	6.447173168	6.560621947	6.723401248	6.643494579	6.682271424	6.414365555	6.482203706	6.679735012
YALI1_D14639g	Q6C9E6	YALI0D11814g1_1	7.743468168	7.984975199	7.388983109	7.973431428	8.043134242	7.421454704	7.396552102	7.761530241	8.010361402	8.170025869	7.514904008
YALI1_F32597g	Q6C0E9	YALI0F25289g1_1	6.648673658	7.113065444	NA	7.014454266	7.137496737	6.426524845	6.026556671	6.619471855	6.972558327	7.004819044	5.757972373
YALI1_D21408g	Q6C8S4	YALI0D17402g1_1	7.593448439	7.360360468	7.854992685	7.314476911	7.364179015	7.719527406	7.696772098	7.790212685	7.526351698	7.545707806	7.881918879
YALI1_E33760g	Q6C4A1	YALI0E28534g1_1	7.707582343	7.707005555	6.429527135	7.937747538	7.951698671	6.520376075	6.511815232	5.771338141	7.711136817	7.738498615	6.051268588
YALI1_D11343g	Q6C9S0	YALI0D08844g1_1	7.606059688	7.603689974	7.014492014	7.625756043	7.592885103	7.019159639	7.094375369	6.964707078	7.61987022	7.524427309	6.951914884
YALI1_D25851g	Q6C8E1	YALI0D20416g1_1	6.900206601	6.948813748	6.966593081	6.969034343	6.962534151	7.036962586	7.033758554	7.070266055	6.797856617	6.991308903	7.058814729
YALI1_F03908g	Q6C350	YALI0F02629g1_1	6.840028623	6.715683311	7.163554998	6.890965721	6.816217727	7.065604731	7.295884259	7.200917732	6.913450571	6.775646811	7.128539393
YALI1_D12091g	Q6C9P1	YALI0D09493g1_1	7.022672261	7.138035541	6.961111218	7.276173551	7.166270902	6.742714938	7.177478462	6.794031851	7.217036946	7.036036941	6.768296861
YALI1_E30639g	F2Z658	YALI0E25845g1_1	6.772125602	6.869852771	6.986689671	6.903689373	6.916079352	6.902764725	6.925049013	6.929254159	6.873204794	6.943238122	6.930832892
YALI1_E17431g	Q6C5X0	YALI0E14443g1_1	7.554183834	7.461174857	7.176387446	7.501420405	7.376964931	7.236535853	7.358423468	6.957843174	7.452681229	7.460260684	7.314004992
YALI1_C30130g	Q6CB54	YALI0C21824g1_1	7.385389507	7.421183359	6.988993061	7.458380802	7.445988018	6.936571511	7.10668466	6.803583816	7.510191357	7.328770117	6.780360172
YALI1_F29301g	Q6C0S5	YALI0F22121g1_1	6.7036645	6.9282791	6.8237961	7.047481866	6.926385734	6.880189692	7.104252998	7.149728687	6.915759386	6.834364396	6.92746664
YALI1_F15905g	Q6C1Z7	YALI0F12067g1_1	7.60783729	7.597981483	7.58885371	7.497781345	7.59500755	7.595685731	7.60378171	7.514150004	7.588090746	7.591912524	7.584840092
YALI1_B18798g	Q6CEN7	YALI0B14245g1_1	6.628549563	6.879813007	7.038445314	6.927215754	6.841224481	6.497048801	6.824015477	6.951475362	6.965343797	6.539062711	6.794157658
YALI1_F18920g	Q6C1R7	YALI0F14047g1_1	7.430847553	7.521878833	7.651011611	7.649348427	7.668236081	7.696298206	7.612950869	7.750533339	7.425763198	7.496186467	7.73435412
YALI1_F25182g	Q6C163		6.929039638	6.936656798	6.85147503	7.133282412	6.824990473	6.749136494	7.043577205	6.877857443	7.038753604	6.789046014	6.8779393
YALI1_E06365g	Q6C6X5	YALI0E05489g1_1	6.438160382	6.562257602	6.715616892	6.505560548	6.526319012	6.659081751	6.682637373	6.642245155	6.494665529	6.531954034	6.585963568
YALI1_C03246g	Q6CDA8	YALI0C02321g1_1	6.305831783	6.691822048	6.413381718	6.487263417	6.574105492	6.490176298	6.610236882	6.694515637	6.589404065	6.447484779	6.473461861
YALI1_D20329g	Q6C8W2	YALI0D16423g1_1	6.431524234	6.633171008	6.561257335	6.613355187	6.486491303	6.757439933	6.706735744	6.895750294	6.546983002	6.467577319	6.713476641
YALI1_D18577g	Q6C909	YALI0D15268g1_1	6.885442371	6.899954049	7.206160022	6.903104807	6.940393396	7.203950698	7.156519889	7.193791502	6.852849108	6.900018045	7.203341816
YALI1_F21690g	Q6C1H5	YALI0F16181g1_1	7.183821834	7.156761386	7.130954246	7.009871184	7.232920742	6.854190116	6.970424286	6.70625025	7.184271001	7.192664227	6.914769674
YALI1_F24635g	Q6C182	YALI0F18480g1_1	6.257283125	6.280848602	6.590780482	6.073499524	6.125822063	6.607297625	6.66301149	6.416817989	6.251982069	6.324767795	6.623264676
YALI1_C06137g	Q6CD12	YALI0C04620g1_1	6.248638648	6.352962179	6.67104183	6.381949302	6.370217646	6.532329634	6.62194746	6.462073809	6.195309037	6.492080019	6.599424567
YALI1_C32975g	Q6CAV9	YALI0C23947g1_1	6.747299432	6.833396915	6.703497797	7.079111517	6.722003522	6.729502049	7.058186636	7.09215006	7.029335333	6.743479021	6.914773427
YALI1_E24442g	Q6C569	YALI0E20581g1_1	7.764256466	7.87115076	7.28008291	7.840136238	7.825008568	7.414982637	7.318378126	7.616182663	7.85993644	7.841189465	7.429966616
YALI1_A05031g	Q6CHU4	YALI0A04917g1_1	7.077767743	7.125423632	7.094709119	6.993166426	7.009937022	7.118634359	7.141130593	7.076766312	7.003101964	6.9881181	7.110660063
YALI1_F32659g	Q6C0E7	YALI0F25399g1_1	7.511128705	7.465721514	7.713244074	NA	7.506711157	7.75187375	7.26049314	7.797931759	7.530013543	7.518022139	7.708186531
YALI1_E19014g	Q6C5R5	YALI0E15818g1_1	7.046389102	7.103718875	6.658061105	6.975720886	7.063608699	6.685546642	6.479085247	6.629047368	7.140411404	7.110852702	6.569215935
YALI1_E38701g	Q6C3R6	YALI0E32681g1_1	6.581317192	6.641747939	6.557073632	6.750727744	6.542250051	6.573004798	6.654499998	6.684152534	6.518503032	6.432958688	6.639815678
YALI1_E18480g	Q6C5T1	YALI0E15400g1_1	6.74996403	7.124641524	6.846405574	6.85507938	6.869829406	6.532691156	6.73996015	6.971950089	7.030669312	6.902468496	6.324184696
YALI1_F09017g	B5RSK9	YALI0F06061g1_1	7.203632459	7.094076735	6.904440988	7.114571777	7.057578298	6.784660538	6.994072675	NA	7.203691896	7.110008537	6.726990171
YALI1_B29905g	Q6CDL7	YALI0B22968g1_1	6.333592393	6.355546791	6.615089983	6.451243819	6.451661299	6.394865998	6.591544052	6.464293693	6.398864388	6.308038974	6.438584401
YALI1_B26763g	Q6CDX5	YALI0B20460g1_1	6.502516417	6.735424784	6.410985548	6.10848107	6.452239856	6.490431416	6.362306477	6.440451744	6.361372539	6.704873797	5.856959212
YALI1_C28497g	Q6CBB0	YALI0C20427g1_1	6.991003437	7.076429436	6.950050221	7.002788844	7.05564027	6.749239614	7.041280394	6.579412581	7.084515442	6.999621496	6.900994363
YALI1_D28087g	Q6C868	YALI0D22264g1_1	7.006293014	6.93382586	7.078588597	6.878545953	6.92243933	6.936363398	7.027592141	6.704006705	6.864581888	7.149888079	6.907042046
YALI1_F11277g			6.762744036	6.795291244	6.939032432	6.793098349	6.758130772	7.019863976	6.991399556	6.974889194	6.710986069	6.740584121	7.046637184
YALI1_C20597g	Q6CBW8	YALI0C14806g1_1	6.988269034	6.945234701	7.214137599	6.970621688	6.877966682	7.201887365	7.11267048	7.134268034	6.674330422	6.792083133	7.139663378
YALI1_C04401g	Q6CD68	YALI0C03355g1_1	7.221341979	7.117013405	7.445299401	7.224639693	7.168177805	7.39408689	7.492850531	7.299584752	7.199438736	7.173217387	7.425261658
YALI1_B19962g	Q6CEJ6	YALI0B15147g1_1	6.615937744	6.802046414	6.806669742	6.630954052	6.622684559	6.767971422	6.763879694	6.799464611	6.653899716	6.729117157	6.941877142
YALI1_A03322g	Q6CI02	YALI0A02915g1_1	7.73157509	7.660732716	7.648262303	7.595440782	7.745161097	7.613948021	7.627651772	7.516430475	7.668177945	7.726406437	7.537082892
YALI1_F26186g	Q6C128	YALI0F19734g1_1	7.014208566	6.901479411	6.24416558	7.034666309	6.615775829	6.365624185	6.773177926	6.234824071	6.881304132	6.968433652	6.29419069
YALI1_F22908g	Q6C1E0	YALI0F17138g1_1	6.159572231	6.486229115	NA	6.441036991	6.592414019	6.063747567	5.763944263	6.234436512	6.604067446	6.380732068	6.005707617
YALI1_F39236g	Q6BZQ9	YALI0F31603g1_1	6.640123462	6.769433011	6.557819243	6.786000024	6.733145504	6.434602981	6.474791816	6.39516163	6.873659453	6.875456707	6.432898457
YALI1_D14125g	Q6C9H2	YALI0D11242g1_1	7.173292831	7.154039661	7.302755008	7.214577814	7.193023386	7.334114006	7.246739943	7.329708833	7.189414141	7.194676744	7.262533856
YALI1_C33458g	Q6CAT7	YALI0C24420g1_1	6.437299233	6.590008976	5.735072548	6.298193005	6.667574699	5.941762135	6.552126458	5.991988164	6.69837953	6.728775606	6.637717745
YALI1_F33103g	Q6C0D2	YALI0F25729g1_1	7.369140168	7.455602644	6.75249918	7.479521241	7.560680865	6.751306995	6.582805672	7.074919883	7.237709522	7.487428355	6.459561467
YALI1_A01602g	Q6CI67	YALI0A01133g1_1	6.347750537	6.764260806	6.534864045	6.381761713	7.00578273	6.463051586	6.47060989	6.490487485	6.545935177	6.52554702	6.609925931
YALI1_E00574g	Q6C7J7	YALI0E00242g1_1	7.76996947	7.568531906	7.416015143	7.5722765	7.569560748	7.533426637	7.466678886	7.524678083	7.606524321	7.551620111	7.457411887
YALI1_B29785g	Q6CDM2	YALI0B22858g1_1	6.404759438	6.198890753	6.429161077	5.998257051	6.151642802	6.241541513	6.126430968	6.251182884	6.04431775	5.9403357	6.354154481
YALI1_F03693g	Q6C359	YALI0F02387g1_1	7.773382016	7.958439923	7.882681594	7.854841775	7.854680825	7.737715658	7.878941849	7.822380316	7.690545034	7.900834456	7.852217286
YALI1_E19483g	Q6C5P8	YALI0E16280g1_1	6.924738887	6.932753377	6.906568138	6.889001699	6.96266001	6.906727913	6.969732273	7.038332452	6.895209901	6.862834738	6.960705705
YALI1_E36984g	Q6C3X8	YALI0E31405g1_1	6.787780895	6.991532035	6.430795821	6.356026014	6.555481436	6.577969105	6.711826989	6.969214161	6.199397911	6.331225751	6.369497025
YALI1_E16493g	Q6C608	YALI0E13508g1_1	6.964796884	6.937554037	6.696405472	6.937641975	6.987462093	6.657656636	6.683343189	6.713991385	6.947178137	6.977013698	6.669431451
YALI1_F22436g	Q6C1F3	YALI0F16819g1_1	7.789971865	7.973464336	7.242082203	7.862700438	7.894219397	7.636768993	7.299382417	7.82621553	7.872885268	7.829966373	7.54477539
YALI1_B26808g	Q6CDX3	YALI0B20504g1_1	7.047224324	6.933905884	7.35276211	7.015390216	7.013523861	7.209623691	7.431917613	7.369685775	6.904853302	7.06100474	7.596503849
YALI1_A21720g	Q6CGB3	YALI0A20702g1_1	NA	6.488172805	6.945989818	6.387412494	6.463609998	6.630042959	6.896145156	6.489130677	6.525162241	6.386818068	6.66852377
YALI1_D22691g		YALI0D18139g1_1	7.030738243	7.083685067	6.772046955	7.149525366	6.96253108	6.768474886	6.958835845	6.578473158	7.146591909	7.036715672	6.84584026
YALI1_E09750g	Q6C6N0	YALI0E08030g1_1	6.595997018	6.709195342	6.233662338	6.559620554	6.614857075	6.252443964	6.140580859	NA	6.609460559	6.657997264	5.999404566
YALI1_D16236g	Q6C987	YALI0D13090g1_1	6.343383375	6.556828779	6.075362714	6.467088599	6.121562866	6.223066153	6.301183156	5.934197223	6.520369712	6.481949821	6.244613853
YALI1_B14686g	Q6CF19	YALI0B11022g1_1	6.523690839	6.552106166	6.375826256	6.667530999	6.373234054	6.12809442	6.766781205	6.431481508	6.701910487	6.464453166	5.709803299
YALI1_F00288g	Q6C3F1	YALI0F00264g1_1	7.405860261	7.546381728	7.271094722	7.601809405	7.542054443	7.341024791	7.306219737	7.505583055	7.546470313	7.55790071	7.328616603
YALI1_D00406g	Q6CAS3	YALI0D00385g1_1	6.821285143	6.617674399	7.142909458	6.634518018	6.645624392	6.997484442	7.034053759	6.801922239	6.580939046	6.506246715	7.033999447
YALI1_C00209g	Q6CDI8	YALI0C00187g1_1	7.02088206	7.063279926	7.172319897	7.087394293	7.013257814	7.059997729	7.069471711	7.187765796	6.999500458	7.037338808	7.142054061
YALI1_A11258g	Q6CH91	YALI0A11143g1_1	7.012346304	7.022300732	7.125102844	7.108093002	7.010727492	7.146705009	7.234948535	7.208947126	7.008602345	6.963824158	7.141647608
YALI1_E23790g	Q6C598	YALI0E19899g1_1	7.187461874	7.123884128	7.319117623	7.186745003	7.147711315	7.322332352	7.276813211	7.358808165	7.18699558	7.17034117	7.30846887
YALI1_D11614g	Q6C9Q7	YALI0D09119g1_1	6.947733274	6.838178137	6.879800011	6.832012802	6.875729871	6.953679047	6.983856199	7.117217618	6.87871272	6.761023324	6.929978655
YALI1_D25216g	Q6C8G3	YALI0D19910g1_1	6.870345929	6.613292806	6.92941941	6.626575734	6.621331544	6.848129149	7.094182397	6.93291156	6.73260635	6.416546413	6.789052773
YALI1_D13298g	Q6C9J8	YALI0D10659g1_1	7.190159792	7.099440645	7.43529078	7.184936534	7.178458467	7.384436023	7.372550266	7.35851482	7.026592075	7.113980517	7.372728273
YALI1_D10812g	Q6C9U0	YALI0D08404g1_1	6.857758008	6.949245685	6.958710535	6.978927846	6.979673664	6.961700776	6.837995147	7.049526641	6.883995874	6.932792632	7.0088578
YALI1_E03387g	Q6C791	YALI0E02728g1_1	6.66949031	6.525082141	6.953554621	6.589675431	6.617174453	6.915119747	6.877823038	6.851598884	6.54702727	6.612437475	6.912018096
YALI1_E41185g	Q6C3H9	YALI0E34687g1_1	6.559944032	6.593977873	6.907829265	6.746064734	6.606265861	6.870294681	6.977072957	6.945448274	6.639149868	6.579512579	7.013509729
YALI1_F17756g	Q6C1U6	YALI0F13277g1_1	6.643703085	6.854179378	7.101238708	6.949862231	6.808042028	7.092389495	7.06435154	7.045482416	6.774971361	6.919833602	7.119616194
YALI1_C14498g	Q6CCD8	YALI0C10252g1_1	6.816909428	6.761706872	6.547154068	6.561146628	6.744264498	6.590736459	6.641529681	6.519201632	6.639108548	6.684265544	6.603136213
YALI1_F03973g	Q6C347	YALI0F02695g1_1	6.884392735	6.712669453	6.283822467	6.859541569	6.815859955	6.409902688	6.297663167	NA	6.705251451	6.739726085	6.261182577
YALI1_B07809g	Q6CFL9	YALI0B05764g1_1	6.784652017	6.888944077	6.912339253	6.81700789	6.886628049	6.893315067	6.706539079	6.825030864	6.817253465	6.927506283	6.945190454
YALI1_D30474g	Q6C817	YALI0D23573g1_1	6.767876132	6.761112647	6.674800198	6.990598685	6.775762339	6.771699218	7.071357967	6.943214372	6.839611227	6.606986907	6.720294991
YALI1_D22237g	Q6C8Q1	YALI0D17930g1_1	6.509923944	6.508928569	6.787438461	6.361591737	6.481316031	6.711253216	6.75797986	6.646725966	6.485862159	6.426973598	6.783439989
