"protein","Gene","orthogroup"
"P40335","YJL053W","S+KLZ-Single"
"P40339","YOL094C","S+KLZ-Single"
"P40340","YGR270W","S+KLZ-Single"
"P40342","YNR004W","S+KLZ-Single"
"P40343","YNR006W","S+KLZ-Single"
"P40344","YNR007C","S+KLZ-Single"
"P40345","YNR008W","S+KLZ-Single"
"P40347","YPR073C","S+KLZ-Single"
"P40348","YJR068W","S+KLZ-Single"
"P40350","YPL227C","S+KLZ-Single"
"P40351","YOR067C","S+KLZ-Single"
"P40352","YJR035W","S+KLZ-Single"
"P40354","YJR062C","S+KLZ-Single"
"P40356","YGL025C","S+KLZ-Single"
"P40357","YGR009C","S+KLZ-Single"
"P40358","YJL073W","S+KLZ-Single"
"P40359","YJL072C","S+KLZ-Single"
"P40360","YJL071W","S+KLZ-Single"
"P40361","YJL070C","S+KLZ-Single"
"P40362","YJL069C","S+KLZ-Single"
"P40363","YJL068C","S+KLZ-Single"
"P40364","YJL066C","S+KLZ-Single"
"P40366","YJL065C","S+KLZ-Single"
"P40367","YJL062W","S+KLZ-Single"
"P40368","YJL061W","S+KLZ-Single"
"P40395","YLR039C","S+KLZ-Single"
"P40413","YJR064W","S+KLZ-Single"
"P40416","YMR301C","S+KLZ-Single"
"P40422","YHR143W-A","S+KLZ-Single"
"P40433","YIL107C","S+KLZ-Single"
"P40445","YIL166C","S+KLZ-Single"
"P40447","YIL164C","S+KLZ-Single"
"P40449","YIL161W","S+KLZ-Single"
"P40450","YIL159W","S+KLZ-Single"
"P40452","YIL157C","S+KLZ-Single"
"P40453","YIL156W","S+KLZ-Single"
"P40454","YIL153W","S+KLZ-Single"
"P40455","YIL152W","S+KLZ-Single"
"P40458","YIL146C","S+KLZ-Single"
"P40459","YIL145C","S+KLZ-Single"
"P40460","YIL144W","S+KLZ-Single"
"P40462","YIL137C","S+KLZ-Single"
"P40463","YIL135C","S+KLZ-Single"
"P40464","YIL134W","S+KLZ-Single"
"P40465","YIL132C","S+KLZ-Single"
"P40468","YIL129C","S+KLZ-Single"
"P40469","YIL128W","S+KLZ-Single"
"P40470","YIL127C","S+KLZ-Single"
"P40471","YIL124W","S+KLZ-Single"
"P40473","YIL122W","S+KLZ-Single"
"P40477","YIL115C","S+KLZ-Single"
"P40479","YIL113W","S+KLZ-Single"
"P40480","YIL112W","S+KLZ-Single"
"P40481","YIL110W","S+KLZ-Single"
"P40482","YIL109C","S+KLZ-Single"
"P40483","YIL108W","S+KLZ-Single"
"P40484","YIL106W","S+KLZ-Single"
"P40485","YIL105C","S+KLZ-Single"
"P40486","YIL104C","S+KLZ-Single"
"P40487","YIL103W","S+KLZ-Single"
"P40489","YIL101C","S+KLZ-Single"
"P40491","YIL098C","S+KLZ-Single"
"P40492","YIL097W","S+KLZ-Single"
"P40493","YIL096C","S+KLZ-Single"
"P40495","YIL094C","S+KLZ-Single"
"P40496","YIL093C","S+KLZ-Single"
"P40498","YIL091C","S+KLZ-Single"
"P40499","YIL090W","S+KLZ-Single"
"P40501","YIL088C","S+KLZ-Single"
"P40502","YIL087C","S+KLZ-Single"
"P40505","YIL084C","S+KLZ-Single"
"P40506","YIL083C","S+KLZ-Single"
"P40507","YIL079C","S+KLZ-Single"
"P40508","YIL077C","S+KLZ-Single"
"P40509","YIL076W","S+KLZ-Single"
"P40511","YIL073C","S+KLZ-Single"
"P40512","YIL071C","S+KLZ-Single"
"P40513","YIL070C","S+KLZ-Single"
"P40514","YIL067C","S+KLZ-Single"
"P40515","YIL065C","S+KLZ-Single"
"P40516","YIL064W","S+KLZ-Single"
"P40517","YIL063C","S+KLZ-Single"
"P40518","YIL062C","S+KLZ-Single"
"P40523","YIL055C","S+KLZ-Single"
"P40526","YIL049W","S+KLZ-Single"
"P40527","YIL048W","S+KLZ-Single"
"P40528","YIL047C","S+KLZ-Single"
"P40529","YIL044C","S+KLZ-Single"
"P40530","YIL042C","S+KLZ-Single"
"P40531","YIL041W","S+KLZ-Single"
"P40532","YIL040W","S+KLZ-Single"
"P40533","YIL039W","S+KLZ-Single"
"P40534","YIL037C","S+KLZ-Single"
"P40535","YIL036W","S+KLZ-Single"
"P40537","YIL031W","S+KLZ-Single"
"P40540","YIL027C","S+KLZ-Single"
"P40541","YIL026C","S+KLZ-Single"
"P40543","YIL024C","S+KLZ-Single"
"P40544","YIL023C","S+KLZ-Single"
"P40545","YIL020C","S+KLZ-Single"
"P40546","YIL019W","S+KLZ-Single"
"P40547","YIL017C","S+KLZ-Single"
"P40548","YIL016W","S+KLZ-Single"
"P40553","YIL010W","S+KLZ-Single"
"P40554","YIL008W","S+KLZ-Single"
"P40555","YIL007C","S+KLZ-Single"
"P40557","YIL005W","S+KLZ-Single"
"P40558","YIL003W","S+KLZ-Single"
"P40559","YIL002C","S+KLZ-Single"
"P40560","YIL001W","S+KLZ-Single"
"P40561","YIR001C","S+KLZ-Single"
"P40562","YIR002C","S+KLZ-Single"
"P40563","YIR003W","S+KLZ-Single"
"P40564","YIR004W","S+KLZ-Single"
"P40565","YIR005W","S+KLZ-Single"
"P40566","YIR007W","S+KLZ-Single"
"P40567","YIR009W","S+KLZ-Single"
"P40568","YIR010W","S+KLZ-Single"
"P40570","YIR014W","S+KLZ-Single"
"P40571","YIR015W","S+KLZ-Single"
"P40573","YIR017C","S+KLZ-Single"
"P40576","YIR024C","S+KLZ-Single"
"P40577","YIR025W","S+KLZ-Single"
"P40582","YIR038C","S+KLZ-Single"
"P40586","YIR042C","S+KLZ-Single"
"P40693","YNL002C","S+KLZ-Single"
"P40825","YOR335C","S+KLZ-Single"
"P40850","YNL085W","S+KLZ-Single"
"P40851","YPR122W","S+KLZ-Single"
"P40857","YJL097W","S+KLZ-Single"
"P40858","YJL096W","S+KLZ-Single"
"P40892","YJL218W","S+KLZ-Single"
"P40896","YJL213W","S+KLZ-Single"
"P40897","YJL212C","S+KLZ-Single"
"P40956","YGL181W","S+KLZ-Single"
"P40957","YGL086W","S+KLZ-Single"
"P40958","YJL030W","S+KLZ-Single"
"P40959","YMR004W","S+KLZ-Single"
"P40960","YDR488C","S+KLZ-Single"
"P40961","YGR132C","S+KLZ-Single"
"P40962","YOR077W","S+KLZ-Single"
"P40963","YMR127C","S+KLZ-Single"
"P40965","YFL003C","S+KLZ-Single"
"P40968","YDR364C","S+KLZ-Single"
"P40969","YMR168C","S+KLZ-Single"
"P40970","YDR062W","S+KLZ-Single"
"P40971","YDR034C","S+KLZ-Single"
"P40985","YJR036C","S+KLZ-Single"
"P40986","YDR182W","S+KLZ-Single"
"P40987","YOR349W","S+KLZ-Single"
"P40988","YMR319C","S+KLZ-Single"
"P40990","YDL107W","S+KLZ-Single"
"P40991","YNL061W","S+KLZ-Single"
"P40992","YJL025W","S+KLZ-Single"
"P40993","YDR478W","S+KLZ-Single"
"P40994","YOR094W","S+KLZ-Single"
"P41318","YNL006W","S+KLZ-Single"
"P41338","YPL028W","S+KLZ-Single"
"P41543","YJL002C","S+KLZ-Single"
"P41544","YJL004C","S+KLZ-Single"
"P41546","YFL031W","S+KLZ-Single"
"P41695","YGR188C","S+KLZ-Single"
"P41696","YOR113W","S+KLZ-Single"
"P41697","YLR319C","S+KLZ-Single"
"P41733","YLR459W","S+KLZ-Single"
"P41734","YOR126C","S+KLZ-Single"
"P41735","YOR125C","S+KLZ-Single"
"P41800","YLL006W","S+KLZ-Single"
"P41805","YLR075W","S+KLZ-Single"
"P41806","YGR105W","S+KLZ-Single"
"P41807","YPR036W","S+KLZ-Single"
"P41808","YPR054W","S+KLZ-Single"
"P41810","YDR238C","S+KLZ-Single"
"P41811","YGL137W","S+KLZ-Single"
"P41812","YNL221C","S+KLZ-Single"
"P41814","YNL062C","S+KLZ-Single"
"P41817","YPL177C","S+KLZ-Single"
"P41818","YMR311C","S+KLZ-Single"
"P41819","YPL266W","S+KLZ-Single"
"P41821","YNL291C","S+KLZ-Single"
"P41832","YNL271C","S+KLZ-Single"
"P41833","YGL192W","S+KLZ-Single"
"P41834","YOR075W","S+KLZ-Single"
"P41835","YPL214C","S+KLZ-Single"
"P41895","YGR186W","S+KLZ-Single"
"P41896","YGR005C","S+KLZ-Single"
"P41901","YGR059W","S+KLZ-Single"
"P41903","YJR019C","S+KLZ-Single"
"P41909","YPL147W","S+KLZ-Single"
"P41910","YDR005C","S+KLZ-Single"
"P41912","YOL110W","S+KLZ-Single"
"P41913","YOR355W","S+KLZ-Single"
"P41920","YDR002W","S+KLZ-Single"
"P41921","YPL091W","S+KLZ-Single"
"P41930","YPL092W","S+KLZ-Single"
"P41940","YDL055C","S+KLZ-Single"
"P41948","YNL142W","S+KLZ-Single"
"P42073","YDR195W","S+KLZ-Single"
"P42826","YGR194C","S+KLZ-Single"
"P42834","YNL328C","S+KLZ-Single"
"P42835","YNL327W","S+KLZ-Single"
"P42836","YNL326C","S+KLZ-Single"
"P42837","YNL325C","S+KLZ-Single"
"P42838","YNL323W","S+KLZ-Single"
"P42839","YNL321W","S+KLZ-Single"
"P42840","YNL320W","S+KLZ-Single"
"P42841","YNL317W","S+KLZ-Single"
"P42842","YNL313C","S+KLZ-Single"
"P42843","YNL311C","S+KLZ-Single"
"P42844","YNL310C","S+KLZ-Single"
"P42845","YNL309W","S+KLZ-Single"
"P42846","YNL308C","S+KLZ-Single"
"P42847","YNL306W","S+KLZ-Single"
"P42900","YLR139C","S+KLZ-Single"
"P42933","YMR191W","S+KLZ-Single"
"P42935","YGR200C","S+KLZ-Single"
"P42937","YGR203W","S+KLZ-Single"
"P42938","YGR205W","S+KLZ-Single"
"P42939","YGR206W","S+KLZ-Single"
"P42940","YGR207C","S+KLZ-Single"
"P42941","YGR208W","S+KLZ-Single"
"P42942","YGR210C","S+KLZ-Single"
"P42943","YJL111W","S+KLZ-Single"
"P42945","YJL109C","S+KLZ-Single"
"P42946","YJL108C","S+KLZ-Single"
"P42949","YJL104W","S+KLZ-Single"
"P42950","YJL103C","S+KLZ-Single"
"P42951","YJL100W","S+KLZ-Single"
"P43122","YDL104C","S+KLZ-Single"
"P43123","YDL103C","S+KLZ-Single"
"P43124","YDL105W","S+KLZ-Single"
"P43132","YLR015W","S+KLZ-Single"
"P43321","YLR147C","S+KLZ-Single"
"P43535","YFR009W","S+KLZ-Single"
"P43548","YFL055W","S+KLZ-Single"
"P43549","YFL054C","S+KLZ-Single"
"P43550","YFL053W","S+KLZ-Single"
"P43554","YFL049W","S+KLZ-Single"
"P43555","YFL048C","S+KLZ-Single"
"P43556","YFL047W","S+KLZ-Single"
"P43557","YFL046W","S+KLZ-Single"
"P43558","YFL044C","S+KLZ-Single"
"P43560","YFL042C","S+KLZ-Single"
"P43562","YFL040W","S+KLZ-Single"
"P43563","YFL034C-B","S+KLZ-Single"
"P43564","YFL034W","S+KLZ-Single"
"P43565","YFL033C","S+KLZ-Single"
"P43567","YFL030W","S+KLZ-Single"
"P43568","YFL029C","S+KLZ-Single"
"P43569","YFL028C","S+KLZ-Single"
"P43570","YFL027C","S+KLZ-Single"
"P43571","YFL025C","S+KLZ-Single"
"P43572","YFL024C","S+KLZ-Single"
"P43573","YFL023W","S+KLZ-Single"
"P43577","YFL017C","S+KLZ-Single"
"P43579","YFL013C","S+KLZ-Single"
"P43582","YFL010C","S+KLZ-Single"
"P43583","YFL007W","S+KLZ-Single"
"P43585","YFL004W","S+KLZ-Single"
"P43586","YFR001W","S+KLZ-Single"
"P43587","YFR003C","S+KLZ-Single"
"P43588","YFR004W","S+KLZ-Single"
"P43589","YFR005C","S+KLZ-Single"
"P43590","YFR006W","S+KLZ-Single"
"P43591","YFR007W","S+KLZ-Single"
"P43592","YFR008W","S+KLZ-Single"
"P43593","YFR010W","S+KLZ-Single"
"P43594","YFR011C","S+KLZ-Single"
"P43596","YFR013W","S+KLZ-Single"
"P43597","YFR016C","S+KLZ-Single"
"P43598","YFR017C","S+KLZ-Single"
"P43599","YFR018C","S+KLZ-Single"
"P43601","YFR021W","S+KLZ-Single"
"P43605","YFR027W","S+KLZ-Single"
"P43606","YFR029W","S+KLZ-Single"
"P43607","YFR032C","S+KLZ-Single"
"P43609","YFR037C","S+KLZ-Single"
"P43610","YFR038W","S+KLZ-Single"
"P43612","YFR040W","S+KLZ-Single"
"P43613","YFR041C","S+KLZ-Single"
"P43614","YFR042W","S+KLZ-Single"
"P43615","YFR043C","S+KLZ-Single"
"P43616","YFR044C","S+KLZ-Single"
"P43617","YFR045W","S+KLZ-Single"
"P43618","YFR046C","S+KLZ-Single"
"P43619","YFR047C","S+KLZ-Single"
"P43620","YFR048W","S+KLZ-Single"
"P43621","YFR051C","S+KLZ-Single"
"P43634","YLR098C","S+KLZ-Single"
"P43636","YGL065C","S+KLZ-Single"
"P43638","YJL042W","S+KLZ-Single"
"P43639","YGL019W","S+KLZ-Single"
"P43682","YKL006C-A","S+KLZ-Single"
"P45818","YGL171W","S+KLZ-Single"
"P45819","YGL170C","S+KLZ-Single"
"P45976","YJR093C","S+KLZ-Single"
"P45978","YPR129W","S+KLZ-Single"
"P46151","YPL023C","S+KLZ-Single"
"P46655","YGL245W","S+KLZ-Single"
"P46669","YOR340C","S+KLZ-Single"
"P46670","YPL241C","S+KLZ-Single"
"P46671","YMR052W","S+KLZ-Single"
"P46672","YGL105W","S+KLZ-Single"
"P46673","YJR042W","S+KLZ-Single"
"P46674","YDR159W","S+KLZ-Single"
"P46675","YLR045C","S+KLZ-Single"
"P46676","YDR310C","S+KLZ-Single"
"P46677","YGR274C","S+KLZ-Single"
"P46678","YNL039W","S+KLZ-Single"
"P46680","YMR092C","S+KLZ-Single"
"P46682","YGR261C","S+KLZ-Single"
"P46683","YPL239W","S+KLZ-Single"
"P46943","YLR289W","S+KLZ-Single"
"P46944","YDR108W","S+KLZ-Single"
"P46945","YGL176C","S+KLZ-Single"
"P46946","YGL175C","S+KLZ-Single"
"P46947","YGL174W","S+KLZ-Single"
"P46948","YGR195W","S+KLZ-Single"
"P46949","YGR196C","S+KLZ-Single"
"P46951","YGR198W","S+KLZ-Single"
"P46954","YJL089W","S+KLZ-Single"
"P46956","YJL117W","S+KLZ-Single"
"P46957","YJR006W","S+KLZ-Single"
"P46958","YJL146W","S+KLZ-Single"
"P46959","YJL125C","S+KLZ-Single"
"P46961","YPL076W","S+KLZ-Single"
"P46962","YJL006C","S+KLZ-Single"
"P46963","YML112W","S+KLZ-Single"
"P46964","YOR103C","S+KLZ-Single"
"P46965","YJR010C-A","S+KLZ-Single"
"P46969","YJL121C","S+KLZ-Single"
"P46970","YJR132W","S+KLZ-Single"
"P46971","YJR143C","S+KLZ-Single"
"P46972","YMR035W","S+KLZ-Single"
"P46973","YJR055W","S+KLZ-Single"
"P46982","YJL186W","S+KLZ-Single"
"P46983","YJL185C","S+KLZ-Single"
"P46984","YJL184W","S+KLZ-Single"
"P46985","YJL183W","S+KLZ-Single"
"P46988","YJL179W","S+KLZ-Single"
"P46989","YJL178C","S+KLZ-Single"
"P46992","YJL171C","S+KLZ-Single"
"P46993","YJL170C","S+KLZ-Single"
"P46995","YJL168C","S+KLZ-Single"
"P46996","YJL163C","S+KLZ-Single"
"P46997","YJL162C","S+KLZ-Single"
"P46998","YJL161W","S+KLZ-Single"
"P47002","YJL156C","S+KLZ-Single"
"P47005","YJL149W","S+KLZ-Single"
"P47006","YJL148W","S+KLZ-Single"
"P47007","YJL147C","S+KLZ-Single"
"P47008","YJL145W","S+KLZ-Single"
"P47014","YJL132W","S+KLZ-Single"
"P47015","YJL131C","S+KLZ-Single"
"P47016","YJL126W","S+KLZ-Single"
"P47017","YJL124C","S+KLZ-Single"
"P47018","YJL123C","S+KLZ-Single"
"P47019","YJL122W","S+KLZ-Single"
"P47025","YJL112W","S+KLZ-Single"
"P47026","YJL091C","S+KLZ-Single"
"P47027","YJL090C","S+KLZ-Single"
"P47029","YJL084C","S+KLZ-Single"
"P47035","YJL076W","S+KLZ-Single"
"P47037","YJL074C","S+KLZ-Single"
"P47039","YJL060W","S+KLZ-Single"
"P47040","YJL059W","S+KLZ-Single"
"P47042","YJL057C","S+KLZ-Single"
"P47043","YJL056C","S+KLZ-Single"
"P47044","YJL055W","S+KLZ-Single"
"P47045","YJL054W","S+KLZ-Single"
"P47046","YJL051W","S+KLZ-Single"
"P47047","YJL050W","S+KLZ-Single"
"P47048","YJL049W","S+KLZ-Single"
"P47050","YJL047C","S+KLZ-Single"
"P47051","YJL046W","S+KLZ-Single"
"P47054","YJL039C","S+KLZ-Single"
"P47057","YJL036W","S+KLZ-Single"
"P47058","YJL035C","S+KLZ-Single"
"P47061","YJL029C","S+KLZ-Single"
"P47064","YJL024C","S+KLZ-Single"
"P47065","YJL023C","S+KLZ-Single"
"P47068","YJL020C","S+KLZ-Single"
"P47069","YJL019W","S+KLZ-Single"
"P47072","YJL016W","S+KLZ-Single"
"P47075","YJL012C","S+KLZ-Single"
"P47076","YJL011C","S+KLZ-Single"
"P47077","YJL010C","S+KLZ-Single"
"P47079","YJL008C","S+KLZ-Single"
"P47081","YJL003W","S+KLZ-Single"
"P47082","YJR001W","S+KLZ-Single"
"P47083","YJR002W","S+KLZ-Single"
"P47084","YJR003C","S+KLZ-Single"
"P47085","YJR008W","S+KLZ-Single"
"P47086","YJR011C","S+KLZ-Single"
"P47087","YJR012C","S+KLZ-Single"
"P47088","YJR013W","S+KLZ-Single"
"P47089","YJR014W","S+KLZ-Single"
"P47093","YJR022W","S+KLZ-Single"
"P47095","YJR024C","S+KLZ-Single"
"P47096","YJR025C","S+KLZ-Single"
"P47101","YJR030C","S+KLZ-Single"
"P47103","YJR032W","S+KLZ-Single"
"P47104","YJR033C","S+KLZ-Single"
"P47107","YJR039W","S+KLZ-Single"
"P47108","YJR041C","S+KLZ-Single"
"P47110","YJR043C","S+KLZ-Single"
"P47111","YJR044C","S+KLZ-Single"
"P47112","YJR046W","S+KLZ-Single"
"P47113","YJR053W","S+KLZ-Single"
"P47114","YJR054W","S+KLZ-Single"
"P47115","YJR056C","S+KLZ-Single"
"P47117","YJR065C","S+KLZ-Single"
"P47118","YJR067C","S+KLZ-Single"
"P47119","YJR069C","S+KLZ-Single"
"P47120","YJR070C","S+KLZ-Single"
"P47122","YJR072C","S+KLZ-Single"
"P47123","YJR074W","S+KLZ-Single"
"P47124","YJR075W","S+KLZ-Single"
"P47125","YJR078W","S+KLZ-Single"
"P47127","YJR080C","S+KLZ-Single"
"P47128","YJR082C","S+KLZ-Single"
"P47129","YJR083C","S+KLZ-Single"
"P47130","YJR084W","S+KLZ-Single"
"P47131","YJR085C","S+KLZ-Single"
"P47133","YJR088C","S+KLZ-Single"
"P47134","YJR089W","S+KLZ-Single"
"P47135","YJR091C","S+KLZ-Single"
"P47136","YJR092W","S+KLZ-Single"
"P47137","YJR096W","S+KLZ-Single"
"P47138","YJR097W","S+KLZ-Single"
"P47139","YJR098C","S+KLZ-Single"
"P47140","YJR100C","S+KLZ-Single"
"P47141","YJR101W","S+KLZ-Single"
"P47142","YJR102C","S+KLZ-Single"
"P47143","YJR105W","S+KLZ-Single"
"P47144","YJR106W","S+KLZ-Single"
"P47145","YJR107W","S+KLZ-Single"
"P47147","YJR110W","S+KLZ-Single"
"P47148","YJR111C","S+KLZ-Single"
"P47149","YJR112W","S+KLZ-Single"
"P47150","YJR113C","S+KLZ-Single"
"P47153","YJR116W","S+KLZ-Single"
"P47154","YJR117W","S+KLZ-Single"
"P47155","YJR118C","S+KLZ-Single"
"P47156","YJR119C","S+KLZ-Single"
"P47158","YJR122W","S+KLZ-Single"
"P47159","YJR124C","S+KLZ-Single"
"P47160","YJR125C","S+KLZ-Single"
"P47161","YJR126C","S+KLZ-Single"
"P47163","YJR129C","S+KLZ-Single"
"P47164","YJR130C","S+KLZ-Single"
"P47165","YJR133W","S+KLZ-Single"
"P47166","YJR134C","S+KLZ-Single"
"P47167","YJR135C","S+KLZ-Single"
"P47168","YJR136C","S+KLZ-Single"
"P47169","YJR137C","S+KLZ-Single"
"P47170","YJR138W","S+KLZ-Single"
"P47171","YJR140C","S+KLZ-Single"
"P47172","YJR141W","S+KLZ-Single"
"P47173","YJR142W","S+KLZ-Single"
"P47177","YJR149W","S+KLZ-Single"
"P47180","YJR153W","S+KLZ-Single"
"P47181","YJR154W","S+KLZ-Single"
"P47818","YLR220W","S+KLZ-Single"
"P47821","YNL025C","S+KLZ-Single"
"P47822","YDR308C","S+KLZ-Single"
"P47988","YOR337W","S+KLZ-Single"
"P48015","YDR019C","S+KLZ-Single"
"P48016","YPR026W","S+KLZ-Single"
"P48232","YNL086W","S+KLZ-Single"
"P48234","YGR145W","S+KLZ-Single"
"P48235","YGR146C","S+KLZ-Single"
"P48236","YGR149W","S+KLZ-Single"
"P48237","YGR150C","S+KLZ-Single"
"P48240","YGR158C","S+KLZ-Single"
"P48353","YMR161W","S+KLZ-Single"
"P48360","YDR376W","S+KLZ-Single"
"P48362","YGR187C","S+KLZ-Single"
"P48363","YGR078C","S+KLZ-Single"
"P48365","YDL234C","S+KLZ-Single"
"P48412","YGR072W","S+KLZ-Single"
"P48415","YPL085W","S+KLZ-Single"
"P48439","YOR085W","S+KLZ-Single"
"P48445","YDL141W","S+KLZ-Single"
"P48510","YMR276W","S+KLZ-Single"
"P48525","YOL033W","S+KLZ-Single"
"P48526","YPL040C","S+KLZ-Single"
"P48527","YPL097W","S+KLZ-Single"
"P48558","YNL305C","S+KLZ-Single"
"P48559","YNL304W","S+KLZ-Single"
"P48562","YNL298W","S+KLZ-Single"
"P48563","YNL297C","S+KLZ-Single"
"P48564","YNL295W","S+KLZ-Single"
"P48565","YNL294C","S+KLZ-Single"
"P48566","YNL293W","S+KLZ-Single"
"P48567","YNL292W","S+KLZ-Single"
"P48568","YDL186W","S+KLZ-Single"
"P48569","YDL183C","S+KLZ-Single"
"P48581","YOR368W","S+KLZ-Single"
"P48582","YPL084W","S+KLZ-Single"
"P48589","YOR369C","S+KLZ-Single"
"P48606","YOR265W","S+KLZ-Single"
"P48743","YLR176C","S+KLZ-Single"
"P48836","YHR039C-A","S+KLZ-Single"
"P48837","YGR119C","S+KLZ-Single"
"P49017","YML110C","S+KLZ-Single"
"P49018","YDR331W","S+KLZ-Single"
"P49095","YMR189W","S+KLZ-Single"
"P49167","YLR325C","S+KLZ-Single"
"P49334","YNL131W","S+KLZ-Single"
"P49367","YDR234W","S+KLZ-Single"
"P49435","YML022W","S+KLZ-Single"
"P49573","YPR124W","S+KLZ-Single"
"P49686","YDR192C","S+KLZ-Single"
"P49687","YGL092W","S+KLZ-Single"
"P49704","YGR091W","S+KLZ-Single"
"P49775","YDR305C","S+KLZ-Single"
"P49954","YLR351C","S+KLZ-Single"
"P49955","YMR288W","S+KLZ-Single"
"P49956","YMR078C","S+KLZ-Single"
"P49957","YML014W","S+KLZ-Single"
"P49960","YMR268C","S+KLZ-Single"
"P50076","YGR227W","S+KLZ-Single"
"P50077","YGR217W","S+KLZ-Single"
"P50079","YGR223C","S+KLZ-Single"
"P50082","YGR225W","S+KLZ-Single"
"P50084","YGR230W","S+KLZ-Single"
"P50085","YGR231C","S+KLZ-Single"
"P50086","YGR232W","S+KLZ-Single"
"P50087","YGR235C","S+KLZ-Single"
"P50088","YGR236C","S+KLZ-Single"
"P50089","YGR237C","S+KLZ-Single"
"P50091","YGR239C","S+KLZ-Single"
"P50101","YMR304W","S+KLZ-Single"
"P50102","YMR223W","S+KLZ-Single"
"P50104","YMR019W","S+KLZ-Single"
"P50105","YMR005W","S+KLZ-Single"
"P50106","YDR156W","S+KLZ-Single"
"P50107","YML004C","S+KLZ-Single"
"P50108","YDR245W","S+KLZ-Single"
"P50109","YML017W","S+KLZ-Single"
"P50110","YMR060C","S+KLZ-Single"
"P50113","YGL154C","S+KLZ-Single"
"P50264","YMR020W","S+KLZ-Single"
"P50273","YDR350C","S+KLZ-Single"
"P50275","YOR058C","S+KLZ-Single"
"P50276","YGR055W","S+KLZ-Single"
"P50277","YNR058W","S+KLZ-Single"
"P50278","YNR034W","S+KLZ-Single"
"P50623","YDL064W","S+KLZ-Single"
"P50861","YOL143C","S+KLZ-Single"
"P50874","YNL261W","S+KLZ-Single"
"P50875","YOL148C","S+KLZ-Single"
"P50944","YNL101W","S+KLZ-Single"
"P50945","YNL100W","S+KLZ-Single"
"P50946","YNL099C","S+KLZ-Single"
"P50947","YNL097C","S+KLZ-Single"
"P51534","YOR035C","S+KLZ-Single"
"P51601","YGR267C","S+KLZ-Single"
"P51862","YLR371W","S+KLZ-Single"
"P51979","YGL251C","S+KLZ-Single"
"P51998","YML025C","S+KLZ-Single"
"P52286","YDR328C","S+KLZ-Single"
"P52488","YDR390C","S+KLZ-Single"
"P52490","YDR092W","S+KLZ-Single"
"P52491","YLR306W","S+KLZ-Single"
"P52492","YOR339C","S+KLZ-Single"
"P52553","YLR200W","S+KLZ-Single"
"P52593","YML103C","S+KLZ-Single"
"P52868","YGL128C","S+KLZ-Single"
"P52871","YER019C-A","S+KLZ-Single"
"P52891","YDL116W","S+KLZ-Single"
"P52893","YLR089C","S+KLZ-Single"
"P52911","YDR261C","S+KLZ-Single"
"P52917","YPR173C","S+KLZ-Single"
"P52918","YDR335W","S+KLZ-Single"
"P52920","YGL091C","S+KLZ-Single"
"P53008","YGL027C","S+KLZ-Single"
"P53009","YGL083W","S+KLZ-Single"
"P53010","YGL094C","S+KLZ-Single"
"P53011","YGL100W","S+KLZ-Single"
"P53012","YGL126W","S+KLZ-Single"
"P53037","YGR170W","S+KLZ-Single"
"P53038","YGR099W","S+KLZ-Single"
"P53039","YGR172C","S+KLZ-Single"
"P53040","YGL112C","S+KLZ-Single"
"P53043","YGR123C","S+KLZ-Single"
"P53044","YGR048W","S+KLZ-Single"
"P53045","YGR060W","S+KLZ-Single"
"P53049","YGR281W","S+KLZ-Single"
"P53050","YGR249W","S+KLZ-Single"
"P53060","YGL250W","S+KLZ-Single"
"P53061","YGL249W","S+KLZ-Single"
"P53062","YGL247W","S+KLZ-Single"
"P53063","YGL246C","S+KLZ-Single"
"P53064","YGL244W","S+KLZ-Single"
"P53065","YGL243W","S+KLZ-Single"
"P53066","YGL242C","S+KLZ-Single"
"P53067","YGL241W","S+KLZ-Single"
"P53068","YGL240W","S+KLZ-Single"
"P53070","YGL236C","S+KLZ-Single"
"P53072","YGL232W","S+KLZ-Single"
"P53073","YGL231C","S+KLZ-Single"
"P53075","YGL228W","S+KLZ-Single"
"P53076","YGL227W","S+KLZ-Single"
"P53077","YGL226W","S+KLZ-Single"
"P53078","YGL224C","S+KLZ-Single"
"P53079","YGL223C","S+KLZ-Single"
"P53080","YGL222C","S+KLZ-Single"
"P53081","YGL221C","S+KLZ-Single"
"P53082","YGL220W","S+KLZ-Single"
"P53083","YGL219C","S+KLZ-Single"
"P53086","YGL216W","S+KLZ-Single"
"P53088","YGL211W","S+KLZ-Single"
"P53090","YGL202W","S+KLZ-Single"
"P53091","YGL201C","S+KLZ-Single"
"P53093","YGL198W","S+KLZ-Single"
"P53095","YGL196W","S+KLZ-Single"
"P53096","YGL194C","S+KLZ-Single"
"P53099","YGL186C","S+KLZ-Single"
"P53100","YGL185C","S+KLZ-Single"
"P53101","YGL184C","S+KLZ-Single"
"P53102","YGL183C","S+KLZ-Single"
"P53104","YGL180W","S+KLZ-Single"
"P53107","YGL164C","S+KLZ-Single"
"P53108","YGL161C","S+KLZ-Single"
"P53109","YGL160W","S+KLZ-Single"
"P53110","YGL159W","S+KLZ-Single"
"P53112","YGL153W","S+KLZ-Single"
"P53114","YGL151W","S+KLZ-Single"
"P53115","YGL150C","S+KLZ-Single"
"P53117","YGL146C","S+KLZ-Single"
"P53118","YGL144C","S+KLZ-Single"
"P53119","YGL141W","S+KLZ-Single"
"P53120","YGL140C","S+KLZ-Single"
