"protein","Gene","orthogroup"
"P53275","YGR127W","S+YLT-Single"
"P53276","YGR128C","S+YLT-Single"
"P53277","YGR129W","S+YLT-Single"
"P53290","YGR163W","S+YLT-Single"
"P53292","YGR165W","S+YLT-Single"
"P53295","YGR173W","S+YLT-Single"
"P53297","YGR178C","S+YLT-Single"
"P53299","YGR181W","S+YLT-Single"
"P53301","YGR189C","S+YLT-Single"
"P53303","YGR211W","S+YLT-Single"
"P53304","YGR212W","S+YLT-Single"
"P53305","YGR215W","S+YLT-Single"
"P53306","YGR216C","S+YLT-Single"
"P53312","YGR244C","S+YLT-Single"
"P53313","YGR245C","S+YLT-Single"
"P53314","YGR247W","S+YLT-Single"
"P53318","YGR255C","S+YLT-Single"
"P53320","YGR257C","S+YLT-Single"
"P53322","YGR260W","S+YLT-Single"
"P53323","YGR262C","S+YLT-Single"
"P53324","YGR263C","S+YLT-Single"
"P53326","YGR266W","S+YLT-Single"
"P53327","YGR271W","S+YLT-Single"
"P53331","YGR276C","S+YLT-Single"
"P53332","YGR277C","S+YLT-Single"
"P53333","YGR278W","S+YLT-Single"
"P53335","YGR280C","S+YLT-Single"
"P53337","YGR284C","S+YLT-Single"
"P53378","YLR212C","S+YLT-Single"
"P53389","YNR055C","S+YLT-Single"
"P53394","YPR003C","S+YLT-Single"
"P53397","YML060W","S+YLT-Single"
"P53507","YNL070W","S+YLT-Single"
"P53538","YNL222W","S+YLT-Single"
"P53540","YNL126W","S+YLT-Single"
"P53549","YOR259C","S+YLT-Single"
"P53550","YNL118C","S+YLT-Single"
"P53551","YPL127C","S+YLT-Single"
"P53552","YNL139C","S+YLT-Single"
"P53584","YNL237W","S+YLT-Single"
"P53598","YOR142W","S+YLT-Single"
"P53600","YPL010W","S+YLT-Single"
"P53615","YNL036W","S+YLT-Single"
"P53617","YNL251C","S+YLT-Single"
"P53628","YNR023W","S+YLT-Single"
"P53633","YNL044W","S+YLT-Single"
"P53686","YPL015C","S+YLT-Single"
"P53687","YOR025W","S+YLT-Single"
"P53688","YDR191W","S+YLT-Single"
"P53691","YLR216C","S+YLT-Single"
"P53720","YNR015W","S+YLT-Single"
"P53721","YNR018W","S+YLT-Single"
"P53722","YNR020C","S+YLT-Single"
"P53723","YNR021W","S+YLT-Single"
"P53729","YNR029C","S+YLT-Single"
"P53730","YNR030W","S+YLT-Single"
"P53731","YNR035C","S+YLT-Single"
"P53732","YNR036C","S+YLT-Single"
"P53733","YNR037C","S+YLT-Single"
"P53734","YNR038W","S+YLT-Single"
"P53738","YNR046W","S+YLT-Single"
"P53741","YNR051C","S+YLT-Single"
"P53742","YNR053C","S+YLT-Single"
"P53743","YNR054C","S+YLT-Single"
"P53750","YNR064C","S+YLT-Single"
"P53759","YML080W","S+YLT-Single"
"P53769","YLR323C","S+YLT-Single"
"P53829","YNL288W","S+YLT-Single"
"P53830","YNL286W","S+YLT-Single"
"P53835","YNL279W","S+YLT-Single"
"P53838","YNL275W","S+YLT-Single"
"P53839","YNL274C","S+YLT-Single"
"P53840","YNL273W","S+YLT-Single"
"P53843","YNL265C","S+YLT-Single"
"P53845","YNL263C","S+YLT-Single"
"P53848","YNL256W","S+YLT-Single"
"P53852","YNL247W","S+YLT-Single"
"P53853","YNL246W","S+YLT-Single"
"P53854","YNL245C","S+YLT-Single"
"P53855","YNL242W","S+YLT-Single"
"P53857","YNL234W","S+YLT-Single"
"P53859","YNL232W","S+YLT-Single"
"P53860","YNL231C","S+YLT-Single"
"P53861","YNL230C","S+YLT-Single"
"P53863","YNL227C","S+YLT-Single"
"P53866","YNL224C","S+YLT-Single"
"P53867","YNL223W","S+YLT-Single"
"P53868","YNL219C","S+YLT-Single"
"P53869","YNL211C","S+YLT-Single"
"P53870","YNL193W","S+YLT-Single"
"P53871","YNL191W","S+YLT-Single"
"P53874","YNL186W","S+YLT-Single"
"P53875","YNL185C","S+YLT-Single"
"P53877","YNL182C","S+YLT-Single"
"P53878","YNL181W","S+YLT-Single"
"P53881","YNL177C","S+YLT-Single"
"P53883","YNL175C","S+YLT-Single"
"P53886","YNL172W","S+YLT-Single"
"P53889","YNL168C","S+YLT-Single"
"P53893","YNL163C","S+YLT-Single"
"P53894","YNL161W","S+YLT-Single"
"P53899","YNL155W","S+YLT-Single"
"P53900","YNL153C","S+YLT-Single"
"P53909","YNL141W","S+YLT-Single"
"P53911","YNL136W","S+YLT-Single"
"P53914","YNL132W","S+YLT-Single"
"P53915","YNL129W","S+YLT-Single"
"P53916","YNL128W","S+YLT-Single"
"P53917","YNL127W","S+YLT-Single"
"P53919","YNL124W","S+YLT-Single"
"P53920","YNL123W","S+YLT-Single"
"P53921","YNL122C","S+YLT-Single"
"P53923","YNL119W","S+YLT-Single"
"P53925","YNL115C","S+YLT-Single"
"P53927","YNL110C","S+YLT-Single"
"P53930","YNL107W","S+YLT-Single"
"P53933","YNL094W","S+YLT-Single"
"P53934","YNL092W","S+YLT-Single"
"P53935","YNL091W","S+YLT-Single"
"P53937","YNL081C","S+YLT-Single"
"P53938","YNL080C","S+YLT-Single"
"P53941","YNL075W","S+YLT-Single"
"P53942","YNL072W","S+YLT-Single"
"P53944","YNL063W","S+YLT-Single"
"P53946","YNL059C","S+YLT-Single"
"P53949","YNL056W","S+YLT-Single"
"P53950","YNL054W","S+YLT-Single"
"P53951","YNL051W","S+YLT-Single"
"P53954","YNL048W","S+YLT-Single"
"P53959","YNL041C","S+YLT-Single"
"P53960","YNL040W","S+YLT-Single"
"P53961","YNL038W","S+YLT-Single"
"P53962","YNL035C","S+YLT-Single"
"P53965","YNL032W","S+YLT-Single"
"P53968","YNL027W","S+YLT-Single"
"P53969","YNL026W","S+YLT-Single"
"P53970","YNL024C","S+YLT-Single"
"P53972","YNL022C","S+YLT-Single"
"P53973","YNL021W","S+YLT-Single"
"P53980","YNL011C","S+YLT-Single"
"P53981","YNL010W","S+YLT-Single"
"P54000","YMR039C","S+YLT-Single"
"P54199","YDL028C","S+YLT-Single"
"P54730","YMR067C","S+YLT-Single"
"P54781","YMR015C","S+YLT-Single"
"P54783","YML086C","S+YLT-Single"
"P54784","YML065W","S+YLT-Single"
"P54787","YML097C","S+YLT-Single"
"P54790","YLL004W","S+YLT-Single"
"P54791","YPR162C","S+YLT-Single"
"P54837","YML012W","S+YLT-Single"
"P54839","YML126C","S+YLT-Single"
"P54857","YDR058C","S+YLT-Single"
"P54858","YDR068W","S+YLT-Single"
"P54860","YDL190C","S+YLT-Single"
"P54861","YLL001W","S+YLT-Single"
"P54885","YOR323C","S+YLT-Single"
"P54964","YLR059C","S+YLT-Single"
"P54999","YPR182W","S+YLT-Single"
"P57743","YLR438C-A","S+YLT-Single"
"P57744","YJR135W-A","S+YLT-Single"
"P60010","YFL039C","S+YLT-Single"
"P61829","Q0130","S+YLT-Single"
"P61830","YBR010W, YNL031C","S+YLT-Single"
"P69771","YKR035W-A","S+YLT-Single"
"P69850","YBR233W-A","S+YLT-Single"
"P69851","YDR320C-A","S+YLT-Single"
"P80210","YNL220W","S+YLT-Single"
"P80235","YAR035W","S+YLT-Single"
"P80667","YLR191W","S+YLT-Single"
"P81449","YDR322C-A","S+YLT-Single"
"P81451","YOL077W-A","S+YLT-Single"
"P87108","YHR005C-A","S+YLT-Single"
"P87275","YER093C-A","S+YLT-Single"
"P89102","YDR166C","S+YLT-Single"
"P89105","YOL145C","S+YLT-Single"
"P89886","YER007C-A","S+YLT-Single"
"Q00245","YIL118W","S+YLT-Single"
"Q00362","YGL190C","S+YLT-Single"
"Q00381","YJR058C","S+YLT-Single"
"Q00402","YDR150W","S+YLT-Single"
"Q00416","YLR430W","S+YLT-Single"
"Q00539","YHR086W","S+YLT-Single"
"Q00578","YIL143C","S+YLT-Single"
"Q00582","YML121W","S+YLT-Single"
"Q00618","YJL031C","S+YLT-Single"
"Q00684","YFR028C","S+YLT-Single"
"Q00764","YBR126C","S+YLT-Single"
"Q00772","YHR030C","S+YLT-Single"
"Q00776","YPL259C","S+YLT-Single"
"Q00816","YDR028C","S+YLT-Single"
"Q00873","YKL087C","S+YLT-Single"
"Q00916","YIL061C","S+YLT-Single"
"Q00955","YNR016C","S+YLT-Single"
"Q01080","YNL248C","S+YLT-Single"
"Q01159","YGL130W","S+YLT-Single"
"Q01163","YGL129C","S+YLT-Single"
"Q01217","YER069W","S+YLT-Single"
"Q01329","YAL043C","S+YLT-Single"
"Q01389","YJL095W","S+YLT-Single"
"Q01448","YBR215W","S+YLT-Single"
"Q01454","YPR135W","S+YLT-Single"
"Q01476","YOR124C","S+YLT-Single"
"Q01477","YER151C","S+YLT-Single"
"Q01519","YLR038C","S+YLT-Single"
"Q01532","YNL239W","S+YLT-Single"
"Q01560","YDR432W","S+YLT-Single"
"Q01590","YLR026C","S+YLT-Single"
"Q01662","YLR244C","S+YLT-Single"
"Q01846","YML104C","S+YLT-Single"
"Q01852","YIL022W","S+YLT-Single"
"Q01855","YOL040C","S+YLT-Single"
"Q01919","YOR233W","S+YLT-Single"
"Q01976","YBR111C","S+YLT-Single"
"Q02046","YKR080W","S+YLT-Single"
"Q02100","YNL167C","S+YLT-Single"
"Q02159","YMR022W","S+YLT-Single"
"Q02196","YKL001C","S+YLT-Single"
"Q02197","YEL053C","S+YLT-Single"
"Q02199","YGL172W","S+YLT-Single"
"Q02206","YKR008W","S+YLT-Single"
"Q02207","YKR009C","S+YLT-Single"
"Q02256","YIR026C","S+YLT-Single"
"Q02260","YGR074W","S+YLT-Single"
"Q02336","YDR448W","S+YLT-Single"
"Q02354","YDR449C","S+YLT-Single"
"Q02457","YPL128C","S+YLT-Single"
"Q02516","YOR358W","S+YLT-Single"
"Q02521","YOR148C","S+YLT-Single"
"Q02554","YMR240C","S+YLT-Single"
"Q02555","YMR239C","S+YLT-Single"
"Q02606","YPL014W","S+YLT-Single"
"Q02608","YPL013C","S+YLT-Single"
"Q02647","YDR424C","S+YLT-Single"
"Q02648","YPL030W","S+YLT-Single"
"Q02724","YPL020C","S+YLT-Single"
"Q02754","YPL067C","S+YLT-Single"
"Q02767","YPL065W","S+YLT-Single"
"Q02770","YPL064C","S+YLT-Single"
"Q02771","YER058W","S+YLT-Single"
"Q02772","YJR034W","S+YLT-Single"
"Q02774","YDL212W","S+YLT-Single"
"Q02775","YDR088C","S+YLT-Single"
"Q02776","YPL063W","S+YLT-Single"
"Q02783","YPL060W","S+YLT-Single"
"Q02784","YPL059W","S+YLT-Single"
"Q02792","YOR048C","S+YLT-Single"
"Q02793","YGL213C","S+YLT-Single"
"Q02795","YMR149W","S+YLT-Single"
"Q02799","YPL054W","S+YLT-Single"
"Q02804","YPL051W","S+YLT-Single"
"Q02820","YJL205C","S+YLT-Single"
"Q02821","YNL189W","S+YLT-Single"
"Q02825","YPL083C","S+YLT-Single"
"Q02863","YPL072W","S+YLT-Single"
"Q02873","YPL107W","S+YLT-Single"
"Q02883","YPL103C","S+YLT-Single"
"Q02884","YPL101W","S+YLT-Single"
"Q02888","YPL099C","S+YLT-Single"
"Q02889","YPL098C","S+YLT-Single"
"Q02890","YPL096W","S+YLT-Single"
"Q02892","YPL093W","S+YLT-Single"
"Q02895","YPL088W","S+YLT-Single"
"Q02908","YPL086C","S+YLT-Single"
"Q02931","YPL126W","S+YLT-Single"
"Q02932","YPL125W","S+YLT-Single"
"Q02933","YPL123C","S+YLT-Single"
"Q02939","YPL122C","S+YLT-Single"
"Q02948","YPL120W","S+YLT-Single"
"Q02950","YPL118W","S+YLT-Single"
"Q02959","YPL116W","S+YLT-Single"
"Q02961","YPL113C","S+YLT-Single"
"Q02979","YPL110C","S+YLT-Single"
"Q02981","YPL109C","S+YLT-Single"
"Q03012","YPL138C","S+YLT-Single"
"Q03018","YGR098C","S+YLT-Single"
"Q03034","YDR539W","S+YLT-Single"
"Q03048","YLL050C","S+YLT-Single"
"Q03067","YPL047W","S+YLT-Single"
"Q03071","YPL046C","S+YLT-Single"
"Q03079","YPL041C","S+YLT-Single"
"Q03102","YML131W","S+YLT-Single"
"Q03103","YML130C","S+YLT-Single"
"Q03104","YML128C","S+YLT-Single"
"Q03124","YML127W","S+YLT-Single"
"Q03151","YMR097C","S+YLT-Single"
"Q03153","YMR098C","S+YLT-Single"
"Q03161","YMR099C","S+YLT-Single"
"Q03162","YMR100W","S+YLT-Single"
"Q03193","YDR090C","S+YLT-Single"
"Q03195","YDR091C","S+YLT-Single"
"Q03201","YDR041W","S+YLT-Single"
"Q03212","YMR171C","S+YLT-Single"
"Q03219","YMR178W","S+YLT-Single"
"Q03246","YMR188C","S+YLT-Single"
"Q03254","YMR277W","S+YLT-Single"
"Q03262","YMR278W","S+YLT-Single"
"Q03266","YMR289W","S+YLT-Single"
"Q03280","YDR457W","S+YLT-Single"
"Q03289","YDR459C","S+YLT-Single"
"Q03290","YDR460W","S+YLT-Single"
"Q03305","YDR465C","S+YLT-Single"
"Q03308","YPL045W","S+YLT-Single"
"Q03322","YDR468C","S+YLT-Single"
"Q03323","YDR469W","S+YLT-Single"
"Q03327","YDR470C","S+YLT-Single"
"Q03330","YGR252W","S+YLT-Single"
"Q03337","YDR472W","S+YLT-Single"
"Q03338","YDR473C","S+YLT-Single"
"Q03375","YDR482C","S+YLT-Single"
"Q03388","YDR485C","S+YLT-Single"
"Q03390","YDR486C","S+YLT-Single"
"Q03406","YDR489W","S+YLT-Single"
"Q03429","YDR493W","S+YLT-Single"
"Q03435","YDL002C","S+YLT-Single"
"Q03441","YDL001W","S+YLT-Single"
"Q03455","YDR205W","S+YLT-Single"
"Q03465","YDL020C","S+YLT-Single"
"Q03496","YMR259C","S+YLT-Single"
"Q03497","YHL007C","S+YLT-Single"
"Q03503","YPR051W","S+YLT-Single"
"Q03508","YMR265C","S+YLT-Single"
"Q03516","YMR266W","S+YLT-Single"
"Q03525","YMR269W","S+YLT-Single"
"Q03529","YMR272C","S+YLT-Single"
"Q03530","YMR274C","S+YLT-Single"
"Q03532","YMR290C","S+YLT-Single"
"Q03554","YMR292W","S+YLT-Single"
"Q03557","YMR293C","S+YLT-Single"
"Q03629","YML079W","S+YLT-Single"
"Q03630","YML077W","S+YLT-Single"
"Q03631","YML076C","S+YLT-Single"
"Q03652","YMR211W","S+YLT-Single"
"Q03653","YMR212C","S+YLT-Single"
"Q03654","YMR213W","S+YLT-Single"
"Q03656","YMR216C","S+YLT-Single"
"Q03660","YMR218C","S+YLT-Single"
"Q03667","YMR002W","S+YLT-Single"
"Q03673","YMR003W","S+YLT-Single"
"Q03677","YMR009W","S+YLT-Single"
"Q03687","YMR010W","S+YLT-Single"
"Q03690","YMR012W","S+YLT-Single"
"Q03691","YMR200W","S+YLT-Single"
"Q03697","YML038C","S+YLT-Single"
"Q03702","YKL011C","S+YLT-Single"
"Q03705","YML036W","S+YLT-Single"
"Q03713","YML030W","S+YLT-Single"
"Q03722","YML020W","S+YLT-Single"
"Q03730","YML018C","S+YLT-Single"
"Q03750","YML114C","S+YLT-Single"
"Q03761","YDR145W","S+YLT-Single"
"Q03768","YDR152W","S+YLT-Single"
"Q03770","YDR160W","S+YLT-Single"
"Q03771","YDR161W","S+YLT-Single"
"Q03774","YDR165W","S+YLT-Single"
"Q03778","YDR236C","S+YLT-Single"
"Q03784","YDR246W","S+YLT-Single"
"Q03786","YDR248C","S+YLT-Single"
"Q03795","YMR155W","S+YLT-Single"
"Q03796","YMR156C","S+YLT-Single"
"Q03799","YMR158W","S+YLT-Single"
"Q03818","YMR159C","S+YLT-Single"
"Q03825","YMR164C","S+YLT-Single"
"Q03829","YMR166C","S+YLT-Single"
"Q03834","YDR097C","S+YLT-Single"
"Q03860","YDR100W","S+YLT-Single"
"Q03862","YDR101C","S+YLT-Single"
"Q03868","YDR104C","S+YLT-Single"
"Q03880","YMR123W","S+YLT-Single"
"Q03897","YDR128W","S+YLT-Single"
"Q03919","YDR139C","S+YLT-Single"
"Q03920","YDR140W","S+YLT-Single"
"Q03921","YDR141C","S+YLT-Single"
"Q03940","YDR190C","S+YLT-Single"
"Q03941","YDR196C","S+YLT-Single"
"Q03942","YDR198C","S+YLT-Single"
"Q03957","YKL139W","S+YLT-Single"
"Q03973","YDR174W","S+YLT-Single"
"Q03976","YDR175C","S+YLT-Single"
"Q03983","YDR179W-A","S+YLT-Single"
"Q04002","YDR180W","S+YLT-Single"
"Q04004","YDR183W","S+YLT-Single"
"Q04013","YMR241W","S+YLT-Single"
"Q04018","YMR244W","S+YLT-Single"
"Q04031","YDR412W","S+YLT-Single"
"Q04033","YDR415C","S+YLT-Single"
"Q04048","YDR416W","S+YLT-Single"
"Q04049","YDR419W","S+YLT-Single"
"Q04052","YDR421W","S+YLT-Single"
"Q04062","YDR427W","S+YLT-Single"
"Q04066","YDR428C","S+YLT-Single"
"Q04067","YDR429C","S+YLT-Single"
"Q04080","YDR434W","S+YLT-Single"
"Q04081","YDR435C","S+YLT-Single"
"Q04082","YDR437W","S+YLT-Single"
"Q04089","YDR440W","S+YLT-Single"
"Q04119","YDR452W","S+YLT-Single"
"Q04121","YDR456W","S+YLT-Single"
"Q04149","YDR386W","S+YLT-Single"
"Q04172","YDR393W","S+YLT-Single"
"Q04174","YOR149C","S+YLT-Single"
"Q04177","YDR398W","S+YLT-Single"
"Q04179","YDR400W","S+YLT-Single"
"Q04183","YDR407C","S+YLT-Single"
"Q04212","YMR041C","S+YLT-Single"
"Q04213","YMR044W","S+YLT-Single"
"Q04216","YMR126C","S+YLT-Single"
"Q04217","YMR128W","S+YLT-Single"
"Q04225","YMR131C","S+YLT-Single"
"Q04226","YML015C","S+YLT-Single"
"Q04235","YML005W","S+YLT-Single"
"Q04264","YMR076C","S+YLT-Single"
"Q04272","YMR077C","S+YLT-Single"
"Q04305","YMR093W","S+YLT-Single"
"Q04307","YDR045C","S+YLT-Single"
"Q04311","YDR049W","S+YLT-Single"
"Q04336","YMR196W","S+YLT-Single"
"Q04338","YMR197C","S+YLT-Single"
"Q04341","YDR031W","S+YLT-Single"
"Q04344","YDL125C","S+YLT-Single"
"Q04347","YMR014W","S+YLT-Single"
"Q04370","YMR026C","S+YLT-Single"
"Q04371","YMR027W","S+YLT-Single"
"Q04372","YMR028W","S+YLT-Single"
"Q04373","YDR496C","S+YLT-Single"
"Q04401","YDR511W","S+YLT-Single"
"Q04406","YDR512C","S+YLT-Single"
"Q04410","YDR517W","S+YLT-Single"
"Q04412","YDR524C","S+YLT-Single"
"Q04418","YDR527W","S+YLT-Single"
"Q04430","YDR531W","S+YLT-Single"
"Q04437","YMR106C","S+YLT-Single"
"Q04458","YMR110C","S+YLT-Single"
"Q04461","YMR111C","S+YLT-Single"
"Q04471","YMR114C","S+YLT-Single"
"Q04489","YML096W","S+YLT-Single"
"Q04491","YLR208W","S+YLT-Single"
"Q04493","YML094W","S+YLT-Single"
"Q04500","YML093W","S+YLT-Single"
"Q04511","YML088W","S+YLT-Single"
"Q04549","YDR106W","S+YLT-Single"
"Q04585","YDR109C","S+YLT-Single"
"Q04598","YDR115W","S+YLT-Single"
"Q04599","YDR116C","S+YLT-Single"
"Q04600","YDR117C","S+YLT-Single"
"Q04601","YDR118W","S+YLT-Single"
"Q04603","YDR121W","S+YLT-Single"
"Q04608","YDR124W","S+YLT-Single"
"Q04629","YDR126W","S+YLT-Single"
"Q04632","YML071C","S+YLT-Single"
"Q04636","YML069W","S+YLT-Single"
"Q04638","YML068W","S+YLT-Single"
"Q04651","YML067C","S+YLT-Single"
"Q04659","YMR048W","S+YLT-Single"
"Q04660","YMR049C","S+YLT-Single"
"Q04673","YLR005W","S+YLT-Single"
"Q04675","YMR059W","S+YLT-Single"
"Q04693","YML049C","S+YLT-Single"
"Q04697","YML048W","S+YLT-Single"
"Q04728","YMR062C","S+YLT-Single"
"Q04734","YMR063W","S+YLT-Single"
"Q04740","YMR234W","S+YLT-Single"
"Q04746","YMR065W","S+YLT-Single"
"Q04749","YMR068W","S+YLT-Single"
"Q04751","YMR069W","S+YLT-Single"
"Q04767","YMR071C","S+YLT-Single"
"Q04772","YMR073C","S+YLT-Single"
"Q04773","YMR074C","S+YLT-Single"
"Q04779","YMR075W","S+YLT-Single"
"Q04781","YMR247C","S+YLT-Single"
"Q04792","YMR250W","S+YLT-Single"
"Q04868","YMR312W","S+YLT-Single"
"Q04869","YMR315W","S+YLT-Single"
"Q04924","YDR221W","S+YLT-Single"
"Q04930","YDR223W","S+YLT-Single"
"Q04934","YDR229W","S+YLT-Single"
"Q04935","YDR231C","S+YLT-Single"
"Q04958","YML059C","S+YLT-Single"
"Q04969","YML055W","S+YLT-Single"
"Q04991","YMR221C","S+YLT-Single"
"Q05016","YMR226C","S+YLT-Single"
"Q05021","YMR227C","S+YLT-Single"
"Q05022","YMR229C","S+YLT-Single"
"Q05027","YMR236W","S+YLT-Single"
"Q05040","YMR029C","S+YLT-Single"
"Q05080","YMR032W","S+YLT-Single"
"Q05123","YMR033W","S+YLT-Single"
"Q05131","YMR034C","S+YLT-Single"
"Q05468","YDR333C","S+YLT-Single"
"Q05471","YDR334W","S+YLT-Single"
"Q05473","YDR336W","S+YLT-Single"
"Q05498","YDR339C","S+YLT-Single"
"Q05506","YDR341C","S+YLT-Single"
"Q05515","YDR346C","S+YLT-Single"
"Q05521","YDR284C","S+YLT-Single"
"Q05530","YDR286C","S+YLT-Single"
"Q05533","YDR287W","S+YLT-Single"
"Q05543","YDR289C","S+YLT-Single"
"Q05549","YDR291W","S+YLT-Single"
"Q05567","YDR294C","S+YLT-Single"
"Q05568","YDR265W","S+YLT-Single"
"Q05580","YDR266C","S+YLT-Single"
"Q05583","YDR267C","S+YLT-Single"
"Q05636","YDR280W","S+YLT-Single"
"Q05648","YDR282C","S+YLT-Single"
"Q05670","YMR232W","S+YLT-Single"
"Q05775","YLR192C","S+YLT-Single"
"Q05776","YLR193C","S+YLT-Single"
"Q05779","YLR201C","S+YLT-Single"
"Q05787","YLR207W","S+YLT-Single"
"Q05788","YLR209C","S+YLT-Single"
"Q05789","YLR211C","S+YLT-Single"
"Q05791","YLR215C","S+YLT-Single"
"Q05854","YLR278C","S+YLT-Single"
"Q05863","YLR281C","S+YLT-Single"
"Q05867","YLR283W","S+YLT-Single"
"Q05874","YLR285W","S+YLT-Single"
"Q05892","YLR290C","S+YLT-Single"
"Q05900","YLR298C","S+YLT-Single"
"Q05902","YLR299W","S+YLT-Single"
"Q05911","YLR359W","S+YLT-Single"
"Q05930","YLR368W","S+YLT-Single"
"Q05933","YLR370C","S+YLT-Single"
"Q05942","YLR221C","S+YLT-Single"
"Q05946","YLR222C","S+YLT-Single"
"Q05979","YLR231C","S+YLT-Single"
"Q06005","YLR239C","S+YLT-Single"
"Q06010","YLR389C","S+YLT-Single"
"Q06053","YLR401C","S+YLT-Single"
"Q06070","YLR407W","S+YLT-Single"
"Q06078","YLR409C","S+YLT-Single"
"Q06089","YPR098C","S+YLT-Single"
"Q06090","YPR100W","S+YLT-Single"
"Q06096","YPR105C","S+YLT-Single"
"Q06102","YPR107C","S+YLT-Single"
"Q06103","YPR108W","S+YLT-Single"
"Q06106","YPR112C","S+YLT-Single"
"Q06132","YLR336C","S+YLT-Single"
"Q06137","YLR345W","S+YLT-Single"
"Q06142","YLR347C","S+YLT-Single"
"Q06143","YLR348C","S+YLT-Single"
"Q06152","YLR271W","S+YLT-Single"
"Q06156","YLR272C","S+YLT-Single"
"Q06163","YLR318W","S+YLT-Single"
"Q06168","YLR321C","S+YLT-Single"
"Q06170","YLR326W","S+YLT-Single"
"Q06213","YPR168W","S+YLT-Single"
"Q06214","YPR169W","S+YLT-Single"
"Q06217","YLR275W","S+YLT-Single"
"Q06218","YLR276C","S+YLT-Single"
"Q06224","YLR277C","S+YLT-Single"
"Q06244","YLR165C","S+YLT-Single"
"Q06245","YLR166C","S+YLT-Single"
"Q06247","YLR173W","S+YLT-Single"
"Q06263","YLR181C","S+YLT-Single"
"Q06287","YLR186W","S+YLT-Single"
"Q06321","YLR189C","S+YLT-Single"
"Q06328","YDR352W","S+YLT-Single"
"Q06337","YDR359C","S+YLT-Single"
"Q06338","YDR361C","S+YLT-Single"
"Q06339","YDR362C","S+YLT-Single"
"Q06340","YDR363W","S+YLT-Single"
"Q06344","YDR365C","S+YLT-Single"
"Q06346","YDR367W","S+YLT-Single"
"Q06350","YDR371W","S+YLT-Single"
"Q06385","YDR372C","S+YLT-Single"
"Q06389","YDR373W","S+YLT-Single"
"Q06390","YDR374C","S+YLT-Single"
"Q06405","YDR377W","S+YLT-Single"
"Q06409","YLR422W","S+YLT-Single"
"Q06410","YLR423C","S+YLT-Single"
"Q06411","YLR424W","S+YLT-Single"
"Q06436","YLR427W","S+YLT-Single"
"Q06440","YLR429W","S+YLT-Single"
"Q06479","YLR352W","S+YLT-Single"
"Q06489","YPR118W","S+YLT-Single"
"Q06493","YPR125W","S+YLT-Single"
"Q06494","YPR127W","S+YLT-Single"
"Q06497","YPR128C","S+YLT-Single"
"Q06504","YPR131C","S+YLT-Single"
"Q06505","YPR133C","S+YLT-Single"
"Q06506","YPR137W","S+YLT-Single"
"Q06508","YPR139C","S+YLT-Single"
"Q06510","YPR140W","S+YLT-Single"
"Q06511","YPR143W","S+YLT-Single"
"Q06512","YPR144C","S+YLT-Single"
"Q06522","YPR147C","S+YLT-Single"
"Q06537","YPR153W","S+YLT-Single"
"Q06538","YLR241W","S+YLT-Single"
"Q06543","YLR243W","S+YLT-Single"
"Q06549","YLR245C","S+YLT-Single"
"Q06551","YLR246W","S+YLT-Single"
"Q06554","YLR247C","S+YLT-Single"
"Q06563","YLR251W","S+YLT-Single"
"Q06567","YLR253W","S+YLT-Single"
"Q06580","YPR188C","S+YLT-Single"
"Q06593","YPR194C","S+YLT-Single"
"Q06598","YPR201W","S+YLT-Single"
"Q06623","YPR179C","S+YLT-Single"
"Q06624","YPR180W","S+YLT-Single"
"Q06625","YPR184W","S+YLT-Single"
"Q06628","YPR185W","S+YLT-Single"
"Q06630","YDR296W","S+YLT-Single"
"Q06631","YDR299W","S+YLT-Single"
"Q06632","YDR301W","S+YLT-Single"
"Q06636","YDR302W","S+YLT-Single"
"Q06640","YDR306C","S+YLT-Single"
"Q06651","YDR313C","S+YLT-Single"
"Q06668","YDR316W","S+YLT-Single"
"Q06672","YLR435W","S+YLT-Single"
"Q06675","YDR318W","S+YLT-Single"
"Q06677","YDR320C","S+YLT-Single"
"Q06678","YDR322W","S+YLT-Single"
"Q06679","YDR324C","S+YLT-Single"
"Q06680","YDR325W","S+YLT-Single"
"Q06682","YDR330W","S+YLT-Single"
"Q06685","YLR410W","S+YLT-Single"
"Q06686","YLR411W","S+YLT-Single"
"Q06688","YLR412W","S+YLT-Single"
"Q06696","YLR417W","S+YLT-Single"
"Q06697","YLR418C","S+YLT-Single"
"Q06698","YLR419W","S+YLT-Single"
"Q06704","YLR309C","S+YLT-Single"
"Q06705","YLR380W","S+YLT-Single"
"Q06706","YLR384C","S+YLT-Single"
"Q06708","YLR386W","S+YLT-Single"
"Q06815","YPR079W","S+YLT-Single"
"Q06819","YPR082C","S+YLT-Single"
"Q06822","YPR085C","S+YLT-Single"
"Q06833","YPR091C","S+YLT-Single"
"Q06834","YPR093C","S+YLT-Single"
"Q06835","YPR094W","S+YLT-Single"
"Q06836","YPR095C","S+YLT-Single"
"Q06839","YPR097W","S+YLT-Single"
"Q06892","YPL188W","S+YLT-Single"
"Q06991","YLR414C","S+YLT-Single"
"Q07084","YLR006C","S+YLT-Single"
"Q07350","YDL043C","S+YLT-Single"
"Q07376","YDL054C","S+YLT-Single"
"Q07379","YDL057W","S+YLT-Single"
"Q07381","YDL060W","S+YLT-Single"
"Q07395","YDL063C","S+YLT-Single"
"Q07418","YDL065C","S+YLT-Single"
"Q07451","YDL072C","S+YLT-Single"
