"protein","Gene","Group"
"P33299","YKL145W","GroupI"
"P20095","YNR011C","GroupI"
"P40303","YOL038W","GroupI"
"P25451","YER094C","GroupI"
"P28708","YKL116C","GroupI"
"P33411","YGR006W","GroupI"
"P20053","YPR178W","GroupI"
"P32379","YGR253C","GroupI"
"P24384","YER013W","GroupI"
"P25298","YMR061W","GroupI"
"P20435","YPR187W","GroupI"
"P40422","YHR143W-A","GroupI"
"P38902","YOL005C","GroupI"
"P20434","YBR154C","GroupI"
"P38805","YHR088W","GroupI"
"P32565","YIL075C","GroupI"
"P40016","YER021W","GroupI"
"P38886","YHR200W","GroupI"
"P32496","YFR052W","GroupI"
"P32561","YNL330C","GroupI"
"Q02933","YPL123C","GroupI"
"P22276","YOR207C","GroupI"
"Q12250","YDL147W","GroupI"
"Q12377","YDL097C","GroupI"
"Q08723","YOR261C","GroupI"
"P36533","YML009C","GroupI"
"P25299","YGL044C","GroupI"
"P10964","YOR341W","GroupI"
"P22138","YPR010C","GroupI"
"P32529","YJR063W","GroupI"
"P32349","YPR190C","GroupI"
"P25441","YDL150W","GroupI"
"P39956","YER169W","GroupI"
"Q12481","YOR287C","GroupI"
"P32786","YBL014C","GroupI"
"P11745","YMR235C","GroupI"
"P32338","YGR044C","GroupI"
"P46669","YOR340C","GroupI"
"P28000","YNL113W","GroupI"
"Q12189","YOR095C","GroupI"
"P36160","YKR081C","GroupI"
"Q04598","YDR115W","GroupI"
"Q06090","YPR100W","GroupI"
"P38764","YHR027C","GroupI"
"P36121","YKR025W","GroupI"
"Q03465","YDL020C","GroupI"
"Q04062","YDR427W","GroupI"
"P32611","YEL050C","GroupI"
"P53942","YNL072W","GroupI"
"P45818","YGL171W","GroupI"
"P47076","YJL011C","GroupI"
"P43588","YFR004W","GroupI"
"P20084","YMR286W","GroupI"
"Q02685","YPL024W","GroupI"
"P40858","YJL096W","GroupI"
"Q04740","YMR234W","GroupI"
"P36159","YKR079C","GroupI"
"Q04712","YML043C","GroupI"
"P46948","YGR195W","GroupI"
"P38712","YHR065C","GroupI"
"P38792","YHR069C","GroupI"
"Q08162","YOL021C","GroupI"
"P22139","YOR210W","GroupI"
"P07703","YPR110C","GroupI"
"P46969","YJL121C","GroupI"
"Q06103","YPR108W","GroupI"
"Q06511","YPR143W","GroupI"
"P36070","YKL125W","GroupI"
"Q08285","YOL142W","GroupI"
"P40992","YJL025W","GroupI"
"P38786","YHR062C","GroupI"
"Q01855","YOL040C","GroupI"
"Q04225","YMR131C","GroupI"
"Q08746","YOR294W","GroupI"
"Q12277","YDL111C","GroupI"
"P05756","YDR064W","GroupI"
"Q12754","YPL012W","GroupI"
"Q06506","YPR137W","GroupI"
"P35178","YDR087C","GroupI"
"Q05636","YDR280W","GroupI"
"P25368","YCL031C","GroupI"
"P26783","YJR123W","GroupI"
"P13433","YFL036W","GroupI"
"P40011","YER010C","GroupI"
"P53256","YGR095C","GroupI"
"Q05022","YMR229C","GroupI"
"P48589","YOR369C","GroupI"
"P36080","YKL082C","GroupI"
"Q08774","YOR305W","GroupI"
"Q04031","YDR412W","GroupI"
"Q12149","YOR001W","GroupI"
"P38961","YDR083W","GroupI"
"P20606","YPL218W","GroupI"
"P15624","YLR060W","GroupI"
"Q08873","YOR367W","GroupI"
"Q03529","YMR272C","GroupI"
"P36047","YKL193C","GroupI"
"P32844","YIL068C","GroupI"
"P09436","YBL076C","GroupI"
"P19955","YFR049W","GroupI"
"Q04002","YDR180W","GroupI"
"P47044","YJL055W","GroupI"
"Q3E798","YLR099W-A","GroupI"
"Q04869","YMR315W","GroupI"
"Q03649","YMR210W","GroupI"
"Q03687","YMR010W","GroupI"
"Q12496","YOL098C","GroupI"
"Q12251","YPR011C","GroupI"
"Q12024","YOR272W","GroupI"
"Q06479","YLR352W","GroupI"
"P53980","YNL011C","GroupI"
"P53960","YNL040W","GroupI"
"P03881","Q0255","GroupI"
"P53729","YNR029C","GroupI"
"P53870","YNL193W","GroupI"
"Q12523","YPL247C","GroupI"
"Q08977","YPL260W","GroupI"
"Q02754","YPL067C","GroupI"
"P25639","YCR061W","GroupI"
"P53134","YGL114W","GroupI"
"Q04013","YMR241W","GroupI"
"P38765","YHR029C","GroupI"
"P40514","YIL067C","GroupI"
"P46996","YJL163C","GroupI"
"P47159","YJR124C","GroupI"
"P34248","YKL100C","GroupI"
"Q03829","YMR166C","GroupI"
"Q03629","YML079W","GroupI"
"P32843","YMR302C","GroupI"
"Q08971","YPL225W","GroupI"
"P53110","YGL159W","GroupI"
"P40560","YIL001W","GroupI"
"P53093","YGL198W","GroupI"
"Q06170","YLR326W","GroupI"
"P32795","YPR024W","GroupI"
"Q06247","YLR173W","GroupI"
"P53750","YNR064C","GroupI"
"Q99247","YOL087C","GroupI"
"Q99210","YOR111W","GroupI"
"Q12015","YOR223W","GroupI"
"Q08448","YOR059C","GroupI"
"Q12402","YPR028W","GroupI"
"Q12204","YOR022C","GroupI"
"Q02873","YPL107W","GroupI"
"Q06522","YPR147C","GroupI"
"Q06537","YPR153W","GroupI"
"Q07451","YDL072C","GroupI"
"P38740","YHL026C","GroupI"
"P38750","YHL008C","GroupI"
"P25637","YCR059C","GroupI"
"P53108","YGL161C","GroupI"
"P47048","YJL049W","GroupI"
"Q04471","YMR114C","GroupI"
"P40009","YER005W","GroupI"
"Q12012","YOR289W","GroupI"
"Q07688","YDL235C","GroupI"
"Q08954","YPL199C","GroupI"
"P40049","YER076C","GroupI"
"P43564","YFL034W","GroupI"
"P43597","YFR016C","GroupI"
"P53326","YGR266W","GroupI"
"P10356","YER152C","GroupI"
"P53273","YGR125W","GroupI"
"Q2V2P4","YIL156W-B","GroupI"
"P38775","YHR045W","GroupI"
"Q07895","YLR001C","GroupI"
"Q12177","YLL056C","GroupI"
"Q07834","YLL032C","GroupI"
"Q06493","YPR125W","GroupI"
"Q04336","YMR196W","GroupI"
"Q12486","YOR131C","GroupI"
"O13585","YPR089W","GroupI"
"Q12152","YPL150W","GroupI"
"Q12042","YPL162C","GroupI"
"Q06102","YPR107C","GroupI"
"P37263","YCR087C-A","GroupI"
"Q03722","YML020W","GroupI"
"Q04018","YMR244W","GroupI"
"Q03697","YML038C","GroupI"
"Q08743","YOR292C","GroupI"
"Q08748","YOR296W","GroupI"
"P53049","YGR281W","GroupI"
"Q02981","YPL109C","GroupI"
"Q07589","YDL144C","GroupI"
"P39994","YEL020C","GroupI"
"P39992","YEL023C","GroupI"
"P47181","YJR154W","GroupI"
"Q12288","YLR126C","GroupI"
"Q04223","YMR130W","GroupI"
"Q04773","YMR074C","GroupI"
"Q03102","YML131W","GroupI"
"Q05016","YMR226C","GroupI"
"P53723","YNR021W","GroupI"
"Q3E834","YER074W-A","GroupI"
"Q06839","YPR097W","GroupI"
"Q12139","YPR022C","GroupI"
"Q12159","YDR381W","GroupI"
"Q05530","YDR286C","GroupI"
"Q12331","YDR262W","GroupI"
"P39959","YER130C","GroupI"
"P53275","YGR127W","GroupI"
"P48236","YGR149W","GroupI"
"P38887","YHR202W","GroupI"
"P47172","YJR141W","GroupI"
"P40445","YIL166C","GroupI"
"P47131","YJR085C","GroupI"
"P36119","YKR023W","GroupI"
"P40896","YJL213W","GroupI"
"Q86ZR7","YKL033W-A","GroupI"
"P40544","YIL023C","GroupI"
"Q06698","YLR419W","GroupI"
"Q05854","YLR278C","GroupI"
"Q03508","YMR265C","GroupI"
"Q03161","YMR099C","GroupI"
"Q12275","YOR093C","GroupI"
"Q12322","YOL114C","GroupI"
"P40152","YNL217W","GroupI"
"Q08232","YOL073C","GroupI"
"Q08234","YOL075C","GroupI"
"Q06833","YPR091C","GroupI"
"Q06089","YPR098C","GroupI"
"Q12160","YPR063C","GroupI"
"Q12424","YDL206W","GroupI"
"Q04033","YDR415C","GroupI"
"P42942","YGR210C","GroupI"
"P36086","YKL071W","GroupI"
"P47085","YJR008W","GroupI"
"Q05863","YLR281C","GroupI"
"P47147","YJR110W","GroupI"
"Q08902","YOR378W","GroupI"
"Q08634","YOR238W","GroupI"
"P32939","YML001W","GroupI"
"P43599","YFR018C","GroupI"
"P53243","YGR067C","GroupI"
"P38841","YHR138C","GroupI"
"P47145","YJR107W","GroupI"
"Q3E743","YJR112W-A","GroupI"
"Q99296","YLR149C","GroupI"
"Q04299","YMR087W","GroupI"
"P38070","YBR028C","GroupI"
"Q12697","YOR291W","GroupI"
"Q03795","YMR155W","GroupI"
"Q99260","YLR262C","GroupI"
"P0C5R9","YPR170W-B","GroupI"
"P53107","YGL164C","GroupI"
"P0C074","YNL138W-A","GroupI"
"P42844","YNL310C","GroupI"
"P53735","YNR039C","GroupI"
"P53584","YNL237W","GroupI"
"P53303","YGR211W","GroupI"
"P41920","YDR002W","GroupI"
"P40517","YIL063C","GroupI"
"Q06224","YLR277C","GroupI"
"Q12324","YOR087W","GroupI"
"P34240","YKL175W","GroupI"
"P48569","YDL183C","GroupI"
"P43549","YFL054C","GroupI"
"Q03219","YMR178W","GroupI"
"Q04304","YMR090W","GroupI"
"P53981","YNL010W","GroupI"
"P32527","YGR285C","GroupI"
"Q12512","YOL154W","GroupI"
"P38355","YBR287W","GroupI"
"P38202","YBL028C","GroupI"
"P43591","YFR007W","GroupI"
"P53234","YGR053C","GroupI"
"P53265","YGR111W","GroupI"
"P39109","YDR135C","GroupI"
"P25654","YCR090C","GroupI"
"Q06640","YDR306C","GroupI"
"P53066","YGL242C","GroupI"
"P47173","YJR142W","GroupI"
"P14680","YJL141C","GroupI"
"P34220","YBL055C","GroupI"
"Q12235","YLL055W","GroupI"
"P38708","YHR020W","GroupI"
"P25351","YCR023C","GroupI"
"Q12298","YDR061W","GroupI"
"P43562","YFL040W","GroupI"
"P43590","YFR006W","GroupI"
"P25338","YGL010W","GroupI"
"P25631","YCR051W","GroupI"
"P40093","YER156C","GroupI"
"P38966","YDR089W","GroupI"
"Q04608","YDR124W","GroupI"
"P46945","YGL176C","GroupI"
"P38716","YHR112C","GroupI"
"P42840","YNL320W","GroupI"
"Q05131","YMR034C","GroupI"
"P53925","YNL115C","GroupI"
"P53878","YNL181W","GroupI"
"P53120","YGL140C","GroupI"
"P38776","YHR048W","GroupI"
"P47137","YJR096W","GroupI"
"P36087","YKL070W","GroupI"
"P40892","YJL218W","GroupI"
"P36151","YKR070W","GroupI"
"P34251","YKL107W","GroupI"
"P38430","YMR262W","GroupI"
"P53962","YNL035C","GroupI"
"Q04585","YDR109C","GroupI"
"Q2V2P5","YIL102C-A","GroupI"
"P40483","YIL108W","GroupI"
"P40566","YIR007W","GroupI"
"Q06152","YLR271W","GroupI"
"Q06409","YLR422W","GroupI"
"P38276","YBR137W","GroupI"
"Q03193","YDR090C","GroupI"
"P38829","YHR122W","GroupI"
"P53845","YNL263C","GroupI"
"P53039","YGR172C","GroupI"
"P28625","YMR152W","GroupI"
"P40586","YIR042C","GroupI"
"P47139","YJR098C","GroupI"
"P47148","YJR111C","GroupI"
"P38239","YBR062C","GroupI"
"P40004","YEL004W","GroupI"
"P00942","YDR050C","GroupI"
"Q12256","YOR273C","GroupI"
"P31688","YDR074W","GroupI"
"P15565","YDR120C","GroupI"
"Q02648","YPL030W","GroupI"
"P38793","YHR070W","GroupI"
"Q03774","YDR165W","GroupI"
"P40165","YNL200C","GroupI"
"P47149","YJR112W","GroupI"
"Q12408","YDL046W","GroupI"
"Q12200","YPL006W","GroupI"
"P33755","YBR170C","GroupI"
"P38632","YEL019C","GroupI"
"P53935","YNL091W","GroupI"
"Q12311","YPR031W","GroupI"
"Q08962","YPL211W","GroupI"
"P53920","YNL123W","GroupI"
"P38861","YHR170W","GroupI"
"P46970","YJR132W","GroupI"
"P32770","YDL167C","GroupI"
"P27476","YGR159C","GroupI"
"P47180","YJR153W","GroupI"
"P47077","YJL010C","GroupI"
"P53915","YNL129W","GroupI"
"P43124","YDL105W","GroupI"
"P38340","YBR261C","GroupI"
"P52593","YML103C","GroupI"
"P47054","YJL039C","GroupI"
"P53112","YGL153W","GroupI"
"P39108","YDR142C","GroupI"
"P32860","YKL040C","GroupI"
"P32494","YDR176W","GroupI"
"Q07896","YLR002C","GroupI"
"Q02892","YPL093W","GroupI"
"P53883","YNL175C","GroupI"
"Q99207","YDL148C","GroupI"
"P53927","YNL110C","GroupI"
"Q01560","YDR432W","GroupI"
"P37838","YPL043W","GroupI"
"P36059","YKL151C","GroupI"
"Q06512","YPR144C","GroupI"
"P25655","YCR093W","GroupI"
"P34909","YER068W","GroupI"
"P00560","YCR012W","GroupI"
"P40354","YJR062C","GroupI"
"P33331","YER009W","GroupI"
"P36161","YKR082W","GroupI"
"Q08444","YOR056C","GroupI"
"Q6Q547","YHR072W-A","GroupI"
"Q08208","YOL041C","GroupI"
"P40007","YER002W","GroupI"
"P40991","YNL061W","GroupI"
"Q12080","YPL146C","GroupI"
"Q12460","YLR197W","GroupI"
"Q12499","YOR310C","GroupI"
"Q07623","YDL213C","GroupI"
"P06100","YDL165W","GroupI"
"P40447","YIL164C","GroupI"
"P49954","YLR351C","GroupI"
"P14743","YLR195C","GroupI"
"P06102","YIL038C","GroupI"
"P53136","YGL111W","GroupI"
"P40078","YER126C","GroupI"
"P32800","YJL210W","GroupI"
"P25374","YCL017C","GroupI"
"P42841","YNL317W","GroupI"
"Q08972","YPL226W","GroupI"
"P34077","YFR002W","GroupI"
"P53081","YGL221C","GroupI"
"P25382","YCR072C","GroupI"
"P24004","YKL197C","GroupI"
"P32495","YDL208W","GroupI"
"Q04121","YDR456W","GroupI"
"P47016","YJL126W","GroupI"
"P08524","YJL167W","GroupI"
"Q12333","YOL152W","GroupI"
"Q12029","YOR271C","GroupI"
"P33892","YGL195W","GroupI"
"P43535","YFR009W","GroupI"
"P03069","YEL009C","GroupI"
"P61830","YBR010W, YNL031C","GroupI"
"P04386","YPL248C","GroupI"
"P11412","YNL241C","GroupI"
"P39012","YLR088W","GroupI"
"Q03557","YMR293C","GroupI"
"P18851","YOR212W","GroupI"
"P05373","YGL040C","GroupI"
"P04397","YBR019C","GroupI"
"P04387","YML051W","GroupI"
"P08431","YBR018C","GroupI"
"Q08193","YOL030W","GroupI"
"P18852","YJR086W","GroupI"
"P51601","YGR267C","GroupI"
"Q03330","YGR252W","GroupI"
"P16622","YOR176W","GroupI"
"P35197","YDL226C","GroupI"
"P29703","YKL019W","GroupI"
"Q08645","YOR241W","GroupI"
"P40515","YIL065C","GroupI"
"Q04991","YMR221C","GroupI"
"P38719","YHR169W","GroupI"
"P06773","YHR144C","GroupI"
"Q99321","YOR163W","GroupI"
"Q99288","YDR051C","GroupI"
"P33327","YDL215C","GroupI"
"P50264","YMR020W","GroupI"
"Q07825","YLL029W","GroupI"
"Q07540","YDL120W","GroupI"
"P31381","YAL022C","GroupI"
"P40492","YIL097W","GroupI"
"P38297","YBR179C","GroupI"
"P08432","YKL184W","GroupI"
"P13663","YDR158W","GroupI"
"P31116","YJR139C","GroupI"
"P07347","YHR013C","GroupI"
"Q04052","YDR421W","GroupI"
"P53090","YGL202W","GroupI"
"P25641","YCR068W","GroupI"
"Q03818","YMR159C","GroupI"
"P46682","YGR261C","GroupI"
"Q04728","YMR062C","GroupI"
"Q04489","YML096W","GroupI"
"P37366","YPR025C","GroupI"
"P21595","YDR402C","GroupI"
"P33307","YGL238W","GroupI"
"Q12468","YDL216C","GroupI"
"P53720","YNR015W","GroupI"
"P38877","YHR191C","GroupI"
"Q03957","YKL139W","GroupI"
"P53301","YGR189C","GroupI"
"P38930","YOR039W","GroupI"
"P47130","YJR084W","GroupI"
"P19454","YOR061W","GroupI"
"P43616","YFR044C","GroupI"
"P38149","YBR281C","GroupI"
"P49956","YMR078C","GroupI"
"P15436","YDL102W","GroupI"
"P40509","YIL076W","GroupI"
"P53622","YDL145C","GroupI"
"P27697","YGL119W","GroupI"
"P40086","YER141W","GroupI"
"P48510","YMR276W","GroupI"
"Q07560","YDL142C","GroupI"
"Q03048","YLL050C","GroupI"
"Q12289","YOR100C","GroupI"
"P19516","YPL132W","GroupI"
"Q3E731","YLL018C-A","GroupI"
"P00401","Q0045","GroupI"
"P47081","YJL003W","GroupI"
"P00420","Q0275","GroupI"
"P04037","YGL187C","GroupI"
"Q04659","YMR048W","GroupI"
"P53859","YNL232W","GroupI"
"P20486","YBR135W","GroupI"
"Q12510","YDL156W","GroupI"
"Q06156","YLR272C","GroupI"
"Q05809","YLR218C","GroupI"
"P53959","YNL041C","GroupI"
"P10614","YHR007C","GroupI"
"P46957","YJR006W","GroupI"
"P00427","YHR051W","GroupI"
"P07255","YDL067C","GroupI"
"P53600","YPL010W","GroupI"
"P00410","Q0250","GroupI"
"P39112","YMR287C","GroupI"
"Q07648","YDL219W","GroupI"
"Q06538","YLR241W","GroupI"
"P43639","YGL019W","GroupI"
"Q04149","YDR386W","GroupI"
"P23503","YNL240C","GroupI"
"P40460","YIL144W","GroupI"
"P08018","YJL128C","GroupI"
"P53259","YGR101W","GroupI"
"P38794","YHR071W","GroupI"
"P32838","YNR032W","GroupI"
"Q12006","YOL003C","GroupI"
"Q04493","YML094W","GroupI"
"P46988","YJL179W","GroupI"
"P32452","YNL316C","GroupI"
"P25297","YML123C","GroupI"
"Q06651","YDR313C","GroupI"
"P12868","YMR231W","GroupI"
"P38921","YNL003C","GroupI"
"P05066","YOR386W","GroupI"
"P53297","YGR178C","GroupI"
"P40335","YJL053W","GroupI"
"Q00618","YJL031C","GroupI"
"P20133","YPR176C","GroupI"
"P27801","YLR148W","GroupI"
"P32609","YDR323C","GroupI"
"P06738","YPR160W","GroupI"
"P34217","YBL051C","GroupI"
"P32896","YDR081C","GroupI"
"P40530","YIL042C","GroupI"
"P25646","YCR079W","GroupI"
"P25578","YCL004W","GroupI"
"P10963","YKR097W","GroupI"
"P53261","YGR103W","GroupI"
"P38126","YBR186W","GroupI"
"P40345","YNR008W","GroupI"
"P53170","YGL059W","GroupI"
"P38075","YBR035C","GroupI"
"P50085","YGR231C","GroupI"
"P17157","YPL031C","GroupI"
"P07269","YDL106C","GroupI"
"Q05568","YDR265W","GroupI"
"P48363","YGR078C","GroupI"
"P80667","YLR191W","GroupI"
"Q03289","YDR459C","GroupI"
"P38361","YBR296C","GroupI"
"P20052","YOL001W","GroupI"
"P17442","YGR233C","GroupI"
"Q03407","YDR490C","GroupI"
"P08964","YHR023W","GroupI"
"Q06389","YDR373W","GroupI"
"Q07913","YLR007W","GroupI"
"Q04958","YML059C","GroupI"
"Q03262","YMR278W","GroupI"
"P07271","YML061C","GroupI"
"P06776","YOR360C","GroupI"
"Q04264","YMR076C","GroupI"
"P17967","YCL043C","GroupI"
"Q12164","YLL023C","GroupI"
"P20604","YDL047W","GroupI"
"P38151","YBR233W","GroupI"
"P24867","YNL289W","GroupI"
"P13259","YGR202C","GroupI"
"P33767","YEL002C","GroupI"
"P36102","YKL025C","GroupI"
"P48565","YNL294C","GroupI"
"Q04430","YDR531W","GroupI"
"P32598","YER133W","GroupI"
"Q3E833","YKR095W-A","GroupI"
"Q12511","YOR090C","GroupI"
"P40459","YIL145C","GroupI"
"P29468","YKR002W","GroupI"
"P39081","YDR228C","GroupI"
"P22434","YGL248W","GroupI"
"P43558","YFL044C","GroupI"
"P32521","YIR006C","GroupI"
"P38787","YHR063C","GroupI"
"P25644","YCR077C","GroupI"
"Q12524","YLR151C","GroupI"
"P15873","YBR088C","GroupI"
"Q12033","YOR275C","GroupI"
"P25580","YCL052C","GroupI"
"P32833","YBR060C","GroupI"
"P38219","YBR025C","GroupI"
"P05150","YJL088W","GroupI"
"P37254","YNR033W","GroupI"
"P40960","YDR488C","GroupI"
"P33751","YDR538W","GroupI"
"P36147","YKR065C","GroupI"
"P41543","YJL002C","GroupI"
"P38747","YHL013C","GroupI"
"P38351","YBR279W","GroupI"
"P40035","YER053C","GroupI"
"Q06668","YDR316W","GroupI"
"Q02795","YMR149W","GroupI"
"Q03266","YMR289W","GroupI"
"P04147","YER165W","GroupI"
"P33400","YHL027W","GroupI"
"P53179","YGL045W","GroupI"
"P53010","YGL094C","GroupI"
"P08466","YJL208C","GroupI"
"P33895","YOL069W","GroupI"
"P53397","YML060W","GroupI"
"P12695","YNL071W","GroupI"
"P50874","YNL261W","GroupI"
"Q12375","YOR130C","GroupI"
"P48439","YOR085W","GroupI"
"Q04049","YDR419W","GroupI"
"P32263","YER023W","GroupI"
"P39937","YER007W","GroupI"
"P32567","YMR165C","GroupI"
"P21957","YHL020C","GroupI"
"P38122","YBR176W","GroupI"
"P54964","YLR059C","GroupI"
"Q99220","YDR057W","GroupI"
"Q08202","YOL032W","GroupI"
"Q06593","YPR194C","GroupI"
"P54791","YPR162C","GroupI"
"P38713","YHR073W","GroupI"
"P46964","YOR103C","GroupI"
"P39952","YER154W","GroupI"
"Q12447","YDR071C","GroupI"
"P06197","YPR113W","GroupI"
"Q07930","YLR016C","GroupI"
"P38336","YBR257W","GroupI"
"P40506","YIL083C","GroupI"
"P07283","YFL045C","GroupI"
"P33333","YDL052C","GroupI"
"Q12017","YOR281C","GroupI"
"P36069","YKL128C","GroupI"
"Q99216","YOR145C","GroupI"
"P38218","YBR022W","GroupI"
"Q04636","YML069W","GroupI"
"Q04004","YDR183W","GroupI"
"P46971","YJR143C","GroupI"
"P35182","YDL006W","GroupI"
"P38148","YBR276C","GroupI"
"P40012","YER014W","GroupI"
"Q05788","YLR209C","GroupI"
"P39008","YNR052C","GroupI"
"P38291","YBR167C","GroupI"
"P40164","YNL201C","GroupI"
"P19881","YDL236W","GroupI"
"P25576","YCL047C","GroupI"
"P36093","YKL043W","GroupI"
"P18898","YGL155W","GroupI"
"P38264","YBR106W","GroupI"
"Q06494","YPR127W","GroupI"
"P40961","YGR132C","GroupI"
"P53191","YGL023C","GroupI"
"P32383","YPL268W","GroupI"
"P38197","YBL036C","GroupI"
"P05375","YJR073C","GroupI"
"P14242","YNL082W","GroupI"
"Q02199","YGL172W","GroupI"
"P48837","YGR119C","GroupI"
"P19262","YDR148C","GroupI"
"P16387","YER178W","GroupI"
"P40897","YJL212C","GroupI"
"P20967","YIL125W","GroupI"
"Q08952","YPL196W","GroupI"
"P40010","YER006W","GroupI"
"P07991","YLR438W","GroupI"
"P32473","YBR221C","GroupI"
"P36023","YKR064W","GroupI"
"P39104","YNL267W","GroupI"
"Q99297","YOR222W","GroupI"
"P16451","YGR193C","GroupI"
"P36163","YKR087C","GroupI"
"P28273","YKL215C","GroupI"
"P32332","YKL120W","GroupI"
"P32336","YOR373W","GroupI"
"Q00402","YDR150W","GroupI"
"P52891","YDL116W","GroupI"
"P41812","YNL221C","GroupI"
"P07272","YLR014C","GroupI"
"P35999","YKL134C","GroupI"
"P39685","YMR129W","GroupI"
"P32345","YDR075W","GroupI"
"P38797","YHR076W","GroupI"
"P28005","YAL033W","GroupI"
"P40347","YPR073C","GroupI"
"P11491","YDR481C","GroupI"
"P53633","YNL044W","GroupI"
"Q06892","YPL188W","GroupI"
"P53835","YNL279W","GroupI"
"Q02890","YPL096W","GroupI"
"P53184","YGL037C","GroupI"
"Q12412","YOR161C","GroupI"
"P23287","YLR433C","GroupI"
"P53691","YLR216C","GroupI"
"Q12428","YPR002W","GroupI"
"P23639","YML092C","GroupI"
"P32523","YLL036C","GroupI"
"Q04119","YDR452W","GroupI"
"P38796","YHR075C","GroupI"
"Q01939","YGL048C","GroupI"
"P19736","YDL030W","GroupI"
"P40005","YEL003W","GroupI"
"Q12462","YOL147C","GroupI"
"P42836","YNL326C","GroupI"
"Q04370","YMR026C","GroupI"
"P53900","YNL153C","GroupI"
"P52553","YLR200W","GroupI"
"P27514","YNR013C","GroupI"
"Q03880","YMR123W","GroupI"
"P10363","YIR008C","GroupI"
"P20457","YKL045W","GroupI"
"Q12417","YPL151C","GroupI"
"P32264","YDR300C","GroupI"
"P40302","YMR314W","GroupI"
"P54885","YOR323C","GroupI"
"P33297","YOR117W","GroupI"
"P49704","YGR091W","GroupI"
"P38698","YHR201C","GroupI"
"P42946","YJL108C","GroupI"
"P40327","YDL007W","GroupI"
"P30656","YPR103W","GroupI"
"Q07350","YDL043C","GroupI"
"P15938","YKR086W","GroupI"
"P28004","YAL032C","GroupI"
"P34227","YBL064C","GroupI"
"P38624","YJL001W","GroupI"
"P39006","YNL169C","GroupI"
"P53043","YGR123C","GroupI"
"P53131","YGL120C","GroupI"
"P21372","YBR237W","GroupI"
"P33298","YDR394W","GroupI"
"P21242","YOR362C","GroupI"
"P23638","YGR135W","GroupI"
"P23394","YDR243C","GroupI"
"P40968","YDR364C","GroupI"
"P39682","YML046W","GroupI"
"Q03338","YDR473C","GroupI"
"P53549","YOR259C","GroupI"
"P32524","YJL203W","GroupI"
"P23724","YBL041W","GroupI"
"P31787","YGR037C","GroupI"
"Q01976","YBR111C","GroupI"
"P31383","YAL016W","GroupI"
"Q03771","YDR161W","GroupI"
"P32463","YKL192C","GroupI"
"P40433","YIL107C","GroupI"
"Q00955","YNR016C","GroupI"
"P32316","YBL015W","GroupI"
"Q02895","YPL088W","GroupI"
"Q00362","YGL190C","GroupI"
"P38903","YOR014W","GroupI"
"P47096","YJR025C","GroupI"
"P12904","YGL115W","GroupI"
"P35181","YLR170C","GroupI"
"P53068","YGL240W","GroupI"
"P37302","YBR286W","GroupI"
"P00812","YPL111W","GroupI"
"P53886","YNL172W","GroupI"
"P38207","YBL019W","GroupI"
"Q01217","YER069W","GroupI"
"Q12028","YPR029C","GroupI"
"P38065","YBL037W","GroupI"
"P36090","YKL047W","GroupI"
"P22936","YKL114C","GroupI"
"P46672","YGL105W","GroupI"
"P40024","YER036C","GroupI"
"P18544","YOL140W","GroupI"
"P15274","YML035C","GroupI"
"Q00776","YPL259C","GroupI"
"Q12157","YDL008W","GroupI"
"P47064","YJL024C","GroupI"
"Q08951","YPL195W","GroupI"
"P40351","YOR067C","GroupI"
"P21147","YGL055W","GroupI"
"P10127","YGL256W","GroupI"
"P23542","YLR027C","GroupI"
"P52910","YLR153C","GroupI"
"P15891","YCR088W","GroupI"
"P13711","YGL205W","GroupI"
"P60010","YFL039C","GroupI"
"P38090","YBR132C","GroupI"
"Q12449","YDR214W","GroupI"
"P10869","YER052C","GroupI"
"P38628","YEL058W","GroupI"
"P32794","YLR397C","GroupI"
"P38013","YLR109W","GroupI"
"P23180","YHL021C","GroupI"
"P19414","YLR304C","GroupI"
"P54783","YML086C","GroupI"
"P32459","YIR032C","GroupI"
"Q04212","YMR041C","GroupI"
"P25371","YCR011C","GroupI"
"P16661","YBR110W","GroupI"
"Q12184","YPL252C","GroupI"
"P36154","YKR074W","GroupI"
"Q12032","YOR215C","GroupI"
"P53930","YNL107W","GroupI"
"Q07716","YDL237W","GroupI"
"P46680","YMR092C","GroupI"
"P50076","YGR227W","GroupI"
"P22580","YDR242W","GroupI"
"P43636","YGL065C","GroupI"
"P38179","YBL082C","GroupI"
"Q99186","YOL062C","GroupI"
"P53730","YNR030W","GroupI"
"P25335","YIR029W","GroupI"
"P08019","YIL099W","GroupI"
"Q12440","YLR127C","GroupI"
"P53868","YNL219C","GroupI"
"Q06497","YPR128C","GroupI"
"P32629","YEL036C","GroupI"
"P47140","YJR100C","GroupI"
"P52923","YNR074C","GroupI"
"P53178","YGL047W","GroupI"
"Q12001","YOR002W","GroupI"
"Q12433","YOR023C","GroupI"
"Q12482","YPR021C","GroupI"
"P39721","YAL049C","GroupI"
"Q08548","YOR175C","GroupI"
"P40350","YPL227C","GroupI"
"P53954","YNL048W","GroupI"
"Q02336","YDR448W","GroupI"
"P38242","YBR070C","GroupI"
"P32375","YIR027C","GroupI"
"P14904","YKL103C","GroupI"
"P43548","YFL055W","GroupI"
"Q9ZZX0","Q0075","GroupI"
"P39533","YJL200C","GroupI"
"P53909","YNL141W","GroupI"
