"protein","Gene","orthogroup"
"P40098","YER182W","S+Genus-Single"
"P40099","YER183C","S+Genus-Single"
"P40100","YER185W","S+Genus-Single"
"P40101","YER186C","S+Genus-Single"
"P40102","YER187W","S+Genus-Single"
"P40103","YER188W","S+Genus-Single"
"P40107","YGL225W","S+Genus-Single"
"P40155","YNL214W","S+Genus-Single"
"P40156","YNL213C","S+Genus-Single"
"P40157","YNL212W","S+Genus-Single"
"P40159","YNL208W","S+Genus-Single"
"P40160","YNL207W","S+Genus-Single"
"P40164","YNL201C","S+Genus-Single"
"P40165","YNL200C","S+Genus-Single"
"P40169","YNL194C","S+Genus-Single"
"P40185","YIL051C","S+Genus-Single"
"P40187","YIL045W","S+Genus-Single"
"P40188","YIL057C","S+Genus-Single"
"P40202","YMR038C","S+Genus-Single"
"P40204","YFL017W-A","S+Genus-Single"
"P40206","YMR132C","S+Genus-Single"
"P40207","YMR134W","S+Genus-Single"
"P40208","YMR135C","S+Genus-Single"
"P40209","YMR136W","S+Genus-Single"
"P40210","YMR140W","S+Genus-Single"
"P40214","YMR144W","S+Genus-Single"
"P40215","YMR145C","S+Genus-Single"
"P40217","YMR146C","S+Genus-Single"
"P40218","YMR147W","S+Genus-Single"
"P40302","YMR314W","S+Genus-Single"
"P40303","YOL038W","S+Genus-Single"
"P40308","YMR313C","S+Genus-Single"
"P40309","YJL094C","S+Genus-Single"
"P40312","YNL111C","S+Genus-Single"
"P40314","YDR252W","S+Genus-Single"
"P40316","YDR113C","S+Genus-Single"
"P40317","YDR006C","S+Genus-Single"
"P40318","YIL030C","S+Genus-Single"
"P40319","YLR372W","S+Genus-Single"
"P40327","YDL007W","S+Genus-Single"
"P40328","YPL074W","S+Genus-Single"
"P40335","YJL053W","S+Genus-Single"
"P40339","YOL094C","S+Genus-Single"
"P40341","YMR089C","S+Genus-Single"
"P40342","YNR004W","S+Genus-Single"
"P40343","YNR006W","S+Genus-Single"
"P40344","YNR007C","S+Genus-Single"
"P40345","YNR008W","S+Genus-Single"
"P40347","YPR073C","S+Genus-Single"
"P40348","YJR068W","S+Genus-Single"
"P40350","YPL227C","S+Genus-Single"
"P40351","YOR067C","S+Genus-Single"
"P40352","YJR035W","S+Genus-Single"
"P40353","YOR377W","S+Genus-Single"
"P40354","YJR062C","S+Genus-Single"
"P40355","YJR061W","S+Genus-Single"
"P40357","YGR009C","S+Genus-Single"
"P40358","YJL073W","S+Genus-Single"
"P40359","YJL072C","S+Genus-Single"
"P40360","YJL071W","S+Genus-Single"
"P40361","YJL070C","S+Genus-Single"
"P40363","YJL068C","S+Genus-Single"
"P40366","YJL065C","S+Genus-Single"
"P40367","YJL062W","S+Genus-Single"
"P40395","YLR039C","S+Genus-Single"
"P40413","YJR064W","S+Genus-Single"
"P40416","YMR301C","S+Genus-Single"
"P40422","YHR143W-A","S+Genus-Single"
"P40433","YIL107C","S+Genus-Single"
"P40445","YIL166C","S+Genus-Single"
"P40447","YIL164C","S+Genus-Single"
"P40449","YIL161W","S+Genus-Single"
"P40450","YIL159W","S+Genus-Single"
"P40451","YIL158W","S+Genus-Single"
"P40452","YIL157C","S+Genus-Single"
"P40453","YIL156W","S+Genus-Single"
"P40454","YIL153W","S+Genus-Single"
"P40457","YIL149C","S+Genus-Single"
"P40458","YIL146C","S+Genus-Single"
"P40459","YIL145C","S+Genus-Single"
"P40460","YIL144W","S+Genus-Single"
"P40462","YIL137C","S+Genus-Single"
"P40463","YIL135C","S+Genus-Single"
"P40464","YIL134W","S+Genus-Single"
"P40465","YIL132C","S+Genus-Single"
"P40466","YIL131C","S+Genus-Single"
"P40467","YIL130W","S+Genus-Single"
"P40468","YIL129C","S+Genus-Single"
"P40469","YIL128W","S+Genus-Single"
"P40470","YIL127C","S+Genus-Single"
"P40471","YIL124W","S+Genus-Single"
"P40473","YIL122W","S+Genus-Single"
"P40476","YIL117C","S+Genus-Single"
"P40477","YIL115C","S+Genus-Single"
"P40478","YIL114C","S+Genus-Single"
"P40480","YIL112W","S+Genus-Single"
"P40481","YIL110W","S+Genus-Single"
"P40483","YIL108W","S+Genus-Single"
"P40484","YIL106W","S+Genus-Single"
"P40485","YIL105C","S+Genus-Single"
"P40486","YIL104C","S+Genus-Single"
"P40487","YIL103W","S+Genus-Single"
"P40489","YIL101C","S+Genus-Single"
"P40491","YIL098C","S+Genus-Single"
"P40492","YIL097W","S+Genus-Single"
"P40493","YIL096C","S+Genus-Single"
"P40494","YIL095W","S+Genus-Single"
"P40495","YIL094C","S+Genus-Single"
"P40496","YIL093C","S+Genus-Single"
"P40497","YIL092W","S+Genus-Single"
"P40498","YIL091C","S+Genus-Single"
"P40499","YIL090W","S+Genus-Single"
"P40501","YIL088C","S+Genus-Single"
"P40502","YIL087C","S+Genus-Single"
"P40508","YIL077C","S+Genus-Single"
"P40509","YIL076W","S+Genus-Single"
"P40511","YIL073C","S+Genus-Single"
"P40512","YIL071C","S+Genus-Single"
"P40513","YIL070C","S+Genus-Single"
"P40514","YIL067C","S+Genus-Single"
"P40515","YIL065C","S+Genus-Single"
"P40516","YIL064W","S+Genus-Single"
"P40520","YIL059C","S+Genus-Single"
"P40522","YIL056W","S+Genus-Single"
"P40523","YIL055C","S+Genus-Single"
"P40527","YIL048W","S+Genus-Single"
"P40528","YIL047C","S+Genus-Single"
"P40530","YIL042C","S+Genus-Single"
"P40531","YIL041W","S+Genus-Single"
"P40532","YIL040W","S+Genus-Single"
"P40533","YIL039W","S+Genus-Single"
"P40535","YIL036W","S+Genus-Single"
"P40537","YIL031W","S+Genus-Single"
"P40540","YIL027C","S+Genus-Single"
"P40541","YIL026C","S+Genus-Single"
"P40543","YIL024C","S+Genus-Single"
"P40544","YIL023C","S+Genus-Single"
"P40545","YIL020C","S+Genus-Single"
"P40546","YIL019W","S+Genus-Single"
"P40547","YIL017C","S+Genus-Single"
"P40548","YIL016W","S+Genus-Single"
"P40549","YIL014W","S+Genus-Single"
"P40552","YIL011W","S+Genus-Single"
"P40553","YIL010W","S+Genus-Single"
"P40554","YIL008W","S+Genus-Single"
"P40555","YIL007C","S+Genus-Single"
"P40556","YIL006W","S+Genus-Single"
"P40557","YIL005W","S+Genus-Single"
"P40558","YIL003W","S+Genus-Single"
"P40559","YIL002C","S+Genus-Single"
"P40560","YIL001W","S+Genus-Single"
"P40561","YIR001C","S+Genus-Single"
"P40562","YIR002C","S+Genus-Single"
"P40563","YIR003W","S+Genus-Single"
"P40564","YIR004W","S+Genus-Single"
"P40565","YIR005W","S+Genus-Single"
"P40566","YIR007W","S+Genus-Single"
"P40567","YIR009W","S+Genus-Single"
"P40568","YIR010W","S+Genus-Single"
"P40569","YIR013C","S+Genus-Single"
"P40570","YIR014W","S+Genus-Single"
"P40571","YIR015W","S+Genus-Single"
"P40572","YIR016W","S+Genus-Single"
"P40573","YIR017C","S+Genus-Single"
"P40574","YIR018W","S+Genus-Single"
"P40576","YIR024C","S+Genus-Single"
"P40577","YIR025W","S+Genus-Single"
"P40578","YIR033W","S+Genus-Single"
"P40579","YIR035C","S+Genus-Single"
"P40581","YIR037W","S+Genus-Single"
"P40582","YIR038C","S+Genus-Single"
"P40583","YIR039C","S+Genus-Single"
"P40586","YIR042C","S+Genus-Single"
"P40693","YNL002C","S+Genus-Single"
"P40825","YOR335C","S+Genus-Single"
"P40850","YNL085W","S+Genus-Single"
"P40851","YPR122W","S+Genus-Single"
"P40856","YJL098W","S+Genus-Single"
"P40892","YJL218W","S+Genus-Single"
"P40893","YJL217W","S+Genus-Single"
"P40896","YJL213W","S+Genus-Single"
"P40897","YJL212C","S+Genus-Single"
"P40917","YOR028C","S+Genus-Single"
"P40955","YJL099W","S+Genus-Single"
"P40956","YGL181W","S+Genus-Single"
"P40957","YGL086W","S+Genus-Single"
"P40958","YJL030W","S+Genus-Single"
"P40959","YMR004W","S+Genus-Single"
"P40960","YDR488C","S+Genus-Single"
"P40961","YGR132C","S+Genus-Single"
"P40962","YOR077W","S+Genus-Single"
"P40963","YMR127C","S+Genus-Single"
"P40965","YFL003C","S+Genus-Single"
"P40968","YDR364C","S+Genus-Single"
"P40970","YDR062W","S+Genus-Single"
"P40971","YDR034C","S+Genus-Single"
"P40985","YJR036C","S+Genus-Single"
"P40986","YDR182W","S+Genus-Single"
"P40987","YOR349W","S+Genus-Single"
"P40988","YMR319C","S+Genus-Single"
"P40990","YDL107W","S+Genus-Single"
"P40991","YNL061W","S+Genus-Single"
"P40992","YJL025W","S+Genus-Single"
"P40994","YOR094W","S+Genus-Single"
"P41318","YNL006W","S+Genus-Single"
"P41543","YJL002C","S+Genus-Single"
"P41544","YJL004C","S+Genus-Single"
"P41546","YFL031W","S+Genus-Single"
"P41695","YGR188C","S+Genus-Single"
"P41696","YOR113W","S+Genus-Single"
"P41697","YLR319C","S+Genus-Single"
"P41698","YLR353W","S+Genus-Single"
"P41733","YLR459W","S+Genus-Single"
"P41734","YOR126C","S+Genus-Single"
"P41735","YOR125C","S+Genus-Single"
"P41800","YLL006W","S+Genus-Single"
"P41805","YLR075W","S+Genus-Single"
"P41806","YGR105W","S+Genus-Single"
"P41807","YPR036W","S+Genus-Single"
"P41808","YPR054W","S+Genus-Single"
"P41809","YDR420W","S+Genus-Single"
"P41810","YDR238C","S+Genus-Single"
"P41811","YGL137W","S+Genus-Single"
"P41812","YNL221C","S+Genus-Single"
"P41813","YNL068C","S+Genus-Single"
"P41814","YNL062C","S+Genus-Single"
"P41817","YPL177C","S+Genus-Single"
"P41818","YMR311C","S+Genus-Single"
"P41819","YPL266W","S+Genus-Single"
"P41821","YNL291C","S+Genus-Single"
"P41832","YNL271C","S+Genus-Single"
"P41833","YGL192W","S+Genus-Single"
"P41834","YOR075W","S+Genus-Single"
"P41835","YPL214C","S+Genus-Single"
"P41895","YGR186W","S+Genus-Single"
"P41896","YGR005C","S+Genus-Single"
"P41901","YGR059W","S+Genus-Single"
"P41903","YJR019C","S+Genus-Single"
"P41909","YPL147W","S+Genus-Single"
"P41910","YDR005C","S+Genus-Single"
"P41913","YOR355W","S+Genus-Single"
"P41920","YDR002W","S+Genus-Single"
"P41940","YDL055C","S+Genus-Single"
"P41948","YNL142W","S+Genus-Single"
"P42073","YDR195W","S+Genus-Single"
"P42223","YDR351W","S+Genus-Single"
"P42826","YGR194C","S+Genus-Single"
"P42833","YNL318C","S+Genus-Single"
"P42834","YNL328C","S+Genus-Single"
"P42835","YNL327W","S+Genus-Single"
"P42836","YNL326C","S+Genus-Single"
"P42837","YNL325C","S+Genus-Single"
"P42838","YNL323W","S+Genus-Single"
"P42839","YNL321W","S+Genus-Single"
"P42841","YNL317W","S+Genus-Single"
"P42842","YNL313C","S+Genus-Single"
"P42843","YNL311C","S+Genus-Single"
"P42844","YNL310C","S+Genus-Single"
"P42845","YNL309W","S+Genus-Single"
"P42846","YNL308C","S+Genus-Single"
"P42847","YNL306W","S+Genus-Single"
"P42900","YLR139C","S+Genus-Single"
"P42933","YMR191W","S+Genus-Single"
"P42934","YGR199W","S+Genus-Single"
"P42935","YGR200C","S+Genus-Single"
"P42938","YGR205W","S+Genus-Single"
"P42939","YGR206W","S+Genus-Single"
"P42940","YGR207C","S+Genus-Single"
"P42941","YGR208W","S+Genus-Single"
"P42942","YGR210C","S+Genus-Single"
"P42943","YJL111W","S+Genus-Single"
"P42944","YJL110C","S+Genus-Single"
"P42945","YJL109C","S+Genus-Single"
"P42946","YJL108C","S+Genus-Single"
"P42948","YJL105W","S+Genus-Single"
"P42949","YJL104W","S+Genus-Single"
"P42950","YJL103C","S+Genus-Single"
"P42951","YJL100W","S+Genus-Single"
"P43123","YDL103C","S+Genus-Single"
"P43124","YDL105W","S+Genus-Single"
"P43132","YLR015W","S+Genus-Single"
"P43321","YLR147C","S+Genus-Single"
"P43497","YKL096W-A","S+Genus-Single"
"P43535","YFR009W","S+Genus-Single"
"P43548","YFL055W","S+Genus-Single"
"P43549","YFL054C","S+Genus-Single"
"P43550","YFL053W","S+Genus-Single"
"P43554","YFL049W","S+Genus-Single"
"P43555","YFL048C","S+Genus-Single"
"P43556","YFL047W","S+Genus-Single"
"P43557","YFL046W","S+Genus-Single"
"P43558","YFL044C","S+Genus-Single"
"P43560","YFL042C","S+Genus-Single"
"P43561","YFL041W","S+Genus-Single"
"P43563","YFL034C-B","S+Genus-Single"
"P43564","YFL034W","S+Genus-Single"
"P43565","YFL033C","S+Genus-Single"
"P43567","YFL030W","S+Genus-Single"
"P43571","YFL025C","S+Genus-Single"
"P43572","YFL024C","S+Genus-Single"
"P43573","YFL023W","S+Genus-Single"
"P43574","YFL021W","S+Genus-Single"
"P43577","YFL017C","S+Genus-Single"
"P43579","YFL013C","S+Genus-Single"
"P43580","YFL012W","S+Genus-Single"
"P43582","YFL010C","S+Genus-Single"
"P43583","YFL007W","S+Genus-Single"
"P43586","YFR001W","S+Genus-Single"
"P43587","YFR003C","S+Genus-Single"
"P43588","YFR004W","S+Genus-Single"
"P43589","YFR005C","S+Genus-Single"
"P43590","YFR006W","S+Genus-Single"
"P43591","YFR007W","S+Genus-Single"
"P43592","YFR008W","S+Genus-Single"
"P43593","YFR010W","S+Genus-Single"
"P43594","YFR011C","S+Genus-Single"
"P43596","YFR013W","S+Genus-Single"
"P43597","YFR016C","S+Genus-Single"
"P43599","YFR018C","S+Genus-Single"
"P43600","YFR020W","S+Genus-Single"
"P43601","YFR021W","S+Genus-Single"
"P43602","YFR022W","S+Genus-Single"
"P43604","YFR026C","S+Genus-Single"
"P43605","YFR027W","S+Genus-Single"
"P43606","YFR029W","S+Genus-Single"
"P43607","YFR032C","S+Genus-Single"
"P43609","YFR037C","S+Genus-Single"
"P43610","YFR038W","S+Genus-Single"
"P43611","YFR039C","S+Genus-Single"
"P43612","YFR040W","S+Genus-Single"
"P43613","YFR041C","S+Genus-Single"
"P43614","YFR042W","S+Genus-Single"
"P43615","YFR043C","S+Genus-Single"
"P43616","YFR044C","S+Genus-Single"
"P43617","YFR045W","S+Genus-Single"
"P43618","YFR046C","S+Genus-Single"
"P43619","YFR047C","S+Genus-Single"
"P43620","YFR048W","S+Genus-Single"
"P43621","YFR051C","S+Genus-Single"
"P43622","YFR054C","S+Genus-Single"
"P43623","YFR055W","S+Genus-Single"
"P43634","YLR098C","S+Genus-Single"
"P43635","YPR001W","S+Genus-Single"
"P43637","YGL179C","S+Genus-Single"
"P43638","YJL042W","S+Genus-Single"
"P43639","YGL019W","S+Genus-Single"
"P43682","YKL006C-A","S+Genus-Single"
"P45818","YGL171W","S+Genus-Single"
"P45819","YGL170C","S+Genus-Single"
"P45976","YJR093C","S+Genus-Single"
"P45978","YPR129W","S+Genus-Single"
"P46151","YPL023C","S+Genus-Single"
"P46367","YOR374W","S+Genus-Single"
"P46655","YGL245W","S+Genus-Single"
"P46669","YOR340C","S+Genus-Single"
"P46671","YMR052W","S+Genus-Single"
"P46672","YGL105W","S+Genus-Single"
"P46673","YJR042W","S+Genus-Single"
"P46674","YDR159W","S+Genus-Single"
"P46675","YLR045C","S+Genus-Single"
"P46676","YDR310C","S+Genus-Single"
"P46677","YGR274C","S+Genus-Single"
"P46678","YNL039W","S+Genus-Single"
"P46679","YMR053C","S+Genus-Single"
"P46680","YMR092C","S+Genus-Single"
"P46681","YDL178W","S+Genus-Single"
"P46682","YGR261C","S+Genus-Single"
"P46683","YPL239W","S+Genus-Single"
"P46943","YLR289W","S+Genus-Single"
"P46944","YDR108W","S+Genus-Single"
"P46945","YGL176C","S+Genus-Single"
"P46947","YGL174W","S+Genus-Single"
"P46948","YGR195W","S+Genus-Single"
"P46949","YGR196C","S+Genus-Single"
"P46950","YGR197C","S+Genus-Single"
"P46954","YJL089W","S+Genus-Single"
"P46955","YJL116C","S+Genus-Single"
"P46956","YJL117W","S+Genus-Single"
"P46957","YJR006W","S+Genus-Single"
"P46958","YJL146W","S+Genus-Single"
"P46959","YJL125C","S+Genus-Single"
"P46961","YPL076W","S+Genus-Single"
"P46962","YJL006C","S+Genus-Single"
"P46963","YML112W","S+Genus-Single"
"P46964","YOR103C","S+Genus-Single"
"P46965","YJR010C-A","S+Genus-Single"
"P46969","YJL121C","S+Genus-Single"
"P46970","YJR132W","S+Genus-Single"
"P46971","YJR143C","S+Genus-Single"
"P46972","YMR035W","S+Genus-Single"
"P46973","YJR055W","S+Genus-Single"
"P46974","YJR127C","S+Genus-Single"
"P46982","YJL186W","S+Genus-Single"
"P46983","YJL185C","S+Genus-Single"
"P46984","YJL184W","S+Genus-Single"
"P46985","YJL183W","S+Genus-Single"
"P46987","YJL181W","S+Genus-Single"
"P46988","YJL179W","S+Genus-Single"
"P46989","YJL178C","S+Genus-Single"
"P46992","YJL171C","S+Genus-Single"
"P46995","YJL168C","S+Genus-Single"
"P46996","YJL163C","S+Genus-Single"
"P46997","YJL162C","S+Genus-Single"
"P46998","YJL161W","S+Genus-Single"
"P46999","YJL160C","S+Genus-Single"
"P47001","YJL158C","S+Genus-Single"
"P47002","YJL156C","S+Genus-Single"
"P47005","YJL149W","S+Genus-Single"
"P47006","YJL148W","S+Genus-Single"
"P47007","YJL147C","S+Genus-Single"
"P47008","YJL145W","S+Genus-Single"
"P47009","YJL144W","S+Genus-Single"
"P47013","YJL134W","S+Genus-Single"
"P47014","YJL132W","S+Genus-Single"
"P47015","YJL131C","S+Genus-Single"
"P47016","YJL126W","S+Genus-Single"
"P47017","YJL124C","S+Genus-Single"
"P47018","YJL123C","S+Genus-Single"
"P47019","YJL122W","S+Genus-Single"
"P47025","YJL112W","S+Genus-Single"
"P47026","YJL091C","S+Genus-Single"
"P47027","YJL090C","S+Genus-Single"
"P47029","YJL084C","S+Genus-Single"
"P47030","YJL083W","S+Genus-Single"
"P47035","YJL076W","S+Genus-Single"
"P47037","YJL074C","S+Genus-Single"
"P47039","YJL060W","S+Genus-Single"
"P47040","YJL059W","S+Genus-Single"
"P47042","YJL057C","S+Genus-Single"
"P47043","YJL056C","S+Genus-Single"
"P47044","YJL055W","S+Genus-Single"
"P47045","YJL054W","S+Genus-Single"
"P47046","YJL051W","S+Genus-Single"
"P47047","YJL050W","S+Genus-Single"
"P47048","YJL049W","S+Genus-Single"
"P47049","YJL048C","S+Genus-Single"
"P47050","YJL047C","S+Genus-Single"
"P47051","YJL046W","S+Genus-Single"
"P47053","YJL043W","S+Genus-Single"
"P47054","YJL039C","S+Genus-Single"
"P47055","YJL038C","S+Genus-Single"
"P47056","YJL037W","S+Genus-Single"
"P47057","YJL036W","S+Genus-Single"
"P47058","YJL035C","S+Genus-Single"
"P47061","YJL029C","S+Genus-Single"
"P47064","YJL024C","S+Genus-Single"
"P47065","YJL023C","S+Genus-Single"
"P47068","YJL020C","S+Genus-Single"
"P47069","YJL019W","S+Genus-Single"
"P47072","YJL016W","S+Genus-Single"
"P47074","YJL013C","S+Genus-Single"
"P47075","YJL012C","S+Genus-Single"
"P47076","YJL011C","S+Genus-Single"
"P47077","YJL010C","S+Genus-Single"
"P47079","YJL008C","S+Genus-Single"
"P47080","YJL007C","S+Genus-Single"
"P47081","YJL003W","S+Genus-Single"
"P47082","YJR001W","S+Genus-Single"
"P47083","YJR002W","S+Genus-Single"
"P47084","YJR003C","S+Genus-Single"
"P47085","YJR008W","S+Genus-Single"
"P47086","YJR011C","S+Genus-Single"
"P47088","YJR013W","S+Genus-Single"
"P47089","YJR014W","S+Genus-Single"
"P47090","YJR015W","S+Genus-Single"
"P47093","YJR022W","S+Genus-Single"
"P47101","YJR030C","S+Genus-Single"
"P47103","YJR032W","S+Genus-Single"
"P47104","YJR033C","S+Genus-Single"
"P47107","YJR039W","S+Genus-Single"
"P47108","YJR041C","S+Genus-Single"
"P47110","YJR043C","S+Genus-Single"
"P47111","YJR044C","S+Genus-Single"
"P47112","YJR046W","S+Genus-Single"
"P47113","YJR053W","S+Genus-Single"
"P47114","YJR054W","S+Genus-Single"
"P47115","YJR056C","S+Genus-Single"
"P47116","YJR059W","S+Genus-Single"
"P47117","YJR065C","S+Genus-Single"
"P47118","YJR067C","S+Genus-Single"
"P47119","YJR069C","S+Genus-Single"
"P47123","YJR074W","S+Genus-Single"
"P47124","YJR075W","S+Genus-Single"
"P47125","YJR078W","S+Genus-Single"
"P47127","YJR080C","S+Genus-Single"
"P47130","YJR084W","S+Genus-Single"
"P47131","YJR085C","S+Genus-Single"
"P47133","YJR088C","S+Genus-Single"
"P47134","YJR089W","S+Genus-Single"
"P47135","YJR091C","S+Genus-Single"
"P47136","YJR092W","S+Genus-Single"
"P47137","YJR096W","S+Genus-Single"
"P47138","YJR097W","S+Genus-Single"
"P47139","YJR098C","S+Genus-Single"
"P47140","YJR100C","S+Genus-Single"
"P47141","YJR101W","S+Genus-Single"
"P47142","YJR102C","S+Genus-Single"
"P47143","YJR105W","S+Genus-Single"
"P47144","YJR106W","S+Genus-Single"
"P47147","YJR110W","S+Genus-Single"
"P47148","YJR111C","S+Genus-Single"
"P47149","YJR112W","S+Genus-Single"
"P47150","YJR113C","S+Genus-Single"
"P47152","YJR115W","S+Genus-Single"
"P47153","YJR116W","S+Genus-Single"
"P47154","YJR117W","S+Genus-Single"
"P47155","YJR118C","S+Genus-Single"
"P47156","YJR119C","S+Genus-Single"
"P47158","YJR122W","S+Genus-Single"
"P47159","YJR124C","S+Genus-Single"
"P47163","YJR129C","S+Genus-Single"
"P47164","YJR130C","S+Genus-Single"
"P47165","YJR133W","S+Genus-Single"
"P47166","YJR134C","S+Genus-Single"
"P47167","YJR135C","S+Genus-Single"
"P47168","YJR136C","S+Genus-Single"
"P47169","YJR137C","S+Genus-Single"
"P47170","YJR138W","S+Genus-Single"
"P47171","YJR140C","S+Genus-Single"
"P47172","YJR141W","S+Genus-Single"
"P47173","YJR142W","S+Genus-Single"
"P47175","YJR147W","S+Genus-Single"
"P47177","YJR149W","S+Genus-Single"
"P47180","YJR153W","S+Genus-Single"
"P47181","YJR154W","S+Genus-Single"
"P47818","YLR220W","S+Genus-Single"
"P47821","YNL025C","S+Genus-Single"
"P47822","YDR308C","S+Genus-Single"
"P47976","YDR151C","S+Genus-Single"
"P47977","YLR136C","S+Genus-Single"
"P47988","YOR337W","S+Genus-Single"
"P48016","YPR026W","S+Genus-Single"
"P48232","YNL086W","S+Genus-Single"
"P48234","YGR145W","S+Genus-Single"
"P48235","YGR146C","S+Genus-Single"
"P48236","YGR149W","S+Genus-Single"
"P48237","YGR150C","S+Genus-Single"
"P48238","YGR153W","S+Genus-Single"
"P48240","YGR158C","S+Genus-Single"
"P48353","YMR161W","S+Genus-Single"
"P48360","YDR376W","S+Genus-Single"
"P48361","YGR097W","S+Genus-Single"
"P48362","YGR187C","S+Genus-Single"
"P48363","YGR078C","S+Genus-Single"
"P48365","YDL234C","S+Genus-Single"
"P48439","YOR085W","S+Genus-Single"
"P48445","YDL141W","S+Genus-Single"
"P48510","YMR276W","S+Genus-Single"
"P48525","YOL033W","S+Genus-Single"
"P48526","YPL040C","S+Genus-Single"
"P48558","YNL305C","S+Genus-Single"
"P48559","YNL304W","S+Genus-Single"
"P48562","YNL298W","S+Genus-Single"
"P48563","YNL297C","S+Genus-Single"
"P48564","YNL295W","S+Genus-Single"
"P48565","YNL294C","S+Genus-Single"
"P48566","YNL293W","S+Genus-Single"
"P48567","YNL292W","S+Genus-Single"
"P48568","YDL186W","S+Genus-Single"
"P48569","YDL183C","S+Genus-Single"
"P48581","YOR368W","S+Genus-Single"
"P48589","YOR369C","S+Genus-Single"
"P48743","YLR176C","S+Genus-Single"
"P48836","YHR039C-A","S+Genus-Single"
"P48837","YGR119C","S+Genus-Single"
"P49017","YML110C","S+Genus-Single"
"P49095","YMR189W","S+Genus-Single"
"P49166","YLR185W","S+Genus-Single"
"P49167","YLR325C","S+Genus-Single"
"P49334","YNL131W","S+Genus-Single"
"P49367","YDR234W","S+Genus-Single"
"P49435","YML022W","S+Genus-Single"
"P49573","YPR124W","S+Genus-Single"
"P49686","YDR192C","S+Genus-Single"
"P49687","YGL092W","S+Genus-Single"
"P49704","YGR091W","S+Genus-Single"
"P49723","YGR180C","S+Genus-Single"
"P49775","YDR305C","S+Genus-Single"
"P49954","YLR351C","S+Genus-Single"
"P49955","YMR288W","S+Genus-Single"
"P49956","YMR078C","S+Genus-Single"
"P49957","YML014W","S+Genus-Single"
"P49960","YMR268C","S+Genus-Single"
"P50076","YGR227W","S+Genus-Single"
"P50077","YGR217W","S+Genus-Single"
"P50079","YGR223C","S+Genus-Single"
"P50080","YGR224W","S+Genus-Single"
"P50082","YGR225W","S+Genus-Single"
"P50084","YGR230W","S+Genus-Single"
"P50085","YGR231C","S+Genus-Single"
"P50086","YGR232W","S+Genus-Single"
"P50087","YGR235C","S+Genus-Single"
"P50088","YGR236C","S+Genus-Single"
"P50089","YGR237C","S+Genus-Single"
"P50090","YGR238C","S+Genus-Single"
"P50091","YGR239C","S+Genus-Single"
"P50101","YMR304W","S+Genus-Single"
"P50102","YMR223W","S+Genus-Single"
"P50104","YMR019W","S+Genus-Single"
"P50105","YMR005W","S+Genus-Single"
"P50106","YDR156W","S+Genus-Single"
"P50107","YML004C","S+Genus-Single"
"P50108","YDR245W","S+Genus-Single"
"P50109","YML017W","S+Genus-Single"
"P50110","YMR060C","S+Genus-Single"
"P50111","YMR273C","S+Genus-Single"
"P50112","YDL049C","S+Genus-Single"
"P50113","YGL154C","S+Genus-Single"
"P50263","YMR175W","S+Genus-Single"
"P50264","YMR020W","S+Genus-Single"
"P50273","YDR350C","S+Genus-Single"
"P50275","YOR058C","S+Genus-Single"
"P50276","YGR055W","S+Genus-Single"
"P50277","YNR058W","S+Genus-Single"
"P50278","YNR034W","S+Genus-Single"
"P50623","YDL064W","S+Genus-Single"
"P50861","YOL143C","S+Genus-Single"
"P50873","YDL079C","S+Genus-Single"
"P50874","YNL261W","S+Genus-Single"
"P50875","YOL148C","S+Genus-Single"
"P50896","YDR505C","S+Genus-Single"
"P50944","YNL101W","S+Genus-Single"
"P50945","YNL100W","S+Genus-Single"
"P50946","YNL099C","S+Genus-Single"
"P50947","YNL097C","S+Genus-Single"
"P51402","YDR500C","S+Genus-Single"
"P51534","YOR035C","S+Genus-Single"
"P51601","YGR267C","S+Genus-Single"
"P51979","YGL251C","S+Genus-Single"
"P51996","YGL210W","S+Genus-Single"
"P51998","YML025C","S+Genus-Single"
"P52286","YDR328C","S+Genus-Single"
"P52488","YDR390C","S+Genus-Single"
"P52490","YDR092W","S+Genus-Single"
"P52491","YLR306W","S+Genus-Single"
"P52492","YOR339C","S+Genus-Single"
"P52553","YLR200W","S+Genus-Single"
"P52593","YML103C","S+Genus-Single"
"P52868","YGL128C","S+Genus-Single"
"P52870","YER087C-B","S+Genus-Single"
"P52871","YER019C-A","S+Genus-Single"
"P52892","YDR111C","S+Genus-Single"
"P52893","YLR089C","S+Genus-Single"
"P52910","YLR153C","S+Genus-Single"
"P52911","YDR261C","S+Genus-Single"
"P52917","YPR173C","S+Genus-Single"
"P52918","YDR335W","S+Genus-Single"
"P52919","YLR457C","S+Genus-Single"
"P52920","YGL091C","S+Genus-Single"
"P52923","YNR074C","S+Genus-Single"
"P52960","YOR363C","S+Genus-Single"
"P53008","YGL027C","S+Genus-Single"
"P53009","YGL083W","S+Genus-Single"
"P53010","YGL094C","S+Genus-Single"
"P53011","YGL100W","S+Genus-Single"
"P53012","YGL126W","S+Genus-Single"
"P53032","YGL162W","S+Genus-Single"
"P53036","YGL229C","S+Genus-Single"
"P53037","YGR170W","S+Genus-Single"
"P53040","YGL112C","S+Genus-Single"
"P53043","YGR123C","S+Genus-Single"
"P53044","YGR048W","S+Genus-Single"
"P53045","YGR060W","S+Genus-Single"
"P53047","YGR213C","S+Genus-Single"
"P53048","YGR289C","S+Genus-Single"
