"protein","Gene","Group"
"P48510","YMR276W","GroupI"
"Q07560","YDL142C","GroupI"
"Q03048","YLL050C","GroupI"
"Q12289","YOR100C","GroupI"
"P19516","YPL132W","GroupI"
"Q3E731","YLL018C-A","GroupI"
"P00401","Q0045","GroupI"
"P47081","YJL003W","GroupI"
"P00420","Q0275","GroupI"
"P04037","YGL187C","GroupI"
"Q04659","YMR048W","GroupI"
"P53859","YNL232W","GroupI"
"P20486","YBR135W","GroupI"
"Q12510","YDL156W","GroupI"
"Q06156","YLR272C","GroupI"
"Q05809","YLR218C","GroupI"
"P53959","YNL041C","GroupI"
"P10614","YHR007C","GroupI"
"P46957","YJR006W","GroupI"
"P00427","YHR051W","GroupI"
"P07255","YDL067C","GroupI"
"P53600","YPL010W","GroupI"
"P00410","Q0250","GroupI"
"P39112","YMR287C","GroupI"
"Q07648","YDL219W","GroupI"
"Q06538","YLR241W","GroupI"
"P43639","YGL019W","GroupI"
"Q04149","YDR386W","GroupI"
"P23503","YNL240C","GroupI"
"P40460","YIL144W","GroupI"
"P08018","YJL128C","GroupI"
"P53259","YGR101W","GroupI"
"P38794","YHR071W","GroupI"
"P32838","YNR032W","GroupI"
"Q12006","YOL003C","GroupI"
"Q04493","YML094W","GroupI"
"P46988","YJL179W","GroupI"
"P32452","YNL316C","GroupI"
"P25297","YML123C","GroupI"
"Q06651","YDR313C","GroupI"
"P12868","YMR231W","GroupI"
"P38921","YNL003C","GroupI"
"P05066","YOR386W","GroupI"
"P53297","YGR178C","GroupI"
"P40335","YJL053W","GroupI"
"Q00618","YJL031C","GroupI"
"P20133","YPR176C","GroupI"
"P27801","YLR148W","GroupI"
"P32609","YDR323C","GroupI"
"P06738","YPR160W","GroupI"
"P34217","YBL051C","GroupI"
"P32896","YDR081C","GroupI"
"P40530","YIL042C","GroupI"
"P25646","YCR079W","GroupI"
"P25578","YCL004W","GroupI"
"P10963","YKR097W","GroupI"
"P53261","YGR103W","GroupI"
"P38126","YBR186W","GroupI"
"P40345","YNR008W","GroupI"
"P53170","YGL059W","GroupI"
"P38075","YBR035C","GroupI"
"P50085","YGR231C","GroupI"
"P17157","YPL031C","GroupI"
"P07269","YDL106C","GroupI"
"Q05568","YDR265W","GroupI"
"P48363","YGR078C","GroupI"
"P80667","YLR191W","GroupI"
"Q03289","YDR459C","GroupI"
"P38361","YBR296C","GroupI"
"P20052","YOL001W","GroupI"
"P17442","YGR233C","GroupI"
"P08964","YHR023W","GroupI"
"Q06389","YDR373W","GroupI"
"Q07913","YLR007W","GroupI"
"Q04958","YML059C","GroupI"
"Q03262","YMR278W","GroupI"
"P07271","YML061C","GroupI"
"P06776","YOR360C","GroupI"
"Q04264","YMR076C","GroupI"
"Q12164","YLL023C","GroupI"
"P20604","YDL047W","GroupI"
"P38151","YBR233W","GroupI"
"P24867","YNL289W","GroupI"
"P13259","YGR202C","GroupI"
"P33767","YEL002C","GroupI"
"P36102","YKL025C","GroupI"
"P48565","YNL294C","GroupI"
"Q04430","YDR531W","GroupI"
"P32598","YER133W","GroupI"
"Q3E833","YKR095W-A","GroupI"
"Q12511","YOR090C","GroupI"
"P40459","YIL145C","GroupI"
"P29468","YKR002W","GroupI"
"P39081","YDR228C","GroupI"
"P22434","YGL248W","GroupI"
"P43558","YFL044C","GroupI"
"P32521","YIR006C","GroupI"
"P38787","YHR063C","GroupI"
"P25644","YCR077C","GroupI"
"Q12524","YLR151C","GroupI"
"P15873","YBR088C","GroupI"
"Q12033","YOR275C","GroupI"
"P25580","YCL052C","GroupI"
"P32833","YBR060C","GroupI"
"P38219","YBR025C","GroupI"
"P05150","YJL088W","GroupI"
"P37254","YNR033W","GroupI"
"P40960","YDR488C","GroupI"
"P33751","YDR538W","GroupI"
"P36147","YKR065C","GroupI"
"P41543","YJL002C","GroupI"
"P38747","YHL013C","GroupI"
"P38351","YBR279W","GroupI"
"P40035","YER053C","GroupI"
"Q06668","YDR316W","GroupI"
"Q02795","YMR149W","GroupI"
"Q03266","YMR289W","GroupI"
"P04147","YER165W","GroupI"
"P33400","YHL027W","GroupI"
"P53179","YGL045W","GroupI"
"P53010","YGL094C","GroupI"
"P08466","YJL208C","GroupI"
"P33895","YOL069W","GroupI"
"P53397","YML060W","GroupI"
"P12695","YNL071W","GroupI"
"P50874","YNL261W","GroupI"
"Q12375","YOR130C","GroupI"
"P48439","YOR085W","GroupI"
"Q04049","YDR419W","GroupI"
"P32263","YER023W","GroupI"
"P39937","YER007W","GroupI"
"P32567","YMR165C","GroupI"
"P21957","YHL020C","GroupI"
"P38122","YBR176W","GroupI"
"P54964","YLR059C","GroupI"
"Q99220","YDR057W","GroupI"
"Q08202","YOL032W","GroupI"
"Q06593","YPR194C","GroupI"
"P38713","YHR073W","GroupI"
"P46964","YOR103C","GroupI"
"P39952","YER154W","GroupI"
"Q12447","YDR071C","GroupI"
"P06197","YPR113W","GroupI"
"Q07930","YLR016C","GroupI"
"P38336","YBR257W","GroupI"
"P40506","YIL083C","GroupI"
"P07283","YFL045C","GroupI"
"P33333","YDL052C","GroupI"
"Q12017","YOR281C","GroupI"
"P36069","YKL128C","GroupI"
"Q99216","YOR145C","GroupI"
"P38218","YBR022W","GroupI"
"Q04636","YML069W","GroupI"
"Q04004","YDR183W","GroupI"
"P46971","YJR143C","GroupI"
"P35182","YDL006W","GroupI"
"P38148","YBR276C","GroupI"
"P40012","YER014W","GroupI"
"Q05788","YLR209C","GroupI"
"P39008","YNR052C","GroupI"
"P38291","YBR167C","GroupI"
"P40164","YNL201C","GroupI"
"P19881","YDL236W","GroupI"
"P25576","YCL047C","GroupI"
"P18898","YGL155W","GroupI"
"P38264","YBR106W","GroupI"
"Q06494","YPR127W","GroupI"
"P40961","YGR132C","GroupI"
"P53191","YGL023C","GroupI"
"P32383","YPL268W","GroupI"
"P38197","YBL036C","GroupI"
"P05375","YJR073C","GroupI"
"P14242","YNL082W","GroupI"
"Q02199","YGL172W","GroupI"
"P48837","YGR119C","GroupI"
"P19262","YDR148C","GroupI"
"P16387","YER178W","GroupI"
"P40897","YJL212C","GroupI"
"P20967","YIL125W","GroupI"
"Q08952","YPL196W","GroupI"
"P40010","YER006W","GroupI"
"P07991","YLR438W","GroupI"
"P32473","YBR221C","GroupI"
"P36023","YKR064W","GroupI"
"P39104","YNL267W","GroupI"
"P16451","YGR193C","GroupI"
"P36163","YKR087C","GroupI"
"P28273","YKL215C","GroupI"
"P32332","YKL120W","GroupI"
"P32336","YOR373W","GroupI"
"Q00402","YDR150W","GroupI"
"P52891","YDL116W","GroupI"
"P41812","YNL221C","GroupI"
"P07272","YLR014C","GroupI"
"P35999","YKL134C","GroupI"
"P39685","YMR129W","GroupI"
"P32345","YDR075W","GroupI"
"P38797","YHR076W","GroupI"
"P28005","YAL033W","GroupI"
"P40347","YPR073C","GroupI"
"P11491","YDR481C","GroupI"
"P53633","YNL044W","GroupI"
"Q06892","YPL188W","GroupI"
"P53835","YNL279W","GroupI"
"Q02890","YPL096W","GroupI"
"P53184","YGL037C","GroupI"
"Q12412","YOR161C","GroupI"
"P53691","YLR216C","GroupI"
"Q12428","YPR002W","GroupI"
"P23639","YML092C","GroupI"
"P32523","YLL036C","GroupI"
"Q04119","YDR452W","GroupI"
"P38796","YHR075C","GroupI"
"Q01939","YGL048C","GroupI"
"P19736","YDL030W","GroupI"
"P40005","YEL003W","GroupI"
"Q12462","YOL147C","GroupI"
"P42836","YNL326C","GroupI"
"Q04370","YMR026C","GroupI"
"P53900","YNL153C","GroupI"
"P52553","YLR200W","GroupI"
"P27514","YNR013C","GroupI"
"Q03880","YMR123W","GroupI"
"P10363","YIR008C","GroupI"
"P20457","YKL045W","GroupI"
"Q12417","YPL151C","GroupI"
"P40302","YMR314W","GroupI"
"P54885","YOR323C","GroupI"
"P33297","YOR117W","GroupI"
"P49704","YGR091W","GroupI"
"P38698","YHR201C","GroupI"
"P42946","YJL108C","GroupI"
"P40327","YDL007W","GroupI"
"P30656","YPR103W","GroupI"
"Q07350","YDL043C","GroupI"
"P15938","YKR086W","GroupI"
"P28004","YAL032C","GroupI"
"P34227","YBL064C","GroupI"
"P38624","YJL001W","GroupI"
"P39006","YNL169C","GroupI"
"P53043","YGR123C","GroupI"
"P53131","YGL120C","GroupI"
"P21372","YBR237W","GroupI"
"P33298","YDR394W","GroupI"
"P21242","YOR362C","GroupI"
"P23638","YGR135W","GroupI"
"P23394","YDR243C","GroupI"
"P40968","YDR364C","GroupI"
"P39682","YML046W","GroupI"
"Q03338","YDR473C","GroupI"
"P53549","YOR259C","GroupI"
"P32524","YJL203W","GroupI"
"P23724","YBL041W","GroupI"
"P31787","YGR037C","GroupI"
"Q01976","YBR111C","GroupI"
"P31383","YAL016W","GroupI"
"Q03771","YDR161W","GroupI"
"P32463","YKL192C","GroupI"
"P40433","YIL107C","GroupI"
"P32316","YBL015W","GroupI"
"Q02895","YPL088W","GroupI"
"Q00362","YGL190C","GroupI"
"P38903","YOR014W","GroupI"
"P47096","YJR025C","GroupI"
"P12904","YGL115W","GroupI"
"P35181","YLR170C","GroupI"
"P53068","YGL240W","GroupI"
"P37302","YBR286W","GroupI"
"P00812","YPL111W","GroupI"
"P53886","YNL172W","GroupI"
"P38207","YBL019W","GroupI"
"Q01217","YER069W","GroupI"
"Q12028","YPR029C","GroupI"
"P38065","YBL037W","GroupI"
"P36090","YKL047W","GroupI"
"P22936","YKL114C","GroupI"
"P46672","YGL105W","GroupI"
"P40024","YER036C","GroupI"
"P18544","YOL140W","GroupI"
"P15274","YML035C","GroupI"
"Q00776","YPL259C","GroupI"
"Q12157","YDL008W","GroupI"
"P47064","YJL024C","GroupI"
"Q08951","YPL195W","GroupI"
"P40351","YOR067C","GroupI"
"P21147","YGL055W","GroupI"
"P10127","YGL256W","GroupI"
"P23542","YLR027C","GroupI"
"P52910","YLR153C","GroupI"
"P15891","YCR088W","GroupI"
"P13711","YGL205W","GroupI"
"P60010","YFL039C","GroupI"
"P38090","YBR132C","GroupI"
"Q12449","YDR214W","GroupI"
"P10869","YER052C","GroupI"
"P38628","YEL058W","GroupI"
"P32794","YLR397C","GroupI"
"P38013","YLR109W","GroupI"
"P23180","YHL021C","GroupI"
"P19414","YLR304C","GroupI"
"P54783","YML086C","GroupI"
"P32459","YIR032C","GroupI"
"Q04212","YMR041C","GroupI"
"P16661","YBR110W","GroupI"
"Q12184","YPL252C","GroupI"
"P36154","YKR074W","GroupI"
"Q12032","YOR215C","GroupI"
"P53930","YNL107W","GroupI"
"Q07716","YDL237W","GroupI"
"P46680","YMR092C","GroupI"
"P50076","YGR227W","GroupI"
"P22580","YDR242W","GroupI"
"P43636","YGL065C","GroupI"
"P38179","YBL082C","GroupI"
"Q99186","YOL062C","GroupI"
"P53730","YNR030W","GroupI"
"P25335","YIR029W","GroupI"
"P08019","YIL099W","GroupI"
"Q12440","YLR127C","GroupI"
"P53868","YNL219C","GroupI"
"Q06497","YPR128C","GroupI"
"P32629","YEL036C","GroupI"
"P47140","YJR100C","GroupI"
"P52923","YNR074C","GroupI"
"P53178","YGL047W","GroupI"
"Q12001","YOR002W","GroupI"
"Q12433","YOR023C","GroupI"
"Q12482","YPR021C","GroupI"
"P39721","YAL049C","GroupI"
"Q08548","YOR175C","GroupI"
"P40350","YPL227C","GroupI"
"P53954","YNL048W","GroupI"
"Q02336","YDR448W","GroupI"
"P38242","YBR070C","GroupI"
"P32375","YIR027C","GroupI"
"P14904","YKL103C","GroupI"
"P43548","YFL055W","GroupI"
"Q9ZZX0","Q0075","GroupI"
"P39533","YJL200C","GroupI"
"P53909","YNL141W","GroupI"
"P43567","YFL030W","GroupI"
"P14540","YKL060C","GroupI"
"P40053","YER080W","GroupI"
"P32317","YEL052W","GroupI"
"Q04412","YDR524C","GroupI"
"P40529","YIL044C","GroupI"
"P47143","YJR105W","GroupI"
"P48360","YDR376W","GroupI"
"Q12156","YDR063W","GroupI"
"P47177","YJR149W","GroupI"
"Q08641","YOR239W","GroupI"
"Q02804","YPL051W","GroupI"
"P81450","YML081C-A","GroupI"
"P00854","Q0085","GroupI"
"P40986","YDR182W","GroupI"
"P22768","YOL058W","GroupI"
"P39524","YAL026C","GroupI"
"Q06410","YLR423C","GroupI"
"P25568","YCL038C","GroupI"
"P53104","YGL180W","GroupI"
"P40344","YNR007C","GroupI"
"Q12380","YPL149W","GroupI"
"P38862","YHR171W","GroupI"
"P40994","YOR094W","GroupI"
"P47117","YJR065C","GroupI"
"P80428","YJL081C","GroupI"
"P40518","YIL062C","GroupI"
"P39986","YEL031W","GroupI"
"P40527","YIL048W","GroupI"
"Q12527","YPR049C","GroupI"
"Q06628","YPR185W","GroupI"
"P38316","YBR217W","GroupI"
"Q12092","YPL166W","GroupI"
"Q06321","YLR189C","GroupI"
"P53855","YNL242W","GroupI"
"P53867","YNL223W","GroupI"
"P00431","YKR066C","GroupI"
"P48016","YPR026W","GroupI"
"P40416","YMR301C","GroupI"
"P38110","YBL088C","GroupI"
"P18496","YLR393W","GroupI"
"P32453","YNL315C","GroupI"
"Q12349","YLR295C","GroupI"
"P50275","YOR058C","GroupI"
"P35734","YKL052C","GroupI"
"P50077","YGR217W","GroupI"
"P13586","YGL167C","GroupI"
"P16639","YGL017W","GroupI"
"P28795","YDR329C","GroupI"
"Q12181","YPR048W","GroupI"
"P36052","YKL162C","GroupI"
"P38798","YHR077C","GroupI"
"P39744","YOR206W","GroupI"
"P53742","YNR053C","GroupI"
"P48234","YGR145W","GroupI"
"P38742","YHL023C","GroupI"
"P39683","YOR209C","GroupI"
"P53617","YNL251C","GroupI"
"Q07418","YDL065C","GroupI"
"Q03370","YDR479C","GroupI"
"P33760","YNL329C","GroupI"
"P39923","YEL062W","GroupI"
"P53164","YGL067W","GroupI"
"P14907","YJL041W","GroupI"
"P07244","YGL234W","GroupI"
"P21264","YOR128C","GroupI"
"P07275","YHR037W","GroupI"
"P25502","YKL015W","GroupI"
"P38972","YGR061C","GroupI"
"P04046","YMR300C","GroupI"
"P21304","YLR196W","GroupI"
"P25635","YCR057C","GroupI"
"P80210","YNL220W","GroupI"
"P49167","YLR325C","GroupI"
"P07259","YJL130C","GroupI"
"P38958","YDR079W","GroupI"
"P38876","YHR189W","GroupI"
"Q12461","YPL152W","GroupI"
"Q12146","YOL146W","GroupI"
"P36010","YKL067W","GroupI"
"P38830","YHR124W","GroupI"
"P38757","YHR004C","GroupI"
"Q08959","YPL206C","GroupI"
"Q02771","YER058W","GroupI"
"P32588","YNL016W","GroupI"
"Q05911","YLR359W","GroupI"
"P08456","YER026C","GroupI"
"P32606","YOR017W","GroupI"
"Q02772","YJR034W","GroupI"
"P40454","YIL153W","GroupI"
"Q06991","YLR414C","GroupI"
"P38061","YBL092W","GroupI"
"Q08647","YOR243C","GroupI"
"P09368","YLR142W","GroupI"
"P31115","YFL001W","GroupI"
"Q02256","YIR026C","GroupI"
"P36166","YKR090W","GroupI"
"P25454","YER095W","GroupII"
"P06781","YNL090W","GroupII"
"P36534","YPL173W","GroupII"
"P06780","YPR165W","GroupII"
"P40395","YLR039C","GroupII"
"P40511","YIL073C","GroupII"
"Q03770","YDR160W","GroupII"
"P50104","YMR019W","GroupII"
"P06843","YER161C","GroupII"
"P32342","YKL122C","GroupII"
"Q08646","YOR242C","GroupII"
"P38931","YDR443C","GroupII"
"P47002","YJL156C","GroupII"
"P31377","YAL014C","GroupII"
"P38123","YBR175W","GroupII"
"Q3E784","YER180C-A","GroupII"
"P42933","YMR191W","GroupII"
"P31376","YAL011W","GroupII"
"P38326","YBR231C","GroupII"
"P22216","YPL153C","GroupII"
"P43606","YFR029W","GroupII"
"P32522","YLR067C","GroupII"
"P53207","YGR013W","GroupII"
"Q03067","YPL047W","GroupII"
"P34758","YOR329C","GroupII"
"Q02100","YNL167C","GroupII"
"P36048","YKL173W","GroupII"
"P53251","YGR081C","GroupII"
"P54999","YPR182W","GroupII"
"P40072","YER116C","GroupII"
"P43589","YFR005C","GroupII"
"P53012","YGL126W","GroupII"
"Q08490","YOR073W","GroupII"
"P28791","YDR498C","GroupII"
"P39742","YLR292C","GroupII"
"P03877","Q0060","GroupII"
"P07560","YFL005W","GroupII"
"P22470","YDR143C","GroupII"
"P38165","YBL103C","GroupII"
"P34228","YBL066C","GroupII"
"Q04969","YML055W","GroupII"
"P32917","YDR103W","GroupII"
"Q02793","YGL213C","GroupII"
"P09937","YOR313C","GroupII"
"P38904","YDR464W","GroupII"
"Q06688","YLR412W","GroupII"
"P53304","YGR212W","GroupII"
"P38985","YDL092W","GroupII"
"P13856","YGR152C","GroupII"
"P32607","YOL067C","GroupII"
"P46674","YDR159W","GroupII"
"P17558","YOR158W","GroupII"
"P50105","YMR005W","GroupII"
"Q08921","YPL180W","GroupII"
"P40045","YER071C","GroupII"
"Q06563","YLR251W","GroupII"
"P40040","YER063W","GroupII"
"P40308","YMR313C","GroupII"
"P36162","YKR083C","GroupII"
"Q12084","YDR020C","GroupII"
"Q05080","YMR032W","GroupII"
"Q12517","YOL149W","GroupII"
"P26309","YGL116W","GroupII"
"P38813","YHR101C","GroupII"
"P39960","YER155C","GroupII"
"Q07660","YDL231C","GroupII"
"P34233","YKL185W","GroupII"
"P40987","YOR349W","GroupII"
"P39103","YML129C","GroupII"
"P46946","YGL175C","GroupII"
"P25355","YCR054C","GroupII"
"P49573","YPR124W","GroupII"
"Q02770","YPL064C","GroupII"
"P53202","YGR003W","GroupII"
"P46962","YJL006C","GroupII"
"Q07897","YLR003C","GroupII"
"P08004","YNL192W","GroupII"
"P39110","YMR138W","GroupII"
"P14180","YBR038W","GroupII"
"P40019","YER030W","GroupII"
"P06115","YGR088W","GroupII"
"Q06675","YDR318W","GroupII"
"Q04601","YDR118W","GroupII"
"Q08683","YOR249C","GroupII"
"P43573","YFL023W","GroupII"
"P25558","YCL014W","GroupII"
"P15202","YDR256C","GroupII"
"Q12018","YDL132W","GroupII"
"P00729","YMR297W","GroupII"
"P25583","YCL055W","GroupII"
"P06245","YPL203W","GroupII"
"P32767","YGL016W","GroupII"
"P32570","YBR253W","GroupII"
"Q06630","YDR296W","GroupII"
"P17260","YNL322C","GroupII"
"P32806","YJL044C","GroupII"
"Q08227","YOL065C","GroupII"
"P40006","YEL001C","GroupII"
"P37291","YLR058C","GroupII"
"P53961","YNL038W","GroupII"
"P40956","YGL181W","GroupII"
"Q04697","YML048W","GroupII"
"P32479","YBL008W","GroupII"
"P37292","YBR263W","GroupII"
"P32784","YBL011W","GroupII"
"Q02888","YPL099C","GroupII"
"Q05533","YDR287W","GroupII"
"P41833","YGL192W","GroupII"
"Q03973","YDR174W","GroupII"
"P40480","YIL112W","GroupII"
"P34167","YPR163C","GroupII"
"P47155","YJR118C","GroupII"
"Q04213","YMR044W","GroupII"
"P10081","YKR059W, YJL138C","GroupII"
"P53687","YOR025W","GroupII"
"P53688","YDR191W","GroupII"
"P32643","YER175C","GroupII"
"Q07527","YDL112W","GroupII"
"P53874","YNL186W","GroupII"
"P54730","YMR067C","GroupII"
"P38749","YHL009C","GroupII"
"Q05946","YLR222C","GroupII"
"P53276","YGR128C","GroupII"
"P25515","YEL027W","GroupII"
"P53146","YGL098W","GroupII"
"P00912","YDR007W","GroupII"
"Q08231","YOL072W","GroupII"
"P32842","YPL234C","GroupII"
"P53210","YGR017W","GroupII"
"P38739","YHL028W","GroupII"
"P40080","YER128W","GroupII"
"P39102","YLR090W","GroupII"
"Q03388","YDR485C","GroupII"
"Q12308","YPL007C","GroupII"
"P38201","YBL029W","GroupII"
"P25565","YCL002C","GroupII"
"P25616","YCR015C","GroupII"
"Q08622","YOR205C","GroupII"
"Q12431","YLL014W","GroupII"
"Q06340","YDR363W","GroupII"
"P41912","YOL110W","GroupII"
"Q12743","YDR411C","GroupII"
"Q04216","YMR126C","GroupII"
"Q06623","YPR179C","GroupII"
"P20081","YNL135C","GroupII"
"P39521","YPR104C","GroupII"
"P21268","YJL157C","GroupII"
"Q12099","YDR021W","GroupII"
"P38224","YBR040W","GroupII"
"P40546","YIL019W","GroupII"
"Q08421","YOR051C","GroupII"
"P32604","YJL155C","GroupII"
"Q12283","YOR221C","GroupII"
"P39984","YEL056W","GroupII"
"P47128","YJR082C","GroupII"
"P32525","YJL201W","GroupII"
"P40077","YER124C","GroupII"
"Q05775","YLR192C","GroupII"
"O13547","YLR390W-A","GroupII"
"P81451","YOL077W-A","GroupII"
"Q03153","YMR098C","GroupII"
"P38783","YHR059W","GroupII"
"P43594","YFR011C","GroupII"
"P39946","YOR269W","GroupII"
"Q07684","YDL233W","GroupII"
"P53083","YGL219C","GroupII"
"P41948","YNL142W","GroupII"
"P38300","YBR185C","GroupII"
"P32585","YGR104C","GroupII"
"P32259","YNL236W","GroupII"
"P34162","YHR041C","GroupII"
"P53114","YGL151W","GroupII"
"P34234","YKL183W","GroupII"
"P38139","YBR204C","GroupII"
"Q04341","YDR031W","GroupII"
"Q06580","YPR188C","GroupII"
"Q05930","YLR368W","GroupII"
"Q99278","YMR112C","GroupII"
"P53141","YGL106W","GroupII"
"Q12321","YPR070W","GroupII"
"Q12285","YOL111C","GroupII"
"P03873","Q0110","GroupII"
"P50113","YGL154C","GroupII"
"P34078","YKL143W","GroupII"
"P32505","YGL122C","GroupII"
"P36084","YKL074C","GroupII"
"P50276","YGR055W","GroupII"
"P38236","YBR057C","GroupII"
"P38335","YBR255W","GroupII"
"P35724","YKL064W","GroupII"
"Q03825","YMR164C","GroupII"
"P22148","YOL116W","GroupII"
"P40364","YJL066C","GroupII"
"Q06390","YDR374C","GroupII"
"P35719","YKL142W","GroupII"
"P40990","YDL107W","GroupII"
"P10849","YDL044C","GroupII"
"P53869","YNL211C","GroupII"
"Q06815","YPR079W","GroupII"
"Q08229","YOL070C","GroupII"
"Q02820","YJL205C","GroupII"
"P32605","YBR119W","GroupII"
"Q07979","YLR033W","GroupII"
"Q04629","YDR126W","GroupII"
"Q03516","YMR266W","GroupII"
"Q12242","YOR138C","GroupII"
"P38255","YBR095C","GroupII"
"P36531","YBR122C","GroupII"
"Q12530","YLR145W","GroupII"
"Q08932","YPL193W","GroupII"
"Q05942","YLR221C","GroupII"
"P38222","YBR030W","GroupII"
"P48581","YOR368W","GroupII"
"P36521","YDL202W","GroupII"
"P17890","YNL151C","GroupII"
"P25348","YCR003W","GroupII"
"O13563","YLR421C","GroupII"
"Q3E811","YLR162W-A","GroupII"
"P53196","YGL004C","GroupII"
"P25381","YCR045C","GroupII"
"P25359","YCR035C","GroupII"
"P43607","YFR032C","GroupII"
"P53189","YGL028C","GroupII"
"P38429","YMR263W","GroupII"
"Q06137","YLR345W","GroupII"
"P36081","YKL077W","GroupII"
"Q12155","YLR050C","GroupII"
"P40028","YER041W","GroupII"
"Q05867","YLR283W","GroupII"
"Q3E747","YLR363W-A","GroupII"
"A5Z2X5","YPR010C-A","GroupII"
"P53921","YNL122C","GroupII"
"Q12040","YOR283W","GroupII"
"Q02961","YPL113C","GroupII"
"P38842","YHR140W","GroupII"
"Q06328","YDR352W","GroupII"
"Q07530","YDL114W","GroupII"
"P38806","YHR090C","GroupII"
"Q06070","YLR407W","GroupII"
"Q08187","YOL029C","GroupII"
"P01123","YFL038C","GroupII"
"Q08816","YOR352W","GroupII"
"Q07629","YDL218W","GroupII"
"P47014","YJL132W","GroupII"
"P40159","YNL208W","GroupII"
"P53857","YNL234W","GroupII"
"Q3E828","YJL127C-B","GroupII"
"Q04461","YMR111C","GroupII"
"Q02606","YPL014W","GroupII"
"P38374","YBR162W-A","GroupII"
"Q12436","YLR130C","GroupII"
"P32804","YGL255W","GroupII"
"P32618","YEL043W","GroupII"
"P43617","YFR045W","GroupII"
"P38799","YHR078W","GroupII"
"Q3E756","YBL029C-A","GroupII"
"Q07379","YDL057W","GroupII"
"Q03983","YDR179W-A","GroupII"
"Q3E7A8","YNL162W-A","GroupII"
"P53122","YGL138C","GroupII"
"P53054","YGL262W","GroupII"
"P47115","YJR056C","GroupII"
"P47087","YJR012C","GroupII"
"P40071","YER113C","GroupII"
"Q12143","YPL233W","GroupII"
"P32500","YML031W","GroupII"
"Q08287","YOL144W","GroupII"
"P53253","YGR089W","GroupII"
"P35056","YDR244W","GroupII"
"Q03435","YDL002C","GroupII"
"Q05670","YMR232W","GroupII"
"P11710","YCL027W","GroupII"
"P19145","YKR039W","GroupII"
"P16892","YBL016W","GroupII"
"Q06834","YPR093C","GroupII"
"P36075","YKL090W","GroupII"
"P46963","YML112W","GroupII"
"Q04632","YML071C","GroupII"
"Q04935","YDR231C","GroupII"
"P38824","YHR116W","GroupII"
"P38308","YBR203W","GroupII"
"P04039","YLR395C","GroupII"
"P53314","YGR247W","GroupII"
"P53239","YGR062C","GroupII"
"Q3E7A4","YBL059C-A","GroupII"
"P32601","YPR017C","GroupII"
"P10174","YMR256C","GroupII"
"P36064","YKL137W","GroupII"
"P07270","YFR034C","GroupII"
"P53860","YNL231C","GroupII"
"P50947","YNL097C","GroupII"
"P53252","YGR086C","GroupII"
"P46673","YJR042W","GroupII"
"Q04734","YMR063W","GroupII"
"P54790","YLL004W","GroupII"
"P00950","YKL152C","GroupII"
"P38208","YBL018C","GroupII"
"Q12057","YOR104W","GroupII"
"P38738","YHL029C","GroupII"
"P40368","YJL061W","GroupII"
"P38768","YHR034C","GroupII"
"P39705","YAR002W","GroupII"
"P53949","YNL056W","GroupII"
"Q12454","YDR067C","GroupII"
"P38193","YBL046W","GroupII"
"P36040","YKL206C","GroupII"
"P32854","YOR036W","GroupII"
"P25375","YCL057W","GroupII"
"P38285","YBR158W","GroupII"
"P38153","YBR288C","GroupII"
"P50082","YGR225W","GroupII"
"P28240","YER065C","GroupII"
"Q99222","YOR129C","GroupII"
"P47127","YJR080C","GroupII"
"P47019","YJL122W","GroupII"
"Q03673","YMR003W","GroupII"
"P40502","YIL087C","GroupII"
"Q12031","YPR006C","GroupII"
"Q07528","YDL113C","GroupII"
"Q05789","YLR211C","GroupII"
"Q07807","YLL013C","GroupII"
"Q06244","YLR165C","GroupII"
"Q04231","YML011C","GroupIII"
"Q06665","YDR314C","GroupIII"
"Q99359","YDR014W","GroupIII"
"P10622","YDL130W","GroupIII"
"P21651","YJR021C","GroupIII"
"P14291","YLR263W","GroupIII"
"P42073","YDR195W","GroupIII"
"P02400","YDR382W","GroupIII"
"Q06709","YLR387C","GroupIII"
"P26755","YJL173C","GroupIII"
"Q12305","YOR285W","GroupIII"
"Q12192","YOR279C","GroupIII"
"Q12044","YOR220W","GroupIII"
"P38344","YBR267W","GroupIII"
"Q02204","YKR006C","GroupIII"
"P03871","R0020C","GroupIII"
"P38927","YIL139C","GroupIII"
"Q08742","YOR286W","GroupIII"
"Q99188","YOR107W","GroupIII"
"P32862","YKL038W","GroupIII"
"P38883","YHR197W","GroupIII"
"Q08961","YPL208W","GroupIII"
"Q12212","YOR137C","GroupIII"
"Q08457","YOR060C","GroupIII"
"P54867","YOR008C","GroupIII"
"Q06091","YPR101W","GroupIII"
"Q07549","YDL123W","GroupIII"
"Q03782","YDR240C","GroupIII"
"Q3E752","YPR036W-A","GroupIII"
"Q01684","YER115C","GroupIII"
"P38960","YDR082W","GroupIII"
"P33757","YBR250W","GroupIII"
"Q06134","YLR341W","GroupIII"
"Q04921","YDR218C","GroupIII"
"P38871","YHR184W","GroupIII"
"P38353","YBR283C","GroupIII"
"Q06524","YPR151C","GroupIII"
"P38634","YLR079W","GroupIII"
"P38956","YDR073W","GroupIII"
"P50088","YGR236C","GroupIII"
"Q12455","YLR146C","GroupIII"
"P43554","YFL049W","GroupIII"
"P54003","YML052W","GroupIII"
"P37299","YHR001W-A","GroupIII"
"Q12223","YDL059C","GroupIII"
"Q03956","YDR202C","GroupIII"
"P07256","YBL045C","GroupIII"
