# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "8" "-s" "2" "-p" "-t" "CDS" "-g" "Name" "-a" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/CBS6556TD.gff" "-o" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KM_STAR_March2019.txt" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C1NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C2NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C3NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl2NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl3NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Kcl1NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std1NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std2NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std3NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH351NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH352NewGenome_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH353NewGenome_STARAligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C1NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C2NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/40C3NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl2NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/KCl3NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Kcl1NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std1NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std2NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/Std3NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH351NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH352NewGenome_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/DTU_RNA_seq/KMarx/BigRun/pH353NewGenome_STARAligned.out.bam
KMXK0G03440	ChrVII	716689	718344	+	1656	1246	123	1214	1092	1154	1191	700	797	743	754	737	682
KMXK0G03450	ChrVII	718573	718839	-	267	989	67	832	1319	1375	1577	1423	1612	1227	1153	1405	1333
KMXK0G03460	ChrVII	720226	722130	+	1905	1986	564	2001	2984	2559	2377	2381	2619	2394	2433	2224	2455
KMXK0G03470	ChrVII	723900	725000	+	1101	3193	3079	5142	3318	2560	4734	2718	3506	3222	3845	3604	2777
KMXK0G03480	ChrVII	725641	727785	+	2145	1234	144	1162	1622	1368	1393	1237	1277	1634	1420	1193	1285
KMXK0G03490	ChrVII	728389	730419	-	2031	2707	1967	2399	2947	2594	2529	2316	2934	2740	2383	2160	2907
KMXK0G03500	ChrVII	731826	733094	+	1269	806	46	936	759	802	666	470	552	619	585	515	614
KMXK0G03510	ChrVII	733956	735269	-	1314	3791	513	3098	3934	3635	3938	3468	3461	3884	3672	3391	3659
KMXK0G03520	ChrVII	736046	737569	+	1524	1803	37	1419	2326	2046	2273	1942	2168	1905	1818	1713	2197
KMXK0G03530	ChrVII	737991	738611	+	621	1070	199	759	1095	1043	1079	947	884	994	851	807	720
KMXK0G03540	ChrVII	738746	739963	-	1218	2375	252	2381	2026	1871	2059	1455	1572	1824	1844	1801	2002
KMXK0G03550	ChrVII	740825	743131	-	2307	15643	232	15240	24482	22873	24538	28611	25315	23391	22725	21968	23946
KMXK0G03560	ChrVII	744201	744554	+	354	330	84	293	358	331	336	262	219	241	205	239	183
KMXK0G03570	ChrVII	744613	748626	-	4014	1156	194	1137	1104	968	920	832	777	900	900	905	829
KMXK0G03580	ChrVII	748875	749397	-	523	489	326	494	416	460	475	286	344	437	319	306	343
KMXK0G03590	ChrVII	749688	749981	+	294	2445	1140	1751	2623	2910	2502	1626	1610	2394	1739	1421	1373
KMXK0G03600	ChrVII	750258	750875	-	618	1963	385	1890	1994	1927	2144	1519	1550	1838	1694	1753	1828
KMXK0G03610	ChrVII	751223	753187	-	1965	1944	121	2524	1729	1486	1561	1792	1771	1741	1964	1545	1570
KMXK0G03620	ChrVII	754037	755167	+	1131	1698	259	1203	1949	1560	1182	1455	1235	1544	1943	1594	1893
KMXK0G03630	ChrVII	755738	757858	+	2121	3432	509	3421	3414	2998	2788	3165	2938	3808	3685	3411	4119
KMXK0G03640	ChrVII	758587	759336	+	750	6900	212	6092	5166	4498	5607	4792	4305	4242	5422	5156	6978
KMXK0G03650	ChrVII	760336	763830	+	3495	2444	2941	1810	2980	2604	2976	3033	2679	3173	2661	2598	2800
KMXK0G03660	ChrVII	765383	767779	+	2397	5860	535	3566	4084	3704	3817	2979	3594	5318	4371	3531	6355
KMXK0G03670	ChrVII	767966	768934	-	969	1294	761	1140	1207	1163	1142	1195	1312	1323	1286	1216	1171
KMXK0G03680	ChrVII	769632	770391	+	760	2163	778	2057	2195	1936	1917	2061	2239	2324	2221	2170	2388
KMXK0G03690	ChrVII	770521	771807	-	1287	2187	1197	1703	1373	1346	1499	1356	1520	1388	1876	2048	1905
KMXK0G03700	ChrVII	772282	772530	-	249	154	1169	149	117	141	149	145	232	132	108	127	143
KMXK0G03710	ChrVII	773850	774455	+	606	9323	2747	10521	13407	13887	16192	13870	17385	12253	11850	12997	17169
KMXK0G03720	ChrVII	775421	776551	+	1131	142	72	118	210	153	140	104	106	163	120	115	128
KMXK0G03730	ChrVII	777754	779706	+	1953	23966	229893	18653	14444	13392	16458	6649	8716	6676	8235	9708	7652
KMXK0G03740	ChrVII	780623	783844	+	3222	1878	253	2077	2161	2154	2896	2865	3305	2446	2331	2336	3123
KMXK0G03750	ChrVII	784197	784769	+	573	180	23	166	221	213	177	174	174	265	222	176	205
KMXK0G03760	ChrVII	785421	785795	+	375	751	170	729	555	516	497	588	595	509	721	732	694
KMXK0G03770	ChrVII	786770	791137	-	4368	2471	413	2339	2914	2721	3080	2614	2714	2563	2360	2262	2363
KMXK0G03780	ChrVII	791829	792767	+	939	1	7	14	161	153	21	10	6	36	4	4	6
KMXK0G03790	ChrVII	793100	794719	+	1620	1011	150	1031	926	917	869	667	771	871	764	686	746
KMXK0G03800	ChrVII	795155	796288	-	1134	156	27	167	374	283	270	282	336	352	246	219	261
KMXK0G03810	ChrVII	797011	798126	-	1116	1284	254	1297	1714	1531	1626	1312	1266	1612	1331	1274	1233
KMXK0G03820	ChrVII	798714	801599	-	2886	3225	744	2901	3184	2504	3052	3020	3182	3290	3502	3230	3284
KMXK0G03830	ChrVII	802960	804369	-	1410	540	19	596	669	574	621	518	470	502	535	564	397
KMXK0G03840	ChrVII	804799	808140	-	3342	1701	440	2178	1959	1773	2205	1805	2511	1697	1990	2243	4283
KMXK0G03850	ChrVII	808717	811593	-	2877	2732	221	2509	3304	2662	2682	3149	2945	3016	3199	3066	3172
KMXK0G03860	ChrVII	812239	812763	+	525	2556	312	1849	3283	2668	2550	1895	2153	2733	2368	2172	2017
KMXK0G03870	ChrVII	813319	815346	-	2028	3494	5811	2473	1931	1924	1948	2779	2734	2749	2436	2251	2486
KMXK0G03880	ChrVII	817387	817989	-	603	729	488	786	671	560	620	563	740	593	813	744	749
KMXK0G03890	ChrVII	818915	821302	+	2388	1923	1328	1705	2115	1948	1920	1463	1524	2068	1759	1593	1728
KMXK0G03900	ChrVII	821566	824700	-	3135	2470	2347	2775	2782	2541	2833	2869	2841	3109	2939	2737	3314
KMXK0G03910	ChrVII	825318	826472	-	1155	602	49	499	779	671	577	499	496	619	616	508	431
KMXK0G03920	ChrVII	827087	828481	+	1395	1341	547	1335	1090	1131	1103	907	826	897	1009	885	887
KMXK0G03930	ChrVII	829095	830675	+	1581	580	196	375	485	406	452	313	331	323	404	407	378
KMXK0G03940	ChrVII	831131	835084	+	3954	1419	368	1236	1298	1139	1176	1128	1238	1090	1247	1221	1017
KMXK0G03950	ChrVII	835108	835968	-	861	833	1422	792	459	601	533	688	601	628	554	517	648
KMXK0G03960	ChrVII	837377	838009	+	633	2341	428	2503	3404	3234	3416	3216	3424	3051	3056	3139	2936
KMXK0G03970	ChrVII	838416	841454	-	3039	2431	551	1762	1751	1699	1833	1680	1636	1451	1855	2096	2032
KMXK0G03980	ChrVII	842251	843180	+	930	6092	2774	5426	3569	2674	2679	3024	2631	3386	4280	4001	3721
KMXK0G03990	ChrVII	843373	844644	-	1272	3131	108	2774	3867	3680	3868	3457	3695	3140	3188	3319	3568
KMXK0G04000	ChrVII	845178	845945	-	768	550	111	470	505	542	567	393	602	460	512	507	645
KMXK0G04010	ChrVII	846312	847940	+	1629	717	78	668	589	605	607	441	774	466	575	516	1084
KMXK0G04020	ChrVII	847992	849707	-	1716	579	33	486	553	604	602	503	648	557	603	644	757
KMXK0G04030	ChrVII	850207	852123	+	1917	2110	1541	2431	2382	2220	2295	1728	2866	2465	2072	2004	2738
KMXK0G04040	ChrVII	852372	853661	+	1290	690	142	626	682	699	746	539	629	721	572	599	477
KMXK0G04050	ChrVII	853754	855052	-	1299	2848	269	3087	3179	3162	3578	2463	2611	2817	2536	2618	2843
KMXK0G04060	ChrVII	855419	855616	-	198	848	132	926	913	949	1053	817	827	773	789	879	841
KMXK0G04070	ChrVII	856138	860511	+	4374	1108	289	1116	1257	1244	1489	1336	1609	1254	1080	1064	1456
KMXK0G04080	ChrVII	860620	861798	-	1179	747	208	616	608	570	637	525	626	556	552	575	522
KMXK0G04090	ChrVII	862099	863625	-	1527	6223	1484	4760	4282	4303	4557	3564	3690	3722	3677	3640	3831
KMXK0G04100	ChrVII	864519	865667	+	1149	1430	86	1033	1007	1095	1202	1044	919	828	1026	1066	1213
KMXK0G04110	ChrVII	866016	875399	+	9384	1506	200	1576	1709	1586	1756	1288	1351	1203	1411	1521	1379
KMXK0G04120	ChrVII	876769	877533	+	765	8573	3465	5576	6248	6518	7241	7395	5394	5688	5274	5473	5990
KMXK0G04130	ChrVII	878261	878704	+	444	71	21	128	117	131	117	100	76	103	119	135	63
KMXK0G04140	ChrVII	879045	879692	+	648	1665	356	1388	1216	1137	1147	943	1040	1229	1430	1461	1168
KMXK0G04150	ChrVII	879776	881494	-	1719	564	424	533	419	358	417	420	559	521	643	652	616
KMXK0G04160	ChrVII	882763	884964	+	2202	4339	1480	4801	4685	4827	4074	5297	5907	5696	6598	6196	9337
KMXK0G04170	ChrVII	885495	886262	+	768	6322	1160	7487	8002	8623	10733	8587	10432	7175	6530	7488	10322
KMXK0G04180	ChrVII	887900	888628	+	729	5356	2339	3767	4328	3617	3822	4002	4621	3759	4560	4706	5088
KMXK0G04190	ChrVII	890268	895214	+	4947	2717	1533	2618	2254	1953	2192	2089	2382	1972	2131	2212	2133
KMXK0G04200	ChrVII	895345	896952	-	1608	366	176	357	497	510	513	473	554	443	514	505	541
KMXK0G04210	ChrVII	897211	897756	-	546	316	35	317	301	305	270	203	189	239	258	256	230
KMXK0G04220	ChrVII	898428	898844	+	417	9412	585	7394	9449	9694	8473	7546	7195	6995	8879	9746	9015
KMXK0G04230	ChrVII	899096	900760	-	1665	1852	610	1771	2020	1758	1965	1662	1690	1742	1603	1579	1380
KMXK0G04240	ChrVII	902340	904730	-	2391	1742	8062	965	3834	3035	4743	12575	10762	5421	9241	10459	13426
KMXK0G04250	ChrVII	910662	912995	+	2334	4	0	0	4	3	8	1	5	1	284	658	1255
KMXK0G04260	ChrVII	913786	915057	+	1272	983	147	990	910	797	726	650	735	754	820	811	680
KMXK0G04270	ChrVII	916250	918844	+	2595	1149	67	2449	5390	2710	1678	1158	1772	497	4412	4240	1410
KMXK0G04280	ChrVII	919404	920963	-	1560	147	2739	5090	10353	10229	50	59	246	77	62	49	66
KMXK0G04290	ChrVII	922928	924703	+	1776	814	178	1151	2281	2211	554	649	737	558	920	892	431
KMXK0G04300	ChrVII	925617	927002	+	1386	6	2	18	3	1	1	3	2	0	0	2	0
KMXK0G04310	ChrVII	927682	928293	+	612	704	33	917	1359	1459	883	676	836	937	980	1006	823
KMXK0G04320	ChrVII	929488	931053	+	1566	9	9	22	72	70	10	6	5	11	9	12	10
KMXK0G04330	ChrVII	931280	932785	+	1506	516	21	645	433	444	44	136	323	177	217	210	89
KMXK0G04340	ChrVII	933716	935419	+	1704	27	6	115	11	8	2	15	11	57	10	7	16
KMXK0G04350	ChrVII	936153	936962	-	810	0	0	0	0	0	0	0	0	0	0	1	0
KMXK0H00100	ChrVIII	2961	4148	-	1188	10997	2671	15180	3324	3884	2340	6054	4916	5590	10833	11415	8459
KMXK0H00110	ChrVIII	5772	6887	+	1116	1504	687	1541	916	880	881	968	1020	709	1162	1326	1109
KMXK0H00120	ChrVIII	7936	9633	+	1698	828	71	619	368	401	321	317	318	317	412	434	303
KMXK0H00130	ChrVIII	10284	12701	+	2418	2319	548	2064	2558	2307	2503	1776	1858	1969	2087	2073	1709
KMXK0H00140	ChrVIII	12850	13923	-	1074	611	88	674	581	505	610	590	460	518	596	737	508
KMXK0H00150	ChrVIII	14605	15582	+	978	939	148	975	1221	1233	1189	673	1089	951	793	748	853
KMXK0H00160	ChrVIII	15983	19264	+	3282	4389	982	4994	4078	3748	4617	4559	5125	4249	4182	4176	4681
KMXK0H00170	ChrVIII	19877	20203	+	327	282	392	214	532	721	549	444	373	484	338	304	281
KMXK0H00180	ChrVIII	20496	21227	-	732	3056	1463	2885	2780	2598	2338	2373	2320	2924	2849	2949	2514
KMXK0H00190	ChrVIII	21750	23066	+	1317	972	129	854	905	993	1017	860	799	801	922	836	888
KMXK0H00200	ChrVIII	23255	25066	-	1812	1299	49	975	2404	2110	2217	1584	1324	1478	1498	1487	1372
KMXK0H00210	ChrVIII	26435	27331	+	897	733	209	723	670	637	686	456	591	622	540	590	586
KMXK0H00220	ChrVIII	27465	28340	-	876	3119	2493	4023	2175	3026	1934	2907	3371	3648	4384	4004	5146
KMXK0H00230	ChrVIII	29296	31362	-	2067	1345	120	1113	1058	1098	965	1400	1234	1288	1646	1513	1633
KMXK0H00240	ChrVIII	32327	33553	-	1227	9994	2887	9360	11376	12011	12607	7917	9617	8417	9672	10478	11626
KMXK0H00250	ChrVIII	34201	35799	+	1599	2493	914	2424	3471	3071	3488	2503	2709	3243	2691	2716	2211
KMXK0H00260	ChrVIII	35955	37256	-	1302	5106	691	5248	4694	4454	4609	3472	3556	3749	4238	4957	3791
KMXK0H00270	ChrVIII	37760	38167	-	408	1134	245	814	641	671	712	527	572	646	655	665	540
KMXK0H00280	ChrVIII	38397	40460	+	2064	3670	793	3972	2135	2179	2170	2727	2424	2434	3247	3973	3105
KMXK0H00290	ChrVIII	40773	41579	-	807	1474	211	1040	2234	1987	1964	1733	1550	1935	1903	1699	1964
KMXK0H00300	ChrVIII	42138	42887	+	750	940	52	830	1190	1021	1100	921	953	1024	999	1032	1020
KMXK0H00310	ChrVIII	42977	44797	-	1821	2500	721	2008	1886	1903	2191	1773	1850	1970	1792	1681	1745
KMXK0H00320	ChrVIII	45154	45837	+	684	707	48	588	424	445	419	504	427	421	408	436	349
KMXK0H00330	ChrVIII	45954	46718	-	765	4026	146	1763	1436	1433	2023	1898	2095	1382	1863	2001	2118
KMXK0H00340	ChrVIII	47939	49372	+	1434	561	124	410	646	649	685	571	433	383	415	499	440
KMXK0H00350	ChrVIII	49399	50853	+	1455	1059	215	659	1549	1280	1339	957	826	723	865	1005	925
KMXK0H00360	ChrVIII	51132	51794	-	663	13264	3629	15983	20004	22357	24286	20234	23190	19047	17002	17269	25726
KMXK0H00370	ChrVIII	52431	52934	+	504	883	353	799	901	1007	1031	653	1589	766	769	728	995
KMXK0H00380	ChrVIII	53103	54026	-	924	352	7	355	455	454	404	295	325	321	412	410	689
KMXK0H00390	ChrVIII	54504	55091	+	588	165	19	206	200	191	219	146	278	191	184	135	282
KMXK0H00400	ChrVIII	55343	57595	-	2253	1336	80	1091	1310	1309	1409	1121	1082	1067	1138	1099	1211
KMXK0H00410	ChrVIII	58383	61331	+	2949	1502	311	1428	1587	1482	1733	1489	1560	1600	1488	1400	1457
KMXK0H00420	ChrVIII	62318	63382	+	1065	23569	3611	12732	12476	14808	19392	26881	24604	30310	23852	19410	26952
KMXK0H00430	ChrVIII	63780	65624	+	1845	2727	980	2982	4600	5252	3814	2595	2573	3204	2678	2531	2688
KMXK0H00440	ChrVIII	65930	68194	+	2265	2578	1140	2342	2319	2310	2800	1868	2116	1947	1726	1771	1955
KMXK0H00450	ChrVIII	68503	68937	-	435	1918	362	1921	2039	1847	1514	1070	1487	1737	1549	1340	1361
KMXK0H00460	ChrVIII	69489	72344	+	2856	1351	268	1212	1319	1499	1581	1078	1379	1302	916	884	1214
KMXK0H00470	ChrVIII	72539	73105	-	567	776	119	679	819	787	803	708	712	685	676	696	717
KMXK0H00480	ChrVIII	73917	75416	+	1500	19	4	65	122	156	73	21	17	44	17	7	15
KMXK0H00490	ChrVIII	76047	77168	-	1122	14087	1248	13001	14930	14001	16078	16139	16304	13476	16679	17282	18529
KMXK0H00500	ChrVIII	78943	79485	+	543	1544	248	1518	1352	1231	1109	1043	1046	1355	1554	1305	1298
KMXK0H00510	ChrVIII	79645	80259	-	615	5326	1965	5158	5620	5662	5786	5559	6265	5813	6092	6210	6028
KMXK0H00520	ChrVIII	80906	81748	-	843	1090	475	931	842	862	977	830	823	834	912	830	951
KMXK0H00530	ChrVIII	82933	84282	+	1350	4614	108	3928	5645	5786	5467	5300	5590	4904	5870	5493	5953
KMXK0H00540	ChrVIII	84846	88634	+	3789	2322	4970	2222	1809	2125	2211	1689	2284	2103	1483	1493	1860
KMXK0H00550	ChrVIII	88940	89755	-	816	1074	371	1220	1110	1136	1119	978	988	1242	1088	926	974
KMXK0H00560	ChrVIII	90177	91214	-	1038	263	34	308	302	245	292	151	388	170	177	140	157
KMXK0H00570	ChrVIII	92013	92336	-	324	475	54	297	420	488	401	276	262	353	294	262	261
KMXK0H00580	ChrVIII	92485	93339	-	855	1028	110	752	1011	991	1002	566	677	760	789	752	651
KMXK0H00590	ChrVIII	93858	94544	-	687	17493	11462	14542	15016	14880	12877	10794	12424	12611	16137	15790	12075
KMXK0H00600	ChrVIII	95080	96090	-	1011	1758	145	1381	1649	1491	1450	1126	1172	1361	1505	1339	1382
KMXK0H00610	ChrVIII	96285	96758	+	474	1827	963	1222	1993	1748	1695	1450	1361	1950	1543	1457	1309
KMXK0H00620	ChrVIII	96929	98776	-	1848	535	67	490	431	388	571	431	797	432	493	461	755
KMXK0H00630	ChrVIII	99209	99481	-	273	677	268	541	807	848	780	412	840	669	518	504	552
KMXK0H00640	ChrVIII	100418	103438	+	3021	2364	485	2414	2026	1978	2433	2054	2183	1960	1831	1923	2343
KMXK0H00650	ChrVIII	104220	104390	-	171	1695	230	1633	2228	2067	2761	1893	2665	1753	1986	2236	2883
KMXK0H00660	ChrVIII	105466	107847	+	2382	1539	457	1628	1376	1297	1591	1430	1899	1422	1430	1457	2504
KMXK0H00670	ChrVIII	108138	109352	+	1215	1177	452	1847	1466	1464	1832	1459	1374	2163	1448	1318	1193
KMXK0H00680	ChrVIII	109414	112032	-	2619	1014	91	958	1246	1240	1195	1148	1159	1128	1184	1131	1233
KMXK0H00690	ChrVIII	112371	112748	+	378	153	13	111	205	188	216	132	140	240	148	148	133
KMXK0H00700	ChrVIII	113542	117519	+	3978	2424	881	2955	3516	2988	3804	3279	3704	3600	3144	3324	3560
KMXK0H00710	ChrVIII	117618	118247	-	630	663	76	835	587	542	535	545	510	498	614	589	1065
KMXK0H00720	ChrVIII	118996	124266	+	5271	2436	347	2001	2205	2147	2170	2107	2155	2012	2080	2244	2250
KMXK0H00730	ChrVIII	124333	127656	-	3324	979	116	841	991	842	973	977	949	914	927	878	908
KMXK0H00740	ChrVIII	128134	130782	+	2649	1397	80	1053	1169	1430	1436	968	1108	1065	929	912	988
KMXK0H00750	ChrVIII	130837	132702	-	1866	861	88	634	917	928	898	675	706	604	694	715	624
KMXK0H00760	ChrVIII	133056	134402	-	1347	2632	111	2582	3290	3108	3059	2898	3126	3167	3004	2873	3302
KMXK0H00770	ChrVIII	135144	137006	+	1863	2632	1654	2471	4387	4216	4099	2979	4086	2892	3294	2675	3360
KMXK0H00780	ChrVIII	137578	139854	+	2277	1567	195	1291	2297	1933	1970	1766	1830	2002	1801	1679	1831
KMXK0H00790	ChrVIII	140476	141561	-	1086	9225	337	8218	8298	8747	8887	8542	8755	7285	9638	10387	9113
KMXK0H00800	ChrVIII	142809	143372	-	564	4	15	8	14	5	14	9	17	8	9	13	10
KMXK0H00810	ChrVIII	143544	145448	-	1905	829	8195	1514	1285	1059	1402	1432	1947	1433	1441	1648	1421
KMXK0H00820	ChrVIII	147251	147814	-	564	299	24	340	189	197	236	226	238	157	263	282	370
KMXK0H00830	ChrVIII	148093	148587	+	495	233	18	236	251	217	210	210	240	241	295	220	280
KMXK0H00840	ChrVIII	149086	150822	+	1737	1666	3817	1853	1465	1565	1902	2150	3555	1902	1770	1991	3422
KMXK0H00850	ChrVIII	151276	151740	-	465	10481	2949	10036	12709	13418	16643	11352	13943	13337	13061	11923	12852
KMXK0H00860	ChrVIII	152514	152741	-	228	134	17	119	100	77	65	79	76	116	100	75	61
KMXK0H00870	ChrVIII	152996	154132	+	1137	954	630	748	838	920	977	821	793	852	757	840	902
KMXK0H00880	ChrVIII	154777	155349	+	573	1284	120	996	1071	1000	1135	900	838	740	986	1004	1000
KMXK0H00890	ChrVIII	155511	156233	-	723	2275	212	2251	2288	2280	2762	1859	1896	1808	1872	2112	1988
KMXK0H00900	ChrVIII	156585	158342	-	1758	2172	40	1788	3167	2893	3128	1979	2062	1805	2436	2260	3826
KMXK0H00910	ChrVIII	159124	159861	-	738	845	460	633	1580	1301	1460	3912	2187	4122	2805	2117	2323
KMXK0H00920	ChrVIII	161789	163126	+	1338	6504	934	4413	7033	7761	8606	10410	7856	9037	7838	7000	9023
KMXK0H00930	ChrVIII	164104	165264	-	1161	1031	121	880	1349	1227	1026	977	1026	1315	1126	939	1052
KMXK0H00940	ChrVIII	165910	166758	+	849	2265	574	1733	2408	2320	2397	1851	1771	2385	1790	1539	1593
KMXK0H00950	ChrVIII	166910	167296	-	387	106	6	104	361	272	268	219	189	241	197	165	150
KMXK0H00960	ChrVIII	167880	171674	+	3795	3586	387	3164	3905	3747	4098	4642	4387	4281	4536	4376	5592
KMXK0H00970	ChrVIII	171770	172381	-	612	546	137	481	467	499	481	370	356	446	437	418	390
KMXK0H00980	ChrVIII	172630	173502	+	873	1153	127	909	1211	1191	1250	948	861	996	1014	978	861
KMXK0H00990	ChrVIII	173801	175714	-	1914	986	57	1015	1138	978	1140	1006	988	975	943	1028	1168
KMXK0H01000	ChrVIII	176569	176943	-	375	3581	3877	3091	1770	1672	1035	1041	1195	1570	2342	2027	1441
KMXK0H01010	ChrVIII	178260	180413	-	2154	8	13	14	1	4	4	4	3	3	2	9	10
KMXK0H01020	ChrVIII	182772	184898	-	2127	505	51	610	41	88	221	1563	340	815	349	420	1009
KMXK0H01030	ChrVIII	185370	185873	+	504	43	13	35	53	32	30	49	41	47	46	36	33
KMXK0H01040	ChrVIII	187393	187791	+	399	78	208	170	27	43	29	140	94	126	69	58	62
KMXK0H01050	ChrVIII	188566	188841	-	276	1905	478	1980	2830	2826	3470	2680	3579	2459	2333	2488	3202
KMXK0H01060	ChrVIII	191366	192397	+	1032	837	285	1017	720	682	460	283	413	350	329	304	240
KMXK0H01070	ChrVIII	193696	194547	+	852	2405	610	2160	2667	2410	2114	1758	1759	2335	1978	1892	1573
KMXK0H01080	ChrVIII	194755	198369	-	3615	1618	55	1022	2025	1857	1947	2100	1913	1661	1899	1939	2652
KMXK0H01090	ChrVIII	199860	203279	+	3420	4581	2647	3638	4345	3842	4084	3406	3636	3962	4070	3653	3904
KMXK0H01100	ChrVIII	204022	207795	+	3774	1889	1242	2230	1890	1839	2127	1849	2000	2075	2035	1927	2434
KMXK0H01110	ChrVIII	207988	210231	-	2244	1275	77	1052	1419	1269	1249	1180	1158	1570	1372	1172	1353
KMXK0H01120	ChrVIII	210733	211938	-	1206	2529	343	2861	3172	3222	3370	2383	2631	2419	2326	2576	2565
KMXK0H01130	ChrVIII	212580	213437	+	858	682	29	655	830	745	791	570	600	660	610	608	632
KMXK0H01140	ChrVIII	213506	214702	-	1197	1165	122	1247	1254	1226	1139	963	1070	1133	1094	972	1114
KMXK0H01150	ChrVIII	215163	215765	+	603	1144	344	1188	1404	1222	1153	801	978	1006	975	997	1132
KMXK0H01160	ChrVIII	215838	216110	-	273	105	24	153	314	229	110	135	182	69	82	63	61
KMXK0H01170	ChrVIII	217112	217429	+	318	1690	339	1662	2222	2423	2488	1644	1861	2096	2023	2090	1634
KMXK0H01180	ChrVIII	217953	218078	-	126	2676	10807	1125	1574	2247	2123	4763	3190	1567	1552	1166	2114
KMXK0H01190	ChrVIII	219331	220638	-	1308	535	28	401	584	541	451	449	415	505	462	428	447
KMXK0H01200	ChrVIII	220957	221613	+	657	268	20	282	293	294	353	241	252	258	251	237	303
KMXK0H01210	ChrVIII	221753	223135	-	1383	3655	583	3197	2670	2502	3019	3349	3358	2919	3470	3548	4093
KMXK0H01220	ChrVIII	224205	225314	-	1110	6685	1086	5742	6599	5163	6319	8797	7200	5007	7367	7670	8363
KMXK0H01230	ChrVIII	227057	228436	-	1380	1697	42	1216	2107	1828	1975	1747	1553	1760	1833	1582	1733
KMXK0H01240	ChrVIII	228804	229151	+	348	738	259	624	1088	1039	915	607	618	957	715	630	602
KMXK0H01250	ChrVIII	229535	230602	+	1068	902	96	1043	1066	1109	1126	982	866	1019	957	949	1030
KMXK0H01260	ChrVIII	231126	232730	+	1605	1431	89	1450	1623	1549	1861	1782	1760	1602	1562	1596	1732
KMXK0H01270	ChrVIII	232854	233450	-	597	1126	373	881	734	871	818	575	585	746	580	521	409
KMXK0H01280	ChrVIII	233672	236638	-	2967	1019	605	1083	1013	877	1066	1021	1078	1071	1016	1095	1090
KMXK0H01290	ChrVIII	237037	240489	-	3453	3373	767	3552	2831	2671	2704	2671	2865	2865	2861	3025	2724
KMXK0H01300	ChrVIII	241091	243982	-	2892	1037	51	1027	1049	1089	1158	1074	1118	1063	1018	856	1049
KMXK0H01310	ChrVIII	244179	246347	-	2169	733	124	726	817	757	805	724	767	807	736	695	752
KMXK0H01320	ChrVIII	246957	248396	-	1440	2917	1215	1430	2582	2229	2407	2307	2292	2570	2056	2050	1835
