"","protein","Gene","orthogroup"
"2035","P38799","YHR078W","S+KZC"
"2036","P38800","YHR080C","S+KZC"
"2037","P38801","YHR081W","S+KZC"
"2038","P38803","YHR085W","S+KZC"
"2039","P38804","YHR087W","S+KZC"
"2040","P38805","YHR088W","S+KZC"
"2041","P38806","YHR090C","S+KZC"
"2042","P38809","YHR097C","S+KZC"
"2043","P38810","YHR098C","S+KZC"
"2044","P38811","YHR099W","S+KZC"
"2045","P38812","YHR100C","S+KZC"
"2046","P38813","YHR101C","S+KZC"
"2047","P38814","YHR103W","S+KZC"
"2048","P38815","YHR105W","S+KZC"
"2049","P38817","YHR108W","S+KZC"
"2050","P38818","YHR109W","S+KZC"
"2051","P38819","YHR110W","S+KZC"
"2052","P38820","YHR111W","S+KZC"
"2053","P38821","YHR113W","S+KZC"
"2054","P38822","YHR114W","S+KZC"
"2055","P38823","YHR115C","S+KZC"
"2056","P38824","YHR116W","S+KZC"
"2057","P38826","YHR118C","S+KZC"
"2058","P38827","YHR119W","S+KZC"
"2059","P38828","YHR121W","S+KZC"
"2060","P38829","YHR122W","S+KZC"
"2061","P38830","YHR124W","S+KZC"
"2062","P38833","YHR127W","S+KZC"
"2063","P38835","YHR131C","S+KZC"
"2064","P38836","YHR132C","S+KZC"
"2065","P38838","YHR134W","S+KZC"
"2066","P38839","YHR136C","S+KZC"
"2067","P38840","YHR137W","S+KZC"
"2068","P38841","YHR138C","S+KZC"
"2069","P38842","YHR140W","S+KZC"
"2070","P38843","YHR142W","S+KZC"
"2071","P38844","YHR143W","S+KZC"
"2072","P38845","YHR146W","S+KZC"
"2073","P38848","YHR150W","S+KZC"
"2074","P38849","YHR151C","S+KZC"
"2075","P38850","YHR154W","S+KZC"
"2076","P38851","YHR155W","S+KZC"
"2077","P38852","YHR156C","S+KZC"
"2078","P38853","YHR158C","S+KZC"
"2079","P38854","YHR159W","S+KZC"
"2080","P38856","YHR161C","S+KZC"
"2081","P38857","YHR162W","S+KZC"
"2082","P38858","YHR163W","S+KZC"
"2083","P38859","YHR164C","S+KZC"
"2084","P38860","YHR168W","S+KZC"
"2085","P38861","YHR170W","S+KZC"
"2086","P38862","YHR171W","S+KZC"
"2087","P38863","YHR172W","S+KZC"
"2088","P38865","YHR175W","S+KZC"
"2089","P38866","YHR176W","S+KZC"
"2090","P38867","YHR177W","S+KZC"
"2091","P38869","YHR181W","S+KZC"
"2092","P38871","YHR184W","S+KZC"
"2093","P38872","YHR185C","S+KZC"
"2094","P38873","YHR186C","S+KZC"
"2095","P38874","YHR187W","S+KZC"
"2096","P38875","YHR188C","S+KZC"
"2097","P38876","YHR189W","S+KZC"
"2098","P38877","YHR191C","S+KZC"
"2099","P38878","YHR192W","S+KZC"
"2100","P38879","YHR193C","S+KZC"
"2101","P38880","YHR194W","S+KZC"
"2102","P38881","YHR195W","S+KZC"
"2103","P38882","YHR196W","S+KZC"
"2104","P38883","YHR197W","S+KZC"
"2105","P38884","YHR198C","S+KZC"
"2106","P38885","YHR199C","S+KZC"
"2107","P38886","YHR200W","S+KZC"
"2108","P38887","YHR202W","S+KZC"
"2109","P38888","YHR204W","S+KZC"
"2110","P38889","YHR206W","S+KZC"
"2111","P38890","YHR207C","S+KZC"
"2112","P38891","YHR208W","S+KZC"
"2113","P38894","YHR211W","S+KZC"
"2114","P38902","YOL005C","S+KZC"
"2115","P38903","YOR014W","S+KZC"
"2116","P38904","YDR464W","S+KZC"
"2117","P38907","YDR254W","S+KZC"
"2118","P38909","YOR037W","S+KZC"
"2119","P38910","YOR020C","S+KZC"
"2120","P38911","YML074C","S+KZC"
"2121","P38912","YMR260C","S+KZC"
"2122","P38913","YDL045C","S+KZC"
"2123","P38915","YLR055C","S+KZC"
"2124","P38920","YMR167W","S+KZC"
"2125","P38921","YNL003C","S+KZC"
"2126","P38922","YNL004W","S+KZC"
"2127","P38925","YOL122C","S+KZC"
"2128","P38927","YIL139C","S+KZC"
"2129","P38928","YIL140W","S+KZC"
"2130","P38929","YGL006W","S+KZC"
"2131","P38930","YOR039W","S+KZC"
"2132","P38931","YDR443C","S+KZC"
"2133","P38932","YGL095C","S+KZC"
"2134","P38934","YOR198C","S+KZC"
"2135","P38953","YDR076W","S+KZC"
"2136","P38954","YDR072C","S+KZC"
"2137","P38956","YDR073W","S+KZC"
"2138","P38957","YDR078C","S+KZC"
"2139","P38958","YDR079W","S+KZC"
"2140","P38959","YDR080W","S+KZC"
"2141","P38960","YDR082W","S+KZC"
"2142","P38961","YDR083W","S+KZC"
"2143","P38962","YDR084C","S+KZC"
"2144","P38966","YDR089W","S+KZC"
"2145","P38967","YOL020W","S+KZC"
"2146","P38968","YDL195W","S+KZC"
"2147","P38969","YOR266W","S+KZC"
"2148","P38970","YJL165C","S+KZC"
"2149","P38971","YNL270C","S+KZC"
"2150","P38972","YGR061C","S+KZC"
"2151","P38985","YDL092W","S+KZC"
"2152","P38986","YDR321W","S+KZC"
"2153","P38987","YML064C","S+KZC"
"2154","P38988","YDL198C","S+KZC"
"2155","P38989","YFR031C","S+KZC"
"2156","P38990","YER129W","S+KZC"
"2157","P38991","YPL209C","S+KZC"
"2158","P38992","YDR297W","S+KZC"
"2159","P38993","YMR058W","S+KZC"
"2160","P38994","YDR208W","S+KZC"
"2161","P38995","YDR270W","S+KZC"
"2162","P38996","YPL190C","S+KZC"
"2163","P38998","YIR034C","S+KZC"
"2164","P38999","YNR050C","S+KZC"
"2165","P39001","YDR207C","S+KZC"
"2166","P39002","YIL009W","S+KZC"
"2167","P39003","YDR343C","S+KZC"
"2168","P39004","YDR342C","S+KZC"
"2169","P39005","YJL174W","S+KZC"
"2170","P39006","YNL169C","S+KZC"
"2171","P39007","YGL022W","S+KZC"
"2172","P39008","YNR052C","S+KZC"
"2173","P39009","YDL101C","S+KZC"
"2174","P39010","YDR264C","S+KZC"
"2175","P39011","YPL161C","S+KZC"
"2176","P39012","YLR088W","S+KZC"
"2177","P39013","YNL084C","S+KZC"
"2178","P39014","YIL046W","S+KZC"
"2179","P39015","YLR150W","S+KZC"
"2180","P39016","YGL178W","S+KZC"
"2181","P39073","YPL042C","S+KZC"
"2182","P39076","YIL142W","S+KZC"
"2183","P39077","YJL014W","S+KZC"
"2184","P39078","YDL143W","S+KZC"
"2185","P39079","YDR188W","S+KZC"
"2186","P39081","YDR228C","S+KZC"
"2187","P39083","YOR127W","S+KZC"
"2188","P39101","YER048C","S+KZC"
"2189","P39102","YLR090W","S+KZC"
"2190","P39103","YML129C","S+KZC"
"2191","P39104","YNL267W","S+KZC"
"2192","P39105","YMR008C","S+KZC"
"2193","P39106","YER001W","S+KZC"
"2194","P39107","YPL050C","S+KZC"
"2195","P39108","YDR142C","S+KZC"
"2196","P39109","YDR135C","S+KZC"
"2197","P39110","YMR138W","S+KZC"
"2198","P39111","YGR020C","S+KZC"
"2199","P39112","YMR287C","S+KZC"
"2200","P39113","YMR280C","S+KZC"
"2201","P39515","YJL143W","S+KZC"
"2202","P39516","YJL191W","S+KZC"
"2203","P39517","YDL160C","S+KZC"
"2204","P39518","YER015W","S+KZC"
"2205","P39520","YLR223C","S+KZC"
"2206","P39521","YPR104C","S+KZC"
"2207","P39522","YJR016C","S+KZC"
"2208","P39523","YMR124W","S+KZC"
"2209","P39524","YAL026C","S+KZC"
"2210","P39525","YER061C","S+KZC"
"2211","P39526","YJL207C","S+KZC"
"2212","P39529","YJL206C","S+KZC"
"2213","P39531","YJL204C","S+KZC"
"2214","P39533","YJL200C","S+KZC"
"2215","P39535","YJL198W","S+KZC"
"2216","P39538","YJL197W","S+KZC"
"2217","P39542","YJL193W","S+KZC"
"2218","P39543","YJL192C","S+KZC"
"2219","P39676","YGR234W","S+KZC"
"2220","P39677","YJL102W","S+KZC"
"2221","P39678","YDL056W","S+KZC"
"2222","P39682","YML046W","S+KZC"
"2223","P39683","YOR209C","S+KZC"
"2224","P39684","YFR023W","S+KZC"
"2225","P39685","YMR129W","S+KZC"
"2226","P39692","YFR030W","S+KZC"
"2227","P39702","YAL002W","S+KZC"
"2228","P39705","YAR002W","S+KZC"
"2229","P39706","YAR003W","S+KZC"
"2230","P39707","YAR008W","S+KZC"
"2231","P39708","YAL062W","S+KZC"
"2232","P39709","YAL067C","S+KZC"
"2233","P39712","YAL063C","S+KZC"
"2234","P39713","YAL061W","S+KZC"
"2235","P39714","YAL060W","S+KZC"
"2236","P39715","YAL059W","S+KZC"
"2237","P39717","YAL056W","S+KZC"
"2238","P39718","YAL055W","S+KZC"
"2239","P39719","YAL053W","S+KZC"
"2240","P39720","YAL051W","S+KZC"
"2241","P39721","YAL049C","S+KZC"
"2242","P39722","YAL048C","S+KZC"
"2243","P39723","YAL047C","S+KZC"
"2244","P39724","YAL046C","S+KZC"
"2245","P39726","YAL044C","S+KZC"
"2246","P39727","YAL042W","S+KZC"
"2247","P39728","YAL037W","S+KZC"
"2248","P39729","YAL036C","S+KZC"
"2249","P39730","YAL035W","S+KZC"
"2250","P39731","YAL034W-A","S+KZC"
"2251","P39732","YAL031C","S+KZC"
"2252","P39734","YAL028W","S+KZC"
"2253","P39735","YAL027W","S+KZC"
"2254","P39742","YLR292C","S+KZC"
"2255","P39743","YDR388W","S+KZC"
"2256","P39744","YOR206W","S+KZC"
"2257","P39875","YOR033C","S+KZC"
"2258","P39904","YDR484W","S+KZC"
"2259","P39923","YEL062W","S+KZC"
"2260","P39925","YER017C","S+KZC"
"2261","P39926","YMR183C","S+KZC"
"2262","P39927","YGR156W","S+KZC"
"2263","P39928","YIL147C","S+KZC"
"2264","P39929","YLR025W","S+KZC"
"2265","P39931","YLR250W","S+KZC"
"2266","P39932","YDR536W","S+KZC"
"2267","P39933","YPR186C","S+KZC"
"2268","P39935","YGR162W","S+KZC"
"2269","P39936","YGL049C","S+KZC"
"2270","P39937","YER007W","S+KZC"
"2271","P39938","YGL189C","S+KZC"
"2272","P39939","YER131W","S+KZC"
"2273","P39940","YER125W","S+KZC"
"2274","P39943","YER028C","S+KZC"
"2275","P39944","YER144C","S+KZC"
"2276","P39945","YER101C","S+KZC"
"2277","P39946","YOR269W","S+KZC"
"2278","P39952","YER154W","S+KZC"
"2279","P39953","YEL006W","S+KZC"
"2280","P39954","YER043C","S+KZC"
"2281","P39955","YER047C","S+KZC"
"2282","P39956","YER169W","S+KZC"
"2283","P39958","YER136W","S+KZC"
"2284","P39959","YER130C","S+KZC"
"2285","P39960","YER155C","S+KZC"
"2286","P39961","YER184C","S+KZC"
"2287","P39962","YER123W","S+KZC"
"2288","P39965","YER087W","S+KZC"
"2289","P39967","YER098W","S+KZC"
"2290","P39968","YEL013W","S+KZC"
"2291","P39969","YER114C","S+KZC"
"2292","P39981","YEL064C","S+KZC"
"2293","P39984","YEL056W","S+KZC"
"2294","P39985","YEL055C","S+KZC"
"2295","P39986","YEL031W","S+KZC"
"2296","P39988","YEL029C","S+KZC"
"2297","P39990","YEL026W","S+KZC"
"2298","P39991","YEL025C","S+KZC"
"2299","P39992","YEL023C","S+KZC"
"2300","P39993","YEL022W","S+KZC"
"2301","P39994","YEL020C","S+KZC"
"2302","P39995","YEL018W","S+KZC"
"2303","P39996","YEL017W","S+KZC"
"2304","P39997","YEL016C","S+KZC"
"2305","P39998","YEL015W","S+KZC"
"2306","P40002","YEL007W","S+KZC"
"2307","P40003","YEL005C","S+KZC"
"2308","P40004","YEL004W","S+KZC"
"2309","P40005","YEL003W","S+KZC"
"2310","P40006","YEL001C","S+KZC"
"2311","P40007","YER002W","S+KZC"
"2312","P40008","YER004W","S+KZC"
"2313","P40009","YER005W","S+KZC"
"2314","P40010","YER006W","S+KZC"
"2315","P40011","YER010C","S+KZC"
"2316","P40012","YER014W","S+KZC"
"2317","P40013","YER016W","S+KZC"
"2318","P40014","YER018C","S+KZC"
"2319","P40015","YER019W","S+KZC"
"2320","P40016","YER021W","S+KZC"
"2321","P40017","YER024W","S+KZC"
"2322","P40018","YER029C","S+KZC"
"2323","P40019","YER030W","S+KZC"
"2324","P40020","YER032W","S+KZC"
"2325","P40021","YER033C","S+KZC"
"2326","P40022","YER034W","S+KZC"
"2327","P40024","YER036C","S+KZC"
"2328","P40026","YER038C","S+KZC"
"2329","P40028","YER041W","S+KZC"
"2330","P40029","YER042W","S+KZC"
"2331","P40030","YER044C","S+KZC"
"2332","P40031","YER046W","S+KZC"
"2333","P40032","YER049W","S+KZC"
"2334","P40033","YER050C","S+KZC"
"2335","P40034","YER051W","S+KZC"
"2336","P40035","YER053C","S+KZC"
"2337","P40036","YER054C","S+KZC"
"2338","P40037","YER057C","S+KZC"
"2339","P40038","YER059W","S+KZC"
"2340","P40039","YER060W","S+KZC"
"2341","P40040","YER063W","S+KZC"
"2342","P40041","YER064C","S+KZC"
"2343","P40045","YER071C","S+KZC"
"2344","P40046","YER072W","S+KZC"
"2345","P40047","YER073W","S+KZC"
"2346","P40048","YER075C","S+KZC"
"2347","P40050","YER077C","S+KZC"
"2348","P40051","YER078C","S+KZC"
"2349","P40052","YER079W","S+KZC"
"2350","P40053","YER080W","S+KZC"
"2351","P40054","YER081W","S+KZC"
"2352","P40055","YER082C","S+KZC"
"2353","P40056","YER083C","S+KZC"
"2354","P40059","YER088C","S+KZC"
"2355","P40060","YER092W","S+KZC"
"2356","P40061","YER093C","S+KZC"
"2357","P40063","YER104W","S+KZC"
"2358","P40065","YER106W","S+KZC"
"2359","P40066","YER107C","S+KZC"
"2360","P40069","YER110C","S+KZC"
"2361","P40070","YER112W","S+KZC"
"2362","P40071","YER113C","S+KZC"
"2363","P40072","YER116C","S+KZC"
"2364","P40073","YER118C","S+KZC"
"2365","P40074","YER119C","S+KZC"
"2366","P40075","YER120W","S+KZC"
"2367","P40077","YER124C","S+KZC"
"2368","P40078","YER126C","S+KZC"
"2369","P40079","YER127W","S+KZC"
"2370","P40080","YER128W","S+KZC"
"2371","P40081","YER134C","S+KZC"
"2372","P40083","YER137C","S+KZC"
"2373","P40084","YER139C","S+KZC"
"2374","P40085","YER140W","S+KZC"
"2375","P40086","YER141W","S+KZC"
"2376","P40087","YER143W","S+KZC"
"2377","P40088","YER145C","S+KZC"
"2378","P40089","YER146W","S+KZC"
"2379","P40090","YER147C","S+KZC"
"2380","P40091","YER149C","S+KZC"
"2381","P40092","YER150W","S+KZC"
"2382","P40093","YER156C","S+KZC"
"2383","P40094","YER157W","S+KZC"
"2384","P40095","YER158C","S+KZC"
"2385","P40096","YER159C","S+KZC"
"2386","P40098","YER182W","S+KZC"
"2387","P40099","YER183C","S+KZC"
"2388","P40100","YER185W","S+KZC"
"2389","P40106","YER062C","S+KZC"
"2390","P40107","YGL225W","S+KZC"
"2391","P40150","YNL209W","S+KZC"
"2392","P40151","YNL218W","S+KZC"
"2393","P40152","YNL217W","S+KZC"
"2394","P40154","YNL215W","S+KZC"
"2395","P40155","YNL214W","S+KZC"
"2396","P40156","YNL213C","S+KZC"
"2397","P40157","YNL212W","S+KZC"
"2398","P40160","YNL207W","S+KZC"
"2399","P40161","YNL206C","S+KZC"
"2400","P40164","YNL201C","S+KZC"
"2401","P40165","YNL200C","S+KZC"
"2402","P40168","YNL195C","S+KZC"
"2403","P40169","YNL194C","S+KZC"
"2404","P40185","YIL051C","S+KZC"
"2405","P40186","YIL050W","S+KZC"
"2406","P40187","YIL045W","S+KZC"
"2407","P40188","YIL057C","S+KZC"
"2408","P40202","YMR038C","S+KZC"
"2409","P40204","YFL017W-A","S+KZC"
"2410","P40206","YMR132C","S+KZC"
"2411","P40207","YMR134W","S+KZC"
"2412","P40208","YMR135C","S+KZC"
"2413","P40209","YMR136W","S+KZC"
"2414","P40210","YMR140W","S+KZC"
"2415","P40212","YMR142C","S+KZC"
"2416","P40214","YMR144W","S+KZC"
"2417","P40215","YMR145C","S+KZC"
"2418","P40217","YMR146C","S+KZC"
"2419","P40218","YMR147W","S+KZC"
"2420","P40219","YMR148W","S+KZC"
"2421","P40260","YGR121C","S+KZC"
"2422","P40302","YMR314W","S+KZC"
"2423","P40303","YOL038W","S+KZC"
"2424","P40308","YMR313C","S+KZC"
"2425","P40309","YJL094C","S+KZC"
"2426","P40310","YJL093C","S+KZC"
"2427","P40312","YNL111C","S+KZC"
"2428","P40316","YDR113C","S+KZC"
"2429","P40317","YDR006C","S+KZC"
"2430","P40318","YIL030C","S+KZC"
"2431","P40319","YLR372W","S+KZC"
"2432","P40325","YGR268C","S+KZC"
"2433","P40327","YDL007W","S+KZC"
"2434","P40328","YPL074W","S+KZC"
"2435","P40335","YJL053W","S+KZC"
"2436","P40339","YOL094C","S+KZC"
"2437","P40340","YGR270W","S+KZC"
"2438","P40341","YMR089C","S+KZC"
"2439","P40342","YNR004W","S+KZC"
"2440","P40343","YNR006W","S+KZC"
"2441","P40344","YNR007C","S+KZC"
"2442","P40345","YNR008W","S+KZC"
"2443","P40347","YPR073C","S+KZC"
"2444","P40348","YJR068W","S+KZC"
"2445","P40350","YPL227C","S+KZC"
"2446","P40351","YOR067C","S+KZC"
"2447","P40352","YJR035W","S+KZC"
"2448","P40353","YOR377W","S+KZC"
"2449","P40354","YJR062C","S+KZC"
"2450","P40355","YJR061W","S+KZC"
"2451","P40356","YGL025C","S+KZC"
"2452","P40357","YGR009C","S+KZC"
"2453","P40358","YJL073W","S+KZC"
"2454","P40359","YJL072C","S+KZC"
"2455","P40360","YJL071W","S+KZC"
"2456","P40361","YJL070C","S+KZC"
"2457","P40362","YJL069C","S+KZC"
"2458","P40363","YJL068C","S+KZC"
"2459","P40364","YJL066C","S+KZC"
"2460","P40366","YJL065C","S+KZC"
"2461","P40367","YJL062W","S+KZC"
"2462","P40368","YJL061W","S+KZC"
"2463","P40395","YLR039C","S+KZC"
"2464","P40413","YJR064W","S+KZC"
"2465","P40416","YMR301C","S+KZC"
"2466","P40422","YHR143W-A","S+KZC"
"2467","P40433","YIL107C","S+KZC"
"2468","P40438","YIL173W","S+KZC"
"2469","P40445","YIL166C","S+KZC"
"2470","P40449","YIL161W","S+KZC"
"2471","P40450","YIL159W","S+KZC"
"2472","P40452","YIL157C","S+KZC"
"2473","P40453","YIL156W","S+KZC"
"2474","P40454","YIL153W","S+KZC"
"2475","P40455","YIL152W","S+KZC"
"2476","P40456","YIL151C","S+KZC"
"2477","P40458","YIL146C","S+KZC"
"2478","P40459","YIL145C","S+KZC"
"2479","P40460","YIL144W","S+KZC"
"2480","P40462","YIL137C","S+KZC"
"2481","P40463","YIL135C","S+KZC"
"2482","P40464","YIL134W","S+KZC"
"2483","P40465","YIL132C","S+KZC"
"2484","P40466","YIL131C","S+KZC"
"2485","P40467","YIL130W","S+KZC"
"2486","P40468","YIL129C","S+KZC"
"2487","P40469","YIL128W","S+KZC"
"2488","P40470","YIL127C","S+KZC"
"2489","P40471","YIL124W","S+KZC"
"2490","P40472","YIL123W","S+KZC"
"2491","P40473","YIL122W","S+KZC"
"2492","P40474","YIL121W","S+KZC"
"2493","P40475","YIL120W","S+KZC"
"2494","P40476","YIL117C","S+KZC"
"2495","P40477","YIL115C","S+KZC"
"2496","P40479","YIL113W","S+KZC"
"2497","P40480","YIL112W","S+KZC"
"2498","P40481","YIL110W","S+KZC"
"2499","P40482","YIL109C","S+KZC"
"2500","P40483","YIL108W","S+KZC"
"2501","P40484","YIL106W","S+KZC"
"2502","P40485","YIL105C","S+KZC"
"2503","P40486","YIL104C","S+KZC"
"2504","P40487","YIL103W","S+KZC"
"2505","P40489","YIL101C","S+KZC"
"2506","P40491","YIL098C","S+KZC"
"2507","P40492","YIL097W","S+KZC"
"2508","P40493","YIL096C","S+KZC"
"2509","P40494","YIL095W","S+KZC"
"2510","P40495","YIL094C","S+KZC"
"2511","P40496","YIL093C","S+KZC"
"2512","P40498","YIL091C","S+KZC"
"2513","P40499","YIL090W","S+KZC"
"2514","P40501","YIL088C","S+KZC"
"2515","P40502","YIL087C","S+KZC"
"2516","P40504","YIL085C","S+KZC"
"2517","P40505","YIL084C","S+KZC"
"2518","P40506","YIL083C","S+KZC"
"2519","P40507","YIL079C","S+KZC"
"2520","P40508","YIL077C","S+KZC"
"2521","P40509","YIL076W","S+KZC"
"2522","P40510","YIL074C","S+KZC"
"2523","P40511","YIL073C","S+KZC"
"2524","P40512","YIL071C","S+KZC"
"2525","P40513","YIL070C","S+KZC"
"2526","P40514","YIL067C","S+KZC"
"2527","P40515","YIL065C","S+KZC"
"2528","P40516","YIL064W","S+KZC"
"2529","P40517","YIL063C","S+KZC"
"2530","P40518","YIL062C","S+KZC"
"2531","P40522","YIL056W","S+KZC"
"2532","P40523","YIL055C","S+KZC"
"2533","P40525","YIL052C","S+KZC"
"2534","P40526","YIL049W","S+KZC"
"2535","P40527","YIL048W","S+KZC"
"2536","P40528","YIL047C","S+KZC"
"2537","P40529","YIL044C","S+KZC"
"2538","P40530","YIL042C","S+KZC"
"2539","P40531","YIL041W","S+KZC"
"2540","P40532","YIL040W","S+KZC"
"2541","P40533","YIL039W","S+KZC"
"2542","P40535","YIL036W","S+KZC"
"2543","P40537","YIL031W","S+KZC"
"2544","P40540","YIL027C","S+KZC"
"2545","P40541","YIL026C","S+KZC"
"2546","P40543","YIL024C","S+KZC"
"2547","P40544","YIL023C","S+KZC"
"2548","P40545","YIL020C","S+KZC"
"2549","P40546","YIL019W","S+KZC"
"2550","P40547","YIL017C","S+KZC"
"2551","P40548","YIL016W","S+KZC"
"2552","P40549","YIL014W","S+KZC"
"2553","P40550","YIL013C","S+KZC"
"2554","P40552","YIL011W","S+KZC"
"2555","P40553","YIL010W","S+KZC"
"2556","P40554","YIL008W","S+KZC"
"2557","P40555","YIL007C","S+KZC"
"2558","P40556","YIL006W","S+KZC"
"2559","P40557","YIL005W","S+KZC"
"2560","P40558","YIL003W","S+KZC"
"2561","P40559","YIL002C","S+KZC"
"2562","P40560","YIL001W","S+KZC"
"2563","P40561","YIR001C","S+KZC"
"2564","P40562","YIR002C","S+KZC"
"2565","P40563","YIR003W","S+KZC"
"2566","P40564","YIR004W","S+KZC"
"2567","P40565","YIR005W","S+KZC"
"2568","P40566","YIR007W","S+KZC"
"2569","P40567","YIR009W","S+KZC"
"2570","P40568","YIR010W","S+KZC"
"2571","P40569","YIR013C","S+KZC"
"2572","P40570","YIR014W","S+KZC"
"2573","P40571","YIR015W","S+KZC"
"2574","P40572","YIR016W","S+KZC"
"2575","P40573","YIR017C","S+KZC"
"2576","P40574","YIR018W","S+KZC"
"2577","P40576","YIR024C","S+KZC"
"2578","P40577","YIR025W","S+KZC"
"2579","P40578","YIR033W","S+KZC"
"2580","P40579","YIR035C","S+KZC"
"2581","P40580","YIR036C","S+KZC"
"2582","P40581","YIR037W","S+KZC"
"2583","P40582","YIR038C","S+KZC"
"2584","P40585","YIR041W","S+KZC"
"2585","P40586","YIR042C","S+KZC"
"2586","P40693","YNL002C","S+KZC"
"2587","P40825","YOR335C","S+KZC"
"2588","P40850","YNL085W","S+KZC"
"2589","P40851","YPR122W","S+KZC"
"2590","P40857","YJL097W","S+KZC"
"2591","P40858","YJL096W","S+KZC"
"2592","P40890","YJL222W","S+KZC"
"2593","P40892","YJL218W","S+KZC"
"2594","P40897","YJL212C","S+KZC"
"2595","P40917","YOR028C","S+KZC"
"2596","P40955","YJL099W","S+KZC"
"2597","P40956","YGL181W","S+KZC"
"2598","P40957","YGL086W","S+KZC"
"2599","P40958","YJL030W","S+KZC"
"2600","P40959","YMR004W","S+KZC"
"2601","P40960","YDR488C","S+KZC"
"2602","P40961","YGR132C","S+KZC"
"2603","P40962","YOR077W","S+KZC"
"2604","P40963","YMR127C","S+KZC"
"2605","P40965","YFL003C","S+KZC"
"2606","P40968","YDR364C","S+KZC"
"2607","P40969","YMR168C","S+KZC"
"2608","P40970","YDR062W","S+KZC"
"2609","P40971","YDR034C","S+KZC"
"2610","P40975","YEL017C-A","S+KZC"
"2611","P40985","YJR036C","S+KZC"
"2612","P40986","YDR182W","S+KZC"
"2613","P40987","YOR349W","S+KZC"
"2614","P40988","YMR319C","S+KZC"
"2615","P40989","YGR032W","S+KZC"
"2616","P40990","YDL107W","S+KZC"
"2617","P40991","YNL061W","S+KZC"
"2618","P40992","YJL025W","S+KZC"
"2619","P40993","YDR478W","S+KZC"
"2620","P40994","YOR094W","S+KZC"
"2621","P41056","YOR234C","S+KZC"
"2622","P41057","YLR388W","S+KZC"
"2623","P41058","YDL061C","S+KZC"
"2624","P41277","YIL053W","S+KZC"
"2625","P41318","YNL006W","S+KZC"
"2626","P41338","YPL028W","S+KZC"
"2627","P41543","YJL002C","S+KZC"
"2628","P41544","YJL004C","S+KZC"
"2629","P41546","YFL031W","S+KZC"
"2630","P41695","YGR188C","S+KZC"
"2631","P41696","YOR113W","S+KZC"
"2632","P41697","YLR319C","S+KZC"
"2633","P41698","YLR353W","S+KZC"
"2634","P41733","YLR459W","S+KZC"
"2635","P41734","YOR126C","S+KZC"
"2636","P41735","YOR125C","S+KZC"
"2637","P41800","YLL006W","S+KZC"
"2638","P41805","YLR075W","S+KZC"
"2639","P41806","YGR105W","S+KZC"
"2640","P41807","YPR036W","S+KZC"
"2641","P41808","YPR054W","S+KZC"
"2642","P41809","YDR420W","S+KZC"
"2643","P41810","YDR238C","S+KZC"
"2644","P41811","YGL137W","S+KZC"
"2645","P41812","YNL221C","S+KZC"
"2646","P41813","YNL068C","S+KZC"
"2647","P41814","YNL062C","S+KZC"
"2648","P41815","YDR046C","S+KZC"
"2649","P41816","YPL171C","S+KZC"
"2650","P41817","YPL177C","S+KZC"
"2651","P41818","YMR311C","S+KZC"
"2652","P41819","YPL266W","S+KZC"
"2653","P41821","YNL291C","S+KZC"
"2654","P41832","YNL271C","S+KZC"
"2655","P41833","YGL192W","S+KZC"
"2656","P41834","YOR075W","S+KZC"
"2657","P41835","YPL214C","S+KZC"
"2658","P41895","YGR186W","S+KZC"
"2659","P41896","YGR005C","S+KZC"
"2660","P41901","YGR059W","S+KZC"
"2661","P41903","YJR019C","S+KZC"
"2662","P41909","YPL147W","S+KZC"
"2663","P41910","YDR005C","S+KZC"
"2664","P41911","YOL059W","S+KZC"
"2665","P41912","YOL110W","S+KZC"
"2666","P41913","YOR355W","S+KZC"
"2667","P41920","YDR002W","S+KZC"
"2668","P41921","YPL091W","S+KZC"
"2669","P41930","YPL092W","S+KZC"
"2670","P41939","YLR174W","S+KZC"
"2671","P41940","YDL055C","S+KZC"
"2672","P41948","YNL142W","S+KZC"
"2673","P42073","YDR195W","S+KZC"
"2674","P42223","YDR351W","S+KZC"
"2675","P42826","YGR194C","S+KZC"
"2676","P42833","YNL318C","S+KZC"
"2677","P42834","YNL328C","S+KZC"
"2678","P42835","YNL327W","S+KZC"
"2679","P42836","YNL326C","S+KZC"
"2680","P42837","YNL325C","S+KZC"
"2681","P42838","YNL323W","S+KZC"
"2682","P42839","YNL321W","S+KZC"
"2683","P42840","YNL320W","S+KZC"
"2684","P42841","YNL317W","S+KZC"
"2685","P42842","YNL313C","S+KZC"
"2686","P42843","YNL311C","S+KZC"
"2687","P42844","YNL310C","S+KZC"
"2688","P42845","YNL309W","S+KZC"
"2689","P42846","YNL308C","S+KZC"
"2690","P42847","YNL306W","S+KZC"
"2691","P42883","YNL332W","S+KZC"
"2692","P42900","YLR139C","S+KZC"
"2693","P42933","YMR191W","S+KZC"
"2694","P42934","YGR199W","S+KZC"
"2695","P42935","YGR200C","S+KZC"
"2696","P42937","YGR203W","S+KZC"
"2697","P42938","YGR205W","S+KZC"
"2698","P42939","YGR206W","S+KZC"
"2699","P42940","YGR207C","S+KZC"
"2700","P42941","YGR208W","S+KZC"
"2701","P42942","YGR210C","S+KZC"
"2702","P42943","YJL111W","S+KZC"
"2703","P42944","YJL110C","S+KZC"
"2704","P42945","YJL109C","S+KZC"
