Orthogroup	S.cerevisiae	C.glabrata	K.marxianus	Z.rouxii
OG0003976	P25375	tr|Q6FX66|Q6FX66_CANGA	KMXK_0A08240	tr|C5DZ58|C5DZ58_ZYGRC
OG0003977	P33297	tr|Q6FY57|Q6FY57_CANGA	KMXK_0G04050	tr|C5DY33|C5DY33_ZYGRC
OG0003978	P49704	tr|Q6FTF0|Q6FTF0_CANGA	KMXK_0E04280	tr|C5DTY8|C5DTY8_ZYGRC
OG0003979	P38698	tr|Q6FKU4|Q6FKU4_CANGA	KMXK_0D05110	tr|C5DRJ0|C5DRJ0_ZYGRC
OG0003980	P42946	sp|Q6FT92|PRM10_CANGA	KMXK_0C05730	sp|C5E109|PRM10_ZYGRC
OG0003981	P40327	tr|Q6FQN2|Q6FQN2_CANGA	KMXK_0C01860	tr|C5DPL0|C5DPL0_ZYGRC
OG0003982	P30656	tr|Q6FTK5|Q6FTK5_CANGA	KMXK_0B03550	tr|C5DUL2|C5DUL2_ZYGRC
OG0003983	Q07350	tr|Q6FNA7|Q6FNA7_CANGA	KMXK_0D03020	tr|C5DR32|C5DR32_ZYGRC
OG0003984	P28004	sp|Q6FIT9|PRP45_CANGA	KMXK_0E01150	tr|C5DV69|C5DV69_ZYGRC
OG0003985	P34227	tr|Q6FXS9|Q6FXS9_CANGA	KMXK_0G03640	tr|C5DQV3|C5DQV3_ZYGRC
OG0003986	P39006	tr|Q6FP67|Q6FP67_CANGA	KMXK_0B07640	tr|C5DZJ4|C5DZJ4_ZYGRC
OG0003987	P53043	tr|Q6FVW4|Q6FVW4_CANGA	KMXK_0H02810	tr|C5DQZ3|C5DQZ3_ZYGRC
OG0003988	P53131	tr|Q6FU15|Q6FU15_CANGA	KMXK_0D06520	tr|C5E400|C5E400_ZYGRC
OG0003989	P21372	sp|Q6FML5|PRP5_CANGA	KMXK_0B02520	tr|C5E0R4|C5E0R4_ZYGRC
OG0003990	P33298	tr|Q6FMB0|Q6FMB0_CANGA	KMXK_0A05740	tr|C5DW32|C5DW32_ZYGRC
OG0003991	P21242	tr|Q6FRT4|Q6FRT4_CANGA	KMXK_0C05940	tr|C5DSK2|C5DSK2_ZYGRC
OG0003992	P23638	tr|Q6FQ02|Q6FQ02_CANGA	KMXK_0B05550	tr|C5DVV6|C5DVV6_ZYGRC
OG0003993	P23394	sp|Q6FM43|PRP28_CANGA	KMXK_0C05090	tr|C5DPF6|C5DPF6_ZYGRC
OG0003994	P40968	tr|Q6FY56|Q6FY56_CANGA	KMXK_0G04040	tr|C5DY34|C5DY34_ZYGRC
OG0003995	P39682	tr|Q6FLQ9|Q6FLQ9_CANGA	KMXK_0A04160	tr|C5DZJ0|C5DZJ0_ZYGRC
OG0003996	Q03338	tr|Q6FJ58|Q6FJ58_CANGA	KMXK_0G00970	tr|C5DPR4|C5DPR4_ZYGRC
OG0003997	P53549	tr|Q6FMD6|Q6FMD6_CANGA	KMXK_0C04640	tr|C5DYC5|C5DYC5_ZYGRC
OG0003998	P32524	tr|Q6FUL7|Q6FUL7_CANGA	KMXK_0A07050	tr|C5DUM7|C5DUM7_ZYGRC
OG0003999	P23724	tr|Q6FUC8|Q6FUC8_CANGA	KMXK_0H00890	tr|C5E140|C5E140_ZYGRC
OG0004000	P14164	tr|Q6FPT2|Q6FPT2_CANGA	KMXK_0C05660	tr|C5DZB1|C5DZB1_ZYGRC
OG0004001	Q03233	tr|Q6FLU7|Q6FLU7_CANGA	KMXK_0B07330	tr|C5E4Q2|C5E4Q2_ZYGRC
OG0004002	P31787	tr|Q6FMZ0|Q6FMZ0_CANGA	KMXK_0E01950	tr|C5DNY7|C5DNY7_ZYGRC
OG0004003	Q01976	tr|Q6FMI7|Q6FMI7_CANGA	KMXK_0G03050	tr|C5DUG1|C5DUG1_ZYGRC
OG0004004	P32493	sp|Q6FU41|AEP1_CANGA	KMXK_0F03910	sp|C5E3X9|AEP1_ZYGRC
OG0004005	P22136	sp|Q6FJW4|AEP2_CANGA	KMXK_0G00540	sp|C5E0N8|AEP2_ZYGRC
OG0004006	Q03771	tr|Q6FVL0|Q6FVL0_CANGA	KMXK_0E05120	tr|C5DYK9|C5DYK9_ZYGRC
OG0004007	P32463	tr|Q6FW23|Q6FW23_CANGA	KMXK_0A02100	tr|C5DS37|C5DS37_ZYGRC
OG0004008	Q01802	tr|Q6FMF0|Q6FMF0_CANGA	KMXK_0B01660	tr|C5DZC7|C5DZC7_ZYGRC
OG0004009	Q00955	tr|Q6FKK8|Q6FKK8_CANGA	KMXK_0F00940	tr|C5DVR9|C5DVR9_ZYGRC
OG0004010	P40535	tr|Q6FQL9|Q6FQL9_CANGA	KMXK_0B05380	tr|C5DWN3|C5DWN3_ZYGRC
OG0004011	P32316	sp|Q6FPF3|ACH1_CANGA	KMXK_0B00530	tr|C5DU17|C5DU17_ZYGRC
OG0004012	Q00362	tr|Q6FL50|Q6FL50_CANGA	KMXK_0B03150	tr|C5E1A1|C5E1A1_ZYGRC
OG0004013	P38903	tr|Q6FUR2|Q6FUR2_CANGA	KMXK_0B03610	tr|C5E1U0|C5E1U0_ZYGRC
OG0004014	P12904	tr|Q6FU09|Q6FU09_CANGA	KMXK_0B02400	tr|C5DU79|C5DU79_ZYGRC
OG0004015	P35181	tr|Q6FXK8|Q6FXK8_CANGA	KMXK_0D03120	tr|C5E4E3|C5E4E3_ZYGRC
OG0004016	P53068	tr|Q6FRK7|Q6FRK7_CANGA	KMXK_0C07090	tr|C5E4X1|C5E4X1_ZYGRC
OG0004017	P37302	tr|Q6FSV1|Q6FSV1_CANGA	KMXK_0B08360	tr|C5E1I3|C5E1I3_ZYGRC
OG0004018	P00812	tr|Q6FP31|Q6FP31_CANGA	KMXK_0E00300	tr|C5DY65|C5DY65_ZYGRC
OG0004019	P53886	tr|Q6FP66|Q6FP66_CANGA	KMXK_0B07630	tr|C5DZJ3|C5DZJ3_ZYGRC
OG0004020	P38285	sp|Q6FRM1|AMN1_CANGA	KMXK_0C03490	tr|C5DXY3|C5DXY3_ZYGRC
OG0004021	P38207	tr|Q6FPE9|Q6FPE9_CANGA	KMXK_0B00490	tr|C5DU21|C5DU21_ZYGRC
OG0004022	Q01217	tr|Q6FPK4|Q6FPK4_CANGA	KMXK_0H01730	tr|C5DTG7|C5DTG7_ZYGRC
OG0004023	P36000	tr|Q6FW90|Q6FW90_CANGA	KMXK_0C01220	tr|C5E1D8|C5E1D8_ZYGRC
OG0004024	Q12028	tr|Q6FMU2|Q6FMU2_CANGA	KMXK_0H01350	tr|C5DYH8|C5DYH8_ZYGRC
OG0004025	P38065	tr|Q6FUD2|Q6FUD2_CANGA	KMXK_0H03410	tr|C5DYG7|C5DYG7_ZYGRC
OG0004026	P36090	tr|Q6FLQ0|Q6FLQ0_CANGA	KMXK_0D04050	tr|C5E4I5|C5E4I5_ZYGRC
OG0004027	P19880	sp|Q6FRZ8|AP1_CANGA	KMXK_0C06690	tr|C5DW77|C5DW77_ZYGRC
OG0004028	P22936	tr|Q6FM27|Q6FM27_CANGA	KMXK_0C05630	tr|C5DZA8|C5DZA8_ZYGRC
OG0004029	P46672	tr|Q6FNN0|Q6FNN0_CANGA	KMXK_0B02570	tr|C5E1K0|C5E1K0_ZYGRC
OG0004030	P40024	tr|Q6FWW6|Q6FWW6_CANGA	KMXK_0C06820	tr|C5E4U3|C5E4U3_ZYGRC
OG0004031	P18544	sp|Q6FXA4|ARGD_CANGA	KMXK_0G03990	tr|C5DSV5|C5DSV5_ZYGRC
OG0004032	P15274	tr|Q6FSW0|Q6FSW0_CANGA	KMXK_0H00130	tr|C5DWD1|C5DWD1_ZYGRC
OG0004033	Q00776	tr|Q6FNE6|Q6FNE6_CANGA	KMXK_0E04090	tr|C5DT40|C5DT40_ZYGRC
OG0004034	Q12157	tr|Q6FQP6|Q6FQP6_CANGA	KMXK_0F04360	tr|C5DPN9|C5DPN9_ZYGRC
OG0004035	P0CD91	tr|Q6FWH4|Q6FWH4_CANGA, tr|Q6FXZ8|Q6FXZ8_CANGA	KMXK_0C03420	
OG0004036	P47064	tr|Q6FW31|Q6FW31_CANGA	KMXK_0C02080	tr|C5DRS3|C5DRS3_ZYGRC
OG0004037	P27351	tr|Q6FTA3|Q6FTA3_CANGA	KMXK_0G00860	tr|C5DQG8|C5DQG8_ZYGRC
OG0004038	P38153	tr|Q6FLN1|Q6FLN1_CANGA	KMXK_0F02300	tr|C5DQN5|C5DQN5_ZYGRC
OG0004039	Q08951	tr|Q6FSN4|Q6FSN4_CANGA	KMXK_0F02000	tr|C5DZZ9|C5DZZ9_ZYGRC
OG0004040	P40351	sp|Q6FKM3|ALG8_CANGA	KMXK_0C02680	tr|C5DNU1|C5DNU1_ZYGRC
OG0004041	P50082	tr|Q6FL32|Q6FL32_CANGA	KMXK_0F05190	tr|C5DSA9|C5DSA9_ZYGRC
OG0004042	P32357	tr|Q6FXS4|Q6FXS4_CANGA	KMXK_0G03720	tr|C5DQW1|C5DQW1_ZYGRC
OG0004043	P28240	sp|Q6FPK7|ACEA_CANGA	KMXK_0H01780	tr|C5DTG2|C5DTG2_ZYGRC
OG0004044	Q07622	tr|Q6FNR3|Q6FNR3_CANGA	KMXK_0C05240	tr|C5DQA8|C5DQA8_ZYGRC
OG0004045	P21147	tr|Q6FR73|Q6FR73_CANGA	KMXK_0A06140	tr|C5DT32|C5DT32_ZYGRC
OG0004046	P15891	tr|Q6FWR1|Q6FWR1_CANGA	KMXK_0B02660	tr|C5DWT2|C5DWT2_ZYGRC
OG0004047	P13711	sp|Q6FY63|ACOX_CANGA	KMXK_0B02780	tr|C5E4S2|C5E4S2_ZYGRC
OG0004048	P60010	sp|P60009|ACT_CANGA	KMXK_0H00490	tr|C5DX74|C5DX74_ZYGRC
OG0004049	P38090	tr|Q6FX39|Q6FX39_CANGA	KMXK_0H02150	tr|C5DUJ2|C5DUJ2_ZYGRC
OG0004050	Q12449	tr|Q6FV43|Q6FV43_CANGA	KMXK_0E01320	tr|C5DQ80|C5DQ80_ZYGRC
OG0004051	P10869	tr|Q6FPL5|Q6FPL5_CANGA	KMXK_0D03660	tr|C5DWQ0|C5DWQ0_ZYGRC
OG0004052	Q12089	sp|Q6FKT1|AEP3_CANGA	KMXK_0D03420	tr|C5DXD7|C5DXD7_ZYGRC
OG0004053	P38628	tr|Q6FXI7|Q6FXI7_CANGA	KMXK_0G00340	tr|C5DWY0|C5DWY0_ZYGRC
OG0004054	P32794	tr|Q6FWV5|Q6FWV5_CANGA	KMXK_0D04880	tr|C5DRZ7|C5DRZ7_ZYGRC
OG0004055	Q04689	sp|Q6FLQ5|AIM32_CANGA	KMXK_0A04110	sp|C5DZI5|AIM32_ZYGRC
OG0004056	P38013	tr|Q6FIU4|Q6FIU4_CANGA	KMXK_0D02010	tr|C5DVF3|C5DVF3_ZYGRC
OG0004057	P23180	tr|Q6FMD9|Q6FMD9_CANGA	KMXK_0E04190	tr|C5E1T6|C5E1T6_ZYGRC
OG0004058	P54783	sp|Q6FS20|ALO_CANGA	KMXK_0H02610	tr|C5DP67|C5DP67_ZYGRC
OG0004059	Q04212	tr|Q6FU59|Q6FU59_CANGA	KMXK_0D03310	tr|C5DWZ1|C5DWZ1_ZYGRC
OG0004060	P25371	tr|Q6FKY0|Q6FKY0_CANGA	KMXK_0B04820	tr|C5E497|C5E497_ZYGRC
OG0004061	P16661	sp|Q6FLZ2|ALG1_CANGA	KMXK_0G03010	tr|C5DUF7|C5DUF7_ZYGRC
OG0004062	Q12184	tr|Q6FSG7|Q6FSG7_CANGA	KMXK_0C03290	tr|C5DT59|C5DT59_ZYGRC
OG0004063	P47015	sp|Q6FL71|AIM23_CANGA	KMXK_0F05410	sp|C5DV23|AIM23_ZYGRC
OG0004064	P36154	tr|Q6FTJ5|Q6FTJ5_CANGA	KMXK_0C02590	tr|C5DSD4|C5DSD4_ZYGRC
OG0004065	Q12032	sp|Q6FLK5|AIM41_CANGA	KMXK_0B08170	sp|C5DXN2|AIM41_ZYGRC
OG0004066	P53930	sp|Q6FXM4|AF9_CANGA	KMXK_0F03450	tr|C5DRM8|C5DRM8_ZYGRC
OG0004067	Q07716	sp|Q6FWH9|AIM6_CANGA	KMXK_0E06080	sp|C5DYR9|AIM6_ZYGRC
OG0004068	P46680	tr|Q6FPS7|Q6FPS7_CANGA	KMXK_0B01610	tr|C5DZC2|C5DZC2_ZYGRC
OG0004069	P50076	sp|Q6FL34|ALG10_CANGA	KMXK_0F05220	tr|C5DSA6|C5DSA6_ZYGRC
OG0004070	P47029	tr|Q6FJW1|Q6FJW1_CANGA	KMXK_0C01740	tr|C5E0R7|C5E0R7_ZYGRC
OG0004071	P43636	sp|Q6FJJ9|ALG2_CANGA	KMXK_0D05660	tr|C5DU27|C5DU27_ZYGRC
OG0004072	P38179	sp|Q6FXS2|ALG3_CANGA	KMXK_0G03830	tr|C5DQX2|C5DQX2_ZYGRC
OG0004073	P47127	sp|Q6FJ45|AIM24_CANGA	KMXK_0H01250	sp|C5DYJ0|AIM24_ZYGRC
OG0004074	Q99299	sp|Q6FK06|AIM44_CANGA	KMXK_0H00200	sp|C5DXS6|AIM44_ZYGRC
OG0004075	Q99186	tr|Q6FWJ4|Q6FWJ4_CANGA	KMXK_0A06800	tr|C5DR17|C5DR17_ZYGRC
OG0004076	P53730	tr|Q6FIX9|Q6FIX9_CANGA	KMXK_0H02000	tr|C5DVP0|C5DVP0_ZYGRC
OG0004077	P08019	tr|Q6FTG3|Q6FTG3_CANGA	KMXK_0G01500	tr|C5DV00|C5DV00_ZYGRC
OG0004078	Q12440	tr|Q6FJR3|Q6FJR3_CANGA	KMXK_0E04880	tr|C5DY53|C5DY53_ZYGRC
OG0004079	P53940	tr|Q6FNN5|Q6FNN5_CANGA	KMXK_0D03960	tr|C5DU98|C5DU98_ZYGRC
OG0004080	P53868	tr|Q6FMV0|Q6FMV0_CANGA	KMXK_0E06050	tr|C5DYR6|C5DYR6_ZYGRC
OG0004081	Q06497	tr|Q6FVX5|Q6FVX5_CANGA	KMXK_0H03010	tr|C5DT89|C5DT89_ZYGRC
OG0004082	P32629	tr|Q6FLR3|Q6FLR3_CANGA	KMXK_0A01330	tr|C5DXH7|C5DXH7_ZYGRC
OG0004083	P47140	tr|Q6FWL8|Q6FWL8_CANGA	KMXK_0B00280	tr|C5E133|C5E133_ZYGRC
OG0004084	P53178	sp|Q6FVR6|ALG13_CANGA	KMXK_0E01510	tr|C5E1N0|C5E1N0_ZYGRC
OG0004085	Q12001	tr|Q6FVE1|Q6FVE1_CANGA	KMXK_0G00470	tr|C5DTD9|C5DTD9_ZYGRC
OG0004086	P18238	tr|Q6FUE0|Q6FUE0_CANGA	KMXK_0H03500	tr|C5E0I7|C5E0I7_ZYGRC
OG0004087	Q12433	tr|Q6FV61|Q6FV61_CANGA	KMXK_0G00920	tr|C5DR12|C5DR12_ZYGRC
OG0004088	Q12482	tr|Q6FN66|Q6FN66_CANGA	KMXK_0H04040	tr|C5E434|C5E434_ZYGRC
OG0004089	Q08548	tr|Q6FLB7|Q6FLB7_CANGA	KMXK_0D02070	tr|C5DWE7|C5DWE7_ZYGRC
OG0004090	P47019	sp|Q6FL80|ALB1_CANGA	KMXK_0F05550	tr|C5DV33|C5DV33_ZYGRC
OG0004091	P52893	tr|Q6FKE3|Q6FKE3_CANGA	KMXK_0D01630	tr|C5DSN3|C5DSN3_ZYGRC
OG0004092	P25649	tr|Q6FVN0|Q6FVN0_CANGA	KMXK_0B04150	tr|C5DWS4|C5DWS4_ZYGRC
OG0004093	P40350	tr|Q6FUZ3|Q6FUZ3_CANGA	KMXK_0H02240	tr|C5E4P2|C5E4P2_ZYGRC
OG0004094	P53954	sp|Q6FWD1|ALG11_CANGA	KMXK_0G01600	tr|C5DUZ0|C5DUZ0_ZYGRC
OG0004095	Q02336	tr|Q6FMQ2|Q6FMQ2_CANGA	KMXK_0D06090	tr|C5DWB6|C5DWB6_ZYGRC
OG0004096	Q08223	sp|Q6FQ14|AIM39_CANGA	KMXK_0G03300	sp|C5E0J8|AIM39_ZYGRC
OG0004097	P38242	sp|Q6FV75|ALG14_CANGA	KMXK_0D01500	tr|C5E0G1|C5E0G1_ZYGRC
OG0004098	P14904	tr|Q6FMF2|Q6FMF2_CANGA	KMXK_0B01690	tr|C5DZD0|C5DZD0_ZYGRC
OG0004099	P53909	sp|Q6FP78|ADE_CANGA	KMXK_0A00920	tr|C5DZL4|C5DZL4_ZYGRC
OG0004100	P40502	tr|Q6FJF8|Q6FJF8_CANGA	KMXK_0G01280	tr|C5DPC2|C5DPC2_ZYGRC
OG0004101	P43567	tr|Q6FLY4|Q6FLY4_CANGA	KMXK_0B03190	tr|C5DX89|C5DX89_ZYGRC
OG0004102	P14540	tr|Q6FLL5|Q6FLL5_CANGA	KMXK_0D04110	tr|C5E4J1|C5E4J1_ZYGRC
OG0004103	P07248	tr|Q6FV44|Q6FV44_CANGA	KMXK_0B01290	tr|C5DQ82|C5DQ82_ZYGRC
OG0004104	P40053	sp|Q6FPJ5|AIM9_CANGA	KMXK_0D04360	sp|C5DTI7|AIM9_ZYGRC
OG0004105	P32317	tr|Q6FV78|Q6FV78_CANGA	KMXK_0C06610	tr|C5DW69|C5DW69_ZYGRC
OG0004106	P40529	tr|Q6FLT4|Q6FLT4_CANGA	KMXK_0D03640	tr|C5DWQ2|C5DWQ2_ZYGRC
OG0004107	P47143	tr|Q6FWK4|Q6FWK4_CANGA	KMXK_0F01350	tr|C5DUW5|C5DUW5_ZYGRC
OG0004108	Q03798	sp|Q6FJ31|AIM36_CANGA	KMXK_0B06660	sp|C5DQ08|AIM36_ZYGRC
OG0004109	P48360	tr|Q6FY45|Q6FY45_CANGA	KMXK_0B06170	tr|C5E1V4|C5E1V4_ZYGRC
OG0004110	P53109	tr|Q6FMR3|Q6FMR3_CANGA	KMXK_0D03210	sp|C5E4F2|AIM14_ZYGRC
OG0004111	Q12156	tr|Q6FT64|Q6FT64_CANGA	KMXK_0D01150	tr|C5E026|C5E026_ZYGRC
OG0004112	P38305	sp|Q6FJL9|AIM4_CANGA	KMXK_0A00730	sp|C5DP04|AIM4_ZYGRC
OG0004113	P39010	sp|Q6FJ70|AKR1_CANGA	KMXK_0F04810	tr|C5DTT3|C5DTT3_ZYGRC
OG0004114	Q12031	tr|Q6FKR5|Q6FKR5_CANGA	KMXK_0H04290	tr|C5DXF8|C5DXF8_ZYGRC
OG0004115	Q12471	tr|Q6FVI9|Q6FVI9_CANGA	KMXK_0H01570	tr|C5DSU6|C5DSU6_ZYGRC
OG0004116	Q02804	tr|Q6FKB8|Q6FKB8_CANGA	KMXK_0H03720	tr|C5DXX5|C5DXX5_ZYGRC
OG0004117	Q07528	sp|Q6FR93|ATG20_CANGA	KMXK_0G01020	tr|C5DXU9|C5DXU9_ZYGRC
OG0004118	Q12421	sp|Q6FM20|CIS1_CANGA	KMXK_0A03150	tr|C5DPH6|C5DPH6_ZYGRC
OG0004119	P81450	tr|Q6FS17|Q6FS17_CANGA	KMXK_0D05360	tr|C5DRG7|C5DRG7_ZYGRC
OG0004120	P50273	sp|Q6FY31|ATP22_CANGA	KMXK_0A01530	tr|C5DPV6|C5DPV6_ZYGRC
OG0004121	P40986	tr|Q6FU73|Q6FU73_CANGA	KMXK_0E05530	tr|C5DSY5|C5DSY5_ZYGRC
OG0004122	P22768	tr|Q6FWJ8|Q6FWJ8_CANGA	KMXK_0A06750	tr|C5DPR0|C5DPR0_ZYGRC
OG0004123	P39524	tr|Q6FT10|Q6FT10_CANGA	KMXK_0E01260	tr|C5DVA6|C5DVA6_ZYGRC
OG0004124	Q06410	sp|Q6FPD4|ATG17_CANGA	KMXK_0A02140	tr|C5DS40|C5DS40_ZYGRC
OG0004125	P25568	sp|Q6FX92|ATG22_CANGA	KMXK_0A07990	tr|C5DZ32|C5DZ32_ZYGRC
OG0004126	P53104	sp|Q6FL58|ATG1_CANGA	KMXK_0C03140	tr|C5E193|C5E193_ZYGRC
OG0004127	P40344	sp|Q6FQJ2|ATG3_CANGA	KMXK_0F01090	tr|C5DT50|C5DT50_ZYGRC
OG0004128	Q12380	sp|Q6FJZ6|ATG5_CANGA	KMXK_0B02120	tr|C5DXR2|C5DXR2_ZYGRC
OG0004129	P38862	sp|Q6FQY7|ATG7_CANGA	KMXK_0D04550	tr|C5DTW0|C5DTW0_ZYGRC
OG0004130	P47117	tr|Q6FUU8|Q6FUU8_CANGA	KMXK_0C00510	tr|C5E1W2|C5E1W2_ZYGRC
OG0004131	P80428	sp|Q6FJV8|ARP4_CANGA	KMXK_0A02330	tr|C5E1J2|C5E1J2_ZYGRC
OG0004132	P40518	tr|Q6FIQ4|Q6FIQ4_CANGA	KMXK_0H01720	tr|C5DTG8|C5DTG8_ZYGRC
OG0004133	P39986	tr|Q6FLR0|Q6FLR0_CANGA	KMXK_0A01300	tr|C5DXH4|C5DXH4_ZYGRC
OG0004134	P40527	tr|Q6FLT9|Q6FLT9_CANGA	KMXK_0H01920	tr|C5DWQ8|C5DWQ8_ZYGRC
OG0004135	Q12527	sp|Q6FRH2|ATG11_CANGA	KMXK_0H03360	tr|C5DUC6|C5DUC6_ZYGRC
OG0004136	Q06628	sp|Q6FSJ9|ATG13_CANGA	KMXK_0D04960	tr|C5DUS2|C5DUS2_ZYGRC
OG0004137	P38316	sp|Q6FMM7|ATG12_CANGA	KMXK_0A06070	tr|C5DT25|C5DT25_ZYGRC
OG0004138	Q12092	sp|Q6FK11|ATG29_CANGA	KMXK_0C04490	tr|C5DXT9|C5DXT9_ZYGRC
OG0004139	P46989	sp|Q6FIW0|ATG27_CANGA	KMXK_0A04880	tr|C5DWR3|C5DWR3_ZYGRC
OG0004140	P53855	sp|Q6FP05|ATG2_CANGA	KMXK_0E06280	tr|C5DYU0|C5DYU0_ZYGRC
OG0004141	P53867	sp|Q6FP20|ATG4_CANGA	KMXK_0E06110	tr|C5DYS2|C5DYS2_ZYGRC
OG0004142	P40458	sp|Q6FRR4|ATG32_CANGA	KMXK_0C07170	sp|C5DZR8|ATG32_ZYGRC
OG0004143	Q05789	tr|Q6FNV0|Q6FNV0_CANGA	KMXK_0H02340	tr|C5DY91|C5DY91_ZYGRC
OG0004144	P00431	sp|Q6FMG7|CCPR_CANGA	KMXK_0E02630	tr|C5E154|C5E154_ZYGRC
OG0004145	P48016	tr|Q6FMU4|Q6FMU4_CANGA	KMXK_0H01370	tr|C5DYH6|C5DYH6_ZYGRC
OG0004146	P40416	sp|Q6FIK3|ATM1_CANGA	KMXK_0A03350	tr|C5DVJ0|C5DVJ0_ZYGRC
OG0004147	P38110	sp|Q6FRZ9|ATM_CANGA	KMXK_0H01520	tr|C5DQY4|C5DQY4_ZYGRC
OG0004148	P18496	sp|Q6FWV2|ATP10_CANGA	KMXK_0H00580	tr|C5DRZ1|C5DRZ1_ZYGRC
OG0004149	P32453	tr|Q6FJS2|Q6FJS2_CANGA	KMXK_0H01610	tr|C5DSU2|C5DSU2_ZYGRC
OG0004150	P50275	tr|Q6FKN0|Q6FKN0_CANGA	KMXK_0C02580	tr|C5DSD3|C5DSD3_ZYGRC
OG0004151	P35734	sp|Q6FIN2|ASK1_CANGA	KMXK_0G02700	tr|C5DX07|C5DX07_ZYGRC
OG0004152	Q03702	tr|Q6FL87|Q6FL87_CANGA	KMXK_0F04080	tr|C5E3W2|C5E3W2_ZYGRC
OG0004153	P50077	tr|Q6FXG1|Q6FXG1_CANGA	KMXK_0F05100	tr|C5DQC0|C5DQC0_ZYGRC
OG0004154	P16639	tr|Q6FXV3|Q6FXV3_CANGA	KMXK_0E01550	tr|C5E060|C5E060_ZYGRC
OG0004155	P38270	sp|Q6FX35|ATG14_CANGA	KMXK_0B07250	tr|C5DUI4|C5DUI4_ZYGRC
OG0004156	Q06671	sp|Q6FK56|ATG23_CANGA	KMXK_0E01900	tr|C5DS51|C5DS51_ZYGRC
OG0004157	P40155	tr|Q6FMV7|Q6FMV7_CANGA	KMXK_0E05960	tr|C5DTR2|C5DTR2_ZYGRC
OG0004158	Q02969	tr|Q6FPY2|Q6FPY2_CANGA	KMXK_0E00310	tr|C5DY66|C5DY66_ZYGRC
OG0004159	P28795	tr|Q6FK41|Q6FK41_CANGA	KMXK_0F04700	tr|C5DVY3|C5DVY3_ZYGRC
OG0004160	Q12181	sp|Q6FRH1|NDOR1_CANGA	KMXK_0H03370	tr|C5DUC5|C5DUC5_ZYGRC
OG0004161	P36052	tr|Q6FJ78|Q6FJ78_CANGA	KMXK_0C02460	tr|C5DSC1|C5DSC1_ZYGRC
OG0004162	Q12746	tr|Q6FXE7|Q6FXE7_CANGA	KMXK_0H02620	tr|C5DP66|C5DP66_ZYGRC
OG0004163	P53939	tr|Q6FNN4|Q6FNN4_CANGA	KMXK_0D03940	tr|C5DUA0|C5DUA0_ZYGRC
OG0004164	P38798	tr|Q6FNL9|Q6FNL9_CANGA	KMXK_0E03580	tr|C5DVZ3|C5DVZ3_ZYGRC
OG0004165	P39744	tr|Q6FLJ8|Q6FLJ8_CANGA	KMXK_0E00510	tr|C5DY83|C5DY83_ZYGRC
OG0004166	P53742	sp|Q6FWS1|NOG2_CANGA	KMXK_0D00260	tr|C5DWU6|C5DWU6_ZYGRC
OG0004167	P48234	tr|Q6FVC1|Q6FVC1_CANGA	KMXK_0E01470	tr|C5E032|C5E032_ZYGRC
OG0004168	P38742	sp|Q6FVA1|NPR3_CANGA	KMXK_0D01230	tr|C5DQJ7|C5DQJ7_ZYGRC
OG0004169	P39683	tr|Q6FLK1|Q6FLK1_CANGA	KMXK_0B08260	tr|C5DXM2|C5DXM2_ZYGRC
OG0004170	P53617	tr|Q6FNZ7|Q6FNZ7_CANGA	KMXK_0A07230	tr|C5DYV5|C5DYV5_ZYGRC
OG0004171	Q07418	tr|Q6FWE6|Q6FWE6_CANGA	KMXK_0H00600	tr|C5DRY8|C5DRY8_ZYGRC
OG0004172	P50091	sp|Q6FTX7|PEX21_CANGA	KMXK_0F05360	tr|C5DRG1|C5DRG1_ZYGRC
OG0004173	Q03370	tr|Q6FJ63|Q6FJ63_CANGA	KMXK_0A04560	tr|C5DPS1|C5DPS1_ZYGRC
OG0004174	P33760	sp|Q6FW67|PEX6_CANGA	KMXK_0B06410	tr|C5DSW3|C5DSW3_ZYGRC
OG0004175	P36003	tr|Q6FJ87|Q6FJ87_CANGA	KMXK_0A04710	tr|C5E171|C5E171_ZYGRC
OG0004176	P39923	tr|Q6FK97|Q6FK97_CANGA	KMXK_0G00420	tr|C5DTE4|C5DTE4_ZYGRC
OG0004177	P53164	tr|Q6FJK1|Q6FJK1_CANGA	KMXK_0A01990	tr|C5DU24|C5DU24_ZYGRC
OG0004178	P14907	tr|Q6FPU8|Q6FPU8_CANGA	KMXK_0B01080	tr|C5DTS4|C5DTS4_ZYGRC
OG0004179	P25339	tr|Q6FXU6|Q6FXU6_CANGA	KMXK_0A03780	tr|C5E071|C5E071_ZYGRC
OG0004180	P07244	tr|Q6FRK3|Q6FRK3_CANGA	KMXK_0C07040	tr|C5E4W6|C5E4W6_ZYGRC
OG0004181	P21264	sp|O74197|PUR6_CANGA	KMXK_0B06100	tr|C5DZH2|C5DZH2_ZYGRC
OG0004182	P07275	tr|Q6FW05|Q6FW05_CANGA	KMXK_0C04210	tr|C5E0Z8|C5E0Z8_ZYGRC
OG0004183	P25502	tr|Q6FKQ1|Q6FKQ1_CANGA	KMXK_0F04160	tr|C5E3V5|C5E3V5_ZYGRC
OG0004184	P38972	tr|Q6FMX3|Q6FMX3_CANGA	KMXK_0E02870	tr|C5DRE1|C5DRE1_ZYGRC
OG0004185	P04046	tr|Q6FIK4|Q6FIK4_CANGA	KMXK_0A03360	tr|C5DVJ1|C5DVJ1_ZYGRC
