"","protein","Gene","orthogroup"
"2033","P38782","YHR058C","S+EMP"
"2034","P38783","YHR059W","S+EMP"
"2035","P38784","YHR060W","S+EMP"
"2036","P38785","YHR061C","S+EMP"
"2037","P38786","YHR062C","S+EMP"
"2038","P38787","YHR063C","S+EMP"
"2039","P38788","YHR064C","S+EMP"
"2040","P38789","YHR066W","S+EMP"
"2041","P38790","YHR067W","S+EMP"
"2042","P38791","YHR068W","S+EMP"
"2043","P38792","YHR069C","S+EMP"
"2044","P38793","YHR070W","S+EMP"
"2045","P38794","YHR071W","S+EMP"
"2046","P38795","YHR074W","S+EMP"
"2047","P38796","YHR075C","S+EMP"
"2048","P38797","YHR076W","S+EMP"
"2049","P38798","YHR077C","S+EMP"
"2050","P38799","YHR078W","S+EMP"
"2051","P38800","YHR080C","S+EMP"
"2052","P38801","YHR081W","S+EMP"
"2053","P38803","YHR085W","S+EMP"
"2054","P38804","YHR087W","S+EMP"
"2055","P38805","YHR088W","S+EMP"
"2056","P38806","YHR090C","S+EMP"
"2057","P38809","YHR097C","S+EMP"
"2058","P38810","YHR098C","S+EMP"
"2059","P38811","YHR099W","S+EMP"
"2060","P38812","YHR100C","S+EMP"
"2061","P38813","YHR101C","S+EMP"
"2062","P38814","YHR103W","S+EMP"
"2063","P38815","YHR105W","S+EMP"
"2064","P38816","YHR106W","S+EMP"
"2065","P38817","YHR108W","S+EMP"
"2066","P38821","YHR113W","S+EMP"
"2067","P38822","YHR114W","S+EMP"
"2068","P38823","YHR115C","S+EMP"
"2069","P38824","YHR116W","S+EMP"
"2070","P38825","YHR117W","S+EMP"
"2071","P38826","YHR118C","S+EMP"
"2072","P38829","YHR122W","S+EMP"
"2073","P38830","YHR124W","S+EMP"
"2074","P38832","YHR126C","S+EMP"
"2075","P38833","YHR127W","S+EMP"
"2076","P38835","YHR131C","S+EMP"
"2077","P38836","YHR132C","S+EMP"
"2078","P38837","YHR133C","S+EMP"
"2079","P38838","YHR134W","S+EMP"
"2080","P38839","YHR136C","S+EMP"
"2081","P38840","YHR137W","S+EMP"
"2082","P38841","YHR138C","S+EMP"
"2083","P38842","YHR140W","S+EMP"
"2084","P38843","YHR142W","S+EMP"
"2085","P38844","YHR143W","S+EMP"
"2086","P38845","YHR146W","S+EMP"
"2087","P38848","YHR150W","S+EMP"
"2088","P38849","YHR151C","S+EMP"
"2089","P38850","YHR154W","S+EMP"
"2090","P38851","YHR155W","S+EMP"
"2091","P38852","YHR156C","S+EMP"
"2092","P38853","YHR158C","S+EMP"
"2093","P38854","YHR159W","S+EMP"
"2094","P38855","YHR160C","S+EMP"
"2095","P38856","YHR161C","S+EMP"
"2096","P38858","YHR163W","S+EMP"
"2097","P38859","YHR164C","S+EMP"
"2098","P38861","YHR170W","S+EMP"
"2099","P38862","YHR171W","S+EMP"
"2100","P38863","YHR172W","S+EMP"
"2101","P38864","YHR173C","S+EMP"
"2102","P38865","YHR175W","S+EMP"
"2103","P38866","YHR176W","S+EMP"
"2104","P38867","YHR177W","S+EMP"
"2105","P38868","YHR180W","S+EMP"
"2106","P38869","YHR181W","S+EMP"
"2107","P38870","YHR182W","S+EMP"
"2108","P38871","YHR184W","S+EMP"
"2109","P38872","YHR185C","S+EMP"
"2110","P38873","YHR186C","S+EMP"
"2111","P38874","YHR187W","S+EMP"
"2112","P38875","YHR188C","S+EMP"
"2113","P38876","YHR189W","S+EMP"
"2114","P38877","YHR191C","S+EMP"
"2115","P38878","YHR192W","S+EMP"
"2116","P38879","YHR193C","S+EMP"
"2117","P38880","YHR194W","S+EMP"
"2118","P38881","YHR195W","S+EMP"
"2119","P38882","YHR196W","S+EMP"
"2120","P38883","YHR197W","S+EMP"
"2121","P38884","YHR198C","S+EMP"
"2122","P38885","YHR199C","S+EMP"
"2123","P38886","YHR200W","S+EMP"
"2124","P38887","YHR202W","S+EMP"
"2125","P38888","YHR204W","S+EMP"
"2126","P38889","YHR206W","S+EMP"
"2127","P38890","YHR207C","S+EMP"
"2128","P38891","YHR208W","S+EMP"
"2129","P38892","YHR209W","S+EMP"
"2130","P38893","YHR210C","S+EMP"
"2131","P38894","YHR211W","S+EMP"
"2132","P38899","YHR218W","S+EMP"
"2133","P38900","YHR219W","S+EMP"
"2134","P38902","YOL005C","S+EMP"
"2135","P38903","YOR014W","S+EMP"
"2136","P38904","YDR464W","S+EMP"
"2137","P38907","YDR254W","S+EMP"
"2138","P38909","YOR037W","S+EMP"
"2139","P38910","YOR020C","S+EMP"
"2140","P38911","YML074C","S+EMP"
"2141","P38912","YMR260C","S+EMP"
"2142","P38913","YDL045C","S+EMP"
"2143","P38915","YLR055C","S+EMP"
"2144","P38920","YMR167W","S+EMP"
"2145","P38921","YNL003C","S+EMP"
"2146","P38922","YNL004W","S+EMP"
"2147","P38925","YOL122C","S+EMP"
"2148","P38927","YIL139C","S+EMP"
"2149","P38928","YIL140W","S+EMP"
"2150","P38929","YGL006W","S+EMP"
"2151","P38930","YOR039W","S+EMP"
"2152","P38931","YDR443C","S+EMP"
"2153","P38932","YGL095C","S+EMP"
"2154","P38934","YOR198C","S+EMP"
"2155","P38953","YDR076W","S+EMP"
"2156","P38954","YDR072C","S+EMP"
"2157","P38956","YDR073W","S+EMP"
"2158","P38957","YDR078C","S+EMP"
"2159","P38958","YDR079W","S+EMP"
"2160","P38959","YDR080W","S+EMP"
"2161","P38960","YDR082W","S+EMP"
"2162","P38961","YDR083W","S+EMP"
"2163","P38962","YDR084C","S+EMP"
"2164","P38966","YDR089W","S+EMP"
"2165","P38967","YOL020W","S+EMP"
"2166","P38968","YDL195W","S+EMP"
"2167","P38969","YOR266W","S+EMP"
"2168","P38970","YJL165C","S+EMP"
"2169","P38971","YNL270C","S+EMP"
"2170","P38972","YGR061C","S+EMP"
"2171","P38985","YDL092W","S+EMP"
"2172","P38986","YDR321W","S+EMP"
"2173","P38987","YML064C","S+EMP"
"2174","P38988","YDL198C","S+EMP"
"2175","P38989","YFR031C","S+EMP"
"2176","P38990","YER129W","S+EMP"
"2177","P38991","YPL209C","S+EMP"
"2178","P38992","YDR297W","S+EMP"
"2179","P38993","YMR058W","S+EMP"
"2180","P38994","YDR208W","S+EMP"
"2181","P38995","YDR270W","S+EMP"
"2182","P38996","YPL190C","S+EMP"
"2183","P38998","YIR034C","S+EMP"
"2184","P38999","YNR050C","S+EMP"
"2185","P39000","YER096W","S+EMP"
"2186","P39001","YDR207C","S+EMP"
"2187","P39002","YIL009W","S+EMP"
"2188","P39003","YDR343C","S+EMP"
"2189","P39004","YDR342C","S+EMP"
"2190","P39005","YJL174W","S+EMP"
"2191","P39006","YNL169C","S+EMP"
"2192","P39007","YGL022W","S+EMP"
"2193","P39008","YNR052C","S+EMP"
"2194","P39009","YDL101C","S+EMP"
"2195","P39010","YDR264C","S+EMP"
"2196","P39011","YPL161C","S+EMP"
"2197","P39012","YLR088W","S+EMP"
"2198","P39013","YNL084C","S+EMP"
"2199","P39014","YIL046W","S+EMP"
"2200","P39015","YLR150W","S+EMP"
"2201","P39016","YGL178W","S+EMP"
"2202","P39073","YPL042C","S+EMP"
"2203","P39076","YIL142W","S+EMP"
"2204","P39077","YJL014W","S+EMP"
"2205","P39078","YDL143W","S+EMP"
"2206","P39079","YDR188W","S+EMP"
"2207","P39081","YDR228C","S+EMP"
"2208","P39083","YOR127W","S+EMP"
"2209","P39101","YER048C","S+EMP"
"2210","P39103","YML129C","S+EMP"
"2211","P39104","YNL267W","S+EMP"
"2212","P39105","YMR008C","S+EMP"
"2213","P39106","YER001W","S+EMP"
"2214","P39107","YPL050C","S+EMP"
"2215","P39108","YDR142C","S+EMP"
"2216","P39109","YDR135C","S+EMP"
"2217","P39110","YMR138W","S+EMP"
"2218","P39111","YGR020C","S+EMP"
"2219","P39112","YMR287C","S+EMP"
"2220","P39113","YMR280C","S+EMP"
"2221","P39515","YJL143W","S+EMP"
"2222","P39516","YJL191W","S+EMP"
"2223","P39517","YDL160C","S+EMP"
"2224","P39518","YER015W","S+EMP"
"2225","P39520","YLR223C","S+EMP"
"2226","P39521","YPR104C","S+EMP"
"2227","P39522","YJR016C","S+EMP"
"2228","P39523","YMR124W","S+EMP"
"2229","P39524","YAL026C","S+EMP"
"2230","P39525","YER061C","S+EMP"
"2231","P39526","YJL207C","S+EMP"
"2232","P39531","YJL204C","S+EMP"
"2233","P39533","YJL200C","S+EMP"
"2234","P39535","YJL198W","S+EMP"
"2235","P39538","YJL197W","S+EMP"
"2236","P39540","YJL196C","S+EMP"
"2237","P39542","YJL193W","S+EMP"
"2238","P39543","YJL192C","S+EMP"
"2239","P39547","YAR027W","S+EMP"
"2240","P39548","YAR028W","S+EMP"
"2241","P39552","YAR033W","S+EMP"
"2242","P39676","YGR234W","S+EMP"
"2243","P39677","YJL102W","S+EMP"
"2244","P39678","YDL056W","S+EMP"
"2245","P39682","YML046W","S+EMP"
"2246","P39683","YOR209C","S+EMP"
"2247","P39684","YFR023W","S+EMP"
"2248","P39685","YMR129W","S+EMP"
"2249","P39692","YFR030W","S+EMP"
"2250","P39702","YAL002W","S+EMP"
"2251","P39704","YAL007C","S+EMP"
"2252","P39705","YAR002W","S+EMP"
"2253","P39706","YAR003W","S+EMP"
"2254","P39707","YAR008W","S+EMP"
"2255","P39708","YAL062W","S+EMP"
"2256","P39709","YAL067C","S+EMP"
"2257","P39712","YAL063C","S+EMP"
"2258","P39713","YAL061W","S+EMP"
"2259","P39715","YAL059W","S+EMP"
"2260","P39717","YAL056W","S+EMP"
"2261","P39719","YAL053W","S+EMP"
"2262","P39720","YAL051W","S+EMP"
"2263","P39721","YAL049C","S+EMP"
"2264","P39722","YAL048C","S+EMP"
"2265","P39723","YAL047C","S+EMP"
"2266","P39724","YAL046C","S+EMP"
"2267","P39726","YAL044C","S+EMP"
"2268","P39728","YAL037W","S+EMP"
"2269","P39729","YAL036C","S+EMP"
"2270","P39730","YAL035W","S+EMP"
"2271","P39731","YAL034W-A","S+EMP"
"2272","P39732","YAL031C","S+EMP"
"2273","P39734","YAL028W","S+EMP"
"2274","P39742","YLR292C","S+EMP"
"2275","P39743","YDR388W","S+EMP"
"2276","P39744","YOR206W","S+EMP"
"2277","P39875","YOR033C","S+EMP"
"2278","P39904","YDR484W","S+EMP"
"2279","P39923","YEL062W","S+EMP"
"2280","P39924","YEL069C","S+EMP"
"2281","P39925","YER017C","S+EMP"
"2282","P39926","YMR183C","S+EMP"
"2283","P39927","YGR156W","S+EMP"
"2284","P39928","YIL147C","S+EMP"
"2285","P39929","YLR025W","S+EMP"
"2286","P39931","YLR250W","S+EMP"
"2287","P39932","YDR536W","S+EMP"
"2288","P39933","YPR186C","S+EMP"
"2289","P39935","YGR162W","S+EMP"
"2290","P39936","YGL049C","S+EMP"
"2291","P39937","YER007W","S+EMP"
"2292","P39938","YGL189C","S+EMP"
"2293","P39939","YER131W","S+EMP"
"2294","P39940","YER125W","S+EMP"
"2295","P39943","YER028C","S+EMP"
"2296","P39944","YER144C","S+EMP"
"2297","P39945","YER101C","S+EMP"
"2298","P39946","YOR269W","S+EMP"
"2299","P39952","YER154W","S+EMP"
"2300","P39953","YEL006W","S+EMP"
"2301","P39954","YER043C","S+EMP"
"2302","P39955","YER047C","S+EMP"
"2303","P39956","YER169W","S+EMP"
"2304","P39958","YER136W","S+EMP"
"2305","P39959","YER130C","S+EMP"
"2306","P39960","YER155C","S+EMP"
"2307","P39961","YER184C","S+EMP"
"2308","P39962","YER123W","S+EMP"
"2309","P39965","YER087W","S+EMP"
"2310","P39966","YER089C","S+EMP"
"2311","P39967","YER098W","S+EMP"
"2312","P39968","YEL013W","S+EMP"
"2313","P39969","YER114C","S+EMP"
"2314","P39971","YEL076C","S+EMP"
"2315","P39974","YEL073C","S+EMP"
"2316","P39975","YEL072W","S+EMP"
"2317","P39976","YEL071W","S+EMP"
"2318","P39977","YEL068C","S+EMP"
"2319","P39979","YEL066W","S+EMP"
"2320","P39980","YEL065W","S+EMP"
"2321","P39981","YEL064C","S+EMP"
"2322","P39983","YEL057C","S+EMP"
"2323","P39984","YEL056W","S+EMP"
"2324","P39985","YEL055C","S+EMP"
"2325","P39986","YEL031W","S+EMP"
"2326","P39987","YEL030W","S+EMP"
"2327","P39988","YEL029C","S+EMP"
"2328","P39989","YEL028W","S+EMP"
"2329","P39990","YEL026W","S+EMP"
"2330","P39991","YEL025C","S+EMP"
"2331","P39992","YEL023C","S+EMP"
"2332","P39993","YEL022W","S+EMP"
"2333","P39994","YEL020C","S+EMP"
"2334","P39995","YEL018W","S+EMP"
"2335","P39996","YEL017W","S+EMP"
"2336","P39997","YEL016C","S+EMP"
"2337","P39998","YEL015W","S+EMP"
"2338","P40002","YEL007W","S+EMP"
"2339","P40003","YEL005C","S+EMP"
"2340","P40004","YEL004W","S+EMP"
"2341","P40005","YEL003W","S+EMP"
"2342","P40006","YEL001C","S+EMP"
"2343","P40007","YER002W","S+EMP"
"2344","P40009","YER005W","S+EMP"
"2345","P40010","YER006W","S+EMP"
"2346","P40011","YER010C","S+EMP"
"2347","P40012","YER014W","S+EMP"
"2348","P40013","YER016W","S+EMP"
"2349","P40015","YER019W","S+EMP"
"2350","P40016","YER021W","S+EMP"
"2351","P40017","YER024W","S+EMP"
"2352","P40018","YER029C","S+EMP"
"2353","P40019","YER030W","S+EMP"
"2354","P40020","YER032W","S+EMP"
"2355","P40021","YER033C","S+EMP"
"2356","P40022","YER034W","S+EMP"
"2357","P40023","YER035W","S+EMP"
"2358","P40024","YER036C","S+EMP"
"2359","P40025","YER037W","S+EMP"
"2360","P40026","YER038C","S+EMP"
"2361","P40028","YER041W","S+EMP"
"2362","P40029","YER042W","S+EMP"
"2363","P40030","YER044C","S+EMP"
"2364","P40031","YER046W","S+EMP"
"2365","P40032","YER049W","S+EMP"
"2366","P40033","YER050C","S+EMP"
"2367","P40034","YER051W","S+EMP"
"2368","P40035","YER053C","S+EMP"
"2369","P40036","YER054C","S+EMP"
"2370","P40037","YER057C","S+EMP"
"2371","P40038","YER059W","S+EMP"
"2372","P40040","YER063W","S+EMP"
"2373","P40041","YER064C","S+EMP"
"2374","P40043","YER067W","S+EMP"
"2375","P40045","YER071C","S+EMP"
"2376","P40046","YER072W","S+EMP"
"2377","P40047","YER073W","S+EMP"
"2378","P40048","YER075C","S+EMP"
"2379","P40049","YER076C","S+EMP"
"2380","P40050","YER077C","S+EMP"
"2381","P40051","YER078C","S+EMP"
"2382","P40052","YER079W","S+EMP"
"2383","P40053","YER080W","S+EMP"
"2384","P40054","YER081W","S+EMP"
"2385","P40055","YER082C","S+EMP"
"2386","P40056","YER083C","S+EMP"
"2387","P40057","YER084W","S+EMP"
"2388","P40058","YER085C","S+EMP"
"2389","P40059","YER088C","S+EMP"
"2390","P40060","YER092W","S+EMP"
"2391","P40061","YER093C","S+EMP"
"2392","P40063","YER104W","S+EMP"
"2393","P40064","YER105C","S+EMP"
"2394","P40065","YER106W","S+EMP"
"2395","P40066","YER107C","S+EMP"
"2396","P40069","YER110C","S+EMP"
"2397","P40070","YER112W","S+EMP"
"2398","P40071","YER113C","S+EMP"
"2399","P40072","YER116C","S+EMP"
"2400","P40073","YER118C","S+EMP"
"2401","P40074","YER119C","S+EMP"
"2402","P40075","YER120W","S+EMP"
"2403","P40076","YER121W","S+EMP"
"2404","P40077","YER124C","S+EMP"
"2405","P40078","YER126C","S+EMP"
"2406","P40079","YER127W","S+EMP"
"2407","P40080","YER128W","S+EMP"
"2408","P40081","YER134C","S+EMP"
"2409","P40083","YER137C","S+EMP"
"2410","P40084","YER139C","S+EMP"
"2411","P40086","YER141W","S+EMP"
"2412","P40087","YER143W","S+EMP"
"2413","P40088","YER145C","S+EMP"
"2414","P40089","YER146W","S+EMP"
"2415","P40090","YER147C","S+EMP"
"2416","P40091","YER149C","S+EMP"
"2417","P40092","YER150W","S+EMP"
"2418","P40093","YER156C","S+EMP"
"2419","P40094","YER157W","S+EMP"
"2420","P40095","YER158C","S+EMP"
"2421","P40096","YER159C","S+EMP"
"2422","P40098","YER182W","S+EMP"
"2423","P40099","YER183C","S+EMP"
"2424","P40100","YER185W","S+EMP"
"2425","P40101","YER186C","S+EMP"
"2426","P40102","YER187W","S+EMP"
"2427","P40103","YER188W","S+EMP"
"2428","P40105","YER190W","S+EMP"
"2429","P40106","YER062C","S+EMP"
"2430","P40107","YGL225W","S+EMP"
"2431","P40150","YNL209W","S+EMP"
"2432","P40155","YNL214W","S+EMP"
"2433","P40156","YNL213C","S+EMP"
"2434","P40157","YNL212W","S+EMP"
"2435","P40159","YNL208W","S+EMP"
"2436","P40160","YNL207W","S+EMP"
"2437","P40161","YNL206C","S+EMP"
"2438","P40164","YNL201C","S+EMP"
"2439","P40165","YNL200C","S+EMP"
"2440","P40167","YNL196C","S+EMP"
"2441","P40168","YNL195C","S+EMP"
"2442","P40169","YNL194C","S+EMP"
"2443","P40185","YIL051C","S+EMP"
"2444","P40186","YIL050W","S+EMP"
"2445","P40187","YIL045W","S+EMP"
"2446","P40188","YIL057C","S+EMP"
"2447","P40202","YMR038C","S+EMP"
"2448","P40204","YFL017W-A","S+EMP"
"2449","P40206","YMR132C","S+EMP"
"2450","P40207","YMR134W","S+EMP"
"2451","P40208","YMR135C","S+EMP"
"2452","P40209","YMR136W","S+EMP"
"2453","P40210","YMR140W","S+EMP"
"2454","P40212","YMR142C","S+EMP"
"2455","P40214","YMR144W","S+EMP"
"2456","P40215","YMR145C","S+EMP"
"2457","P40217","YMR146C","S+EMP"
"2458","P40218","YMR147W","S+EMP"
"2459","P40260","YGR121C","S+EMP"
"2460","P40302","YMR314W","S+EMP"
"2461","P40303","YOL038W","S+EMP"
"2462","P40308","YMR313C","S+EMP"
"2463","P40309","YJL094C","S+EMP"
"2464","P40312","YNL111C","S+EMP"
"2465","P40314","YDR252W","S+EMP"
"2466","P40316","YDR113C","S+EMP"
"2467","P40317","YDR006C","S+EMP"
"2468","P40318","YIL030C","S+EMP"
"2469","P40319","YLR372W","S+EMP"
"2470","P40327","YDL007W","S+EMP"
"2471","P40328","YPL074W","S+EMP"
"2472","P40335","YJL053W","S+EMP"
"2473","P40339","YOL094C","S+EMP"
"2474","P40340","YGR270W","S+EMP"
"2475","P40341","YMR089C","S+EMP"
"2476","P40342","YNR004W","S+EMP"
"2477","P40343","YNR006W","S+EMP"
"2478","P40344","YNR007C","S+EMP"
"2479","P40345","YNR008W","S+EMP"
"2480","P40347","YPR073C","S+EMP"
"2481","P40348","YJR068W","S+EMP"
"2482","P40350","YPL227C","S+EMP"
"2483","P40351","YOR067C","S+EMP"
"2484","P40352","YJR035W","S+EMP"
"2485","P40353","YOR377W","S+EMP"
"2486","P40354","YJR062C","S+EMP"
"2487","P40355","YJR061W","S+EMP"
"2488","P40357","YGR009C","S+EMP"
"2489","P40358","YJL073W","S+EMP"
"2490","P40359","YJL072C","S+EMP"
"2491","P40360","YJL071W","S+EMP"
"2492","P40361","YJL070C","S+EMP"
"2493","P40363","YJL068C","S+EMP"
"2494","P40366","YJL065C","S+EMP"
"2495","P40367","YJL062W","S+EMP"
"2496","P40395","YLR039C","S+EMP"
"2497","P40413","YJR064W","S+EMP"
"2498","P40416","YMR301C","S+EMP"
"2499","P40422","YHR143W-A","S+EMP"
"2500","P40433","YIL107C","S+EMP"
"2501","P40434","YIL177C","S+EMP"
"2502","P40438","YIL173W","S+EMP"
"2503","P40442","YIL169C","S+EMP"
"2504","P40445","YIL166C","S+EMP"
"2505","P40447","YIL164C","S+EMP"
"2506","P40449","YIL161W","S+EMP"
"2507","P40450","YIL159W","S+EMP"
"2508","P40451","YIL158W","S+EMP"
"2509","P40452","YIL157C","S+EMP"
"2510","P40453","YIL156W","S+EMP"
"2511","P40454","YIL153W","S+EMP"
"2512","P40456","YIL151C","S+EMP"
"2513","P40457","YIL149C","S+EMP"
"2514","P40458","YIL146C","S+EMP"
"2515","P40459","YIL145C","S+EMP"
"2516","P40460","YIL144W","S+EMP"
"2517","P40462","YIL137C","S+EMP"
"2518","P40463","YIL135C","S+EMP"
"2519","P40464","YIL134W","S+EMP"
"2520","P40465","YIL132C","S+EMP"
"2521","P40466","YIL131C","S+EMP"
"2522","P40467","YIL130W","S+EMP"
"2523","P40468","YIL129C","S+EMP"
"2524","P40469","YIL128W","S+EMP"
"2525","P40470","YIL127C","S+EMP"
"2526","P40471","YIL124W","S+EMP"
"2527","P40472","YIL123W","S+EMP"
"2528","P40473","YIL122W","S+EMP"
"2529","P40474","YIL121W","S+EMP"
"2530","P40475","YIL120W","S+EMP"
"2531","P40476","YIL117C","S+EMP"
"2532","P40477","YIL115C","S+EMP"
"2533","P40478","YIL114C","S+EMP"
"2534","P40480","YIL112W","S+EMP"
"2535","P40481","YIL110W","S+EMP"
"2536","P40482","YIL109C","S+EMP"
"2537","P40483","YIL108W","S+EMP"
"2538","P40484","YIL106W","S+EMP"
"2539","P40485","YIL105C","S+EMP"
"2540","P40486","YIL104C","S+EMP"
"2541","P40487","YIL103W","S+EMP"
"2542","P40489","YIL101C","S+EMP"
"2543","P40491","YIL098C","S+EMP"
"2544","P40492","YIL097W","S+EMP"
"2545","P40493","YIL096C","S+EMP"
"2546","P40494","YIL095W","S+EMP"
"2547","P40495","YIL094C","S+EMP"
"2548","P40496","YIL093C","S+EMP"
"2549","P40497","YIL092W","S+EMP"
"2550","P40498","YIL091C","S+EMP"
"2551","P40499","YIL090W","S+EMP"
"2552","P40500","YIL089W","S+EMP"
"2553","P40501","YIL088C","S+EMP"
"2554","P40502","YIL087C","S+EMP"
"2555","P40504","YIL085C","S+EMP"
"2556","P40506","YIL083C","S+EMP"
"2557","P40508","YIL077C","S+EMP"
"2558","P40509","YIL076W","S+EMP"
"2559","P40510","YIL074C","S+EMP"
"2560","P40511","YIL073C","S+EMP"
"2561","P40512","YIL071C","S+EMP"
"2562","P40513","YIL070C","S+EMP"
"2563","P40514","YIL067C","S+EMP"
"2564","P40515","YIL065C","S+EMP"
"2565","P40516","YIL064W","S+EMP"
"2566","P40517","YIL063C","S+EMP"
"2567","P40518","YIL062C","S+EMP"
"2568","P40520","YIL059C","S+EMP"
"2569","P40522","YIL056W","S+EMP"
"2570","P40523","YIL055C","S+EMP"
"2571","P40526","YIL049W","S+EMP"
"2572","P40527","YIL048W","S+EMP"
"2573","P40528","YIL047C","S+EMP"
"2574","P40530","YIL042C","S+EMP"
"2575","P40531","YIL041W","S+EMP"
"2576","P40532","YIL040W","S+EMP"
"2577","P40533","YIL039W","S+EMP"
"2578","P40535","YIL036W","S+EMP"
"2579","P40537","YIL031W","S+EMP"
"2580","P40538","YIL029C","S+EMP"
"2581","P40540","YIL027C","S+EMP"
"2582","P40541","YIL026C","S+EMP"
"2583","P40543","YIL024C","S+EMP"
"2584","P40544","YIL023C","S+EMP"
"2585","P40545","YIL020C","S+EMP"
"2586","P40546","YIL019W","S+EMP"
"2587","P40547","YIL017C","S+EMP"
"2588","P40548","YIL016W","S+EMP"
"2589","P40549","YIL014W","S+EMP"
"2590","P40550","YIL013C","S+EMP"
"2591","P40552","YIL011W","S+EMP"
"2592","P40553","YIL010W","S+EMP"
"2593","P40554","YIL008W","S+EMP"
"2594","P40555","YIL007C","S+EMP"
"2595","P40556","YIL006W","S+EMP"
"2596","P40557","YIL005W","S+EMP"
"2597","P40558","YIL003W","S+EMP"
"2598","P40559","YIL002C","S+EMP"
"2599","P40560","YIL001W","S+EMP"
"2600","P40561","YIR001C","S+EMP"
"2601","P40562","YIR002C","S+EMP"
"2602","P40563","YIR003W","S+EMP"
"2603","P40564","YIR004W","S+EMP"
"2604","P40565","YIR005W","S+EMP"
"2605","P40566","YIR007W","S+EMP"
"2606","P40567","YIR009W","S+EMP"
"2607","P40568","YIR010W","S+EMP"
"2608","P40569","YIR013C","S+EMP"
"2609","P40570","YIR014W","S+EMP"
"2610","P40571","YIR015W","S+EMP"
"2611","P40572","YIR016W","S+EMP"
"2612","P40573","YIR017C","S+EMP"
"2613","P40574","YIR018W","S+EMP"
"2614","P40576","YIR024C","S+EMP"
"2615","P40577","YIR025W","S+EMP"
"2616","P40578","YIR033W","S+EMP"
"2617","P40579","YIR035C","S+EMP"
"2618","P40581","YIR037W","S+EMP"
"2619","P40582","YIR038C","S+EMP"
"2620","P40583","YIR039C","S+EMP"
"2621","P40585","YIR041W","S+EMP"
"2622","P40586","YIR042C","S+EMP"
"2623","P40693","YNL002C","S+EMP"
"2624","P40825","YOR335C","S+EMP"
"2625","P40850","YNL085W","S+EMP"
"2626","P40851","YPR122W","S+EMP"
"2627","P40856","YJL098W","S+EMP"
"2628","P40884","YJL216C","S+EMP"
"2629","P40885","YJL219W","S+EMP"
"2630","P40886","YJL214W","S+EMP"
"2631","P40889","YJL225C","S+EMP"
"2632","P40890","YJL222W","S+EMP"
"2633","P40892","YJL218W","S+EMP"
"2634","P40893","YJL217W","S+EMP"
"2635","P40896","YJL213W","S+EMP"
"2636","P40897","YJL212C","S+EMP"
"2637","P40917","YOR028C","S+EMP"
"2638","P40955","YJL099W","S+EMP"
"2639","P40956","YGL181W","S+EMP"
"2640","P40957","YGL086W","S+EMP"
"2641","P40958","YJL030W","S+EMP"
"2642","P40959","YMR004W","S+EMP"
"2643","P40960","YDR488C","S+EMP"
"2644","P40961","YGR132C","S+EMP"
"2645","P40962","YOR077W","S+EMP"
"2646","P40963","YMR127C","S+EMP"
"2647","P40965","YFL003C","S+EMP"
"2648","P40968","YDR364C","S+EMP"
"2649","P40969","YMR168C","S+EMP"
"2650","P40970","YDR062W","S+EMP"
"2651","P40971","YDR034C","S+EMP"
"2652","P40975","YEL017C-A","S+EMP"
"2653","P40985","YJR036C","S+EMP"
"2654","P40986","YDR182W","S+EMP"
"2655","P40987","YOR349W","S+EMP"
"2656","P40988","YMR319C","S+EMP"
"2657","P40989","YGR032W","S+EMP"
"2658","P40990","YDL107W","S+EMP"
"2659","P40991","YNL061W","S+EMP"
"2660","P40992","YJL025W","S+EMP"
"2661","P40994","YOR094W","S+EMP"
"2662","P41056","YOR234C","S+EMP"
"2663","P41277","YIL053W","S+EMP"
"2664","P41318","YNL006W","S+EMP"
"2665","P41543","YJL002C","S+EMP"
"2666","P41544","YJL004C","S+EMP"
"2667","P41546","YFL031W","S+EMP"
"2668","P41695","YGR188C","S+EMP"
"2669","P41696","YOR113W","S+EMP"
"2670","P41697","YLR319C","S+EMP"
"2671","P41698","YLR353W","S+EMP"
"2672","P41733","YLR459W","S+EMP"
"2673","P41734","YOR126C","S+EMP"
"2674","P41735","YOR125C","S+EMP"
"2675","P41800","YLL006W","S+EMP"
"2676","P41805","YLR075W","S+EMP"
"2677","P41806","YGR105W","S+EMP"
"2678","P41807","YPR036W","S+EMP"
"2679","P41808","YPR054W","S+EMP"
"2680","P41809","YDR420W","S+EMP"
"2681","P41810","YDR238C","S+EMP"
"2682","P41811","YGL137W","S+EMP"
"2683","P41812","YNL221C","S+EMP"
"2684","P41813","YNL068C","S+EMP"
"2685","P41814","YNL062C","S+EMP"
"2686","P41815","YDR046C","S+EMP"
"2687","P41816","YPL171C","S+EMP"
"2688","P41817","YPL177C","S+EMP"
"2689","P41818","YMR311C","S+EMP"
"2690","P41819","YPL266W","S+EMP"
"2691","P41821","YNL291C","S+EMP"
"2692","P41832","YNL271C","S+EMP"
"2693","P41833","YGL192W","S+EMP"
"2694","P41834","YOR075W","S+EMP"
"2695","P41835","YPL214C","S+EMP"
"2696","P41895","YGR186W","S+EMP"
"2697","P41896","YGR005C","S+EMP"
"2698","P41901","YGR059W","S+EMP"
"2699","P41903","YJR019C","S+EMP"
"2700","P41909","YPL147W","S+EMP"
"2701","P41910","YDR005C","S+EMP"
"2702","P41911","YOL059W","S+EMP"
"2703","P41913","YOR355W","S+EMP"
